gene	chr	chrom	DE	expmean	dN	dNse	dS	dSse	dnds	haploid
MvSl-1064-A2-R4_MC01g02817	aAutosome	aAutosome	NON	6.894	0.02914	0.00785	0.02319	0.00659	1.25657	A2
MvSl-1064-A2-R4_MC01g02818	aAutosome	aAutosome	NON	4.30708	0	0.02714	0.00001	0.05429	0	A2
MvSl-1064-A2-R4_MC01g02819	aAutosome	aAutosome	NON	5.46039	0	0.00005	0.00001	0.01395	0	A2
MvSl-1064-A2-R4_MC01g02820	aAutosome	aAutosome	NON	7.88925	0.00137	0.00097	0.00001	0.00004	135.644	A2
MvSl-1064-A2-R4_MC01g02821	aAutosome	aAutosome	NON	6.49081	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02822	aAutosome	aAutosome	NON	4.03522	0.01144	0.00478	0.01073	0.00622	1.06616	A2
MvSl-1064-A2-R4_MC01g02823	aAutosome	aAutosome	NON	7.18423	0.00105	0.00105	0.00001	0.00006	103.96	A2
MvSl-1064-A2-R4_MC01g02824	aAutosome	aAutosome	NON	5.84834	0.00179	0.00179	0.00002	0	89.0547	A2
MvSl-1064-A2-R4_MC01g02825	aAutosome	aAutosome	NON	4.17197	0.00866	0.00421	0.00476	0.00411	1.81929	A2
MvSl-1064-A2-R4_MC01g02826	aAutosome	aAutosome	NON	6.12464	0	0.00093	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02827	aAutosome	aAutosome	Down	5.63173	0.00001	0	0.00785	0.00059	0.00127387	A2
MvSl-1064-A2-R4_MC01g02828	aAutosome	aAutosome	NON	9.32862	0.00001	0	0.00547	0	0.00182812	A2
MvSl-1064-A2-R4_MC01g02836	aAutosome	aAutosome	NON	7.34843	0.0008	0.0008	0.00001	0.00002	79.2079	A2
MvSl-1064-A2-R4_MC01g02838	aAutosome	aAutosome	NON	5.96944	0	0.00006	0.00002	0.00269	0	A2
MvSl-1064-A2-R4_MC01g02839	aAutosome	aAutosome	NON	6.09945	0	0.04743	0.00001	0.10561	0	A2
MvSl-1064-A2-R4_MC01g02840	aAutosome	aAutosome	NON	7.47676	0.00002	0	0.02493	0.00237	0.000802243	A2
MvSl-1064-A2-R4_MC01g02841	aAutosome	aAutosome	NON	7.72557	0.0044	0.00167	0.00593	0.00169	0.741977	A2
MvSl-1064-A2-R4_MC01g02842	aAutosome	aAutosome	NON	4.65749	0.00693	0.00701	0.03165	0.03226	0.218957	A2
MvSl-1064-A2-R4_MC01g02843	aAutosome	aAutosome	NON	5.45508	0.00199	0.00141	0.00525	0.00304	0.37904	A2
MvSl-1064-A2-R4_MC01g02845	aAutosome	aAutosome	NON	6.75255	0.00167	0.00168	0.00002	0.00003	83.0846	A2
MvSl-1064-A2-R4_MC01g02847	aAutosome	aAutosome	NON	3.09496	0.00673	0.00388	0.00521	0.00512	1.29172	A2
MvSl-1064-A2-R4_MC01g02849	aAutosome	aAutosome	NON	3.09379	0.19457	0.04212	0.31927	0.10324	0.609421	A2
MvSl-1064-A2-R4_MC01g02850	aAutosome	aAutosome	NON	7.2705	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02851	aAutosome	aAutosome	NON	6.97557	0.00516	0.00365	0.01374	0.00976	0.375543	A2
MvSl-1064-A2-R4_MC01g02852	aAutosome	aAutosome	NON	5.00312	0	0.0297	0.00001	0.06045	0	A2
MvSl-1064-A2-R4_MC01g02854	aAutosome	aAutosome	NON	4.82666	0	0.0024	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02855	aAutosome	aAutosome	NON	6.97146	0.00728	0.00729	0.00007	0.00049	103.852	A2
MvSl-1064-A2-R4_MC01g02856	aAutosome	aAutosome	NON	6.08234	0	0	0.00001	0.00666	0	A2
MvSl-1064-A2-R4_MC01g02858	aAutosome	aAutosome	NON	6.09917	0.71503	0.10382	1.869	0.97821	0.382574	A2
MvSl-1064-A2-R4_MC01g02859	aAutosome	aAutosome	NON	4.65229	0.0057	0.00403	0.00006	0.00005	94.8419	A2
MvSl-1064-A2-R4_MC01g02860	aAutosome	aAutosome	NON	7.82123	0.00079	0.0008	0.00735	0.00428	0.107482	A2
MvSl-1064-A2-R4_MC01g02861	aAutosome	aAutosome	NON	7.09189	0.00739	0.00523	0.00007	0.00025	105.421	A2
MvSl-1064-A2-R4_MC01g02862	aAutosome	aAutosome	NON	9.15897	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02865	aAutosome	aAutosome	NON	5.13454	0.00277	0.00289	0.01657	0.01235	0.167169	A2
MvSl-1064-A2-R4_MC01g02866	aAutosome	aAutosome	NON	-0.127876	0	0	0.00288	0	0	A2
MvSl-1064-A2-R4_MC01g02867	aAutosome	aAutosome	NON	3.06668	0	0.00909	0.00001	0.01968	0	A2
MvSl-1064-A2-R4_MC01g02872	aAutosome	aAutosome	NON	5.94079	0.00796	0.00564	0.00008	0.0003	99.3758	A2
MvSl-1064-A2-R4_MC01g02873	aAutosome	aAutosome	NON	5.34496	0.00001	0	0.0093	0.00192	0.00107526	A2
MvSl-1064-A2-R4_MC01g02874	aAutosome	aAutosome	NON	5.42132	0.00411	0.00412	0.00004	0.00032	102.494	A2
MvSl-1064-A2-R4_MC01g02875	aAutosome	aAutosome	NON	9.35518	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02881	aAutosome	aAutosome	NON	7.06252	0.0057	0.00323	0.01243	0.00595	0.458564	A2
MvSl-1064-A2-R4_MC01g02883	aAutosome	aAutosome	NON	1.71311	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02884	aAutosome	aAutosome	NON	6.55276	0	0.00011	0.00002	0	0	A2
MvSl-1064-A2-R4_MC01g02886	aAutosome	aAutosome	NON	1.79121	0.00731	0.00366	0.00569	0.00564	1.28469	A2
MvSl-1064-A2-R4_MC01g02888	aAutosome	aAutosome	NON	7.07065	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02889	aAutosome	aAutosome	NON	5.29587	0.00001	0	0.00698	0	0.00143264	A2
MvSl-1064-A2-R4_MC01g02890	aAutosome	aAutosome	NON	7.70109	0.21243	0.026	0.41874	0.06845	0.507308	A2
MvSl-1064-A2-R4_MC01g02891	aAutosome	aAutosome	NON	5.37134	0.00205	0.0012	0.00895	0.00405	0.229048	A2
MvSl-1064-A2-R4_MC01g02892	aAutosome	aAutosome	NON	1.39008	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02896	aAutosome	aAutosome	NON	6.81433	0.00545	0.00174	0.00356	0.00126	1.53086	A2
MvSl-1064-A2-R4_MC01g02897	aAutosome	aAutosome	NON	5.56777	0.00333	0.00335	0.0097	0.00978	0.343295	A2
MvSl-1064-A2-R4_MC01g02898	aAutosome	aAutosome	NON	7.45605	0.00382	0.00216	0.00749	0.00513	0.510007	A2
MvSl-1064-A2-R4_MC01g02899	aAutosome	aAutosome	NON	7.00695	0.00246	0.00211	0.00864	0.00744	0.284719	A2
MvSl-1064-A2-R4_MC01g02900	aAutosome	aAutosome	NON	7.38309	0.00282	0.00128	0.01177	0.00534	0.23959	A2
MvSl-1064-A2-R4_MC01g02903	aAutosome	aAutosome	NON	5.20179	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02904	aAutosome	aAutosome	NON	6.19902	0	0.00007	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02905	aAutosome	aAutosome	NON	7.89129	0.00067	0.00066	0.00133	0.00132	0.503722	A2
MvSl-1064-A2-R4_MC01g02906	aAutosome	aAutosome	NON	5.62184	0	0	0	0	0	A2
MvSl-1064-A2-R4_MC01g02907	aAutosome	aAutosome	NON	4.13607	0	0	0.0021	0	0	A2
MvSl-1064-A2-R4_MC01g02909	aAutosome	aAutosome	NON	5.81264	0.00234	0.00234	0.00002	0	116.418	A2
MvSl-1064-A2-R4_MC01g02912	aAutosome	aAutosome	NON	6.41521	0.00716	0.00508	0.00007	0.00036	102.14	A2
MvSl-1064-A2-R4_MC01g02913	aAutosome	aAutosome	NON	5.77389	0.00854	0.00379	0.00368	0.0035	2.32059	A2
MvSl-1064-A2-R4_MC01g02914	aAutosome	aAutosome	NON	2.80508	0.00922	0.00535	0.00837	0.00848	1.10154	A2
MvSl-1064-A2-R4_MC01g02916	aAutosome	aAutosome	NON	1.71491	0.02582	0.01063	0.00026	0.00181	99.2695	A2
MvSl-1064-A2-R4_MC01g02917	aAutosome	aAutosome	NON	2.23852	0.60657	0.06035	1.63852	0.43117	0.370194	A2
MvSl-1064-A2-R4_MC01g02918	aAutosome	aAutosome	NON	6.90154	0.00002	0	0.01637	0	0.00122174	A2
MvSl-1064-A2-R4_MC01g02920	aAutosome	aAutosome	NON	5.05333	0.16337	0.02554	0.2569	0.06697	0.635928	A2
MvSl-1064-A2-R4_MC01g02922	aAutosome	aAutosome	NON	3.46816	0	0	0.00337	0.00032	0	A2
MvSl-1064-A2-R4_MC01g02923	aAutosome	aAutosome	NON	7.07744	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02924	aAutosome	aAutosome	NON	8.69313	0.00164	0.00095	0.00178	0.00126	0.921297	A2
MvSl-1064-A2-R4_MC01g02925	aAutosome	aAutosome	NON	6.22387	0.00424	0.003	0.00004	0	105.736	A2
MvSl-1064-A2-R4_MC01g02926	aAutosome	aAutosome	NON	6.22921	0.00001	0	0.00795	0.00051	0.00125785	A2
MvSl-1064-A2-R4_MC01g02927	aAutosome	aAutosome	NON	5.80152	0	0	0.00002	0.0015	0	A2
MvSl-1064-A2-R4_MC01g02930	aAutosome	aAutosome	NON	10.5923	0.00458	0.00267	0.00346	0.00356	1.32366	A2
MvSl-1064-A2-R4_MC01g02932	aAutosome	aAutosome	NON	3.28666	0.00149	0.00148	0.00453	0.00449	0.328911	A2
MvSl-1064-A2-R4_MC01g02935	aAutosome	aAutosome	NON	3.16612	0.93795	0.18214	1.45522	0.69104	0.644542	A2
MvSl-1064-A2-R4_MC01g02937	aAutosome	aAutosome	NON	5.92555	0.00669	0.00254	0.00455	0.00244	1.4703	A2
MvSl-1064-A2-R4_MC01g02938	aAutosome	aAutosome	NON	4.08401	0.87885	0.13015	1.63319	0.54666	0.538119	A2
MvSl-1064-A2-R4_MC01g02939	aAutosome	aAutosome	NON	8.32746	0.00244	0.00245	0.01049	0.0106	0.2326	A2
MvSl-1064-A2-R4_MC01g02940	aAutosome	aAutosome	NON	2.81451	0.00337	0.00243	0.00548	0.00382	0.614952	A2
MvSl-1064-A2-R4_MC01g02941	aAutosome	aAutosome	NON	4.89236	0.00211	0.00211	0.00002	0.00008	104.975	A2
MvSl-1064-A2-R4_MC01g02942	aAutosome	aAutosome	NON	5.54538	0.00942	0.00316	0.01497	0.00501	0.629254	A2
MvSl-1064-A2-R4_MC01g02943	aAutosome	aAutosome	NON	6.88863	0.0028	0.00125	0.00787	0.00353	0.355777	A2
MvSl-1064-A2-R4_MC01g02944	aAutosome	aAutosome	NON	5.48532	0.00001	0	0.01381	0	0.000724108	A2
MvSl-1064-A2-R4_MC01g02945	aAutosome	aAutosome	NON	4.17326	0	0.00004	0.00002	0	0	A2
MvSl-1064-A2-R4_MC01g02947	aAutosome	aAutosome	NON	8.68598	0.00299	0.00212	0.00447	0.00449	0.668889	A2
MvSl-1064-A2-R4_MC01g02949	aAutosome	aAutosome	NON	6.44486	0.01419	0.0056	0.04724	0.01933	0.30038	A2
MvSl-1064-A2-R4_MC01g02950	aAutosome	aAutosome	NON	0.1394	0.00001	0	0.00688	0.00079	0.00145347	A2
MvSl-1064-A2-R4_MC01g02952	aAutosome	aAutosome	NON	0.845123	0.00191	0.00198	0.00455	0.00474	0.419771	A2
MvSl-1064-A2-R4_MC01g02953	aAutosome	aAutosome	NON	5.31665	0	0.03029	0.00001	0.05965	0	A2
MvSl-1064-A2-R4_MC01g02955	aAutosome	aAutosome	NON	6.36456	0.00001	0	0.0058	0	0.00172411	A2
MvSl-1064-A2-R4_MC01g02956	aAutosome	aAutosome	NON	6.56049	0.00151	0.00107	0.00249	0.00176	0.606401	A2
MvSl-1064-A2-R4_MC01g02957	aAutosome	aAutosome	NON	6.76166	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02960	aAutosome	aAutosome	NON	6.08064	0.00076	0.00053	0.00166	0.00118	0.457804	A2
MvSl-1064-A2-R4_MC01g02963	aAutosome	aAutosome	NON	5.78774	0.00058	0.00058	0.00212	0.00209	0.273572	A2
MvSl-1064-A2-R4_MC01g02964	aAutosome	aAutosome	NON	7.84254	0	0.00005	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02968	aAutosome	aAutosome	NON	2.78009	0	0.02551	0.00001	0.06011	0	A2
MvSl-1064-A2-R4_MC01g02970	aAutosome	aAutosome	NON	5.95445	0.00368	0.00213	0.00874	0.00439	0.421048	A2
MvSl-1064-A2-R4_MC01g02971	aAutosome	aAutosome	NON	5.60496	0	0.00036	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02972	aAutosome	aAutosome	NON	8.13416	0.00089	0.00086	0.00168	0.00162	0.52973	A2
MvSl-1064-A2-R4_MC01g02973	aAutosome	aAutosome	NON	7.50177	0.00407	0.00287	0.00478	0.00475	0.851447	A2
MvSl-1064-A2-R4_MC01g02975	aAutosome	aAutosome	NON	6.48782	0.00508	0.00523	0.00005	0.00212	101.397	A2
MvSl-1064-A2-R4_MC01g02976	aAutosome	aAutosome	NON	6.80351	0.02552	0.012	0.05125	0.02744	0.49795	A2
MvSl-1064-A2-R4_MC01g02977	aAutosome	aAutosome	NON	7.94306	0.00077	0.00077	0.00702	0.00407	0.109685	A2
MvSl-1064-A2-R4_MC01g02978	aAutosome	aAutosome	NON	5.10143	0.00442	0.0044	0.01142	0.01143	0.387037	A2
MvSl-1064-A2-R4_MC01g02979	aAutosome	aAutosome	NON	2.83259	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02980	aAutosome	aAutosome	NON	1.90449	0.00412	0.00413	0.00902	0.00905	0.456758	A2
MvSl-1064-A2-R4_MC01g02981	aAutosome	aAutosome	NON	6.11743	0.00286	0.00126	0.00293	0.002	0.976076	A2
MvSl-1064-A2-R4_MC01g02982	aAutosome	aAutosome	NON	4.96053	0.00163	0.00117	0.00172	0.00175	0.947619	A2
MvSl-1064-A2-R4_MC01g02984	aAutosome	aAutosome	NON	6.2309	0.00166	0.00166	0.00692	0.00492	0.239881	A2
MvSl-1064-A2-R4_MC01g02985	aAutosome	aAutosome	NON	5.65207	0.00183	0.00183	0.00378	0.00379	0.484114	A2
MvSl-1064-A2-R4_MC01g02986	aAutosome	aAutosome	NON	5.79059	0.00157	0.00157	0.00002	0.00007	78.1095	A2
MvSl-1064-A2-R4_MC01g02987	aAutosome	aAutosome	NON	7.23276	0.00346	0.00274	0.00445	0.00469	0.777511	A2
MvSl-1064-A2-R4_MC01g02988	aAutosome	aAutosome	NON	5.4063	0.08743	0.02801	0.15276	0.05433	0.572335	A2
MvSl-1064-A2-R4_MC01g02991	aAutosome	aAutosome	NON	6.78199	0	0.00005	0.00001	0.00136	0	A2
MvSl-1064-A2-R4_MC01g02992	aAutosome	aAutosome	NON	8.1497	0.00209	0.0017	0.00754	0.00619	0.277185	A2
MvSl-1064-A2-R4_MC01g02994	aAutosome	aAutosome	NON	6.93669	0.00628	0.00364	0.00006	0.00015	104.493	A2
MvSl-1064-A2-R4_MC01g02995	aAutosome	aAutosome	NON	6.71782	0.00152	0.00127	0.01046	0.00695	0.145314	A2
MvSl-1064-A2-R4_MC01g02996	aAutosome	aAutosome	NON	7.16249	0.00002	0.00097	0.02322	0.01329	0.000861323	A2
MvSl-1064-A2-R4_MC01g02997	aAutosome	aAutosome	NON	3.90242	0.00638	0.00317	0.0055	0.00536	1.15998	A2
MvSl-1064-A2-R4_MC01g02998	aAutosome	aAutosome	NON	0.155554	0	0.00004	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g02999	aAutosome	aAutosome	NON	2.72908	0	0.00184	0.00001	0.00504	0	A2
MvSl-1064-A2-R4_MC01g03000	aAutosome	aAutosome	NON	5.26242	0.00657	0.00466	0.00007	0.00016	93.7233	A2
MvSl-1064-A2-R4_MC01g03001	aAutosome	aAutosome	NON	6.4669	0.00283	0.00201	0.00003	0	94.0199	A2
MvSl-1064-A2-R4_MC01g03003	aAutosome	aAutosome	NON	7.08895	0	0.00659	0.00001	0.01256	0	A2
MvSl-1064-A2-R4_MC01g03004	aAutosome	aAutosome	NON	7.98469	0.26467	0.03742	0.56581	0.12845	0.467772	A2
MvSl-1064-A2-R4_MC01g03007	aAutosome	aAutosome	Down	5.19284	0.00778	0.00352	0.00554	0.0029	1.40431	A2
MvSl-1064-A2-R4_MC01g03009	aAutosome	aAutosome	NON	1.8842	0.00002	0	0.02327	0.006	0.000859472	A2
MvSl-1064-A2-R4_MC01g03012	aAutosome	aAutosome	NON	5.13983	0.00457	0.00461	0.02352	0.01679	0.194302	A2
MvSl-1064-A2-R4_MC01g03013	aAutosome	aAutosome	NON	6.99322	0.00164	0.00164	0.00482	0.00486	0.340242	A2
MvSl-1064-A2-R4_MC01g03014	aAutosome	aAutosome	NON	4.43195	0.15371	0.03016	0.34985	0.08412	0.43936	A2
MvSl-1064-A2-R4_MC01g03016	aAutosome	aAutosome	Down	5.04412	0.00003	0.00046	0.02599	0.0164	0.00115429	A2
MvSl-1064-A2-R4_MC01g03019	aAutosome	aAutosome	NON	2.65239	0.00001	0	0.01304	0.00086	0.000766865	A2
MvSl-1064-A2-R4_MC01g03022	aAutosome	aAutosome	NON	6.4198	0.00167	0.00096	0.00638	0.00286	0.261751	A2
MvSl-1064-A2-R4_MC01g03023	aAutosome	aAutosome	NON	8.03063	0	0.00508	0.00001	0.01131	0	A2
MvSl-1064-A2-R4_MC01g03032	aAutosome	aAutosome	NON	4.79114	0.00001	0	0.00604	0	0.0016556	A2
MvSl-1064-A2-R4_MC01g03033	aAutosome	aAutosome	NON	3.08605	0.00649	0.00458	0.02348	0.01363	0.276404	A2
MvSl-1064-A2-R4_MC01g03034	aAutosome	aAutosome	NON	6.57201	0	0	0.00002	0	0	A2
MvSl-1064-A2-R4_MC01g03043	aAutosome	aAutosome	NON	3.5623	0.00761	0.0044	0.00008	0.00025	95.0062	A2
MvSl-1064-A2-R4_MC01g03044	aAutosome	aAutosome	NON	7.11002	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g03046	aAutosome	aAutosome	Down	8.51586	0.00001	0	0.01024	0.00059	0.000976553	A2
MvSl-1064-A2-R4_MC01g03047	aAutosome	aAutosome	NON	5.43258	0	0	0	0	0	A2
MvSl-1064-A2-R4_MC01g03048	aAutosome	aAutosome	NON	6.87401	0	0.00005	0.00002	0.00689	0	A2
MvSl-1064-A2-R4_MC01g03049	aAutosome	aAutosome	NON	8.14076	0.00239	0.00138	0.00002	0.00005	118.905	A2
MvSl-1064-A2-R4_MC01g03050	aAutosome	aAutosome	NON	5.8371	0.0093	0.00663	0.00009	0.0008	103.219	A2
MvSl-1064-A2-R4_MC01g03051	aAutosome	aAutosome	Down	4.41002	0.00521	0.00369	0.00623	0.00626	0.836263	A2
MvSl-1064-A2-R4_MC01g03052	aAutosome	aAutosome	NON	5.46358	0.00687	0.00317	0.01867	0.00917	0.367968	A2
MvSl-1064-A2-R4_MC01g03053	aAutosome	aAutosome	NON	5.44206	0.00363	0.00258	0.01336	0.00952	0.271705	A2
MvSl-1064-A2-R4_MC01g03058	aAutosome	aAutosome	NON	6.82011	0.00085	0.0006	0.00001	0	84.1584	A2
MvSl-1064-A2-R4_MC01g03059	aAutosome	aAutosome	NON	2.30549	0.0215	0.00707	0.03878	0.01445	0.554408	A2
MvSl-1064-A2-R4_MC01g03062	aAutosome	aAutosome	NON	3.72356	0.80944	0.13151	2.07645	0.84022	0.389819	A2
MvSl-1064-A2-R4_MC01g03064	aAutosome	aAutosome	NON	6.38048	0	0.00003	0.00002	0.00163	0	A2
MvSl-1064-A2-R4_MC01g03065	aAutosome	aAutosome	NON	4.9121	0	0.00357	0.00001	0.00752	0	A2
MvSl-1064-A2-R4_MC01g03068	aAutosome	aAutosome	NON	5.77517	0	0.00002	0.00002	0.00797	0	A2
MvSl-1064-A2-R4_MC01g03070	aAutosome	aAutosome	NON	6.24391	0.00429	0.00105	0.00661	0.0017	0.649007	A2
MvSl-1064-A2-R4_MC01g03073	aAutosome	aAutosome	NON	5.28705	0.00844	0.00423	0.01637	0.00948	0.515574	A2
MvSl-1064-A2-R4_MC01g03074	aAutosome	aAutosome	NON	8.06598	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g03075	aAutosome	aAutosome	NON	8.1536	0.0017	0.00171	0.01244	0.00722	0.136655	A2
MvSl-1064-A2-R4_MC01g03076	aAutosome	aAutosome	NON	6.41155	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g03077	aAutosome	aAutosome	NON	6.25743	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g03080	aAutosome	aAutosome	NON	2.2919	0.03361	0.01218	0.17241	0.06063	0.194942	A2
MvSl-1064-A2-R4_MC01g03081	aAutosome	aAutosome	NON	7.50069	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g03082	aAutosome	aAutosome	NON	7.57717	0.00073	0.00073	0.00299	0.00212	0.244139	A2
MvSl-1064-A2-R4_MC01g03083	aAutosome	aAutosome	NON	4.04039	0.00216	0.00214	0.00561	0.00557	0.38502	A2
MvSl-1064-A2-R4_MC01g03084	aAutosome	aAutosome	NON	6.87183	0.00001	0	0.00813	0.00058	0.00123	A2
MvSl-1064-A2-R4_MC01g03085	aAutosome	aAutosome	NON	7.64523	0.00504	0.00343	0.00005	0	100.599	A2
MvSl-1064-A2-R4_MC01g03087	aAutosome	aAutosome	Down	1.70627	0.00278	0.00139	0.00312	0.00219	0.890997	A2
MvSl-1064-A2-R4_MC01g03091	aAutosome	aAutosome	NON	3.82149	0.00001	0	0.00732	0.00152	0.0013661	A2
MvSl-1064-A2-R4_MC01g03092	aAutosome	aAutosome	NON	7.64128	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g03093	aAutosome	aAutosome	NON	9.40363	0.00383	0.00394	0.00004	0.00299	95.5112	A2
MvSl-1064-A2-R4_MC01g03094	aAutosome	aAutosome	NON	5.89964	0.0009	0.0009	0.00001	0.00002	89.1089	A2
MvSl-1064-A2-R4_MC01g03097	aAutosome	aAutosome	NON	7.38143	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g03099	aAutosome	aAutosome	NON	6.84891	0	0	0.00182	0.00019	0	A2
MvSl-1064-A2-R4_MC01g03100	aAutosome	aAutosome	NON	7.13861	0.00459	0.00204	0.00604	0.00269	0.759921	A2
MvSl-1064-A2-R4_MC01g03102	aAutosome	aAutosome	NON	5.98227	0.00001	0	0.01339	0.00025	0.00074682	A2
MvSl-1064-A2-R4_MC01g03103	aAutosome	aAutosome	NON	6.32924	0.00339	0.0034	0.00003	0.00011	112.625	A2
MvSl-1064-A2-R4_MC01g03104	aAutosome	aAutosome	NON	7.10873	0.00504	0.00506	0.02697	0.02733	0.186874	A2
MvSl-1064-A2-R4_MC01g03105	aAutosome	aAutosome	NON	7.97342	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g03107	aAutosome	aAutosome	NON	7.71425	0.0037	0.00214	0.00504	0.00358	0.734112	A2
MvSl-1064-A2-R4_MC01g03113	aAutosome	aAutosome	NON	3.71867	0.01202	0.00429	0.02051	0.00849	0.586053	A2
MvSl-1064-A2-R4_MC01g03114	aAutosome	aAutosome	NON	3.92748	0.00002	0	0.02023	0	0.000988626	A2
MvSl-1064-A2-R4_MC01g03116	aAutosome	aAutosome	NON	9.63808	0.00001	0	0.01207	0.00142	0.000828494	A2
MvSl-1064-A2-R4_MC01g03117	aAutosome	aAutosome	NON	7.01141	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g03120	aAutosome	aAutosome	NON	5.11471	0.00438	0.00255	0.00747	0.00535	0.586338	A2
MvSl-1064-A2-R4_MC01g03121	aAutosome	aAutosome	NON	3.25429	0.01242	0.00339	0.01782	0.00645	0.696966	A2
MvSl-1064-A2-R4_MC01g03123	aAutosome	aAutosome	NON	5.20754	0.01142	0.00307	0.01166	0.00443	0.979408	A2
MvSl-1064-A2-R4_MC01g03127	aAutosome	aAutosome	NON	3.55157	0.01311	0.00354	0.02227	0.00682	0.588682	A2
MvSl-1064-A2-R4_MC01g03128	aAutosome	aAutosome	NON	2.28433	0.01394	0.00703	0.00595	0.00599	2.34282	A2
MvSl-1064-A2-R4_MC01g03142	aAutosome	aAutosome	NON	0.205403	0.02384	0.00988	0.08026	0.03149	0.297034	A2
MvSl-1064-A2-R4_MC01g03143	aAutosome	aAutosome	NON	3.88791	0.00448	0.00259	0.00005	0.00016	89.4212	A2
MvSl-1064-A2-R4_MC01g03144	aAutosome	aAutosome	NON	0.484516	0.00846	0.00491	0.00009	0.00005	93.8957	A2
MvSl-1064-A2-R4_MC01g03145	aAutosome	aAutosome	NON	5.51523	0.00279	0.0028	0.00521	0.00523	0.535498	A2
MvSl-1064-A2-R4_MC01g03146	aAutosome	aAutosome	NON	6.18902	0.00262	0.00261	0.01183	0.00838	0.221469	A2
MvSl-1064-A2-R4_MC01g03152	aAutosome	aAutosome	Up	-1.75979	0.0167	0.00841	0.00017	0.00044	98.1775	A2
MvSl-1064-A2-R4_MC01g03194	aAutosome	aAutosome	NON	-0.559138	0.02935	0.00332	0.30907	0.02257	0.0949623	A2
MvSl-1064-A2-R4_MC01g03243	aAutosome	aAutosome	NON	3.05475	0.01407	0.00718	0.03217	0.0191	0.437363	A2
MvSl-1064-A2-R4_MC01g03247	aAutosome	aAutosome	NON	5.50188	0.0045	0.0025	0.00297	0.00164	1.5151	A2
MvSl-1064-A2-R4_MC01g03249	aAutosome	aAutosome	NON	4.80271	0	0.00006	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g03255	aAutosome	aAutosome	NON	7.07255	0.00833	0.00593	0.00008	0.00068	103.995	A2
MvSl-1064-A2-R4_MC01g03257	aAutosome	aAutosome	NON	5.46012	0.00001	0	0.01461	0.00112	0.000684458	A2
MvSl-1064-A2-R4_MC01g03259	aAutosome	aAutosome	NON	8.65329	0.0022	0.00082	0.00468	0.00189	0.470075	A2
MvSl-1064-A2-R4_MC01g03260	aAutosome	aAutosome	NON	7.06923	0.0021	0.00211	0.01368	0.00972	0.153508	A2
MvSl-1064-A2-R4_MC01g03261	aAutosome	aAutosome	NON	6.44769	0.87632	0.13679	1.8825	0.75596	0.465509	A2
MvSl-1064-A2-R4_MC01g03266	aAutosome	aAutosome	NON	6.26531	0.00583	0.00406	0.02369	0.0119	0.246094	A2
MvSl-1064-A2-R4_MC01g03273	aAutosome	aAutosome	NON	5.67822	0	0.0001	0.00002	0.00912	0	A2
MvSl-1064-A2-R4_MC01g03274	aAutosome	aAutosome	NON	6.359	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g03275	aAutosome	aAutosome	NON	6.52725	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC01g03276	aAutosome	aAutosome	NON	7.74511	0.00245	0.00172	0.00646	0.00643	0.379251	A2
MvSl-1064-A2-R4_MC01g03278	aAutosome	aAutosome	NON	10.0377	0.00123	0.00124	0.00448	0.00449	0.274547	A2
MvSl-1064-A2-R4_MC01g03280	aAutosome	aAutosome	NON	5.55765	0.00622	0.00123	0.01409	0.00278	0.441445	A2
MvSl-1064-A2-R4_MC01g03281	aAutosome	aAutosome	NON	1.53405	0.00545	0.00387	0.00524	0.00527	1.04006	A2
