gene	rich1	rich2
MvSl-1064-A1-R4_MC04-1g06029	0	0
MvSl-1064-A1-R4_MC04-1g06030	2	1
MvSl-1064-A1-R4_MC04-1g06031	10090	10634
MvSl-1064-A1-R4_MC04-1g06032	1155	1547
MvSl-1064-A1-R4_MC04-1g06033	2336	2492
MvSl-1064-A1-R4_MC04-1g06034	4631.15	5772.23
MvSl-1064-A1-R4_MC04-1g06035	7310	10292
MvSl-1064-A1-R4_MC04-1g06036	347	393
MvSl-1064-A1-R4_MC04-1g06037	486	813
MvSl-1064-A1-R4_MC04-1g06038	3065	4288
MvSl-1064-A1-R4_MC04-1g06039	233	516
MvSl-1064-A1-R4_MC04-1g06040	157	231
MvSl-1064-A1-R4_MC04-1g06041	359	315
MvSl-1064-A1-R4_MC04-1g06042	2	0
MvSl-1064-A1-R4_MC04-1g06043	3358	4973
MvSl-1064-A1-R4_MC04-1g06044	2715	3809
MvSl-1064-A1-R4_MC04-1g06045	1085	1387
MvSl-1064-A1-R4_MC04-1g06046	5	7
MvSl-1064-A1-R4_MC04-1g06047	3	4
MvSl-1064-A1-R4_MC04-1g06048	723	1213
MvSl-1064-A1-R4_MC04-1g06049	2	6
MvSl-1064-A1-R4_MC04-1g06050	821	1197
MvSl-1064-A1-R4_MC04-1g06051	7	1.25094
MvSl-1064-A1-R4_MC04-1g06052	801	971
MvSl-1064-A1-R4_MC04-1g06053	116	158
MvSl-1064-A1-R4_MC04-1g06054	377	526
MvSl-1064-A1-R4_MC04-1g06055	4884.23	6188.37
MvSl-1064-A1-R4_MC04-1g06056	1232	1427
MvSl-1064-A1-R4_MC04-1g06057	1627	1895
MvSl-1064-A1-R4_MC04-1g06058	750	941
MvSl-1064-A1-R4_MC04-1g06059	36.8612	30.678
MvSl-1064-A1-R4_MC04-1g06060	354.58	474.885
MvSl-1064-A1-R4_MC04-1g06061	5.22918	4.06713
MvSl-1064-A1-R4_MC04-1g06062	101.311	72.5291
MvSl-1064-A1-R4_MC04-1g06063	4.12328	2
MvSl-1064-A1-R4_MC04-1g06064	13	9
MvSl-1064-A1-R4_MC04-1g06065	51	38
MvSl-1064-A1-R4_MC04-1g06066	945.217	1480.5
MvSl-1064-A1-R4_MC04-1g06067	421	599
MvSl-1064-A1-R4_MC04-1g06068	1	0
MvSl-1064-A1-R4_MC04-1g06069	56.3823	87.1568
MvSl-1064-A1-R4_MC04-1g06070	16	21
MvSl-1064-A1-R4_MC04-1g06071	29.5	43
MvSl-1064-A1-R4_MC04-1g06072	6.30742	5.96779
MvSl-1064-A1-R4_MC04-1g06073	503.325	527.253
MvSl-1064-A1-R4_MC04-1g06074	0	0
MvSl-1064-A1-R4_MC04-1g06075	4.78913	0
MvSl-1064-A1-R4_MC04-1g06076	0	0
MvSl-1064-A1-R4_MC04-1g06077	10.9738	12.6279
MvSl-1064-A1-R4_MC04-2g06078	0	0
MvSl-1064-A1-R4_MC04-2g06079	0	0
MvSl-1064-A1-R4_MC04-2g06080	385.618	529.843
MvSl-1064-A1-R4_MC04-2g06081	0	0
MvSl-1064-A1-R4_MC04-2g06082	29.5	43
MvSl-1064-A1-R4_MC04-2g06083	6.30742	5.96779
MvSl-1064-A1-R4_MC04-2g06084	0	0
MvSl-1064-A1-R4_MC04-2g06085	0	0
MvSl-1064-A1-R4_MC04-2g06086	410.681	785.25
MvSl-1064-A1-R4_MC04-2g06087	12.9212	7.3666
MvSl-1064-A1-R4_MC04-2g06088	32.6908	40.6297
MvSl-1064-A1-R4_MC04-2g06089	3	0
MvSl-1064-A1-R4_MC04-2g06090	3.04626	7
MvSl-1064-A1-R4_MC04-2g06091	106.685	73.8798
MvSl-1064-A1-R4_MC04-2g06092	653	634
MvSl-1064-A1-R4_MC04-2g06093	2762.71	3403.4
MvSl-1064-A1-R4_MC04-2g06094	512	640
MvSl-1064-A1-R4_MC04-2g06095	3304	5958
MvSl-1064-A1-R4_MC04-2g06096	2296.27	3305.22
MvSl-1064-A1-R4_MC04-2g06097	68	46
MvSl-1064-A1-R4_MC04-2g06098	411	222
MvSl-1064-A1-R4_MC04-2g06099	1100	1757.74
MvSl-1064-A1-R4_MC04-2g06100	524	886
MvSl-1064-A1-R4_MC04-2g06101	803	1047
MvSl-1064-A1-R4_MC04-2g06102	1013	1140
MvSl-1064-A1-R4_MC04-2g06103	34	42
MvSl-1064-A1-R4_MC04-2g06104	44	41
MvSl-1064-A1-R4_MC04-2g06105	273	101
MvSl-1064-A1-R4_MC04-2g06106	272	216
MvSl-1064-A1-R4_MC04-2g06107	0	0
MvSl-1064-A1-R4_MC04-2g06108	3059	4447
MvSl-1064-A1-R4_MC04-2g06109	441.805	567.806
MvSl-1064-A1-R4_MC04-2g06110	32.3518	27.7585
MvSl-1064-A1-R4_MC04-2g06111	395.116	499.456
MvSl-1064-A1-R4_MC05-1g06112	0	0
MvSl-1064-A1-R4_MC05-1g06113	2.02131	0
MvSl-1064-A1-R4_MC05-1g06114	1.09408	2.19478
MvSl-1064-A1-R4_MC05-1g06115	6.13335	3
MvSl-1064-A1-R4_MC05-1g06116	836.185	1207.95
MvSl-1064-A1-R4_MC05-1g06117	3632	5616
MvSl-1064-A1-R4_MC05-1g06118	2526	2514
MvSl-1064-A1-R4_MC05-1g06119	719	720
MvSl-1064-A1-R4_MC05-1g06120	10008	9872
MvSl-1064-A1-R4_MC05-1g06121	877	1397
MvSl-1064-A1-R4_MC05-1g06122	1121	2229
MvSl-1064-A1-R4_MC05-1g06123	54	36
MvSl-1064-A1-R4_MC05-1g06124	2946	5894
MvSl-1064-A1-R4_MC05-1g06125	146.007	235.982
MvSl-1064-A1-R4_MC05-1g06126	855.168	1050.23
MvSl-1064-A1-R4_MC05-1g06127	195.507	250.441
MvSl-1064-A1-R4_MC05-1g06128	7	0
MvSl-1064-A1-R4_MC05-1g06129	1149	1354
MvSl-1064-A1-R4_MC05-1g06130	0	0
MvSl-1064-A1-R4_MC05-1g06131	1452	1394
MvSl-1064-A1-R4_MC05-1g06132	93	97
MvSl-1064-A1-R4_MC05-1g06133	312	312
MvSl-1064-A1-R4_MC05-1g06134	2712	1976
MvSl-1064-A1-R4_MC05-1g06135	2546	3968
MvSl-1064-A1-R4_MC05-1g06136	4103	5163
MvSl-1064-A1-R4_MC05-1g06137	158.278	138.585
MvSl-1064-A1-R4_MC05-1g06138	24	12
MvSl-1064-A1-R4_MC05-1g06139	4245	5147
MvSl-1064-A1-R4_MC05-1g06140	3	0
MvSl-1064-A1-R4_MC05-1g06141	599	1257
MvSl-1064-A1-R4_MC05-1g06142	3836	5321
MvSl-1064-A1-R4_MC05-1g06143	1	0
MvSl-1064-A1-R4_MC05-1g06144	4	4
MvSl-1064-A1-R4_MC05-1g06145	1.00751	0
MvSl-1064-A1-R4_MC05-1g06146	0	0
MvSl-1064-A1-R4_MC05-1g06147	1688	2145
MvSl-1064-A1-R4_MC05-1g06148	3505	4151
MvSl-1064-A1-R4_MC05-1g06149	2064	3961
MvSl-1064-A1-R4_MC05-1g06150	2237	4344
MvSl-1064-A1-R4_MC05-1g06151	2863	4469
MvSl-1064-A1-R4_MC05-1g06152	184	184
MvSl-1064-A1-R4_MC05-1g06153	2526	4804
MvSl-1064-A1-R4_MC05-1g06154	884	1179
MvSl-1064-A1-R4_MC05-1g06155	1253.11	2061.42
MvSl-1064-A1-R4_MC05-1g06156	522	994
MvSl-1064-A1-R4_MC05-1g06157	3278	3027
MvSl-1064-A1-R4_MC05-1g06158	4941	4537
MvSl-1064-A1-R4_MC05-1g06159	1198	1506
MvSl-1064-A1-R4_MC05-1g06160	22	15
MvSl-1064-A1-R4_MC05-1g06161	2775	912
MvSl-1064-A1-R4_MC05-1g06162	881	1270
MvSl-1064-A1-R4_MC05-1g06163	798.927	1270.41
MvSl-1064-A1-R4_MC05-1g06164	5.95415	4.85053
MvSl-1064-A1-R4_MC05-1g06165	9.44971	3.16898
MvSl-1064-A1-R4_MC05-1g06166	1.05756	1.13594
MvSl-1064-A1-R4_MC05-1g06167	51	36
MvSl-1064-A1-R4_MC05-1g06168	291	189
MvSl-1064-A1-R4_MC05-1g06169	33	35
MvSl-1064-A1-R4_MC05-1g06170	6780	8391
MvSl-1064-A1-R4_MC05-1g06171	2365	3321
MvSl-1064-A1-R4_MC05-1g06172	4416	6566
MvSl-1064-A1-R4_MC05-1g06173	9	5
MvSl-1064-A1-R4_MC05-1g06174	232	216
MvSl-1064-A1-R4_MC05-1g06175	500.629	643.276
MvSl-1064-A1-R4_MC05-1g06176	950.964	902.289
MvSl-1064-A1-R4_MC05-1g06177	2648	3579
MvSl-1064-A1-R4_MC05-1g06178	3234	3410
MvSl-1064-A1-R4_MC05-1g06179	2273	4469
MvSl-1064-A1-R4_MC05-1g06180	3549	5710
MvSl-1064-A1-R4_MC05-1g06181	103.066	108.97
MvSl-1064-A1-R4_MC05-1g06182	151.248	215.596
MvSl-1064-A1-R4_MC05-1g06183	130	107
MvSl-1064-A1-R4_MC05-1g06184	221.034	314.779
MvSl-1064-A1-R4_MC05-1g06185	1266	1849.78
MvSl-1064-A1-R4_MC05-1g06186	1214	1900
MvSl-1064-A1-R4_MC05-1g06187	139	130
MvSl-1064-A1-R4_MC05-1g06188	2477	4181
MvSl-1064-A1-R4_MC05-1g06189	702	936
MvSl-1064-A1-R4_MC05-1g06190	32	41
MvSl-1064-A1-R4_MC05-1g06191	1506	3108
MvSl-1064-A1-R4_MC05-1g06192	1739	2598
MvSl-1064-A1-R4_MC05-1g06193	14660	22304
MvSl-1064-A1-R4_MC05-1g06194	4685	4793
MvSl-1064-A1-R4_MC05-1g06195	1538	2172
MvSl-1064-A1-R4_MC05-1g06196	868	670
MvSl-1064-A1-R4_MC05-1g06197	4407	6481
MvSl-1064-A1-R4_MC05-1g06198	377.147	554.723
MvSl-1064-A1-R4_MC05-1g06199	1.57546	0
MvSl-1064-A1-R4_MC05-1g06200	0	0
MvSl-1064-A1-R4_MC05-1g06201	3	2
MvSl-1064-A1-R4_MC05-1g06202	3522	6344
MvSl-1064-A1-R4_MC05-1g06203	9038	9111
MvSl-1064-A1-R4_MC05-1g06204	410	776
MvSl-1064-A1-R4_MC05-1g06205	3611	5611
MvSl-1064-A1-R4_MC05-1g06206	1788	2680
MvSl-1064-A1-R4_MC05-1g06207	25	23
MvSl-1064-A1-R4_MC05-1g06208	0	0
MvSl-1064-A1-R4_MC05-1g06209	2.02881	1.06004
MvSl-1064-A1-R4_MC05-1g06210	20.159	11.7803
MvSl-1064-A1-R4_MC05-1g06211	84.7826	124.929
MvSl-1064-A1-R4_MC05-1g06212	494.612	627.517
MvSl-1064-A1-R4_MC05-1g06213	656.747	906.968
MvSl-1064-A1-R4_MC05-1g06214	62	80.9944
MvSl-1064-A1-R4_MC05-1g06215	217.445	304.196
MvSl-1064-A1-R4_MC05-1g06216	794	1391
MvSl-1064-A1-R4_MC05-1g06217	2414	3420
MvSl-1064-A1-R4_MC05-1g06218	2281	2831
MvSl-1064-A1-R4_MC05-1g06219	882	956
MvSl-1064-A1-R4_MC05-1g06220	638	515
MvSl-1064-A1-R4_MC05-1g06221	71	87
MvSl-1064-A1-R4_MC05-1g06222	2027	2223
MvSl-1064-A1-R4_MC05-1g06223	4	6
MvSl-1064-A1-R4_MC05-1g06224	1848	3184
MvSl-1064-A1-R4_MC05-1g06225	960	1267
MvSl-1064-A1-R4_MC05-1g06226	1	0
MvSl-1064-A1-R4_MC05-1g06227	2924	3988
MvSl-1064-A1-R4_MC05-1g06228	3250	4190
MvSl-1064-A1-R4_MC05-1g06229	1322	2104
MvSl-1064-A1-R4_MC05-1g06230	95	171
MvSl-1064-A1-R4_MC05-1g06231	71	78
MvSl-1064-A1-R4_MC05-1g06232	408	392
MvSl-1064-A1-R4_MC05-1g06233	2392	2721
MvSl-1064-A1-R4_MC05-1g06234	39	43
MvSl-1064-A1-R4_MC05-1g06235	16599	17219
MvSl-1064-A1-R4_MC05-1g06236	3080	5214
MvSl-1064-A1-R4_MC05-1g06237	283	273
MvSl-1064-A1-R4_MC05-1g06238	143	184
MvSl-1064-A1-R4_MC05-1g06239	12880	21050
MvSl-1064-A1-R4_MC05-1g06240	5217	8035
MvSl-1064-A1-R4_MC05-1g06241	3099	3773
MvSl-1064-A1-R4_MC05-1g06242	451	662
MvSl-1064-A1-R4_MC05-1g06243	579	928
MvSl-1064-A1-R4_MC05-1g06244	0	0
MvSl-1064-A1-R4_MC05-1g06245	10	17
MvSl-1064-A1-R4_MC05-1g06246	389	464
MvSl-1064-A1-R4_MC05-1g06247	1513	2519
MvSl-1064-A1-R4_MC05-1g06248	3328	5412
MvSl-1064-A1-R4_MC05-1g06249	691.16	478.855
MvSl-1064-A1-R4_MC05-1g06250	102.872	69.8126
MvSl-1064-A1-R4_MC05-1g06251	95.7004	69.9538
MvSl-1064-A1-R4_MC05-1g06252	270.629	296.391
MvSl-1064-A1-R4_MC05-1g06253	3112	4998
MvSl-1064-A1-R4_MC05-1g06254	684.313	764.351
MvSl-1064-A1-R4_MC05-1g06255	2925	3932
MvSl-1064-A1-R4_MC05-1g06256	1	1
MvSl-1064-A1-R4_MC05-1g06257	438.807	357.273
MvSl-1064-A1-R4_MC05-1g06258	592.515	872.398
MvSl-1064-A1-R4_MC05-1g06259	13	25
MvSl-1064-A1-R4_MC05-1g06260	347.016	457.136
MvSl-1064-A1-R4_MC05-1g06261	10.0631	27.9245
MvSl-1064-A1-R4_MC05-1g06262	0.688147	0
MvSl-1064-A1-R4_MC05-1g06263	145.584	194.667
MvSl-1064-A1-R4_MC05-1g06264	11.1102	6.37413
MvSl-1064-A1-R4_MC05-1g06265	48.6378	33.4478
MvSl-1064-A1-R4_MC05-1g06266	400.767	393.712
MvSl-1064-A1-R4_MC05-1g06267	1.92614	7.34995
MvSl-1064-A1-R4_MC05-1g06268	0	0
MvSl-1064-A1-R4_MC05-1g06269	1.59781	0
MvSl-1064-A1-R4_MC05-1g06270	1.0145	0
MvSl-1064-A1-R4_MC05-1g06271	25.4245	29.6106
MvSl-1064-A1-R4_MC05-1g06272	0	0
MvSl-1064-A1-R4_MC05-1g06273	0	0
MvSl-1064-A1-R4_MC05-1g06274	105.185	52.261
MvSl-1064-A1-R4_MC05-1g06275	2	1
MvSl-1064-A1-R4_MC05-1g06276	0	0
MvSl-1064-A1-R4_MC05-1g06277	10.8826	18.4488
MvSl-1064-A1-R4_MC05-1g06278	0	0
MvSl-1064-A1-R4_MC05-1g06279	111.954	63.6687
MvSl-1064-A1-R4_MC05-1g06280	0	0
MvSl-1064-A1-R4_MC05-1g06281	0	0
MvSl-1064-A1-R4_MC05-1g06282	6.10341	1.76851
MvSl-1064-A1-R4_MC05-1g06283	0	0
MvSl-1064-A1-R4_MC05-1g06284	0	0
MvSl-1064-A1-R4_MC05-1g06285	11.9325	0.992208
MvSl-1064-A1-R4_MC05-1g06286	0	0
MvSl-1064-A1-R4_MC05-1g06287	0	0
MvSl-1064-A1-R4_MC05-1g06288	0	0
MvSl-1064-A1-R4_MC05-1g06289	0	0
MvSl-1064-A1-R4_MC05-1g06290	1.89284e-07	3.66208
MvSl-1064-A1-R4_MC05-1g06291	0	0
MvSl-1064-A1-R4_MC05-1g06292	218.242	229.534
MvSl-1064-A1-R4_MC05-1g06293	0.000425577	0
MvSl-1064-A1-R4_MC05-1g06294	0	0
MvSl-1064-A1-R4_MC05-2g06295	0	0
MvSl-1064-A1-R4_MC05-2g06296	4.87663	9.27382
MvSl-1064-A1-R4_MC05-2g06297	38.3652	39.9479
MvSl-1064-A1-R4_MC05-2g06298	142.812	278.687
MvSl-1064-A1-R4_MC05-2g06299	0	0
MvSl-1064-A1-R4_MC05-2g06300	2.0715	0
MvSl-1064-A1-R4_MC05-2g06301	0	0
MvSl-1064-A1-R4_MC05-2g06302	4.80923	1.71125
MvSl-1064-A1-R4_MC05-2g06303	0	0
MvSl-1064-A1-R4_MC05-2g06304	0	0
MvSl-1064-A1-R4_MC05-2g06305	0	0
MvSl-1064-A1-R4_MC05-2g06306	3.03283	11.094
MvSl-1064-A1-R4_MC05-2g06307	1	0
MvSl-1064-A1-R4_MC05-2g06308	0	0
MvSl-1064-A1-R4_MC05-2g06309	1	0
MvSl-1064-A1-R4_MC05-2g06310	2.04015	0
MvSl-1064-A1-R4_MC05-2g06311	55.2251	39.1581
MvSl-1064-A1-R4_MC05-2g06312	34	22.013
MvSl-1064-A1-R4_MC05-2g06313	0	1.00529
MvSl-1064-A1-R4_MC05-2g06314	261.904	337.751
MvSl-1064-A1-R4_MC05-2g06315	10.3818	11.6164
MvSl-1064-A1-R4_MC05-2g06316	27	22
MvSl-1064-A1-R4_MC05-2g06317	2493	2389.14
MvSl-1064-A1-R4_MC05-2g06318	414.217	382.779
MvSl-1064-A1-R4_MC05-2g06319	3794	6133
MvSl-1064-A1-R4_MC05-2g06320	2314	2872
MvSl-1064-A1-R4_MC05-2g06321	4316	7432
MvSl-1064-A1-R4_MC05-2g06322	1642	2061
MvSl-1064-A1-R4_MC05-2g06323	2040	2998
MvSl-1064-A1-R4_MC05-2g06324	2226.73	3211
MvSl-1064-A1-R4_MC05-2g06325	1037	1344
MvSl-1064-A1-R4_MC05-2g06326	586.901	604.825
MvSl-1064-A1-R4_MC05-2g06327	922.42	838.088
MvSl-1064-A1-R4_MC05-2g06328	0	1.06938
MvSl-1064-A1-R4_MC05-2g06329	3.06966	1.02695
MvSl-1064-A1-R4_MC05-2g06330	1.34532	1.23242
MvSl-1064-A1-R4_MC05-2g06331	0	0
MvSl-1064-A1-R4_MC05-2g06332	0	0
MvSl-1064-A1-R4_MC05-2g06333	173.728	125.146
MvSl-1064-A1-R4_MC05-2g06334	300	313
MvSl-1064-A1-R4_MC05-2g06335	50.0699	42.1768
MvSl-1064-A1-R4_MC05-2g06336	15.2788	27.568
MvSl-1064-A1-R4_MC05-2g06337	0	2.83146
MvSl-1064-A1-R4_MC05-2g06338	330.061	188.03
MvSl-1064-A1-R4_MC05-2g06339	3203	4201
MvSl-1064-A1-R4_MC05-2g06340	5836	6975
MvSl-1064-A1-R4_MC05-2g06341	4937	8560
MvSl-1064-A1-R4_MC05-2g06342	93.018	182.784
MvSl-1064-A1-R4_MC05-2g06343	1304.35	1685.39
MvSl-1064-A1-R4_MC05-2g06344	171.513	157.558
MvSl-1064-A1-R4_MC05-2g06345	0	0
MvSl-1064-A1-R4_MC05-2g06346	19.2358	13.5441
MvSl-1064-A1-R4_MC05-2g06347	88.5177	176.521
MvSl-1064-A1-R4_MC05-2g06348	8.19004	14.2942
MvSl-1064-A1-R4_MC05-2g06349	3321.08	5116.03
MvSl-1064-A1-R4_MC05-2g06350	0	0
MvSl-1064-A1-R4_MC05-2g06351	0	0
MvSl-1064-A1-R4_MC05-2g06352	500.515	988.412
MvSl-1064-A1-R4_MC05-2g06353	709	952
MvSl-1064-A1-R4_MC05-2g06354	3427.88	5182.02
MvSl-1064-A1-R4_MC05-2g06355	5305	6580
MvSl-1064-A1-R4_MC05-2g06356	8785.76	10654
MvSl-1064-A1-R4_MC05-2g06357	3453	4909
MvSl-1064-A1-R4_MC05-2g06358	2089	2390
MvSl-1064-A1-R4_MC05-2g06359	28	10
MvSl-1064-A1-R4_MC05-2g06360	10316	16382
MvSl-1064-A1-R4_MC05-2g06361	10735	12480
MvSl-1064-A1-R4_MC05-2g06362	1162	1466
MvSl-1064-A1-R4_MC05-2g06363	1757	2939
MvSl-1064-A1-R4_MC05-2g06364	3424	4270
MvSl-1064-A1-R4_MC05-2g06365	25.9911	23.2191
MvSl-1064-A1-R4_MC05-2g06366	221.546	212.465
MvSl-1064-A1-R4_MC05-2g06367	0	0
MvSl-1064-A1-R4_MC05-2g06368	2.10934	0
MvSl-1064-A1-R4_MC05-2g06369	0	1
MvSl-1064-A1-R4_MC05-2g06370	80	60
MvSl-1064-A1-R4_MC05-2g06371	33	27
MvSl-1064-A1-R4_MC05-2g06372	15.8954	4.06871
MvSl-1064-A1-R4_MC05-2g06373	641.017	661.942
MvSl-1064-A1-R4_MC05-2g06374	24.3103	23.7781
MvSl-1064-A1-R4_MC05-2g06375	93.3391	67.3776
MvSl-1064-A1-R4_MC05-2g06376	23	31
MvSl-1064-A1-R4_MC05-2g06377	1092	982
MvSl-1064-A1-R4_MC05-2g06378	1244	1734
MvSl-1064-A1-R4_MC05-2g06379	2600	3727
MvSl-1064-A1-R4_MC05-2g06380	842.176	1226.87
MvSl-1064-A1-R4_MC05-2g06381	368	479
MvSl-1064-A1-R4_MC05-2g06382	552.15	801.679
MvSl-1064-A1-R4_MC05-2g06383	336.024	539.4
MvSl-1064-A1-R4_MC05-2g06384	3197	5593
MvSl-1064-A1-R4_MC05-2g06385	6107	11402
MvSl-1064-A1-R4_MC05-2g06386	2	0
MvSl-1064-A1-R4_MC05-2g06387	3331	6314
MvSl-1064-A1-R4_MC05-2g06388	89.6363	162.2
MvSl-1064-A1-R4_MC05-2g06389	263	275
MvSl-1064-A1-R4_MC05-2g06390	97	86
MvSl-1064-A1-R4_MC05-2g06391	161.9	171.502
MvSl-1064-A1-R4_MC05-2g06392	2111	3857
MvSl-1064-A1-R4_MC05-2g06393	286.824	411.128
MvSl-1064-A1-R4_MC05-2g06394	433.883	564.885
MvSl-1064-A1-R4_MC05-2g06395	13.8394	7.25885
MvSl-1064-A1-R4_MC05-2g06396	37	28
MvSl-1064-A1-R4_MC05-2g06397	2	2
MvSl-1064-A1-R4_MC05-2g06398	1	0
MvSl-1064-A1-R4_MC05-2g06399	2086	2761
MvSl-1064-A1-R4_MC05-2g06400	1567	2065
MvSl-1064-A1-R4_MC05-2g06401	877	1147
MvSl-1064-A1-R4_MC05-2g06402	38.0361	53.7138
MvSl-1064-A1-R4_MC05-2g06403	2738	4769
MvSl-1064-A1-R4_MC05-2g06404	224.455	241.49
MvSl-1064-A1-R4_MC05-2g06405	5592.19	9847.09
MvSl-1064-A1-R4_MC05-2g06406	3771	6655
MvSl-1064-A1-R4_MC05-2g06407	0	1
MvSl-1064-A1-R4_MC05-2g06408	8635	18998
MvSl-1064-A1-R4_MC05-2g06409	2887	2819
MvSl-1064-A1-R4_MC05-2g06410	19	13
MvSl-1064-A1-R4_MC05-2g06411	35.1224	46.3886
MvSl-1064-A1-R4_MC05-2g06412	202	335
MvSl-1064-A1-R4_MC05-2g06413	9.92176	8.16002
MvSl-1064-A1-R4_MC05-2g06414	17.069	37.7458
MvSl-1064-A1-R4_MC05-2g06415	5093	8728
MvSl-1064-A1-R4_MC05-2g06416	4065	8775
MvSl-1064-A1-R4_MC05-2g06417	1595	2048
MvSl-1064-A1-R4_MC05-2g06418	34.0609	29.2621
MvSl-1064-A1-R4_MC05-2g06419	3.01099	3.01327
MvSl-1064-A1-R4_MC05-2g06420	279.312	233.649
MvSl-1064-A1-R4_MC05-2g06421	10.631	8.70862
MvSl-1064-A1-R4_MC05-2g06422	10.2751	18.6638
MvSl-1064-A1-R4_MC05-2g06423	3	3
MvSl-1064-A1-R4_MC05-2g06424	0	1
MvSl-1064-A1-R4_MC05-2g06425	2187	4688.86
MvSl-1064-A1-R4_MC05-2g06426	1176	2069
MvSl-1064-A1-R4_MC05-2g06427	833	1388
MvSl-1064-A1-R4_MC05-2g06428	18	18
MvSl-1064-A1-R4_MC05-2g06429	217.473	134.404
MvSl-1064-A1-R4_MC05-2g06430	574.934	780.221
MvSl-1064-A1-R4_MC05-2g06431	1	3
MvSl-1064-A1-R4_MC05-2g06432	866.868	1198.94
MvSl-1064-A1-R4_MC05-2g06433	10	10
MvSl-1064-A1-R4_MC05-2g06434	715	1213
MvSl-1064-A1-R4_MC05-2g06435	329	313
MvSl-1064-A1-R4_MC05-2g06436	501	866
MvSl-1064-A1-R4_MC05-2g06437	81	87
MvSl-1064-A1-R4_MC05-2g06438	405.243	765.549
MvSl-1064-A1-R4_MC05-2g06439	765.711	1361.07
MvSl-1064-A1-R4_MC05-2g06440	2249.35	2800.78
MvSl-1064-A1-R4_MC05-2g06441	9.84588	0
MvSl-1064-A1-R4_MC05-2g06442	21.3707	28.4565
MvSl-1064-A1-R4_MC05-2g06443	217	220
MvSl-1064-A1-R4_MC05-2g06444	1.43258	8.71422
MvSl-1064-A1-R4_MC05-2g06445	726	976
MvSl-1064-A1-R4_MC05-2g06446	3398	3646
MvSl-1064-A1-R4_MC05-2g06447	13	11
MvSl-1064-A1-R4_MC05-2g06448	9585.02	13838.9
MvSl-1064-A1-R4_MC05-2g06449	92.4252	139.691
MvSl-1064-A1-R4_MC05-2g06450	490.851	462.285
MvSl-1064-A1-R4_MC05-2g06451	272.649	336.22
MvSl-1064-A1-R4_MC05-2g06452	41	52
MvSl-1064-A1-R4_MC05-2g06453	1104	1101
MvSl-1064-A1-R4_MC05-2g06454	1980	1155
MvSl-1064-A1-R4_MC05-2g06455	9	3
MvSl-1064-A1-R4_MC05-2g06456	209.644	221.2
MvSl-1064-A1-R4_MC05-2g06457	133	140
MvSl-1064-A1-R4_MC05-2g06458	1527	1789.41
MvSl-1064-A1-R4_MC05-2g06459	5649	3941
MvSl-1064-A1-R4_MC05-2g06460	0.333333	2
MvSl-1064-A1-R4_MC05-2g06461	59.208	82.2929
MvSl-1064-A1-R4_MC05-2g06462	68.2449	87.1408
MvSl-1064-A1-R4_MC05-2g06463	3862	3412
MvSl-1064-A1-R4_MC05-2g06464	2094	1242
MvSl-1064-A1-R4_MC05-2g06465	3595	7760
MvSl-1064-A1-R4_MC05-2g06466	816	1292
MvSl-1064-A1-R4_MC05-2g06467	1893	1689
MvSl-1064-A1-R4_MC05-2g06468	3567	6615
MvSl-1064-A1-R4_MC05-2g06469	679	1283
MvSl-1064-A1-R4_MC05-2g06470	1064	1497
MvSl-1064-A1-R4_MC05-2g06471	595.03	384.304
MvSl-1064-A1-R4_MC05-2g06472	203	327
MvSl-1064-A1-R4_MC05-2g06473	868	1800
MvSl-1064-A1-R4_MC05-2g06474	1627	2832
MvSl-1064-A1-R4_MC05-2g06475	1664	1875
MvSl-1064-A1-R4_MC05-2g06476	313	302
MvSl-1064-A1-R4_MC05-2g06477	3192	4187
MvSl-1064-A1-R4_MC05-2g06478	3833	5257
MvSl-1064-A1-R4_MC05-2g06479	2165	2992
MvSl-1064-A1-R4_MC05-2g06480	5808	6428
MvSl-1064-A1-R4_MC05-2g06481	150.044	162.107
MvSl-1064-A1-R4_MC05-2g06482	2.05895	4
MvSl-1064-A1-R4_MC05-2g06483	823.998	603.476
MvSl-1064-A1-R4_MC05-2g06484	155	171
MvSl-1064-A1-R4_MC05-2g06485	39.2152	16.4169
MvSl-1064-A1-R4_MC05-2g06486	759.413	329.074
MvSl-1064-A1-R4_MC05-2g06487	0.333333	2
MvSl-1064-A1-R4_MC05-2g06488	0	0
MvSl-1064-A1-R4_MC05-2g06489	0	0
MvSl-1064-A1-R4_MC05-2g06490	7	10
MvSl-1064-A1-R4_MC05-2g06491	1052.5	1825
MvSl-1064-A1-R4_MC05-2g06492	522	545
MvSl-1064-A1-R4_MC05-2g06493	464.5	174
MvSl-1064-A1-R4_MC05-2g06494	0.000760314	0
MvSl-1064-A1-R4_MC05-3g06495	0	0
MvSl-1064-A1-R4_MC05-3g06496	0	0
MvSl-1064-A1-R4_MC05-3g06497	759.413	329.074
MvSl-1064-A1-R4_MC05-3g06498	0.333333	2
MvSl-1064-A1-R4_MC05-3g06499	0	0
MvSl-1064-A1-R4_MC05-3g06500	0	0
MvSl-1064-A1-R4_MC05-3g06501	7	10
MvSl-1064-A1-R4_MC05-3g06502	1052.5	1825
MvSl-1064-A1-R4_MC05-3g06503	522	545
MvSl-1064-A1-R4_MC05-3g06504	464.5	174
MvSl-1064-A1-R4_MC05-3g06505	1593	2071
MvSl-1064-A1-R4_MC05-3g06506	6773	10564
