gene	rich1	rich2
MvSl-1064-A1-R4_MC04-1g05543	1031.37	1434.68
MvSl-1064-A1-R4_MC04-1g05544	7.58399	11.1924
MvSl-1064-A1-R4_MC04-1g05545	18.8811	43.3684
MvSl-1064-A1-R4_MC04-1g05546	36	24
MvSl-1064-A1-R4_MC04-1g05547	16	14
MvSl-1064-A1-R4_MC04-1g05548	13	8
MvSl-1064-A1-R4_MC04-1g05549	2121	3802
MvSl-1064-A1-R4_MC04-1g05550	876	1483
MvSl-1064-A1-R4_MC04-1g05551	1920	1990
MvSl-1064-A1-R4_MC04-1g05552	1702	2629
MvSl-1064-A1-R4_MC04-1g05553	39.5913	35.1683
MvSl-1064-A1-R4_MC04-1g05554	6.16675	5.33401
MvSl-1064-A1-R4_MC04-1g05555	2230	1395
MvSl-1064-A1-R4_MC04-1g05556	717	779
MvSl-1064-A1-R4_MC04-1g05557	5825	5474
MvSl-1064-A1-R4_MC04-1g05558	1133	1530
MvSl-1064-A1-R4_MC04-1g05559	1714	1779
MvSl-1064-A1-R4_MC04-1g05560	236	342
MvSl-1064-A1-R4_MC04-1g05561	5	0
MvSl-1064-A1-R4_MC04-1g05562	2154	1921
MvSl-1064-A1-R4_MC04-1g05563	598	591
MvSl-1064-A1-R4_MC04-1g05564	1091	2026
MvSl-1064-A1-R4_MC04-1g05565	2838	4243
MvSl-1064-A1-R4_MC04-1g05566	1067	1082
MvSl-1064-A1-R4_MC04-1g05567	2394.87	2965
MvSl-1064-A1-R4_MC04-1g05568	1450	1655
MvSl-1064-A1-R4_MC04-1g05569	856	1086
MvSl-1064-A1-R4_MC04-1g05570	5552	3904
MvSl-1064-A1-R4_MC04-1g05571	680.49	641.256
MvSl-1064-A1-R4_MC04-1g05572	730.491	724.261
MvSl-1064-A1-R4_MC04-1g05573	115	79
MvSl-1064-A1-R4_MC04-1g05574	825	1141
MvSl-1064-A1-R4_MC04-1g05575	14469	32126
MvSl-1064-A1-R4_MC04-1g05576	260	481
MvSl-1064-A1-R4_MC04-1g05577	849	1175
MvSl-1064-A1-R4_MC04-1g05578	789	867
MvSl-1064-A1-R4_MC04-1g05579	10525	16049
MvSl-1064-A1-R4_MC04-1g05580	528	488
MvSl-1064-A1-R4_MC04-1g05581	559	395
MvSl-1064-A1-R4_MC04-1g05582	1177	1344
MvSl-1064-A1-R4_MC04-1g05583	856	2095
MvSl-1064-A1-R4_MC04-1g05584	2949	4535
MvSl-1064-A1-R4_MC04-1g05585	5559	8148
MvSl-1064-A1-R4_MC04-1g05586	4	3
MvSl-1064-A1-R4_MC04-1g05587	487	604
MvSl-1064-A1-R4_MC04-1g05588	138.838	139.048
MvSl-1064-A1-R4_MC04-1g05589	1538	2812
MvSl-1064-A1-R4_MC04-1g05590	1610	2296
MvSl-1064-A1-R4_MC04-1g05591	4	15
MvSl-1064-A1-R4_MC04-1g05592	678	835
MvSl-1064-A1-R4_MC04-1g05593	4930	6455
MvSl-1064-A1-R4_MC04-1g05594	682	1111
MvSl-1064-A1-R4_MC04-1g05595	4450	6534
MvSl-1064-A1-R4_MC04-1g05596	2762	4761
MvSl-1064-A1-R4_MC04-1g05597	4391	7100
MvSl-1064-A1-R4_MC04-1g05598	1053	2036
MvSl-1064-A1-R4_MC04-1g05599	524	716
MvSl-1064-A1-R4_MC04-1g05600	3126	3708
MvSl-1064-A1-R4_MC04-1g05601	7182	9968
MvSl-1064-A1-R4_MC04-1g05602	8200	11964
MvSl-1064-A1-R4_MC04-1g05603	886	1468
MvSl-1064-A1-R4_MC04-1g05604	2	0
MvSl-1064-A1-R4_MC04-1g05605	1337	1539
MvSl-1064-A1-R4_MC04-1g05606	1002	1194
MvSl-1064-A1-R4_MC04-1g05607	1197	1472
MvSl-1064-A1-R4_MC04-1g05608	2539	4940
MvSl-1064-A1-R4_MC04-1g05609	1157	1536
MvSl-1064-A1-R4_MC04-1g05610	2151	4223
MvSl-1064-A1-R4_MC04-1g05611	495	737
MvSl-1064-A1-R4_MC04-1g05612	643	666
MvSl-1064-A1-R4_MC04-1g05613	1078	1455
MvSl-1064-A1-R4_MC04-1g05614	1938	2301
MvSl-1064-A1-R4_MC04-1g05615	3117	3161
MvSl-1064-A1-R4_MC04-1g05616	118	175
MvSl-1064-A1-R4_MC04-1g05617	10147.5	12885
MvSl-1064-A1-R4_MC04-1g05618	3118	6823
MvSl-1064-A1-R4_MC04-1g05619	10147.5	12885
MvSl-1064-A1-R4_MC04-1g05620	1043	1514
MvSl-1064-A1-R4_MC04-1g05621	1968	3235
MvSl-1064-A1-R4_MC04-1g05622	1379	2491
MvSl-1064-A1-R4_MC04-1g05623	5134	7567
MvSl-1064-A1-R4_MC04-1g05624	2448	4970
MvSl-1064-A1-R4_MC04-1g05625	13240.4	19610.2
MvSl-1064-A1-R4_MC04-1g05626	10581	22242
MvSl-1064-A1-R4_MC04-1g05627	1644	2561
MvSl-1064-A1-R4_MC04-1g05628	1013	1341
MvSl-1064-A1-R4_MC04-1g05629	1922	991
MvSl-1064-A1-R4_MC04-1g05630	1750	1894
MvSl-1064-A1-R4_MC04-1g05631	1727	3513
MvSl-1064-A1-R4_MC04-1g05632	46	90
MvSl-1064-A1-R4_MC04-1g05633	2764	4549
MvSl-1064-A1-R4_MC04-1g05634	2669	3418
MvSl-1064-A1-R4_MC04-1g05635	1005	1311
MvSl-1064-A1-R4_MC04-1g05636	52	76
MvSl-1064-A1-R4_MC04-1g05637	922	1567
MvSl-1064-A1-R4_MC04-1g05638	11767	19694
MvSl-1064-A1-R4_MC04-1g05639	2853	5794
MvSl-1064-A1-R4_MC04-1g05640	6227	11911
MvSl-1064-A1-R4_MC04-1g05641	2126	3447
MvSl-1064-A1-R4_MC04-1g05642	1806	3728
MvSl-1064-A1-R4_MC04-1g05643	2443	3176
MvSl-1064-A1-R4_MC04-1g05644	13	13
MvSl-1064-A1-R4_MC04-1g05645	49	64
MvSl-1064-A1-R4_MC04-1g05646	1354	2182
MvSl-1064-A1-R4_MC04-1g05647	359	547
MvSl-1064-A1-R4_MC04-1g05648	1049	1855
MvSl-1064-A1-R4_MC04-1g05649	12.4437	30.9504
MvSl-1064-A1-R4_MC04-1g05650	2855	4018
MvSl-1064-A1-R4_MC04-1g05651	379	431
MvSl-1064-A1-R4_MC04-1g05652	1032	1186
MvSl-1064-A1-R4_MC04-1g05653	1891	2847
MvSl-1064-A1-R4_MC04-1g05654	5146	7300
MvSl-1064-A1-R4_MC04-1g05655	1030	1278
MvSl-1064-A1-R4_MC04-1g05656	6.89552	13.4146
MvSl-1064-A1-R4_MC04-1g05657	0	0
MvSl-1064-A1-R4_MC04-1g05658	2961	4184
MvSl-1064-A1-R4_MC04-1g05659	3299	5272
MvSl-1064-A1-R4_MC04-1g05660	1376	1469
MvSl-1064-A1-R4_MC04-1g05661	492	842
MvSl-1064-A1-R4_MC04-1g05662	198	263
MvSl-1064-A1-R4_MC04-1g05663	715	909
MvSl-1064-A1-R4_MC04-1g05664	525	363
MvSl-1064-A1-R4_MC04-1g05665	1677	2418
MvSl-1064-A1-R4_MC04-1g05666	1397	2347
MvSl-1064-A1-R4_MC04-1g05667	1395	1380
MvSl-1064-A1-R4_MC04-1g05668	4	4
MvSl-1064-A1-R4_MC04-1g05669	3862	3877
MvSl-1064-A1-R4_MC04-1g05670	3279	4742
MvSl-1064-A1-R4_MC04-1g05671	3566	5988
MvSl-1064-A1-R4_MC04-1g05672	1022	1055
MvSl-1064-A1-R4_MC04-1g05673	1876	2115
MvSl-1064-A1-R4_MC04-1g05674	321	411
MvSl-1064-A1-R4_MC04-1g05675	1624	1564
MvSl-1064-A1-R4_MC04-1g05676	1528	1914
MvSl-1064-A1-R4_MC04-1g05677	167	140
MvSl-1064-A1-R4_MC04-1g05678	1321	401
MvSl-1064-A1-R4_MC04-1g05679	1946	3342
MvSl-1064-A1-R4_MC04-1g05680	1187	630
MvSl-1064-A1-R4_MC04-1g05681	5325	8742
MvSl-1064-A1-R4_MC04-1g05682	793	991
MvSl-1064-A1-R4_MC04-1g05683	2290	2360
MvSl-1064-A1-R4_MC04-1g05684	9	0
MvSl-1064-A1-R4_MC04-1g05685	2601	1154
MvSl-1064-A1-R4_MC04-1g05686	2621	363
MvSl-1064-A1-R4_MC04-1g05687	1271	525
MvSl-1064-A1-R4_MC04-1g05688	1291	721
MvSl-1064-A1-R4_MC04-1g05689	407	241
MvSl-1064-A1-R4_MC04-1g05690	765	554
MvSl-1064-A1-R4_MC04-1g05691	1301	3049
MvSl-1064-A1-R4_MC04-1g05692	1002	1528
MvSl-1064-A1-R4_MC04-1g05693	654	682
MvSl-1064-A1-R4_MC04-1g05694	565	820
MvSl-1064-A1-R4_MC04-1g05695	1738	2834
MvSl-1064-A1-R4_MC04-1g05696	413	822
MvSl-1064-A1-R4_MC04-1g05697	14819	17694
MvSl-1064-A1-R4_MC04-1g05698	4173	5602
MvSl-1064-A1-R4_MC04-1g05699	3813	6592
MvSl-1064-A1-R4_MC04-1g05700	9839	10835
MvSl-1064-A1-R4_MC04-1g05701	1474	1843
MvSl-1064-A1-R4_MC04-1g05702	4624	7609
MvSl-1064-A1-R4_MC04-1g05703	167	264
MvSl-1064-A1-R4_MC04-1g05704	130	299
MvSl-1064-A1-R4_MC04-1g05705	2084	3376
MvSl-1064-A1-R4_MC04-1g05706	0	0
MvSl-1064-A1-R4_MC04-1g05707	1	0
MvSl-1064-A1-R4_MC04-1g05708	1660	3095
MvSl-1064-A1-R4_MC04-1g05709	529	629
MvSl-1064-A1-R4_MC04-1g05710	727	1107
MvSl-1064-A1-R4_MC04-1g05711	1033	1530
MvSl-1064-A1-R4_MC04-1g05712	28	26
MvSl-1064-A1-R4_MC04-1g05713	1158	1734
MvSl-1064-A1-R4_MC04-1g05714	2	0
MvSl-1064-A1-R4_MC04-1g05715	3400	4837
MvSl-1064-A1-R4_MC04-1g05716	2270	3477
MvSl-1064-A1-R4_MC04-1g05717	2098	3055
MvSl-1064-A1-R4_MC04-1g05718	2905	4046
MvSl-1064-A1-R4_MC04-1g05719	98	136
MvSl-1064-A1-R4_MC04-1g05720	1	4
MvSl-1064-A1-R4_MC04-1g05721	248	458
MvSl-1064-A1-R4_MC04-1g05722	1343	1047
MvSl-1064-A1-R4_MC04-1g05723	355	464
MvSl-1064-A1-R4_MC04-1g05724	3492	5932
MvSl-1064-A1-R4_MC04-1g05725	134	315
MvSl-1064-A1-R4_MC04-1g05726	1483	2117
MvSl-1064-A1-R4_MC04-1g05727	1440	1532
MvSl-1064-A1-R4_MC04-1g05728	1603	2339
MvSl-1064-A1-R4_MC04-1g05729	318	576
MvSl-1064-A1-R4_MC04-1g05730	806	959
MvSl-1064-A1-R4_MC04-1g05731	12188	13313
MvSl-1064-A1-R4_MC04-1g05732	453	516
MvSl-1064-A1-R4_MC04-1g05733	408	575
MvSl-1064-A1-R4_MC04-1g05734	735	1419
MvSl-1064-A1-R4_MC04-1g05735	5244	7299
MvSl-1064-A1-R4_MC04-1g05736	243	76
MvSl-1064-A1-R4_MC04-1g05737	4909	5644
MvSl-1064-A1-R4_MC04-1g05738	2443	3168
MvSl-1064-A1-R4_MC04-1g05739	2067	2495
MvSl-1064-A1-R4_MC04-1g05740	13095	22785
MvSl-1064-A1-R4_MC04-1g05741	970	1146
MvSl-1064-A1-R4_MC04-1g05742	134.746	162.256
MvSl-1064-A1-R4_MC04-1g05743	24.5714	36
MvSl-1064-A1-R4_MC04-1g05744	695.246	901.534
MvSl-1064-A1-R4_MC04-1g05745	307	315
MvSl-1064-A1-R4_MC04-1g05746	885	1436
MvSl-1064-A1-R4_MC04-1g05747	3554	5708
MvSl-1064-A1-R4_MC04-1g05748	2244	2852
MvSl-1064-A1-R4_MC04-1g05749	51	76
MvSl-1064-A1-R4_MC04-1g05750	1452	2252
MvSl-1064-A1-R4_MC04-1g05751	13534	26337
MvSl-1064-A1-R4_MC04-1g05752	786	970
MvSl-1064-A1-R4_MC04-1g05753	0	0
MvSl-1064-A1-R4_MC04-1g05754	1896	2889
MvSl-1064-A1-R4_MC04-1g05755	163	163
MvSl-1064-A1-R4_MC04-1g05756	579	718
MvSl-1064-A1-R4_MC04-1g05757	667	786
MvSl-1064-A1-R4_MC04-1g05758	2	2
MvSl-1064-A1-R4_MC04-1g05759	685	1061
MvSl-1064-A1-R4_MC04-1g05760	2267	2764
MvSl-1064-A1-R4_MC04-1g05761	3441	4587
MvSl-1064-A1-R4_MC04-1g05762	8489	8527
MvSl-1064-A1-R4_MC04-1g05763	2679	3790
MvSl-1064-A1-R4_MC04-1g05764	7	6
MvSl-1064-A1-R4_MC04-1g05765	3	6
MvSl-1064-A1-R4_MC04-1g05766	0	0
MvSl-1064-A1-R4_MC04-1g05767	1377	2191
MvSl-1064-A1-R4_MC04-1g05768	13152	23858
MvSl-1064-A1-R4_MC04-1g05769	7854	9887
MvSl-1064-A1-R4_MC04-1g05770	5537	10487
MvSl-1064-A1-R4_MC04-1g05771	2805	5106
MvSl-1064-A1-R4_MC04-1g05772	865	1091
MvSl-1064-A1-R4_MC04-1g05773	549	707
MvSl-1064-A1-R4_MC04-1g05774	2573	4053
MvSl-1064-A1-R4_MC04-1g05775	214	251
MvSl-1064-A1-R4_MC04-1g05776	519.541	613.239
MvSl-1064-A1-R4_MC04-1g05777	242.033	218.478
MvSl-1064-A1-R4_MC04-1g05778	506.954	560.835
MvSl-1064-A1-R4_MC04-1g05779	294.66	403.521
MvSl-1064-A1-R4_MC04-1g05780	3271.41	5258.33
MvSl-1064-A1-R4_MC04-1g05781	1248	1942
MvSl-1064-A1-R4_MC04-1g05782	1519	1840
MvSl-1064-A1-R4_MC04-1g05783	911	1527
MvSl-1064-A1-R4_MC04-1g05784	596	868
MvSl-1064-A1-R4_MC04-1g05785	2444	3137
MvSl-1064-A1-R4_MC04-1g05786	646	667
MvSl-1064-A1-R4_MC04-1g05787	197	144
MvSl-1064-A1-R4_MC04-1g05788	504	529
MvSl-1064-A1-R4_MC04-1g05789	3131	4855
MvSl-1064-A1-R4_MC04-1g05790	8	4
MvSl-1064-A1-R4_MC04-1g05791	8541	5980
MvSl-1064-A1-R4_MC04-1g05792	776	1107
MvSl-1064-A1-R4_MC04-1g05793	484	645
MvSl-1064-A1-R4_MC04-1g05794	419	511
MvSl-1064-A1-R4_MC04-1g05795	1230	2142
MvSl-1064-A1-R4_MC04-1g05796	664	868
MvSl-1064-A1-R4_MC04-1g05797	571	989
MvSl-1064-A1-R4_MC04-1g05798	2013	4816
MvSl-1064-A1-R4_MC04-1g05799	40.5933	55.9971
MvSl-1064-A1-R4_MC04-1g05800	49.1844	108.648
MvSl-1064-A1-R4_MC04-1g05801	7276	19525
MvSl-1064-A1-R4_MC04-1g05802	3622	5811
MvSl-1064-A1-R4_MC04-1g05803	2.02458	4.06035
MvSl-1064-A1-R4_MC04-1g05804	251	387
MvSl-1064-A1-R4_MC04-1g05805	332	459
MvSl-1064-A1-R4_MC04-1g05806	1010	1427
MvSl-1064-A1-R4_MC04-1g05807	845	909
MvSl-1064-A1-R4_MC04-1g05808	597	769
MvSl-1064-A1-R4_MC04-1g05809	2029	3131
MvSl-1064-A1-R4_MC04-1g05810	24	29
MvSl-1064-A1-R4_MC04-1g05811	1205	1658
MvSl-1064-A1-R4_MC04-1g05812	169	230
MvSl-1064-A1-R4_MC04-1g05813	703	1081
MvSl-1064-A1-R4_MC04-1g05814	1948	3105
MvSl-1064-A1-R4_MC04-1g05815	1696	1370
MvSl-1064-A1-R4_MC04-1g05816	1	1
MvSl-1064-A1-R4_MC04-1g05817	0	0
MvSl-1064-A1-R4_MC04-1g05818	6.00895	5.00925
MvSl-1064-A1-R4_MC04-1g05819	600	922
MvSl-1064-A1-R4_MC04-1g05820	1551	2122
MvSl-1064-A1-R4_MC04-1g05821	3616	2890
MvSl-1064-A1-R4_MC04-1g05822	256	234
MvSl-1064-A1-R4_MC04-1g05823	1976	2195
MvSl-1064-A1-R4_MC04-1g05824	807	1388
MvSl-1064-A1-R4_MC04-1g05825	2956	3794
MvSl-1064-A1-R4_MC04-1g05826	38.1309	63.4994
MvSl-1064-A1-R4_MC04-1g05827	584.391	751.946
MvSl-1064-A1-R4_MC04-1g05828	3.03947	7.90422
MvSl-1064-A1-R4_MC04-1g05829	18.8811	43.3684
MvSl-1064-A1-R4_MC04-1g05830	2287	3516
MvSl-1064-A1-R4_MC04-1g05831	737	1025
MvSl-1064-A1-R4_MC04-1g05832	0	0
MvSl-1064-A1-R4_MC04-1g05833	2.35208	0
MvSl-1064-A1-R4_MC04-1g05834	31.4012	26.2865
MvSl-1064-A1-R4_MC04-1g05835	0	1.95579
MvSl-1064-A1-R4_MC04-1g05836	37.4283	31.4954
MvSl-1064-A1-R4_MC04-1g05837	16	8
MvSl-1064-A1-R4_MC04-1g05838	2656	2963
MvSl-1064-A1-R4_MC04-1g05839	932	1057
MvSl-1064-A1-R4_MC04-1g05840	6946	5782
MvSl-1064-A1-R4_MC04-1g05841	2162	3759
MvSl-1064-A1-R4_MC04-1g05842	29	31
MvSl-1064-A1-R4_MC04-1g05843	101	113
MvSl-1064-A1-R4_MC04-1g05844	87	90
MvSl-1064-A1-R4_MC04-1g05845	47	63
MvSl-1064-A1-R4_MC04-1g05846	879	1115
MvSl-1064-A1-R4_MC04-1g05847	463	725
MvSl-1064-A1-R4_MC04-1g05848	2615	3457
MvSl-1064-A1-R4_MC04-1g05849	605	900
MvSl-1064-A1-R4_MC04-1g05850	826	1222
MvSl-1064-A1-R4_MC04-1g05851	535	671
MvSl-1064-A1-R4_MC04-1g05852	47	27
MvSl-1064-A1-R4_MC04-1g05853	1244	1711
MvSl-1064-A1-R4_MC04-1g05854	1512	2198
MvSl-1064-A1-R4_MC04-1g05855	3402	4458
MvSl-1064-A1-R4_MC04-1g05856	2756	6387
MvSl-1064-A1-R4_MC04-1g05857	795	1161
MvSl-1064-A1-R4_MC04-1g05858	178.283	265.122
MvSl-1064-A1-R4_MC04-1g05859	1681	2375
MvSl-1064-A1-R4_MC04-1g05860	164	229
MvSl-1064-A1-R4_MC04-1g05861	330	587
MvSl-1064-A1-R4_MC04-1g05862	9	8
MvSl-1064-A1-R4_MC04-1g05863	88.3986	161.042
MvSl-1064-A1-R4_MC04-1g05864	34.6036	29.102
MvSl-1064-A1-R4_MC04-1g05865	2213	2257
MvSl-1064-A1-R4_MC04-1g05866	15140	19807
MvSl-1064-A1-R4_MC04-1g05867	1247	2280
MvSl-1064-A1-R4_MC04-1g05868	4234	7061
MvSl-1064-A1-R4_MC04-1g05869	3222	5183
MvSl-1064-A1-R4_MC04-1g05870	1394	1909
MvSl-1064-A1-R4_MC04-1g05871	4404	7420
MvSl-1064-A1-R4_MC04-1g05872	649	1147
MvSl-1064-A1-R4_MC04-1g05873	682.779	946.838
MvSl-1064-A1-R4_MC04-1g05874	2549	3741
MvSl-1064-A1-R4_MC04-1g05875	486	280
MvSl-1064-A1-R4_MC04-1g05876	2516	3073
MvSl-1064-A1-R4_MC04-1g05877	128	173
MvSl-1064-A1-R4_MC04-1g05878	1781	1731
MvSl-1064-A1-R4_MC04-1g05879	1158	1368
MvSl-1064-A1-R4_MC04-1g05880	5211	8456
MvSl-1064-A1-R4_MC04-1g05881	766	1097
MvSl-1064-A1-R4_MC04-1g05882	523	737
MvSl-1064-A1-R4_MC04-1g05883	1022	1351
MvSl-1064-A1-R4_MC04-1g05884	8758	13742
MvSl-1064-A1-R4_MC04-1g05885	7623	8986
MvSl-1064-A1-R4_MC04-1g05886	4960	7657
MvSl-1064-A1-R4_MC04-1g05887	1769	1763
MvSl-1064-A1-R4_MC04-1g05888	997	1435
MvSl-1064-A1-R4_MC04-1g05889	2619	3428
MvSl-1064-A1-R4_MC04-1g05890	132	225
MvSl-1064-A1-R4_MC04-1g05891	5834	10890.3
MvSl-1064-A1-R4_MC04-1g05892	1032.33	1904.33
MvSl-1064-A1-R4_MC04-1g05893	1.03445	3.02384
MvSl-1064-A1-R4_MC04-1g05894	98.8254	115.559
MvSl-1064-A1-R4_MC04-1g05895	798.902	872.551
MvSl-1064-A1-R4_MC04-1g05896	0.532506	0.5
MvSl-1064-A1-R4_MC04-1g05897	5834	10890.3
MvSl-1064-A1-R4_MC04-1g05898	1032.33	1904.33
MvSl-1064-A1-R4_MC04-1g05899	1.03445	3.02384
MvSl-1064-A1-R4_MC04-1g05900	98.8254	115.559
MvSl-1064-A1-R4_MC04-1g05901	798.902	872.551
MvSl-1064-A1-R4_MC04-1g05902	0.532506	0.5
MvSl-1064-A1-R4_MC04-1g05903	5834	10890.3
MvSl-1064-A1-R4_MC04-1g05904	0	0
MvSl-1064-A1-R4_MC04-1g05905	336.211	231.862
MvSl-1064-A1-R4_MC04-1g05906	263.978	370.835
MvSl-1064-A1-R4_MC04-1g05907	33	39
MvSl-1064-A1-R4_MC04-1g05908	66.9673	42
MvSl-1064-A1-R4_MC04-1g05909	308.024	693.351
MvSl-1064-A1-R4_MC04-1g05910	0	0
MvSl-1064-A1-R4_MC04-1g05911	72	60.0808
MvSl-1064-A1-R4_MC04-1g05912	20.5724	7.12428
MvSl-1064-A1-R4_MC04-1g05913	1032.33	1904.33
MvSl-1064-A1-R4_MC04-1g05914	1900	1717
MvSl-1064-A1-R4_MC04-1g05915	553	822
MvSl-1064-A1-R4_MC04-1g05916	62	124
MvSl-1064-A1-R4_MC04-1g05917	174	310
MvSl-1064-A1-R4_MC04-1g05918	272	472
MvSl-1064-A1-R4_MC04-1g05919	528	803
MvSl-1064-A1-R4_MC04-1g05920	5377	8402
MvSl-1064-A1-R4_MC04-1g05921	1333	1293
MvSl-1064-A1-R4_MC04-1g05922	2125	3482
MvSl-1064-A1-R4_MC04-1g05923	1012	1504
MvSl-1064-A1-R4_MC04-1g05924	2527	4865
MvSl-1064-A1-R4_MC04-1g05925	13	31
MvSl-1064-A1-R4_MC04-1g05926	189	254
MvSl-1064-A1-R4_MC04-1g05927	437	611
MvSl-1064-A1-R4_MC04-1g05928	2812	3338
MvSl-1064-A1-R4_MC04-1g05929	1271	2110
MvSl-1064-A1-R4_MC04-1g05930	852	1037
MvSl-1064-A1-R4_MC04-1g05931	122	98
MvSl-1064-A1-R4_MC04-1g05932	490	540
MvSl-1064-A1-R4_MC04-1g05933	497	638
MvSl-1064-A1-R4_MC04-1g05934	2160	3419
MvSl-1064-A1-R4_MC04-1g05935	96	157
MvSl-1064-A1-R4_MC04-1g05936	145	177
MvSl-1064-A1-R4_MC04-1g05937	316	291
MvSl-1064-A1-R4_MC04-1g05938	4523	6514
MvSl-1064-A1-R4_MC04-1g05939	2578	3812
MvSl-1064-A1-R4_MC04-1g05940	1581	1934
MvSl-1064-A1-R4_MC04-1g05941	2446	1945
MvSl-1064-A1-R4_MC04-1g05942	9596	4409
MvSl-1064-A1-R4_MC04-1g05943	1006	1557
MvSl-1064-A1-R4_MC04-1g05944	1144	2035
MvSl-1064-A1-R4_MC04-1g05945	524	698
MvSl-1064-A1-R4_MC04-1g05946	8	17
MvSl-1064-A1-R4_MC04-1g05947	3	4
MvSl-1064-A1-R4_MC04-1g05948	5605	7143
MvSl-1064-A1-R4_MC04-1g05949	1462	1711
MvSl-1064-A1-R4_MC04-1g05950	1754	3102
MvSl-1064-A1-R4_MC04-1g05951	3053	3268
MvSl-1064-A1-R4_MC04-1g05952	7.14399	5.94843
MvSl-1064-A1-R4_MC04-1g05953	0.910234	0.078583
MvSl-1064-A1-R4_MC04-1g05954	2734	3140
MvSl-1064-A1-R4_MC04-1g05955	947	604
MvSl-1064-A1-R4_MC04-1g05956	736	1262
MvSl-1064-A1-R4_MC04-1g05957	319	359
MvSl-1064-A1-R4_MC04-1g05958	668	777
MvSl-1064-A1-R4_MC04-1g05959	292	483
MvSl-1064-A1-R4_MC04-1g05960	143	261
MvSl-1064-A1-R4_MC04-1g05961	3191	5321
MvSl-1064-A1-R4_MC04-1g05962	0	0
MvSl-1064-A1-R4_MC04-1g05963	1	0
MvSl-1064-A1-R4_MC04-1g05964	4505	8007
MvSl-1064-A1-R4_MC04-1g05965	1894	2501
MvSl-1064-A1-R4_MC04-1g05966	19	29
MvSl-1064-A1-R4_MC04-1g05967	3229	5313
MvSl-1064-A1-R4_MC04-1g05968	1293	1224
MvSl-1064-A1-R4_MC04-1g05969	1285	1978
MvSl-1064-A1-R4_MC04-1g05970	705	1128
MvSl-1064-A1-R4_MC04-1g05971	79.4743	93.7167
MvSl-1064-A1-R4_MC04-1g05972	513	961
MvSl-1064-A1-R4_MC04-1g05973	1685	3276
MvSl-1064-A1-R4_MC04-1g05974	612	653
MvSl-1064-A1-R4_MC04-1g05975	973	1064
MvSl-1064-A1-R4_MC04-1g05976	633	813
MvSl-1064-A1-R4_MC04-1g05977	3182	5525
MvSl-1064-A1-R4_MC04-1g05978	21.0459	38
MvSl-1064-A1-R4_MC04-1g05979	348.363	451.103
MvSl-1064-A1-R4_MC04-1g05980	1345.61	1938.95
MvSl-1064-A1-R4_MC04-1g05981	84.9926	124.718
MvSl-1064-A1-R4_MC04-1g05982	16.9114	38.179
MvSl-1064-A1-R4_MC04-1g05983	0	1
MvSl-1064-A1-R4_MC04-1g05984	3.14612	4.32527
MvSl-1064-A1-R4_MC04-1g05985	19	13
MvSl-1064-A1-R4_MC04-1g05986	3	10.1284
MvSl-1064-A1-R4_MC04-1g05987	432.551	737.759
MvSl-1064-A1-R4_MC04-1g05988	448	689
MvSl-1064-A1-R4_MC04-1g05989	618	1013
MvSl-1064-A1-R4_MC04-1g05990	1201	1833
MvSl-1064-A1-R4_MC04-1g05991	1348	1965
MvSl-1064-A1-R4_MC04-1g05992	2879	4285
MvSl-1064-A1-R4_MC04-1g05993	2017	1347
MvSl-1064-A1-R4_MC04-1g05994	36	7
MvSl-1064-A1-R4_MC04-1g05995	3466	1366
MvSl-1064-A1-R4_MC04-1g05996	3575	4617
MvSl-1064-A1-R4_MC04-1g05997	1382	1656
MvSl-1064-A1-R4_MC04-1g05998	897	1077
MvSl-1064-A1-R4_MC04-1g05999	1782	3164
MvSl-1064-A1-R4_MC04-1g06000	8	8
MvSl-1064-A1-R4_MC04-1g06001	2801	3041
MvSl-1064-A1-R4_MC04-1g06002	1555	1671
MvSl-1064-A1-R4_MC04-1g06003	623	716
MvSl-1064-A1-R4_MC04-1g06004	47	104
MvSl-1064-A1-R4_MC04-1g06005	6313	11729
MvSl-1064-A1-R4_MC04-1g06006	4799	4405
MvSl-1064-A1-R4_MC04-1g06007	1.0503	0
MvSl-1064-A1-R4_MC04-1g06008	163.525	165.667
MvSl-1064-A1-R4_MC04-1g06009	1577	2126
MvSl-1064-A1-R4_MC04-1g06010	1408	1749
MvSl-1064-A1-R4_MC04-1g06011	1028	1162
MvSl-1064-A1-R4_MC04-1g06012	1013	1107
MvSl-1064-A1-R4_MC04-1g06013	20.5056	19.2751
MvSl-1064-A1-R4_MC04-1g06014	98.575	142.953
MvSl-1064-A1-R4_MC04-1g06015	1325.25	2086.75
MvSl-1064-A1-R4_MC04-1g06016	1	1
MvSl-1064-A1-R4_MC04-1g06017	766	953
MvSl-1064-A1-R4_MC04-1g06018	277	459
MvSl-1064-A1-R4_MC04-1g06019	115	248
MvSl-1064-A1-R4_MC04-1g06020	1403	2397
MvSl-1064-A1-R4_MC04-1g06021	0	9.51199
MvSl-1064-A1-R4_MC04-1g06022	909.515	856.742
MvSl-1064-A1-R4_MC04-1g06023	78.4587	48.6316
MvSl-1064-A1-R4_MC04-1g06024	0	0
MvSl-1064-A1-R4_MC04-1g06025	0	0
MvSl-1064-A1-R4_MC04-1g06026	536.016	1141.28
MvSl-1064-A1-R4_MC04-1g06027	8.28638	7.72224
MvSl-1064-A1-R4_MC04-1g06028	0	0
