gene	water1	water2	rich1	rich2	di1	di2
MvSl-1064-A2-R4_MC04-1g05759	2.02404	3.02297	2.01816	0	1.03076	1.04888
MvSl-1064-A2-R4_MC04-1g05760	20.034	22.0369	8.66409	2.02216	13.9393	16.8224
MvSl-1064-A2-R4_MC04-1g05761	3	1.41753	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05762	4.84506	8.10998	2	0	3.19274	1.96133
MvSl-1064-A2-R4_MC04-1g05763	619.207	707.414	147.524	129.207	299.283	279.567
MvSl-1064-A2-R4_MC04-1g05764	4373	3979	6861	7508	6334	8019
MvSl-1064-A2-R4_MC04-1g05765	1254	1290	1360	1457	1165	1415
MvSl-1064-A2-R4_MC04-1g05766	1665	1672	1828	1690	2247	2290
MvSl-1064-A2-R4_MC04-1g05767	724	745	558	566	761	641
MvSl-1064-A2-R4_MC04-1g05768	550	680	896	921	1580	1475
MvSl-1064-A2-R4_MC04-1g05769	814.199	1484.1	528.912	552.307	814.357	840.694
MvSl-1064-A2-R4_MC04-1g05770	2036.51	2201.47	516.756	436.288	1439.67	1895.03
MvSl-1064-A2-R4_MC04-1g05771	332.229	465.803	498.438	517.89	479.692	403.741
MvSl-1064-A2-R4_MC04-1g05772	0	3.24424	15.1545	23.1063	4.39244	0
MvSl-1064-A2-R4_MC04-1g05773	2258	2857	20069	26140	6284	4640
MvSl-1064-A2-R4_MC04-1g05774	2919	3463	2178	2211	3569	3265
MvSl-1064-A2-R4_MC04-1g05775	438	440	1495	2153	542	588
MvSl-1064-A2-R4_MC04-1g05776	382	308	496.843	625.814	355	407
MvSl-1064-A2-R4_MC04-1g05777	0	1	0	0.5	0.5	1
MvSl-1064-A2-R4_MC04-1g05778	2392.5	2124.5	1306	1618.5	3360.5	3519.5
MvSl-1064-A2-R4_MC04-1g05779	16.9497	13.2978	10.8072	0	23.2714	28.5668
MvSl-1064-A2-R4_MC04-1g05780	44	36	15	14	49	66
MvSl-1064-A2-R4_MC04-1g05781	1187.52	1628.71	599.338	789.458	2683.23	2903.01
MvSl-1064-A2-R4_MC04-1g05782	25.9443	36.6787	9.04073	7.21657	29.2254	30.7043
MvSl-1064-A2-R4_MC04-1g05783	2392.5	2124.5	1306	1618.5	3360.5	3519.5
MvSl-1064-A2-R4_MC04-1g05784	0	1	0	0.5	0.5	1
MvSl-1064-A2-R4_MC04-1g05785	0	0	4.16076	6.18639	0	0
MvSl-1064-A2-R4_MC04-1g05786	0	0	1.41331	5.85522	1.37918	0
MvSl-1064-A2-R4_MC04-1g05787	19489.2	16880	3039.95	2285.02	12380.3	11983.9
MvSl-1064-A2-R4_MC04-1g05788	2334	2072	2763	2934	2427	2928
MvSl-1064-A2-R4_MC04-1g05789	4671	6340	4909	4545	7397	7169
MvSl-1064-A2-R4_MC04-1g05790	587	710	1664	1733	1113	764
MvSl-1064-A2-R4_MC04-1g05791	1361	1109	1723	1980	1400	1494
MvSl-1064-A2-R4_MC04-1g05792	768	714	838	868	772	616
MvSl-1064-A2-R4_MC04-1g05793	16	25	0	0	12	5
MvSl-1064-A2-R4_MC04-1g05794	3	7	0	0	3	1
MvSl-1064-A2-R4_MC04-1g05795	351.935	524	27	34	276.922	269.928
MvSl-1064-A2-R4_MC04-1g05796	1617	1587	1878	1952	1607	1582
MvSl-1064-A2-R4_MC04-1g05797	50.0648	67	12	5	47.0776	42.0723
MvSl-1064-A2-R4_MC04-1g05798	755	487	254	211	524	817
MvSl-1064-A2-R4_MC04-1g05799	3076	2648	1139	951	2262	3158
MvSl-1064-A2-R4_MC04-1g05800	227	248	5	11	33	46
MvSl-1064-A2-R4_MC04-1g05801	328	381	1768	1740	580	399
MvSl-1064-A2-R4_MC04-1g05802	523	938	236	276	780	776
MvSl-1064-A2-R4_MC04-1g05803	531	743	282	279	670	744
MvSl-1064-A2-R4_MC04-1g05804	580	761	554	562	890	1320
MvSl-1064-A2-R4_MC04-1g05805	1548	1832	4236	4476	2465	2353
MvSl-1064-A2-R4_MC04-1g05806	669	512	473	643	1012	1006
MvSl-1064-A2-R4_MC04-1g05807	651	540	1764	1399	836	706
MvSl-1064-A2-R4_MC04-1g05808	921	819	1537	1428	1326	1151
MvSl-1064-A2-R4_MC04-1g05809	269.246	327.377	243.083	281.071	379.098	310.106
MvSl-1064-A2-R4_MC04-1g05810	2485	3085	1290	1376	3509	2943
MvSl-1064-A2-R4_MC04-1g05811	1257	1029	1433	1429	1740	1593
MvSl-1064-A2-R4_MC04-1g05812	243.902	455.838	320.239	423.437	429.399	385.138
MvSl-1064-A2-R4_MC04-1g05813	261.905	390.35	153.386	280.916	328.209	369.872
MvSl-1064-A2-R4_MC04-1g05814	396.114	411.513	618.876	545.406	392.712	352.913
MvSl-1064-A2-R4_MC04-1g05815	84.0032	130.65	190.331	200.669	166.833	95.8013
MvSl-1064-A2-R4_MC04-1g05816	450.226	310.359	388.16	491.571	562.523	464.171
MvSl-1064-A2-R4_MC04-1g05817	285	207	274	343	437	369
MvSl-1064-A2-R4_MC04-1g05818	1731	1443	2716	2626	1767	1614
MvSl-1064-A2-R4_MC04-1g05819	2214.15	2575.55	1093.38	954.902	2303.51	3357.36
MvSl-1064-A2-R4_MC04-1g05820	19.0751	22.9355	4.81555	4.02866	41.7955	43.2097
MvSl-1064-A2-R4_MC04-1g05821	122.082	101.432	38.803	40.9414	174.914	303.213
MvSl-1064-A2-R4_MC04-1g05822	61.9421	70.1042	21	15	53.5672	41.4052
MvSl-1064-A2-R4_MC04-1g05823	74	126	25	29	62	61
MvSl-1064-A2-R4_MC04-1g05824	68	73	13	16	64	67
MvSl-1064-A2-R4_MC04-1g05825	957	772	2871	2933	1066	963
MvSl-1064-A2-R4_MC04-1g05826	431	306	1497	1572	394	390
MvSl-1064-A2-R4_MC04-1g05827	53	135	3355	2375	51	47
MvSl-1064-A2-R4_MC04-1g05828	891	662	3027	4433	924	804
MvSl-1064-A2-R4_MC04-1g05829	163.001	231.491	37.0395	17.8219	271.721	368.394
MvSl-1064-A2-R4_MC04-1g05830	77.2905	110.14	11.2886	12.4164	149.665	154.82
MvSl-1064-A2-R4_MC04-1g05831	2726	2430	2172	2759	2935	2251
MvSl-1064-A2-R4_MC04-1g05832	947	1151	1045	1262	1615	1375
MvSl-1064-A2-R4_MC04-1g05833	2739	2913	5149	5986	3747	3180
MvSl-1064-A2-R4_MC04-1g05834	4640	5359	2149	2473	4991	5050
MvSl-1064-A2-R4_MC04-1g05835	4597	2935	1019	1051	3948	3074
MvSl-1064-A2-R4_MC04-1g05836	258	232	368	397	273	218
MvSl-1064-A2-R4_MC04-1g05837	3	3	0	4	2	2
MvSl-1064-A2-R4_MC04-1g05838	2784	2631	2441	2870	3979	3170
MvSl-1064-A2-R4_MC04-1g05839	435	372	1087	1748	539	499
MvSl-1064-A2-R4_MC04-1g05840	355	491	3344	5865	673	470
MvSl-1064-A2-R4_MC04-1g05841	1466	1265	4415	3886	1150	1219
MvSl-1064-A2-R4_MC04-1g05842	2918	2922	1240	1019	2511	3442
MvSl-1064-A2-R4_MC04-1g05843	2773	2894	2882	2926	3335	3121
MvSl-1064-A2-R4_MC04-1g05844	2138	2199	2432	2627	2203	2216
MvSl-1064-A2-R4_MC04-1g05845	313	235	1242	1454	282	266
MvSl-1064-A2-R4_MC04-1g05846	2674	1835	7386	7324	1627	2254
MvSl-1064-A2-R4_MC04-1g05847	28.2056	8.0155	674.62	437.328	103.351	68.3882
MvSl-1064-A2-R4_MC04-1g05848	458.415	386.013	640.429	427.566	390.781	297.244
MvSl-1064-A2-R4_MC04-1g05849	1516	1126	111	150	1344	956
MvSl-1064-A2-R4_MC04-1g05850	6079	4303	590	1160	5807	3284
MvSl-1064-A2-R4_MC04-1g05851	13287	9833	12131	15910	7341	8417
MvSl-1064-A2-R4_MC04-1g05852	231	183	453	382	260	293
MvSl-1064-A2-R4_MC04-1g05853	882	969	1287	1836	798	704
MvSl-1064-A2-R4_MC04-1g05854	966	857	1580	1489	1036	1182
MvSl-1064-A2-R4_MC04-1g05855	8188	7944	22138	19006	6956	7589
MvSl-1064-A2-R4_MC04-1g05856	610	571	528	634	800	772
MvSl-1064-A2-R4_MC04-1g05857	439	415	406	454	512	537
MvSl-1064-A2-R4_MC04-1g05858	2928	3537	1814	2073	2956	3107
MvSl-1064-A2-R4_MC04-1g05859	101	92	5432	6301	216	124
MvSl-1064-A2-R4_MC04-1g05860	1873	1483	4283	4260	2122	1965
MvSl-1064-A2-R4_MC04-1g05861	6050	5760	9459	8535	13570	14293
MvSl-1064-A2-R4_MC04-1g05862	4	2	4	5	6	11
MvSl-1064-A2-R4_MC04-1g05863	990	769	938	808	876	1054
MvSl-1064-A2-R4_MC04-1g05864	127.513	167.011	274.89	240.154	243.45	234.029
MvSl-1064-A2-R4_MC04-1g05865	1064	1086	1846	2159	1258	1029
MvSl-1064-A2-R4_MC04-1g05866	2009	1780	1936	1735	2158	2492
MvSl-1064-A2-R4_MC04-1g05867	21	28	20	16	10	29
MvSl-1064-A2-R4_MC04-1g05868	848	709	1403	1689	1558	1270
MvSl-1064-A2-R4_MC04-1g05869	6051	7270	7720	8239	5945	4180
MvSl-1064-A2-R4_MC04-1g05870	914	798	1106	1333	994	1091
MvSl-1064-A2-R4_MC04-1g05871	5932	6335	6299	6244	6705	7054
MvSl-1064-A2-R4_MC04-1g05872	2924	2946	3416	3667	3084	3881
MvSl-1064-A2-R4_MC04-1g05873	10085	8611	5451	5575	7134	8546
MvSl-1064-A2-R4_MC04-1g05874	814	794	1188	1260	968	1000
MvSl-1064-A2-R4_MC04-1g05875	1014	925	492	567	967	1207
MvSl-1064-A2-R4_MC04-1g05876	3461	3083	4301	3746	3431	3200
MvSl-1064-A2-R4_MC04-1g05877	3153	2919	11566	10683	3469	2904
MvSl-1064-A2-R4_MC04-1g05878	4317	3617	13148	11856	4812	4182
MvSl-1064-A2-R4_MC04-1g05879	538	858	3316	4929	401	304
MvSl-1064-A2-R4_MC04-1g05880	76	199	1	0	29	38
MvSl-1064-A2-R4_MC04-1g05881	2385	2913	1972	3292	982	909
MvSl-1064-A2-R4_MC04-1g05882	2044	1994	1655	1417	1689	1975
MvSl-1064-A2-R4_MC04-1g05883	2685	2748	2030	2069	2240	2782
MvSl-1064-A2-R4_MC04-1g05884	1141	1039	5034	4541	1548	1549
MvSl-1064-A2-R4_MC04-1g05885	1252	1123	1500	1300	1649	1413
MvSl-1064-A2-R4_MC04-1g05886	902	784	3086	3044	1077	896
MvSl-1064-A2-R4_MC04-1g05887	702	526	1030	1150	1078	853
MvSl-1064-A2-R4_MC04-1g05888	1089	876	736	1034	1503	1364
MvSl-1064-A2-R4_MC04-1g05889	1316	1196	1664	1433	1755	1572
MvSl-1064-A2-R4_MC04-1g05890	1363	1425	3236	3597	1976	1673
MvSl-1064-A2-R4_MC04-1g05891	3495	2911	4810	4930	3378	3081
MvSl-1064-A2-R4_MC04-1g05892	925	1842	72	103	971	2017
MvSl-1064-A2-R4_MC04-1g05893	4306.5	3975	17888.5	23990.5	4657.5	3701.5
MvSl-1064-A2-R4_MC04-1g05894	1427	1117	15675	17829	525	774
MvSl-1064-A2-R4_MC04-1g05895	4306.5	3975	17888.5	23990.5	4657.5	3701.5
MvSl-1064-A2-R4_MC04-1g05896	491	688	2809	2166	909	915
MvSl-1064-A2-R4_MC04-1g05897	2951	2633	2103	2071	2059	3568
MvSl-1064-A2-R4_MC04-1g05898	1028	954	1901	1745	958	1059
MvSl-1064-A2-R4_MC04-1g05899	5043	4666	7964	7601	7831	8337
MvSl-1064-A2-R4_MC04-1g05900	1410	1098	2838	2845	1672	2027
MvSl-1064-A2-R4_MC04-1g05901	15184.7	13211.9	23600.8	20029.5	18476.1	20279.8
MvSl-1064-A2-R4_MC04-1g05902	15316	11488	8734	12574	7791	7943
MvSl-1064-A2-R4_MC04-1g05903	1077	1024	2455	2781	1255	1206
MvSl-1064-A2-R4_MC04-1g05904	1043	968	1624	1954	1197	1083
MvSl-1064-A2-R4_MC04-1g05905	244	259	996	1186	340	336
MvSl-1064-A2-R4_MC04-1g05906	1435	1443	2400	2353	2035	1543
MvSl-1064-A2-R4_MC04-1g05907	1479	1296	2614	2263	2042	1917
MvSl-1064-A2-R4_MC04-1g05908	411	501	206	138	2142	2601
MvSl-1064-A2-R4_MC04-1g05909	1371	1055	5173	4823	1652	1383
MvSl-1064-A2-R4_MC04-1g05910	3609	3926	3759	3426	4101	3820
MvSl-1064-A2-R4_MC04-1g05911	603	389	1406	1837	388	264
MvSl-1064-A2-R4_MC04-1g05912	9	12	259	211	11	22
MvSl-1064-A2-R4_MC04-1g05913	167	275	5222	5856	217	189
MvSl-1064-A2-R4_MC04-1g05914	6486	5988	16752	17344	6476	6634
MvSl-1064-A2-R4_MC04-1g05915	2049	1675	2685	3306	1673	2421
MvSl-1064-A2-R4_MC04-1g05916	5419	3848	6075	5725	4989	6257
MvSl-1064-A2-R4_MC04-1g05917	1350	1057	2678.62	2859.62	1225	1097
MvSl-1064-A2-R4_MC04-1g05918	1191	1008	2785	2846	1258	1228
MvSl-1064-A2-R4_MC04-1g05919	2686	3368	3745	4024	3049	3024
MvSl-1064-A2-R4_MC04-1g05920	5	11	30	34	3	9
MvSl-1064-A2-R4_MC04-1g05921	34	32	59	72	38	33
MvSl-1064-A2-R4_MC04-1g05922	1102	1105	1866	1660	1186	1069
MvSl-1064-A2-R4_MC04-1g05923	367	357	600	606	413	374
MvSl-1064-A2-R4_MC04-1g05924	534	432	3934	3401	502	637
MvSl-1064-A2-R4_MC04-1g05925	37.8164	46.0648	35.3173	29.5768	55.837	82.4067
MvSl-1064-A2-R4_MC04-1g05926	2366	2468	3623	3697	3384	3138
MvSl-1064-A2-R4_MC04-1g05927	609	540	386	363	707	689
MvSl-1064-A2-R4_MC04-1g05928	1511	1326	1555	1387	1942	1358
MvSl-1064-A2-R4_MC04-1g05929	1365	1123	2419	2329	1460	1234
MvSl-1064-A2-R4_MC04-1g05930	3144	2536	6666	5823	3611	3707
MvSl-1064-A2-R4_MC04-1g05931	1597	1408	1433	1386	1459	1714
MvSl-1064-A2-R4_MC04-1g05932	0	3.83133	8.56975	8.13498	1.29018	0
MvSl-1064-A2-R4_MC04-1g05933	0	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05934	3073	3935	3680	3636	4312	3335
MvSl-1064-A2-R4_MC04-1g05935	5177	6396	4257	4264	6157	6898
MvSl-1064-A2-R4_MC04-1g05936	1251	1252	1898	2295	1836	1607
MvSl-1064-A2-R4_MC04-1g05937	456	406	1510	1391	460	511
MvSl-1064-A2-R4_MC04-1g05938	857	859	308	269	1305	1343
MvSl-1064-A2-R4_MC04-1g05939	829	760	956	820	1329	1144
MvSl-1064-A2-R4_MC04-1g05940	292	240	613	578	561	482
MvSl-1064-A2-R4_MC04-1g05941	1338	1329	2015	1987	1549	1285
MvSl-1064-A2-R4_MC04-1g05942	1310	1239	1725	1760	1744	1659
MvSl-1064-A2-R4_MC04-1g05943	3004	2835	1788	2378	3146	2472
MvSl-1064-A2-R4_MC04-1g05944	5	6	5	4	2	1
MvSl-1064-A2-R4_MC04-1g05945	3723	4300	5038	5663	4675	4053
MvSl-1064-A2-R4_MC04-1g05946	1459	1495	5473	5861	1979	1833
MvSl-1064-A2-R4_MC04-1g05947	2585	4886	3486	7481	2244	4311
MvSl-1064-A2-R4_MC04-1g05948	1376	3367	1250	2350	4281	5622
MvSl-1064-A2-R4_MC04-1g05949	2267	3763	2847	5480	2863	3123
MvSl-1064-A2-R4_MC04-1g05950	550	541	452	702	507	720
MvSl-1064-A2-R4_MC04-1g05951	1469	3756	2255	5176	3465	3841
MvSl-1064-A2-R4_MC04-1g05952	1861	4106	1924	3580	2042	2295
MvSl-1064-A2-R4_MC04-1g05953	872	1650	108	273	423	891
MvSl-1064-A2-R4_MC04-1g05954	822	1153	442	1444	315	314
MvSl-1064-A2-R4_MC04-1g05955	1086	1955	3030	6755	1246	1564
MvSl-1064-A2-R4_MC04-1g05956	14989	39276	508	1378	21510	46268
MvSl-1064-A2-R4_MC04-1g05957	3662	6827	7628	15405	4464	6797
MvSl-1064-A2-R4_MC04-1g05958	377	658	1573	3686	782	1127
MvSl-1064-A2-R4_MC04-1g05959	3656	7126	2864	5217	4816	7225
MvSl-1064-A2-R4_MC04-1g05960	76	313	4	16	144	307
MvSl-1064-A2-R4_MC04-1g05961	3923	4021	1570	1675	3682	3601
MvSl-1064-A2-R4_MC04-1g05962	5435	6136	519	375	5306	2098
MvSl-1064-A2-R4_MC04-1g05963	3554	2350	427	429	1610	1042
MvSl-1064-A2-R4_MC04-1g05964	5108	7409	705	950	3295	1727
MvSl-1064-A2-R4_MC04-1g05965	2157	2021	233	281	1115	707
MvSl-1064-A2-R4_MC04-1g05966	5789	4186	520	591	2296	1906
MvSl-1064-A2-R4_MC04-1g05967	827	946	1949	2197	1191	1571
MvSl-1064-A2-R4_MC04-1g05968	431	280	1151	1429	590	436
MvSl-1064-A2-R4_MC04-1g05969	1476	1654	707	869	2076	2368
MvSl-1064-A2-R4_MC04-1g05970	562	471	975	983	566	521
MvSl-1064-A2-R4_MC04-1g05971	1317	1168	2529	2321	1336	1212
MvSl-1064-A2-R4_MC04-1g05972	429	395	636	614	466	467
MvSl-1064-A2-R4_MC04-1g05973	2834	1577	9942	10906	1034	1365
MvSl-1064-A2-R4_MC04-1g05974	2541	1825	4603	6074	1923	1863
MvSl-1064-A2-R4_MC04-1g05975	1628	1866	6110	6673	2842	2252
MvSl-1064-A2-R4_MC04-1g05976	971	811	15252	14009	450	761
MvSl-1064-A2-R4_MC04-1g05977	2513	2588	1837	1974	3203	3247
MvSl-1064-A2-R4_MC04-1g05978	2502	2840	6949	6225	4131	3265
MvSl-1064-A2-R4_MC04-1g05979	172	168	163	155	255	234
MvSl-1064-A2-R4_MC04-1g05980	143	166	166	172	160	210
MvSl-1064-A2-R4_MC04-1g05981	1595	1646	3067	2964	1834	1609
MvSl-1064-A2-R4_MC04-1g05982	3	1	2	0	2	0
MvSl-1064-A2-R4_MC04-1g05983	8	14	0	4	3	2
MvSl-1064-A2-R4_MC04-1g05984	1708	1677	1735	1889	2307	2310
MvSl-1064-A2-R4_MC04-1g05985	1557	1915	601	549	787	593
MvSl-1064-A2-R4_MC04-1g05986	1056	1000	1270	1261	919	858
MvSl-1064-A2-R4_MC04-1g05987	1007	1150	1458	1573	1419	1259
MvSl-1064-A2-R4_MC04-1g05988	20	24	32	48	355	322
MvSl-1064-A2-R4_MC04-1g05989	1295	1004	1502	1448	1439	1320
MvSl-1064-A2-R4_MC04-1g05990	4	3	1	1	2	1
MvSl-1064-A2-R4_MC04-1g05991	2411	2325	3746	3373	2742	2435
MvSl-1064-A2-R4_MC04-1g05992	2187	1701	4769	4747	1745	1283
MvSl-1064-A2-R4_MC04-1g05993	1167	1232	3835	3719	1192	768
MvSl-1064-A2-R4_MC04-1g05994	3168	3176	4390	4311	4083	3454
MvSl-1064-A2-R4_MC04-1g05995	519	605	100	102	525	565
MvSl-1064-A2-R4_MC04-1g05996	28	37	7	4	46	40
MvSl-1064-A2-R4_MC04-1g05997	253	277	325	367	211	231
MvSl-1064-A2-R4_MC04-1g05998	1826	1731	1220	1069	2179	1631
MvSl-1064-A2-R4_MC04-1g05999	414	328	585	608	690	719
MvSl-1064-A2-R4_MC04-1g06000	1686	1325	4678	4080	1968	1972
MvSl-1064-A2-R4_MC04-1g06001	13	22	625	634	11	5
MvSl-1064-A2-R4_MC04-1g06002	1762	1497	1734	1543	2176	2372
MvSl-1064-A2-R4_MC04-1g06003	1692	1583	2083	2523	1915	1659
MvSl-1064-A2-R4_MC04-1g06004	5481	5256	1412	1234	4060	4142
MvSl-1064-A2-R4_MC04-1g06005	787	914	193	411	963	1174
MvSl-1064-A2-R4_MC04-1g06006	847	697	1088	998	887	790
MvSl-1064-A2-R4_MC04-1g06007	9101	8039	13216	10993	7618	7669
MvSl-1064-A2-R4_MC04-1g06008	953	1307	981	989	989	872
MvSl-1064-A2-R4_MC04-1g06009	802	876	714	555	1070	1083
MvSl-1064-A2-R4_MC04-1g06010	322	283	898	1003	483	509
MvSl-1064-A2-R4_MC04-1g06011	2009	1808	11107	14713	3687	1996
MvSl-1064-A2-R4_MC04-1g06012	2870	3316	77	124	3782	3857
MvSl-1064-A2-R4_MC04-1g06013	4511	4004	9850	11608	6911	4434
MvSl-1064-A2-R4_MC04-1g06014	1931	1893	3429	3429	2274	1871
MvSl-1064-A2-R4_MC04-1g06015	2084	1918	2726	2522	2950	3122
MvSl-1064-A2-R4_MC04-1g06016	5110	5038	17155	16403	6041	6099
MvSl-1064-A2-R4_MC04-1g06017	2229	1873	1110	1329	2764	2449
MvSl-1064-A2-R4_MC04-1g06018	358.452	678.251	141.028	153.892	668.671	628.663
MvSl-1064-A2-R4_MC04-1g06019	134	223	26	42	272.424	374.035
MvSl-1064-A2-R4_MC04-1g06020	994.371	1117.77	731.552	630.045	2277.01	2441.97
MvSl-1064-A2-R4_MC04-1g06021	1746	1936	271	410	1428	980
MvSl-1064-A2-R4_MC04-1g06022	754	770	1239	1337	940	810
MvSl-1064-A2-R4_MC04-1g06023	1723	1424	4858	4615	2104	1873
MvSl-1064-A2-R4_MC04-1g06024	5380	4899	2798	2434	4529	4895
MvSl-1064-A2-R4_MC04-1g06025	28	48	56	80	986	1037
MvSl-1064-A2-R4_MC04-1g06026	1414	1199	2042	2217	1999	2199
MvSl-1064-A2-R4_MC04-1g06027	2326	1884	20055	21644	2450	1951
MvSl-1064-A2-R4_MC04-1g06028	841	769	1273	1165	914	702
MvSl-1064-A2-R4_MC04-1g06029	0	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g06030	3727	5409	4192	4649	7329	6106
MvSl-1064-A2-R4_MC04-1g06031	98	427	301	374	444	253
MvSl-1064-A2-R4_MC04-1g06032	233	1694	1120	1452	1535	727
MvSl-1064-A2-R4_MC04-1g06033	492	446	843	794	520	431
MvSl-1064-A2-R4_MC04-1g06034	1	2	4	0	1	1
MvSl-1064-A2-R4_MC04-1g06035	299	310	822	908	355	348
MvSl-1064-A2-R4_MC04-1g06036	2571	2442	3037	2860	2703	2508
MvSl-1064-A2-R4_MC04-1g06037	2156	1994	5669	5364	2461	2359
MvSl-1064-A2-R4_MC04-1g06038	4923	5779	7039	8177	6925	6074
MvSl-1064-A2-R4_MC04-1g06039	1303	1262	2380	2464	1451	1325
MvSl-1064-A2-R4_MC04-1g06040	2	7	24	14	125	70
MvSl-1064-A2-R4_MC04-1g06041	1	0	8	6	1	0
MvSl-1064-A2-R4_MC04-1g06042	0	0	0	0	0	1
MvSl-1064-A2-R4_MC04-1g06043	1354	1436	1873	1796	1700	1392
MvSl-1064-A2-R4_MC04-1g06044	6126	4258	29779	27464	5608	4421
MvSl-1064-A2-R4_MC04-1g06045	4716	5157	13079	11480	7139	6227
MvSl-1064-A2-R4_MC04-1g06046	4413	3340	6954	8408	3293	4057
MvSl-1064-A2-R4_MC04-1g06047	885	664	3811	3394	878	755
MvSl-1064-A2-R4_MC04-1g06048	525	458	1114	1028	607	651
MvSl-1064-A2-R4_MC04-1g06049	262	262	727	711	355	347
MvSl-1064-A2-R4_MC04-1g06050	2657	1975	3972	3842	2653	2392
MvSl-1064-A2-R4_MC04-1g06051	238	239	205	184	226	263
MvSl-1064-A2-R4_MC04-1g06052	589.048	780.159	486.144	684.941	939.827	739.469
MvSl-1064-A2-R4_MC04-1g06053	529.46	496.472	320.034	279.388	582.836	583.89
MvSl-1064-A2-R4_MC04-1g06054	404.658	476.928	759.445	767.055	664.084	671.644
MvSl-1064-A2-R4_MC04-1g06055	996.323	1012.5	398.091	456.201	894.979	1356.71
MvSl-1064-A2-R4_MC04-1g06056	1539.57	1244.67	4624.47	4589.43	1554.5	1430.05
MvSl-1064-A2-R4_MC04-1g06057	1197	1222	2128	2961	1588	1485
MvSl-1064-A2-R4_MC04-1g06058	1865	1807	1861	2017	1736	1549
MvSl-1064-A2-R4_MC04-1g06059	798	809	1724	1757	1281	762
MvSl-1064-A2-R4_MC04-1g06060	1545	2014	777	636	1823	2077
MvSl-1064-A2-R4_MC04-1g06061	3368	3739	3724	4139	3832	3772
MvSl-1064-A2-R4_MC04-1g06062	645	431	883	690	705	624
MvSl-1064-A2-R4_MC04-1g06063	599	674	103	102	1002	1066
MvSl-1064-A2-R4_MC04-1g06064	1065	917	572	648	1095	1026
MvSl-1064-A2-R4_MC04-1g06065	1554	1104	3841	3170	1450	1234
MvSl-1064-A2-R4_MC04-1g06066	4	0	8	4	5	2
MvSl-1064-A2-R4_MC04-1g06067	6607	4332	12217	9825	7638	3500
MvSl-1064-A2-R4_MC04-1g06068	878	644	868	847	725	657
MvSl-1064-A2-R4_MC04-1g06069	495	391	754	822	499	362
MvSl-1064-A2-R4_MC04-1g06070	503	448	1178	1164	503	514
MvSl-1064-A2-R4_MC04-1g06071	230	207	2624	2330	223	203
MvSl-1064-A2-R4_MC04-1g06072	886	866	691	620	1066	972
MvSl-1064-A2-R4_MC04-1g06073	593	536	497	610	480	448
MvSl-1064-A2-R4_MC04-1g06074	1549	1470	3083	3014	1133	1802
MvSl-1064-A2-R4_MC04-1g06075	71.3067	61.2656	83.2352	149.234	61.836	69.2804
MvSl-1064-A2-R4_MC04-1g06076	65.0893	86.215	71.7357	87.5503	42.9236	65.1819
MvSl-1064-A2-R4_MC04-1g06077	532	477	17810	12233	1584	1514
MvSl-1064-A2-R4_MC04-1g06078	2346	2165	4216	3925	3287	3286
MvSl-1064-A2-R4_MC04-1g06079	2.02216	0	5.13258	12.3726	4.0277	6.05642
MvSl-1064-A2-R4_MC04-1g06080	317	395	333	407	440	346
MvSl-1064-A2-R4_MC04-1g06081	535	488	449	469	589	457
MvSl-1064-A2-R4_MC04-1g06082	2015	1696	1475	1561	1958	1964
MvSl-1064-A2-R4_MC04-1g06083	1277	1372	1018	848	1195	1068
MvSl-1064-A2-R4_MC04-1g06084	516	396	1125	866	616	515
MvSl-1064-A2-R4_MC04-1g06085	1798	1726	3687	3576	2246	1985
MvSl-1064-A2-R4_MC04-1g06086	14	8	28	37	16022	20234
MvSl-1064-A2-R4_MC04-1g06087	1169	1172	1879	1962	1444	1377
MvSl-1064-A2-R4_MC04-1g06088	392	376	247	425	489	409
MvSl-1064-A2-R4_MC04-1g06089	542	479	1099	1455	656	525
MvSl-1064-A2-R4_MC04-1g06090	442	334	4108	3063	771	488
MvSl-1064-A2-R4_MC04-1g06091	912	1136	2413	2664	2429	1616
MvSl-1064-A2-R4_MC04-1g06092	0	1	0	0	1	0
MvSl-1064-A2-R4_MC04-1g06093	0	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g06094	7.05508	12.0818	3.00658	6.01206	15.0717	13.0624
MvSl-1064-A2-R4_MC04-1g06095	617	475	1040	827	849	687
MvSl-1064-A2-R4_MC04-1g06096	1422	1281	2332	2242	1558	1174
MvSl-1064-A2-R4_MC04-1g06097	3560	4282	3417	3481	4702	3754
MvSl-1064-A2-R4_MC04-1g06098	261	243	228	128	237	229
MvSl-1064-A2-R4_MC04-1g06099	3068	2735	2037	1537	3203	3681
MvSl-1064-A2-R4_MC04-1g06100	509	354	1178	1064	570	568
MvSl-1064-A2-R4_MC04-1g06101	2747	3041	3483	3862	3470	2528
MvSl-1064-A2-R4_MC04-1g06102	176.285	132.692	191.915	183.551	242.527	283.875
MvSl-1064-A2-R4_MC04-1g06103	1188.7	1511.79	592.538	775.618	1258.38	1600.18
MvSl-1064-A2-R4_MC04-1g06104	5.13881	3.22819	4.38227	0	3.25501	10.534
MvSl-1064-A2-R4_MC04-1g06105	122.082	101.432	38.803	40.9414	174.914	303.213
