gid	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC04-1g05736	2715	2072	3320	2871
MvSl-1064-A1-R4_MC04-1g05737	3619	3159	4006	4520
MvSl-1064-A1-R4_MC04-1g05738	1562	1491	1893	1931
MvSl-1064-A1-R4_MC04-1g05739	1703	1872	1912	2084
MvSl-1064-A1-R4_MC04-1g05740	4557	4533	5043	5111
MvSl-1064-A1-R4_MC04-1g05741	1725	2221	1867	2224
MvSl-1064-A1-R4_MC04-1g05742	2140.73	1966.36	3057.73	2254.18
MvSl-1064-A1-R4_MC04-1g05744	1344.81	1460.61	867.854	733.555
MvSl-1064-A1-R4_MC04-1g05745	1250	968	1938	1746
MvSl-1064-A1-R4_MC04-1g05746	465	451	581	623
MvSl-1064-A1-R4_MC04-1g05747	1382	1554	1413	1713
MvSl-1064-A1-R4_MC04-1g05748	4472	5349	4900	5382
MvSl-1064-A1-R4_MC04-1g05749	35	34	48	29
MvSl-1064-A1-R4_MC04-1g05750	1188	1285	1186	1383
MvSl-1064-A1-R4_MC04-1g05751	1561	2056	1889	2327
MvSl-1064-A1-R4_MC04-1g05752	741	733	769	841
MvSl-1064-A1-R4_MC04-1g05753	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05754	5929	3684	5412	3727
MvSl-1064-A1-R4_MC04-1g05755	498	196	436	103
MvSl-1064-A1-R4_MC04-1g05756	1703	683	1695	233
MvSl-1064-A1-R4_MC04-1g05757	400.941	412.482	442.462	493.539
MvSl-1064-A1-R4_MC04-1g05758	0	0	2	1
MvSl-1064-A1-R4_MC04-1g05759	208	238	287	274
MvSl-1064-A1-R4_MC04-1g05760	2071	2267	2442	2571
MvSl-1064-A1-R4_MC04-1g05761	1846	1985	1996	2156
MvSl-1064-A1-R4_MC04-1g05762	5646	5277	5781	4922
MvSl-1064-A1-R4_MC04-1g05763	1105	1133	1261	1303
MvSl-1064-A1-R4_MC04-1g05764	5	3	7	2
MvSl-1064-A1-R4_MC04-1g05765	0	0	0	1
MvSl-1064-A1-R4_MC04-1g05766	0	1	0	0
MvSl-1064-A1-R4_MC04-1g05767	1235	1191	1437	1351
MvSl-1064-A1-R4_MC04-1g05768	3707	5445	4258	6125
MvSl-1064-A1-R4_MC04-1g05769	4562	4144	5186	4732
MvSl-1064-A1-R4_MC04-1g05770	3451	4808	3343	4416
MvSl-1064-A1-R4_MC04-1g05771	657	915	730	981
MvSl-1064-A1-R4_MC04-1g05772	388	470	406	490
MvSl-1064-A1-R4_MC04-1g05773	265	306	284	285
MvSl-1064-A1-R4_MC04-1g05774	1926	2618	1975	2659
MvSl-1064-A1-R4_MC04-1g05775	229	254	279	288
MvSl-1064-A1-R4_MC04-1g05776	1140.41	842.477	1009.02	775.656
MvSl-1064-A1-R4_MC04-1g05777	417.758	373.334	584.637	604.244
MvSl-1064-A1-R4_MC04-1g05778	1111.56	1082.57	1213.44	1184.48
MvSl-1064-A1-R4_MC04-1g05779	1142.52	1057.17	1289.9	1169.42
MvSl-1064-A1-R4_MC04-1g05780	1073.74	1390.67	1263.95	1559.7
MvSl-1064-A1-R4_MC04-1g05781	1192	1193	1214	1189
MvSl-1064-A1-R4_MC04-1g05782	1866	1905	1783	1836
MvSl-1064-A1-R4_MC04-1g05783	525	566	802	791
MvSl-1064-A1-R4_MC04-1g05784	1248	1027	1893	1433
MvSl-1064-A1-R4_MC04-1g05785	3071	2894	3736	3362
MvSl-1064-A1-R4_MC04-1g05786	519	523	430	639
MvSl-1064-A1-R4_MC04-1g05787	657	459	674	597
MvSl-1064-A1-R4_MC04-1g05788	785	850	910	1052
MvSl-1064-A1-R4_MC04-1g05789	940	1242	1090	1514
MvSl-1064-A1-R4_MC04-1g05790	3	2	0	4
MvSl-1064-A1-R4_MC04-1g05791	2557	4269	4335	6613
MvSl-1064-A1-R4_MC04-1g05792	686	845	646	881
MvSl-1064-A1-R4_MC04-1g05793	331	438	390	494
MvSl-1064-A1-R4_MC04-1g05794	396	372	449	503
MvSl-1064-A1-R4_MC04-1g05795	140	168	199	222
MvSl-1064-A1-R4_MC04-1g05796	753	742	869	889
MvSl-1064-A1-R4_MC04-1g05797	379	467	512	583
MvSl-1064-A1-R4_MC04-1g05798	1218	1514	1461	1541
MvSl-1064-A1-R4_MC04-1g05799	242.111	204.147	257.335	187.842
MvSl-1064-A1-R4_MC04-1g05801	116	244	479	534
MvSl-1064-A1-R4_MC04-1g05802	1971	2356	2080	2251
MvSl-1064-A1-R4_MC04-1g05803	1.00826	3.0186	62.3545	57.8139
MvSl-1064-A1-R4_MC04-1g05804	358	290	396	323
MvSl-1064-A1-R4_MC04-1g05805	381	395	487	526
MvSl-1064-A1-R4_MC04-1g05806	1425	1600	1725	2046
MvSl-1064-A1-R4_MC04-1g05807	841	785	1315	1224
MvSl-1064-A1-R4_MC04-1g05808	366	408	394	513
MvSl-1064-A1-R4_MC04-1g05809	1637	1580	1728	1798
MvSl-1064-A1-R4_MC04-1g05810	24	28	12	19
MvSl-1064-A1-R4_MC04-1g05811	1162	1358	1174	1168
MvSl-1064-A1-R4_MC04-1g05812	176	284	373	390
MvSl-1064-A1-R4_MC04-1g05813	440	541	479	542
MvSl-1064-A1-R4_MC04-1g05814	269	375	334	438
MvSl-1064-A1-R4_MC04-1g05815	619	413	1076	863
MvSl-1064-A1-R4_MC04-1g05816	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05817	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05818	2.03327	0	0	0
MvSl-1064-A1-R4_MC04-1g05819	578	592	473	615
MvSl-1064-A1-R4_MC04-1g05820	968	1113	1238	1357
MvSl-1064-A1-R4_MC04-1g05821	3750	3155	4284	3560
MvSl-1064-A1-R4_MC04-1g05822	192	211	244	262
MvSl-1064-A1-R4_MC04-1g05823	2353	2545	2735	3068
MvSl-1064-A1-R4_MC04-1g05824	445	496	355	509
MvSl-1064-A1-R4_MC04-1g05827	1446.63	1229.47	1584.53	1259.32
MvSl-1064-A1-R4_MC04-1g05830	2651	2736	2806	2708
MvSl-1064-A1-R4_MC04-1g05831	516	689	506	608
MvSl-1064-A1-R4_MC04-1g05832	5.08878	1.55374	81.6842	128.62
MvSl-1064-A1-R4_MC04-1g05833	64.895	55.3725	1377.55	996.571
MvSl-1064-A1-R4_MC04-1g05834	56.409	50.1129	49.105	22.2298
MvSl-1064-A1-R4_MC04-1g05836	22.7858	5.8664	33.685	22.9912
MvSl-1064-A1-R4_MC04-1g05837	26	22	20	36
MvSl-1064-A1-R4_MC04-1g05838	6631	5797	7766	6330
MvSl-1064-A1-R4_MC04-1g05839	544	532	629	739
MvSl-1064-A1-R4_MC04-1g05840	2668	2379	2875	3306
MvSl-1064-A1-R4_MC04-1g05841	1619	1815	1569	1778
MvSl-1064-A1-R4_MC04-1g05842	20	30	31	32
MvSl-1064-A1-R4_MC04-1g05843	72	59	77	89
MvSl-1064-A1-R4_MC04-1g05844	171	234	186	194
MvSl-1064-A1-R4_MC04-1g05845	139	108	210	182
MvSl-1064-A1-R4_MC04-1g05846	926	938	1032	1061
MvSl-1064-A1-R4_MC04-1g05847	230	289	315	354
MvSl-1064-A1-R4_MC04-1g05848	3460	2798	4160	3371
MvSl-1064-A1-R4_MC04-1g05849	637	624	786	686
MvSl-1064-A1-R4_MC04-1g05850	642	777	786	880
MvSl-1064-A1-R4_MC04-1g05851	477	558	697	717
MvSl-1064-A1-R4_MC04-1g05852	3	16	16	19
MvSl-1064-A1-R4_MC04-1g05853	974	1096	1165	1309
MvSl-1064-A1-R4_MC04-1g05854	1413	1631	1546	1690
MvSl-1064-A1-R4_MC04-1g05855	3726	4004	4363	4291
MvSl-1064-A1-R4_MC04-1g05856	933	1176	1025	1148
MvSl-1064-A1-R4_MC04-1g05857	382	476	406	495
MvSl-1064-A1-R4_MC04-1g05859	1319	1160	1213	1249
MvSl-1064-A1-R4_MC04-1g05860	78	89	83	94
MvSl-1064-A1-R4_MC04-1g05861	65	42	50	44
MvSl-1064-A1-R4_MC04-1g05862	188	136.956	191	133
MvSl-1064-A1-R4_MC04-1g05863	8.83665	7.39408	30.5903	37.1219
MvSl-1064-A1-R4_MC04-1g05865	4307	4300	2452	3211
MvSl-1064-A1-R4_MC04-1g05866	2260	1942	1964	1936
MvSl-1064-A1-R4_MC04-1g05867	577	682	565	670
MvSl-1064-A1-R4_MC04-1g05868	309	575	469	751
MvSl-1064-A1-R4_MC04-1g05869	2539	3071	2858	2958
MvSl-1064-A1-R4_MC04-1g05870	2104	2020	2684	2604
MvSl-1064-A1-R4_MC04-1g05871	1911	3261	1479	2260
MvSl-1064-A1-R4_MC04-1g05872	1226	1493	1246	1476
MvSl-1064-A1-R4_MC04-1g05873	9560.6	9219.19	8473.66	9405.14
MvSl-1064-A1-R4_MC04-1g05874	3497	3158	3773	3841
MvSl-1064-A1-R4_MC04-1g05875	766	728	982	868
MvSl-1064-A1-R4_MC04-1g05876	4311	4809	4561	4992
MvSl-1064-A1-R4_MC04-1g05877	107	131	246	243
MvSl-1064-A1-R4_MC04-1g05878	1936	1760	2147	2131
MvSl-1064-A1-R4_MC04-1g05879	1232	1269	1471	1457
MvSl-1064-A1-R4_MC04-1g05880	2574	2825	2813	3199
MvSl-1064-A1-R4_MC04-1g05881	496	777	568	659
MvSl-1064-A1-R4_MC04-1g05882	319	362	484	580
MvSl-1064-A1-R4_MC04-1g05883	809	939	1051	1138
MvSl-1064-A1-R4_MC04-1g05884	1772	2857	2018	3248
MvSl-1064-A1-R4_MC04-1g05885	2179	2794	2388	2968
MvSl-1064-A1-R4_MC04-1g05886	1435	2265	1953	2235
MvSl-1064-A1-R4_MC04-1g05887	3657	2993	4414	3487
MvSl-1064-A1-R4_MC04-1g05888	587	1027	656	795
MvSl-1064-A1-R4_MC04-1g05889	2334	2441	2475	2467
MvSl-1064-A1-R4_MC04-1g05890	523	581	832	668
MvSl-1064-A1-R4_MC04-1g05907	99.358	85.1362	225.759	208.465
MvSl-1064-A1-R4_MC04-1g05908	149.283	140.273	226.435	207.933
MvSl-1064-A1-R4_MC04-1g05909	1064.12	1518.47	1639.58	1913.64
MvSl-1064-A1-R4_MC04-1g05911	11.8802	12.9739	44.8794	20.2719
MvSl-1064-A1-R4_MC04-1g05912	380	506	508	496
MvSl-1064-A1-R4_MC04-1g05914	2438	2637	2858	3077
MvSl-1064-A1-R4_MC04-1g05915	751	794	907	1007
MvSl-1064-A1-R4_MC04-1g05916	120	143	113	110
MvSl-1064-A1-R4_MC04-1g05917	269	259	328	297
MvSl-1064-A1-R4_MC04-1g05918	436	360	580	486
MvSl-1064-A1-R4_MC04-1g05919	424	408	596	549
MvSl-1064-A1-R4_MC04-1g05920	974	1435	1129	1449
MvSl-1064-A1-R4_MC04-1g05921	1292	1233	1239	1303
MvSl-1064-A1-R4_MC04-1g05922	3461	3838	3010	3283
MvSl-1064-A1-R4_MC04-1g05923	2288	2344	2265	2474
MvSl-1064-A1-R4_MC04-1g05924	1337	2660	1454	2010
MvSl-1064-A1-R4_MC04-1g05925	56	50	83	66
MvSl-1064-A1-R4_MC04-1g05926	129	151	214	196
MvSl-1064-A1-R4_MC04-1g05927	289	272	464	444
MvSl-1064-A1-R4_MC04-1g05928	2444	2285	3021	2651
MvSl-1064-A1-R4_MC04-1g05929	547	657	640	672
MvSl-1064-A1-R4_MC04-1g05930	1299	1174	1315	1259
MvSl-1064-A1-R4_MC04-1g05931	247	197	266	285
MvSl-1064-A1-R4_MC04-1g05932	181	226	323	264
MvSl-1064-A1-R4_MC04-1g05933	421	576	501	578
MvSl-1064-A1-R4_MC04-1g05934	1684	1865	2011	2220
MvSl-1064-A1-R4_MC04-1g05935	87	94	160	150
MvSl-1064-A1-R4_MC04-1g05936	104	124	164	188
MvSl-1064-A1-R4_MC04-1g05937	1302	1485	1766	2141
MvSl-1064-A1-R4_MC04-1g05938	3835	3803	4349	4165
MvSl-1064-A1-R4_MC04-1g05939	1492	1558	1258	1415
MvSl-1064-A1-R4_MC04-1g05940	1692	2232	1626	1831
MvSl-1064-A1-R4_MC04-1g05941	7118	8711	7703	9298
MvSl-1064-A1-R4_MC04-1g05942	1001	863	1721	1891
MvSl-1064-A1-R4_MC04-1g05943	527	791	645	871
MvSl-1064-A1-R4_MC04-1g05944	859	1307	1144	1399
MvSl-1064-A1-R4_MC04-1g05945	1799	2886	1199	1774
MvSl-1064-A1-R4_MC04-1g05946	6	13	12	11.6422
MvSl-1064-A1-R4_MC04-1g05947	6	12	2	6.35782
MvSl-1064-A1-R4_MC04-1g05948	3515	3647	4827	4654
MvSl-1064-A1-R4_MC04-1g05949	821	890	1032	1111
MvSl-1064-A1-R4_MC04-1g05950	527	678	588	687
MvSl-1064-A1-R4_MC04-1g05951	2993	2404	3369	2489
MvSl-1064-A1-R4_MC04-1g05952	18.3606	31.5534	30.6396	21.6554
MvSl-1064-A1-R4_MC04-1g05953	3.17567	1.07035	4.0757	6.73877
MvSl-1064-A1-R4_MC04-1g05954	6220	5192	7535	6252
MvSl-1064-A1-R4_MC04-1g05955	1008	1748	2097	2868
MvSl-1064-A1-R4_MC04-1g05956	1568	1953	2065	2581
MvSl-1064-A1-R4_MC04-1g05957	360	419	327	486
MvSl-1064-A1-R4_MC04-1g05958	547	524	584	709
MvSl-1064-A1-R4_MC04-1g05959	199	270	268	322
MvSl-1064-A1-R4_MC04-1g05960	159	165	179	212
MvSl-1064-A1-R4_MC04-1g05961	1733	2257	2025	2303
MvSl-1064-A1-R4_MC04-1g05962	1	0	1	1
MvSl-1064-A1-R4_MC04-1g05963	11	12	18	20
MvSl-1064-A1-R4_MC04-1g05964	2043	2061	1972	2497
MvSl-1064-A1-R4_MC04-1g05965	4464	4681	5109	5491
MvSl-1064-A1-R4_MC04-1g05966	24	26	21	23
MvSl-1064-A1-R4_MC04-1g05967	2302	2825	2413	3033
MvSl-1064-A1-R4_MC04-1g05968	736	812	923	1098
MvSl-1064-A1-R4_MC04-1g05969	960	968	1473	1297
MvSl-1064-A1-R4_MC04-1g05970	533	703	589	658
MvSl-1064-A1-R4_MC04-1g05971	27.8274	41.5883	27.9469	25.5841
MvSl-1064-A1-R4_MC04-1g05972	729	1110	670	826
MvSl-1064-A1-R4_MC04-1g05973	1098	1420	1387	1449
MvSl-1064-A1-R4_MC04-1g05974	613	670	789	809
MvSl-1064-A1-R4_MC04-1g05975	1033	1027	1421	1338
MvSl-1064-A1-R4_MC04-1g05976	1021	1284	1154	1275
MvSl-1064-A1-R4_MC04-1g05977	2117	2579	2663	2658
MvSl-1064-A1-R4_MC04-1g05978	24.2435	24.7801	56.1736	47.7527
MvSl-1064-A1-R4_MC04-1g05980	2570.16	1993.49	5357.54	3451.61
MvSl-1064-A1-R4_MC04-1g05986	180.347	169.052	218.636	191.172
MvSl-1064-A1-R4_MC04-1g05987	408.498	570.202	464.472	564.222
MvSl-1064-A1-R4_MC04-1g05988	754	667	724	530
MvSl-1064-A1-R4_MC04-1g05989	1000	1006	822	734
MvSl-1064-A1-R4_MC04-1g05990	1273	1038	1780	1523
MvSl-1064-A1-R4_MC04-1g05991	1483	1405	1432	1748
MvSl-1064-A1-R4_MC04-1g05992	1422	1637	1706	1887
MvSl-1064-A1-R4_MC04-1g05993	11515	7354	13959	9782
MvSl-1064-A1-R4_MC04-1g05994	93	61	125	111
MvSl-1064-A1-R4_MC04-1g05995	6961	5179	5860	5351
MvSl-1064-A1-R4_MC04-1g05996	2233	2553	2566	2802
MvSl-1064-A1-R4_MC04-1g05997	873	933	1019	1132
MvSl-1064-A1-R4_MC04-1g05998	2100	2261	2082	2045
MvSl-1064-A1-R4_MC04-1g05999	502	662	690	722
MvSl-1064-A1-R4_MC04-1g06000	22	30	34	45
MvSl-1064-A1-R4_MC04-1g06001	4837	4826	6111	5731
MvSl-1064-A1-R4_MC04-1g06002	3754	3081	4059	3960
MvSl-1064-A1-R4_MC04-1g06003	194	202	162	220
MvSl-1064-A1-R4_MC04-1g06004	58	56	198	152
MvSl-1064-A1-R4_MC04-1g06005	43839	27734	68953	50825
MvSl-1064-A1-R4_MC04-1g06006	7739	6940	10269	8263
MvSl-1064-A1-R4_MC04-1g06007	0	0	1.30227	0
MvSl-1064-A1-R4_MC04-1g06008	114.668	126.634	157.501	115.389
MvSl-1064-A1-R4_MC04-1g06009	2514	2353	2955	3104
MvSl-1064-A1-R4_MC04-1g06010	1705	1486	1948	1744
MvSl-1064-A1-R4_MC04-1g06011	1244	1242	1214	1087
MvSl-1064-A1-R4_MC04-1g06012	1585	1600	1555	1671
MvSl-1064-A1-R4_MC04-1g06013	12.1721	19.3779	28.1255	29.7818
MvSl-1064-A1-R4_MC04-1g06014	165.043	129.724	175.257	220.265
MvSl-1064-A1-R4_MC04-1g06015	949.985	1223.28	1539.47	1525.97
MvSl-1064-A1-R4_MC04-1g06016	4	1	3	3
MvSl-1064-A1-R4_MC04-1g06017	888	803	867	861
MvSl-1064-A1-R4_MC04-1g06018	138	101	136	136
MvSl-1064-A1-R4_MC04-1g06019	47	50	52	68
MvSl-1064-A1-R4_MC04-1g06020	467	639	521	607
MvSl-1064-A1-R4_MC04-1g06022	1164.16	954.24	2636.6	1915.9
MvSl-1064-A1-R4_MC04-1g06027	4.91219	5.60996	2445.2	1099.16
MvSl-1064-A1-R4_MC04-1g06030	2	6	17	6
MvSl-1064-A1-R4_MC04-1g06031	4905	4605	5284	5305
MvSl-1064-A1-R4_MC04-1g06032	976	972	1081	1137
MvSl-1064-A1-R4_MC04-1g06033	4080	3350	4674	3881
MvSl-1064-A1-R4_MC04-1g06034	8255.74	6743.81	9271.18	6617.61
MvSl-1064-A1-R4_MC04-1g06035	3564	4477	4101	4361
MvSl-1064-A1-R4_MC04-1g06036	393	373	515	434
MvSl-1064-A1-R4_MC04-1g06037	392	546	385	461
MvSl-1064-A1-R4_MC04-1g06038	2698	2647	3349	3357
MvSl-1064-A1-R4_MC04-1g06039	26	14	25	14
MvSl-1064-A1-R4_MC04-1g06040	139	113	214	297
MvSl-1064-A1-R4_MC04-1g06041	473	354	1062	1181
MvSl-1064-A1-R4_MC04-1g06042	3	5	7	11
MvSl-1064-A1-R4_MC04-1g06043	3130	3223	4076	3618
MvSl-1064-A1-R4_MC04-1g06044	2903	2936	2877	2594
MvSl-1064-A1-R4_MC04-1g06045	846	882	930	978
MvSl-1064-A1-R4_MC04-1g06046	5	22	21	18
MvSl-1064-A1-R4_MC04-1g06048	426	266	387	297
MvSl-1064-A1-R4_MC04-1g06049	7	2	2	3
MvSl-1064-A1-R4_MC04-1g06050	1941	2281	1945	2134
MvSl-1064-A1-R4_MC04-1g06051	1	0	1	0
MvSl-1064-A1-R4_MC04-1g06052	262	179	421	182
MvSl-1064-A1-R4_MC04-1g06053	34	26	67	44
MvSl-1064-A1-R4_MC04-1g06054	125	131	218	200
MvSl-1064-A1-R4_MC04-1g06055	7461	6509	7148	5816
MvSl-1064-A1-R4_MC04-1g06056	2390	2160	2349	2169
MvSl-1064-A1-R4_MC04-1g06057	1252	1437	1379	1533
MvSl-1064-A1-R4_MC04-1g06058	494	496	524	456
MvSl-1064-A1-R4_MC04-1g06059	86.7623	55.016	113.919	108.215
MvSl-1064-A1-R4_MC04-1g06060	1975	1567	2016	1929
MvSl-1064-A1-R4_MC04-1g06061	20.6273	19.3459	17.7973	38.7504
MvSl-1064-A1-R4_MC04-1g06062	65.3457	65.0884	90.0532	63.0278
MvSl-1064-A1-R4_MC04-1g06064	26	34	24	21
MvSl-1064-A1-R4_MC04-1g06065	186	118	180	133
MvSl-1064-A1-R4_MC04-1g06066	718.666	762.072	753.55	789.749
MvSl-1064-A1-R4_MC04-1g06067	275	254	355	336
MvSl-1064-A1-R4_MC04-1g06068	0	0	3	0
MvSl-1064-A1-R4_MC04-1g06069	455	476	610	603
MvSl-1064-A1-R4_MC04-1g06070	61	59	40	46
MvSl-1064-A1-R4_MC04-1g06073	4664.5	4326.47	982.295	789.019
MvSl-1064-A1-R4_MC04-2g06086	864.667	1063.95	8545.21	7783.48
MvSl-1064-A1-R4_MC04-2g06091	91.391	82	122.913	114
MvSl-1064-A1-R4_MC04-2g06092	1605	1509	1884	1741
MvSl-1064-A1-R4_MC04-2g06093	2284	2414	2752	2371
MvSl-1064-A1-R4_MC04-2g06094	215	231	294	359
MvSl-1064-A1-R4_MC04-2g06095	1063	1168	1232	1369
MvSl-1064-A1-R4_MC04-2g06096	1480	1899	1622	1984
MvSl-1064-A1-R4_MC04-2g06097	157	145	172	134
MvSl-1064-A1-R4_MC04-2g06098	912	763	1487	843
MvSl-1064-A1-R4_MC04-2g06099	367	553	648	788
MvSl-1064-A1-R4_MC04-2g06100	75	226	159	243
MvSl-1064-A1-R4_MC04-2g06101	1371	1228	1687	1710
MvSl-1064-A1-R4_MC04-2g06102	964	1006	1091	1212
MvSl-1064-A1-R4_MC04-2g06103	29	10	23	27
MvSl-1064-A1-R4_MC04-2g06104	15	17	8	16
MvSl-1064-A1-R4_MC04-2g06105	135	77	43	66
MvSl-1064-A1-R4_MC04-2g06106	914	749	917	815
MvSl-1064-A1-R4_MC04-2g06107	0	0	0	0
MvSl-1064-A1-R4_MC04-2g06108	2314	2256	2725	2878
MvSl-1064-A1-R4_MC04-2g06109	820.629	902.63	1074.73	1134.86
MvSl-1064-A1-R4_MC05-1g06113	1.05459	1.06991	0	1.06846
MvSl-1064-A1-R4_MC05-1g06115	13.0061	3.09964	22.5771	15.6133
MvSl-1064-A1-R4_MC05-1g06116	581.032	510.691	539.997	520.025
MvSl-1064-A1-R4_MC05-1g06117	2257	2321	2196	2420
MvSl-1064-A1-R4_MC05-1g06118	2153	1756	2463	2130
MvSl-1064-A1-R4_MC05-1g06119	1752	1496	1911	1717
MvSl-1064-A1-R4_MC05-1g06120	3965	4000	5436	5349
MvSl-1064-A1-R4_MC05-1g06121	385	455	508	567
MvSl-1064-A1-R4_MC05-1g06122	599	710	641	800
MvSl-1064-A1-R4_MC05-1g06123	6	11	14	5
MvSl-1064-A1-R4_MC05-1g06124	1627	2235	1693	1965
MvSl-1064-A1-R4_MC05-1g06125	148.148	149.735	342.044	307.11
MvSl-1064-A1-R4_MC05-1g06126	602.77	673.572	767.164	714.91
MvSl-1064-A1-R4_MC05-1g06127	141.779	116.437	171.196	178.737
MvSl-1064-A1-R4_MC05-1g06128	19	17	41	23
MvSl-1064-A1-R4_MC05-1g06129	1214	1144	1312	1220
MvSl-1064-A1-R4_MC05-1g06130	0	4	0	2
MvSl-1064-A1-R4_MC05-1g06131	5634	6060	6674	6544
MvSl-1064-A1-R4_MC05-1g06133	1243	1135	1342	1279
MvSl-1064-A1-R4_MC05-1g06134	3901	3107	3802	3569
MvSl-1064-A1-R4_MC05-1g06135	1203	1396	1580	1688
MvSl-1064-A1-R4_MC05-1g06136	6221	5311	7244	5922
MvSl-1064-A1-R4_MC05-1g06137	399.488	457.739	526.817	699.121
MvSl-1064-A1-R4_MC05-1g06138	14	13	18	11
MvSl-1064-A1-R4_MC05-1g06139	3964	3020	4228	3615
MvSl-1064-A1-R4_MC05-1g06140	0	1	1	1
MvSl-1064-A1-R4_MC05-1g06141	324	534	361	477
MvSl-1064-A1-R4_MC05-1g06142	5333	4505	8228	6333
MvSl-1064-A1-R4_MC05-1g06143	0	0	0	1
MvSl-1064-A1-R4_MC05-1g06144	0	1.00214	4	4
MvSl-1064-A1-R4_MC05-1g06145	1.02808	0	4.1057	0
MvSl-1064-A1-R4_MC05-1g06146	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06147	2457	2222	2757	2543
MvSl-1064-A1-R4_MC05-1g06148	2112	2612	2569	2859
MvSl-1064-A1-R4_MC05-1g06149	2083	2814	1583	1913
MvSl-1064-A1-R4_MC05-1g06150	1860	1861	1528	1485
MvSl-1064-A1-R4_MC05-1g06151	1760	2297	1913	2336
MvSl-1064-A1-R4_MC05-1g06152	228	219	200	192
MvSl-1064-A1-R4_MC05-1g06153	1261	1413	1618	1684
MvSl-1064-A1-R4_MC05-1g06154	1072	1289	987	1178
MvSl-1064-A1-R4_MC05-1g06155	716.873	1615.51	1047.73	1502.2
MvSl-1064-A1-R4_MC05-1g06156	26	88	59	74
MvSl-1064-A1-R4_MC05-1g06157	2303	3042	2477	3052
MvSl-1064-A1-R4_MC05-1g06158	1376	1431	1973	1720
MvSl-1064-A1-R4_MC05-1g06159	202	238	282	304
MvSl-1064-A1-R4_MC05-1g06160	887	717	833	709
MvSl-1064-A1-R4_MC05-1g06161	613	626	490	586
MvSl-1064-A1-R4_MC05-1g06162	261	489	281	341
MvSl-1064-A1-R4_MC05-1g06163	208.68	151.516	210.908	219.254
MvSl-1064-A1-R4_MC05-1g06164	28.7961	29.5935	157.05	144.559
MvSl-1064-A1-R4_MC05-1g06165	81.0483	92.0944	80.4878	86.0742
MvSl-1064-A1-R4_MC05-1g06168	1732	1307	1993	1466
MvSl-1064-A1-R4_MC05-1g06170	4985	4377	6153	5120
MvSl-1064-A1-R4_MC05-1g06171	1915	1843	1950	2152
MvSl-1064-A1-R4_MC05-1g06172	2344	3167	2385	3177
MvSl-1064-A1-R4_MC05-1g06173	6	6	16	14
MvSl-1064-A1-R4_MC05-1g06174	1913	1393	1676	1404
MvSl-1064-A1-R4_MC05-1g06175	684.882	652.616	1097.06	789.846
MvSl-1064-A1-R4_MC05-1g06176	1502	1418	1550	1372
MvSl-1064-A1-R4_MC05-1g06177	1630	1717	1981	2306
MvSl-1064-A1-R4_MC05-1g06178	5382	4791	6136	5395
MvSl-1064-A1-R4_MC05-1g06179	3615	4224	3820	4429
MvSl-1064-A1-R4_MC05-1g06180	2936	3275	3272	3388
MvSl-1064-A1-R4_MC05-1g06181	113.235	149.214	124.904	145.605
MvSl-1064-A1-R4_MC05-1g06183	262	176	377	262
MvSl-1064-A1-R4_MC05-1g06184	99.3128	87.3317	162.303	119.678
MvSl-1064-A1-R4_MC05-1g06185	664.083	791.521	778.227	863.966
MvSl-1064-A1-R4_MC05-1g06186	952	1099	1099	1118
MvSl-1064-A1-R4_MC05-1g06187	128.323	81	135	107
MvSl-1064-A1-R4_MC05-1g06188	1227	1326	1282	1286
MvSl-1064-A1-R4_MC05-1g06189	274	238	376	327
MvSl-1064-A1-R4_MC05-1g06190	56	40	80	66
MvSl-1064-A1-R4_MC05-1g06191	1262	1620	1423	1496
MvSl-1064-A1-R4_MC05-1g06192	1307	1162	1757	1491
MvSl-1064-A1-R4_MC05-1g06193	7200	6328	7139	6889
MvSl-1064-A1-R4_MC05-1g06194	2210	3488	2653	3086
MvSl-1064-A1-R4_MC05-1g06195	2005	2079	1829	1795
MvSl-1064-A1-R4_MC05-1g06196	699	1201	597	785
MvSl-1064-A1-R4_MC05-1g06197	1572	2044	1717	1741
MvSl-1064-A1-R4_MC05-1g06198	296.299	227.38	313.935	244.5
MvSl-1064-A1-R4_MC05-1g06200	2	0	1	0
MvSl-1064-A1-R4_MC05-1g06201	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06202	1671	903	2038	1517
MvSl-1064-A1-R4_MC05-1g06203	12230	12446	11172	10753
MvSl-1064-A1-R4_MC05-1g06204	297	338	318	342
MvSl-1064-A1-R4_MC05-1g06205	4728	4711	4736	4796
MvSl-1064-A1-R4_MC05-1g06206	2742	3140	2788	2864
MvSl-1064-A1-R4_MC05-1g06207	71	81	172	116
MvSl-1064-A1-R4_MC05-1g06211	123.003	105.676	233.079	169.937
MvSl-1064-A1-R4_MC05-1g06213	1662.25	3694.54	1258.1	1975.72
MvSl-1064-A1-R4_MC05-1g06215	404.011	435.193	996.505	919.93
MvSl-1064-A1-R4_MC05-1g06216	701	584	736	742
MvSl-1064-A1-R4_MC05-1g06217	1711	1559	2023	1913
