gene	M1	M2	M3
Minter-1389-PBcR_C06g04077	2704	2864	1724
Minter-1389-PBcR_C06g04078	775	962	356
Minter-1389-PBcR_C06g04079	506	547	365
Minter-1389-PBcR_C06g04080	978	1059	637
Minter-1389-PBcR_C06g04082	1461	1538	748
Minter-1389-PBcR_C06g04083	3053	3643	1585
Minter-1389-PBcR_C06g04084	2881	2990	2231
Minter-1389-PBcR_C06g04085	2460	3234	1562
Minter-1389-PBcR_C06g04086	3000	3983	1795
Minter-1389-PBcR_C06g04087	6460	7441	3667
Minter-1389-PBcR_C06g04088	383	627	88
Minter-1389-PBcR_C06g04089	2444	2755	1400
Minter-1389-PBcR_C06g04090	1508	2517	1280
Minter-1389-PBcR_C06g04091	1213	1820	749
Minter-1389-PBcR_C06g04092	3229	3283	2714
Minter-1389-PBcR_C06g04093	3289	2418	2334
Minter-1389-PBcR_C06g04094	1755	1425	1013
Minter-1389-PBcR_C06g04095	9290	10326	5876
Minter-1389-PBcR_C06g04096	868	1085	505
Minter-1389-PBcR_C06g04097	515	661	293
Minter-1389-PBcR_C06g04099	5368	5646	3475
Minter-1389-PBcR_C06g04100	4191	4151	3414
Minter-1389-PBcR_C06g04101	14440	16983	8599
Minter-1389-PBcR_C06g04102	3817	4473	2086
Minter-1389-PBcR_C06g04103	3214	3520	1643
Minter-1389-PBcR_C06g04104	4586	6138	2411
Minter-1389-PBcR_C06g04105	4527.26	4449.34	3587.4
Minter-1389-PBcR_C06g04108	948	1118	757
Minter-1389-PBcR_C06g04109	2256	3012	1328
Minter-1389-PBcR_C06g04110	3008	2493	2424
Minter-1389-PBcR_C06g04111	1212	1300	315
Minter-1389-PBcR_C06g04112	2696	3168	1204
Minter-1389-PBcR_C06g04113	2798	3654	1555
Minter-1389-PBcR_C06g04117	817	648	691
Minter-1389-PBcR_C06g04120	4104	5011	2474
Minter-1389-PBcR_C06g04121	5105	7149	3803
Minter-1389-PBcR_C06g04122	1642	1730	1028
Minter-1389-PBcR_C06g04123	1462	2241	826
Minter-1389-PBcR_C06g04124	10959	9147	6998
Minter-1389-PBcR_C06g04125	5761	7002	3321
Minter-1389-PBcR_C06g04126	8368	7202	6192
Minter-1389-PBcR_C06g04127	5346	6159	2972
Minter-1389-PBcR_C06g04129	3869	4064	1910
Minter-1389-PBcR_C06g04130	366	452	271
Minter-1389-PBcR_C06g04132	1382	1491	717
Minter-1389-PBcR_C06g04133	1848	2345	1023
Minter-1389-PBcR_C06g04134	7765	6507	2412
Minter-1389-PBcR_C06g04135	2291	2560	1560
Minter-1389-PBcR_C06g04136	613	715	310
Minter-1389-PBcR_C06g04138	1221	1484	480
Minter-1389-PBcR_C06g04139	641	731	331
Minter-1389-PBcR_C06g04140	3167	3952	1683
Minter-1389-PBcR_C06g04141	826	877	629
Minter-1389-PBcR_C06g04142	1356	1241	1051
Minter-1389-PBcR_C06g04143	1095	754	709
Minter-1389-PBcR_C06g04144	658	465	300
Minter-1389-PBcR_C06g04145	551	1050	367
Minter-1389-PBcR_C06g04147	1243	1656	811
Minter-1389-PBcR_C06g04148	1285	856	181
Minter-1389-PBcR_C06g04149	1834	2363	1057
Minter-1389-PBcR_C06g04151	400	414	192
Minter-1389-PBcR_C06g04152	2519	3216	1664
Minter-1389-PBcR_C06g04153	821	741	444
Minter-1389-PBcR_C06g04154	2859	3603	1874
Minter-1389-PBcR_C06g04155	428	566	177
Minter-1389-PBcR_C06g04156	1103	1600	746
Minter-1389-PBcR_C06g04157	2645	2384	1258
Minter-1389-PBcR_C06g04158	9329	5639	9341
Minter-1389-PBcR_C06g04159	1455	1424	914
Minter-1389-PBcR_C06g04160	1342	1682	927
Minter-1389-PBcR_C06g04161	5385	6298	3770
Minter-1389-PBcR_C06g04163	2709	2678	1851
Minter-1389-PBcR_C06g04164	856	977	465
Minter-1389-PBcR_C06g04165	4863	5681	3325
Minter-1389-PBcR_C06g04166	4952	4796	2603
Minter-1389-PBcR_C06g04169	1033	1357	869
Minter-1389-PBcR_C06g04170	2527	3282	986
Minter-1389-PBcR_C06g04171	686	722	317
Minter-1389-PBcR_C06g04172	2562	2725	1128
Minter-1389-PBcR_C06g04173	3966	4077	2989
Minter-1389-PBcR_C06g04174	285	110	321
Minter-1389-PBcR_C06g04175	355	489	200
Minter-1389-PBcR_C06g04176	442	527	233
Minter-1389-PBcR_C06g04177	2844	2908	1907
Minter-1389-PBcR_C06g04178	1019	1087	518
Minter-1389-PBcR_C06g04179	578	567	343
Minter-1389-PBcR_C06g04181	2350	2115	1725
Minter-1389-PBcR_C06g04182	3174	3841	1548
Minter-1389-PBcR_C06g04183	2989	3046	1600
Minter-1389-PBcR_C06g04184	3287	4016	2432
Minter-1389-PBcR_C06g04185	1542	1918	924
Minter-1389-PBcR_C06g04186	1191	1330	684
Minter-1389-PBcR_C06g04187	3424	3691	1405
Minter-1389-PBcR_C06g04189	1607	1265	493
Minter-1389-PBcR_C06g04190	298	434	93
Minter-1389-PBcR_C06g04191	4280	4327	2919
Minter-1389-PBcR_C06g04192	857	878	506
Minter-1389-PBcR_C06g04193	5663	5531	2280
Minter-1389-PBcR_C06g04194	4247	4574	2514
Minter-1389-PBcR_C06g04196	772	647	585
Minter-1389-PBcR_C06g04197	16551	9426	14754
Minter-1389-PBcR_C06g04198	1411	1650	710
Minter-1389-PBcR_C06g04201	1772	2260	1008
Minter-1389-PBcR_C06g04202	4	1	2
Minter-1389-PBcR_C06g04205	1469	2228	919
Minter-1389-PBcR_C06g04206	1885	2373	1375
Minter-1389-PBcR_C06g04208	1201	1452	728
Minter-1389-PBcR_C06g04209	585	840	340
Minter-1389-PBcR_C06g04212	631	1047	244
Minter-1389-PBcR_C06g04213	6421	7597	3761
Minter-1389-PBcR_C06g04214	4506	4718	2091
Minter-1389-PBcR_C06g04215	4838	5733	2602
Minter-1389-PBcR_C06g04216	2795	3434	1695
Minter-1389-PBcR_C06g04217	2816	3059	1518
Minter-1389-PBcR_C06g04218	2601	2934	1566
Minter-1389-PBcR_C06g04219	290	256	40
Minter-1389-PBcR_C06g04222	4600	4391	3465
Minter-1389-PBcR_C06g04224	73	103	40
Minter-1389-PBcR_C06g04225	7979	7800	4672
Minter-1389-PBcR_C06g04226	964	1308	586
Minter-1389-PBcR_C06g04227	2737	2530	1919
Minter-1389-PBcR_C06g04228	1717	1839	963
Minter-1389-PBcR_C06g04229	9984	8405	6234
Minter-1389-PBcR_C06g04231	595	618	282
Minter-1389-PBcR_C06g04232	2774	3576	1817
Minter-1389-PBcR_C06g04233	1116	1364	639
Minter-1389-PBcR_C06g04234	769	924	582
Minter-1389-PBcR_C06g04235	908	1008	878
Minter-1389-PBcR_C06g04236	16	11	4
Minter-1389-PBcR_C06g04237	1300	1357	736
Minter-1389-PBcR_C06g04238	3010	3473	1895
Minter-1389-PBcR_C06g04240	3773	4067	1800
Minter-1389-PBcR_C06g04241	7581	8787	4748
Minter-1389-PBcR_C06g04242	1289	1694	617
Minter-1389-PBcR_C06g04243	4721	5205	3362
Minter-1389-PBcR_C06g04245	2195	2129	1475
Minter-1389-PBcR_C06g04246	1282	1487	1025
Minter-1389-PBcR_C06g04247	1163	1842	592
Minter-1389-PBcR_C06g04248	1771	1805	980
Minter-1389-PBcR_C06g04249	1438	2005	703
Minter-1389-PBcR_C06g04250	1260	1700	722
Minter-1389-PBcR_C06g04251	985	1094	546
Minter-1389-PBcR_C06g04252	4307	5665	2711
Minter-1389-PBcR_C06g04253	331	376	128
Minter-1389-PBcR_C06g04260	951	980	554
Minter-1389-PBcR_C06g04261	1655	1894	1064
Minter-1389-PBcR_C06g04262	922	1263	473
Minter-1389-PBcR_C06g04263	404	558	227
Minter-1389-PBcR_C06g04264	5319	5661	2787
Minter-1389-PBcR_C06g04265	4	7	0
Minter-1389-PBcR_C06g04266	78	136	18
Minter-1389-PBcR_C06g04267	3037	3406	1873
Minter-1389-PBcR_C06g04268	1667	1591	1222
Minter-1389-PBcR_C06g04269	2015	2561	1137
Minter-1389-PBcR_C06g04270	832	907	518
Minter-1389-PBcR_C06g04271	994	1089	635
Minter-1389-PBcR_C06g04272	5963	6201	4039
Minter-1389-PBcR_C06g04274	475.578	479.439	445.24
Minter-1389-PBcR_C06g04276	2313	2152	1491
Minter-1389-PBcR_C06g04277	1111	1293	784
Minter-1389-PBcR_C06g04280	1215	1487	716
Minter-1389-PBcR_C06g04281	1080	1608	527
Minter-1389-PBcR_C06g04282	1669	1933	1040
Minter-1389-PBcR_C06g04289	1312	1487	772
Minter-1389-PBcR_C06g04291	2573	3547	2152
Minter-1389-PBcR_C06g04292	1800	2016	1247
Minter-1389-PBcR_C06g04293	1125	1494	588
Minter-1389-PBcR_C06g04294	8072	9010	3292
Minter-1389-PBcR_C06g04296	4098.99	4805.3	2105.34
Minter-1389-PBcR_C06g04297	4228	5246	2057
Minter-1389-PBcR_C06g04298	3397	4080	2338
Minter-1389-PBcR_C06g04299	4174	2965	4400
Minter-1389-PBcR_C06g04300	625	648	508
Minter-1389-PBcR_C06g04301	69	44	46
Minter-1389-PBcR_C06g04303	12383	12447	9562
Minter-1389-PBcR_C06g04306	1240	2035	679
Minter-1389-PBcR_C06g04307	3593	3303	893
Minter-1389-PBcR_C06g04308	5148	5780	3373
Minter-1389-PBcR_C06g04309	35666	32108	37081
Minter-1389-PBcR_C06g04310	5216	5568	3085
Minter-1389-PBcR_C06g04311	2598	3322	1423
Minter-1389-PBcR_C06g04312	872	745	459
Minter-1389-PBcR_C06g04313	1657	2182	1009
Minter-1389-PBcR_C06g04319	4717.52	5886.81	2713.23
Minter-1389-PBcR_C06g04322	687	830	450
Minter-1389-PBcR_C06g04323	1	3	0
Minter-1389-PBcR_C06g04324	8961	9994	6019
Minter-1389-PBcR_C06g04326	1233	1486	722
Minter-1389-PBcR_C06g04327	2252	3461	1365
Minter-1389-PBcR_C06g04328	5504	6894	4342
Minter-1389-PBcR_C06g04329	2445	3250	1321
Minter-1389-PBcR_C06g04330	893	1362	464
Minter-1389-PBcR_C06g04331	1663	2142	993
Minter-1389-PBcR_C06g04332	8178	8051	4671
Minter-1389-PBcR_C06g04333	1185.02	660.284	803.373
Minter-1389-PBcR_C06g04335	3146	4041	1973
Minter-1389-PBcR_C06g04337	3128	2668	1751
Minter-1389-PBcR_C06g04338	2346	2372	1526
Minter-1389-PBcR_C06g04343	2813	2358	840
Minter-1389-PBcR_C06g04344	64	99	25
Minter-1389-PBcR_C06g04345	1806	1895	931
Minter-1389-PBcR_C06g04346	2421	3676	1402
Minter-1389-PBcR_C06g04347	2262	3039	1718
Minter-1389-PBcR_C06g04348	2114	2354	1021
Minter-1389-PBcR_C06g04349	922	854	637
Minter-1389-PBcR_C06g04350	5156	5744	3470
Minter-1389-PBcR_C06g04351	2595	3258	1858
Minter-1389-PBcR_C06g04353	2992	2710	1865
Minter-1389-PBcR_C06g04354	3277.77	3515	2033.78
Minter-1389-PBcR_C06g04357	3522	3610	1675
Minter-1389-PBcR_C06g04362	911.112	1157.9	635.607
Minter-1389-PBcR_C06g04363	911	1022	505
Minter-1389-PBcR_C06g04364	957	1174	528
Minter-1389-PBcR_C06g04365	1383.3	1803.04	905.457
Minter-1389-PBcR_C06g04366	10	4	3
Minter-1389-PBcR_C06g04368	2947	3892	1736
Minter-1389-PBcR_C07g04452	2087	1897	829
Minter-1389-PBcR_C07g04453	6750	5667	2830
Minter-1389-PBcR_C07g04454	1124	1266	513
Minter-1389-PBcR_C07g04455	2880	3013	1568
Minter-1389-PBcR_C07g04456	809	1047	469
Minter-1389-PBcR_C07g04457	635	705	366
Minter-1389-PBcR_C07g04458	1190	1370	772
Minter-1389-PBcR_C07g04459	5513	6533	3647
Minter-1389-PBcR_C07g04460	2569	3009	1500
Minter-1389-PBcR_C07g04461	546	757	341
Minter-1389-PBcR_C07g04462	3340	2960	1840
Minter-1389-PBcR_C07g04463	1555	1359	967
Minter-1389-PBcR_C07g04464	4487	4374	3358
Minter-1389-PBcR_C07g04465	460	445	146
Minter-1389-PBcR_C07g04466	6667	6234	3809
Minter-1389-PBcR_C07g04467	482	647	239
Minter-1389-PBcR_C07g04468	593	687	312
Minter-1389-PBcR_C07g04469	1916	2465	1100
Minter-1389-PBcR_C07g04470	1235	1524	649
Minter-1389-PBcR_C07g04471	1426	1552	762
Minter-1389-PBcR_C07g04472	1630	1449	935
Minter-1389-PBcR_C07g04473	47420	58201	25236
Minter-1389-PBcR_C07g04474	11418	13826	5328
Minter-1389-PBcR_C07g04476	1624	1461	813
Minter-1389-PBcR_C07g04477	15816	14181	11911
Minter-1389-PBcR_C07g04478	1440	1729	832
Minter-1389-PBcR_C07g04479	892	1038	498
Minter-1389-PBcR_C07g04483	5135	4344	4426
Minter-1389-PBcR_C07g04484	33286	30397	25212
Minter-1389-PBcR_C07g04485	2332	1859	1081
Minter-1389-PBcR_C07g04486	5634	6397	2894
Minter-1389-PBcR_C07g04487	2302	2668	1124
Minter-1389-PBcR_C07g04489	1855	1853	899
Minter-1389-PBcR_C07g04490	1315	1705	675
Minter-1389-PBcR_C07g04492	2015	2257	1257
Minter-1389-PBcR_C07g04493	12415	12887	6591
Minter-1389-PBcR_C07g04494	2154	1989	1473
Minter-1389-PBcR_C07g04495	6093	6802	3301
Minter-1389-PBcR_C07g04496	1509	2123	857
Minter-1389-PBcR_C07g04497	548	676	342
Minter-1389-PBcR_C07g04498	2607	2930	1289
Minter-1389-PBcR_C07g04500	2774	2837	1371
Minter-1389-PBcR_C07g04501	3644	4038	2141
Minter-1389-PBcR_C07g04505	1549	2957	74
Minter-1389-PBcR_C07g04506	1192	1994	122
Minter-1389-PBcR_C07g04507	5567	5581	3235
Minter-1389-PBcR_C07g04510	901	969	526
Minter-1389-PBcR_C07g04511	1775	1741	817
Minter-1389-PBcR_C07g04514	6234	4742	4862
Minter-1389-PBcR_C07g04515	815	868	645
Minter-1389-PBcR_C07g04517	622	814	379
Minter-1389-PBcR_C07g04518	640	725	385
Minter-1389-PBcR_C07g04523	2594	2132	1838
Minter-1389-PBcR_C07g04525	754	838	505
Minter-1389-PBcR_C07g04526	2534	2239	1709
Minter-1389-PBcR_C07g04529	958	1349	443
Minter-1389-PBcR_C07g04530	482	577	402
Minter-1389-PBcR_C07g04531	4155	4044	2845
Minter-1389-PBcR_C07g04532	22758	17353	7251
Minter-1389-PBcR_C07g04534	1704	2045	1127
Minter-1389-PBcR_C07g04535	1521	1605	792
Minter-1389-PBcR_C07g04536	1925	2001	875
Minter-1389-PBcR_C07g04537	3099	3281	1847
Minter-1389-PBcR_C07g04538	11557	7489	10990
Minter-1389-PBcR_C07g04539	2773	2830	2074
Minter-1389-PBcR_C07g04542	1820	1925	1161
Minter-1389-PBcR_C07g04544	8526	8732	2394
Minter-1389-PBcR_C07g04547	7062.45	5758.41	4152.37
Minter-1389-PBcR_C07g04548	2873	3427	1628
Minter-1389-PBcR_C07g04550	15905	14273	6447
Minter-1389-PBcR_C07g04551	3942	3198	2131
Minter-1389-PBcR_C07g04552	369	427	216
Minter-1389-PBcR_C07g04553	1924	1885	762
Minter-1389-PBcR_C07g04554	6224	8239	3594
Minter-1389-PBcR_C07g04555	5055	5494	3490
Minter-1389-PBcR_C07g04556	11410.4	12906.2	5550.55
Minter-1389-PBcR_C07g04557	575	851	350
Minter-1389-PBcR_C07g04558	4665	6199	2753
Minter-1389-PBcR_C07g04559	915	943	556
Minter-1389-PBcR_C07g04560	2561	2751	1639
Minter-1389-PBcR_C07g04561	2443	2589	709
Minter-1389-PBcR_C07g04563	1857	1247	638
Minter-1389-PBcR_C07g04564	933	795	559
Minter-1389-PBcR_C07g04565	2780	3468	1987
Minter-1389-PBcR_C07g04566	965	1003	517
Minter-1389-PBcR_C07g04567	876	1010	451
Minter-1389-PBcR_C07g04568	947	1282	574
Minter-1389-PBcR_C07g04569	781	837	536
Minter-1389-PBcR_C07g04570	6085	6251	2659
Minter-1389-PBcR_C07g04571	2122	1924	2061
Minter-1389-PBcR_C07g04572	3869	3659	2920
Minter-1389-PBcR_C07g04573	1612	1740	993
Minter-1389-PBcR_C07g04574	511	694	264
Minter-1389-PBcR_C07g04575	919	1055	489
Minter-1389-PBcR_C07g04576	2	3	0
Minter-1389-PBcR_C07g04577	381	435	161
Minter-1389-PBcR_C07g04578	3846	4339	2699
Minter-1389-PBcR_C07g04579	2007	1736	1268
Minter-1389-PBcR_C07g04580	2598	2893	1754
Minter-1389-PBcR_C07g04581	1387	1093	964
Minter-1389-PBcR_C07g04582	5581	4844	3613
Minter-1389-PBcR_C07g04583	2037	2628	1129
Minter-1389-PBcR_C07g04584	1778	1393	1346
Minter-1389-PBcR_C07g04585	1123	855	821
Minter-1389-PBcR_C07g04586	471	420	294
Minter-1389-PBcR_C07g04587	2384	1942	1426
Minter-1389-PBcR_C07g04588	2132	2083	1279
Minter-1389-PBcR_C07g04589	38105	32772	20650
Minter-1389-PBcR_C07g04590	1049	815	540
Minter-1389-PBcR_C07g04591	6288	6956	2967
Minter-1389-PBcR_C07g04592	4187	4055	1980
Minter-1389-PBcR_C07g04593	18479	15845	10500
Minter-1389-PBcR_C07g04595	1388	1472	1067
Minter-1389-PBcR_C07g04596	4897	5509	2744
Minter-1389-PBcR_C07g04597	7505	7606	3710
Minter-1389-PBcR_C07g04598	1391	1312	684
Minter-1389-PBcR_C07g04599	1199	1169	705
Minter-1389-PBcR_C07g04600	808	887	404
Minter-1389-PBcR_C07g04604	3756	4279	2544
Minter-1389-PBcR_C07g04605	1701	2192	943
Minter-1389-PBcR_C07g04608	4102	3857	2313
Minter-1389-PBcR_C07g04611	2759	2830	1657
Minter-1389-PBcR_C07g04613	2296	2578	1320
Minter-1389-PBcR_C07g04614	10884	12050	7166
Minter-1389-PBcR_C07g04615	1705	2461	881
Minter-1389-PBcR_C07g04616	3301	3855	1594
Minter-1389-PBcR_C07g04617	1046	1017	636
Minter-1389-PBcR_C07g04619	6336	5671	4159
Minter-1389-PBcR_C07g04620	2760	2528	1232
Minter-1389-PBcR_C07g04621	1798	2120	1009
Minter-1389-PBcR_C07g04622	10130	9773	6512
Minter-1389-PBcR_C07g04623	3882	4055	2521
Minter-1389-PBcR_C07g04624	2458	2862	1452
Minter-1389-PBcR_C07g04625	2564	2496	1354
Minter-1389-PBcR_C07g04626	3569	2627	2682
Minter-1389-PBcR_C07g04627	2083	2401	1181
Minter-1389-PBcR_C07g04628	194	310	105
Minter-1389-PBcR_C07g04629	7980	7507	6328
Minter-1389-PBcR_C07g04630	1858	1844	1596
Minter-1389-PBcR_C07g04631	2169	1978	1387
Minter-1389-PBcR_C07g04636	8944	10298	5979
Minter-1389-PBcR_C07g04637	8539	8835	2719
Minter-1389-PBcR_C07g04638	2500	2466	1345
Minter-1389-PBcR_C07g04639	5849	4899	4467
Minter-1389-PBcR_C07g04640	1298	1694	789
Minter-1389-PBcR_C07g04641	207	217	75
Minter-1389-PBcR_C07g04642	2268	1773	1001
Minter-1389-PBcR_C07g04643	11076	8817	9704
Minter-1389-PBcR_C07g04644	2955	3472	1887
Minter-1389-PBcR_C07g04646	1746.86	1611.64	1133.54
Minter-1389-PBcR_C07g04647	227	275	92
Minter-1389-PBcR_C07g04648	4870	4234	2784
Minter-1389-PBcR_C07g04649	5003	4417	4140
Minter-1389-PBcR_C07g04652	11420	10859	5785
Minter-1389-PBcR_C07g04653	6969	5745	4228
Minter-1389-PBcR_C07g04654	1334	1129	952
Minter-1389-PBcR_C07g04655	1942	1855	1211
Minter-1389-PBcR_C07g04656	1294	1472	676
Minter-1389-PBcR_C07g04657	2037	2894	1064
Minter-1389-PBcR_C07g04658	3266	5252	1641
Minter-1389-PBcR_C07g04659	1958	2768	1255
Minter-1389-PBcR_C07g04660	2173	2591	1165
Minter-1389-PBcR_C07g04662	974	1622	404
Minter-1389-PBcR_C07g04663	403	770	149
Minter-1389-PBcR_C07g04664	6534	6649	5611
Minter-1389-PBcR_C07g04665	2189	2654	614
Minter-1389-PBcR_C07g04666	8209	10373	2738
Minter-1389-PBcR_C07g04667	1062	1101	309
Minter-1389-PBcR_C07g04669	1928	2307	1275
Minter-1389-PBcR_C07g04670	491	608	270
Minter-1389-PBcR_C07g04671	1550	2055	641
Minter-1389-PBcR_C07g04672	917	1192	341
Minter-1389-PBcR_C07g04673	2185	2412	1139
Minter-1389-PBcR_C07g04674	253	166	178
Minter-1389-PBcR_C07g04675	7407	6621	5384
Minter-1389-PBcR_C07g04676	3044	3645	1606
Minter-1389-PBcR_C07g04677	3985	4150	1925
Minter-1389-PBcR_C07g04678	1074	1278	409
Minter-1389-PBcR_C07g04679	394	474	149
Minter-1389-PBcR_C07g04680	701	816	386
Minter-1389-PBcR_C07g04681	11741	11015	8046
Minter-1389-PBcR_C07g04682	343	413	166
Minter-1389-PBcR_C07g04684	11765	11815	7967
Minter-1389-PBcR_C07g04685	3415	3713	2278
Minter-1389-PBcR_C07g04686	1791	2379	1112
Minter-1389-PBcR_C07g04687	1815	2184	804
Minter-1389-PBcR_C07g04689	2015	2631	1559
Minter-1389-PBcR_C07g04690	1535	2039	823
Minter-1389-PBcR_C07g04691	1686	1950	969
Minter-1389-PBcR_C07g04692	1191	1003	632
Minter-1389-PBcR_C07g04693	1902	1158	851
Minter-1389-PBcR_C07g04695	2093	2416	1070
Minter-1389-PBcR_C07g04696	3664	4482	2471
Minter-1389-PBcR_C07g04698	2256	2754	1505
Minter-1389-PBcR_C07g04699	11406	9915	5006
Minter-1389-PBcR_C07g04700	2073	1107	409
Minter-1389-PBcR_C07g04704	1359	1205	721
Minter-1389-PBcR_C07g04705	3215.79	2911.64	2786.85
Minter-1389-PBcR_C07g04706	699	525	445
Minter-1389-PBcR_C07g04708	4095	4074	1765
Minter-1389-PBcR_C07g04709	4704	5384	2970
Minter-1389-PBcR_C07g04710	3210	4134	1796
Minter-1389-PBcR_C07g04711	1554	1684	686
Minter-1389-PBcR_C07g04712	2094	2131	1252
Minter-1389-PBcR_C07g04713	143	157	128
Minter-1389-PBcR_C07g04714	3115	2902	1950
Minter-1389-PBcR_C07g04718	196	238	136
Minter-1389-PBcR_C07g04719	1577	2088	789
Minter-1389-PBcR_C07g04721	3296	4198	1273
Minter-1389-PBcR_C07g04722	491	572	216
Minter-1389-PBcR_C07g04723	9638	10052	5317
Minter-1389-PBcR_C07g04727	445	438	183
Minter-1389-PBcR_C07g04728	613	817	375
Minter-1389-PBcR_C07g04729	3346	4140	2074
Minter-1389-PBcR_C07g04730	837	855	493
Minter-1389-PBcR_C07g04731	1226	1152	612
Minter-1389-PBcR_C07g04732	893	945	525
Minter-1389-PBcR_C07g04733	936	906	680
Minter-1389-PBcR_C07g04734	2579	2923	1616
Minter-1389-PBcR_C07g04735	3791.94	5122.96	2193.19
Minter-1389-PBcR_C07g04736	486	548	271
Minter-1389-PBcR_C07g04737	1197	1545	820
Minter-1389-PBcR_C07g04739	3283	4502	1835
Minter-1389-PBcR_C07g04740	3531	2922	2457
Minter-1389-PBcR_C07g04742	772	966	486
Minter-1389-PBcR_C07g04743	1292	1590	536
Minter-1389-PBcR_C07g04744	4331	4258	1983
Minter-1389-PBcR_C07g04745	753	891	583
Minter-1389-PBcR_C07g04746	974	1258	609
Minter-1389-PBcR_C07g04747	3385	3969	1660
Minter-1389-PBcR_C07g04748	6800	8036	4022
Minter-1389-PBcR_C07g04749	1103	1288	594
Minter-1389-PBcR_C07g04750	451	407	283
Minter-1389-PBcR_C07g04753	684	826	283
Minter-1389-PBcR_C07g04754	7080	6758	4593
Minter-1389-PBcR_C07g04755	324	533	186
Minter-1389-PBcR_C07g04756	11806	9945	6719
Minter-1389-PBcR_C07g04757	697	625	367
Minter-1389-PBcR_C07g04758	4412	3687	1974
Minter-1389-PBcR_C07g04759	8528	6217	6078
Minter-1389-PBcR_C07g04760	617	675	338
Minter-1389-PBcR_C07g04762	3996	4888	2133
Minter-1389-PBcR_C07g04764	2863	3320	1844
Minter-1389-PBcR_C07g04765	2611	2615	1396
Minter-1389-PBcR_C07g04766	1322	1717	830
Minter-1389-PBcR_C07g04767	717	850	419
Minter-1389-PBcR_C07g04768	2930	2604	1735
Minter-1389-PBcR_C07g04769	4841	5447	2679
Minter-1389-PBcR_C07g04770	8677	8649	3961
Minter-1389-PBcR_C07g04774	3911	5023	1726
Minter-1389-PBcR_C07g04776	10654	10867	7496
Minter-1389-PBcR_C07g04777	1791	2232	1116
Minter-1389-PBcR_C07g04779	8417	8187	5699
Minter-1389-PBcR_C07g04780	1067	1209	441
Minter-1389-PBcR_C07g04781	2706	2760	2075
Minter-1389-PBcR_C07g04782	2932	2894	1720
Minter-1389-PBcR_C07g04783	2789	2997	1866
Minter-1389-PBcR_C07g04784	4564.41	5179.55	2676.45
Minter-1389-PBcR_C07g04785	5109	5796	2605
Minter-1389-PBcR_C07g04789	1715	1750	1288
Minter-1389-PBcR_C07g04790	3978	4328	3084
Minter-1389-PBcR_C07g04791	2680	2921	1770
Minter-1389-PBcR_C07g04792	848	983	396
Minter-1389-PBcR_C07g04793	4511	6013	2925
Minter-1389-PBcR_C07g04794	294	394	180
Minter-1389-PBcR_C07g04796	590	568	270
Minter-1389-PBcR_C07g04798	1636	2175	946
Minter-1389-PBcR_C07g04799	762	922	522
Minter-1389-PBcR_C07g04800	772	718	430
Minter-1389-PBcR_C07g04801	2555	2165	1825
Minter-1389-PBcR_C07g04802	5265	5441	2956
Minter-1389-PBcR_C07g04803	5112	6101	3543
Minter-1389-PBcR_C07g04804	92357	51663	98052
Minter-1389-PBcR_C07g04805	2143	2111	1381
Minter-1389-PBcR_C07g04807	4371	3864	1715
Minter-1389-PBcR_C07g04808	25245	20861	12236
Minter-1389-PBcR_C07g04809	3865	4066	2570
Minter-1389-PBcR_C07g04810	2629	3114	1406
Minter-1389-PBcR_C07g04811	1618	1911	1198
Minter-1389-PBcR_C07g04812	3839	4257	2354
Minter-1389-PBcR_C07g04813	752	734	635
Minter-1389-PBcR_C07g04814	2101	1967	1093
Minter-1389-PBcR_C07g04815	2087	1865	1579
Minter-1389-PBcR_C07g04816	357	436	208
Minter-1389-PBcR_C07g04817	1565	1601	1267
Minter-1389-PBcR_C07g04818	8400	9268	4138
Minter-1389-PBcR_C07g04820	2720	3290	1882
Minter-1389-PBcR_C07g04821	2967	2976	2039
Minter-1389-PBcR_C07g04822	2357	2177	1735
Minter-1389-PBcR_C07g04823	982	1104	572
Minter-1389-PBcR_C07g04824	2990	3130	2052
Minter-1389-PBcR_C07g04825	2097	1926	1145
Minter-1389-PBcR_C07g04828	3779.86	3310.49	2617.05
Minter-1389-PBcR_C07g04829	2770	2583	1547
Minter-1389-PBcR_C07g04830	1287	1228	711
Minter-1389-PBcR_C07g04831	358	566	171
Minter-1389-PBcR_C07g04834	2142	2574	1119
Minter-1389-PBcR_C07g04835	2124	2941	971
Minter-1389-PBcR_C07g04836	504	466	301
Minter-1389-PBcR_C07g04838	2004	2045	1555
Minter-1389-PBcR_C07g04839	8922	6399	8808
Minter-1389-PBcR_C07g04840	2321	3240	894
Minter-1389-PBcR_C07g04841	2141	2208	909
Minter-1389-PBcR_C07g04842	2222	2268	1177
Minter-1389-PBcR_C07g04843	463	469	154
Minter-1389-PBcR_C07g04844	4073	3768	2555
Minter-1389-PBcR_C07g04845	1912	2272	2001
Minter-1389-PBcR_C07g04847	1885	1620	1085
Minter-1389-PBcR_C07g04848	1271	1450	821
Minter-1389-PBcR_C07g04849	3927	4015	2872
Minter-1389-PBcR_C07g04850	1480	1792	988
Minter-1389-PBcR_C07g04851	1638	1725	1033
Minter-1389-PBcR_C07g04852	3109	2526	1651
Minter-1389-PBcR_C07g04853	5157	4507	3273
Minter-1389-PBcR_C07g04854	6406	7109	3272
Minter-1389-PBcR_C07g04855	6651	6641	3402
