gene	M1	M2	M3
Minter-1389-PBcR_C03g02571	3644	3943	1726
Minter-1389-PBcR_C03g02572	1287	1370	880
Minter-1389-PBcR_C03g02573	5613	5997	2808
Minter-1389-PBcR_C03g02577	4015	4598	3079
Minter-1389-PBcR_C03g02578	868	1352	412
Minter-1389-PBcR_C03g02579	3935	4061	1941
Minter-1389-PBcR_C03g02585	1410	1649	904
Minter-1389-PBcR_C03g02586	2054	2576	1195
Minter-1389-PBcR_C03g02587	1163	1346	577
Minter-1389-PBcR_C03g02590	8808	7919	4869
Minter-1389-PBcR_C03g02591	657	799	397
Minter-1389-PBcR_C03g02593	1411	1443	662
Minter-1389-PBcR_C03g02594	423	568	203
Minter-1389-PBcR_C03g02595	130	154	75
Minter-1389-PBcR_C03g02596	2241	2471	1073
Minter-1389-PBcR_C03g02597	1506	1788	861
Minter-1389-PBcR_C03g02601	752	1198	331
Minter-1389-PBcR_C03g02602	1600	2036	901
Minter-1389-PBcR_C03g02604	274	169	78
Minter-1389-PBcR_C03g02606	1214	1621	713
Minter-1389-PBcR_C03g02609	1198	1332	770
Minter-1389-PBcR_C03g02613	3188	2666	2588
Minter-1389-PBcR_C03g02614	8887	8003	7131
Minter-1389-PBcR_C03g02615	4845	4187	3854
Minter-1389-PBcR_C03g02616	7166	7696	4443
Minter-1389-PBcR_C04g02630	2840.21	2590.87	1272.71
Minter-1389-PBcR_C04g02634	11086	10200	9138
Minter-1389-PBcR_C04g02635	1271	1539	863
Minter-1389-PBcR_C04g02636	208	125	155
Minter-1389-PBcR_C04g02637	1399	1312	1092
Minter-1389-PBcR_C04g02638	19729	17616	18095
Minter-1389-PBcR_C04g02639	6019	6856	3823
Minter-1389-PBcR_C04g02640	3884	5223	2749
Minter-1389-PBcR_C04g02641	1882	2350	1147
Minter-1389-PBcR_C04g02642	75	82	56
Minter-1389-PBcR_C04g02643	550	686	326
Minter-1389-PBcR_C04g02644	10472	11492	5795
Minter-1389-PBcR_C04g02645	980	1116	542
Minter-1389-PBcR_C04g02647	3582	4695	1911
Minter-1389-PBcR_C04g02648	975	1125	521
Minter-1389-PBcR_C04g02649	2225	2680	1324
Minter-1389-PBcR_C04g02650	2946	2547	1751
Minter-1389-PBcR_C04g02651	2429	1972	1672
Minter-1389-PBcR_C04g02654	1273	1626	815
Minter-1389-PBcR_C04g02655	2066	1677	1514
Minter-1389-PBcR_C04g02656	9178	10480	5735
Minter-1389-PBcR_C04g02657	908	1094	595
Minter-1389-PBcR_C04g02658	6728	8017	4312
Minter-1389-PBcR_C04g02659	17584	17981	14037
Minter-1389-PBcR_C04g02660	795	652	563
Minter-1389-PBcR_C04g02662	4996	6275	3050
Minter-1389-PBcR_C04g02663	4366	4097	3677
Minter-1389-PBcR_C04g02664	1338	1404	1071
Minter-1389-PBcR_C04g02665	951	1157	665
Minter-1389-PBcR_C04g02666	815	1152	443
Minter-1389-PBcR_C04g02667	1312	1422	738
Minter-1389-PBcR_C04g02668	3335	4344	2398
Minter-1389-PBcR_C04g02669	142	294	123
Minter-1389-PBcR_C04g02670	8972	10589	3823
Minter-1389-PBcR_C04g02671	612	696	354
Minter-1389-PBcR_C04g02672	1373	1599	740
Minter-1389-PBcR_C04g02673	4035	4616	2598
Minter-1389-PBcR_C04g02674	2370	2255	2074
Minter-1389-PBcR_C04g02675	1125	1393	766
Minter-1389-PBcR_C04g02678	4720	5600	2970
Minter-1389-PBcR_C04g02679	18067	5277	14185
Minter-1389-PBcR_C04g02680	1370	1510	903
Minter-1389-PBcR_C04g02681	197	193	86
Minter-1389-PBcR_C04g02683	7904	8801	4257
Minter-1389-PBcR_C04g02684	5892	6013	3998
Minter-1389-PBcR_C04g02685	3755	4677	2275
Minter-1389-PBcR_C04g02686	1163	1360	685
Minter-1389-PBcR_C04g02687	94.2549	84.8996	36
Minter-1389-PBcR_C04g02690	8628	9537	3263
Minter-1389-PBcR_C04g02691	2413	2579	1757
Minter-1389-PBcR_C04g02692	10641	6183	6067
Minter-1389-PBcR_C04g02693	10120	9311	4327
Minter-1389-PBcR_C04g02694	355	455	188
Minter-1389-PBcR_C04g02695	2004	2786	1476
Minter-1389-PBcR_C04g02696	3002	2692	1655
Minter-1389-PBcR_C04g02697	2464	3023	1457
Minter-1389-PBcR_C04g02698	1356	795	514
Minter-1389-PBcR_C04g02699	48	18	15
Minter-1389-PBcR_C04g02700	2631	2911	1106
Minter-1389-PBcR_C04g02704	4307	4604	2267
Minter-1389-PBcR_C04g02705	1633	2092	796
Minter-1389-PBcR_C04g02707	1441.59	1312.4	649.723
Minter-1389-PBcR_C04g02709	4511	3896	3442
Minter-1389-PBcR_C04g02710	11897	10848	4670
Minter-1389-PBcR_C04g02711	1656	1873	930
Minter-1389-PBcR_C04g02713	5458	3495	2854
Minter-1389-PBcR_C04g02714	1047	1441	570
Minter-1389-PBcR_C04g02715	1031	1371	674
Minter-1389-PBcR_C04g02716	3373	3207	1194
Minter-1389-PBcR_C04g02717	3686	3304	2140
Minter-1389-PBcR_C04g02721	3290	3554	1990
Minter-1389-PBcR_C04g02722	4949	1952	1336
Minter-1389-PBcR_C04g02724	697	890	389
Minter-1389-PBcR_C04g02725	1054	1035	833
Minter-1389-PBcR_C04g02726	1160	1616	668
Minter-1389-PBcR_C04g02727	1685	1786	992
Minter-1389-PBcR_C04g02728	192	208	158
Minter-1389-PBcR_C04g02729	386	746	212
Minter-1389-PBcR_C04g02730	1228	1156	893
Minter-1389-PBcR_C04g02731	674	454	504
Minter-1389-PBcR_C04g02732	1659	1456	1227
Minter-1389-PBcR_C04g02733	3148	2580	2394
Minter-1389-PBcR_C04g02734	1455	1828	941
Minter-1389-PBcR_C04g02735	476	609	261
Minter-1389-PBcR_C04g02738	7606	7582	5105
Minter-1389-PBcR_C04g02741	262	148	57
Minter-1389-PBcR_C04g02742	355	466	230
Minter-1389-PBcR_C04g02743	339	453	201
Minter-1389-PBcR_C04g02744	103	84	54
Minter-1389-PBcR_C04g02745	458	578	237
Minter-1389-PBcR_C04g02746	571	642	340
Minter-1389-PBcR_C04g02747	4336	5545	3163
Minter-1389-PBcR_C04g02748	5269	5129	3889
Minter-1389-PBcR_C04g02749	350	482	260
Minter-1389-PBcR_C04g02750	8248	6682	7952
Minter-1389-PBcR_C04g02752	5049	4823	3344
Minter-1389-PBcR_C04g02754	1846	2734	1283
Minter-1389-PBcR_C04g02755	1439	1653	865
Minter-1389-PBcR_C04g02756	2164	2643	1278
Minter-1389-PBcR_C04g02757	7979	9299	5645
Minter-1389-PBcR_C04g02758	15	10	5
Minter-1389-PBcR_C04g02759	246	364	158
Minter-1389-PBcR_C04g02763	566	576	231
Minter-1389-PBcR_C04g02764	2256	2302	1434
Minter-1389-PBcR_C04g02765	157	184	71
Minter-1389-PBcR_C04g02766	1399	1984	853
Minter-1389-PBcR_C04g02767	333	205	223
Minter-1389-PBcR_C04g02768	1834	1574	1120
Minter-1389-PBcR_C04g02769	2072	2462	1586
Minter-1389-PBcR_C04g02770	2127	2205	1055
Minter-1389-PBcR_C04g02773	1040	1306	444
Minter-1389-PBcR_C04g02774	11358	13006	6851
Minter-1389-PBcR_C04g02775	1244	1464	694
Minter-1389-PBcR_C04g02776	2777	3307.17	1689
Minter-1389-PBcR_C04g02777	2934	2562	2002
Minter-1389-PBcR_C04g02778	1112	987	724
Minter-1389-PBcR_C04g02779	2838	3276	1797
Minter-1389-PBcR_C04g02780	1540	2054	788
Minter-1389-PBcR_C04g02781	2501	2350	1735
Minter-1389-PBcR_C04g02782	3168	4200	1848
Minter-1389-PBcR_C04g02783	8550	9717	4455
Minter-1389-PBcR_C04g02784	2020	2700	1155
Minter-1389-PBcR_C04g02785	1106	1569	632
Minter-1389-PBcR_C04g02786	608	969	357
Minter-1389-PBcR_C04g02788	619	811	409
Minter-1389-PBcR_C04g02789	2019	2379	1235
Minter-1389-PBcR_C04g02790	2501	2298	1954
Minter-1389-PBcR_C04g02791	2119	2969	1182
Minter-1389-PBcR_C04g02792	3726	4843	2502
Minter-1389-PBcR_C04g02793	643	815	329
Minter-1389-PBcR_C04g02794	2546	3489	1669
Minter-1389-PBcR_C04g02795	450	576	135
Minter-1389-PBcR_C04g02796	2866	3289	1834
Minter-1389-PBcR_C04g02797	2486	3831	1406
Minter-1389-PBcR_C04g02800	1583	1677	1164
Minter-1389-PBcR_C04g02801	1057	1369	543
Minter-1389-PBcR_C04g02802	4237	4357	2520
Minter-1389-PBcR_C04g02803	6737	4814	6317
Minter-1389-PBcR_C04g02805	1839	1968	1037
Minter-1389-PBcR_C04g02806	2759	2760	1881
Minter-1389-PBcR_C04g02807	1493	1740	646
Minter-1389-PBcR_C04g02810	444	512	185
Minter-1389-PBcR_C04g02811	407	786	139
Minter-1389-PBcR_C04g02812	1102	1158	547
Minter-1389-PBcR_C04g02813	989.605	1111.94	606.729
Minter-1389-PBcR_C04g02814	101296	81886	51718
Minter-1389-PBcR_C04g02815	2514	2585	1783
Minter-1389-PBcR_C04g02816	2100	2385	1188
Minter-1389-PBcR_C04g02817	6337.69	4999.48	2475.32
Minter-1389-PBcR_C04g02818	1204	1567	732
Minter-1389-PBcR_C04g02819	1367	1780	737
Minter-1389-PBcR_C04g02820	1984	2668	1281
Minter-1389-PBcR_C04g02822	1780	2076	1229
Minter-1389-PBcR_C04g02823	1484	1183	1313
Minter-1389-PBcR_C04g02824	718	720	493
Minter-1389-PBcR_C04g02825	2979	3131	2926
Minter-1389-PBcR_C04g02852	1452.1	1376.01	1070.3
Minter-1389-PBcR_C04g02859	1749	2096	916
Minter-1389-PBcR_C04g02860	873	1051	459
Minter-1389-PBcR_C04g02861	4901	4279	3720
Minter-1389-PBcR_C04g02862	895	1577	944
Minter-1389-PBcR_C04g02863	1023	1170	734
Minter-1389-PBcR_C04g02864	2333	2621	1366
Minter-1389-PBcR_C04g02865	2462	3083	1474
Minter-1389-PBcR_C04g02866	562	697	288
Minter-1389-PBcR_C04g02867	3569	3323	2172
Minter-1389-PBcR_C04g02868	6171	5016	5915
Minter-1389-PBcR_C04g02869	3280	3329	1758
Minter-1389-PBcR_C04g02871	2462	2773	1676
Minter-1389-PBcR_C04g02872	3587	4005	2185
Minter-1389-PBcR_C04g02873	1645	2005	980
Minter-1389-PBcR_C04g02874	1084	1427	603
Minter-1389-PBcR_C04g02876	9551	8240	7338
Minter-1389-PBcR_C04g02877	1088	919	646
Minter-1389-PBcR_C04g02878	6060	5876	3662
Minter-1389-PBcR_C04g02879	3073	5101	1561
Minter-1389-PBcR_C04g02880	492	646	285
Minter-1389-PBcR_C04g02881	3293	3540	2407
Minter-1389-PBcR_C04g02882	4996	3986	4155
Minter-1389-PBcR_C04g02883	2404	2742	1355
Minter-1389-PBcR_C04g02885	2488	2684	1305
Minter-1389-PBcR_C04g02887	3783	4299	2699
Minter-1389-PBcR_C04g02889	30099	25824	24297
Minter-1389-PBcR_C04g02892	778	853	308
Minter-1389-PBcR_C04g02893	6129	5226	3603
Minter-1389-PBcR_C04g02894	5733	5985	3265
Minter-1389-PBcR_C04g02895	37383	33423	24749
Minter-1389-PBcR_C04g02899	2056	2085	1480
Minter-1389-PBcR_C04g02900	784	1012	390
Minter-1389-PBcR_C04g02901	282	409	147
Minter-1389-PBcR_C04g02902	7	17	3
Minter-1389-PBcR_C04g02903	1231	1320	748
Minter-1389-PBcR_C04g02904	4488	4928	3435
Minter-1389-PBcR_C04g02905	6470	6469	5154
Minter-1389-PBcR_C04g02906	751	1081	342
Minter-1389-PBcR_C04g02907	1809	2342	1110
Minter-1389-PBcR_C04g02908	44.6781	43.5774	30.2124
Minter-1389-PBcR_C04g02911	8	18	2
Minter-1389-PBcR_C04g02912	11	22	2
Minter-1389-PBcR_C04g02913	874	866	714
Minter-1389-PBcR_C04g02918	161.187	185.984	122.28
Minter-1389-PBcR_C04g02919	4608	4124	4023
Minter-1389-PBcR_C04g02920	7902	7335	4224
Minter-1389-PBcR_C04g02921	2415	2161	1332
Minter-1389-PBcR_C04g02925	1780	2052	1119
Minter-1389-PBcR_C04g02927	5933	5262	3429
Minter-1389-PBcR_C04g02930	2888	3752	1781
Minter-1389-PBcR_C04g02931	1874	2334	1239
Minter-1389-PBcR_C04g02932	140.464	93.0542	74.0776
Minter-1389-PBcR_C04g02936	1789	1973	975
Minter-1389-PBcR_C04g02938	919	1484	592
Minter-1389-PBcR_C04g02940	1508	1749	966
Minter-1389-PBcR_C04g02941	2134	1390	1084
Minter-1389-PBcR_C04g02942	3178	3155	1540
Minter-1389-PBcR_C04g02943	842	1148	525
Minter-1389-PBcR_C04g02944	3884	3457	2036
Minter-1389-PBcR_C04g02945	1868	1872	1357
Minter-1389-PBcR_C04g02949	1475	2063	995
Minter-1389-PBcR_C04g02950	699	385	495
Minter-1389-PBcR_C04g02951	2680	2913	1532
Minter-1389-PBcR_C04g02952	758.406	723.532	429.6
Minter-1389-PBcR_C04g02954	5164	6341	3133
Minter-1389-PBcR_C04g02956	917	927	515
Minter-1389-PBcR_C04g02957	2617	1954	1508
Minter-1389-PBcR_C04g02958	45	39	15
Minter-1389-PBcR_C04g02959	3702	3951	2446
Minter-1389-PBcR_C04g02960	7901	7945	7150
Minter-1389-PBcR_C04g02964	2495	2301	1890
Minter-1389-PBcR_C04g02965	1396	1663	869
Minter-1389-PBcR_C04g02968	3528	3647	2218
Minter-1389-PBcR_C04g02969	4512	5805	3392
Minter-1389-PBcR_C04g02970	185	111	135
Minter-1389-PBcR_C04g02972	1185	1307	746
Minter-1389-PBcR_C04g02975	4213	4667	2182
Minter-1389-PBcR_C04g02976	11896	12136	7783
Minter-1389-PBcR_C04g02977	684	839	430
Minter-1389-PBcR_C04g02978	2993	3730	1867
Minter-1389-PBcR_C04g02979	7168	7653	3904
Minter-1389-PBcR_C04g02980	2088	2099	990
Minter-1389-PBcR_C04g02981	1193	1729	718
Minter-1389-PBcR_C04g02982	948	1237	358
Minter-1389-PBcR_C04g02983	2303	2794	1330
Minter-1389-PBcR_C04g02984	85	130	38
Minter-1389-PBcR_C04g02985	11024	9276	4191
Minter-1389-PBcR_C04g02986	17439	18993	13304
Minter-1389-PBcR_C04g02987	3184	4711	2069
Minter-1389-PBcR_C04g02988	2034	2677	1240
Minter-1389-PBcR_C04g02991	5002	6344	3350
Minter-1389-PBcR_C04g02992	3616	4060	1268
Minter-1389-PBcR_C04g02993	230	603	74
Minter-1389-PBcR_C04g02994	3162	3635	1226
Minter-1389-PBcR_C04g02995	1820	2216	1178
Minter-1389-PBcR_C04g02996	8643	9531	6458
Minter-1389-PBcR_C04g02998	1283	1616	868
Minter-1389-PBcR_C04g02999	1014	1507	712
Minter-1389-PBcR_C04g03001	13801	14563	8420
Minter-1389-PBcR_C04g03002	2121	2090	1078
Minter-1389-PBcR_C04g03003	2165	2541	1125
Minter-1389-PBcR_C04g03004	1739	1824	1294
Minter-1389-PBcR_C04g03005	4237	4298	2271
Minter-1389-PBcR_C04g03006	2047	2178	1313
Minter-1389-PBcR_C04g03007	488	487	232
Minter-1389-PBcR_C04g03010	1268	1462	589
Minter-1389-PBcR_C04g03011	3101	3647	2038
Minter-1389-PBcR_C04g03012	3626.96	4288.37	2320.33
Minter-1389-PBcR_C04g03013	3477	4196	2519
Minter-1389-PBcR_C04g03014	3	3	2
Minter-1389-PBcR_C04g03015	2649	2566	1496
Minter-1389-PBcR_C04g03016	6885	16482	3321
Minter-1389-PBcR_C04g03017	1048	1232	537
Minter-1389-PBcR_C04g03018	985	1009	551
Minter-1389-PBcR_C04g03019	12415	9034	12887
Minter-1389-PBcR_C04g03020	106	91	64
Minter-1389-PBcR_C04g03021	528	1134	82
Minter-1389-PBcR_C04g03023	954	1283	604
Minter-1389-PBcR_C04g03024	2930	3600	1610
Minter-1389-PBcR_C04g03025	1954	2717	897
Minter-1389-PBcR_C04g03026	2010	2374	1355
Minter-1389-PBcR_C04g03027	1291	1448	702
Minter-1389-PBcR_C04g03028	1765	2517	947
Minter-1389-PBcR_C04g03029	382	493	230
Minter-1389-PBcR_C04g03030	314	305	185
Minter-1389-PBcR_C04g03031	3588	3675	1369
Minter-1389-PBcR_C04g03032	1476.84	1698.81	769.862
Minter-1389-PBcR_C04g03033	1498	1828	826
Minter-1389-PBcR_C04g03034	1327	1253	570
Minter-1389-PBcR_C04g03035	1383	1438	829
Minter-1389-PBcR_C04g03036	2668	3447	1420
Minter-1389-PBcR_C04g03037	1032	681	355
Minter-1389-PBcR_C04g03038	985	1135	638
Minter-1389-PBcR_C04g03039	968	1376	546
Minter-1389-PBcR_C04g03040	2626	3483	1609
Minter-1389-PBcR_C04g03041	937	1187	661
Minter-1389-PBcR_C04g03042	1725	2117	926
Minter-1389-PBcR_C04g03043	2804	3709	1933
Minter-1389-PBcR_C04g03044	99	172	41
Minter-1389-PBcR_C04g03045	1715	2325	928
Minter-1389-PBcR_C04g03046	3502	4774	2665
Minter-1389-PBcR_C04g03047	762	825	390
Minter-1389-PBcR_C04g03048	7108	7523	4153
Minter-1389-PBcR_C04g03049	3369	3136	2464
Minter-1389-PBcR_C04g03050	593	740	310
Minter-1389-PBcR_C04g03051	979	1373	505
Minter-1389-PBcR_C04g03052	3576	5574	2341
Minter-1389-PBcR_C04g03053	657	1147	380
Minter-1389-PBcR_C04g03054	1876	2482	1037
Minter-1389-PBcR_C04g03055	452	707	306
Minter-1389-PBcR_C04g03056	368	516	229
Minter-1389-PBcR_C04g03057	22	24	22
Minter-1389-PBcR_C04g03058	1491	1552	1117
Minter-1389-PBcR_C04g03059	2084	2379	1515
Minter-1389-PBcR_C04g03060	2296	1965	1545
Minter-1389-PBcR_C04g03061	560	615	299
Minter-1389-PBcR_C04g03062	2887	3362	1650
Minter-1389-PBcR_C04g03064	2809	3441	1651
Minter-1389-PBcR_C04g03065	738	737	185
Minter-1389-PBcR_C04g03066	3336	3390	1628
Minter-1389-PBcR_C04g03067	17294	16501	14209
Minter-1389-PBcR_C04g03068	1995	2241	643
Minter-1389-PBcR_C04g03069	129	176	59
Minter-1389-PBcR_C04g03070	2734	3399	1613
Minter-1389-PBcR_C04g03071	1880	1917	1366
Minter-1389-PBcR_C04g03074	6150	6124	4471
Minter-1389-PBcR_C04g03075	3245	3935	1213
Minter-1389-PBcR_C04g03076	2994	3575	1223
Minter-1389-PBcR_C04g03077	1267	1288	365
Minter-1389-PBcR_C04g03078	1083	1624	501
Minter-1389-PBcR_C04g03079	8406	8645	2789
Minter-1389-PBcR_C04g03080	2768	3506	1087
Minter-1389-PBcR_C04g03082	1516	2369	1153
Minter-1389-PBcR_C04g03083	694	781	374
Minter-1389-PBcR_C04g03084	3024	3517	1477
Minter-1389-PBcR_C04g03085	2566	3216	1272
Minter-1389-PBcR_C04g03086	1173	708	712
Minter-1389-PBcR_C04g03087	2553	2953	1781
Minter-1389-PBcR_C04g03088	959	930	612
Minter-1389-PBcR_C04g03089	1639	1699	1102
Minter-1389-PBcR_C04g03090	1641	1669	930
Minter-1389-PBcR_C04g03091	2846	2905	1928
Minter-1389-PBcR_C04g03092	2727	3044	1661
Minter-1389-PBcR_C04g03094	3970	4859	4134
Minter-1389-PBcR_C04g03095	360	476	195
Minter-1389-PBcR_C04g03099	682	1144	467
Minter-1389-PBcR_C04g03100	933	1140	540
Minter-1389-PBcR_C04g03103	1448	1456	1057
Minter-1389-PBcR_C04g03104	1981	1880	1369
Minter-1389-PBcR_C04g03106	1157	1086	853
Minter-1389-PBcR_C04g03107	381	361	259
Minter-1389-PBcR_C04g03108	1177	1479	715
Minter-1389-PBcR_C04g03110	11553	11411	7444
Minter-1389-PBcR_C04g03111	2497	2389	2154
Minter-1389-PBcR_C04g03113	1078	1565	608
Minter-1389-PBcR_C04g03114	1707	1820	878
Minter-1389-PBcR_C04g03115	3293	3525	2118
Minter-1389-PBcR_C04g03117	1157	775	540
Minter-1389-PBcR_C04g03118	1231	1603	706
Minter-1389-PBcR_C04g03120	4798	5355	2483
Minter-1389-PBcR_C04g03121	791	796	291
Minter-1389-PBcR_C04g03122	1062	1070	499
Minter-1389-PBcR_C04g03123	2665	2822	1683
Minter-1389-PBcR_C04g03124	50	62	54
Minter-1389-PBcR_C04g03125	2008	2841	951
Minter-1389-PBcR_C04g03126	4138	4148	2608
Minter-1389-PBcR_C04g03127	2037	2542	1175
Minter-1389-PBcR_C04g03128	1609	1745	1115
Minter-1389-PBcR_C04g03129	2606	2889	1631
Minter-1389-PBcR_C04g03130	10422	11658	2251
Minter-1389-PBcR_C04g03131	1091	1715	830
Minter-1389-PBcR_C04g03132	2337	2711	1164
Minter-1389-PBcR_C04g03133	1153	1193	613
Minter-1389-PBcR_C04g03135	1086	1431	764
Minter-1389-PBcR_C04g03137	3929	4759	2403
Minter-1389-PBcR_C04g03140	1243	1300	486
Minter-1389-PBcR_C04g03143	1881	1413	1163
Minter-1389-PBcR_C04g03144	408	526	245
Minter-1389-PBcR_C04g03145	1036	1035	670
Minter-1389-PBcR_C04g03146	794	1168	352
Minter-1389-PBcR_C04g03149	2310	3182	1298
Minter-1389-PBcR_C04g03151	2991	3578	627
Minter-1389-PBcR_C04g03153	2182	2797	1159
Minter-1389-PBcR_C04g03154	1464	1945	716
Minter-1389-PBcR_C04g03156	4302	3635	3185
Minter-1389-PBcR_C04g03157	8578	6575	7079
Minter-1389-PBcR_C04g03159	1456.54	1603.61	1618.76
Minter-1389-PBcR_C04g03160	2261	2811	1112
Minter-1389-PBcR_C04g03161	4622	5680	4436
Minter-1389-PBcR_C04g03162	3447	4505	2331
Minter-1389-PBcR_C04g03163	1060	1287	561
Minter-1389-PBcR_C04g03164	2978	3333	1315
Minter-1389-PBcR_C04g03166	27	19	11
Minter-1389-PBcR_C04g03167	817	1031	548
Minter-1389-PBcR_C04g03168	223	313	125
Minter-1389-PBcR_C04g03169	3412	4483	1956
Minter-1389-PBcR_C04g03170	3825	3729	2380
Minter-1389-PBcR_C04g03171	440	359	254
Minter-1389-PBcR_C04g03172	4664	5580	2839
Minter-1389-PBcR_C04g03173	1400	1757	849
Minter-1389-PBcR_C04g03174	1755	1761	1195
Minter-1389-PBcR_C04g03175	825	793	527
Minter-1389-PBcR_C04g03176	2144	2647	1545
Minter-1389-PBcR_C04g03177	1087	1497	648
Minter-1389-PBcR_C04g03178	3496	5102	2156
Minter-1389-PBcR_C04g03179	5377	6070	4191
Minter-1389-PBcR_C04g03180	6169	7743	4086
Minter-1389-PBcR_C04g03181	4298	4353	3643
Minter-1389-PBcR_C04g03182	3479	3609	3327
Minter-1389-PBcR_C04g03187	969	1277	502
Minter-1389-PBcR_C04g03189	1010	1691	768
Minter-1389-PBcR_C04g03190	2038	1861	994
Minter-1389-PBcR_C04g03192	900	1100	480
Minter-1389-PBcR_C04g03193	814	1207	451
Minter-1389-PBcR_C04g03194	163	222	47
Minter-1389-PBcR_C04g03195	6669	7338	3859
Minter-1389-PBcR_C04g03196	3269	3813	2339
Minter-1389-PBcR_C04g03197	1413	1532	898
Minter-1389-PBcR_C04g03198	1383	1797	852
Minter-1389-PBcR_C04g03199	10067	13357	5747
Minter-1389-PBcR_C04g03200	635	761	286
Minter-1389-PBcR_C04g03201	1466	1591	778
Minter-1389-PBcR_C04g03202	993	1580	508
Minter-1389-PBcR_C04g03204	3311.23	4943.36	2042.59
Minter-1389-PBcR_C04g03206	824	1318	300
Minter-1389-PBcR_C04g03207	10127	13221	6220
Minter-1389-PBcR_C04g03208	4282	4751	3036
Minter-1389-PBcR_C04g03209	537	883	398
Minter-1389-PBcR_C04g03211	1858	1729	778
Minter-1389-PBcR_C04g03212	2428	3072	1450
Minter-1389-PBcR_C04g03213	1902	2252	1291
Minter-1389-PBcR_C04g03214	2981	3199	1503
Minter-1389-PBcR_C04g03219	1457	1343	814
Minter-1389-PBcR_C04g03220	743	964	462
Minter-1389-PBcR_C04g03221	889	911	428
Minter-1389-PBcR_C04g03222	2232	3171	1430
Minter-1389-PBcR_C04g03223	5267	5332	1891
Minter-1389-PBcR_C04g03227	433	390	270
Minter-1389-PBcR_C04g03228	789	1163	485
Minter-1389-PBcR_C04g03229	847	603	479
Minter-1389-PBcR_C04g03230	2095	2457	1187
Minter-1389-PBcR_C04g03231	6395	7554	3684
Minter-1389-PBcR_C04g03232	462	684	241
Minter-1389-PBcR_C04g03233	4868	5522	3442
Minter-1389-PBcR_C04g03234	1404	1683	682
Minter-1389-PBcR_C04g03235	2009	1938	1198
Minter-1389-PBcR_C04g03237	510	651	264
Minter-1389-PBcR_C04g03238	800.047	542.049	436.025
Minter-1389-PBcR_C04g03239	30213	29494	30913
Minter-1389-PBcR_C04g03240	1899	2157	1268
Minter-1389-PBcR_C04g03241	12256	13842	6278
Minter-1389-PBcR_C04g03242	8533	6331	8848
Minter-1389-PBcR_C04g03243	2891	2972	1659
Minter-1389-PBcR_C04g03244	1085	1313	525
Minter-1389-PBcR_C04g03245	2229	2702	1545
Minter-1389-PBcR_C04g03248	5131	6814	3018
Minter-1389-PBcR_C04g03249	1090	1339	650
Minter-1389-PBcR_C04g03250	3365	3495	2389
Minter-1389-PBcR_C04g03251	790	900	558
Minter-1389-PBcR_C04g03252	423	483	237
Minter-1389-PBcR_C04g03253	55	41	27
Minter-1389-PBcR_C04g03254	3027	3126	2370
Minter-1389-PBcR_C04g03255	2550	2569	1166
Minter-1389-PBcR_C04g03256	98	149	98
Minter-1389-PBcR_C04g03260	3650	3993	2242
Minter-1389-PBcR_C04g03261	708	664	495
Minter-1389-PBcR_C04g03262	834	852	460
Minter-1389-PBcR_C04g03263	1116	1312	528
Minter-1389-PBcR_C04g03264	2837.45	3318.19	1089
Minter-1389-PBcR_C05g03267	2106	2672	1439
Minter-1389-PBcR_C05g03268	1970	2313	1044
Minter-1389-PBcR_C05g03269	4984	5400	2218
Minter-1389-PBcR_C05g03270	1606	1801	1036
Minter-1389-PBcR_C05g03271	932	958	459
Minter-1389-PBcR_C05g03272	1759	1653	470
Minter-1389-PBcR_C05g03273	2764	2948	1518
Minter-1389-PBcR_C05g03274	3366	3887	2327
Minter-1389-PBcR_C05g03275	11284	7565	12564
Minter-1389-PBcR_C05g03276	1371	1360	862
Minter-1389-PBcR_C05g03277	15975	14291	8492
Minter-1389-PBcR_C05g03278	2609	2105	1587
Minter-1389-PBcR_C05g03279	832	800	361
Minter-1389-PBcR_C05g03282	2500	2983	1512
Minter-1389-PBcR_C05g03283	1349	1558	909
Minter-1389-PBcR_C05g03286	1674	1514	1199
Minter-1389-PBcR_C05g03288	1570	2000	1116
Minter-1389-PBcR_C05g03289	5368	6308	3140
Minter-1389-PBcR_C05g03290	2177	2501	1501
Minter-1389-PBcR_C05g03291	4292	4320	2524
Minter-1389-PBcR_C05g03293	1849	1690	835
Minter-1389-PBcR_C05g03294	1181	1045	738
Minter-1389-PBcR_C05g03295	1448	1718	737
Minter-1389-PBcR_C05g03297	2505	2319	2266
Minter-1389-PBcR_C05g03298	3060.35	3526	2094
Minter-1389-PBcR_C05g03299	22757	19157	17675
Minter-1389-PBcR_C05g03300	2676	3117	1458
Minter-1389-PBcR_C05g03301	2685	3576	1487
Minter-1389-PBcR_C05g03305	566	519	209
Minter-1389-PBcR_C05g03306	327	395	149
Minter-1389-PBcR_C05g03307	813	847	421
Minter-1389-PBcR_C05g03308	2709	3293	1274
Minter-1389-PBcR_C05g03309	6018	5316	3101
Minter-1389-PBcR_C05g03310	4654	5363	2164
Minter-1389-PBcR_C05g03314	867	1026	459
Minter-1389-PBcR_C05g03318	13864	13144	4820
Minter-1389-PBcR_C05g03320	3863.23	4913.95	2694.36
Minter-1389-PBcR_C05g03321	933	1122	531
Minter-1389-PBcR_C05g03322	7376	7639	4832.43
Minter-1389-PBcR_C05g03323	4287	3339	1868
Minter-1389-PBcR_C05g03324	3362	3924	1132
