gid	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC05-2g06428	53	31	48.8875	40
MvSl-1064-A1-R4_MC05-2g06429	240.741	201.623	302.888	365.555
MvSl-1064-A1-R4_MC05-2g06430	7158.87	7717.95	8220.96	5567.55
MvSl-1064-A1-R4_MC05-2g06431	102	92	82	54
MvSl-1064-A1-R4_MC05-2g06432	19488	17473.2	18894	12144.4
MvSl-1064-A1-R4_MC05-2g06433	25.8573	15.713	52.6414	38.3544
MvSl-1064-A1-R4_MC05-2g06434	678	923	937	554
MvSl-1064-A1-R4_MC05-2g06435	760	1111	1173	537
MvSl-1064-A1-R4_MC05-2g06436	822	925	877	805
MvSl-1064-A1-R4_MC05-2g06437	1043.45	826.458	265.101	242.609
MvSl-1064-A1-R4_MC05-2g06438	4283.46	2541.06	420.691	342.019
MvSl-1064-A1-R4_MC05-2g06439	619.489	573	534	463
MvSl-1064-A1-R4_MC05-2g06440	4689.8	4467.65	4069.98	3530.95
MvSl-1064-A1-R4_MC05-2g06441	307.913	199.723	134.097	129.245
MvSl-1064-A1-R4_MC05-2g06442	15.6132	11.4352	67.3525	30.1659
MvSl-1064-A1-R4_MC05-2g06443	389	362	262	259
MvSl-1064-A1-R4_MC05-2g06444	7.53741	4.26807	3.29258	6.46343
MvSl-1064-A1-R4_MC05-2g06445	882	995	1104	1013
MvSl-1064-A1-R4_MC05-2g06446	4238	3348	2518	3463
MvSl-1064-A1-R4_MC05-2g06447	0	1	2	0
MvSl-1064-A1-R4_MC05-2g06448	644.123	617.287	555.803	673.017
MvSl-1064-A1-R4_MC05-2g06449	421.811	232.522	160.211	212.3
MvSl-1064-A1-R4_MC05-2g06450	414.942	465.662	445.721	385.467
MvSl-1064-A1-R4_MC05-2g06451	388.198	410.346	405.02	392.048
MvSl-1064-A1-R4_MC05-2g06452	141	126	127	134
MvSl-1064-A1-R4_MC05-2g06453	1445	1614	1286	1204
MvSl-1064-A1-R4_MC05-2g06454	5042	5225	3003	3118
MvSl-1064-A1-R4_MC05-2g06455	26.6018	17.5874	19.8329	14.9567
MvSl-1064-A1-R4_MC05-2g06456	705.115	554.372	431.498	412.346
MvSl-1064-A1-R4_MC05-2g06457	4.1537	1.08507	0	2.07089
MvSl-1064-A1-R4_MC05-2g06458	3391	3137	2735	2882
MvSl-1064-A1-R4_MC05-2g06459	10754	10921	7336	7617
MvSl-1064-A1-R4_MC05-2g06461	341.617	228.938	193.968	179.4
MvSl-1064-A1-R4_MC05-2g06462	136.738	150.231	77.4403	67.3431
MvSl-1064-A1-R4_MC05-2g06463	3275	4287	4167	3151
MvSl-1064-A1-R4_MC05-2g06464	1217	2249	1503	929
MvSl-1064-A1-R4_MC05-2g06465	5307	8831	11464	5958
MvSl-1064-A1-R4_MC05-2g06466	728	802	988	783
MvSl-1064-A1-R4_MC05-2g06467	2812	3545	2370	2352
MvSl-1064-A1-R4_MC05-2g06468	4551	6714	7103	4767
MvSl-1064-A1-R4_MC05-2g06469	760	841	1121	804
MvSl-1064-A1-R4_MC05-2g06470	557	659	626	468
MvSl-1064-A1-R4_MC05-2g06471	664.442	640.755	718.713	770.588
MvSl-1064-A1-R4_MC05-2g06472	394	423	330	367
MvSl-1064-A1-R4_MC05-2g06473	795	1045	1289	644
MvSl-1064-A1-R4_MC05-2g06474	1477	1173	1022	1040
MvSl-1064-A1-R4_MC05-2g06475	1269	1183	1113	1036
MvSl-1064-A1-R4_MC05-2g06476	179	183	154	175
MvSl-1064-A1-R4_MC05-2g06477	3280	3456	3182	3155
MvSl-1064-A1-R4_MC05-2g06478	3500	2739	2245	2726
MvSl-1064-A1-R4_MC05-2g06479	4304	4413	4474	4404
MvSl-1064-A1-R4_MC05-2g06480	8051	10397	9173	8509
MvSl-1064-A1-R4_MC05-2g06481	259.638	176.154	105.416	140.893
MvSl-1064-A1-R4_MC05-2g06482	11.2272	6.54273	3.32359	6.58409
MvSl-1064-A1-R4_MC05-2g06483	343.261	400.608	589.446	572.078
MvSl-1064-A1-R4_MC05-2g06484	206	142	100	103
MvSl-1064-A1-R4_MC05-2g06485	194.78	162.712	369.311	471.676
MvSl-1064-A1-R4_MC05-3g06505	1424	1354	1321	1280
MvSl-1064-A1-R4_MC05-3g06506	7635	5770	4694	5649
MvSl-1064-A1-R4_MC05-3g06507	259	162	100	227
MvSl-1064-A1-R4_MC05-3g06508	1363	1073	872	980
MvSl-1064-A1-R4_MC05-3g06509	4209	3862	3193	4227
MvSl-1064-A1-R4_MC05-3g06510	833	633	568	713
MvSl-1064-A1-R4_MC05-3g06511	114	128	224	304
MvSl-1064-A1-R4_MC05-3g06512	26	33	60	54
MvSl-1064-A1-R4_MC05-3g06513	818	437	1001	1553
MvSl-1064-A1-R4_MC05-3g06514	5676	5567	10132	11155
MvSl-1064-A1-R4_MC05-3g06515	10272	13482	24774	21435
MvSl-1064-A1-R4_MC05-3g06516	609	523	763	896
MvSl-1064-A1-R4_MC05-3g06517	3654	4117	7491	6390
MvSl-1064-A1-R4_MC05-3g06518	3618	3184	5588	6849
MvSl-1064-A1-R4_MC05-3g06519	4410	2728	6555	5607
MvSl-1064-A1-R4_MC05-3g06520	5180	4553	11750	9977
MvSl-1064-A1-R4_MC05-3g06521	32314.1	24273.4	29286.7	24944
MvSl-1064-A1-R4_MC05-3g06522	128	94	86.7329	135.476
MvSl-1064-A1-R4_MC05-3g06523	10.3271	3.09661	27.1262	34.7266
MvSl-1064-A1-R4_MC05-3g06524	19	19	8	14
MvSl-1064-A1-R4_MC05-3g06525	1348	1223	840	991
MvSl-1064-A1-R4_MC05-3g06526	1246	956	804	1314
MvSl-1064-A1-R4_MC05-3g06527	1791	1547	1346	1554
MvSl-1064-A1-R4_MC05-3g06528	3602	4002	3510	3282
MvSl-1064-A1-R4_MC05-3g06529	5556	5369	4320	4838
MvSl-1064-A1-R4_MC05-3g06530	868	1071	971	781
MvSl-1064-A1-R4_MC05-3g06531	1198	1788	1793	1236
MvSl-1064-A1-R4_MC05-3g06532	1.08429	1.08904	21.8619	20.2312
MvSl-1064-A1-R4_MC05-3g06533	445.882	422.619	325.409	333.327
MvSl-1064-A1-R4_MC05-3g06534	35.0561	39.3723	45.0708	29.5042
MvSl-1064-A1-R4_MC05-3g06535	644	665	503	524
MvSl-1064-A1-R4_MC05-3g06536	98	80	29.2271	46.2508
MvSl-1064-A1-R4_MC05-3g06537	7	3	1	2
MvSl-1064-A1-R4_MC05-3g06538	1097.05	1107.49	568.264	551.792
MvSl-1064-A1-R4_MC05-3g06539	4464	4766	4344	3857
MvSl-1064-A1-R4_MC05-3g06540	1101	1095	913	940
MvSl-1064-A1-R4_MC05-3g06541	529	571	480	375
MvSl-1064-A1-R4_MC05-3g06542	2172	2357	2051	1873
MvSl-1064-A1-R4_MC05-3g06543	731	713	614	549
MvSl-1064-A1-R4_MC05-3g06544	389	579	432	278
MvSl-1064-A1-R4_MC05-3g06545	1593	1666	1676	1250
MvSl-1064-A1-R4_MC05-3g06546	11146	10448	11161	13186
MvSl-1064-A1-R4_MC05-3g06547	27213	29423	24512	34651
MvSl-1064-A1-R4_MC05-3g06548	1102	1286	1105	1020
MvSl-1064-A1-R4_MC05-3g06549	387	293	356	487
MvSl-1064-A1-R4_MC05-3g06550	2446	2602	1993	2290
MvSl-1064-A1-R4_MC05-3g06551	1430	1698	1228	1083
MvSl-1064-A1-R4_MC05-3g06552	2687	3351	3126	2310
MvSl-1064-A1-R4_MC05-3g06553	1330	1186	830	1092
MvSl-1064-A1-R4_MC05-3g06554	1819	2250	2245	1868
MvSl-1064-A1-R4_MC05-3g06555	1027	1001	925	1043
MvSl-1064-A1-R4_MC05-3g06556	1141	1055	794	1209
MvSl-1064-A1-R4_MC05-3g06557	110	79	46	63
MvSl-1064-A1-R4_MC05-3g06558	8	5	5	11
MvSl-1064-A1-R4_MC05-3g06559	1	0	0	0
MvSl-1064-A1-R4_MC05-3g06560	807	805	826	750
MvSl-1064-A1-R4_MC05-3g06561	879	1080	1192	1018
MvSl-1064-A1-R4_MC05-3g06562	6733	6185	4315	4708
MvSl-1064-A1-R4_MC05-3g06563	1750.33	1520.89	1404.65	1402.19
MvSl-1064-A1-R4_MC05-3g06564	603.716	267.275	211.694	322.463
MvSl-1064-A1-R4_MC05-3g06565	349	103	95	233
MvSl-1064-A1-R4_MC05-3g06566	3900.15	2838.96	879.947	1522.06
MvSl-1064-A1-R4_MC05-3g06567	3925	3357	2222	2845
MvSl-1064-A1-R4_MC05-3g06568	477	483	444	453
MvSl-1064-A1-R4_MC05-3g06569	1081	1213	981	1000
MvSl-1064-A1-R4_MC05-3g06570	895	865	834	808
MvSl-1064-A1-R4_MC05-3g06571	1896	1681	1628	1748
MvSl-1064-A1-R4_MC05-3g06572	3046	2850	2327	2678
MvSl-1064-A1-R4_MC05-3g06573	7176	5264	4564	5384
MvSl-1064-A1-R4_MC05-3g06574	13894	11566	11460	11842
MvSl-1064-A1-R4_MC05-3g06575	22015	19923	20630	20732
MvSl-1064-A1-R4_MC05-3g06576	192	279	199	183
MvSl-1064-A1-R4_MC05-3g06577	2190.65	2155.88	1887.28	1725.29
MvSl-1064-A1-R4_MC05-3g06578	2194.43	2278.53	2609.14	2438.43
MvSl-1064-A1-R4_MC05-3g06579	16	27	14	16
MvSl-1064-A1-R4_MC05-3g06580	615	681	727	578
MvSl-1064-A1-R4_MC05-3g06581	2841	3476	3022	2920
MvSl-1064-A1-R4_MC05-3g06582	362	397	288	286
MvSl-1064-A1-R4_MC05-3g06583	2088	2263	1996	1781
MvSl-1064-A1-R4_MC05-3g06584	296	184	161	218
MvSl-1064-A1-R4_MC05-3g06585	195	173	124	138
MvSl-1064-A1-R4_MC05-3g06586	324	318	258	361
MvSl-1064-A1-R4_MC05-3g06587	1481	1058	742	1078
MvSl-1064-A1-R4_MC05-3g06588	1312	747	634	1196
MvSl-1064-A1-R4_MC05-3g06589	862	736	471	766
MvSl-1064-A1-R4_MC05-3g06590	711	623	529	568
MvSl-1064-A1-R4_MC05-3g06591	1131	1260	685	595
MvSl-1064-A1-R4_MC05-3g06592	3186	2422	2130	2242
MvSl-1064-A1-R4_MC05-3g06593	39	20	28	30
MvSl-1064-A1-R4_MC05-3g06594	7350	7440	7773	8497
MvSl-1064-A1-R4_MC05-3g06595	78	50	55	69
MvSl-1064-A1-R4_MC05-3g06596	17	18	16	17
MvSl-1064-A1-R4_MC05-3g06597	20	12	26	32
MvSl-1064-A1-R4_MC05-3g06598	205.755	152.025	159.054	173.649
MvSl-1064-A1-R4_MC05-3g06599	843.148	761.324	491.512	529.733
MvSl-1064-A1-R4_MC05-3g06600	260	218	151	116
MvSl-1064-A1-R4_MC05-3g06601	556	585	456	442
MvSl-1064-A1-R4_MC05-3g06602	571	828	494	499
MvSl-1064-A1-R4_MC05-3g06603	1899	2076	1795	1884
MvSl-1064-A1-R4_MC05-3g06604	721	861	841	679
MvSl-1064-A1-R4_MC05-3g06605	245	215	230	226
MvSl-1064-A1-R4_MC05-3g06606	611	574	585	644
MvSl-1064-A1-R4_MC05-3g06607	1742	2147	1735	1346
MvSl-1064-A1-R4_MC05-3g06608	340.949	390.365	311.04	312.261
MvSl-1064-A1-R4_MC05-3g06609	1927	2335	2161	1763
MvSl-1064-A1-R4_MC05-3g06610	25052	17428	12980	18117
MvSl-1064-A1-R4_MC05-3g06611	1818	1679	1130	1981
MvSl-1064-A1-R4_MC05-3g06612	689	679	773	639
MvSl-1064-A1-R4_MC05-3g06613	775	771	595	573
MvSl-1064-A1-R4_MC05-3g06614	1532	1810	1529	1257
MvSl-1064-A1-R4_MC05-3g06615	913	991	817	709
MvSl-1064-A1-R4_MC05-3g06616	1637	1748	1375	1474
MvSl-1064-A1-R4_MC05-3g06617	42	21	10	9
MvSl-1064-A1-R4_MC05-3g06618	131025	107112	72341	87325
MvSl-1064-A1-R4_MC05-3g06619	663	759	599	607
MvSl-1064-A1-R4_MC05-3g06620	1715	1978	1973	1613
MvSl-1064-A1-R4_MC05-3g06621	197	170	77	116
MvSl-1064-A1-R4_MC05-3g06622	10598	11279	11067	13525
MvSl-1064-A1-R4_MC05-3g06623	1210	1659	2133	1222
MvSl-1064-A1-R4_MC05-3g06624	7449	8067	6778	6806
MvSl-1064-A1-R4_MC05-3g06625	1033	1114	1110	922
MvSl-1064-A1-R4_MC05-3g06626	3827	3708	3473	3563
MvSl-1064-A1-R4_MC05-3g06627	1344	1510	1223	1162
MvSl-1064-A1-R4_MC05-3g06628	3789	4230	4104	3285
MvSl-1064-A1-R4_MC05-3g06629	74	38	61	86
MvSl-1064-A1-R4_MC05-3g06630	1459	1416	1527	1283
MvSl-1064-A1-R4_MC05-3g06631	585	657	593	380
MvSl-1064-A1-R4_MC05-3g06632	3676	2394	1533	2276
MvSl-1064-A1-R4_MC05-3g06633	1306	1505	1120	1094
MvSl-1064-A1-R4_MC05-3g06634	872	765	547	606
MvSl-1064-A1-R4_MC05-3g06635	912	1066	1069	843
MvSl-1064-A1-R4_MC05-3g06636	5695.59	5456.74	4948.48	4863.23
MvSl-1064-A1-R4_MC05-3g06637	1879	2328	2336	1583
MvSl-1064-A1-R4_MC05-3g06638	493	574	553	405
MvSl-1064-A1-R4_MC05-3g06639	583	667	731	574
MvSl-1064-A1-R4_MC05-3g06640	1289	1069	851	943
MvSl-1064-A1-R4_MC05-3g06641	1818	1066	1058	1838
MvSl-1064-A1-R4_MC05-3g06642	1186.52	1384.93	1630.77	938.502
MvSl-1064-A1-R4_MC05-3g06643	1160	1194	851	497
MvSl-1064-A1-R4_MC05-3g06644	6167.41	5925.76	4676.63	4975.97
MvSl-1064-A1-R4_MC05-3g06645	318.019	262.596	223.193	207.358
MvSl-1064-A1-R4_MC05-3g06646	143.159	100	82	109
MvSl-1064-A1-R4_MC05-3g06647	14634.5	14726.2	15553.5	14955.5
MvSl-1064-A1-R4_MC05-3g06648	6162	5257	6227	6906
MvSl-1064-A1-R4_MC05-3g06649	625	744	710	587
MvSl-1064-A1-R4_MC05-3g06650	3916	6672	9333	4770
MvSl-1064-A1-R4_MC05-3g06651	9462	13540	18130	10093
MvSl-1064-A1-R4_MC05-3g06652	1404	1459	1093	1100
MvSl-1064-A1-R4_MC05-3g06653	365	542	389	238
MvSl-1064-A1-R4_MC05-3g06654	1808	1788	2014	1663
MvSl-1064-A1-R4_MC05-3g06655	2272	2257	2183	1997
MvSl-1064-A1-R4_MC05-3g06656	1721	1546	1652	1671
MvSl-1064-A1-R4_MC05-3g06657	3122	2090	2294	2663
MvSl-1064-A1-R4_MC05-3g06658	1226	1159	996	1023
MvSl-1064-A1-R4_MC05-3g06659	831	1080	922	716
MvSl-1064-A1-R4_MC05-3g06660	8585.55	7933.82	6886.6	7651.46
MvSl-1064-A1-R4_MC05-3g06661	1186	1231	1222	957
MvSl-1064-A1-R4_MC05-3g06662	1821	2155	2243	1683
MvSl-1064-A1-R4_MC05-3g06663	122	104	94	102
MvSl-1064-A1-R4_MC05-3g06664	717	666	598	592
MvSl-1064-A1-R4_MC05-3g06665	395	376	439	348
MvSl-1064-A1-R4_MC05-3g06666	2587.91	2207.95	2228.39	2299.55
MvSl-1064-A1-R4_MC05-3g06667	1	0	0	0
MvSl-1064-A1-R4_MC05-3g06668	3	3	1	3
MvSl-1064-A1-R4_MC05-3g06669	2561	2323	2514	2718
MvSl-1064-A1-R4_MC05-3g06670	98	137	145	86
MvSl-1064-A1-R4_MC05-3g06671	1185	1422	1275	882
MvSl-1064-A1-R4_MC05-3g06672	1654	1325	1112	1353
MvSl-1064-A1-R4_MC05-3g06673	963	882	748	797
MvSl-1064-A1-R4_MC05-3g06674	2437	2363	1881	2069
MvSl-1064-A1-R4_MC05-3g06675	5576	8551	10794	5921
MvSl-1064-A1-R4_MC05-3g06676	1591	1465	1248	1330
MvSl-1064-A1-R4_MC05-3g06677	1057	1164	1039	1022
MvSl-1064-A1-R4_MC05-3g06678	541	600	390	267
MvSl-1064-A1-R4_MC05-3g06679	6123	7272	8428	6279
MvSl-1064-A1-R4_MC05-3g06680	3182	3777	3161	3097
MvSl-1064-A1-R4_MC05-3g06681	14	9	7	9
MvSl-1064-A1-R4_MC05-3g06682	1212	675	745	1210
MvSl-1064-A1-R4_MC05-3g06683	539	671	664	524
MvSl-1064-A1-R4_MC05-3g06684	2094	2332	2684	2258
MvSl-1064-A1-R4_MC05-3g06685	897	903	889	797
MvSl-1064-A1-R4_MC05-3g06686	563	654	661	640
MvSl-1064-A1-R4_MC05-3g06687	4481	4391	3632	3547
MvSl-1064-A1-R4_MC05-3g06688	2909	2475	2225	2530
MvSl-1064-A1-R4_MC05-3g06689	721	774	955	668
MvSl-1064-A1-R4_MC05-3g06690	8473	8085	6385	6259
MvSl-1064-A1-R4_MC05-3g06691	1600	1772	1564	1508
MvSl-1064-A1-R4_MC05-3g06692	516	571	594	464
MvSl-1064-A1-R4_MC05-3g06693	147	158	162	142
MvSl-1064-A1-R4_MC05-3g06694	1579	1240	1236	1454
MvSl-1064-A1-R4_MC05-3g06695	9	4.00535	6	10.0799
MvSl-1064-A1-R4_MC05-3g06697	102.781	86.8062	63.1497	86.579
MvSl-1064-A1-R4_MC05-3g06698	1866	1939	1555	1619
MvSl-1064-A1-R4_MC05-3g06699	1246	1364	1234	1104
MvSl-1064-A1-R4_MC05-3g06700	3755	4028	4324	3607
MvSl-1064-A1-R4_MC05-3g06701	1717	2150	2460	1639
MvSl-1064-A1-R4_MC05-3g06702	477	368	293	333
MvSl-1064-A1-R4_MC05-3g06703	432	462	451	530
MvSl-1064-A1-R4_MC05-3g06704	355.267	299.191	214.355	241.325
MvSl-1064-A1-R4_MC05-3g06705	1793	2311	1338	999
MvSl-1064-A1-R4_MC05-3g06706	339	329	215	306
MvSl-1064-A1-R4_MC05-3g06707	2051	1908	3756	3326
MvSl-1064-A1-R4_MC05-3g06708	1838	1611	1149	1127
MvSl-1064-A1-R4_MC05-3g06709	5003	4890	3460	3278
MvSl-1064-A1-R4_MC05-3g06710	2619	2346	2232	2285
MvSl-1064-A1-R4_MC05-3g06711	1657	1673	1398	1316
MvSl-1064-A1-R4_MC05-3g06712	654	601	487	630
MvSl-1064-A1-R4_MC05-3g06713	2805	3062.59	2179.4	2408.23
MvSl-1064-A1-R4_MC05-3g06714	1395	1229	1255	1163
MvSl-1064-A1-R4_MC05-3g06715	184	398	285	104
MvSl-1064-A1-R4_MC05-3g06716	644.604	560.272	372.607	363.604
MvSl-1064-A1-R4_MC05-3g06717	1928.9	1550.3	1365.04	1657.36
MvSl-1064-A1-R4_MC05-3g06718	721.52	621.553	416.54	507.268
MvSl-1064-A1-R4_MC05-3g06719	545	439	319	552
MvSl-1064-A1-R4_MC05-3g06720	511	596	604	377
MvSl-1064-A1-R4_MC05-3g06721	1764	1817	1934	1870
MvSl-1064-A1-R4_MC05-3g06722	379	458	416	329
MvSl-1064-A1-R4_MC05-3g06723	184	226	210	191
MvSl-1064-A1-R4_MC05-3g06724	4307	4705	3330	2940
MvSl-1064-A1-R4_MC05-3g06725	272	268	177	252
MvSl-1064-A1-R4_MC05-3g06726	552	721	604	396
MvSl-1064-A1-R4_MC05-3g06727	1321	1587	1174	1148
MvSl-1064-A1-R4_MC05-3g06728	3824	3747	3593	3566
MvSl-1064-A1-R4_MC05-3g06729	644	858	800	573
MvSl-1064-A1-R4_MC05-3g06730	1330	1378	1267	1041
MvSl-1064-A1-R4_MC05-3g06731	177.324	185.663	385.096	301.254
MvSl-1064-A1-R4_MC05-3g06732	67.3929	60.1234	84.7176	71.6027
MvSl-1064-A1-R4_MC05-3g06733	5311.18	4592.49	1019.83	1033.18
MvSl-1064-A1-R4_MC05-3g06734	6	5	3	10
MvSl-1064-A1-R4_MC05-3g06735	1676	1728	1480	1313
MvSl-1064-A1-R4_MC05-3g06736	3483	5154	4315	2791
MvSl-1064-A1-R4_MC05-3g06737	6863	7556	7379	6981
MvSl-1064-A1-R4_MC05-3g06738	2313	2041	1727	1914
MvSl-1064-A1-R4_MC05-3g06739	175	204	139	132
MvSl-1064-A1-R4_MC05-3g06740	2781	2726	2175	2836
MvSl-1064-A1-R4_MC05-3g06741	4188	3966	3605	3703
MvSl-1064-A1-R4_MC05-3g06742	2531.37	2634.63	1497.37	1403.85
MvSl-1064-A1-R4_MC05-3g06744	6.33198	0	3.97266	2.51332
MvSl-1064-A1-R4_MC05-3g06745	19.4779	20.2815	10.3724	15.5585
MvSl-1064-A1-R4_MC05-3g06747	52.4854	56.1407	402.74	496.653
MvSl-1064-A1-R4_MC05-3g06748	0	1	0	0
MvSl-1064-A1-R4_MC05-3g06749	48	31	33	30
MvSl-1064-A1-R4_MC05-3g06750	2	7	5	5
MvSl-1064-A1-R4_MC05-3g06751	2504	2164	2181	2368
MvSl-1064-A1-R4_MC05-3g06752	1960	2387	2590	1945
MvSl-1064-A1-R4_MC05-3g06753	384	244	331	401
MvSl-1064-A1-R4_MC05-3g06754	322	245	314	360
MvSl-1064-A1-R4_MC05-3g06755	758	783	733	732
MvSl-1064-A1-R4_MC05-3g06756	1219	1839	1560	1328
MvSl-1064-A1-R4_MC05-3g06757	12372	8637	7677	11153
MvSl-1064-A1-R4_MC05-3g06758	910	778	584	762
MvSl-1064-A1-R4_MC05-3g06759	3	3	3	2
MvSl-1064-A1-R4_MC05-3g06760	51	17	4	7
MvSl-1064-A1-R4_MC05-3g06761	139	84	73	104
MvSl-1064-A1-R4_MC05-3g06762	237	272	206	214
MvSl-1064-A1-R4_MC05-3g06763	275	369	441	243
MvSl-1064-A1-R4_MC05-3g06764	1129	1113	1095	1080
MvSl-1064-A1-R4_MC05-3g06765	1283	1459	1021	1101
MvSl-1064-A1-R4_MC05-3g06766	5674	3478	2555	4167
MvSl-1064-A1-R4_MC05-3g06767	5056	4420	4997	5240
MvSl-1064-A1-R4_MC05-3g06768	1034	968	1028	855
MvSl-1064-A1-R4_MC05-3g06769	19	40	12	12
MvSl-1064-A1-R4_MC05-3g06770	9	11	8	10
MvSl-1064-A1-R4_MC05-3g06771	1	0	3	1
MvSl-1064-A1-R4_MC05-3g06772	2261	2559	2685	2275
MvSl-1064-A1-R4_MC05-3g06773	571	636	514	502
MvSl-1064-A1-R4_MC05-3g06774	11017	10172	8634	10397
MvSl-1064-A1-R4_MC05-3g06775	879	1041	993	660
MvSl-1064-A1-R4_MC05-3g06776	4196	4607	3640	3787
MvSl-1064-A1-R4_MC05-3g06777	817	890	866	774
MvSl-1064-A1-R4_MC05-3g06778	631	716	1089	662
MvSl-1064-A1-R4_MC05-3g06779	1735	1710	1347	1476
MvSl-1064-A1-R4_MC05-3g06780	281	630	634	246
MvSl-1064-A1-R4_MC05-3g06781	690	701	729	664
MvSl-1064-A1-R4_MC05-3g06782	2887	2701	2283	2466
MvSl-1064-A1-R4_MC05-3g06783	350	485	525	476
MvSl-1064-A1-R4_MC05-3g06784	1.40E+06	1.16E+06	554592	490387
MvSl-1064-A1-R4_MC05-3g06785	8793.88	7843.47	6786.7	6553.82
MvSl-1064-A1-R4_MC05-3g06786	587	350	257	407
MvSl-1064-A1-R4_MC05-3g06787	661.564	551.821	351.933	370.163
MvSl-1064-A1-R4_MC05-3g06788	19.8893	15.2963	16.5091	7.11616
MvSl-1064-A1-R4_MC05-3g06789	27.5741	15.485	14.0539	11.5769
MvSl-1064-A1-R4_MC05-3g06790	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06791	23	23	22	6
MvSl-1064-A1-R4_MC05-3g06792	2032.12	2054.53	1564.3	1459.18
MvSl-1064-A1-R4_MC05-3g06793	1	3	1	10
MvSl-1064-A1-R4_MC05-3g06795	479.739	987.388	633.983	602.51
MvSl-1064-A1-R4_MC05-3g06796	1158	1313	1176	984
MvSl-1064-A1-R4_MC05-3g06797	1291	1431	939	882
MvSl-1064-A1-R4_MC05-3g06798	497	564	509	435
MvSl-1064-A1-R4_MC05-3g06799	2389	1830	2046	1984
MvSl-1064-A1-R4_MC05-3g06800	172	165	163	109
MvSl-1064-A1-R4_MC05-3g06801	108	131	164	94
MvSl-1064-A1-R4_MC05-3g06802	35.1645	17	9.06972	20.1665
MvSl-1064-A1-R4_MC05-3g06803	640	364	240	375
MvSl-1064-A1-R4_MC05-3g06804	197	151	114	161
MvSl-1064-A1-R4_MC05-3g06805	94	52	59	52
MvSl-1064-A1-R4_MC05-3g06806	81	23	16	62
MvSl-1064-A1-R4_MC05-3g06807	2289	2491	2395	2500
MvSl-1064-A1-R4_MC05-3g06808	1907	1698	1609	1766
MvSl-1064-A1-R4_MC05-3g06809	1769	2188	2128	1809
MvSl-1064-A1-R4_MC05-3g06811	867.254	894.834	784.735	770.714
MvSl-1064-A1-R4_MC05-3g06812	68.4893	79.1052	119.262	103.196
MvSl-1064-A1-R4_MC05-3g06813	1129.86	891.852	183.86	147.959
MvSl-1064-A1-R4_MC05-3g06815	27.8182	23.8333	23.5238	26.4444
MvSl-1064-A1-R4_MC05-3g06817	16.8988	9.55445	5.35489	8.3062
MvSl-1064-A1-R4_MC05-3g06818	1760.07	1724.9	1666.71	1650.97
MvSl-1064-A1-R4_MC05-3g06819	5856.52	7788.97	8922.42	6844.24
MvSl-1064-A1-R4_MC05-3g06820	2545	2355	2036	2291
MvSl-1064-A1-R4_MC05-3g06821	574	759	658	418
MvSl-1064-A1-R4_MC05-3g06822	1538	1846	1880	1144
MvSl-1064-A1-R4_MC05-3g06823	1094	1195	904	904
MvSl-1064-A1-R4_MC05-3g06824	1255.52	1307.37	1190.35	1184.2
MvSl-1064-A1-R4_MC05-3g06825	5	3	11	9
MvSl-1064-A1-R4_MC05-3g06826	166	164	189	230
MvSl-1064-A1-R4_MC05-3g06827	286	142	90	118
MvSl-1064-A1-R4_MC05-3g06828	2561	2448	2201	2365
MvSl-1064-A1-R4_MC05-3g06829	3175	3571	3695	2824
MvSl-1064-A1-R4_MC05-3g06832	59.4259	62.8063	36.8917	42.8125
MvSl-1064-A1-R4_MC05-3g06833	662.207	508.964	296.319	320.707
MvSl-1064-A1-R4_MC05-3g06834	21.5193	10.5142	5.06699	27.6626
MvSl-1064-A1-R4_MC05-3g06835	3.60372	0.746857	0	3.08003
MvSl-1064-A1-R4_MC05-3g06836	74.6794	43.5285	40.6388	46.1425
MvSl-1064-A1-R4_MC05-3g06837	258.574	317.181	265.51	179.234
MvSl-1064-A1-R4_MC05-3g06838	46.1854	25.7882	14.1593	23.46
MvSl-1064-A1-R4_MC05-3g06839	1.19933	0	0	0
MvSl-1064-A1-R4_MC05-3g06840	10	5	10	6
MvSl-1064-A1-R4_MC05-3g06841	1430.95	1308.15	1118.52	1025.1
MvSl-1064-A1-R4_MC05-3g06842	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06843	751.296	565.55	438.795	544.36
MvSl-1064-A1-R4_C36g01618	1030.89	746.853	1227.82	1140.58
MvSl-1064-A1-R4_MC06g06861	231.107	172.877	147.184	192.377
MvSl-1064-A1-R4_MC06g06862	5823	8395	7883	5385
MvSl-1064-A1-R4_MC06g06863	177	111	79	105
MvSl-1064-A1-R4_MC06g06864	129.866	100.902	92	77
MvSl-1064-A1-R4_MC06g06865	710	631.591	494.641	548
MvSl-1064-A1-R4_MC06g06866	148.782	122.453	116.947	140.898
MvSl-1064-A1-R4_MC06g06868	671	495	198	292
MvSl-1064-A1-R4_MC06g06869	222.999	194.996	126.993	130
MvSl-1064-A1-R4_MC06g06870	2726.3	2449.26	1968.18	1914.87
MvSl-1064-A1-R4_MC06g06871	3122.4	2805.69	2208.95	2260.67
MvSl-1064-A1-R4_MC06g06872	352.639	336.529	228.808	307.581
MvSl-1064-A1-R4_MC06g06873	4	1	6	3
MvSl-1064-A1-R4_MC06g06874	1624.13	1698.62	1385.84	1711.45
