gene	haploid	cdslength	protleng	chr	chr1	DE_status	DE_status2	mean_exp
MvSl-1064-A2-R4_MC12g11329	A2	3085	901	aAutosome	aAutosome	NON	NON	4.4816
MvSl-1064-A2-R4_MC12g11178	A2	2265	658	aAutosome	aAutosome	NON	NON	5.82373
MvSl-1064-A2-R4_MC02g03932	A2	615	146	aAutosome	aAutosome	NON	NON	2.54783
MvSl-1064-A2-R4_MC08-1g08671	A2	1138	297	aAutosome	aAutosome	NON	NON	4.31146
MvSl-1064-A2-R4_MC02g04377	A2	1879	494	aAutosome	aAutosome	NON	NON	5.01675
MvSl-1064-A2-R4_MC10g10174	A2	765	210	aAutosome	aAutosome	NON	NON	0.12945
MvSl-1064-A2-R4_MC09g09559	A2	266	54	aAutosome	aAutosome	NON	NON	3.13659
MvSl-1064-A2-R4_MC05g06627	A2	851	105	aAutosome	aAutosome	NON	NON	6.00434
MvSl-1064-A2-R4_MC06-2g07426	A2	1454	336	aAutosome	aAutosome	NON	NON	1.26022
MvSl-1064-A2-R4_MC12g11411	A2	1156	334	aAutosome	aAutosome	NON	NON	4.46478
MvSl-1064-A2-R4_MC03g05345	A2	3414	918	aAutosome	aAutosome	NON	NON	6.9133
MvSl-1064-A2-R4_MC01g03440	A2	4902	1505	aAutosome	aAutosome	NON	NON	6.3288
MvSl-1064-A2-R4_MC09g09212	A2	4522	1444	aAutosome	aAutosome	NON	NON	7.17098
MvSl-1064-A2-R4_MC08-1g08758	A2	3538	993	aAutosome	aAutosome	NON	NON	7.06248
MvSl-1064-A2-R4_MC06-2g07440	A2	156	51	aAutosome	aAutosome	NON	NON	3.65607
MvSl-1064-A2-R4_MC01g02953	A2	994	175	aAutosome	aAutosome	NON	NON	5.31665
MvSl-1064-A2-R4_MC13g11695	A2	239	53	aAutosome	aAutosome	NON	NON	2.38191
MvSl-1064-A2-R4_MC12g11157	A2	1601	394	aAutosome	aAutosome	NON	NON	3.65565
MvSl-1064-A2-R4_MC01g02336	A2	348	101	aAutosome	aAutosome	NON	NON	2.53702
MvSl-1064-A2-R4_MC02g04430	A2	3699	1104	aAutosome	aAutosome	NON	NON	10.0049
MvSl-1064-A2-R4_MC09g09227	A2	3281	885	aAutosome	aAutosome	NON	NON	5.92807
MvSl-1064-A2-R4_MC02g04184	A2	2127	419	aAutosome	aAutosome	NON	NON	6.71957
MvSl-1064-A2-R4_MC07g08480	A2	1307	316	aAutosome	aAutosome	NON	NON	6.32309
MvSl-1064-A2-R4_MC08-1g08638	A2	5042	1567	aAutosome	aAutosome	NON	NON	7.22832
MvSl-1064-A2-R4_MC09g09843	A2	4984	1426	aAutosome	aAutosome	NON	NON	4.98033
MvSl-1064-A2-R4_MC11g10544	A2	195	64	aAutosome	aAutosome	NON	NON	3.41535
MvSl-1064-A2-R4_MC09g09462	A2	1060	217	aAutosome	aAutosome	NON	NON	6.02489
MvSl-1064-A2-R4_MC01g02360	A2	1720	402	aAutosome	aAutosome	NON	NON	5.71009
MvSl-1064-A2-R4_MC11g10586	A2	8141	2441	aAutosome	aAutosome	NON	NON	7.13821
MvSl-1064-A2-R4_MC01g02985	A2	1351	412	aAutosome	aAutosome	NON	NON	5.65207
MvSl-1064-A2-R4_MC07g07954	A2	1922	510	aAutosome	aAutosome	NON	NON	6.64563
MvSl-1064-A2-R4_MC07g07892	A2	2616	662	aAutosome	aAutosome	NON	NON	8.28959
MvSl-1064-A2-R4_MC05g06570	A2	7214	2100	aAutosome	aAutosome	NON	NON	4.157
MvSl-1064-A2-R4_MC06-1g07240	A2	1079	313	aAutosome	aAutosome	NON	NON	5.64494
MvSl-1064-A2-R4_MC03g04559	A2	393	130	aAutosome	aAutosome	NON	NON	5.92187
MvSl-1064-A2-R4_MC13g11788	A2	972	155	aAutosome	aAutosome	NON	NON	6.86263
MvSl-1064-A2-R4_MC09g09365	A2	325	83	aAutosome	aAutosome	NON	NON	6.26792
MvSl-1064-A2-R4_MC13g11623	A2	959	275	aAutosome	aAutosome	NON	NON	4.71135
MvSl-1064-A2-R4_MC03g04859	A2	1695	523	aAutosome	aAutosome	NON	NON	3.45297
MvSl-1064-A2-R4_MC10g09933	A2	5938	1834	aAutosome	aAutosome	NON	NON	4.67704
MvSl-1064-A2-R4_MC07g08296	A2	2993	813	aAutosome	aAutosome	NON	NON	5.09745
MvSl-1064-A2-R4_MC02g04262	A2	684	164	aAutosome	aAutosome	NON	NON	4.93669
MvSl-1064-A2-R4_MC09g09546	A2	3005	820	aAutosome	aAutosome	NON	NON	7.29541
MvSl-1064-A2-R4_MC06-2g07683	A2	412	102	aAutosome	aAutosome	NON	NON	1.5389
MvSl-1064-A2-R4_MC06-2g07654	A2	1077	176	aAutosome	aAutosome	NON	NON	6.14602
MvSl-1064-A2-R4_MC11g10780	A2	714	152	aAutosome	aAutosome	NON	NON	4.04632
MvSl-1064-A2-R4_MC05g06876	A2	3269	896	aAutosome	aAutosome	NON	NON	5.14116
MvSl-1064-A2-R4_MC07g07866	A2	2007	443	aAutosome	aAutosome	NON	NON	2.08746
MvSl-1064-A2-R4_MC01g03335	A2	368	77	aAutosome	aAutosome	NON	NON	3.54443
MvSl-1064-A2-R4_MC06-2g07415	A2	1188	371	aAutosome	aAutosome	NON	NON	4.71837
MvSl-1064-A2-R4_MC02g03822	A2	2618	697	aAutosome	aAutosome	NON	NON	8.25926
MvSl-1064-A2-R4_MC01g02176	A2	739	177	aAutosome	aAutosome	NON	NON	6.34049
MvSl-1064-A2-R4_MC12g11091	A2	1098	249	aAutosome	aAutosome	NON	NON	2.65404
MvSl-1064-A2-R4_MC06-2g07323	A2	273	90	aAutosome	aAutosome	NON	NON	3.35209
MvSl-1064-A2-R4_MC12g11021	A2	198	65	aAutosome	aAutosome	NON	NON	5.42505
MvSl-1064-A2-R4_MC13g11971	A2	2282	576	aAutosome	aAutosome	NON	NON	1.84768
MvSl-1064-A2-R4_MC04-1g06224	A2	2489	495	aAutosome	aAutosome	NON	NON	7.75903
MvSl-1064-A2-R4_MC07g08331	A2	3657	1103	aAutosome	aAutosome	NON	NON	5.25212
MvSl-1064-A2-R4_MC01g03409	A2	1783	432	aAutosome	aAutosome	NON	NON	5.12826
MvSl-1064-A2-R4_MC08-2g09160	A2	756	206	aAutosome	aAutosome	NON	NON	2.28206
MvSl-1064-A2-R4_MC09g09774	A2	313	74	aAutosome	aAutosome	NON	NON	3.59312
MvSl-1064-A2-R4_MC14g12173	A2	1035	313	aAutosome	aAutosome	NON	NON	7.47414
MvSl-1064-A2-R4_MC02g04113	A2	1073	265	aAutosome	aAutosome	NON	NON	1.33222
MvSl-1064-A2-R4_MC07g08235	A2	962	122	aAutosome	aAutosome	NON	NON	10.2667
MvSl-1064-A2-R4_MC11g10823	A2	850	257	aAutosome	aAutosome	NON	NON	4.62834
MvSl-1064-A2-R4_MC05g06596	A2	992	208	aAutosome	aAutosome	NON	NON	6.0663
MvSl-1064-A2-R4_MC02g04054	A2	1572	412	aAutosome	aAutosome	NON	NON	5.65746
MvSl-1064-A2-R4_MC06-2g07532	A2	2470	794	aAutosome	aAutosome	NON	NON	8.77145
MvSl-1064-A2-R4_MC01g02001	A2	2416	679	aAutosome	aAutosome	NON	NON	6.85691
MvSl-1064-A2-R4_MC08-1g08677	A2	276	91	aAutosome	aAutosome	NON	NON	2.0264
MvSl-1064-A2-R4_MC11g10526	A2	1008	189	aAutosome	aAutosome	NON	NON	4.51764
MvSl-1064-A2-R4_MC06-2g07470	A2	2680	746	aAutosome	aAutosome	NON	NON	4.46507
MvSl-1064-A2-R4_MC03g04711	A2	1034	316	aAutosome	aAutosome	NON	NON	7.37084
MvSl-1064-A2-R4_MC01g02546	A2	2306	605	aAutosome	aAutosome	NON	NON	5.78065
MvSl-1064-A2-R4_MC12g11057	A2	8171	2534	aAutosome	aAutosome	NON	NON	8.62138
MvSl-1064-A2-R4_MC03g04818	A2	2385	502	aAutosome	aAutosome	NON	NON	12.0606
MvSl-1064-A2-R4_MC07g08143	A2	1942	473	aAutosome	aAutosome	NON	NON	6.89676
MvSl-1064-A2-R4_MC11g10879	A2	992	258	aAutosome	aAutosome	NON	NON	5.25683
MvSl-1064-A2-R4_MC07g07887	A2	1757	371	aAutosome	aAutosome	NON	NON	6.4363
MvSl-1064-A2-R4_MC08-1g08868	A2	681	121	aAutosome	aAutosome	NON	NON	6.4109
MvSl-1064-A2-R4_MC11g10501	A2	1193	331	aAutosome	aAutosome	NON	NON	4.36289
MvSl-1064-A2-R4_MC07g08410	A2	430	92	aAutosome	aAutosome	NON	NON	2.98715
MvSl-1064-A2-R4_MC03g04940	A2	1948	481	aAutosome	aAutosome	NON	NON	5.90076
MvSl-1064-A2-R4_MC05g06399	A2	1497	441	aAutosome	aAutosome	NON	NON	3.62458
MvSl-1064-A2-R4_MC05g06678	A2	1292	295	aAutosome	aAutosome	NON	NON	2.93461
MvSl-1064-A2-R4_MC01g02172	A2	2242	694	aAutosome	aAutosome	NON	NON	2.92246
MvSl-1064-A2-R4_MC04-1g05858	A2	1433	361	aAutosome	aAutosome	NON	NON	7.20048
MvSl-1064-A2-R4_MC14g12140	A2	768	160	aAutosome	aAutosome	NON	NON	0.571699
MvSl-1064-A2-R4_MC15g12345	A2	1146	275	aAutosome	aAutosome	NON	NON	5.37256
MvSl-1064-A2-R4_MC12g11114	A2	2320	707	aAutosome	aAutosome	NON	NON	6.09479
MvSl-1064-A2-R4_MC08-1g08742	A2	2368	563	aAutosome	aAutosome	NON	NON	9.21968
MvSl-1064-A2-R4_MC08-2g09120	A2	3373	1008	aAutosome	aAutosome	NON	NON	7.50952
MvSl-1064-A2-R4_MC13g11969	A2	1587	367	aAutosome	aAutosome	NON	NON	3.57147
MvSl-1064-A2-R4_MC13g11948	A2	1167	342	aAutosome	aAutosome	NON	NON	5.68978
MvSl-1064-A2-R4_MC12g11186	A2	1482	493	aAutosome	aAutosome	NON	NON	4.47292
MvSl-1064-A2-R4_MC04-1g06232	A2	1395	356	aAutosome	aAutosome	NON	NON	6.72042
MvSl-1064-A2-R4_A2g01808	A2	1291	359	bPAR	bPAR	NON	NON	5.46437
MvSl-1064-A2-R4_MC01g02615	A2	4330	1363	aAutosome	aAutosome	NON	NON	8.14429
MvSl-1064-A2-R4_MC10g10043	A2	830	186	aAutosome	aAutosome	NON	NON	5.44397
MvSl-1064-A2-R4_MC11g10628	A2	2344	514	aAutosome	aAutosome	NON	NON	5.60178
MvSl-1064-A2-R4_MC09g09453	A2	2413	610	aAutosome	aAutosome	NON	NON	4.07807
MvSl-1064-A2-R4_MC13g11920	A2	1173	283	aAutosome	aAutosome	NON	NON	6.17919
MvSl-1064-A2-R4_MC06-2g07575	A2	2098	524	aAutosome	aAutosome	NON	NON	5.5474
MvSl-1064-A2-R4_MC01g02246	A2	1062	210	aAutosome	aAutosome	NON	NON	3.73927
MvSl-1064-A2-R4_MC01g02400	A2	291	96	aAutosome	aAutosome	NON	NON	5.69368
MvSl-1064-A2-R4_MC08-1g08582	A2	2294	660	aAutosome	aAutosome	NON	NON	5.89129
MvSl-1064-A2-R4_MC01g02935	A2	767	176	aAutosome	aAutosome	NON	NON	3.16612
MvSl-1064-A2-R4_MC01g02613	A2	4823	1559	aAutosome	aAutosome	NON	NON	7.50204
MvSl-1064-A2-R4_MC01g02775	A2	2184	520	aAutosome	aAutosome	NON	NON	5.31427
MvSl-1064-A2-R4_MC11g10828	A2	1283	356	aAutosome	aAutosome	NON	NON	4.85155
MvSl-1064-A2-R4_MC03g05003	A2	1126	348	aAutosome	aAutosome	NON	NON	4.27282
MvSl-1064-A2-R4_MC06-2g07486	A2	2035	559	aAutosome	aAutosome	NON	NON	7.64633
MvSl-1064-A2-R4_MC09g09545	A2	5688	1515	aAutosome	aAutosome	NON	NON	6.26958
MvSl-1064-A2-R4_MC03g05063	A2	2362	562	aAutosome	aAutosome	NON	NON	9.44987
MvSl-1064-A2-R4_MC02g03604	A2	777	164	aAutosome	aAutosome	NON	NON	3.23623
MvSl-1064-A2-R4_MC11g10672	A2	2002	626	aAutosome	aAutosome	NON	NON	4.16012
MvSl-1064-A2-R4_MC05g06430	A2	3615	1080	aAutosome	aAutosome	NON	NON	6.39716
MvSl-1064-A2-R4_MC02g04443	A2	802	155	aAutosome	aAutosome	NON	NON	11.905
MvSl-1064-A2-R4_MC07g07822	A2	1579	363	aAutosome	aAutosome	NON	NON	5.83031
MvSl-1064-A2-R4_A2g00975	A2	2656	782	faBlack	NRR	NON	NON	7.38799
MvSl-1064-A2-R4_MC14g12225	A2	1425	352	aAutosome	aAutosome	NON	NON	3.59217
MvSl-1064-A2-R4_MC02g03471	A2	1118	243	aAutosome	aAutosome	NON	NON	6.17176
MvSl-1064-A2-R4_MC13g11910	A2	316	40	aAutosome	aAutosome	NON	NON	3.22055
MvSl-1064-A2-R4_MC03g05203	A2	1512	344	aAutosome	aAutosome	NON	NON	9.15944
MvSl-1064-A2-R4_MC06-2g07727	A2	2983	903	aAutosome	aAutosome	NON	NON	7.79963
MvSl-1064-A2-R4_MC13g11637	A2	2304	628	aAutosome	aAutosome	NON	NON	5.79265
MvSl-1064-A2-R4_MC01g02941	A2	1700	477	aAutosome	aAutosome	NON	NON	4.89236
MvSl-1064-A2-R4_MC08-2g09077	A2	1741	457	aAutosome	aAutosome	NON	NON	5.18259
MvSl-1064-A2-R4_MC01g02988	A2	1878	370	aAutosome	aAutosome	NON	NON	5.4063
MvSl-1064-A2-R4_MC05g06464	A2	2432	664	aAutosome	aAutosome	NON	NON	6.20942
MvSl-1064-A2-R4_MC03g04642	A2	1807	341	aAutosome	aAutosome	NON	NON	5.8603
MvSl-1064-A2-R4_A2g00195	A2	1484	294	eOrange	NRR	NON	NON	7.17047
MvSl-1064-A2-R4_MC06-2g07559	A2	1061	273	aAutosome	aAutosome	NON	NON	8.74317
MvSl-1064-A2-R4_MC04-1g06120	A2	348	89	aAutosome	aAutosome	NON	NON	3.06702
MvSl-1064-A2-R4_MC08-1g08721	A2	1642	522	aAutosome	aAutosome	NON	NON	6.7276
MvSl-1064-A2-R4_MC02g03661	A2	2343	608	aAutosome	aAutosome	NON	NON	6.01549
MvSl-1064-A2-R4_MC06-2g07474	A2	450	149	aAutosome	aAutosome	NON	NON	5.6461
MvSl-1064-A2-R4_MC10g09864	A2	2274	665	aAutosome	aAutosome	NON	NON	6.75018
MvSl-1064-A2-R4_MC01g03303	A2	4767	1470	aAutosome	aAutosome	NON	NON	3.83056
MvSl-1064-A2-R4_MC01g02945	A2	2232	515	aAutosome	aAutosome	NON	NON	4.17326
MvSl-1064-A2-R4_MC04-1g05803	A2	1102	186	aAutosome	aAutosome	NON	NON	4.84738
MvSl-1064-A2-R4_MC12g11122	A2	1456	404	aAutosome	aAutosome	NON	NON	2.87896
MvSl-1064-A2-R4_MC13g11640	A2	2777	658	aAutosome	aAutosome	NON	NON	5.85588
MvSl-1064-A2-R4_MC03g04868	A2	2196	529	aAutosome	aAutosome	NON	NON	7.33524
MvSl-1064-A2-R4_MC07g08251	A2	1155	347	aAutosome	aAutosome	NON	NON	3.53696
MvSl-1064-A2-R4_MC05g07105	A2	2682	761	aAutosome	aAutosome	NON	NON	5.48155
MvSl-1064-A2-R4_MC17g12484	A2	4195	1242	aAutosome	aAutosome	NON	NON	7.05859
MvSl-1064-A2-R4_MC08-1g08913	A2	357	53	aAutosome	aAutosome	NON	NON	0.411556
MvSl-1064-A2-R4_MC05g06804	A2	607	126	aAutosome	aAutosome	NON	NON	4.73332
MvSl-1064-A2-R4_MC03g04587	A2	1224	407	aAutosome	aAutosome	NON	NON	4.18065
MvSl-1064-A2-R4_MC06-2g07526	A2	1521	322	aAutosome	aAutosome	NON	NON	6.66696
MvSl-1064-A2-R4_MC02g03950	A2	813	270	aAutosome	aAutosome	NON	NON	3.47745
MvSl-1064-A2-R4_MC02g04115	A2	2129	500	aAutosome	aAutosome	NON	NON	5.45465
MvSl-1064-A2-R4_MC09g09530	A2	2232	584	aAutosome	aAutosome	NON	NON	5.05659
MvSl-1064-A2-R4_MC01g02961	A2	1090	232	aAutosome	aAutosome	NON	NON	7.44803
MvSl-1064-A2-R4_MC04-1g05841	A2	1470	261	aAutosome	aAutosome	NON	NON	5.96108
MvSl-1064-A2-R4_MC09g09228	A2	1204	362	aAutosome	aAutosome	NON	NON	4.05734
MvSl-1064-A2-R4_MC02g03572	A2	2441	712	aAutosome	aAutosome	NON	NON	6.19486
MvSl-1064-A2-R4_MC02g04105	A2	1499	436	aAutosome	aAutosome	NON	NON	6.9914
MvSl-1064-A2-R4_MC04-1g05726	A2	1003	184	aAutosome	aAutosome	NON	NON	4.46507
MvSl-1064-A2-R4_MC05g06903	A2	528	138	aAutosome	aAutosome	NON	NON	5.7673
MvSl-1064-A2-R4_MC06-2g07571	A2	2360	687	aAutosome	aAutosome	NON	NON	0.198103
MvSl-1064-A2-R4_MC10g09865	A2	2637	745	aAutosome	aAutosome	NON	NON	4.39713
MvSl-1064-A2-R4_MC08-2g09123	A2	1357	393	aAutosome	aAutosome	NON	NON	5.72506
MvSl-1064-A2-R4_MC01g03136	A2	709	169	aAutosome	aAutosome	NON	NON	3.06818
MvSl-1064-A2-R4_MC08-1g08715	A2	1442	308	aAutosome	aAutosome	NON	NON	2.64803
MvSl-1064-A2-R4_MC08-1g08909	A2	1946	480	aAutosome	aAutosome	NON	NON	2.47982
MvSl-1064-A2-R4_MC11g10941	A2	496	82	aAutosome	aAutosome	NON	NON	2.53152
MvSl-1064-A2-R4_MC10g10243	A2	174	57	aAutosome	aAutosome	NON	NON	2.99774
MvSl-1064-A2-R4_MC08-1g08632	A2	4285	1199	aAutosome	aAutosome	NON	NON	2.38641
MvSl-1064-A2-R4_MC05g06816	A2	3148	960	aAutosome	aAutosome	NON	NON	5.86111
MvSl-1064-A2-R4_MC05g06953	A2	2884	692	aAutosome	aAutosome	NON	NON	8.56344
MvSl-1064-A2-R4_MC03g05441	A2	1240	390	aAutosome	aAutosome	NON	NON	4.64972
MvSl-1064-A2-R4_MC15g12363	A2	1005	275	aAutosome	aAutosome	NON	NON	4.52577
MvSl-1064-A2-R4_MC02g04231	A2	7378	2272	aAutosome	aAutosome	NON	NON	4.72644
MvSl-1064-A2-R4_MC03g04577	A2	2972	909	aAutosome	aAutosome	NON	NON	5.12457
MvSl-1064-A2-R4_MC06-2g07632	A2	695	129	aAutosome	aAutosome	NON	NON	5.78284
MvSl-1064-A2-R4_MC06-2g07729	A2	1082	249	aAutosome	aAutosome	NON	NON	4.38563
MvSl-1064-A2-R4_MC09g09793	A2	3866	1020	aAutosome	aAutosome	NON	NON	6.75435
MvSl-1064-A2-R4_MC10g10356	A2	986	305	aAutosome	aAutosome	NON	NON	1.04738
MvSl-1064-A2-R4_MC05g06675	A2	2867	654	aAutosome	aAutosome	NON	NON	6.00889
MvSl-1064-A2-R4_A2g00968	A2	911	252	faBlack	NRR	NON	NON	5.68192
MvSl-1064-A2-R4_MC14g12071	A2	923	184	aAutosome	aAutosome	NON	NON	1.47589
MvSl-1064-A2-R4_MC04-2g06349	A2	2468	690	aAutosome	aAutosome	NON	NON	3.98841
MvSl-1064-A2-R4_MC12g11019	A2	2993	772	aAutosome	aAutosome	NON	NON	1.67947
MvSl-1064-A2-R4_MC18g12511	A2	634	119	aAutosome	aAutosome	NON	NON	1.38364
MvSl-1064-A2-R4_MC04-1g05832	A2	2511	647	aAutosome	aAutosome	NON	NON	5.57842
MvSl-1064-A2-R4_MC09g09413	A2	2069	490	aAutosome	aAutosome	NON	NON	5.66303
MvSl-1064-A2-R4_MC03g05388	A2	1164	229	aAutosome	aAutosome	NON	NON	4.85847
MvSl-1064-A2-R4_MC04-1g05555	A2	364	62	aAutosome	aAutosome	NON	NON	2.31675
MvSl-1064-A2-R4_A2g00026	A2	5416	1405	bPAR	bPAR	NON	NON	5.69505
MvSl-1064-A2-R4_MC08-2g09167	A2	1813	526	aAutosome	aAutosome	NON	NON	4.8865
MvSl-1064-A2-R4_MC01g03015	A2	225	74	aAutosome	aAutosome	NON	NON	3.07206
MvSl-1064-A2-R4_MC09g09416	A2	1756	560	aAutosome	aAutosome	NON	NON	7.84843
MvSl-1064-A2-R4_MC05g06552	A2	4030	1323	aAutosome	aAutosome	NON	NON	1.88883
MvSl-1064-A2-R4_MC06-2g07471	A2	1773	363	aAutosome	aAutosome	NON	NON	9.07777
MvSl-1064-A2-R4_MC03g05112	A2	2046	607	aAutosome	aAutosome	NON	NON	3.99297
MvSl-1064-A2-R4_MC04-1g05753	A2	1980	339	aAutosome	aAutosome	NON	NON	9.54643
MvSl-1064-A2-R4_MC06-2g07679	A2	5922	1863	aAutosome	aAutosome	NON	NON	8.36805
MvSl-1064-A2-R4_MC10g09872	A2	150	49	aAutosome	aAutosome	NON	NON	2.30324
MvSl-1064-A2-R4_MC10g09938	A2	2551	828	aAutosome	aAutosome	NON	NON	8.89194
MvSl-1064-A2-R4_MC01g02843	A2	1596	531	aAutosome	aAutosome	NON	NON	5.45508
MvSl-1064-A2-R4_MC01g03258	A2	1242	224	aAutosome	aAutosome	NON	NON	5.94297
MvSl-1064-A2-R4_MC12g11033	A2	1396	347	aAutosome	aAutosome	NON	NON	5.80421
MvSl-1064-A2-R4_MC09g09335	A2	2459	442	aAutosome	aAutosome	NON	NON	7.14886
MvSl-1064-A2-R4_MC05g06977	A2	4234	828	aAutosome	aAutosome	NON	NON	7.37053
MvSl-1064-A2-R4_MC01g02381	A2	1933	533	aAutosome	aAutosome	NON	NON	6.02375
MvSl-1064-A2-R4_MC02g04480	A2	1908	506	aAutosome	aAutosome	NON	NON	1.16761
MvSl-1064-A2-R4_MC03g05298	A2	3559	860	aAutosome	aAutosome	NON	NON	4.63182
MvSl-1064-A2-R4_MC02g04261	A2	690	134	aAutosome	aAutosome	NON	NON	7.85048
MvSl-1064-A2-R4_MC07g07904	A2	700	169	aAutosome	aAutosome	NON	NON	6.88324
MvSl-1064-A2-R4_MC10g09966	A2	2050	523	aAutosome	aAutosome	NON	NON	7.48014
MvSl-1064-A2-R4_MC08-2g09119	A2	418	125	aAutosome	aAutosome	NON	NON	1.57138
MvSl-1064-A2-R4_MC07g08518	A2	318	105	aAutosome	aAutosome	NON	NON	3.32289
MvSl-1064-A2-R4_MC07g08177	A2	5072	1592	aAutosome	aAutosome	NON	NON	5.89309
MvSl-1064-A2-R4_MC04-1g06244	A2	1440	347	aAutosome	aAutosome	NON	NON	5.52953
MvSl-1064-A2-R4_MC05g06915	A2	1969	545	aAutosome	aAutosome	NON	NON	6.04174
MvSl-1064-A2-R4_MC04-1g05908	A2	713	214	aAutosome	aAutosome	NON	NON	4.38016
MvSl-1064-A2-R4_MC06-1g07238	A2	3296	903	aAutosome	aAutosome	NON	NON	6.25576
MvSl-1064-A2-R4_MC15g12267	A2	4633	1050	aAutosome	aAutosome	NON	NON	8.55599
MvSl-1064-A2-R4_MC10g10383	A2	1893	343	aAutosome	aAutosome	NON	NON	1.75911
MvSl-1064-A2-R4_MC08-1g08849	A2	1458	429	aAutosome	aAutosome	NON	NON	6.90159
MvSl-1064-A2-R4_MC02g04437	A2	1501	391	aAutosome	aAutosome	NON	NON	4.23078
MvSl-1064-A2-R4_MC03g04582	A2	1018	221	aAutosome	aAutosome	NON	NON	4.48299
MvSl-1064-A2-R4_MC04-1g05940	A2	2047	580	aAutosome	aAutosome	NON	NON	3.60752
MvSl-1064-A2-R4_MC13g11937	A2	285	94	aAutosome	aAutosome	NON	NON	1.2921
MvSl-1064-A2-R4_MC07g07910	A2	2245	676	aAutosome	aAutosome	NON	NON	6.2886
MvSl-1064-A2-R4_MC12g11316	A2	3608	887	aAutosome	aAutosome	NON	NON	7.6151
MvSl-1064-A2-R4_MC01g02574	A2	1107	244	aAutosome	aAutosome	NON	NON	5.36657
MvSl-1064-A2-R4_MC12g11477	A2	1922	538	aAutosome	aAutosome	NON	NON	5.56222
MvSl-1064-A2-R4_MC01g02614	A2	5467	1573	aAutosome	aAutosome	NON	NON	6.78253
MvSl-1064-A2-R4_MC07g08031	A2	960	319	aAutosome	aAutosome	NON	NON	4.65313
MvSl-1064-A2-R4_MC05g06771	A2	1647	474	aAutosome	aAutosome	NON	NON	5.77255
MvSl-1064-A2-R4_MC14g12155	A2	267	88	aAutosome	aAutosome	NON	NON	0.783636
MvSl-1064-A2-R4_MC03g04815	A2	1978	568	aAutosome	aAutosome	NON	NON	5.12079
MvSl-1064-A2-R4_MC08-1g08692	A2	1804	523	aAutosome	aAutosome	NON	NON	8.13272
MvSl-1064-A2-R4_MC02g04110	A2	2028	437	aAutosome	aAutosome	NON	NON	7.29911
MvSl-1064-A2-R4_MC08-1g08811	A2	333	110	aAutosome	aAutosome	NON	NON	2.03836
MvSl-1064-A2-R4_MC10g09879	A2	2597	763	aAutosome	aAutosome	NON	NON	6.45974
MvSl-1064-A2-R4_MC04-1g05810	A2	2873	744	aAutosome	aAutosome	NON	NON	6.98368
MvSl-1064-A2-R4_MC08-1g08954	A2	2944	938	aAutosome	aAutosome	NON	NON	7.16711
MvSl-1064-A2-R4_MC01g03413	A2	2362	535	aAutosome	aAutosome	NON	NON	7.44521
MvSl-1064-A2-R4_MC01g02343	A2	2349	607	aAutosome	aAutosome	NON	NON	6.44086
MvSl-1064-A2-R4_MC01g02325	A2	1031	198	aAutosome	aAutosome	NON	NON	5.54309
MvSl-1064-A2-R4_MC07g08159	A2	2270	673	aAutosome	aAutosome	NON	NON	7.33587
MvSl-1064-A2-R4_MC12g11026	A2	2609	806	aAutosome	aAutosome	NON	NON	4.75085
MvSl-1064-A2-R4_MC09g09786	A2	1390	410	aAutosome	aAutosome	NON	NON	9.03775
MvSl-1064-A2-R4_MC12g11468	A2	571	106	aAutosome	aAutosome	NON	NON	4.56361
MvSl-1064-A2-R4_MC03g05366	A2	2700	657	aAutosome	aAutosome	NON	NON	9.12823
MvSl-1064-A2-R4_MC08-2g09109	A2	1121	260	aAutosome	aAutosome	NON	NON	5.1723
MvSl-1064-A2-R4_MC11g10724	A2	1920	434	aAutosome	aAutosome	NON	NON	5.90449
MvSl-1064-A2-R4_MC02g04531	A2	2367	704	aAutosome	aAutosome	NON	NON	8.8712
MvSl-1064-A2-R4_MC11g10548	A2	7731	2191	aAutosome	aAutosome	NON	NON	7.70038
MvSl-1064-A2-R4_MC01g02241	A2	1118	253	aAutosome	aAutosome	NON	NON	4.93596
MvSl-1064-A2-R4_MC10g10309	A2	5824	1774	aAutosome	aAutosome	NON	NON	10.3088
MvSl-1064-A2-R4_MC02g03840	A2	1795	573	aAutosome	aAutosome	NON	NON	5.36
MvSl-1064-A2-R4_MC11g10740	A2	3517	930	aAutosome	aAutosome	NON	NON	7.1409
MvSl-1064-A2-R4_MC10g10350	A2	1173	259	aAutosome	aAutosome	NON	NON	3.09927
MvSl-1064-A2-R4_MC17g12491	A2	3862	1148	aAutosome	aAutosome	NON	NON	9.0551
MvSl-1064-A2-R4_MC12g11540	A2	893	280	aAutosome	aAutosome	NON	NON	1.42332
MvSl-1064-A2-R4_MC08-1g08890	A2	3134	686	aAutosome	aAutosome	NON	NON	5.93423
MvSl-1064-A2-R4_MC03g05506	A2	2779	794	aAutosome	aAutosome	NON	NON	6.00162
MvSl-1064-A2-R4_MC11g10543	A2	5588	1643	aAutosome	aAutosome	NON	NON	8.38784
MvSl-1064-A2-R4_MC01g03309	A2	528	175	aAutosome	aAutosome	NON	NON	5.19468
MvSl-1064-A2-R4_MC01g02654	A2	1324	268	aAutosome	aAutosome	NON	NON	5.54057
MvSl-1064-A2-R4_MC06-2g07397	A2	1171	228	aAutosome	aAutosome	NON	NON	7.5783
MvSl-1064-A2-R4_MC02g03811	A2	1199	276	aAutosome	aAutosome	NON	NON	1.05886
