gene	haploid	cdslength	protleng	chr	chr1	DE_status	DE_status2	mean_exp
MvSl-1064-A1-R4_MC07g07633	A1	2778	720	aAutosome	aAutosome	NON	NON	7.65072
MvSl-1064-A1-R4_MC08g08541	A1	1398	407	aAutosome	aAutosome	NON	NON	6.54728
MvSl-1064-A1-R4_MC01-1g01871	A1	1369	295	aAutosome	aAutosome	NON	NON	6.41165
MvSl-1064-A1-R4_MC02g03623	A1	546	181	aAutosome	aAutosome	NON	NON	3.87242
MvSl-1064-A1-R4_MC02g03245	A1	2984	922	aAutosome	aAutosome	NON	NON	7.18486
MvSl-1064-A1-R4_MC09-2g09114	A1	1009	212	aAutosome	aAutosome	NON	NON	6.00436
MvSl-1064-A1-R4_MC02g03329	A1	3743	996	aAutosome	aAutosome	NON	NON	6.96786
MvSl-1064-A1-R4_MC08g08633	A1	1610	445	aAutosome	aAutosome	NON	NON	6.09307
MvSl-1064-A1-R4_MC03g05007	A1	1912	466	aAutosome	aAutosome	NON	NON	4.29833
MvSl-1064-A1-R4_MC02g03463	A1	607	185	aAutosome	aAutosome	NON	NON	4.62603
MvSl-1064-A1-R4_MC12g11132	A1	2637	670	aAutosome	aAutosome	NON	NON	0.0503079
MvSl-1064-A1-R4_MC01-1g02681	A1	2860	873	aAutosome	aAutosome	NON	NON	5.81075
MvSl-1064-A1-R4_MC12g11002	A1	3369	950	aAutosome	aAutosome	NON	NON	6.7088
MvSl-1064-A1-R4_MC10-2g10127	A1	2473	686	aAutosome	aAutosome	NON	NON	6.86393
MvSl-1064-A1-R4_MC03g04479	A1	2523	792	aAutosome	aAutosome	NON	NON	6.45816
MvSl-1064-A1-R4_MC12g10880	A1	3277	749	aAutosome	aAutosome	NON	NON	6.35409
MvSl-1064-A1-R4_MC02g03380	A1	2129	480	aAutosome	aAutosome	NON	NON	4.96726
MvSl-1064-A1-R4_MC05-3g06661	A1	1267	321	aAutosome	aAutosome	NON	NON	5.8272
MvSl-1064-A1-R4_MC03g04541	A1	1045	319	aAutosome	aAutosome	NON	NON	5.3703
MvSl-1064-A1-R4_A1g00368	A1	1460	400	dRed	NRR	NON	NON	6.21284
MvSl-1064-A1-R4_MC04-1g05487	A1	3362	898	aAutosome	aAutosome	NON	NON	7.62372
MvSl-1064-A1-R4_MC10-2g09895	A1	12804	3819	aAutosome	aAutosome	NON	NON	9.93029
MvSl-1064-A1-R4_MC05-3g06691	A1	1914	470	aAutosome	aAutosome	NON	NON	6.35386
MvSl-1064-A1-R4_MC01-1g02480	A1	1209	353	aAutosome	aAutosome	NON	NON	4.82558
MvSl-1064-A1-R4_MC08g08627	A1	4604	1434	aAutosome	aAutosome	NON	NON	8.2216
MvSl-1064-A1-R4_MC11g10210	A1	4134	1314	aAutosome	aAutosome	NON	NON	7.93805
MvSl-1064-A1-R4_MC13g11504	A1	255	84	aAutosome	aAutosome	NON	NON	1.54095
MvSl-1064-A1-R4_MC02g03741	A1	2315	638	aAutosome	aAutosome	NON	NON	4.86147
MvSl-1064-A1-R4_MC07g07896	A1	2455	701	aAutosome	aAutosome	NON	NON	5.05754
MvSl-1064-A1-R4_MC01-1g02623	A1	3960	1047	aAutosome	aAutosome	NON	NON	7.94064
MvSl-1064-A1-R4_MC13g11513	A1	2688	631	aAutosome	aAutosome	NON	NON	6.72346
MvSl-1064-A1-R4_MC03g05106	A1	1183	315	aAutosome	aAutosome	NON	NON	3.01184
MvSl-1064-A1-R4_MC12g11074	A1	2452	548	aAutosome	aAutosome	NON	NON	5.78477
MvSl-1064-A1-R4_MC06g06963	A1	2899	745	aAutosome	aAutosome	NON	NON	7.18833
MvSl-1064-A1-R4_MC07g07649	A1	1739	470	aAutosome	aAutosome	NON	NON	5.77389
MvSl-1064-A1-R4_MC05-1g06218	A1	2151	546	aAutosome	aAutosome	NON	NON	6.61941
MvSl-1064-A1-R4_MC10-1g09791	A1	712	157	aAutosome	aAutosome	NON	NON	7.15364
MvSl-1064-A1-R4_MC03g04396	A1	1722	475	aAutosome	aAutosome	NON	NON	3.38087
MvSl-1064-A1-R4_MC08g08308	A1	1312	343	aAutosome	aAutosome	NON	NON	0.0892127
MvSl-1064-A1-R4_MC01-1g01925	A1	3508	923	aAutosome	aAutosome	NON	NON	7.33215
MvSl-1064-A1-R4_MC10-1g09788	A1	1763	455	aAutosome	aAutosome	NON	NON	7.04253
MvSl-1064-A1-R4_MC06g07146	A1	465	108	aAutosome	aAutosome	NON	NON	1.82502
MvSl-1064-A1-R4_MC09-2g09532	A1	2452	741	aAutosome	aAutosome	NON	NON	4.42789
MvSl-1064-A1-R4_MC01-1g02458	A1	2461	681	aAutosome	aAutosome	NON	NON	6.9111
MvSl-1064-A1-R4_MC01-1g02819	A1	891	184	aAutosome	aAutosome	NON	NON	7.00999
MvSl-1064-A1-R4_MC07g07812	A1	2683	836	aAutosome	aAutosome	NON	NON	5.41272
MvSl-1064-A1-R4_MC02g03634	A1	3764	1085	aAutosome	aAutosome	NON	NON	6.47384
MvSl-1064-A1-R4_MC01-1g01805	A1	1857	411	aAutosome	aAutosome	NON	NON	5.91327
MvSl-1064-A1-R4_MC04-1g05827	A1	2698	862	aAutosome	aAutosome	NON	NON	5.99151
MvSl-1064-A1-R4_MC09-2g09165	A1	783	193	aAutosome	aAutosome	NON	NON	5.0979
MvSl-1064-A1-R4_MC02g04138	A1	727	164	aAutosome	aAutosome	NON	NON	6.76481
MvSl-1064-A1-R4_MC10-2g09887	A1	1575	392	aAutosome	aAutosome	NON	NON	6.25899
MvSl-1064-A1-R4_MC09-2g08951	A1	3115	825	aAutosome	aAutosome	NON	NON	6.43933
MvSl-1064-A1-R4_MC11g10459	A1	2919	831	aAutosome	aAutosome	NON	NON	6.87945
MvSl-1064-A1-R4_MC08g08484	A1	4226	1089	aAutosome	aAutosome	NON	NON	4.4408
MvSl-1064-A1-R4_MC10-2g10087	A1	2166	721	aAutosome	aAutosome	NON	NON	6.35868
MvSl-1064-A1-R4_MC01-1g02585	A1	504	120	aAutosome	aAutosome	NON	NON	3.11336
MvSl-1064-A1-R4_MC05-3g06588	A1	1552	336	aAutosome	aAutosome	NON	NON	5.65487
MvSl-1064-A1-R4_MC12g10878	A1	3033	1010	aAutosome	aAutosome	NON	NON	5.49748
MvSl-1064-A1-R4_MC06g06989	A1	3441	865	aAutosome	aAutosome	NON	NON	1.89111
MvSl-1064-A1-R4_MC01-2g03111	A1	1343	422	aAutosome	aAutosome	NON	NON	5.28785
MvSl-1064-A1-R4_A1g00077	A1	1476	460	bPAR	bPAR	NON	NON	6.59561
MvSl-1064-A1-R4_MC14g11854	A1	1119	372	aAutosome	aAutosome	NON	NON	5.25533
MvSl-1064-A1-R4_MC01-1g02094	A1	1010	192	aAutosome	aAutosome	NON	NON	4.74213
MvSl-1064-A1-R4_MC05-3g06530	A1	1293	377	aAutosome	aAutosome	NON	NON	5.52135
MvSl-1064-A1-R4_MC03g04296	A1	1513	397	aAutosome	aAutosome	NON	NON	4.96505
MvSl-1064-A1-R4_MC02g03785	A1	1219	321	aAutosome	aAutosome	NON	NON	4.83145
MvSl-1064-A1-R4_MC09-2g09385	A1	1515	331	aAutosome	aAutosome	NON	NON	6.18423
MvSl-1064-A1-R4_MC07g08110	A1	3068	920	aAutosome	aAutosome	NON	NON	6.80777
MvSl-1064-A1-R4_MC01-1g02374	A1	1259	311	aAutosome	aAutosome	NON	NON	4.61226
MvSl-1064-A1-R4_MC14g11958	A1	2034	464	aAutosome	aAutosome	NON	NON	6.68639
MvSl-1064-A1-R4_MC02g03477	A1	383	97	aAutosome	aAutosome	NON	NON	0.859334
MvSl-1064-A1-R4_MC12g11236	A1	3308	919	aAutosome	aAutosome	NON	NON	5.21519
MvSl-1064-A1-R4_MC06g07023	A1	2524	813	aAutosome	aAutosome	NON	NON	2.02022
MvSl-1064-A1-R4_MC12g11063	A1	2800	826	aAutosome	aAutosome	NON	NON	5.68536
MvSl-1064-A1-R4_MC04-1g05612	A1	1637	453	aAutosome	aAutosome	NON	NON	5.54165
MvSl-1064-A1-R4_MC02g03816	A1	1470	311	aAutosome	aAutosome	NON	NON	6.33939
MvSl-1064-A1-R4_MC02g03916	A1	933	218	aAutosome	aAutosome	NON	NON	8.13128
MvSl-1064-A1-R4_MC06g07334	A1	1253	369	aAutosome	aAutosome	NON	NON	5.84477
MvSl-1064-A1-R4_MC09-2g09057	A1	1271	351	aAutosome	aAutosome	NON	NON	5.12161
MvSl-1064-A1-R4_MC06g07172	A1	1366	368	aAutosome	aAutosome	NON	NON	4.90819
MvSl-1064-A1-R4_MC09-2g09163	A1	4104	1328	aAutosome	aAutosome	NON	NON	6.66983
MvSl-1064-A1-R4_MC02g03311	A1	1663	417	aAutosome	aAutosome	NON	NON	6.72324
MvSl-1064-A1-R4_MC04-1g05576	A1	624	147	aAutosome	aAutosome	NON	NON	3.28306
MvSl-1064-A1-R4_MC02g04163	A1	1516	425	aAutosome	aAutosome	NON	NON	6.07598
MvSl-1064-A1-R4_MC09-2g09139	A1	1806	508	aAutosome	aAutosome	NON	NON	6.00183
MvSl-1064-A1-R4_MC02g04088	A1	913	282	aAutosome	aAutosome	NON	NON	4.44559
MvSl-1064-A1-R4_MC09-2g09363	A1	726	202	aAutosome	aAutosome	NON	NON	4.16984
MvSl-1064-A1-R4_MC10-2g09914	A1	2240	608	aAutosome	aAutosome	NON	NON	7.41493
MvSl-1064-A1-R4_A1g00013	A1	2155	566	bPAR	bPAR	NON	NON	6.12672
MvSl-1064-A1-R4_MC07g07901	A1	874	216	aAutosome	aAutosome	NON	NON	5.33973
MvSl-1064-A1-R4_MC13g11497	A1	1138	180	aAutosome	aAutosome	NON	NON	4.5667
MvSl-1064-A1-R4_MC10-1g09591	A1	2445	729	aAutosome	aAutosome	NON	NON	4.95523
MvSl-1064-A1-R4_MC02g03735	A1	1836	574	aAutosome	aAutosome	NON	NON	7.35326
MvSl-1064-A1-R4_MC07g07684	A1	1565	330	aAutosome	aAutosome	NON	NON	7.30237
MvSl-1064-A1-R4_MC11g10164	A1	1758	536	aAutosome	aAutosome	NON	NON	6.88989
MvSl-1064-A1-R4_A1g00513	A1	2370	575	faBlack	NRR	NON	NON	5.75686
MvSl-1064-A1-R4_MC05-2g06476	A1	367	101	aAutosome	aAutosome	NON	NON	3.10733
MvSl-1064-A1-R4_MC03g04802	A1	2637	804	aAutosome	aAutosome	NON	NON	6.84725
MvSl-1064-A1-R4_MC12g10774	A1	1937	482	aAutosome	aAutosome	NON	NON	5.57872
MvSl-1064-A1-R4_MC03g04857	A1	3543	1154	aAutosome	aAutosome	NON	NON	6.43328
MvSl-1064-A1-R4_MC10-2g09952	A1	1490	473	aAutosome	aAutosome	NON	NON	4.84092
MvSl-1064-A1-R4_MC07g08120	A1	1063	164	aAutosome	aAutosome	NON	NON	5.57566
MvSl-1064-A1-R4_MC11g10678	A1	699	232	aAutosome	aAutosome	NON	NON	5.93902
MvSl-1064-A1-R4_MC06g07344	A1	570	189	aAutosome	aAutosome	NON	NON	4.15392
MvSl-1064-A1-R4_MC13g11578	A1	2565	805	aAutosome	aAutosome	NON	NON	8.43927
MvSl-1064-A1-R4_MC02g03736	A1	1633	301	aAutosome	aAutosome	NON	NON	8.70673
MvSl-1064-A1-R4_MC01-1g01862	A1	696	147	aAutosome	aAutosome	NON	NON	7.794
MvSl-1064-A1-R4_MC01-1g02691	A1	1234	329	aAutosome	aAutosome	NON	NON	7.5499
MvSl-1064-A1-R4_MC01-1g01776	A1	1230	275	aAutosome	aAutosome	NON	NON	2.85727
MvSl-1064-A1-R4_MC13g11592	A1	2801	610	aAutosome	aAutosome	NON	NON	6.30737
MvSl-1064-A1-R4_MC02g03379	A1	1880	455	aAutosome	aAutosome	NON	NON	2.03391
MvSl-1064-A1-R4_MC14g11868	A1	2309	689	aAutosome	aAutosome	NON	NON	5.99136
MvSl-1064-A1-R4_MC03g04685	A1	1851	353	aAutosome	aAutosome	NON	NON	6.78177
MvSl-1064-A1-R4_MC02g03960	A1	1272	370	aAutosome	aAutosome	NON	NON	6.95674
MvSl-1064-A1-R4_MC06g07196	A1	978	268	aAutosome	aAutosome	NON	NON	5.36019
MvSl-1064-A1-R4_MC07g07554	A1	1629	345	aAutosome	aAutosome	NON	NON	5.94582
MvSl-1064-A1-R4_MC06g07494	A1	6038	1823	aAutosome	aAutosome	NON	NON	7.07543
MvSl-1064-A1-R4_MC04-1g06045	A1	1676	373	aAutosome	aAutosome	NON	NON	5.50387
MvSl-1064-A1-R4_MC12g11172	A1	2994	997	aAutosome	aAutosome	NON	NON	6.87449
MvSl-1064-A1-R4_MC01-1g02738	A1	1505	358	aAutosome	aAutosome	NON	NON	2.53712
MvSl-1064-A1-R4_MC12g10755	A1	2328	722	aAutosome	aAutosome	NON	NON	7.20184
MvSl-1064-A1-R4_MC06g07210	A1	698	185	aAutosome	aAutosome	NON	NON	4.27897
MvSl-1064-A1-R4_MC05-1g06167	A1	222	73	aAutosome	aAutosome	NON	NON	3.80206
MvSl-1064-A1-R4_MC01-1g01910	A1	276	75	aAutosome	aAutosome	NON	NON	2.73894
MvSl-1064-A1-R4_MC09-2g09300	A1	439	82	aAutosome	aAutosome	NON	NON	5.2033
MvSl-1064-A1-R4_MC03g05066	A1	3618	925	aAutosome	aAutosome	NON	NON	5.59754
MvSl-1064-A1-R4_MC06g07131	A1	1369	310	aAutosome	aAutosome	NON	NON	4.79716
MvSl-1064-A1-R4_MC11g10354	A1	1941	528	aAutosome	aAutosome	NON	NON	6.53293
MvSl-1064-A1-R4_MC02g03786	A1	2923	745	aAutosome	aAutosome	NON	NON	7.3382
MvSl-1064-A1-R4_MC03g04968	A1	1222	300	aAutosome	aAutosome	NON	NON	4.89645
MvSl-1064-A1-R4_MC09-2g09334	A1	1081	309	aAutosome	aAutosome	NON	NON	6.96352
MvSl-1064-A1-R4_MC15g12090	A1	1874	595	aAutosome	aAutosome	NON	NON	7.18312
MvSl-1064-A1-R4_MC11g10608	A1	1872	467	aAutosome	aAutosome	NON	NON	8.59686
MvSl-1064-A1-R4_MC08g08554	A1	2336	714	aAutosome	aAutosome	NON	NON	6.07037
MvSl-1064-A1-R4_MC04-1g05933	A1	1234	293	aAutosome	aAutosome	NON	NON	4.72839
MvSl-1064-A1-R4_MC01-1g01782	A1	2289	689	aAutosome	aAutosome	NON	NON	6.09002
MvSl-1064-A1-R4_MC05-1g06122	A1	812	200	aAutosome	aAutosome	NON	NON	5.07954
MvSl-1064-A1-R4_MC02g03347	A1	180	59	aAutosome	aAutosome	NON	NON	1.62141
MvSl-1064-A1-R4_MC03g04496	A1	1250	367	aAutosome	aAutosome	NON	NON	9.72144
MvSl-1064-A1-R4_MC08g08779	A1	2860	733	aAutosome	aAutosome	NON	NON	7.34054
MvSl-1064-A1-R4_MC03g04542	A1	705	202	aAutosome	aAutosome	NON	NON	5.85984
MvSl-1064-A1-R4_MC10-2g10008	A1	2033	464	aAutosome	aAutosome	NON	NON	7.38469
MvSl-1064-A1-R4_MC01-2g02994	A1	2216	575	aAutosome	aAutosome	NON	NON	7.81152
MvSl-1064-A1-R4_MC04-1g05804	A1	1048	144	aAutosome	aAutosome	NON	NON	4.07759
MvSl-1064-A1-R4_MC03g05262	A1	2811	890	aAutosome	aAutosome	NON	NON	6.34675
MvSl-1064-A1-R4_MC10-1g09783	A1	714	208	aAutosome	aAutosome	NON	NON	7.40674
MvSl-1064-A1-R4_MC03g04570	A1	1809	335	aAutosome	aAutosome	NON	NON	7.35637
MvSl-1064-A1-R4_MC14g11972	A1	658	161	aAutosome	aAutosome	NON	NON	3.42365
MvSl-1064-A1-R4_MC03g05121	A1	2133	494	aAutosome	aAutosome	NON	NON	5.27257
MvSl-1064-A1-R4_MC14g11752	A1	2594	810	aAutosome	aAutosome	NON	NON	5.45986
MvSl-1064-A1-R4_MC09-2g09427	A1	2496	652	aAutosome	aAutosome	NON	NON	6.20067
MvSl-1064-A1-R4_MC01-2g03046	A1	1141	362	aAutosome	aAutosome	NON	NON	5.30888
MvSl-1064-A1-R4_MC03g04766	A1	1651	455	aAutosome	aAutosome	NON	NON	6.41199
MvSl-1064-A1-R4_MC01-1g01872	A1	613	147	aAutosome	aAutosome	NON	NON	6.32771
MvSl-1064-A1-R4_MC04-1g05475	A1	2066	661	aAutosome	aAutosome	NON	NON	3.09682
MvSl-1064-A1-R4_MC04-1g05666	A1	960	246	aAutosome	aAutosome	NON	NON	5.92137
MvSl-1064-A1-R4_MC12g11014	A1	1299	328	aAutosome	aAutosome	NON	NON	5.32437
MvSl-1064-A1-R4_MC01-1g02484	A1	3827	1043	aAutosome	aAutosome	NON	NON	6.33449
MvSl-1064-A1-R4_MC04-1g05533	A1	909	139	aAutosome	aAutosome	NON	NON	3.83097
MvSl-1064-A1-R4_MC14g11977	A1	2732	752	aAutosome	aAutosome	NON	NON	7.09192
MvSl-1064-A1-R4_MC03g04389	A1	3121	817	aAutosome	aAutosome	NON	NON	5.08897
MvSl-1064-A1-R4_MC10-1g09741	A1	3596	1029	aAutosome	aAutosome	NON	NON	5.70311
MvSl-1064-A1-R4_MC02g03250	A1	5887	1674	aAutosome	aAutosome	NON	NON	8.85335
MvSl-1064-A1-R4_MC10-1g09606	A1	1420	291	aAutosome	aAutosome	NON	NON	7.6214
MvSl-1064-A1-R4_MC03g05100	A1	3364	990	aAutosome	aAutosome	NON	NON	6.56137
MvSl-1064-A1-R4_MC02g03180	A1	1484	388	aAutosome	aAutosome	NON	NON	5.48743
MvSl-1064-A1-R4_MC01-1g01966	A1	2184	696	aAutosome	aAutosome	NON	NON	5.42517
MvSl-1064-A1-R4_MC11g10510	A1	3367	871	aAutosome	aAutosome	NON	NON	0.681192
MvSl-1064-A1-R4_MC09-2g09398	A1	1115	289	aAutosome	aAutosome	NON	NON	6.51861
MvSl-1064-A1-R4_MC02g03760	A1	2333	600	aAutosome	aAutosome	NON	NON	3.64416
MvSl-1064-A1-R4_MC11g10259	A1	2035	632	aAutosome	aAutosome	NON	NON	5.64228
MvSl-1064-A1-R4_MC11g10477	A1	1982	373	aAutosome	aAutosome	NON	NON	0.0666861
MvSl-1064-A1-R4_MC02g03963	A1	2822	825	aAutosome	aAutosome	NON	NON	4.86491
MvSl-1064-A1-R4_MC02g04032	A1	680	144	aAutosome	aAutosome	NON	NON	1.26334
MvSl-1064-A1-R4_MC07g08242	A1	3802	1082	aAutosome	aAutosome	NON	NON	6.41655
MvSl-1064-A1-R4_MC09-2g09387	A1	2602	816	aAutosome	aAutosome	NON	NON	6.46299
MvSl-1064-A1-R4_MC14g11896	A1	1619	325	aAutosome	aAutosome	NON	NON	7.48674
MvSl-1064-A1-R4_MC03g04917	A1	3792	1165	aAutosome	aAutosome	NON	NON	5.20199
MvSl-1064-A1-R4_MC01-1g02302	A1	1652	519	aAutosome	aAutosome	NON	NON	8.33023
MvSl-1064-A1-R4_MC04-1g05749	A1	3268	1009	aAutosome	aAutosome	NON	NON	0.929695
MvSl-1064-A1-R4_MC03g05253	A1	1699	446	aAutosome	aAutosome	NON	NON	4.39203
MvSl-1064-A1-R4_MC07g08047	A1	2914	903	aAutosome	aAutosome	NON	NON	8.60954
MvSl-1064-A1-R4_MC01-1g02143	A1	1314	279	aAutosome	aAutosome	NON	NON	6.24417
MvSl-1064-A1-R4_MC03g05249	A1	1040	266	aAutosome	aAutosome	NON	NON	5.60347
MvSl-1064-A1-R4_MC02g03460	A1	339	112	aAutosome	aAutosome	NON	NON	3.02871
MvSl-1064-A1-R4_MC02g04161	A1	965	289	aAutosome	aAutosome	NON	NON	4.73891
MvSl-1064-A1-R4_MC07g07761	A1	2488	637	aAutosome	aAutosome	NON	NON	5.7806
MvSl-1064-A1-R4_MC09-2g09296	A1	914	223	aAutosome	aAutosome	NON	NON	6.06887
MvSl-1064-A1-R4_MC06g07394	A1	2420	681	aAutosome	aAutosome	NON	NON	6.92399
MvSl-1064-A1-R4_MC07g07720	A1	1955	531	aAutosome	aAutosome	NON	NON	6.46125
MvSl-1064-A1-R4_MC03g04776	A1	2413	773	aAutosome	aAutosome	NON	NON	4.50637
MvSl-1064-A1-R4_MC05-2g06435	A1	2619	644	aAutosome	aAutosome	NON	NON	5.38459
MvSl-1064-A1-R4_MC15g12126	A1	2203	527	aAutosome	aAutosome	NON	NON	6.92087
MvSl-1064-A1-R4_MC15g12128	A1	2300	491	aAutosome	aAutosome	NON	NON	5.22323
MvSl-1064-A1-R4_MC01-1g01986	A1	805	121	aAutosome	aAutosome	NON	NON	0.949517
MvSl-1064-A1-R4_MC08g08732	A1	1900	477	aAutosome	aAutosome	NON	NON	5.34777
MvSl-1064-A1-R4_MC13g11701	A1	3896	1122	aAutosome	aAutosome	NON	NON	7.45273
MvSl-1064-A1-R4_MC08g08723	A1	1123	264	aAutosome	aAutosome	NON	NON	7.67219
MvSl-1064-A1-R4_MC05-1g06155	A1	1950	534	aAutosome	aAutosome	NON	NON	5.81587
MvSl-1064-A1-R4_MC11g10663	A1	3027	861	aAutosome	aAutosome	NON	NON	8.0725
MvSl-1064-A1-R4_MC02g03945	A1	1555	479	aAutosome	aAutosome	NON	NON	5.36317
MvSl-1064-A1-R4_MC08g08415	A1	961	191	aAutosome	aAutosome	NON	NON	3.88785
MvSl-1064-A1-R4_MC07g07995	A1	1259	263	aAutosome	aAutosome	NON	NON	6.38396
MvSl-1064-A1-R4_MC03g04687	A1	285	94	aAutosome	aAutosome	NON	NON	4.00545
MvSl-1064-A1-R4_MC03g05124	A1	1688	380	aAutosome	aAutosome	NON	NON	0.434127
MvSl-1064-A1-R4_MC04-1g05798	A1	885	202	aAutosome	aAutosome	NON	NON	6.16408
MvSl-1064-A1-R4_MC13g11652	A1	5553	1318	aAutosome	aAutosome	NON	NON	5.81308
MvSl-1064-A1-R4_MC09-2g09162	A1	675	121	aAutosome	aAutosome	NON	NON	5.87212
MvSl-1064-A1-R4_MC03g05155	A1	1607	386	aAutosome	aAutosome	NON	NON	3.49231
MvSl-1064-A1-R4_MC01-1g02583	A1	1527	426	aAutosome	aAutosome	NON	NON	5.19883
MvSl-1064-A1-R4_A1g00032	A1	2678	517	bPAR	bPAR	NON	NON	9.36855
MvSl-1064-A1-R4_MC07g07662	A1	5492	1537	aAutosome	aAutosome	NON	NON	7.70403
MvSl-1064-A1-R4_MC09-2g09154	A1	1913	546	aAutosome	aAutosome	NON	NON	6.31756
MvSl-1064-A1-R4_MC01-1g02826	A1	2005	457	aAutosome	aAutosome	NON	NON	6.71252
MvSl-1064-A1-R4_MC01-1g02505	A1	2202	656	aAutosome	aAutosome	NON	NON	9.21009
MvSl-1064-A1-R4_MC02g04068	A1	3606	1149	aAutosome	aAutosome	NON	NON	7.76079
MvSl-1064-A1-R4_MC01-2g03029	A1	441	118	aAutosome	aAutosome	NON	NON	5.37709
MvSl-1064-A1-R4_MC01-2g03004	A1	2501	738	aAutosome	aAutosome	NON	NON	6.30439
MvSl-1064-A1-R4_MC09-2g09493	A1	1616	445	aAutosome	aAutosome	NON	NON	6.58872
MvSl-1064-A1-R4_MC10-2g09907	A1	2643	566	aAutosome	aAutosome	NON	NON	6.92035
MvSl-1064-A1-R4_A1g00063	A1	1276	316	bPAR	bPAR	NON	NON	5.0366
MvSl-1064-A1-R4_MC10-1g09684	A1	1380	428	aAutosome	aAutosome	NON	NON	5.80546
MvSl-1064-A1-R4_MC07g08155	A1	973	289	aAutosome	aAutosome	NON	NON	5.51512
MvSl-1064-A1-R4_MC03g04572	A1	712	146	aAutosome	aAutosome	NON	NON	7.95215
MvSl-1064-A1-R4_MC05-3g06710	A1	3516	1026	aAutosome	aAutosome	NON	NON	6.8867
MvSl-1064-A1-R4_MC07g07947	A1	4355	1378	aAutosome	aAutosome	NON	NON	7.60343
MvSl-1064-A1-R4_MC04-1g05991	A1	1006	243	aAutosome	aAutosome	NON	NON	6.24451
MvSl-1064-A1-R4_MC01-1g02823	A1	1976	415	aAutosome	aAutosome	NON	NON	8.03437
MvSl-1064-A1-R4_MC12g11166	A1	1922	530	aAutosome	aAutosome	NON	NON	4.80168
MvSl-1064-A1-R4_MC13g11408	A1	2430	524	aAutosome	aAutosome	NON	NON	3.52581
MvSl-1064-A1-R4_MC10-2g09882	A1	1793	416	aAutosome	aAutosome	NON	NON	6.57415
MvSl-1064-A1-R4_MC08g08402	A1	1325	415	aAutosome	aAutosome	NON	NON	6.17839
MvSl-1064-A1-R4_MC06g07184	A1	3729	1186	aAutosome	aAutosome	NON	NON	8.10961
MvSl-1064-A1-R4_MC01-2g03121	A1	2735	863	aAutosome	aAutosome	NON	NON	7.35822
MvSl-1064-A1-R4_MC05-2g06379	A1	3721	1168	aAutosome	aAutosome	NON	NON	7.89167
MvSl-1064-A1-R4_MC03g04709	A1	459	61	aAutosome	aAutosome	NON	NON	4.74818
MvSl-1064-A1-R4_MC10-1g09711	A1	1735	397	aAutosome	aAutosome	NON	NON	7.63728
MvSl-1064-A1-R4_MC05-3g06824	A1	2237	567	aAutosome	aAutosome	NON	NON	5.39514
MvSl-1064-A1-R4_MC04-1g05809	A1	3158	1002	aAutosome	aAutosome	NON	NON	6.39431
MvSl-1064-A1-R4_MC02g03933	A1	2022	332	aAutosome	aAutosome	NON	NON	8.41182
MvSl-1064-A1-R4_MC10-1g09811	A1	2635	683	aAutosome	aAutosome	NON	NON	7.77201
MvSl-1064-A1-R4_MC01-1g02501	A1	3344	821	aAutosome	aAutosome	NON	NON	9.42567
MvSl-1064-A1-R4_MC08g08710	A1	1389	350	aAutosome	aAutosome	NON	NON	5.47315
MvSl-1064-A1-R4_MC11g10641	A1	3491	854	aAutosome	aAutosome	NON	NON	9.26229
MvSl-1064-A1-R4_MC11g10215	A1	4582	1241	aAutosome	aAutosome	NON	NON	6.84034
MvSl-1064-A1-R4_MC01-1g02326	A1	4856	1525	aAutosome	aAutosome	NON	NON	7.62942
MvSl-1064-A1-R4_MC12g10863	A1	296	78	aAutosome	aAutosome	NON	NON	3.51711
MvSl-1064-A1-R4_MC05-3g06740	A1	3347	867	aAutosome	aAutosome	NON	NON	7.01937
MvSl-1064-A1-R4_MC12g11185	A1	2080	665	aAutosome	aAutosome	NON	NON	5.86164
MvSl-1064-A1-R4_MC14g11938	A1	1344	276	aAutosome	aAutosome	NON	NON	7.84934
MvSl-1064-A1-R4_MC06g07475	A1	3217	874	aAutosome	aAutosome	NON	NON	6.89092
MvSl-1064-A1-R4_MC09-2g08926	A1	1901	550	aAutosome	aAutosome	NON	NON	4.8282
MvSl-1064-A1-R4_MC12g10790	A1	3474	1089	aAutosome	aAutosome	NON	NON	6.69196
MvSl-1064-A1-R4_MC09-2g09553	A1	1625	302	aAutosome	aAutosome	NON	NON	6.84314
MvSl-1064-A1-R4_MC02g03337	A1	1050	349	aAutosome	aAutosome	NON	NON	6.04768
MvSl-1064-A1-R4_MC08g08460	A1	1537	364	aAutosome	aAutosome	NON	NON	6.78821
MvSl-1064-A1-R4_MC01-1g01973	A1	610	127	aAutosome	aAutosome	NON	NON	6.89312
MvSl-1064-A1-R4_MC08g08659	A1	3042	833	aAutosome	aAutosome	NON	NON	7.03188
MvSl-1064-A1-R4_MC11g10170	A1	1844	393	aAutosome	aAutosome	NON	NON	6.11439
MvSl-1064-A1-R4_MC13g11446	A1	1523	361	aAutosome	aAutosome	NON	NON	6.6611
MvSl-1064-A1-R4_MC02g03186	A1	802	177	aAutosome	aAutosome	NON	NON	11.5815
MvSl-1064-A1-R4_MC03g04661	A1	4363	1163	aAutosome	aAutosome	NON	NON	6.76747
MvSl-1064-A1-R4_MC14g11945	A1	1444	262	aAutosome	aAutosome	NON	NON	6.2959
MvSl-1064-A1-R4_MC07g07562	A1	2763	821	aAutosome	aAutosome	NON	NON	6.26555
