target_id	a2s1	a2s2
MvSl-1064-A2-R4_MC11g10855	132	62
MvSl-1064-A2-R4_MC11g10856	4906	9513
MvSl-1064-A2-R4_MC11g10857	1155	1262
MvSl-1064-A2-R4_MC11g10858	95	106
MvSl-1064-A2-R4_MC11g10859	3696	3615
MvSl-1064-A2-R4_MC11g10860	209	181
MvSl-1064-A2-R4_MC11g10861	5	7
MvSl-1064-A2-R4_MC11g10862	832	956
MvSl-1064-A2-R4_MC11g10863	2319	2747
MvSl-1064-A2-R4_MC11g10864	74	33
MvSl-1064-A2-R4_MC11g10865	6	12
MvSl-1064-A2-R4_MC11g10866	16.3032	16.6831
MvSl-1064-A2-R4_MC11g10867	0	0
MvSl-1064-A2-R4_MC11g10868	1006	1126
MvSl-1064-A2-R4_MC11g10869	2274	2540
MvSl-1064-A2-R4_MC11g10870	20199	16790
MvSl-1064-A2-R4_MC11g10871	1487	1482
MvSl-1064-A2-R4_MC11g10872	9448	7157
MvSl-1064-A2-R4_MC11g10873	7	3
MvSl-1064-A2-R4_MC11g10874	105	85
MvSl-1064-A2-R4_MC11g10875	32	38
MvSl-1064-A2-R4_MC11g10876	42	50
MvSl-1064-A2-R4_MC11g10877	2972	2900
MvSl-1064-A2-R4_MC11g10878	983	1049
MvSl-1064-A2-R4_MC11g10879	830	830
MvSl-1064-A2-R4_MC11g10880	375.087	406.596
MvSl-1064-A2-R4_MC11g10881	799.031	537.114
MvSl-1064-A2-R4_MC11g10882	1.01462	1.00356
MvSl-1064-A2-R4_MC11g10883	195.975	258.993
MvSl-1064-A2-R4_MC11g10884	557	625
MvSl-1064-A2-R4_MC11g10885	1162	1295
MvSl-1064-A2-R4_MC11g10886	3637	3414
MvSl-1064-A2-R4_MC11g10887	100	55
MvSl-1064-A2-R4_MC11g10888	3449.2	3056.33
MvSl-1064-A2-R4_MC11g10889	259.664	176.601
MvSl-1064-A2-R4_MC11g10890	970.518	802.041
MvSl-1064-A2-R4_MC11g10891	235.823	190.303
MvSl-1064-A2-R4_MC11g10892	43	38
MvSl-1064-A2-R4_MC11g10893	69	99
MvSl-1064-A2-R4_MC11g10894	112	234
MvSl-1064-A2-R4_MC11g10895	1	14
MvSl-1064-A2-R4_MC11g10896	16	10
MvSl-1064-A2-R4_MC11g10897	6322	6128
MvSl-1064-A2-R4_MC11g10898	625.167	536.758
MvSl-1064-A2-R4_MC11g10899	997	1179
MvSl-1064-A2-R4_MC11g10900	2980	3050
MvSl-1064-A2-R4_MC11g10901	2017	1824
MvSl-1064-A2-R4_MC11g10902	8415	8785
MvSl-1064-A2-R4_MC11g10903	4544	4503
MvSl-1064-A2-R4_MC11g10904	53	26
MvSl-1064-A2-R4_MC11g10905	13928	12105
MvSl-1064-A2-R4_MC11g10906	264.426	128.166
MvSl-1064-A2-R4_MC11g10908	0	1.44024
MvSl-1064-A2-R4_MC11g10909	778.307	669.838
MvSl-1064-A2-R4_MC11g10911	552.229	361.304
MvSl-1064-A2-R4_MC11g10912	165.652	98.8327
MvSl-1064-A2-R4_MC11g10913	64.4822	94.9803
MvSl-1064-A2-R4_MC11g10915	0	0
MvSl-1064-A2-R4_MC11g10916	9.05584	16.0747
MvSl-1064-A2-R4_MC11g10917	178.283	72.6156
MvSl-1064-A2-R4_MC11g10918	108	56
MvSl-1064-A2-R4_MC11g10919	43	38
MvSl-1064-A2-R4_MC11g10920	2484.84	2019.49
MvSl-1064-A2-R4_MC11g10921	2957	3423
MvSl-1064-A2-R4_MC11g10922	502	409
MvSl-1064-A2-R4_MC11g10923	262	190
MvSl-1064-A2-R4_MC11g10924	655	417
MvSl-1064-A2-R4_MC11g10925	575	491.417
MvSl-1064-A2-R4_MC11g10926	4385.32	5157.94
MvSl-1064-A2-R4_MC11g10927	5655	5646
MvSl-1064-A2-R4_MC11g10928	493	656
MvSl-1064-A2-R4_MC11g10929	2303	2106
MvSl-1064-A2-R4_MC11g10930	5	6
MvSl-1064-A2-R4_MC11g10931	8	6
MvSl-1064-A2-R4_MC11g10932	248	187
MvSl-1064-A2-R4_MC11g10933	27	17
MvSl-1064-A2-R4_MC11g10934	86	75
MvSl-1064-A2-R4_MC11g10935	44.2944	33.9121
MvSl-1064-A2-R4_MC11g10936	248.887	217.363
MvSl-1064-A2-R4_MC11g10937	65.5929	57.0385
MvSl-1064-A2-R4_MC11g10938	460.475	466.419
MvSl-1064-A2-R4_MC11g10939	1400.63	1183.49
MvSl-1064-A2-R4_MC11g10940	1367	1579
MvSl-1064-A2-R4_MC11g10941	129	121
MvSl-1064-A2-R4_MC11g10942	1262	1326
MvSl-1064-A2-R4_MC11g10943	156	192
MvSl-1064-A2-R4_MC11g10944	2771	4197
MvSl-1064-A2-R4_MC11g10945	169	180
MvSl-1064-A2-R4_MC11g10946	187.81	164.106
MvSl-1064-A2-R4_MC11g10947	309	251
MvSl-1064-A2-R4_MC11g10948	988	928.962
MvSl-1064-A2-R4_MC11g10949	0	0
MvSl-1064-A2-R4_MC11g10950	77.2965	74.8191
MvSl-1064-A2-R4_MC11g10951	7.32577	0
MvSl-1064-A2-R4_MC11g10952	15	17
MvSl-1064-A2-R4_MC11g10953	37997	46427
MvSl-1064-A2-R4_MC11g10954	4425	4872
MvSl-1064-A2-R4_MC11g10955	616	583
MvSl-1064-A2-R4_MC11g10956	3009	3121
MvSl-1064-A2-R4_MC11g10957	288	300
MvSl-1064-A2-R4_MC11g10958	3	2
MvSl-1064-A2-R4_MC11g10959	30509	26225
MvSl-1064-A2-R4_MC11g10960	2182	1957
MvSl-1064-A2-R4_MC11g10961	2929	3040
MvSl-1064-A2-R4_MC11g10962	36	47.8482
MvSl-1064-A2-R4_MC11g10963	55.7644	30.3234
MvSl-1064-A2-R4_MC11g10965	21.4509	6.87583
MvSl-1064-A2-R4_MC11g10966	7.37182	4.1057
MvSl-1064-A2-R4_MC11g10967	280.195	257.821
MvSl-1064-A2-R4_MC11g10968	3431	3501
MvSl-1064-A2-R4_MC11g10969	2051	1956
MvSl-1064-A2-R4_MC11g10970	3112	3173
MvSl-1064-A2-R4_MC11g10971	6461	6141
MvSl-1064-A2-R4_MC11g10972	2509	3069
MvSl-1064-A2-R4_MC11g10973	889	905
MvSl-1064-A2-R4_MC11g10974	7566	7022
MvSl-1064-A2-R4_MC11g10975	2929	3019
MvSl-1064-A2-R4_MC11g10976	2164	3240
MvSl-1064-A2-R4_MC11g10977	1413	1369
MvSl-1064-A2-R4_MC11g10978	2267	2496
MvSl-1064-A2-R4_MC11g10979	123	60
MvSl-1064-A2-R4_MC11g10981	3123	3330
MvSl-1064-A2-R4_MC11g10982	50.7932	52.9596
MvSl-1064-A2-R4_MC11g10983	9	5
MvSl-1064-A2-R4_MC11g10984	2358	2048
MvSl-1064-A2-R4_MC11g10985	2610	2204
MvSl-1064-A2-R4_MC11g10986	325.035	250.528
MvSl-1064-A2-R4_MC11g10987	4484.12	4459.98
MvSl-1064-A2-R4_MC11g10988	3452	3577
MvSl-1064-A2-R4_MC11g10989	1241	1371
MvSl-1064-A2-R4_MC11g10990	220	109
MvSl-1064-A2-R4_MC11g10991	3393	2464
MvSl-1064-A2-R4_MC11g10992	807.44	381.263
MvSl-1064-A2-R4_MC11g10993	4.11331	5
MvSl-1064-A2-R4_MC11g10994	64.0965	11.0394
MvSl-1064-A2-R4_MC11g10995	60.516	34.4379
MvSl-1064-A2-R4_MC11g10996	2.49774	1.06068
MvSl-1064-A2-R4_MC11g10997	110.474	95.7071
MvSl-1064-A2-R4_MC11g10998	331.805	338.647
MvSl-1064-A2-R4_MC11g11000	181.483	155.747
MvSl-1064-A2-R4_MC11g11001	40.5595	16.7667
MvSl-1064-A2-R4_MC11g11002	5.36582	0
MvSl-1064-A2-R4_MC11g11003	50.0342	50.3195
MvSl-1064-A2-R4_MC11g11004	1.19239	1.61803
MvSl-1064-A2-R4_MC11g11005	7.23886	0
MvSl-1064-A2-R4_MC11g11006	27.1643	12.057
MvSl-1064-A2-R4_MC11g11007	0	0
MvSl-1064-A2-R4_MC12g11012	188.043	127.484
MvSl-1064-A2-R4_MC12g11013	2475	2656
MvSl-1064-A2-R4_MC12g11014	1336	905
MvSl-1064-A2-R4_MC12g11015	8029	7066
MvSl-1064-A2-R4_MC12g11016	2530	1985
MvSl-1064-A2-R4_MC12g11017	464	381
MvSl-1064-A2-R4_MC12g11018	2772	3433
MvSl-1064-A2-R4_MC12g11019	53	30
MvSl-1064-A2-R4_MC12g11020	1653	817
MvSl-1064-A2-R4_MC12g11021	1171	760
MvSl-1064-A2-R4_MC12g11022	4564.68	3237.09
MvSl-1064-A2-R4_MC12g11023	8691.38	9675.5
MvSl-1064-A2-R4_MC12g11024	512.572	431.759
MvSl-1064-A2-R4_MC12g11025	49	30
MvSl-1064-A2-R4_MC12g11026	633	545
MvSl-1064-A2-R4_MC12g11027	6.1624	4.14291
MvSl-1064-A2-R4_MC12g11028	1554.45	839.846
MvSl-1064-A2-R4_MC12g11029	538.61	396.033
MvSl-1064-A2-R4_MC12g11030	3111	3552
MvSl-1064-A2-R4_MC12g11031	2442	2367
MvSl-1064-A2-R4_MC12g11032	973	1073
MvSl-1064-A2-R4_MC12g11033	1163	1291
MvSl-1064-A2-R4_MC12g11034	2698	2486
MvSl-1064-A2-R4_MC12g11035	481	604
MvSl-1064-A2-R4_MC12g11036	1810	2109
MvSl-1064-A2-R4_MC12g11037	1098	916
MvSl-1064-A2-R4_MC12g11038	4051	3290
MvSl-1064-A2-R4_MC12g11039	2813.74	4713.22
MvSl-1064-A2-R4_MC12g11040	6303.05	2777.42
MvSl-1064-A2-R4_MC12g11041	16270	8104.1
MvSl-1064-A2-R4_MC12g11042	2054.9	988.633
MvSl-1064-A2-R4_MC12g11043	847.574	616.321
MvSl-1064-A2-R4_MC12g11044	515	526
MvSl-1064-A2-R4_MC12g11045	253	301
MvSl-1064-A2-R4_MC12g11046	506	456
MvSl-1064-A2-R4_MC12g11047	2186	1677
MvSl-1064-A2-R4_MC12g11048	348	240
MvSl-1064-A2-R4_MC12g11049	7	18
MvSl-1064-A2-R4_MC12g11050	0	0
MvSl-1064-A2-R4_MC12g11051	1	0
MvSl-1064-A2-R4_MC12g11052	0	0
MvSl-1064-A2-R4_MC12g11053	2128	2206
MvSl-1064-A2-R4_MC12g11054	1364	1632
MvSl-1064-A2-R4_MC12g11055	11564	13238
MvSl-1064-A2-R4_MC12g11056	4128	3769
MvSl-1064-A2-R4_MC12g11057	10564	7034
MvSl-1064-A2-R4_MC12g11058	1206	1267
MvSl-1064-A2-R4_MC12g11059	1580	1734
MvSl-1064-A2-R4_MC12g11060	2356	2239
MvSl-1064-A2-R4_MC12g11061	4966	5860
MvSl-1064-A2-R4_MC12g11062	374.979	441.472
MvSl-1064-A2-R4_MC12g11063	74	63
MvSl-1064-A2-R4_MC12g11064	559.476	370.231
MvSl-1064-A2-R4_MC12g11065	75	138
MvSl-1064-A2-R4_MC12g11066	3	0
MvSl-1064-A2-R4_MC12g11067	40	27
MvSl-1064-A2-R4_MC12g11068	3329	3184
MvSl-1064-A2-R4_MC12g11069	1070	728
MvSl-1064-A2-R4_MC12g11070	191.862	90.4662
MvSl-1064-A2-R4_MC12g11071	1093.43	943.359
MvSl-1064-A2-R4_MC12g11072	589.136	495.202
MvSl-1064-A2-R4_MC12g11073	61	121
MvSl-1064-A2-R4_MC12g11074	22125	27212
MvSl-1064-A2-R4_MC12g11075	149	117
MvSl-1064-A2-R4_MC12g11076	56	34
MvSl-1064-A2-R4_MC12g11077	1342	1326
MvSl-1064-A2-R4_MC12g11078	2255	2169
MvSl-1064-A2-R4_MC12g11079	871	977
MvSl-1064-A2-R4_MC12g11080	1686	1892
MvSl-1064-A2-R4_MC12g11081	39	45
MvSl-1064-A2-R4_MC12g11082	115	72
MvSl-1064-A2-R4_MC12g11083	0	1
MvSl-1064-A2-R4_MC12g11084	1176	1243
MvSl-1064-A2-R4_MC12g11085	312	231
MvSl-1064-A2-R4_MC12g11086	1716	1988
MvSl-1064-A2-R4_MC12g11087	19	20
MvSl-1064-A2-R4_MC12g11088	537	657
MvSl-1064-A2-R4_MC12g11089	297	294
MvSl-1064-A2-R4_MC12g11090	413.113	458.458
MvSl-1064-A2-R4_MC12g11091	174.57	93.1825
MvSl-1064-A2-R4_MC12g11092	161.981	113.992
MvSl-1064-A2-R4_MC12g11093	2547	2782
MvSl-1064-A2-R4_MC12g11094	1000	1191
MvSl-1064-A2-R4_MC12g11095	3914	5901
MvSl-1064-A2-R4_MC12g11096	96	59
MvSl-1064-A2-R4_MC12g11097	637	706
MvSl-1064-A2-R4_MC12g11098	869	1143
MvSl-1064-A2-R4_MC12g11099	4187	3857
MvSl-1064-A2-R4_MC12g11100	4815	4203
MvSl-1064-A2-R4_MC12g11101	2405	2610
MvSl-1064-A2-R4_MC12g11102	3324	2714
MvSl-1064-A2-R4_MC12g11103	235	220
MvSl-1064-A2-R4_MC12g11104	4823	6238
MvSl-1064-A2-R4_MC12g11105	0	2
MvSl-1064-A2-R4_MC12g11106	1	0
MvSl-1064-A2-R4_MC12g11107	6863	6465
MvSl-1064-A2-R4_MC12g11108	9890	10429
MvSl-1064-A2-R4_MC12g11109	2247	2248
MvSl-1064-A2-R4_MC12g11110	429	478
MvSl-1064-A2-R4_MC12g11111	4431	3095
MvSl-1064-A2-R4_MC12g11112	182.105	182.14
MvSl-1064-A2-R4_MC12g11113	12	18
MvSl-1064-A2-R4_MC12g11114	1766	1410
MvSl-1064-A2-R4_MC12g11115	2235	2188
MvSl-1064-A2-R4_MC12g11116	2946	2986
MvSl-1064-A2-R4_MC12g11117	8298	10786
MvSl-1064-A2-R4_MC12g11118	1630	1808
MvSl-1064-A2-R4_MC12g11119	3700	3617
MvSl-1064-A2-R4_MC12g11120	219	178
MvSl-1064-A2-R4_MC12g11121	1064	1080
MvSl-1064-A2-R4_MC12g11122	166	155
MvSl-1064-A2-R4_MC12g11123	291	260
MvSl-1064-A2-R4_MC12g11124	1.07126	1.07438
MvSl-1064-A2-R4_MC12g11125	75.5399	103.359
MvSl-1064-A2-R4_MC12g11126	182.024	158.46
MvSl-1064-A2-R4_MC12g11127	204.133	165.687
MvSl-1064-A2-R4_MC12g11128	21	8
MvSl-1064-A2-R4_MC12g11129	1805.83	1352.81
MvSl-1064-A2-R4_MC12g11130	1407	1595
MvSl-1064-A2-R4_MC12g11131	469	556
MvSl-1064-A2-R4_MC12g11132	86	124
MvSl-1064-A2-R4_MC12g11133	2976	2724
MvSl-1064-A2-R4_MC12g11134	21	22
MvSl-1064-A2-R4_MC12g11135	321.853	265.225
MvSl-1064-A2-R4_MC12g11136	1.38673	2.06544
MvSl-1064-A2-R4_MC12g11137	46.668	35.2202
MvSl-1064-A2-R4_MC12g11138	13.5421	27.6648
MvSl-1064-A2-R4_MC12g11139	166.876	151.783
MvSl-1064-A2-R4_MC12g11141	969	939
MvSl-1064-A2-R4_MC12g11142	365	342
MvSl-1064-A2-R4_MC12g11143	1813	1666
MvSl-1064-A2-R4_MC12g11144	2118	1925
MvSl-1064-A2-R4_MC12g11145	2084	1671
MvSl-1064-A2-R4_MC12g11146	298	208
MvSl-1064-A2-R4_MC12g11147	196	148
MvSl-1064-A2-R4_MC12g11148	11813	11173
MvSl-1064-A2-R4_MC12g11149	209	239
MvSl-1064-A2-R4_MC12g11150	1078	1182
MvSl-1064-A2-R4_MC12g11151	951	1068
MvSl-1064-A2-R4_MC12g11152	5008	5048
MvSl-1064-A2-R4_MC12g11153	2540	2506
MvSl-1064-A2-R4_MC12g11154	12.7673	8.21218
MvSl-1064-A2-R4_MC12g11155	253.602	205.787
MvSl-1064-A2-R4_MC12g11156	45.7945	42.6991
MvSl-1064-A2-R4_MC12g11157	314.722	281.094
MvSl-1064-A2-R4_MC12g11158	154.555	48.8006
MvSl-1064-A2-R4_MC12g11159	5844.07	5210.94
MvSl-1064-A2-R4_MC12g11160	1383	1709
MvSl-1064-A2-R4_MC12g11161	3635	3309
MvSl-1064-A2-R4_MC12g11162	9	6
MvSl-1064-A2-R4_MC12g11163	0	2.38859
MvSl-1064-A2-R4_MC12g11164	158	179
MvSl-1064-A2-R4_MC12g11165	359	366
MvSl-1064-A2-R4_MC12g11166	2786	2790
MvSl-1064-A2-R4_MC12g11167	1445	1695
MvSl-1064-A2-R4_MC12g11168	6548	5325
MvSl-1064-A2-R4_MC12g11169	3859	3856
MvSl-1064-A2-R4_MC12g11170	546	650
MvSl-1064-A2-R4_MC12g11171	495	527
MvSl-1064-A2-R4_MC12g11172	2596	3201
MvSl-1064-A2-R4_MC12g11173	398	653
MvSl-1064-A2-R4_MC12g11174	7789	7712
MvSl-1064-A2-R4_MC12g11175	304	238
MvSl-1064-A2-R4_MC12g11176	448	517
MvSl-1064-A2-R4_MC12g11177	221	129
MvSl-1064-A2-R4_MC12g11178	1242	1255
MvSl-1064-A2-R4_MC12g11179	3582	4412
MvSl-1064-A2-R4_MC12g11180	424	526
MvSl-1064-A2-R4_MC12g11181	472	594
MvSl-1064-A2-R4_MC12g11182	10173	8794
MvSl-1064-A2-R4_MC12g11183	519	346
MvSl-1064-A2-R4_MC12g11184	610.338	397.456
MvSl-1064-A2-R4_MC12g11185	398.867	424.546
MvSl-1064-A2-R4_MC12g11186	550	426
MvSl-1064-A2-R4_MC12g11187	46	69
MvSl-1064-A2-R4_MC12g11188	625	563
MvSl-1064-A2-R4_MC12g11189	123	112
MvSl-1064-A2-R4_MC12g11190	1756	2075
MvSl-1064-A2-R4_MC12g11191	116.074	71.8929
MvSl-1064-A2-R4_MC12g11192	98.9264	111.107
MvSl-1064-A2-R4_MC12g11193	2261	1741
MvSl-1064-A2-R4_MC12g11194	2120	2769
MvSl-1064-A2-R4_MC12g11195	1943	2197
MvSl-1064-A2-R4_MC12g11196	1692	1632
MvSl-1064-A2-R4_MC12g11197	1748	1752
MvSl-1064-A2-R4_MC12g11198	780	764
MvSl-1064-A2-R4_MC12g11199	666	710
MvSl-1064-A2-R4_MC12g11200	3186	2925
MvSl-1064-A2-R4_MC12g11201	316	267
MvSl-1064-A2-R4_MC12g11202	1406	1737
MvSl-1064-A2-R4_MC12g11203	1099	1244
MvSl-1064-A2-R4_MC12g11204	340	376
MvSl-1064-A2-R4_MC12g11205	1624	1974
MvSl-1064-A2-R4_MC12g11206	1166	1400
MvSl-1064-A2-R4_MC12g11207	2031	1722
MvSl-1064-A2-R4_MC12g11208	141	230
MvSl-1064-A2-R4_MC12g11209	202	208
MvSl-1064-A2-R4_MC12g11210	391	420
MvSl-1064-A2-R4_MC12g11211	1141	1370
MvSl-1064-A2-R4_MC12g11212	2203	3529
MvSl-1064-A2-R4_MC12g11213	3470	5213
MvSl-1064-A2-R4_MC12g11214	6253	7833
MvSl-1064-A2-R4_MC12g11215	1149	1330
MvSl-1064-A2-R4_MC12g11216	1727	1789
MvSl-1064-A2-R4_MC12g11217	0	1
MvSl-1064-A2-R4_MC12g11218	10	3
MvSl-1064-A2-R4_MC12g11219	1135	1181
MvSl-1064-A2-R4_MC12g11220	4865	4079
MvSl-1064-A2-R4_MC12g11221	36	46
MvSl-1064-A2-R4_MC12g11222	1150	1286
MvSl-1064-A2-R4_MC12g11223	2930	3471
MvSl-1064-A2-R4_MC12g11224	8084.16	8427.07
MvSl-1064-A2-R4_MC12g11225	851	952
MvSl-1064-A2-R4_MC12g11226	5	6
MvSl-1064-A2-R4_MC12g11227	4636	4610
MvSl-1064-A2-R4_MC12g11228	3349	3981
MvSl-1064-A2-R4_MC12g11229	488.839	352.921
MvSl-1064-A2-R4_MC12g11230	911.26	778.872
MvSl-1064-A2-R4_MC12g11231	319	324
MvSl-1064-A2-R4_MC12g11232	968	1137
MvSl-1064-A2-R4_MC12g11233	378	369
MvSl-1064-A2-R4_MC12g11234	2732	2320
MvSl-1064-A2-R4_MC12g11235	2068	2295
MvSl-1064-A2-R4_MC12g11236	498	478
MvSl-1064-A2-R4_MC12g11237	59	36
MvSl-1064-A2-R4_MC12g11238	4	16
MvSl-1064-A2-R4_MC12g11239	1462	1488
MvSl-1064-A2-R4_MC12g11240	2078	3934
MvSl-1064-A2-R4_MC12g11241	2914	2849
MvSl-1064-A2-R4_MC12g11242	2060	2745
MvSl-1064-A2-R4_MC12g11243	16	18
MvSl-1064-A2-R4_MC12g11244	2474	2901
MvSl-1064-A2-R4_MC12g11245	283	272
MvSl-1064-A2-R4_MC12g11246	236	279
MvSl-1064-A2-R4_MC12g11247	2426	2188
MvSl-1064-A2-R4_MC12g11248	177	106
MvSl-1064-A2-R4_MC12g11249	136	95
MvSl-1064-A2-R4_MC12g11250	1203.7	1048.49
MvSl-1064-A2-R4_MC12g11251	1201	1156
MvSl-1064-A2-R4_MC12g11252	213.412	174.385
MvSl-1064-A2-R4_MC12g11253	316.758	163.103
MvSl-1064-A2-R4_MC12g11254	334	297
MvSl-1064-A2-R4_MC12g11255	3514	3801
MvSl-1064-A2-R4_MC12g11256	758	835
MvSl-1064-A2-R4_MC12g11257	13	19
MvSl-1064-A2-R4_MC12g11258	1881	2269
MvSl-1064-A2-R4_MC12g11259	2100	2333
MvSl-1064-A2-R4_MC12g11260	1006	1152
MvSl-1064-A2-R4_MC12g11261	1671	1864
MvSl-1064-A2-R4_MC12g11262	497	546
MvSl-1064-A2-R4_MC12g11263	215	267
MvSl-1064-A2-R4_MC12g11264	2733	3363
MvSl-1064-A2-R4_MC12g11265	2088	2364
MvSl-1064-A2-R4_MC12g11266	25156	25265
MvSl-1064-A2-R4_MC12g11267	476	528
MvSl-1064-A2-R4_MC12g11268	328	241
MvSl-1064-A2-R4_MC12g11269	20738	14775
MvSl-1064-A2-R4_MC12g11270	501	557
MvSl-1064-A2-R4_MC12g11271	3847	3783
MvSl-1064-A2-R4_MC12g11272	1610	1823
MvSl-1064-A2-R4_MC12g11273	1584	1791
MvSl-1064-A2-R4_MC12g11274	3	4
MvSl-1064-A2-R4_MC12g11275	281.873	206.878
MvSl-1064-A2-R4_MC12g11276	228	239
MvSl-1064-A2-R4_MC12g11277	781	906
MvSl-1064-A2-R4_MC12g11278	721	930
MvSl-1064-A2-R4_MC12g11279	124	123
MvSl-1064-A2-R4_MC12g11280	690	657
MvSl-1064-A2-R4_MC12g11281	50	26
MvSl-1064-A2-R4_MC12g11282	2018	1729
MvSl-1064-A2-R4_MC12g11283	2781	2651
MvSl-1064-A2-R4_MC12g11284	2055	2110
MvSl-1064-A2-R4_MC12g11285	1116	1312
MvSl-1064-A2-R4_MC12g11286	1605	1521
MvSl-1064-A2-R4_MC12g11287	1291	1336
MvSl-1064-A2-R4_MC12g11288	3904	3349
MvSl-1064-A2-R4_MC12g11289	1325	990
MvSl-1064-A2-R4_MC12g11290	916	1214
MvSl-1064-A2-R4_MC12g11291	441	448
MvSl-1064-A2-R4_MC12g11292	1911	1183
MvSl-1064-A2-R4_MC12g11293	329	337
MvSl-1064-A2-R4_MC12g11294	3462	3033
MvSl-1064-A2-R4_MC12g11295	1493	1534
MvSl-1064-A2-R4_MC12g11296	232	187
MvSl-1064-A2-R4_MC12g11297	1640	1668
MvSl-1064-A2-R4_MC12g11298	535	648
MvSl-1064-A2-R4_MC12g11299	70	59
MvSl-1064-A2-R4_MC12g11300	5398	5024
MvSl-1064-A2-R4_MC12g11301	792	1154
MvSl-1064-A2-R4_MC12g11302	4069	4608
MvSl-1064-A2-R4_MC12g11303	29.678	16.1339
MvSl-1064-A2-R4_MC12g11304	647.921	781.156
MvSl-1064-A2-R4_MC12g11305	30	23
MvSl-1064-A2-R4_MC12g11306	2104	2388
MvSl-1064-A2-R4_MC12g11307	212.55	183.936
MvSl-1064-A2-R4_MC12g11308	259	203.388
MvSl-1064-A2-R4_MC12g11309	20.45	14.0635
MvSl-1064-A2-R4_MC12g11310	43.085	54.9385
MvSl-1064-A2-R4_MC12g11311	307	397
MvSl-1064-A2-R4_MC12g11312	2544	3225
MvSl-1064-A2-R4_MC12g11313	2633	2540
MvSl-1064-A2-R4_MC12g11314	278	263
MvSl-1064-A2-R4_MC12g11315	749	757
MvSl-1064-A2-R4_MC12g11316	5309	3466
MvSl-1064-A2-R4_MC12g11317	571	622
MvSl-1064-A2-R4_MC12g11318	1610	1784
MvSl-1064-A2-R4_MC12g11319	1070	1239
MvSl-1064-A2-R4_MC12g11320	443	516
MvSl-1064-A2-R4_MC12g11321	372	454
MvSl-1064-A2-R4_MC12g11322	1132	1035
MvSl-1064-A2-R4_MC12g11323	19768.8	17764.9
MvSl-1064-A2-R4_MC12g11324	2254	2395
MvSl-1064-A2-R4_MC12g11325	2239	2807
MvSl-1064-A2-R4_MC12g11326	941	1298
MvSl-1064-A2-R4_MC12g11327	14352	18647
MvSl-1064-A2-R4_MC12g11328	2379	2541
MvSl-1064-A2-R4_MC12g11329	467	456
MvSl-1064-A2-R4_MC12g11330	2	1
MvSl-1064-A2-R4_MC12g11331	1649	1641
MvSl-1064-A2-R4_MC12g11332	2548	2906
MvSl-1064-A2-R4_MC12g11333	378	289
MvSl-1064-A2-R4_MC12g11334	1282	642
MvSl-1064-A2-R4_MC12g11335	579	672
MvSl-1064-A2-R4_MC12g11336	211	191
MvSl-1064-A2-R4_MC12g11337	1025	1296
MvSl-1064-A2-R4_MC12g11338	382	396
MvSl-1064-A2-R4_MC12g11339	1049	1195
MvSl-1064-A2-R4_MC12g11340	672	724
MvSl-1064-A2-R4_MC12g11341	73	61
MvSl-1064-A2-R4_MC12g11342	2136	2012
MvSl-1064-A2-R4_MC12g11343	3549	4457
MvSl-1064-A2-R4_MC12g11344	2153	2762
MvSl-1064-A2-R4_MC12g11345	1484	1577
MvSl-1064-A2-R4_MC12g11346	4612	4362
MvSl-1064-A2-R4_MC12g11347	405	488
MvSl-1064-A2-R4_MC12g11348	3415	3706
MvSl-1064-A2-R4_MC12g11349	7	4
MvSl-1064-A2-R4_MC12g11350	254.356	287.777
MvSl-1064-A2-R4_MC12g11351	15786	8224
MvSl-1064-A2-R4_MC12g11352	828	915
MvSl-1064-A2-R4_MC12g11353	1313	1306
MvSl-1064-A2-R4_MC12g11354	1585	1719
MvSl-1064-A2-R4_MC12g11355	2122	1973
MvSl-1064-A2-R4_MC12g11356	2410	2916
MvSl-1064-A2-R4_MC12g11357	2638	2253
MvSl-1064-A2-R4_MC12g11358	15	18
MvSl-1064-A2-R4_MC12g11359	644	1067
MvSl-1064-A2-R4_MC12g11360	820	1010
MvSl-1064-A2-R4_MC12g11361	139	147
MvSl-1064-A2-R4_MC12g11362	157	148
MvSl-1064-A2-R4_MC12g11363	4348	4226
MvSl-1064-A2-R4_MC12g11364	95	71
MvSl-1064-A2-R4_MC12g11365	26	16
MvSl-1064-A2-R4_MC12g11366	101	80
MvSl-1064-A2-R4_MC12g11367	665	716
MvSl-1064-A2-R4_MC12g11368	114	154
MvSl-1064-A2-R4_MC12g11369	1875	1994
MvSl-1064-A2-R4_MC12g11370	1598	2125
MvSl-1064-A2-R4_MC12g11371	8430	8766
MvSl-1064-A2-R4_MC12g11372	1221	1464
MvSl-1064-A2-R4_MC12g11373	2521	2367
MvSl-1064-A2-R4_MC12g11374	1372	1356
MvSl-1064-A2-R4_MC12g11375	24096	48539
MvSl-1064-A2-R4_MC12g11376	440	420
MvSl-1064-A2-R4_MC12g11377	2127	2469
MvSl-1064-A2-R4_MC12g11378	766.525	803.558
MvSl-1064-A2-R4_MC12g11379	3854	4167
MvSl-1064-A2-R4_MC12g11380	4738	4625
MvSl-1064-A2-R4_MC12g11381	1341	1459
MvSl-1064-A2-R4_MC12g11382	4628	4242
MvSl-1064-A2-R4_MC12g11383	1205	1378
MvSl-1064-A2-R4_MC12g11384	9284	12152
MvSl-1064-A2-R4_MC12g11385	1820	2032
MvSl-1064-A2-R4_MC12g11386	800	712
