target_id	length	eff_length	est_counts	tpm	target_id	length	eff_length	est_counts	tpm	target_id	length	eff_length	est_counts	tpm	target_id	length	eff_length	est_counts	tpm
MvSl-1064-A1-R4_MC08g08671	543	243.498	792	78.3531	MvSl-1064-A2-R4_MC08-1g08936	543	232.858	1047	81.3281	MvSl-1064-A2-R4_MC08-1g08936	543	234.2	585	41.318	MvSl-1064-A2-R4_MC08-1g08936	543	232.858	1047	81.3281
MvSl-1064-A1-R4_MC08g08672	414	140.178	890	152.946	MvSl-1064-A2-R4_MC08-1g08937	414	133.121	1241	168.621	MvSl-1064-A2-R4_MC08-1g08937	414	134.582	1344	165.191	MvSl-1064-A2-R4_MC08-1g08937	414	133.121	1241	168.621
MvSl-1064-A1-R4_MC08g08673	1635	1312.01	521	9.56595	MvSl-1064-A2-R4_MC08-1g08938	1635	1299	664	9.24578	MvSl-1064-A2-R4_MC08-1g08938	1635	1303.77	787	9.98491	MvSl-1064-A2-R4_MC08-1g08938	1635	1299	664	9.24578
MvSl-1064-A1-R4_MC08g08674	600	292.826	1224	100.693	MvSl-1064-A2-R4_MC08-1g08939	600	282.1	1722	110.412	MvSl-1064-A2-R4_MC08-1g08939	600	284.193	2117	123.219	MvSl-1064-A2-R4_MC08-1g08939	600	282.1	1722	110.412
MvSl-1064-A1-R4_MC08g08675	2007	1684.01	890	12.7313	MvSl-1064-A2-R4_MC08-1g08940	2007	1671	842	9.11424	MvSl-1064-A2-R4_MC08-1g08940	2007	1675.77	708	6.98859	MvSl-1064-A2-R4_MC08-1g08940	2007	1671	842	9.11424
MvSl-1064-A1-R4_MC08g08676	2586	2263.01	2735	29.1138	MvSl-1064-A2-R4_MC08-1g08941	2586	2250	3065	24.6396	MvSl-1064-A2-R4_MC08-1g08941	2586	2254.77	2912	21.3629	MvSl-1064-A2-R4_MC08-1g08941	2586	2250	3065	24.6396
MvSl-1064-A1-R4_MC08g08677	546	246.106	928	90.8349	MvSl-1064-A2-R4_MC08-1g08942	546	235.479	1028	78.9635	MvSl-1064-A2-R4_MC08-1g08942	546	236.722	1161	81.1268	MvSl-1064-A2-R4_MC08-1g08942	546	235.479	1028	78.9635
MvSl-1064-A1-R4_MC08g08678	987	664.143	1755	63.6566	MvSl-1064-A2-R4_MC08-1g08943	987	651.07	1874	52.0629	MvSl-1064-A2-R4_MC08-1g08943	987	655.839	2214	55.8408	MvSl-1064-A2-R4_MC08-1g08943	987	651.07	1874	52.0629
MvSl-1064-A1-R4_MC01-1g01962	1275	952.009	1151	29.1247	MvSl-1064-A2-R4_MC01g02243	1275	939.004	1046	20.1488	MvSl-1064-A2-R4_MC01g02243	1275	943.773	1223	21.4353	MvSl-1064-A2-R4_MC01g02243	1275	939.004	1046	20.1488
MvSl-1064-A1-R4_MC08g08679	2082	1759.01	4043	55.3685	MvSl-1064-A2-R4_MC08-1g08944	2082	1746	4052	41.9769	MvSl-1064-A2-R4_MC08-1g08944	2082	1750.77	3547	33.5122	MvSl-1064-A2-R4_MC08-1g08944	2082	1746	4052	41.9769
MvSl-1064-A1-R4_MC08g08680	3297	2974.01	1648	13.3488	MvSl-1064-A2-R4_MC08-1g08945	3297	2961	2203	13.4574	MvSl-1064-A2-R4_MC08-1g08945	3297	2965.77	2641	14.73	MvSl-1064-A2-R4_MC08-1g08945	3297	2961	2203	13.4574
MvSl-1064-A1-R4_MC08g08681	939	616.653	673	26.2907	MvSl-1064-A2-R4_MC08-1g08946	939	603.502	727	21.7892	MvSl-1064-A2-R4_MC08-1g08946	939	608.151	971	26.4107	MvSl-1064-A2-R4_MC08-1g08946	939	603.502	727	21.7892
MvSl-1064-A1-R4_MC08g08682	2010	1687.01	1250	17.8492	MvSl-1064-A2-R4_MC08-1g08947	2010	1674	1302	14.0683	MvSl-1064-A2-R4_MC08-1g08947	2010	1678.77	1346	13.2625	MvSl-1064-A2-R4_MC08-1g08947	2010	1674	1302	14.0683
MvSl-1064-A1-R4_MC08g08683	768	449.719	464	24.8544	MvSl-1064-A2-R4_MC08-1g08948	768	436.234	547	22.6806	MvSl-1064-A2-R4_MC08-1g08948	768	440.012	560	21.0521	MvSl-1064-A2-R4_MC08-1g08948	768	436.234	547	22.6806
MvSl-1064-A1-R4_MC08g08684	189	31.0666	305	236.501	MvSl-1064-A2-R4_MC08-1g08949	189	31.7901	282	160.451	MvSl-1064-A2-R4_MC08-1g08949	189	30.4218	511	277.848	MvSl-1064-A2-R4_MC08-1g08949	189	31.7901	282	160.451
MvSl-1064-A1-R4_MC08g08685	1517	1194.01	1606	32.4015	MvSl-1064-A2-R4_MC08-1g08950	1518	1182	1980	30.2993	MvSl-1064-A2-R4_MC08-1g08950	1518	1186.77	2222	30.9705	MvSl-1064-A2-R4_MC08-1g08950	1518	1182	1980	30.2993
MvSl-1064-A1-R4_MC08g08686	834	513.321	366	17.1759	MvSl-1064-A2-R4_MC08-1g08951	834	500.347	488	17.6415	MvSl-1064-A2-R4_MC08-1g08951	834	504.148	516	16.9302	MvSl-1064-A2-R4_MC08-1g08951	834	500.347	488	17.6415
MvSl-1064-A1-R4_MC08g08687	2157	1834.01	223	2.92908	MvSl-1064-A2-R4_MC08-1g08952	2157	1821	279	2.77127	MvSl-1064-A2-R4_MC08-1g08952	2157	1825.77	275	2.49148	MvSl-1064-A2-R4_MC08-1g08952	2157	1821	279	2.77127
MvSl-1064-A1-R4_MC08g08688	702	387.109	1401	87.1831	MvSl-1064-A2-R4_MC08-1g08953	702	374.029	1987	96.0901	MvSl-1064-A2-R4_MC08-1g08953	702	377.151	2172	95.2612	MvSl-1064-A2-R4_MC08-1g08953	702	374.029	1987	96.0901
MvSl-1064-A1-R4_MC01-1g01963	264	54.41	601	266.087	MvSl-1064-A2-R4_MC01g02244	264	54.0685	644	215.441	MvSl-1064-A2-R4_MC01g02244	264	51.7914	774	247.204	MvSl-1064-A2-R4_MC01g02244	264	54.0685	644	215.441
MvSl-1064-A1-R4_MC08g08689	2817	2494.01	2481	23.9638	MvSl-1064-A2-R4_MC08-1g08954	2817	2481	3152	22.9797	MvSl-1064-A2-R4_MC08-1g08954	2817	2485.77	3140	20.8949	MvSl-1064-A2-R4_MC08-1g08954	2817	2481	3152	22.9797
MvSl-1064-A1-R4_MC08g08690	2517	2194.01	3	0.032939	MvSl-1064-A2-R4_MC08-1g08955	2517	2181	0	0	MvSl-1064-A2-R4_MC08-1g08955	2517	2185.77	3	0.0227032	MvSl-1064-A2-R4_MC08-1g08955	2517	2181	0	0
MvSl-1064-A1-R4_MC08g08691	2121	1798.01	2070	27.7336	MvSl-1064-A2-R4_MC08-1g08956	2121	1785	2576	26.1031	MvSl-1064-A2-R4_MC08-1g08956	2121	1789.77	2526	23.3457	MvSl-1064-A2-R4_MC08-1g08956	2121	1785	2576	26.1031
MvSl-1064-A1-R4_MC08g08692	153	20.1108	472	565.379	MvSl-1064-A2-R4_MC08-1g08957	153	21.6975	533	444.327	MvSl-1064-A2-R4_MC08-1g08957	153	20.7051	550	439.397	MvSl-1064-A2-R4_MC08-1g08957	153	21.6975	533	444.327
MvSl-1064-A1-R4_MC08g08693	312	77.2696	1077	335.764	MvSl-1064-A2-R4_MC08-1g08958	312	74.3707	1464	356.062	MvSl-1064-A2-R4_MC08-1g08958	312	72.9275	1597	362.231	MvSl-1064-A2-R4_MC08-1g08958	312	74.3707	1464	356.062
MvSl-1064-A1-R4_MC08g08694	918	595.772	45.9865	1.85942	MvSl-1064-A2-R4_MC08-1g08959	918	582.619	28.5371	0.885953	MvSl-1064-A2-R4_MC08-1g08959	918	587.451	21.3232	0.600416	MvSl-1064-A2-R4_MC08-1g08959	918	582.619	28.5371	0.885953
MvSl-1064-A1-R4_MC08g08695	336	90.6302	87	23.1246	MvSl-1064-A2-R4_MC08-1g08960	336	86.7828	125	26.0533	MvSl-1064-A2-R4_MC08-1g08960	336	85.874	107	20.6107	MvSl-1064-A2-R4_MC08-1g08960	336	86.7828	125	26.0533
MvSl-1064-A1-R4_MC08g08696	1770	1447.01	1129	18.7953	MvSl-1064-A2-R4_MC08-1g08961	1770	1434	1186	14.9596	MvSl-1064-A2-R4_MC08-1g08961	1770	1438.77	1127	12.957	MvSl-1064-A2-R4_MC08-1g08961	1770	1434	1186	14.9596
MvSl-1064-A1-R4_MC08g08697	717	401.59	483	28.9729	MvSl-1064-A2-R4_MC08-1g08962	717	388.067	566	26.3813	MvSl-1064-A2-R4_MC08-1g08962	717	391.454	433	18.2969	MvSl-1064-A2-R4_MC08-1g08962	717	388.067	566	26.3813
MvSl-1064-A1-R4_MC08g08698	1029	706.009	2613	89.1572	MvSl-1064-A2-R4_MC08-1g08963	1029	693.004	2731	71.2807	MvSl-1064-A2-R4_MC08-1g08963	1029	697.773	2850	67.5619	MvSl-1064-A2-R4_MC08-1g08963	1029	693.004	2731	71.2807
MvSl-1064-A1-R4_MC01-1g01964	276	60.1821	224	89.662	MvSl-1064-A2-R4_MC01g02245	276	58.6243	226	69.7295	MvSl-1064-A2-R4_MC01g02245	276	56.5575	276	80.7217	MvSl-1064-A2-R4_MC01g02245	276	58.6243	226	69.7295
MvSl-1064-A1-R4_MC08g08699	192	31.8151	191	144.62	MvSl-1064-A2-R4_MC08-1g08964	192	32.7333	186	102.78	MvSl-1064-A2-R4_MC08-1g08964	192	31.3116	157	82.9403	MvSl-1064-A2-R4_MC08-1g08964	192	32.7333	186	102.78
MvSl-1064-A1-R4_MC08g08700	534	235.552	4606	471.047	MvSl-1064-A2-R4_MC08-1g08965	534	225.248	4517	362.722	MvSl-1064-A2-R4_MC08-1g08965	534	226.414	4199	306.771	MvSl-1064-A2-R4_MC08-1g08965	534	225.248	4517	362.722
MvSl-1064-A1-R4_MC08g08701	750	432.522	19	1.05821	MvSl-1064-A2-R4_MC08-1g08966	750	419.439	20	0.862477	MvSl-1064-A2-R4_MC08-1g08966	750	422.535	36	1.40932	MvSl-1064-A2-R4_MC08-1g08966	750	419.439	20	0.862477
MvSl-1064-A1-R4_MC08g08702	1131	808.009	436	12.9986	MvSl-1064-A2-R4_MC08-1g08967	1131	795.004	568	12.923	MvSl-1064-A2-R4_MC08-1g08967	1131	799.773	549	11.3547	MvSl-1064-A2-R4_MC08-1g08967	1131	795.004	568	12.923
MvSl-1064-A1-R4_MC08g08703	945	622.653	6	0.232131	MvSl-1064-A2-R4_MC08-1g08968	945	609.38	17	0.504599	MvSl-1064-A2-R4_MC08-1g08968	945	614.151	5	0.134669	MvSl-1064-A2-R4_MC08-1g08968	945	609.38	17	0.504599
MvSl-1064-A1-R4_MC08g08704	2982	2659.01	1188	10.7628	MvSl-1064-A2-R4_MC08-1g08969	2982	2646	1456	9.95307	MvSl-1064-A2-R4_MC08-1g08969	2982	2650.77	1251	7.8065	MvSl-1064-A2-R4_MC08-1g08969	2982	2646	1456	9.95307
MvSl-1064-A1-R4_MC08g08705	708	392.832	2106	129.145	MvSl-1064-A2-R4_MC08-1g08970	708	379.456	2022	96.3843	MvSl-1064-A2-R4_MC08-1g08970	708	382.689	2160	93.364	MvSl-1064-A2-R4_MC08-1g08970	708	379.456	2022	96.3843
MvSl-1064-A1-R4_MC08g08706	798	478.365	1223	61.5878	MvSl-1064-A2-R4_MC08-1g08971	798	465.37	1547	60.1281	MvSl-1064-A2-R4_MC08-1g08971	798	468.782	1760	62.103	MvSl-1064-A2-R4_MC08-1g08971	798	465.37	1547	60.1281
MvSl-1064-A1-R4_MC08g08707	123	10.5517	0	0	MvSl-1064-A2-R4_MC08-1g08972	123	12.8571	0	0	MvSl-1064-A2-R4_MC08-1g08972	123	14.6061	0	0	MvSl-1064-A2-R4_MC08-1g08972	123	12.8571	0	0
MvSl-1064-A1-R4_MC08g08708	1878	1555.01	899	13.9269	MvSl-1064-A2-R4_MC08-1g08973	1878	1542	900	10.5571	MvSl-1064-A2-R4_MC08-1g08973	1878	1546.77	1128	12.063	MvSl-1064-A2-R4_MC08-1g08973	1878	1542	900	10.5571
MvSl-1064-A1-R4_MC01-1g01965	633	322.861	205	15.2956	MvSl-1064-A2-R4_MC01g02246	633	311.458	307	17.8289	MvSl-1064-A2-R4_MC01g02246	633	313.87	246	12.9645	MvSl-1064-A2-R4_MC01g02246	633	311.458	307	17.8289
MvSl-1064-A1-R4_A1g00072	1992	1669.01	5193	74.9526	MvSl-1064-A2-R4_A2g00072	1992	1656	5260	57.4527	MvSl-1064-A2-R4_A2g00072	1992	1660.77	4067	40.5075	MvSl-1064-A2-R4_A2g00072	1992	1656	5260	57.4527
MvSl-1064-A1-R4_MC08g08709	1710	1387.01	383	6.65192	MvSl-1064-A2-R4_MC08-1g08974	1710	1374	433	5.70014	MvSl-1064-A2-R4_MC08-1g08974	1710	1378.77	606	7.27028	MvSl-1064-A2-R4_MC08-1g08974	1710	1374	433	5.70014
MvSl-1064-A1-R4_MC08g08710	1053	730.009	948	31.2829	MvSl-1064-A2-R4_MC08-1g08975	1053	717.004	1112	28.0523	MvSl-1064-A2-R4_MC08-1g08975	1053	721.773	760	17.4174	MvSl-1064-A2-R4_MC08-1g08975	1053	717.004	1112	28.0523
MvSl-1064-A1-R4_MC08g08711	741	424.128	728	41.3487	MvSl-1064-A2-R4_MC08-1g08976	741	410.856	804	35.3958	MvSl-1064-A2-R4_MC08-1g08976	741	413.914	754	30.1323	MvSl-1064-A2-R4_MC08-1g08976	741	410.856	804	35.3958
MvSl-1064-A1-R4_MC08g08712	852	530.955	1530	69.4162	MvSl-1064-A2-R4_MC08-1g08977	852	517.94	1693	59.124	MvSl-1064-A2-R4_MC08-1g08977	852	521.993	2046	64.8355	MvSl-1064-A2-R4_MC08-1g08977	852	517.94	1693	59.124
MvSl-1064-A1-R4_MC08g08713	2694	2371.01	533	5.41528	MvSl-1064-A2-R4_MC08-1g08978	2694	2358	394	3.0223	MvSl-1064-A2-R4_MC08-1g08978	2694	2362.77	459	3.21338	MvSl-1064-A2-R4_MC08-1g08978	2694	2358	394	3.0223
MvSl-1064-A1-R4_MC08g08714	882	560.463	2795	120.133	MvSl-1064-A2-R4_MC08-1g08979	882	547.353	3955	130.697	MvSl-1064-A2-R4_MC08-1g08979	882	551.62	5562	166.787	MvSl-1064-A2-R4_MC08-1g08979	882	547.353	3955	130.697
MvSl-1064-A1-R4_MC08g08715	819	498.726	361	17.437	MvSl-1064-A2-R4_MC08-1g08980	819	485.941	524	19.5045	MvSl-1064-A2-R4_MC08-1g08980	819	489.347	551	18.6254	MvSl-1064-A2-R4_MC08-1g08980	819	485.941	524	19.5045
MvSl-1064-A1-R4_MC08g08716	306	74.3876	233	75.4541	MvSl-1064-A2-R4_MC08-1g08981	306	71.6021	279	70.4798	MvSl-1064-A2-R4_MC08-1g08981	306	69.7387	311	73.7663	MvSl-1064-A2-R4_MC08-1g08981	306	71.6021	279	70.4798
MvSl-1064-A1-R4_MC08g08717	2955	2632.01	1808	16.5477	MvSl-1064-A2-R4_MC08-1g08982	2955	2619	2250	15.5393	MvSl-1064-A2-R4_MC08-1g08982	2955	2623.77	2444	15.408	MvSl-1064-A2-R4_MC08-1g08982	2955	2619	2250	15.5393
MvSl-1064-A1-R4_MC08g08718	4131	3808.01	4266	26.9867	MvSl-1064-A2-R4_MC08-1g08983	4128	3792	4972	23.7164	MvSl-1064-A2-R4_MC08-1g08983	4128	3796.77	4540	19.7794	MvSl-1064-A2-R4_MC08-1g08983	4128	3792	4972	23.7164
MvSl-1064-A1-R4_MC01-1g01966	2091	1768.01	864	11.7722	MvSl-1064-A2-R4_MC01g02247	2091	1755	855	8.81199	MvSl-1064-A2-R4_MC01g02247	2091	1759.77	955	8.97673	MvSl-1064-A2-R4_MC01g02247	2091	1755	855	8.81199
MvSl-1064-A1-R4_MC08g08719	852	530.955	34.5733	1.56859	MvSl-1064-A2-R4_MC08-1g08984	852	517.94	81.2946	2.83902	MvSl-1064-A2-R4_MC08-1g08984	852	521.993	37.19	1.17851	MvSl-1064-A2-R4_MC08-1g08984	852	517.94	81.2946	2.83902
MvSl-1064-A1-R4_MC08g08720	2964	2641.01	1924	17.5494	MvSl-1064-A2-R4_MC08-1g08985	2964	2628	2380	16.3809	MvSl-1064-A2-R4_MC08-1g08985	2964	2632.77	2381	14.9595	MvSl-1064-A2-R4_MC08-1g08985	2964	2628	2380	16.3809
MvSl-1064-A1-R4_MC08g08721	852	530.955	738	33.4831	MvSl-1064-A2-R4_MC08-1g08986	852	517.94	774	27.0301	MvSl-1064-A2-R4_MC08-1g08986	852	521.993	882	27.9496	MvSl-1064-A2-R4_MC08-1g08986	852	517.94	774	27.0301
MvSl-1064-A1-R4_MC08g08722	552	251.206	293	28.0973	MvSl-1064-A2-R4_MC08-1g08987	552	240.582	444	33.3815	MvSl-1064-A2-R4_MC08-1g08987	552	242.11	329	22.4778	MvSl-1064-A2-R4_MC08-1g08987	552	240.582	444	33.3815
MvSl-1064-A1-R4_MC08g08723	795	475.604	3483	176.415	MvSl-1064-A2-R4_MC08-1g08988	795	462.463	3634	142.133	MvSl-1064-A2-R4_MC08-1g08988	795	465.876	4955	175.932	MvSl-1064-A2-R4_MC08-1g08988	795	462.463	3634	142.133
MvSl-1064-A1-R4_MC08g08724	813	492.925	4906	239.759	MvSl-1064-A2-R4_MC08-1g08989	813	480.037	5486	206.712	MvSl-1064-A2-R4_MC08-1g08989	813	483.542	5221	178.604	MvSl-1064-A2-R4_MC08-1g08989	813	480.037	5486	206.712
MvSl-1064-A1-R4_MC08g08725	789	469.747	609	31.2306	MvSl-1064-A2-R4_MC08-1g08990	789	456.741	682	27.0085	MvSl-1064-A2-R4_MC08-1g08990	789	460.108	846	30.4146	MvSl-1064-A2-R4_MC08-1g08990	789	456.741	682	27.0085
MvSl-1064-A1-R4_MC08g08726	804	484.171	246	12.2395	MvSl-1064-A2-R4_MC08-1g08991	804	471.229	304	11.6688	MvSl-1064-A2-R4_MC08-1g08991	804	474.782	336	11.7062	MvSl-1064-A2-R4_MC08-1g08991	804	471.229	304	11.6688
MvSl-1064-A1-R4_MC08g08727	1983	1660.01	3491	50.6602	MvSl-1064-A2-R4_MC08-1g08992	1983	1647	3909	42.9296	MvSl-1064-A2-R4_MC08-1g08992	1983	1651.77	3896	39.0157	MvSl-1064-A2-R4_MC08-1g08992	1983	1647	3909	42.9296
MvSl-1064-A1-R4_MC08g08728	3378	3055.01	3221	25.3984	MvSl-1064-A2-R4_MC08-1g08993	3378	3042	4148	24.6641	MvSl-1064-A2-R4_MC08-1g08993	3378	3046.77	3680	19.9792	MvSl-1064-A2-R4_MC08-1g08993	3378	3042	4148	24.6641
MvSl-1064-A1-R4_MC01-1g01967	1623	1300.01	789	14.6204	MvSl-1064-A2-R4_MC01g02248	1623	1287	654	9.19145	MvSl-1064-A2-R4_MC01g02248	1623	1291.77	723	9.25813	MvSl-1064-A2-R4_MC01g02248	1623	1287	654	9.19145
MvSl-1064-A1-R4_MC08g08729	924	601.653	1241	49.6882	MvSl-1064-A2-R4_MC08-1g08994	924	588.502	1239	38.0811	MvSl-1064-A2-R4_MC08-1g08994	924	593.392	1527	42.5666	MvSl-1064-A2-R4_MC08-1g08994	924	588.502	1239	38.0811
MvSl-1064-A1-R4_MC08g08730	939	616.653	1152	45.0028	MvSl-1064-A2-R4_MC08-1g08995	939	603.502	1240	37.1646	MvSl-1064-A2-R4_MC08-1g08995	939	608.151	1455	39.5752	MvSl-1064-A2-R4_MC08-1g08995	939	603.502	1240	37.1646
MvSl-1064-A1-R4_MC08g08731	1068	745.009	362	11.7051	MvSl-1064-A2-R4_MC08-1g08996	1068	732.004	365	9.01914	MvSl-1064-A2-R4_MC08-1g08996	1068	736.773	407	9.1376	MvSl-1064-A2-R4_MC08-1g08996	1068	732.004	365	9.01914
MvSl-1064-A1-R4_MC08g08732	1434	1111.01	728	15.7849	MvSl-1064-A2-R4_MC08-1g08997	1434	1098	888	14.6283	MvSl-1064-A2-R4_MC08-1g08997	1434	1102.77	820	12.2998	MvSl-1064-A2-R4_MC08-1g08997	1434	1098	888	14.6283
MvSl-1064-A1-R4_MC08g08733	852	530.955	639	28.9915	MvSl-1064-A2-R4_MC08-1g08998	852	517.94	628	21.9314	MvSl-1064-A2-R4_MC08-1g08998	852	521.993	730	23.1329	MvSl-1064-A2-R4_MC08-1g08998	852	517.94	628	21.9314
MvSl-1064-A1-R4_MC08g08734	207	36.495	68	44.8851	MvSl-1064-A2-R4_MC08-1g08999	207	37.6941	88	42.2274	MvSl-1064-A2-R4_MC08-1g08999	207	35.3951	129	60.2862	MvSl-1064-A2-R4_MC08-1g08999	207	37.6941	88	42.2274
MvSl-1064-A1-R4_MC08g08735	966	643.338	461	17.2619	MvSl-1064-A2-R4_MC08-1g09000	966	630.134	578	16.5913	MvSl-1064-A2-R4_MC08-1g09000	966	634.839	576	15.0083	MvSl-1064-A2-R4_MC08-1g09000	966	630.134	578	16.5913
MvSl-1064-A1-R4_MC08g08736	771	452.674	1959	104.25	MvSl-1064-A2-R4_MC08-1g09001	771	439.101	1877	77.3189	MvSl-1064-A2-R4_MC08-1g09001	771	442.968	1791	66.8798	MvSl-1064-A2-R4_MC08-1g09001	771	439.101	1877	77.3189
MvSl-1064-A1-R4_MC08g08737	1509	1186.01	1462	29.6952	MvSl-1064-A2-R4_MC08-1g09002	1509	1173	1185	18.2728	MvSl-1064-A2-R4_MC08-1g09002	1509	1177.77	1292	18.1456	MvSl-1064-A2-R4_MC08-1g09002	1509	1173	1185	18.2728
MvSl-1064-A1-R4_MC08g08738	1605	1282.01	1784	33.5221	MvSl-1064-A2-R4_MC08-1g09003	1605	1269	2684	38.2565	MvSl-1064-A2-R4_MC08-1g09003	1605	1273.77	2329	30.2447	MvSl-1064-A2-R4_MC08-1g09003	1605	1269	2684	38.2565
MvSl-1064-A1-R4_MC01-1g01968	885	563.35	1702	72.7794	MvSl-1064-A2-R4_MC01g02249	885	550.298	1734	56.9951	MvSl-1064-A2-R4_MC01g02249	885	554.62	1669	49.7774	MvSl-1064-A2-R4_MC01g02249	885	550.298	1734	56.9951
MvSl-1064-A1-R4_MC08g08739	2250	1927.01	430	5.37542	MvSl-1064-A2-R4_MC08-1g09004	2250	1914	491	4.64007	MvSl-1064-A2-R4_MC08-1g09004	2250	1918.77	532	4.58627	MvSl-1064-A2-R4_MC08-1g09004	2250	1914	491	4.64007
MvSl-1064-A1-R4_MC08g08740	1686	1363.01	1941	34.3047	MvSl-1064-A2-R4_MC08-1g09005	1686	1350	3294	44.1341	MvSl-1064-A2-R4_MC08-1g09005	1686	1354.77	2647	32.3191	MvSl-1064-A2-R4_MC08-1g09005	1686	1350	3294	44.1341
MvSl-1064-A1-R4_MC08g08741	4167	3844.01	1231	7.71438	MvSl-1064-A2-R4_MC08-1g09006	4167	3831	1634	7.71481	MvSl-1064-A2-R4_MC08-1g09006	4167	3835.77	1377	5.93817	MvSl-1064-A2-R4_MC08-1g09006	4167	3831	1634	7.71481
MvSl-1064-A1-R4_MC08g08751	1530	1207.01	881.064	17.5843	MvSl-1064-A2-R4_MC08-2g09032	1530	1194	728.22	11.0317	MvSl-1064-A2-R4_MC08-2g09032	1530	1198.77	696.307	9.60805	MvSl-1064-A2-R4_MC08-2g09032	1530	1194	728.22	11.0317
MvSl-1064-A1-R4_MC08g08752	822	501.625	426.854	20.4987	MvSl-1064-A2-R4_MC08-2g09033	822	488.941	815.74	30.1774	MvSl-1064-A2-R4_MC08-2g09033	822	492.298	779.002	26.1747	MvSl-1064-A2-R4_MC08-2g09033	822	488.941	815.74	30.1774
MvSl-1064-A1-R4_MC08g08754	249	49.4579	0	0	MvSl-1064-A2-R4_MC08-2g09035	249	49.7856	38.1435	13.8581	MvSl-1064-A2-R4_MC08-2g09035	249	46.7993	60.9817	21.5542	MvSl-1064-A2-R4_MC08-2g09035	249	49.7856	38.1435	13.8581
MvSl-1064-A1-R4_MC08g08757	2940	2617.01	2400.96	22.1008	MvSl-1064-A2-R4_MC08-2g09038	2940	2604	3574.61	24.8298	MvSl-1064-A2-R4_MC08-2g09038	2940	2608.77	2808.17	17.8057	MvSl-1064-A2-R4_MC08-2g09038	2940	2604	3574.61	24.8298
MvSl-1064-A1-R4_MC08g08758	264	54.41	38	16.8241	MvSl-1064-A2-R4_MC08-2g09039	264	54.0685	41	13.7159	MvSl-1064-A2-R4_MC08-2g09039	264	51.7914	41.5155	13.2594	MvSl-1064-A2-R4_MC08-2g09039	264	54.0685	41	13.7159
MvSl-1064-A1-R4_MC08g08759	1425	1102.01	11.0701	0.241988	MvSl-1064-A2-R4_MC08-2g09040	1425	1089	13	0.215923	MvSl-1064-A2-R4_MC08-2g09040	1425	1093.77	6	0.0907393	MvSl-1064-A2-R4_MC08-2g09040	1425	1089	13	0.215923
MvSl-1064-A1-R4_MC08g08760	378	115.979	11154.2	2316.78	MvSl-1064-A2-R4_MC08-2g09041	378	109.607	18979.5	3132.07	MvSl-1064-A2-R4_MC08-2g09041	378	111.476	18456.8	2738.7	MvSl-1064-A2-R4_MC08-2g09041	378	109.607	18979.5	3132.07
MvSl-1064-A1-R4_MC01-1g01969	2313	1990.01	4276	51.7619	MvSl-1064-A2-R4_MC01g02250	2313	1977	3688	33.7419	MvSl-1064-A2-R4_MC01g02250	2313	1981.77	2865	23.9134	MvSl-1064-A2-R4_MC01g02250	2313	1977	3688	33.7419
MvSl-1064-A1-R4_MC08g08761	723	407.22	4660	275.666	MvSl-1064-A2-R4_MC08-2g09042	723	393.829	8523	391.445	MvSl-1064-A2-R4_MC08-2g09042	723	397.096	8324	346.743	MvSl-1064-A2-R4_MC08-2g09042	723	393.829	8523	391.445
MvSl-1064-A1-R4_MC08g08762	843	522.113	848	39.1254	MvSl-1064-A2-R4_MC08-2g09043	843	509.094	2129	75.6421	MvSl-1064-A2-R4_MC08-2g09043	843	513.097	1718	55.3854	MvSl-1064-A2-R4_MC08-2g09043	843	509.094	2129	75.6421
MvSl-1064-A1-R4_MC08g08763	1731	1408.01	1295	22.156	MvSl-1064-A2-R4_MC08-2g09044	1731	1395	1529	19.8252	MvSl-1064-A2-R4_MC08-2g09044	1731	1399.77	1730	20.4437	MvSl-1064-A2-R4_MC08-2g09044	1731	1395	1529	19.8252
MvSl-1064-A1-R4_MC08g08764	2664	2341.01	1932	19.8807	MvSl-1064-A2-R4_MC08-2g09045	2664	2328	2148	16.6892	MvSl-1064-A2-R4_MC08-2g09045	2664	2332.77	2484	17.6137	MvSl-1064-A2-R4_MC08-2g09045	2664	2328	2148	16.6892
MvSl-1064-A1-R4_MC08g08765	249	49.4579	415	202.134	MvSl-1064-A2-R4_MC08-2g09046	249	49.7856	715	259.769	MvSl-1064-A2-R4_MC08-2g09046	249	46.7993	613	216.667	MvSl-1064-A2-R4_MC08-2g09046	249	49.7856	715	259.769
MvSl-1064-A1-R4_MC08g08766	621	312.038	1400	108.081	MvSl-1064-A2-R4_MC08-2g09047	621	300.697	1604	96.4853	MvSl-1064-A2-R4_MC08-2g09047	621	303.08	1918	104.68	MvSl-1064-A2-R4_MC08-2g09047	621	300.697	1604	96.4853
MvSl-1064-A1-R4_MC08g08767	645	333.848	862	62.1993	MvSl-1064-A2-R4_MC08-2g09048	645	321.951	993	55.7886	MvSl-1064-A2-R4_MC08-2g09048	645	324.659	1121	57.115	MvSl-1064-A2-R4_MC08-2g09048	645	321.951	993	55.7886
MvSl-1064-A1-R4_MC08g08768	669	356.148	1636.33	110.68	MvSl-1064-A2-R4_MC08-2g09049	669	343.218	1127.78	59.4349	MvSl-1064-A2-R4_MC08-2g09049	669	346.462	1569.34	74.9263	MvSl-1064-A2-R4_MC08-2g09049	669	343.218	1127.78	59.4349
