aa	bb	cc	dd	ee	target_id	A2_1	A2_2
MvSl-1064-A1-R4_MC05-2g06440	MvSl-1064-A2-R4_MC05g06714	MvSl-1064-A1-R4_MC05-2g06440	3539.99	4077	MvSl-1064-A2-R4_MC05g06714	4695.83	4474.68
MvSl-1064-A1-R4_MC05-2g06441	MvSl-1064-A2-R4_MC05g06715	MvSl-1064-A1-R4_MC05-2g06441	122.138	128.863	MvSl-1064-A2-R4_MC05g06715	256.304	148.606
MvSl-1064-A1-R4_MC05-2g06443	MvSl-1064-A2-R4_MC05g06717	MvSl-1064-A1-R4_MC05-2g06443	259	262	MvSl-1064-A2-R4_MC05g06717	389	362
MvSl-1064-A1-R4_MC05-2g06444	MvSl-1064-A2-R4_MC05g06718	MvSl-1064-A1-R4_MC05-2g06444	6.46343	3.29258	MvSl-1064-A2-R4_MC05g06718	7.53738	4.26807
MvSl-1064-A1-R4_MC05-2g06445	MvSl-1064-A2-R4_MC05g06719	MvSl-1064-A1-R4_MC05-2g06445	1013	1104	MvSl-1064-A2-R4_MC05g06719	882	995
MvSl-1064-A1-R4_MC05-2g06446	MvSl-1064-A2-R4_MC05g06720	MvSl-1064-A1-R4_MC05-2g06446	3463	2518	MvSl-1064-A2-R4_MC05g06720	4238	3348
MvSl-1064-A1-R4_MC05-2g06447	MvSl-1064-A2-R4_MC05g06721	MvSl-1064-A1-R4_MC05-2g06447	0	2	MvSl-1064-A2-R4_MC05g06721	0	1
MvSl-1064-A1-R4_MC05-2g06448	MvSl-1064-A2-R4_MC05g06722	MvSl-1064-A1-R4_MC05-2g06448	671.618	554.662	MvSl-1064-A2-R4_MC05g06722	645.386	617.515
MvSl-1064-A1-R4_MC05-2g06449	MvSl-1064-A2-R4_MC05g06723	MvSl-1064-A1-R4_MC05-2g06449	369.575	278.197	MvSl-1064-A2-R4_MC05g06723	594.148	414.474
MvSl-1064-A1-R4_MC05-2g06450	MvSl-1064-A2-R4_MC05g06724	MvSl-1064-A1-R4_MC05-2g06450	384.741	444.011	MvSl-1064-A2-R4_MC05g06724	414.081	464.812
MvSl-1064-A1-R4_MC05-2g06451	MvSl-1064-A2-R4_MC05g06725	MvSl-1064-A1-R4_MC05-2g06451	392.011	404.999	MvSl-1064-A2-R4_MC05g06725	388.17	410.321
MvSl-1064-A1-R4_MC05-2g06452	MvSl-1064-A2-R4_MC05g06726	MvSl-1064-A1-R4_MC05-2g06452	134	127	MvSl-1064-A2-R4_MC05g06726	141	126
MvSl-1064-A1-R4_MC05-2g06453	MvSl-1064-A2-R4_MC05g06727	MvSl-1064-A1-R4_MC05-2g06453	1204	1286	MvSl-1064-A2-R4_MC05g06727	1445	1614
MvSl-1064-A1-R4_MC05-2g06454	MvSl-1064-A2-R4_MC05g06728	MvSl-1064-A1-R4_MC05-2g06454	3118	3003	MvSl-1064-A2-R4_MC05g06728	5042	5226
MvSl-1064-A1-R4_MC05-2g06456	MvSl-1064-A2-R4_MC05g06730	MvSl-1064-A1-R4_MC05-2g06456	423.816	451.388	MvSl-1064-A2-R4_MC05g06730	735.416	579.241
MvSl-1064-A1-R4_MC05-2g06458	MvSl-1064-A2-R4_MC05g06732	MvSl-1064-A1-R4_MC05-2g06458	2883	2736	MvSl-1064-A2-R4_MC05g06732	3392	3137
MvSl-1064-A1-R4_MC05-2g06459	MvSl-1064-A2-R4_MC05g06733	MvSl-1064-A1-R4_MC05-2g06459	7617	7336	MvSl-1064-A2-R4_MC05g06733	10754	10922
MvSl-1064-A1-R4_MC05-2g06461	MvSl-1064-A2-R4_MC05g06735	MvSl-1064-A1-R4_MC05-2g06461	190.665	220.273	MvSl-1064-A2-R4_MC05g06735	352.379	228.276
MvSl-1064-A1-R4_MC05-2g06462	MvSl-1064-A2-R4_MC05g06736	MvSl-1064-A1-R4_MC05-2g06462	78.8055	83.3534	MvSl-1064-A2-R4_MC05g06736	176.33	209.664
MvSl-1064-A1-R4_MC05-2g06463	MvSl-1064-A2-R4_MC05g06737	MvSl-1064-A1-R4_MC05-2g06463	3152	4167	MvSl-1064-A2-R4_MC05g06737	3276	4287
MvSl-1064-A1-R4_MC05-2g06464	MvSl-1064-A2-R4_MC05g06738	MvSl-1064-A1-R4_MC05-2g06464	929	1503	MvSl-1064-A2-R4_MC05g06738	1217	2249
MvSl-1064-A1-R4_MC05-2g06465	MvSl-1064-A2-R4_MC05g06739	MvSl-1064-A1-R4_MC05-2g06465	5958	11465	MvSl-1064-A2-R4_MC05g06739	5307	8831
MvSl-1064-A1-R4_MC05-2g06466	MvSl-1064-A2-R4_MC05g06740	MvSl-1064-A1-R4_MC05-2g06466	783	988	MvSl-1064-A2-R4_MC05g06740	728	802
MvSl-1064-A1-R4_MC05-2g06467	MvSl-1064-A2-R4_MC05g06741	MvSl-1064-A1-R4_MC05-2g06467	2352	2370	MvSl-1064-A2-R4_MC05g06741	2812	3545
MvSl-1064-A1-R4_MC05-2g06468	MvSl-1064-A2-R4_MC05g06742	MvSl-1064-A1-R4_MC05-2g06468	4767	7104	MvSl-1064-A2-R4_MC05g06742	4551	6715
MvSl-1064-A1-R4_MC05-2g06469	MvSl-1064-A2-R4_MC05g06743	MvSl-1064-A1-R4_MC05-2g06469	804	1121	MvSl-1064-A2-R4_MC05g06743	760	841
MvSl-1064-A1-R4_MC05-2g06471	MvSl-1064-A2-R4_MC05g06745	MvSl-1064-A1-R4_MC05-2g06471	768.779	715.711	MvSl-1064-A2-R4_MC05g06745	664.043	640.553
MvSl-1064-A1-R4_MC05-2g06472	MvSl-1064-A2-R4_MC05g06746	MvSl-1064-A1-R4_MC05-2g06472	367	330	MvSl-1064-A2-R4_MC05g06746	394	423
MvSl-1064-A1-R4_MC05-2g06473	MvSl-1064-A2-R4_MC05g06747	MvSl-1064-A1-R4_MC05-2g06473	644	1289	MvSl-1064-A2-R4_MC05g06747	795	1045
MvSl-1064-A1-R4_MC05-2g06474	MvSl-1064-A2-R4_MC05g06748	MvSl-1064-A1-R4_MC05-2g06474	1040	1022	MvSl-1064-A2-R4_MC05g06748	1477	1173
MvSl-1064-A1-R4_MC05-2g06475	MvSl-1064-A2-R4_MC05g06749	MvSl-1064-A1-R4_MC05-2g06475	1036	1113	MvSl-1064-A2-R4_MC05g06749	1269	1184
MvSl-1064-A1-R4_MC05-2g06476	MvSl-1064-A2-R4_MC05g06750	MvSl-1064-A1-R4_MC05-2g06476	175	154	MvSl-1064-A2-R4_MC05g06750	179	183
MvSl-1064-A1-R4_MC05-2g06477	MvSl-1064-A2-R4_MC05g06751	MvSl-1064-A1-R4_MC05-2g06477	3155	3182	MvSl-1064-A2-R4_MC05g06751	3280	3456
MvSl-1064-A1-R4_MC05-2g06478	MvSl-1064-A2-R4_MC05g06752	MvSl-1064-A1-R4_MC05-2g06478	2726	2245	MvSl-1064-A2-R4_MC05g06752	3500	2739
MvSl-1064-A1-R4_MC05-2g06479	MvSl-1064-A2-R4_MC05g06753	MvSl-1064-A1-R4_MC05-2g06479	4404	4474	MvSl-1064-A2-R4_MC05g06753	4305	4413
MvSl-1064-A1-R4_MC05-2g06480	MvSl-1064-A2-R4_MC05g06754	MvSl-1064-A1-R4_MC05-2g06480	8509	9173	MvSl-1064-A2-R4_MC05g06754	8052	10398
MvSl-1064-A1-R4_MC05-2g06483	MvSl-1064-A2-R4_MC05g06757	MvSl-1064-A1-R4_MC05-2g06483	746.886	793.306	MvSl-1064-A2-R4_MC05g06757	1077.94	1380.85
MvSl-1064-A1-R4_MC05-2g06484	MvSl-1064-A2-R4_MC05g06758	MvSl-1064-A1-R4_MC05-2g06484	103	100	MvSl-1064-A2-R4_MC05g06758	206	142
MvSl-1064-A1-R4_MC05-2g06485	MvSl-1064-A2-R4_MC05g06759	MvSl-1064-A1-R4_MC05-2g06485	477.158	367.143	MvSl-1064-A2-R4_MC05g06759	206.148	169.12
MvSl-1064-A1-R4_MC05-3g06505	MvSl-1064-A2-R4_MC05g06768	MvSl-1064-A1-R4_MC05-3g06505	1280	1321	MvSl-1064-A2-R4_MC05g06768	1424	1354
MvSl-1064-A1-R4_MC05-3g06506	MvSl-1064-A2-R4_MC05g06769	MvSl-1064-A1-R4_MC05-3g06506	5649	4694	MvSl-1064-A2-R4_MC05g06769	7635	5770
MvSl-1064-A1-R4_MC05-3g06507	MvSl-1064-A2-R4_MC05g06770	MvSl-1064-A1-R4_MC05-3g06507	227	100	MvSl-1064-A2-R4_MC05g06770	259	162
MvSl-1064-A1-R4_MC05-3g06508	MvSl-1064-A2-R4_MC05g06771	MvSl-1064-A1-R4_MC05-3g06508	980	872	MvSl-1064-A2-R4_MC05g06771	1363	1073
MvSl-1064-A1-R4_MC05-3g06509	MvSl-1064-A2-R4_MC05g06772	MvSl-1064-A1-R4_MC05-3g06509	4227	3193	MvSl-1064-A2-R4_MC05g06772	4210	3862
MvSl-1064-A1-R4_MC05-3g06510	MvSl-1064-A2-R4_MC05g06773	MvSl-1064-A1-R4_MC05-3g06510	713	568	MvSl-1064-A2-R4_MC05g06773	833	633
MvSl-1064-A1-R4_MC05-3g06511	MvSl-1064-A2-R4_MC05g06774	MvSl-1064-A1-R4_MC05-3g06511	304	224	MvSl-1064-A2-R4_MC05g06774	114	128
MvSl-1064-A1-R4_MC05-3g06512	MvSl-1064-A2-R4_MC05g06775	MvSl-1064-A1-R4_MC05-3g06512	54	60	MvSl-1064-A2-R4_MC05g06775	26	33
MvSl-1064-A1-R4_MC05-3g06513	MvSl-1064-A2-R4_MC05g06776	MvSl-1064-A1-R4_MC05-3g06513	1553	1001	MvSl-1064-A2-R4_MC05g06776	818	437
MvSl-1064-A1-R4_MC05-3g06514	MvSl-1064-A2-R4_MC05g06777	MvSl-1064-A1-R4_MC05-3g06514	11155	10132	MvSl-1064-A2-R4_MC05g06777	5676	5567
MvSl-1064-A1-R4_MC05-3g06515	MvSl-1064-A2-R4_MC05g06778	MvSl-1064-A1-R4_MC05-3g06515	21435	24776	MvSl-1064-A2-R4_MC05g06778	10275	13482
MvSl-1064-A1-R4_MC05-3g06516	MvSl-1064-A2-R4_MC05g06779	MvSl-1064-A1-R4_MC05-3g06516	896	763	MvSl-1064-A2-R4_MC05g06779	609	523
MvSl-1064-A1-R4_MC05-3g06517	MvSl-1064-A2-R4_MC05g06780	MvSl-1064-A1-R4_MC05-3g06517	6390	7492	MvSl-1064-A2-R4_MC05g06780	3654	4117
MvSl-1064-A1-R4_MC05-3g06518	MvSl-1064-A2-R4_MC05g06781	MvSl-1064-A1-R4_MC05-3g06518	6849	5588	MvSl-1064-A2-R4_MC05g06781	3618	3184
MvSl-1064-A1-R4_MC05-3g06519	MvSl-1064-A2-R4_MC05g06782	MvSl-1064-A1-R4_MC05-3g06519	5607	6555	MvSl-1064-A2-R4_MC05g06782	4411	2729
MvSl-1064-A1-R4_MC05-3g06520	MvSl-1064-A2-R4_MC05g06783	MvSl-1064-A1-R4_MC05-3g06520	9977	11750	MvSl-1064-A2-R4_MC05g06783	5181	4553
MvSl-1064-A1-R4_MC05-3g06521	MvSl-1064-A2-R4_MC05g06784	MvSl-1064-A1-R4_MC05-3g06521	24967.3	29217.8	MvSl-1064-A2-R4_MC05g06784	37546.3	30875.7
MvSl-1064-A1-R4_MC05-3g06522	MvSl-1064-A2-R4_MC05g06785	MvSl-1064-A1-R4_MC05-3g06522	135.476	86.7329	MvSl-1064-A2-R4_MC05g06785	128	94
MvSl-1064-A1-R4_MC05-3g06523	MvSl-1064-A2-R4_MC05g06786	MvSl-1064-A1-R4_MC05-3g06523	34.7197	27.1262	MvSl-1064-A2-R4_MC05g06786	10.3272	3.09661
MvSl-1064-A1-R4_MC05-3g06524	MvSl-1064-A2-R4_MC05g06787	MvSl-1064-A1-R4_MC05-3g06524	14	8	MvSl-1064-A2-R4_MC05g06787	19	19
MvSl-1064-A1-R4_MC05-3g06525	MvSl-1064-A2-R4_MC05g06788	MvSl-1064-A1-R4_MC05-3g06525	991	840	MvSl-1064-A2-R4_MC05g06788	1348	1223
MvSl-1064-A1-R4_MC05-3g06526	MvSl-1064-A2-R4_MC05g06789	MvSl-1064-A1-R4_MC05-3g06526	1314	804	MvSl-1064-A2-R4_MC05g06789	1247	956
MvSl-1064-A1-R4_MC05-3g06527	MvSl-1064-A2-R4_MC05g06790	MvSl-1064-A1-R4_MC05-3g06527	1554	1346	MvSl-1064-A2-R4_MC05g06790	1791	1547
MvSl-1064-A1-R4_MC05-3g06528	MvSl-1064-A2-R4_MC05g06791	MvSl-1064-A1-R4_MC05-3g06528	3283	3510	MvSl-1064-A2-R4_MC05g06791	3602	4002
MvSl-1064-A1-R4_MC05-3g06529	MvSl-1064-A2-R4_MC05g06792	MvSl-1064-A1-R4_MC05-3g06529	4838	4320	MvSl-1064-A2-R4_MC05g06792	5556	5369
MvSl-1064-A1-R4_MC05-3g06530	MvSl-1064-A2-R4_MC05g06793	MvSl-1064-A1-R4_MC05-3g06530	781	971	MvSl-1064-A2-R4_MC05g06793	868	1071
MvSl-1064-A1-R4_MC05-3g06531	MvSl-1064-A2-R4_MC05g06794	MvSl-1064-A1-R4_MC05-3g06531	1236	1793	MvSl-1064-A2-R4_MC05g06794	1198	1788
MvSl-1064-A1-R4_MC05-3g06532	MvSl-1064-A2-R4_MC05g06795	MvSl-1064-A1-R4_MC05-3g06532	334.493	324.867	MvSl-1064-A2-R4_MC05g06795	189.672	235.931
MvSl-1064-A1-R4_MC05-3g06533	MvSl-1064-A2-R4_MC05g06796	MvSl-1064-A1-R4_MC05-3g06533	398.258	392.779	MvSl-1064-A2-R4_MC05g06796	494.848	462.163
MvSl-1064-A1-R4_MC05-3g06534	MvSl-1064-A2-R4_MC05g06797	MvSl-1064-A1-R4_MC05-3g06534	44.5104	61.3924	MvSl-1064-A2-R4_MC05g06797	36.827	46.7753
MvSl-1064-A1-R4_MC05-3g06535	MvSl-1064-A2-R4_MC05g06798	MvSl-1064-A1-R4_MC05-3g06535	524	503	MvSl-1064-A2-R4_MC05g06798	644	665
MvSl-1064-A1-R4_MC05-3g06536	MvSl-1064-A2-R4_MC05g06799	MvSl-1064-A1-R4_MC05-3g06536	46.4701	29.3698	MvSl-1064-A2-R4_MC05g06799	98	80
MvSl-1064-A1-R4_MC05-3g06537	MvSl-1064-A2-R4_MC05g06800	MvSl-1064-A1-R4_MC05-3g06537	2	1	MvSl-1064-A2-R4_MC05g06800	7	3
MvSl-1064-A1-R4_MC05-3g06538	MvSl-1064-A2-R4_MC05g06801	MvSl-1064-A1-R4_MC05-3g06538	752.344	713.295	MvSl-1064-A2-R4_MC05g06801	1556.9	1462.75
MvSl-1064-A1-R4_MC05-3g06539	MvSl-1064-A2-R4_MC05g06802	MvSl-1064-A1-R4_MC05-3g06539	3857	4344	MvSl-1064-A2-R4_MC05g06802	4465	4766
MvSl-1064-A1-R4_MC05-3g06540	MvSl-1064-A2-R4_MC05g06803	MvSl-1064-A1-R4_MC05-3g06540	940	913	MvSl-1064-A2-R4_MC05g06803	1102	1095
MvSl-1064-A1-R4_MC05-3g06541	MvSl-1064-A2-R4_MC05g06804	MvSl-1064-A1-R4_MC05-3g06541	375	480	MvSl-1064-A2-R4_MC05g06804	529	571
MvSl-1064-A1-R4_MC05-3g06542	MvSl-1064-A2-R4_MC05g06805	MvSl-1064-A1-R4_MC05-3g06542	1873	2051	MvSl-1064-A2-R4_MC05g06805	2172	2357
MvSl-1064-A1-R4_MC05-3g06543	MvSl-1064-A2-R4_MC05g06806	MvSl-1064-A1-R4_MC05-3g06543	549	614	MvSl-1064-A2-R4_MC05g06806	731	713
MvSl-1064-A1-R4_MC05-3g06544	MvSl-1064-A2-R4_MC05g06807	MvSl-1064-A1-R4_MC05-3g06544	278	432	MvSl-1064-A2-R4_MC05g06807	389	579
MvSl-1064-A1-R4_MC05-3g06545	MvSl-1064-A2-R4_MC05g06808	MvSl-1064-A1-R4_MC05-3g06545	1250	1677	MvSl-1064-A2-R4_MC05g06808	1594	1667
MvSl-1064-A1-R4_MC05-3g06546	MvSl-1064-A2-R4_MC05g06809	MvSl-1064-A1-R4_MC05-3g06546	13187	11161	MvSl-1064-A2-R4_MC05g06809	11146	10449
MvSl-1064-A1-R4_MC05-3g06547	MvSl-1064-A2-R4_MC05g06810	MvSl-1064-A1-R4_MC05-3g06547	34652	24512	MvSl-1064-A2-R4_MC05g06810	27217	29424
MvSl-1064-A1-R4_MC05-3g06548	MvSl-1064-A2-R4_MC05g06811	MvSl-1064-A1-R4_MC05-3g06548	1020	1105	MvSl-1064-A2-R4_MC05g06811	1102	1286
MvSl-1064-A1-R4_MC05-3g06549	MvSl-1064-A2-R4_MC05g06812	MvSl-1064-A1-R4_MC05-3g06549	487	356	MvSl-1064-A2-R4_MC05g06812	387	293
MvSl-1064-A1-R4_MC05-3g06550	MvSl-1064-A2-R4_MC05g06813	MvSl-1064-A1-R4_MC05-3g06550	2290	1993	MvSl-1064-A2-R4_MC05g06813	2446	2602
MvSl-1064-A1-R4_MC05-3g06551	MvSl-1064-A2-R4_MC05g06814	MvSl-1064-A1-R4_MC05-3g06551	1083	1228	MvSl-1064-A2-R4_MC05g06814	1430	1698
MvSl-1064-A1-R4_MC05-3g06552	MvSl-1064-A2-R4_MC05g06815	MvSl-1064-A1-R4_MC05-3g06552	2310	3126	MvSl-1064-A2-R4_MC05g06815	2688	3351
MvSl-1064-A1-R4_MC05-3g06553	MvSl-1064-A2-R4_MC05g06816	MvSl-1064-A1-R4_MC05-3g06553	1092	831	MvSl-1064-A2-R4_MC05g06816	1330	1186
MvSl-1064-A1-R4_MC05-3g06554	MvSl-1064-A2-R4_MC05g06817	MvSl-1064-A1-R4_MC05-3g06554	1868	2245	MvSl-1064-A2-R4_MC05g06817	1819	2250
MvSl-1064-A1-R4_MC05-3g06556	MvSl-1064-A2-R4_MC05g06819	MvSl-1064-A1-R4_MC05-3g06556	1209	794	MvSl-1064-A2-R4_MC05g06819	1141	1055
MvSl-1064-A1-R4_MC05-3g06557	MvSl-1064-A2-R4_MC05g06820	MvSl-1064-A1-R4_MC05-3g06557	63	46	MvSl-1064-A2-R4_MC05g06820	110	79
MvSl-1064-A1-R4_MC05-3g06558	MvSl-1064-A2-R4_MC05g06821	MvSl-1064-A1-R4_MC05-3g06558	11	5	MvSl-1064-A2-R4_MC05g06821	8	5
MvSl-1064-A1-R4_MC05-3g06559	MvSl-1064-A2-R4_MC05g06822	MvSl-1064-A1-R4_MC05-3g06559	0	0	MvSl-1064-A2-R4_MC05g06822	1	0
MvSl-1064-A1-R4_MC05-3g06560	MvSl-1064-A2-R4_MC05g06823	MvSl-1064-A1-R4_MC05-3g06560	750	826	MvSl-1064-A2-R4_MC05g06823	807	805
MvSl-1064-A1-R4_MC05-3g06561	MvSl-1064-A2-R4_MC05g06824	MvSl-1064-A1-R4_MC05-3g06561	1018	1192	MvSl-1064-A2-R4_MC05g06824	879	1080
MvSl-1064-A1-R4_MC05-3g06562	MvSl-1064-A2-R4_MC05g06825	MvSl-1064-A1-R4_MC05-3g06562	4708	4315	MvSl-1064-A2-R4_MC05g06825	6734	6185
MvSl-1064-A1-R4_MC05-3g06563	MvSl-1064-A2-R4_MC05g06826	MvSl-1064-A1-R4_MC05-3g06563	1521.99	1525.31	MvSl-1064-A2-R4_MC05g06826	1898.68	1639.6
MvSl-1064-A1-R4_MC05-3g06564	MvSl-1064-A2-R4_MC05g06827	MvSl-1064-A1-R4_MC05-3g06564	1563.53	1445.18	MvSl-1064-A2-R4_MC05g06827	2226.51	1495.36
MvSl-1064-A1-R4_MC05-3g06565	MvSl-1064-A2-R4_MC05g06828	MvSl-1064-A1-R4_MC05-3g06565	233	95	MvSl-1064-A2-R4_MC05g06828	349	103
MvSl-1064-A1-R4_MC05-3g06566	MvSl-1064-A2-R4_MC05g06829	MvSl-1064-A1-R4_MC05-3g06566	1540.89	892.761	MvSl-1064-A2-R4_MC05g06829	3955.39	2893.59
MvSl-1064-A1-R4_MC05-3g06567	MvSl-1064-A2-R4_MC05g06830	MvSl-1064-A1-R4_MC05-3g06567	2845	2222	MvSl-1064-A2-R4_MC05g06830	3926	3357
MvSl-1064-A1-R4_MC05-3g06568	MvSl-1064-A2-R4_MC05g06831	MvSl-1064-A1-R4_MC05-3g06568	453	444	MvSl-1064-A2-R4_MC05g06831	477	483
MvSl-1064-A1-R4_MC05-3g06569	MvSl-1064-A2-R4_MC05g06832	MvSl-1064-A1-R4_MC05-3g06569	1000	981	MvSl-1064-A2-R4_MC05g06832	1081	1213
MvSl-1064-A1-R4_MC05-3g06570	MvSl-1064-A2-R4_MC05g06833	MvSl-1064-A1-R4_MC05-3g06570	808	834	MvSl-1064-A2-R4_MC05g06833	895	865
MvSl-1064-A1-R4_MC05-3g06571	MvSl-1064-A2-R4_MC05g06834	MvSl-1064-A1-R4_MC05-3g06571	1749	1629	MvSl-1064-A2-R4_MC05g06834	1896	1681
MvSl-1064-A1-R4_MC05-3g06572	MvSl-1064-A2-R4_MC05g06835	MvSl-1064-A1-R4_MC05-3g06572	2678	2327	MvSl-1064-A2-R4_MC05g06835	3046	2850
MvSl-1064-A1-R4_MC05-3g06573	MvSl-1064-A2-R4_MC05g06836	MvSl-1064-A1-R4_MC05-3g06573	5384	4564	MvSl-1064-A2-R4_MC05g06836	7177	5265
MvSl-1064-A1-R4_MC05-3g06574	MvSl-1064-A2-R4_MC05g06837	MvSl-1064-A1-R4_MC05-3g06574	11842	11460	MvSl-1064-A2-R4_MC05g06837	13895	11566
MvSl-1064-A1-R4_MC05-3g06575	MvSl-1064-A2-R4_MC05g06838	MvSl-1064-A1-R4_MC05-3g06575	20733	20630	MvSl-1064-A2-R4_MC05g06838	22019	19925
MvSl-1064-A1-R4_MC05-3g06576	MvSl-1064-A2-R4_MC05g06839	MvSl-1064-A1-R4_MC05-3g06576	183	199	MvSl-1064-A2-R4_MC05g06839	192	279
MvSl-1064-A1-R4_MC05-3g06577	MvSl-1064-A2-R4_MC05g06840	MvSl-1064-A1-R4_MC05-3g06577	1725.29	1887.28	MvSl-1064-A2-R4_MC05g06840	2190.65	2155.88
MvSl-1064-A1-R4_MC05-3g06578	MvSl-1064-A2-R4_MC05g06841	MvSl-1064-A1-R4_MC05-3g06578	2438.43	2609.14	MvSl-1064-A2-R4_MC05g06841	2194.43	2278.53
MvSl-1064-A1-R4_MC05-3g06579	MvSl-1064-A2-R4_MC05g06842	MvSl-1064-A1-R4_MC05-3g06579	16	14	MvSl-1064-A2-R4_MC05g06842	16	27
MvSl-1064-A1-R4_MC05-3g06580	MvSl-1064-A2-R4_MC05g06843	MvSl-1064-A1-R4_MC05-3g06580	578	727	MvSl-1064-A2-R4_MC05g06843	615	681
MvSl-1064-A1-R4_MC05-3g06581	MvSl-1064-A2-R4_MC05g06844	MvSl-1064-A1-R4_MC05-3g06581	2921	3022	MvSl-1064-A2-R4_MC05g06844	2842	3476
MvSl-1064-A1-R4_MC05-3g06582	MvSl-1064-A2-R4_MC05g06845	MvSl-1064-A1-R4_MC05-3g06582	286	288	MvSl-1064-A2-R4_MC05g06845	362	397
MvSl-1064-A1-R4_MC05-3g06583	MvSl-1064-A2-R4_MC05g06846	MvSl-1064-A1-R4_MC05-3g06583	1781	1996	MvSl-1064-A2-R4_MC05g06846	2088	2263
MvSl-1064-A1-R4_MC05-3g06584	MvSl-1064-A2-R4_MC05g06847	MvSl-1064-A1-R4_MC05-3g06584	218	162	MvSl-1064-A2-R4_MC05g06847	296	184
MvSl-1064-A1-R4_MC05-3g06585	MvSl-1064-A2-R4_MC05g06848	MvSl-1064-A1-R4_MC05-3g06585	138	124	MvSl-1064-A2-R4_MC05g06848	195	173
MvSl-1064-A1-R4_MC05-3g06586	MvSl-1064-A2-R4_MC05g06849	MvSl-1064-A1-R4_MC05-3g06586	361	258	MvSl-1064-A2-R4_MC05g06849	324	318
MvSl-1064-A1-R4_MC05-3g06587	MvSl-1064-A2-R4_MC05g06850	MvSl-1064-A1-R4_MC05-3g06587	1078	742	MvSl-1064-A2-R4_MC05g06850	1482	1058
MvSl-1064-A1-R4_MC05-3g06588	MvSl-1064-A2-R4_MC05g06851	MvSl-1064-A1-R4_MC05-3g06588	1196	634	MvSl-1064-A2-R4_MC05g06851	1312	747
MvSl-1064-A1-R4_MC05-3g06589	MvSl-1064-A2-R4_MC05g06852	MvSl-1064-A1-R4_MC05-3g06589	766	471	MvSl-1064-A2-R4_MC05g06852	862	736
MvSl-1064-A1-R4_MC05-3g06590	MvSl-1064-A2-R4_MC05g06853	MvSl-1064-A1-R4_MC05-3g06590	568	529	MvSl-1064-A2-R4_MC05g06853	711	623
MvSl-1064-A1-R4_MC05-3g06591	MvSl-1064-A2-R4_MC05g06854	MvSl-1064-A1-R4_MC05-3g06591	595	685	MvSl-1064-A2-R4_MC05g06854	1131	1260
MvSl-1064-A1-R4_MC05-3g06592	MvSl-1064-A2-R4_MC05g06855	MvSl-1064-A1-R4_MC05-3g06592	2242	2130	MvSl-1064-A2-R4_MC05g06855	3186	2422
MvSl-1064-A1-R4_MC05-3g06593	MvSl-1064-A2-R4_MC05g06856	MvSl-1064-A1-R4_MC05-3g06593	30	28	MvSl-1064-A2-R4_MC05g06856	39	20
MvSl-1064-A1-R4_MC05-3g06594	MvSl-1064-A2-R4_MC05g06857	MvSl-1064-A1-R4_MC05-3g06594	8497	7773	MvSl-1064-A2-R4_MC05g06857	7350	7440
MvSl-1064-A1-R4_MC05-3g06595	MvSl-1064-A2-R4_MC05g06858	MvSl-1064-A1-R4_MC05-3g06595	69	55	MvSl-1064-A2-R4_MC05g06858	78	50
MvSl-1064-A1-R4_MC05-3g06596	MvSl-1064-A2-R4_MC05g06859	MvSl-1064-A1-R4_MC05-3g06596	17	16	MvSl-1064-A2-R4_MC05g06859	17	18
MvSl-1064-A1-R4_MC05-3g06597	MvSl-1064-A2-R4_MC05g06860	MvSl-1064-A1-R4_MC05-3g06597	34	26	MvSl-1064-A2-R4_MC05g06860	20	14
MvSl-1064-A1-R4_MC05-3g06600	MvSl-1064-A2-R4_MC05g06863	MvSl-1064-A1-R4_MC05-3g06600	118	152	MvSl-1064-A2-R4_MC05g06863	268	220
MvSl-1064-A1-R4_MC05-3g06601	MvSl-1064-A2-R4_MC05g06864	MvSl-1064-A1-R4_MC05-3g06601	442	456	MvSl-1064-A2-R4_MC05g06864	556	585
MvSl-1064-A1-R4_MC05-3g06602	MvSl-1064-A2-R4_MC05g06865	MvSl-1064-A1-R4_MC05-3g06602	499	494	MvSl-1064-A2-R4_MC05g06865	571	828
MvSl-1064-A1-R4_MC05-3g06603	MvSl-1064-A2-R4_MC05g06866	MvSl-1064-A1-R4_MC05-3g06603	1884	1795	MvSl-1064-A2-R4_MC05g06866	1899	2076
MvSl-1064-A1-R4_MC05-3g06604	MvSl-1064-A2-R4_MC05g06867	MvSl-1064-A1-R4_MC05-3g06604	679	841	MvSl-1064-A2-R4_MC05g06867	721	861
MvSl-1064-A1-R4_MC05-3g06605	MvSl-1064-A2-R4_MC05g06868	MvSl-1064-A1-R4_MC05-3g06605	226	230	MvSl-1064-A2-R4_MC05g06868	245	215
MvSl-1064-A1-R4_MC05-3g06606	MvSl-1064-A2-R4_MC05g06869	MvSl-1064-A1-R4_MC05-3g06606	644	585	MvSl-1064-A2-R4_MC05g06869	611	574
MvSl-1064-A1-R4_MC05-3g06607	MvSl-1064-A2-R4_MC05g06870	MvSl-1064-A1-R4_MC05-3g06607	1346	1735	MvSl-1064-A2-R4_MC05g06870	1742	2147
MvSl-1064-A1-R4_MC05-3g06608	MvSl-1064-A2-R4_MC05g06871	MvSl-1064-A1-R4_MC05-3g06608	322.628	318.385	MvSl-1064-A2-R4_MC05g06871	359.068	400.721
