target_id	A2_1	A2_2
MvSl-1064-A2-R4_MC06-2g07381	46.6997	27.0495
MvSl-1064-A2-R4_MC06-2g07382	401.633	283.941
MvSl-1064-A2-R4_MC06-2g07383	2398	2343
MvSl-1064-A2-R4_MC06-2g07384	1704	1644
MvSl-1064-A2-R4_MC06-2g07385	1766	1794
MvSl-1064-A2-R4_MC06-2g07388	568	584
MvSl-1064-A2-R4_MC06-2g07391	102.9	79.2885
MvSl-1064-A2-R4_MC06-2g07393	246.589	198.875
MvSl-1064-A2-R4_MC06-2g07396	587	614
MvSl-1064-A2-R4_MC06-2g07397	4411	3951
MvSl-1064-A2-R4_MC06-2g07398	443	355
MvSl-1064-A2-R4_MC06-2g07399	2511	2464
MvSl-1064-A2-R4_MC06-2g07401	1683	1612
MvSl-1064-A2-R4_MC06-2g07402	589	778
MvSl-1064-A2-R4_MC06-2g07403	48598	46444
MvSl-1064-A2-R4_MC06-2g07404	1177	1191
MvSl-1064-A2-R4_MC06-2g07405	1227.63	1308.56
MvSl-1064-A2-R4_MC06-2g07407	896.374	851.63
MvSl-1064-A2-R4_MC06-2g07409	1284	1259
MvSl-1064-A2-R4_MC06-2g07410	2570	2133
MvSl-1064-A2-R4_MC06-2g07411	98	49
MvSl-1064-A2-R4_MC06-2g07412	1574	1427
MvSl-1064-A2-R4_MC06-2g07413	801.319	752
MvSl-1064-A2-R4_MC06-2g07414	1485.34	1309.98
MvSl-1064-A2-R4_MC06-2g07416	76.3307	119.436
MvSl-1064-A2-R4_MC06-2g07417	4051.88	3501.47
MvSl-1064-A2-R4_MC06-2g07419	2548	2776
MvSl-1064-A2-R4_MC06-2g07420	2132	2240
MvSl-1064-A2-R4_MC06-2g07421	4516	6373
MvSl-1064-A2-R4_MC06-2g07422	670	859
MvSl-1064-A2-R4_MC06-2g07423	2912	2443
MvSl-1064-A2-R4_MC06-2g07424	110	105
MvSl-1064-A2-R4_MC06-2g07425	175	137
MvSl-1064-A2-R4_MC06-2g07426	46	55
MvSl-1064-A2-R4_MC06-2g07427	1139	1113
MvSl-1064-A2-R4_MC06-2g07429	1757.46	1880.57
MvSl-1064-A2-R4_MC06-2g07432	5898	5349
MvSl-1064-A2-R4_MC06-2g07433	782	749
MvSl-1064-A2-R4_MC06-2g07434	795	902
MvSl-1064-A2-R4_MC06-2g07435	265	176
MvSl-1064-A2-R4_MC06-2g07436	1497	1247
MvSl-1064-A2-R4_MC06-2g07437	610	656
MvSl-1064-A2-R4_MC06-2g07438	3564	2906
MvSl-1064-A2-R4_MC06-2g07439	431	387
MvSl-1064-A2-R4_MC06-2g07440	383	346
MvSl-1064-A2-R4_MC06-2g07441	14	15
MvSl-1064-A2-R4_MC06-2g07442	4408	3001
MvSl-1064-A2-R4_MC06-2g07445	64.0458	57.4232
MvSl-1064-A2-R4_MC06-2g07447	3943	4384
MvSl-1064-A2-R4_MC06-2g07448	5136	4926
MvSl-1064-A2-R4_MC06-2g07449	5676	5915
MvSl-1064-A2-R4_MC06-2g07450	4892	5062
MvSl-1064-A2-R4_MC06-2g07451	809	887
MvSl-1064-A2-R4_MC06-2g07452	530	567
MvSl-1064-A2-R4_MC06-2g07453	649	675
MvSl-1064-A2-R4_MC06-2g07455	100.94	48.4235
MvSl-1064-A2-R4_MC06-2g07456	1549	779
MvSl-1064-A2-R4_MC06-2g07457	569	678
MvSl-1064-A2-R4_MC06-2g07458	957	1222
MvSl-1064-A2-R4_MC06-2g07459	3264	3547
MvSl-1064-A2-R4_MC06-2g07460	252	309
MvSl-1064-A2-R4_MC06-2g07461	898.574	768.295
MvSl-1064-A2-R4_MC06-2g07463	0	0
MvSl-1064-A2-R4_MC06-2g07464	0	5
MvSl-1064-A2-R4_MC06-2g07465	94.4264	68.7052
MvSl-1064-A2-R4_MC06-2g07466	261	244
MvSl-1064-A2-R4_MC06-2g07467	1895	2383
MvSl-1064-A2-R4_MC06-2g07468	291	371
MvSl-1064-A2-R4_MC06-2g07469	4747	3891
MvSl-1064-A2-R4_MC06-2g07470	308	742
MvSl-1064-A2-R4_MC06-2g07471	11788	12598
MvSl-1064-A2-R4_MC06-2g07472	2253	3063
MvSl-1064-A2-R4_MC06-2g07473	2497	2363
MvSl-1064-A2-R4_MC06-2g07474	933	1374
MvSl-1064-A2-R4_MC06-2g07475	307	344
MvSl-1064-A2-R4_MC06-2g07476	258	252
MvSl-1064-A2-R4_MC06-2g07477	1310	1241
MvSl-1064-A2-R4_MC06-2g07478	62	45
MvSl-1064-A2-R4_MC06-2g07479	504	507
MvSl-1064-A2-R4_MC06-2g07480	288.023	259.224
MvSl-1064-A2-R4_MC06-2g07481	20	26
MvSl-1064-A2-R4_MC06-2g07482	22	16
MvSl-1064-A2-R4_MC06-2g07483	463	438
MvSl-1064-A2-R4_MC06-2g07484	7116	5168
MvSl-1064-A2-R4_MC06-2g07485	2486	2539
MvSl-1064-A2-R4_MC06-2g07486	3852	4993
MvSl-1064-A2-R4_MC06-2g07487	329	301
MvSl-1064-A2-R4_MC06-2g07488	131	148
MvSl-1064-A2-R4_MC06-2g07489	147	210
MvSl-1064-A2-R4_MC06-2g07490	2106	2381
MvSl-1064-A2-R4_MC06-2g07491	1395	1064
MvSl-1064-A2-R4_MC06-2g07492	2053	1882
MvSl-1064-A2-R4_MC06-2g07493	3749	3443
MvSl-1064-A2-R4_MC06-2g07494	1193	1595
MvSl-1064-A2-R4_MC06-2g07495	1169	1288
MvSl-1064-A2-R4_MC06-2g07496	3033	2904
MvSl-1064-A2-R4_MC06-2g07497	646	793
MvSl-1064-A2-R4_MC06-2g07498	529	740
MvSl-1064-A2-R4_MC06-2g07499	481	470
MvSl-1064-A2-R4_MC06-2g07500	319	180
MvSl-1064-A2-R4_MC06-2g07501	26442	12820
MvSl-1064-A2-R4_MC06-2g07502	2081	2256
MvSl-1064-A2-R4_MC06-2g07503	1931.82	1733.43
MvSl-1064-A2-R4_MC06-2g07504	456.063	541.321
MvSl-1064-A2-R4_MC06-2g07505	1074	1033
MvSl-1064-A2-R4_MC06-2g07506	701	808
MvSl-1064-A2-R4_MC06-2g07507	2062	2336
MvSl-1064-A2-R4_MC06-2g07508	986	1103
MvSl-1064-A2-R4_MC06-2g07509	2690	2670
MvSl-1064-A2-R4_MC06-2g07510	6191	5968
MvSl-1064-A2-R4_MC06-2g07511	774	883
MvSl-1064-A2-R4_MC06-2g07512	423	323
MvSl-1064-A2-R4_MC06-2g07513	89	104
MvSl-1064-A2-R4_MC06-2g07514	405	326
MvSl-1064-A2-R4_MC06-2g07515	551	618
MvSl-1064-A2-R4_MC06-2g07516	1546	1818
MvSl-1064-A2-R4_MC06-2g07517	1510	1054
MvSl-1064-A2-R4_MC06-2g07518	831	775
MvSl-1064-A2-R4_MC06-2g07519	2462	2531
MvSl-1064-A2-R4_MC06-2g07520	245	165
MvSl-1064-A2-R4_MC06-2g07521	1998	1960
MvSl-1064-A2-R4_MC06-2g07522	599	629
MvSl-1064-A2-R4_MC06-2g07523	2680	3058
MvSl-1064-A2-R4_MC06-2g07524	3	2
MvSl-1064-A2-R4_MC06-2g07525	1168	1481
MvSl-1064-A2-R4_MC06-2g07526	2029	2417
MvSl-1064-A2-R4_MC06-2g07527	1681	1734
MvSl-1064-A2-R4_MC06-2g07528	797	782
MvSl-1064-A2-R4_MC06-2g07529	1416	1410
MvSl-1064-A2-R4_MC06-2g07530	1088	1093
MvSl-1064-A2-R4_MC06-2g07531	2763	3444
MvSl-1064-A2-R4_MC06-2g07532	10251	8937
MvSl-1064-A2-R4_MC06-2g07533	4	1
MvSl-1064-A2-R4_MC06-2g07534	144	154
MvSl-1064-A2-R4_MC06-2g07535	4942	5756
MvSl-1064-A2-R4_MC06-2g07536	1160	1422
MvSl-1064-A2-R4_MC06-2g07537	1299	1408
MvSl-1064-A2-R4_MC06-2g07538	9307	10822
MvSl-1064-A2-R4_MC06-2g07539	502	602
MvSl-1064-A2-R4_MC06-2g07540	2848	3544
MvSl-1064-A2-R4_MC06-2g07541	4594	3879
MvSl-1064-A2-R4_MC06-2g07542	26	18
MvSl-1064-A2-R4_MC06-2g07543	62	71
MvSl-1064-A2-R4_MC06-2g07544	1521	1609
MvSl-1064-A2-R4_MC06-2g07545	3135	3092
MvSl-1064-A2-R4_MC06-2g07546	2722	2702
MvSl-1064-A2-R4_MC06-2g07547	503	540
MvSl-1064-A2-R4_MC06-2g07548	603	493
MvSl-1064-A2-R4_MC06-2g07549	4306	4573
MvSl-1064-A2-R4_MC06-2g07550	1291	1493
MvSl-1064-A2-R4_MC06-2g07551	214	177
MvSl-1064-A2-R4_MC06-2g07552	172	242
MvSl-1064-A2-R4_MC06-2g07553	327	203
MvSl-1064-A2-R4_MC06-2g07554	1742	1987
MvSl-1064-A2-R4_MC06-2g07555	788.299	912.775
MvSl-1064-A2-R4_MC06-2g07556	1782	1807
MvSl-1064-A2-R4_MC06-2g07557	2214	2197
MvSl-1064-A2-R4_MC06-2g07558	3629	3034
MvSl-1064-A2-R4_MC06-2g07559	109.156	55.1689
MvSl-1064-A2-R4_MC06-2g07560	170.531	77.092
MvSl-1064-A2-R4_MC06-2g07561	891.642	721.307
MvSl-1064-A2-R4_MC06-2g07562	137.076	31.4034
MvSl-1064-A2-R4_MC06-2g07563	1817	1988
MvSl-1064-A2-R4_MC06-2g07564	1457	1405
MvSl-1064-A2-R4_MC06-2g07565	942	1209
MvSl-1064-A2-R4_MC06-2g07566	745	561
MvSl-1064-A2-R4_MC06-2g07567	6843.84	14711.8
MvSl-1064-A2-R4_MC06-2g07568	481.829	316.342
MvSl-1064-A2-R4_MC06-2g07569	1454	1805
MvSl-1064-A2-R4_MC06-2g07570	639	744
MvSl-1064-A2-R4_MC06-2g07571	24	22
MvSl-1064-A2-R4_MC06-2g07572	1349	1308
MvSl-1064-A2-R4_MC06-2g07573	4085	3094
MvSl-1064-A2-R4_MC06-2g07574	6245	4975
MvSl-1064-A2-R4_MC06-2g07575	1176	883
MvSl-1064-A2-R4_MC06-2g07576	2179	2099
MvSl-1064-A2-R4_MC06-2g07577	422	349
MvSl-1064-A2-R4_MC06-2g07578	5410	6511
MvSl-1064-A2-R4_MC06-2g07579	622	733
MvSl-1064-A2-R4_MC06-2g07580	811	829
MvSl-1064-A2-R4_MC06-2g07581	1418	974
MvSl-1064-A2-R4_MC06-2g07582	1450.89	1424
MvSl-1064-A2-R4_MC06-2g07583	141.133	103.811
MvSl-1064-A2-R4_MC06-2g07584	2412	2320
MvSl-1064-A2-R4_MC06-2g07586	100.049	95
MvSl-1064-A2-R4_MC06-2g07587	34.3592	28.6831
MvSl-1064-A2-R4_MC06-2g07588	794.174	693.965
MvSl-1064-A2-R4_MC06-2g07589	59	65
MvSl-1064-A2-R4_MC06-2g07590	847	922
MvSl-1064-A2-R4_MC06-2g07591	2285	2402
MvSl-1064-A2-R4_MC06-2g07592	4108	5040
MvSl-1064-A2-R4_MC06-2g07593	1668	1970
MvSl-1064-A2-R4_MC06-2g07594	6	4
MvSl-1064-A2-R4_MC06-2g07595	257	318
MvSl-1064-A2-R4_MC06-2g07596	2665	2884
MvSl-1064-A2-R4_MC06-2g07597	444	319
MvSl-1064-A2-R4_MC06-2g07598	4001	3825
MvSl-1064-A2-R4_MC06-2g07599	1096	1346
MvSl-1064-A2-R4_MC06-2g07600	2964	3244
MvSl-1064-A2-R4_MC06-2g07601	40	31
MvSl-1064-A2-R4_MC06-2g07602	6	5
MvSl-1064-A2-R4_MC06-2g07603	1448	1391
MvSl-1064-A2-R4_MC06-2g07604	610	691
MvSl-1064-A2-R4_MC06-2g07605	1660	2450
MvSl-1064-A2-R4_MC06-2g07606	1010	1059
MvSl-1064-A2-R4_MC06-2g07607	73	54
MvSl-1064-A2-R4_MC06-2g07608	589	578
MvSl-1064-A2-R4_MC06-2g07609	331	395
MvSl-1064-A2-R4_MC06-2g07610	2188	2639
MvSl-1064-A2-R4_MC06-2g07611	2449	2261
MvSl-1064-A2-R4_MC06-2g07612	116.014	140.544
MvSl-1064-A2-R4_MC06-2g07613	1715.78	1872.45
MvSl-1064-A2-R4_MC06-2g07614	2831.29	2384.87
MvSl-1064-A2-R4_MC06-2g07615	28.7127	42.1317
MvSl-1064-A2-R4_MC06-2g07616	2817	2958
MvSl-1064-A2-R4_MC06-2g07617	372	468
MvSl-1064-A2-R4_MC06-2g07618	346	294
MvSl-1064-A2-R4_MC06-2g07619	68	38
MvSl-1064-A2-R4_MC06-2g07620	60	41
MvSl-1064-A2-R4_MC06-2g07621	246	274
MvSl-1064-A2-R4_MC06-2g07622	523	606
MvSl-1064-A2-R4_MC06-2g07623	107	102
MvSl-1064-A2-R4_MC06-2g07624	2663	3208
MvSl-1064-A2-R4_MC06-2g07625	1251	1337
MvSl-1064-A2-R4_MC06-2g07626	306	381
MvSl-1064-A2-R4_MC06-2g07627	542	665
MvSl-1064-A2-R4_MC06-2g07628	3699	4168
MvSl-1064-A2-R4_MC06-2g07629	1454	950
MvSl-1064-A2-R4_MC06-2g07630	6701	6295
MvSl-1064-A2-R4_MC06-2g07631	1090	1330
MvSl-1064-A2-R4_MC06-2g07632	1176	1225
MvSl-1064-A2-R4_MC06-2g07633	16794	16943
MvSl-1064-A2-R4_MC06-2g07634	830	962
MvSl-1064-A2-R4_MC06-2g07635	1917	1962
MvSl-1064-A2-R4_MC06-2g07636	2729.74	2572.5
MvSl-1064-A2-R4_MC06-2g07637	5868	8199
MvSl-1064-A2-R4_MC06-2g07638	148	110
MvSl-1064-A2-R4_MC06-2g07639	1184	1339
MvSl-1064-A2-R4_MC06-2g07640	435.85	501.893
MvSl-1064-A2-R4_MC06-2g07641	8451	11677
MvSl-1064-A2-R4_MC06-2g07642	8885	11320
MvSl-1064-A2-R4_MC06-2g07643	20	12
MvSl-1064-A2-R4_MC06-2g07645	6478	7148
MvSl-1064-A2-R4_MC06-2g07646	3285	3360
MvSl-1064-A2-R4_MC06-2g07647	659	569
MvSl-1064-A2-R4_MC06-2g07648	10676	10830
MvSl-1064-A2-R4_MC06-2g07649	2244	3117
MvSl-1064-A2-R4_MC06-2g07650	1792	1939
MvSl-1064-A2-R4_MC06-2g07651	1957	1742
MvSl-1064-A2-R4_MC06-2g07652	1323	1383
MvSl-1064-A2-R4_MC06-2g07653	1359	1545
MvSl-1064-A2-R4_MC06-2g07654	1550	1520
MvSl-1064-A2-R4_MC06-2g07655	1444	1502
MvSl-1064-A2-R4_MC06-2g07656	539	622
MvSl-1064-A2-R4_MC06-2g07658	2558	4542
MvSl-1064-A2-R4_MC06-2g07659	2483	2610
MvSl-1064-A2-R4_MC06-2g07660	469	535
MvSl-1064-A2-R4_MC06-2g07661	2717	2826
MvSl-1064-A2-R4_MC06-2g07662	54	127
MvSl-1064-A2-R4_MC06-2g07663	3922	4127
MvSl-1064-A2-R4_MC06-2g07664	20	25
MvSl-1064-A2-R4_MC06-2g07665	5974	6810
MvSl-1064-A2-R4_MC06-2g07666	1870	2255
MvSl-1064-A2-R4_MC06-2g07667	497	516
MvSl-1064-A2-R4_MC06-2g07668	2374	2555
MvSl-1064-A2-R4_MC06-2g07669	1552	1561
MvSl-1064-A2-R4_MC06-2g07670	559	694
MvSl-1064-A2-R4_MC06-2g07671	268	212
MvSl-1064-A2-R4_MC06-2g07677	30	33
MvSl-1064-A2-R4_MC06-2g07678	3	0
MvSl-1064-A2-R4_MC06-2g07679	8755	5977
MvSl-1064-A2-R4_MC06-2g07680	2090	2033
MvSl-1064-A2-R4_MC06-2g07681	279	189
MvSl-1064-A2-R4_MC06-2g07682	78	77
MvSl-1064-A2-R4_MC06-2g07683	118.41	106.188
MvSl-1064-A2-R4_MC06-2g07684	3667.3	5145.66
MvSl-1064-A2-R4_MC06-2g07686	5999	5312
MvSl-1064-A2-R4_MC06-2g07687	3417	5824
MvSl-1064-A2-R4_MC06-2g07688	3133	3859
MvSl-1064-A2-R4_MC06-2g07689	1739	1965
MvSl-1064-A2-R4_MC06-2g07690	5439	7856
MvSl-1064-A2-R4_MC06-2g07691	95	67
MvSl-1064-A2-R4_MC06-2g07692	14071	15686
MvSl-1064-A2-R4_MC06-2g07693	3012	2820
MvSl-1064-A2-R4_MC06-2g07694	920	1011
MvSl-1064-A2-R4_MC06-2g07695	1309	1380
MvSl-1064-A2-R4_MC06-2g07696	3422	4059
MvSl-1064-A2-R4_MC06-2g07697	34	48
MvSl-1064-A2-R4_MC06-2g07699	2214.45	2267.42
MvSl-1064-A2-R4_MC06-2g07702	91.1375	62.8722
MvSl-1064-A2-R4_MC06-2g07703	11	8
MvSl-1064-A2-R4_MC06-2g07704	23	39
MvSl-1064-A2-R4_MC06-2g07705	405	432
MvSl-1064-A2-R4_MC06-2g07706	10170	9099
MvSl-1064-A2-R4_MC06-2g07707	4948	4323
MvSl-1064-A2-R4_MC06-2g07708	305	278
MvSl-1064-A2-R4_MC06-2g07709	1617	2299
MvSl-1064-A2-R4_MC06-2g07712	991	1089
MvSl-1064-A2-R4_MC06-2g07715	14	10
MvSl-1064-A2-R4_MC06-2g07716	507	469
MvSl-1064-A2-R4_MC06-2g07717	495	651
MvSl-1064-A2-R4_MC06-2g07718	2	0
MvSl-1064-A2-R4_MC06-2g07719	148	230
MvSl-1064-A2-R4_MC06-2g07720	5590	5407
MvSl-1064-A2-R4_MC06-2g07721	2806	2693
MvSl-1064-A2-R4_MC06-2g07722	551	440
MvSl-1064-A2-R4_MC06-2g07723	372	331
MvSl-1064-A2-R4_MC06-2g07724	290	254
MvSl-1064-A2-R4_MC06-2g07725	4770	4986
MvSl-1064-A2-R4_MC06-2g07726	34	24
MvSl-1064-A2-R4_MC06-2g07727	4781	4979
MvSl-1064-A2-R4_MC06-2g07728	1627	1727
MvSl-1064-A2-R4_MC06-2g07729	475	431
MvSl-1064-A2-R4_MC06-2g07730	2018	2036
MvSl-1064-A2-R4_MC06-2g07731	1242	1689
MvSl-1064-A2-R4_MC06-2g07732	21033	46593
MvSl-1064-A2-R4_MC06-2g07733	3637	3504
MvSl-1064-A2-R4_MC06-2g07736	292	195
MvSl-1064-A2-R4_MC06-2g07737	1277	1263
MvSl-1064-A2-R4_MC06-2g07738	267	162
MvSl-1064-A2-R4_MC06-2g07739	1112	1038
MvSl-1064-A2-R4_MC06-2g07740	2617	2396
MvSl-1064-A2-R4_MC06-2g07741	1074	1056
MvSl-1064-A2-R4_MC06-2g07742	4434	5319
MvSl-1064-A2-R4_MC06-2g07743	16	8
MvSl-1064-A2-R4_MC06-2g07744	1753	2141
MvSl-1064-A2-R4_MC06-2g07745	1028	1181
MvSl-1064-A2-R4_MC06-2g07746	1595	1344
MvSl-1064-A2-R4_MC06-2g07747	2323	2873
MvSl-1064-A2-R4_MC06-2g07749	8172	9145
MvSl-1064-A2-R4_MC06-2g07750	46	52.0525
MvSl-1064-A2-R4_MC06-2g07752	214.21	249
MvSl-1064-A2-R4_MC06-2g07753	710	496
MvSl-1064-A2-R4_MC06-2g07754	29806	21116
MvSl-1064-A2-R4_MC06-2g07755	1528	1329
MvSl-1064-A2-R4_MC06-2g07756	3073	3213
MvSl-1064-A2-R4_MC06-2g07757	2593	1989
MvSl-1064-A2-R4_MC06-2g07758	49979	39189
MvSl-1064-A2-R4_MC06-2g07759	3071	2631
MvSl-1064-A2-R4_MC06-2g07760	1006	1170
MvSl-1064-A2-R4_MC06-2g07761	1303	1260
MvSl-1064-A2-R4_MC06-2g07762	1355	1113
MvSl-1064-A2-R4_MC06-2g07763	10847	8009
MvSl-1064-A2-R4_MC06-2g07764	2178	1854
MvSl-1064-A2-R4_MC06-2g07765	165	113
MvSl-1064-A2-R4_MC06-2g07766	94	67
MvSl-1064-A2-R4_MC06-2g07767	809	920
MvSl-1064-A2-R4_MC06-2g07768	3827	3496
MvSl-1064-A2-R4_MC06-2g07769	681	804
MvSl-1064-A2-R4_MC06-2g07770	2573	2266
MvSl-1064-A2-R4_MC06-2g07771	1900	2333
MvSl-1064-A2-R4_MC06-2g07772	9	7
MvSl-1064-A2-R4_MC06-2g07773	5820	6100
MvSl-1064-A2-R4_MC06-2g07774	849	631
MvSl-1064-A2-R4_MC06-2g07775	3609	3288
MvSl-1064-A2-R4_MC06-2g07776	171	139
MvSl-1064-A2-R4_MC06-2g07777	97	102
MvSl-1064-A2-R4_MC06-2g07778	53	41
MvSl-1064-A2-R4_MC06-2g07779	322	295
MvSl-1064-A2-R4_MC06-2g07780	4084	4422
MvSl-1064-A2-R4_MC06-2g07781	473	382
MvSl-1064-A2-R4_MC06-2g07782	968.6	972.785
MvSl-1064-A2-R4_MC06-2g07783	1594	1439
MvSl-1064-A2-R4_MC06-2g07784	7	12
MvSl-1064-A2-R4_MC06-2g07785	1752	1534
MvSl-1064-A2-R4_MC06-2g07786	725	720
MvSl-1064-A2-R4_MC06-2g07787	6553	9754
MvSl-1064-A2-R4_MC06-2g07788	514	411
MvSl-1064-A2-R4_MC06-2g07789	63.0674	81.6575
MvSl-1064-A2-R4_MC06-2g07790	1633	1960
MvSl-1064-A2-R4_MC06-2g07791	2	1
MvSl-1064-A2-R4_MC06-2g07792	1382.93	1937.34
MvSl-1064-A2-R4_MC06-2g07793	2013	2153
MvSl-1064-A2-R4_MC06-2g07794	2403	2694
MvSl-1064-A2-R4_MC06-2g07795	3341	3348
MvSl-1064-A2-R4_MC06-2g07796	1951	2181
MvSl-1064-A2-R4_MC06-2g07797	433	464
MvSl-1064-A2-R4_MC06-2g07798	431	369
MvSl-1064-A2-R4_MC06-2g07799	1313	1231
MvSl-1064-A2-R4_MC06-2g07800	189.822	121.454
MvSl-1064-A2-R4_MC06-2g07801	329.175	389.786
MvSl-1064-A2-R4_MC06-2g07802	233.534	240.518
MvSl-1064-A2-R4_MC06-2g07803	12.4229	4.38671
MvSl-1064-A2-R4_MC06-2g07804	695.642	674.339
MvSl-1064-A2-R4_MC06-2g07806	18.0283	10.9338
MvSl-1064-A2-R4_MC06-2g07808	1245.13	1221.83
MvSl-1064-A2-R4_MC06-2g07809	6.23334	6.21639
MvSl-1064-A2-R4_MC06-2g07810	4.0743	3.1614
MvSl-1064-A2-R4_MC07g07813	144.976	137.169
MvSl-1064-A2-R4_MC07g07816	1076	832
MvSl-1064-A2-R4_MC07g07817	1047	1125
MvSl-1064-A2-R4_MC07g07818	2228	2145
MvSl-1064-A2-R4_MC07g07819	1265	1324
MvSl-1064-A2-R4_MC07g07820	34	21
MvSl-1064-A2-R4_MC07g07821	2	2
MvSl-1064-A2-R4_MC07g07822	1154	1336
MvSl-1064-A2-R4_MC07g07823	99567	123710
MvSl-1064-A2-R4_MC07g07825	9	8
MvSl-1064-A2-R4_MC07g07826	8738	7083
MvSl-1064-A2-R4_MC07g07827	1568	1652
MvSl-1064-A2-R4_MC07g07828	1482	1543
MvSl-1064-A2-R4_MC07g07829	479	516
MvSl-1064-A2-R4_MC07g07830	1350	931
MvSl-1064-A2-R4_MC07g07831	3281	2903
MvSl-1064-A2-R4_MC07g07832	570	347
MvSl-1064-A2-R4_MC07g07833	954	1170
MvSl-1064-A2-R4_MC07g07834	1704	2310
MvSl-1064-A2-R4_MC07g07835	1462	1946
MvSl-1064-A2-R4_MC07g07836	1057	1268
MvSl-1064-A2-R4_MC07g07837	2818	2945
MvSl-1064-A2-R4_MC07g07838	247	229
MvSl-1064-A2-R4_MC07g07839	3187	3090
MvSl-1064-A2-R4_MC07g07840	718	923
MvSl-1064-A2-R4_MC07g07841	1418	1410
MvSl-1064-A2-R4_MC07g07842	2	1
MvSl-1064-A2-R4_MC07g07843	140	173
MvSl-1064-A2-R4_MC07g07844	924	928
MvSl-1064-A2-R4_MC07g07845	70	35
MvSl-1064-A2-R4_MC07g07846	7748	6899
MvSl-1064-A2-R4_MC07g07847	3825	2661
MvSl-1064-A2-R4_MC07g07848	16	8
MvSl-1064-A2-R4_MC07g07849	2260	2386
MvSl-1064-A2-R4_MC07g07850	2706	2811
MvSl-1064-A2-R4_MC07g07851	7816	12304
MvSl-1064-A2-R4_MC07g07852	3498	4140
MvSl-1064-A2-R4_MC07g07853	2203	1982
MvSl-1064-A2-R4_MC07g07854	69	45
MvSl-1064-A2-R4_MC07g07855	463	355
MvSl-1064-A2-R4_MC07g07857	274	319
MvSl-1064-A2-R4_MC07g07858	1369	1363
MvSl-1064-A2-R4_MC07g07859	921	1084
MvSl-1064-A2-R4_MC07g07860	1416	1349
MvSl-1064-A2-R4_MC07g07861	1371	1487
MvSl-1064-A2-R4_MC07g07862	4318	5276
MvSl-1064-A2-R4_MC07g07863	116	92
MvSl-1064-A2-R4_MC07g07864	299	285
MvSl-1064-A2-R4_MC07g07865	81	49
MvSl-1064-A2-R4_MC07g07866	87	94
MvSl-1064-A2-R4_MC07g07867	816	1380
MvSl-1064-A2-R4_MC07g07868	3599	3636
MvSl-1064-A2-R4_MC07g07869	7114.42	6000.84
MvSl-1064-A2-R4_MC07g07873	76.7967	57.6311
MvSl-1064-A2-R4_MC07g07874	40.7772	22.974
MvSl-1064-A2-R4_MC07g07876	1144	1366
MvSl-1064-A2-R4_MC07g07877	2816	4274
MvSl-1064-A2-R4_MC07g07878	498	478
MvSl-1064-A2-R4_MC07g07879	615	530
MvSl-1064-A2-R4_MC07g07880	2093	1703
MvSl-1064-A2-R4_MC07g07881	496	466
MvSl-1064-A2-R4_MC07g07882	751	833
MvSl-1064-A2-R4_MC07g07883	2174	2465
MvSl-1064-A2-R4_MC07g07884	927	1186
MvSl-1064-A2-R4_MC07g07885	1408	1598
MvSl-1064-A2-R4_MC07g07886	6491	5718
MvSl-1064-A2-R4_MC07g07887	1909	1878
MvSl-1064-A2-R4_MC07g07888	1258	1252
MvSl-1064-A2-R4_MC07g07889	1495	1590
MvSl-1064-A2-R4_MC07g07890	4337	4761
MvSl-1064-A2-R4_MC07g07891	8214	7134
MvSl-1064-A2-R4_MC07g07892	7790	6023
MvSl-1064-A2-R4_MC07g07893	953	1115
MvSl-1064-A2-R4_MC07g07894	11556	12591
MvSl-1064-A2-R4_MC07g07895	810	1035
MvSl-1064-A2-R4_MC07g07896	1912	2027
MvSl-1064-A2-R4_MC07g07897	4994	3669
MvSl-1064-A2-R4_MC07g07898	4154	4378
MvSl-1064-A2-R4_MC07g07899	213	285
MvSl-1064-A2-R4_MC07g07900	547	656
MvSl-1064-A2-R4_MC07g07902	64.2886	60.0656
MvSl-1064-A2-R4_MC07g07903	3918	5031
MvSl-1064-A2-R4_MC07g07904	2433	2795
MvSl-1064-A2-R4_MC07g07905	289	179
MvSl-1064-A2-R4_MC07g07906	15	8
MvSl-1064-A2-R4_MC07g07907	479.952	338.331
MvSl-1064-A2-R4_MC07g07909	1424.12	1112.63
MvSl-1064-A2-R4_MC07g07910	2003.77	1462.82
MvSl-1064-A2-R4_MC07g07911	197.424	88.056
MvSl-1064-A2-R4_MC07g07913	14	8
MvSl-1064-A2-R4_MC07g07914	1074	1245
MvSl-1064-A2-R4_MC07g07915	941	1050
MvSl-1064-A2-R4_MC07g07916	3007	3136
MvSl-1064-A2-R4_MC07g07917	1529	1594
MvSl-1064-A2-R4_MC07g07918	1319	1422
MvSl-1064-A2-R4_MC07g07919	3295	5209
MvSl-1064-A2-R4_MC07g07920	8670	6396
MvSl-1064-A2-R4_MC07g07921	766	887
MvSl-1064-A2-R4_MC07g07922	5326	4189
MvSl-1064-A2-R4_MC07g07923	4899	6046
MvSl-1064-A2-R4_MC07g07924	78	94
MvSl-1064-A2-R4_MC07g07926	902	1126
MvSl-1064-A2-R4_MC07g07927	5195	3598
MvSl-1064-A2-R4_MC07g07928	85.4568	53.4048
MvSl-1064-A2-R4_MC07g07929	110.964	74.6481
MvSl-1064-A2-R4_MC07g07930	4	8
MvSl-1064-A2-R4_MC07g07931	1286	1514
