target_id	A2_1	A2_2
MvSl-1064-A2-R4_MC07g07932	606	517
MvSl-1064-A2-R4_MC07g07933	83	108
MvSl-1064-A2-R4_MC07g07934	2851	3837
MvSl-1064-A2-R4_MC07g07935	3420.09	3055.73
MvSl-1064-A2-R4_MC07g07936	147.106	137.338
MvSl-1064-A2-R4_MC07g07937	457	359
MvSl-1064-A2-R4_MC07g07938	181.581	186.488
MvSl-1064-A2-R4_MC07g07941	236	211
MvSl-1064-A2-R4_MC07g07942	2525.93	2948.45
MvSl-1064-A2-R4_MC07g07943	2486.48	3192.66
MvSl-1064-A2-R4_MC07g07944	211	302
MvSl-1064-A2-R4_MC07g07945	2896	3170
MvSl-1064-A2-R4_MC07g07946	446	456
MvSl-1064-A2-R4_MC07g07947	340	366
MvSl-1064-A2-R4_MC07g07948	1179	1254
MvSl-1064-A2-R4_MC07g07949	3233	3464
MvSl-1064-A2-R4_MC07g07950	955	892
MvSl-1064-A2-R4_MC07g07951	964	1134
MvSl-1064-A2-R4_MC07g07952	823	1069
MvSl-1064-A2-R4_MC07g07953	1347	1349
MvSl-1064-A2-R4_MC07g07954	2196	2187
MvSl-1064-A2-R4_MC07g07955	2614	2691
MvSl-1064-A2-R4_MC07g07956	2093	2288
MvSl-1064-A2-R4_MC07g07957	6	22
MvSl-1064-A2-R4_MC07g07958	82.2587	39.3779
MvSl-1064-A2-R4_MC07g07959	19.4363	15.6328
MvSl-1064-A2-R4_MC07g07960	1371	1619
MvSl-1064-A2-R4_MC07g07961	609	617
MvSl-1064-A2-R4_MC07g07962	1260	1586
MvSl-1064-A2-R4_MC07g07964	1199	989
MvSl-1064-A2-R4_MC07g07965	6	1
MvSl-1064-A2-R4_MC07g07966	2	5
MvSl-1064-A2-R4_MC07g07968	2.31106	0
MvSl-1064-A2-R4_MC07g07969	435	567
MvSl-1064-A2-R4_MC07g07970	2913	4160
MvSl-1064-A2-R4_MC07g07971	2307	2094
MvSl-1064-A2-R4_MC07g07972	752	785
MvSl-1064-A2-R4_MC07g07973	204	216
MvSl-1064-A2-R4_MC07g07974	2305.31	2467.46
MvSl-1064-A2-R4_MC07g07975	1611	1520
MvSl-1064-A2-R4_MC07g07976	5686	5438
MvSl-1064-A2-R4_MC07g07977	12	14
MvSl-1064-A2-R4_MC07g07978	2	2
MvSl-1064-A2-R4_MC07g07979	3173	2685
MvSl-1064-A2-R4_MC07g07980	258	221
MvSl-1064-A2-R4_MC07g07981	1253	1566
MvSl-1064-A2-R4_MC07g07982	2369	2416
MvSl-1064-A2-R4_MC07g07983	462	548
MvSl-1064-A2-R4_MC07g07984	135	136
MvSl-1064-A2-R4_MC07g07985	1874	1859
MvSl-1064-A2-R4_MC07g07986	771	935
MvSl-1064-A2-R4_MC07g07987	209	165
MvSl-1064-A2-R4_MC07g07988	1938	2262
MvSl-1064-A2-R4_MC07g07989	629	714
MvSl-1064-A2-R4_MC07g07990	5798	5388
MvSl-1064-A2-R4_MC07g07991	3476	3904
MvSl-1064-A2-R4_MC07g07992	6283.32	7834.77
MvSl-1064-A2-R4_MC07g07994	193	147
MvSl-1064-A2-R4_MC07g07995	908	1014
MvSl-1064-A2-R4_MC07g07996	1577	1671
MvSl-1064-A2-R4_MC07g07997	2947	3368
MvSl-1064-A2-R4_MC07g07998	18	14
MvSl-1064-A2-R4_MC07g07999	2878	3131
MvSl-1064-A2-R4_MC07g08000	17451	18037
MvSl-1064-A2-R4_MC07g08001	570	519
MvSl-1064-A2-R4_MC07g08002	4192	5213
MvSl-1064-A2-R4_MC07g08003	5141	5592
MvSl-1064-A2-R4_MC07g08004	7	2
MvSl-1064-A2-R4_MC07g08005	0	0
MvSl-1064-A2-R4_MC07g08006	12581	11943
MvSl-1064-A2-R4_MC07g08007	9149	7047
MvSl-1064-A2-R4_MC07g08008	4268	5610
MvSl-1064-A2-R4_MC07g08009	1462	1548
MvSl-1064-A2-R4_MC07g08010	1463	1061
MvSl-1064-A2-R4_MC07g08011	0.00961342	215.386
MvSl-1064-A2-R4_MC07g08014	3.02817	5.04491
MvSl-1064-A2-R4_MC07g08016	29	25
MvSl-1064-A2-R4_MC07g08018	2	2
MvSl-1064-A2-R4_MC07g08019	1187.94	1128.32
MvSl-1064-A2-R4_MC07g08020	1642	1488
MvSl-1064-A2-R4_MC07g08021	26903	28150
MvSl-1064-A2-R4_MC07g08022	1565	1583
MvSl-1064-A2-R4_MC07g08023	7425	5854
MvSl-1064-A2-R4_MC07g08024	1090	1505
MvSl-1064-A2-R4_MC07g08025	1606	1871
MvSl-1064-A2-R4_MC07g08026	1132	1177
MvSl-1064-A2-R4_MC07g08027	2748	3247
MvSl-1064-A2-R4_MC07g08028	2178	2427
MvSl-1064-A2-R4_MC07g08029	2924	3264
MvSl-1064-A2-R4_MC07g08030	1289	1568
MvSl-1064-A2-R4_MC07g08031	469	642
MvSl-1064-A2-R4_MC07g08032	104	111
MvSl-1064-A2-R4_MC07g08033	3142	3539
MvSl-1064-A2-R4_MC07g08034	2576	2288
MvSl-1064-A2-R4_MC07g08035	1230	1378
MvSl-1064-A2-R4_MC07g08037	2643	2978
MvSl-1064-A2-R4_MC07g08039	15	9
MvSl-1064-A2-R4_MC07g08040	636	629
MvSl-1064-A2-R4_MC07g08041	153	173
MvSl-1064-A2-R4_MC07g08042	7	5
MvSl-1064-A2-R4_MC07g08044	219	315
MvSl-1064-A2-R4_MC07g08045	211	276
MvSl-1064-A2-R4_MC07g08046	384	395
MvSl-1064-A2-R4_MC07g08047	873	679
MvSl-1064-A2-R4_MC07g08048	170.963	140.887
MvSl-1064-A2-R4_MC07g08049	814	686
MvSl-1064-A2-R4_MC07g08050	9209	9282
MvSl-1064-A2-R4_MC07g08051	4099	2978
MvSl-1064-A2-R4_MC07g08053	213.06	180
MvSl-1064-A2-R4_MC07g08054	232	149
MvSl-1064-A2-R4_MC07g08055	115	98
MvSl-1064-A2-R4_MC07g08056	65	62
MvSl-1064-A2-R4_MC07g08057	1705	1954
MvSl-1064-A2-R4_MC07g08058	7144	8168
MvSl-1064-A2-R4_MC07g08059	819	735
MvSl-1064-A2-R4_MC07g08060	834	882
MvSl-1064-A2-R4_MC07g08061	605	744
MvSl-1064-A2-R4_MC07g08062	3034	2968
MvSl-1064-A2-R4_MC07g08063	2555	1651
MvSl-1064-A2-R4_MC07g08064	594	713
MvSl-1064-A2-R4_MC07g08065	487	535
MvSl-1064-A2-R4_MC07g08066	2106	3110
MvSl-1064-A2-R4_MC07g08067	335.471	244.998
MvSl-1064-A2-R4_MC07g08068	1943	1714
MvSl-1064-A2-R4_MC07g08069	281	328
MvSl-1064-A2-R4_MC07g08070	1359	1307
MvSl-1064-A2-R4_MC07g08071	1282	1170
MvSl-1064-A2-R4_MC07g08072	8952	14239
MvSl-1064-A2-R4_MC07g08073	919	1153
MvSl-1064-A2-R4_MC07g08074	201.21	193.047
MvSl-1064-A2-R4_MC07g08075	761	542
MvSl-1064-A2-R4_MC07g08076	167	98
MvSl-1064-A2-R4_MC07g08077	1235	638
MvSl-1064-A2-R4_MC07g08078	2703	2784
MvSl-1064-A2-R4_MC07g08079	878	1111
MvSl-1064-A2-R4_MC07g08080	597	559
MvSl-1064-A2-R4_MC07g08081	218	235
MvSl-1064-A2-R4_MC07g08082	1211	1394
MvSl-1064-A2-R4_MC07g08083	2179	2231
MvSl-1064-A2-R4_MC07g08084	359	442
MvSl-1064-A2-R4_MC07g08085	905.043	899.362
MvSl-1064-A2-R4_MC07g08086	8827.3	7360.25
MvSl-1064-A2-R4_MC07g08087	1151	1305
MvSl-1064-A2-R4_MC07g08088	1047	1162
MvSl-1064-A2-R4_MC07g08089	2172	2411
MvSl-1064-A2-R4_MC07g08090	152	96
MvSl-1064-A2-R4_MC07g08091	3497	4369
MvSl-1064-A2-R4_MC07g08092	2733	2851
MvSl-1064-A2-R4_MC07g08093	694	628
MvSl-1064-A2-R4_MC07g08094	587	641
MvSl-1064-A2-R4_MC07g08095	10669	7654
MvSl-1064-A2-R4_MC07g08096	756	842
MvSl-1064-A2-R4_MC07g08097	651	505
MvSl-1064-A2-R4_MC07g08098	767	654
MvSl-1064-A2-R4_MC07g08099	895	1085
MvSl-1064-A2-R4_MC07g08100	75	58
MvSl-1064-A2-R4_MC07g08101	1108	1019
MvSl-1064-A2-R4_MC07g08102	3505	3820
MvSl-1064-A2-R4_MC07g08103	2372	2559
MvSl-1064-A2-R4_MC07g08104	2447	2924
MvSl-1064-A2-R4_MC07g08105	7921	5602
MvSl-1064-A2-R4_MC07g08106	439	407
MvSl-1064-A2-R4_MC07g08107	2483	2285
MvSl-1064-A2-R4_MC07g08108	1149	1353
MvSl-1064-A2-R4_MC07g08109	845	811
MvSl-1064-A2-R4_MC07g08110	11	6
MvSl-1064-A2-R4_MC07g08111	2980	3434
MvSl-1064-A2-R4_MC07g08113	8	4
MvSl-1064-A2-R4_MC07g08115	112	83
MvSl-1064-A2-R4_MC07g08116	137	84
MvSl-1064-A2-R4_MC07g08117	3849.52	3094.54
MvSl-1064-A2-R4_MC07g08118	118	81
MvSl-1064-A2-R4_MC07g08119	89	91
MvSl-1064-A2-R4_MC07g08120	1479	1602
MvSl-1064-A2-R4_MC07g08121	296	187
MvSl-1064-A2-R4_MC07g08122	2713	2564
MvSl-1064-A2-R4_MC07g08123	4630	5095
MvSl-1064-A2-R4_MC07g08124	805	1039
MvSl-1064-A2-R4_MC07g08125	1467	1762
MvSl-1064-A2-R4_MC07g08126	760	1159
MvSl-1064-A2-R4_MC07g08127	79	93
MvSl-1064-A2-R4_MC07g08128	559	594
MvSl-1064-A2-R4_MC07g08129	1303	1357
MvSl-1064-A2-R4_MC07g08130	845	1008
MvSl-1064-A2-R4_MC07g08131	846	873
MvSl-1064-A2-R4_MC07g08133	1271.08	1433.28
MvSl-1064-A2-R4_MC07g08134	56350	136903
MvSl-1064-A2-R4_MC07g08135	3786	5077
MvSl-1064-A2-R4_MC07g08136	440	480
MvSl-1064-A2-R4_MC07g08137	761	832
MvSl-1064-A2-R4_MC07g08138	1003	1160
MvSl-1064-A2-R4_MC07g08139	1714	2051
MvSl-1064-A2-R4_MC07g08140	2222	2307
MvSl-1064-A2-R4_MC07g08141	632	723
MvSl-1064-A2-R4_MC07g08142	1055	1069
MvSl-1064-A2-R4_MC07g08143	2440	2796
MvSl-1064-A2-R4_MC07g08144	2825	3740
MvSl-1064-A2-R4_MC07g08145	4506	3711
MvSl-1064-A2-R4_MC07g08146	1158	1481
MvSl-1064-A2-R4_MC07g08147	579	720
MvSl-1064-A2-R4_MC07g08148	1560	1175
MvSl-1064-A2-R4_MC07g08149	1902	1740
MvSl-1064-A2-R4_MC07g08150	857	655
MvSl-1064-A2-R4_MC07g08151	1	3
MvSl-1064-A2-R4_MC07g08152	93	187
MvSl-1064-A2-R4_MC07g08153	274	395
MvSl-1064-A2-R4_MC07g08154	57	95
MvSl-1064-A2-R4_MC07g08155	458	401
MvSl-1064-A2-R4_MC07g08156	659	592
MvSl-1064-A2-R4_MC07g08157	847	978
MvSl-1064-A2-R4_MC07g08158	1537	2506
MvSl-1064-A2-R4_MC07g08159	3547	3524
MvSl-1064-A2-R4_MC07g08160	110	170
MvSl-1064-A2-R4_MC07g08161	687	709
MvSl-1064-A2-R4_MC07g08162	10	9
MvSl-1064-A2-R4_MC07g08163	942	994
MvSl-1064-A2-R4_MC07g08164	1337	1355
MvSl-1064-A2-R4_MC07g08165	1030	1037
MvSl-1064-A2-R4_MC07g08166	853	832
MvSl-1064-A2-R4_MC07g08167	4154	4500
MvSl-1064-A2-R4_MC07g08168	4945	4986
MvSl-1064-A2-R4_MC07g08169	13	16
MvSl-1064-A2-R4_MC07g08170	6	18
MvSl-1064-A2-R4_MC07g08171	43912	53884
MvSl-1064-A2-R4_MC07g08172	1272	1826
MvSl-1064-A2-R4_MC07g08173	290	344
MvSl-1064-A2-R4_MC07g08174	1135	1229
MvSl-1064-A2-R4_MC07g08175	1083	1263
MvSl-1064-A2-R4_MC07g08176	1003	1212
MvSl-1064-A2-R4_MC07g08177	1420	1191
MvSl-1064-A2-R4_MC07g08178	3123	1985
MvSl-1064-A2-R4_MC07g08179	1660	1526
MvSl-1064-A2-R4_MC07g08180	16267	16473
MvSl-1064-A2-R4_MC07g08181	1467	921
MvSl-1064-A2-R4_MC07g08182	2790	3044
MvSl-1064-A2-R4_MC07g08183	59	50
MvSl-1064-A2-R4_MC07g08184	1508	1959
MvSl-1064-A2-R4_MC07g08185	2307	1923
MvSl-1064-A2-R4_MC07g08186	659	866
MvSl-1064-A2-R4_MC07g08187	1143	1219
MvSl-1064-A2-R4_MC07g08188	3298	2953
MvSl-1064-A2-R4_MC07g08191	3694	3835
MvSl-1064-A2-R4_MC07g08192	642	638
MvSl-1064-A2-R4_MC07g08193	580	551
MvSl-1064-A2-R4_MC07g08194	4184	4144
MvSl-1064-A2-R4_MC07g08196	5151.77	3682.15
MvSl-1064-A2-R4_MC07g08198	22419	28297
MvSl-1064-A2-R4_MC07g08199	1245	1545
MvSl-1064-A2-R4_MC07g08200	754	853
MvSl-1064-A2-R4_MC07g08201	1587	1655
MvSl-1064-A2-R4_MC07g08202	291	387
MvSl-1064-A2-R4_MC07g08203	1711	1542
MvSl-1064-A2-R4_MC07g08204	6220	6870
MvSl-1064-A2-R4_MC07g08205	1746	2116
MvSl-1064-A2-R4_MC07g08206	1678	1401
MvSl-1064-A2-R4_MC07g08207	2326	2114
MvSl-1064-A2-R4_MC07g08208	3511	4649
MvSl-1064-A2-R4_MC07g08209	690	555
MvSl-1064-A2-R4_MC07g08211	3044	3183
MvSl-1064-A2-R4_MC07g08212	3720	4434
MvSl-1064-A2-R4_MC07g08213	5793	5387
MvSl-1064-A2-R4_MC07g08214	2770	2646
MvSl-1064-A2-R4_MC07g08215	1246	1601
MvSl-1064-A2-R4_MC07g08216	107	115
MvSl-1064-A2-R4_MC07g08217	5	4
MvSl-1064-A2-R4_MC07g08218	1373	1917
MvSl-1064-A2-R4_MC07g08219	854	915
MvSl-1064-A2-R4_MC07g08220	773	692
MvSl-1064-A2-R4_MC07g08221	2502	2599
MvSl-1064-A2-R4_MC07g08222	45	35
MvSl-1064-A2-R4_MC07g08223	431	348
MvSl-1064-A2-R4_MC07g08224	305	292
MvSl-1064-A2-R4_MC07g08225	334	177
MvSl-1064-A2-R4_MC07g08228	30.908	33.0518
MvSl-1064-A2-R4_MC07g08231	2.75E-06	0
MvSl-1064-A2-R4_MC07g08232	1137	1305
MvSl-1064-A2-R4_MC07g08233	5319	5404
MvSl-1064-A2-R4_MC07g08234	2048	2147
MvSl-1064-A2-R4_MC07g08235	23411	31422
MvSl-1064-A2-R4_MC07g08236	1242	1354
MvSl-1064-A2-R4_MC07g08237	601	458
MvSl-1064-A2-R4_MC07g08238	94.313	110.718
MvSl-1064-A2-R4_MC07g08239	3.64219	0.259085
MvSl-1064-A2-R4_MC07g08240	5898	5886
MvSl-1064-A2-R4_MC07g08241	272	193
MvSl-1064-A2-R4_MC07g08243	190	99
MvSl-1064-A2-R4_MC07g08244	11133	15144
MvSl-1064-A2-R4_MC07g08245	864.98	750.621
MvSl-1064-A2-R4_MC07g08246	2424.46	2343.16
MvSl-1064-A2-R4_MC07g08248	358.758	375.073
MvSl-1064-A2-R4_MC07g08249	27.7541	20.6042
MvSl-1064-A2-R4_MC07g08250	65.6762	56.0998
MvSl-1064-A2-R4_MC07g08251	881.646	537.837
MvSl-1064-A2-R4_MC07g08254	2597	2634
MvSl-1064-A2-R4_MC07g08255	4.02573	8.20416
MvSl-1064-A2-R4_MC07g08256	252	279
MvSl-1064-A2-R4_MC07g08257	158	154
MvSl-1064-A2-R4_MC07g08258	7928	4968
MvSl-1064-A2-R4_MC07g08259	1063	1288
MvSl-1064-A2-R4_MC07g08260	1629	1874
MvSl-1064-A2-R4_MC07g08261	3544	4027
MvSl-1064-A2-R4_MC07g08262	2185	2315
MvSl-1064-A2-R4_MC07g08263	545	717
MvSl-1064-A2-R4_MC07g08264	18	22
MvSl-1064-A2-R4_MC07g08265	2950	2810
MvSl-1064-A2-R4_MC07g08266	1952	1928
MvSl-1064-A2-R4_MC07g08267	1650	1749
MvSl-1064-A2-R4_MC07g08268	126	70
MvSl-1064-A2-R4_MC07g08269	1977	1100
MvSl-1064-A2-R4_MC07g08270	1173	1365
MvSl-1064-A2-R4_MC07g08271	3800	3959
MvSl-1064-A2-R4_MC07g08272	1611	1489
MvSl-1064-A2-R4_MC07g08273	1065	1126
MvSl-1064-A2-R4_MC07g08274	335	472
MvSl-1064-A2-R4_MC07g08275	1434.39	1478.55
MvSl-1064-A2-R4_MC07g08276	2743	2949
MvSl-1064-A2-R4_MC07g08277	1240	1030
MvSl-1064-A2-R4_MC07g08278	191	156
MvSl-1064-A2-R4_MC07g08279	346.537	262.599
MvSl-1064-A2-R4_MC07g08281	774	942
MvSl-1064-A2-R4_MC07g08282	6	5
MvSl-1064-A2-R4_MC07g08283	1497	1238
MvSl-1064-A2-R4_MC07g08284	1074	1045
MvSl-1064-A2-R4_MC07g08285	4733	5560
MvSl-1064-A2-R4_MC07g08287	17	16
MvSl-1064-A2-R4_MC07g08288	53	26
MvSl-1064-A2-R4_MC07g08289	14856	12079
MvSl-1064-A2-R4_MC07g08290	5325.31	5167.18
MvSl-1064-A2-R4_MC07g08291	0.00360415	84.971
MvSl-1064-A2-R4_MC07g08294	358.687	497.189
MvSl-1064-A2-R4_MC07g08295	9275	8891
MvSl-1064-A2-R4_MC07g08296	761	739
MvSl-1064-A2-R4_MC07g08297	3743	4266
MvSl-1064-A2-R4_MC07g08298	1512	1705
MvSl-1064-A2-R4_MC07g08299	1365	1320
MvSl-1064-A2-R4_MC07g08300	1370	1202
MvSl-1064-A2-R4_MC07g08301	730	458
MvSl-1064-A2-R4_MC07g08302	486	426
MvSl-1064-A2-R4_MC07g08303	140	105
MvSl-1064-A2-R4_MC07g08304	1924	1906
MvSl-1064-A2-R4_MC07g08305	333	267
MvSl-1064-A2-R4_MC07g08306	267	228
MvSl-1064-A2-R4_MC07g08307	467	502
MvSl-1064-A2-R4_MC07g08308	1912	2313
MvSl-1064-A2-R4_MC07g08309	310	397
MvSl-1064-A2-R4_MC07g08310	1445	1644
MvSl-1064-A2-R4_MC07g08311	305	357
MvSl-1064-A2-R4_MC07g08312	4749.7	2279.55
MvSl-1064-A2-R4_MC07g08313	1716	1889
MvSl-1064-A2-R4_MC07g08314	913	918
MvSl-1064-A2-R4_MC07g08317	1774.08	1726.12
MvSl-1064-A2-R4_MC07g08318	2949	3641
MvSl-1064-A2-R4_MC07g08319	1763	1968
MvSl-1064-A2-R4_MC07g08320	192	272
MvSl-1064-A2-R4_MC07g08321	1118	1154
MvSl-1064-A2-R4_MC07g08322	260	332
MvSl-1064-A2-R4_MC07g08323	5349	4534
MvSl-1064-A2-R4_MC07g08324	6424	9664
MvSl-1064-A2-R4_MC07g08325	2538	2600
MvSl-1064-A2-R4_MC07g08326	795	1179
MvSl-1064-A2-R4_MC07g08327	720	522
MvSl-1064-A2-R4_MC07g08328	880	1328
MvSl-1064-A2-R4_MC07g08329	932	1162
MvSl-1064-A2-R4_MC07g08330	44	64
MvSl-1064-A2-R4_MC07g08331	958	723
MvSl-1064-A2-R4_MC07g08332	365	197
MvSl-1064-A2-R4_MC07g08333	1527	1376
MvSl-1064-A2-R4_MC07g08334	3144	4137
MvSl-1064-A2-R4_MC07g08335	316	318
MvSl-1064-A2-R4_MC07g08336	470	542
MvSl-1064-A2-R4_MC07g08337	956	625
MvSl-1064-A2-R4_MC07g08338	655	563
MvSl-1064-A2-R4_MC07g08339	1176	1585
MvSl-1064-A2-R4_MC07g08340	1383	1682
MvSl-1064-A2-R4_MC07g08341	2665.33	1406.1
MvSl-1064-A2-R4_MC07g08342	13.0249	5
MvSl-1064-A2-R4_MC07g08343	194	170
MvSl-1064-A2-R4_MC07g08345	1132	755
MvSl-1064-A2-R4_MC07g08346	2772	2547
MvSl-1064-A2-R4_MC07g08347	1143	1264
MvSl-1064-A2-R4_MC07g08348	3133	2612
MvSl-1064-A2-R4_MC07g08349	758	867
MvSl-1064-A2-R4_MC07g08350	44	48
MvSl-1064-A2-R4_MC07g08351	1208	1464
MvSl-1064-A2-R4_MC07g08352	763	835
MvSl-1064-A2-R4_MC07g08353	448	521
MvSl-1064-A2-R4_MC07g08354	2128	2691
MvSl-1064-A2-R4_MC07g08355	363	434
MvSl-1064-A2-R4_MC07g08356	66496	61140
MvSl-1064-A2-R4_MC07g08357	883	1074
MvSl-1064-A2-R4_MC07g08358	833	1128
MvSl-1064-A2-R4_MC07g08359	6836	6669
MvSl-1064-A2-R4_MC07g08360	3303	3417
MvSl-1064-A2-R4_MC07g08361	950	1118
MvSl-1064-A2-R4_MC07g08362	275	217
MvSl-1064-A2-R4_MC07g08363	1089	1149
MvSl-1064-A2-R4_MC07g08364	18677.3	13973.4
MvSl-1064-A2-R4_MC07g08365	783	1032
MvSl-1064-A2-R4_MC07g08366	537	417
MvSl-1064-A2-R4_MC07g08367	4399	3075
MvSl-1064-A2-R4_MC07g08368	4492	4347
MvSl-1064-A2-R4_MC07g08369	2901	1883
MvSl-1064-A2-R4_MC07g08370	482	784
MvSl-1064-A2-R4_MC07g08371	12	36
MvSl-1064-A2-R4_MC07g08372	498	866
MvSl-1064-A2-R4_MC07g08373	2702	3442
MvSl-1064-A2-R4_MC07g08374	135	166
MvSl-1064-A2-R4_MC07g08375	2463	2287
MvSl-1064-A2-R4_MC07g08376	4137	3971
MvSl-1064-A2-R4_MC07g08377	4686	5270
MvSl-1064-A2-R4_MC07g08378	9435	13078
MvSl-1064-A2-R4_MC07g08379	1000	1107
MvSl-1064-A2-R4_MC07g08380	5491	5595
MvSl-1064-A2-R4_MC07g08381	1821	1994
MvSl-1064-A2-R4_MC07g08382	1112	1123
MvSl-1064-A2-R4_MC07g08383	782	592
MvSl-1064-A2-R4_MC07g08384	7379	11018
MvSl-1064-A2-R4_MC07g08385	1020	979
MvSl-1064-A2-R4_MC07g08386	1018	781
MvSl-1064-A2-R4_MC07g08387	740	968
MvSl-1064-A2-R4_MC07g08388	1132	1231
MvSl-1064-A2-R4_MC07g08389	1194	1168
MvSl-1064-A2-R4_MC07g08390	2723	3077
MvSl-1064-A2-R4_MC07g08391	2042	2292
MvSl-1064-A2-R4_MC07g08392	2090	2082
MvSl-1064-A2-R4_MC07g08393	704	756
MvSl-1064-A2-R4_MC07g08394	4222	4588
MvSl-1064-A2-R4_MC07g08395	153	104
MvSl-1064-A2-R4_MC07g08396	6855.86	7230
MvSl-1064-A2-R4_MC07g08399	2506	2195
MvSl-1064-A2-R4_MC07g08400	831	860
MvSl-1064-A2-R4_MC07g08402	1008	1136
MvSl-1064-A2-R4_MC07g08403	679	755
MvSl-1064-A2-R4_MC07g08404	12	28
MvSl-1064-A2-R4_MC07g08405	31	34
MvSl-1064-A2-R4_MC07g08406	6214	9411
MvSl-1064-A2-R4_MC07g08407	460	545
MvSl-1064-A2-R4_MC07g08410	165	149
MvSl-1064-A2-R4_MC07g08411	544	659
MvSl-1064-A2-R4_MC07g08412	1182	1404
MvSl-1064-A2-R4_MC07g08413	21	6
MvSl-1064-A2-R4_MC07g08414	0	0
MvSl-1064-A2-R4_MC07g08415	7326.48	7273.28
MvSl-1064-A2-R4_MC07g08416	95.2557	65.8736
MvSl-1064-A2-R4_MC07g08418	1301.35	1291.8
MvSl-1064-A2-R4_MC07g08419	830	839
MvSl-1064-A2-R4_MC07g08420	938	987
MvSl-1064-A2-R4_MC07g08421	1553	1744
MvSl-1064-A2-R4_MC07g08422	1911	1908
MvSl-1064-A2-R4_MC07g08423	1748	1697
MvSl-1064-A2-R4_MC07g08424	727	787
MvSl-1064-A2-R4_MC07g08425	631	645
MvSl-1064-A2-R4_MC07g08426	1508	1347
MvSl-1064-A2-R4_MC07g08427	1390	1611
MvSl-1064-A2-R4_MC07g08428	623	530
MvSl-1064-A2-R4_MC07g08429	302	362
MvSl-1064-A2-R4_MC07g08430	2138	2423
MvSl-1064-A2-R4_MC07g08431	657	711
MvSl-1064-A2-R4_MC07g08432	11197	7800
MvSl-1064-A2-R4_MC07g08433	3585.14	3214.26
MvSl-1064-A2-R4_MC07g08434	998	1321
MvSl-1064-A2-R4_MC07g08435	3575.89	5817.56
MvSl-1064-A2-R4_MC07g08436	498	555
MvSl-1064-A2-R4_MC07g08439	1758	2127
MvSl-1064-A2-R4_MC07g08440	289	190
MvSl-1064-A2-R4_MC07g08441	3419	3558
MvSl-1064-A2-R4_MC07g08442	1888	2001
MvSl-1064-A2-R4_MC07g08443	2296	2469
MvSl-1064-A2-R4_MC07g08444	1311	1563
MvSl-1064-A2-R4_MC07g08445	17	16
MvSl-1064-A2-R4_MC07g08446	98	110
MvSl-1064-A2-R4_MC07g08447	207	280
MvSl-1064-A2-R4_MC07g08448	511.414	754.522
MvSl-1064-A2-R4_MC07g08450	845.405	1001.98
MvSl-1064-A2-R4_MC07g08451	352	466
MvSl-1064-A2-R4_MC07g08452	592	1013
MvSl-1064-A2-R4_MC07g08453	586	1145
MvSl-1064-A2-R4_MC07g08454	702	1159
MvSl-1064-A2-R4_MC07g08455	303.15	360.204
MvSl-1064-A2-R4_MC07g08456	5644	4101
MvSl-1064-A2-R4_MC07g08457	69100	53500
MvSl-1064-A2-R4_MC07g08458	741	764
MvSl-1064-A2-R4_MC07g08459	1865	1687
MvSl-1064-A2-R4_MC07g08460	2332	1907
MvSl-1064-A2-R4_MC07g08461	1841	1811
MvSl-1064-A2-R4_MC07g08462	984	976
MvSl-1064-A2-R4_MC07g08463	26	21
MvSl-1064-A2-R4_MC07g08464	629	893
MvSl-1064-A2-R4_MC07g08465	0	3.33728
MvSl-1064-A2-R4_MC07g08466	38.0952	37.3211
MvSl-1064-A2-R4_MC07g08467	10417	9446
MvSl-1064-A2-R4_MC07g08468	1330	617
MvSl-1064-A2-R4_MC07g08469	947	345
MvSl-1064-A2-R4_MC07g08470	1753	1440
MvSl-1064-A2-R4_MC07g08471	6879	7319
MvSl-1064-A2-R4_MC07g08472	10	10
MvSl-1064-A2-R4_MC07g08473	196	168
MvSl-1064-A2-R4_MC07g08474	139	136.485
MvSl-1064-A2-R4_MC07g08475	2066	1702.51
MvSl-1064-A2-R4_MC07g08476	16720	12558
MvSl-1064-A2-R4_MC07g08477	237	214
MvSl-1064-A2-R4_MC07g08478	451	372
MvSl-1064-A2-R4_MC07g08479	1859	2213
MvSl-1064-A2-R4_MC07g08480	1839	1479
MvSl-1064-A2-R4_MC07g08481	8809	8803
MvSl-1064-A2-R4_MC07g08482	157	167
MvSl-1064-A2-R4_MC07g08483	13	16
MvSl-1064-A2-R4_MC07g08484	582	644
MvSl-1064-A2-R4_MC07g08485	711	840
MvSl-1064-A2-R4_MC07g08487	4048	4191
MvSl-1064-A2-R4_MC07g08488	2122	2609
MvSl-1064-A2-R4_MC07g08489	7028	9059
MvSl-1064-A2-R4_MC07g08490	1742	1421
MvSl-1064-A2-R4_MC07g08491	0	0
MvSl-1064-A2-R4_MC07g08492	1	2
MvSl-1064-A2-R4_MC07g08493	1422	1936
MvSl-1064-A2-R4_MC07g08494	5620	6745
MvSl-1064-A2-R4_MC07g08495	3100	3206
MvSl-1064-A2-R4_MC07g08496	1723	2031
MvSl-1064-A2-R4_MC07g08497	3917	3643
MvSl-1064-A2-R4_MC07g08498	152.512	140.513
MvSl-1064-A2-R4_MC07g08500	2383	3058
MvSl-1064-A2-R4_MC07g08501	3786	4327
MvSl-1064-A2-R4_MC07g08504	3168	2982
MvSl-1064-A2-R4_MC07g08505	5579	6125
MvSl-1064-A2-R4_MC07g08506	3141	2846
MvSl-1064-A2-R4_MC07g08507	1852	1745
