gene	logFC	FDR
122	MvSl-1064-A1-R4_MC10-2g09933	3.78162484729256	8.51333595605716e-21
123	MvSl-1064-A1-R4_MC10-2g10026	0.610271596330954	0.0290689832066384
124	MvSl-1064-A1-R4_MC10-2g10098	1.14433992624399	0.00401627742066482
125	MvSl-1064-A1-R4_MC11g10198	1.17987226499573	6.61471457868292e-07
126	MvSl-1064-A1-R4_MC11g10594	1.17100993956613	0.0206435379296888
127	MvSl-1064-A1-R4_MC11g10618	1.8694174128568	0.0131747328219752
128	MvSl-1064-A1-R4_MC11g10688	1.57218568524949	0.0256390046882494
129	MvSl-1064-A1-R4_MC12g10761	1.28677449556131	0.0327034978689913
130	MvSl-1064-A1-R4_MC12g10810	3.06778641890712	1.88224518965999e-16
131	MvSl-1064-A1-R4_MC12g10849	1.85498075087769	7.93600041633008e-07
132	MvSl-1064-A1-R4_MC12g10990	1.14606185616361	0.0231280494425719
133	MvSl-1064-A1-R4_MC13g11330	0.743834964759245	0.00807782525599385
134	MvSl-1064-A1-R4_MC13g11331	2.28234636472811	4.89180687672181e-16
135	MvSl-1064-A1-R4_MC13g11429	7.31749550149564	3.70297135038427e-55
136	MvSl-1064-A1-R4_MC13g11645	0.961665249367034	0.0114941971580081
137	MvSl-1064-A1-R4_MC14g11845	1.890821084962	8.50989701066397e-18
138	MvSl-1064-A1-R4_MC14g11898	1.90111057923671	3.65184793102395e-06
139	MvSl-1064-A1-R4_MC15g12029	0.76039176248441	0.0286930291151992
140	MvSl-1064-A1-R4_MC15g12082	1.79083788547916	0.000645355798945156
