gene	bPARts	youngold	dn	dnse	ds	dsse	dnds	start	end	logCPM	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	haploid 
MvSl-1064-A1-R4_MC05-3g06506	Auto	Auto	0.00284	0.00142	0.00392	0.00277	0.724471315	336152	336708	8.162602212	-0.174097338	0.999948201	8.221404124	7.907428685	8.031047694	8.434735999	NON	A1
MvSl-1064-A1-R4_MC03g04427	Auto	Auto	0.01013	0.00353	0.01399	0.00542	0.724083459	435745	436698	3.023754498	-0.176768432	0.999948201	3.240898407	2.542405887	2.841688692	3.332168408	NON	A1
MvSl-1064-A1-R4_MC13g11621	Auto	Auto	0.00676	0.00234	0.00935	0.00396	0.72298692	802941	804042	7.066265588	-0.099764571	0.999948201	7.14042655	6.878837913	7.063713009	7.164916787	NON	A1
MvSl-1064-A1-R4_MC16g12171	Auto	Auto	0.00564	0.00252	0.00781	0.00452	0.722141842	383396	388344	6.725554153	-0.057392495	0.999948201	6.786223757	6.601042797	6.630825921	6.867297992	NON	A1
MvSl-1064-A1-R4_MC04-1g05525	Auto	Auto	0.0027	0.00156	0.00374	0.00266	0.721905831	557236	558054	4.149045143	0.25934026	0.976013597	4.506064176	3.995770712	3.903578726	4.118579976	NON	A1
MvSl-1064-A1-R4_MC03g04629	Auto	Auto	0.10224	0.01959	0.14184	0.03994	0.720811675	911527	914579	2.907447107	-0.334795513	0.942070681	2.956460735	2.464328711	2.912887154	3.196051898	NON	A1
MvSl-1064-A1-R4_MC01-1g01805	Auto	Auto	0.00631	0.00451	0.00878	0.00896	0.71867063	135945	138065	5.878442572	0.049097339	0.999948201	5.93190138	5.873116926	5.826834511	5.880202195	NON	A1
MvSl-1064-A1-R4_MC11g10636	Auto	Auto	0.0093	0.0066	0.01299	0.0131	0.715929823	1197157	1197621	7.160791443	0.071141992	0.999948201	7.152270376	7.238284321	7.149589431	7.099649312	NON	A1
MvSl-1064-A1-R4_A1g00081	Black	OldStrata	0.6926	0.08995	0.96785	0.21836	0.715606683	186136	186867	5.502087912	2.862541137	5.99E-26	6.521506814	6.080340814	3.258693228	3.646103335	Up	A1
MvSl-1064-A1-R4_MC08g08386	Auto	Auto	0.00642	0.00323	0.00898	0.00641	0.714914088	389463	394416	7.259157985	0.03026535	0.999948201	7.255702808	7.292480585	7.195822908	7.290556426	NON	A1
MvSl-1064-A1-R4_MC04-1g05659	Auto	Auto	0.13509	0.0372	0.18898	0.07472	0.714837171	880828	881765	7.970540349	-0.133682117	0.999948201	8.14855745	7.604878796	7.875153841	8.180300803	NON	A1
MvSl-1064-A1-R4_MC11g10210	Auto	Auto	0.00235	0.00165	0.00329	0.00325	0.714264004	137582	137933	7.906706085	0.047805392	0.999948201	8.022533723	7.832034525	7.831030743	7.932435437	NON	A1
MvSl-1064-A1-R4_MC01-1g02464	Auto	Auto	0.0017	0.0012	0.00238	0.00237	0.714255704	1344635	1346771	5.949878025	0.015706251	0.999948201	5.756787668	6.133863591	5.974552376	5.908790146	NON	A1
MvSl-1064-A1-R4_MC08g08422	Auto	Auto	0.45356	0.05492	0.63526	0.12452	0.713975268	473116	473772	2.513528268	0.556328746	0.61208762	2.698981676	2.828698637	2.211019154	2.225278136	NON	A1
MvSl-1064-A1-R4_MC11g10531	Auto	Auto	0.13726	0.02332	0.19234	0.05079	0.713631739	930125	931891	2.392202499	-0.612685096	0.575959984	2.164978166	1.937635555	2.445194178	2.841892762	NON	A1
MvSl-1064-A1-R4_MC11g10638	Auto	Auto	0.10324	0.01916	0.1447	0.04247	0.713475664	1199775	1204067	8.613294509	0.016270583	0.999948201	8.635877267	8.606792978	8.636028171	8.573576942	NON	A1
MvSl-1064-A1-R4_MC05-3g06801	Auto	Auto	0.22681	0.04009	0.31844	0.09059	0.712253262	817253	818315	2.618008497	0.302413604	0.994591453	2.340876153	3.08497623	2.593425239	2.320015668	NON	A1
MvSl-1064-A1-R4_MC13g11585	Auto	Auto	0.00446	0.002	0.00627	0.00362	0.711312419	722136	723144	6.004751213	0.075117932	0.999948201	5.990653522	6.091205401	6.046568371	5.882421493	NON	A1
MvSl-1064-A1-R4_MC02g03329	Auto	Auto	0.05003	0.0141	0.07055	0.02343	0.709141447	424180	428399	6.93389437	0.046985001	0.999948201	6.940723869	6.973479011	6.81518685	6.999436846	NON	A1
MvSl-1064-A1-R4_MC10-1g09726	Auto	Auto	0.02421	0.00412	0.03415	0.0077	0.70892911	197845	199982	5.696462383	-0.316010699	0.71660959	5.446390834	5.608544169	5.70550163	5.972677317	NON	A1
MvSl-1064-A1-R4_MC02g03580	Auto	Auto	0.00727	0.00369	0.01026	0.00518	0.708570092	1001296	1004699	3.061018889	-0.177278858	0.999948201	3.166402013	2.743113265	3.037595038	3.245166879	NON	A1
MvSl-1064-A1-R4_MC05-3g06660	Auto	Auto	0.00277	0.00166	0.00391	0.00257	0.708421779	471871	479083	8.54872944	0.01418322	0.999948201	8.65018542	8.454829715	8.486691858	8.594541174	NON	A1
MvSl-1064-A1-R4_MC03g04784	Auto	Auto	0.06413	0.01758	0.09059	0.03132	0.707913999	1315940	1316326	3.305613413	-0.547324032	0.5558061	2.800995445	3.18573243	3.503232318	3.592888155	NON	A1
MvSl-1064-A1-R4_MC02g03304	Auto	Auto	0.00092	0.00064	0.0013	0.00128	0.707637874	361597	362914	6.607426386	-0.016613214	0.999948201	6.746289036	6.435282554	6.454877811	6.760345581	NON	A1
MvSl-1064-A1-R4_MC10-2g10081	Auto	Auto	0.00326	0.00145	0.00461	0.00323	0.707143012	636916	641980	6.94313904	0.135500545	0.999948201	7.043738902	6.974066094	6.772155736	6.968955912	NON	A1
MvSl-1064-A1-R4_MC04-1g05511	Auto	Auto	0.00136	0.00067	0.00193	0.00133	0.704626703	524681	526084	9.571956933	-0.240881273	0.989961059	9.420972001	9.471568087	9.787188473	9.580074598	NON	A1
MvSl-1064-A1-R4_MC10-1g09666	Auto	Auto	0.00114	0.00065	0.00162	0.00113	0.703660268	128640	130073	4.623258876	-0.208986214	0.999948201	4.863903312	4.054684031	4.258225207	5.074348442	NON	A1
MvSl-1064-A1-R4_MC01-1g01719	Auto	Auto	0.00851	0.00428	0.01211	0.00863	0.702719218	42719	43578	1.401001884	-0.31195547	0.999948201	1.307870713	1.166807851	1.373010389	1.689386051	NON	A1
MvSl-1064-A1-R4_MC02g03736	Auto	Auto	0.39483	0.0514	0.56239	0.12364	0.702057166	1375533	1377457	8.699443439	0.052672967	0.999948201	8.402928066	8.98900279	8.88526664	8.423730447	NON	A1
MvSl-1064-A1-R4_MC04-1g05597	Auto	Auto	0.69394	0.11732	0.99004	0.29762	0.700921104	720190	721616	8.641400069	-0.177812782	0.999948201	8.364337188	8.71400703	8.836886976	8.609187717	NON	A1
MvSl-1064-A1-R4_MC04-1g05558	Auto	Auto	0.00133	0.00094	0.0019	0.00187	0.69996316	625665	627129	7.812316038	-0.025414153	0.999948201	7.922030515	7.665743903	7.717231219	7.925187906	NON	A1
MvSl-1064-A1-R4_MC02g03743	Auto	Auto	1.00876	0.13525	1.44174	0.47291	0.69968228	1398360	1400692	4.063614143	0.267489756	0.999948201	4.440839915	3.890240353	3.389262049	4.315390879	NON	A1
MvSl-1064-A1-R4_MC05-1g06122	Auto	Auto	0.83058	0.10173	1.18732	0.30136	0.699541766	21644	23097	5.045284737	0.05475458	0.999948201	4.967478557	5.170073348	5.171717428	4.845514683	NON	A1
MvSl-1064-A1-R4_MC07g08233	Auto	Auto	0.00498	0.00353	0.00712	0.00715	0.699428379	1714866	1717550	2.927506853	0.0295749	0.999948201	2.916613683	2.967246242	2.895414232	2.930355222	NON	A1
MvSl-1064-A1-R4_MC08g08698	Auto	Auto	0.00923	0.00535	0.01321	0.00938	0.698707807	1133561	1134836	7.054143773	0.138887833	0.999948201	7.109832428	7.133919335	7.012967107	6.952678643	NON	A1
MvSl-1064-A1-R4_MC04-1g05516	Auto	Auto	0.0054	0.00383	0.00773	0.00776	0.698567936	539542	539928	5.151540749	0.151504185	0.999948201	5.113415567	5.329049918	5.125629082	5.020955823	NON	A1
MvSl-1064-A1-R4_MC11g10360	Auto	Auto	0.00869	0.00618	0.01244	0.01254	0.698547439	496257	498627	5.460272752	0.375037871	0.553798045	5.579940409	5.689417919	5.300097583	5.221852872	NON	A1
MvSl-1064-A1-R4_MC07g08189	Auto	Auto	1.06573	0.16579	1.5306	0.62473	0.696282458	1595200	1600441	5.219243219	-0.130670217	0.999948201	4.312379419	5.679373193	5.598888817	4.877018939	NON	A1
MvSl-1064-A1-R4_MC07g08062	Auto	Auto	0.04546	0.01401	0.06531	0.02243	0.696063855	1293604	1294766	4.682774123	-0.289066763	0.913840602	4.688675493	4.354332645	4.567702754	5.032992785	NON	A1
MvSl-1064-A1-R4_MC12g10794	Auto	Auto	0.00071	0.00049	0.00102	0.00096	0.696010195	152681	157088	8.541510545	-0.204685411	0.999948201	8.673721449	8.150143069	8.317635719	8.903615388	NON	A1
MvSl-1064-A1-R4_MC01-1g02310	Auto	Auto	0.93033	0.14123	1.33759	0.40783	0.695526978	981796	985305	5.652835976	-0.024399927	0.999948201	5.652997378	5.62807295	5.628274339	5.700686267	NON	A1
MvSl-1064-A1-R4_MC04-1g05972	Auto	Auto	0.00279	0.00198	0.00402	0.00404	0.694012587	1646897	1648808	5.351486868	0.49044563	0.448604395	5.269855045	5.82836449	5.228640281	4.929475495	NON	A1
MvSl-1064-A1-R4_MC03g04498	Auto	Auto	0.00308	0.00177	0.00444	0.00312	0.69367807	612357	615978	5.975743057	0.009489691	0.999948201	5.983439024	5.977521462	6.051506958	5.885744052	NON	A1
MvSl-1064-A1-R4_MC15g12106	Auto	Auto	0.00318	0.00183	0.00459	0.00323	0.692795364	242124	243883	7.115874822	-0.5112148	0.213519721	6.978105727	6.682326492	7.165621389	7.51096974	NON	A1
MvSl-1064-A1-R4_MC08g08798	Auto	Auto	0.0052	0.00193	0.00751	0.00298	0.6924009	1365392	1368518	4.487706537	0.095563427	0.999948201	4.293057277	4.741233608	4.537043733	4.334969222	NON	A1
MvSl-1064-A1-R4_MC04-1g05778	Auto	Auto	0.00662	0.00253	0.00957	0.0036	0.691737808	1202079	1204509	4.411761509	0.163668473	0.999948201	4.542520197	4.438418576	4.206028254	4.441158103	NON	A1
MvSl-1064-A1-R4_MC06g07468	Auto	Auto	0.00946	0.00477	0.01368	0.00694	0.691515413	1586548	1587521	7.335518345	0.006942055	0.999948201	7.355942565	7.32183503	7.306965341	7.35669918	NON	A1
MvSl-1064-A1-R4_MC13g11370	Auto	Auto	0.00195	0.00139	0.00282	0.00283	0.691464842	199002	201778	5.925799785	-0.165805577	0.999948201	5.939377582	5.734466477	5.805944645	6.181745445	NON	A1
MvSl-1064-A1-R4_MC13g11317	Auto	Auto	0.00237	0.00168	0.00343	0.00346	0.690941955	98287	100404	3.922501807	0.411665151	0.744358802	4.296942464	3.905093523	3.671787201	3.737207509	NON	A1
MvSl-1064-A1-R4_MC02g03379	Auto	Auto	0.00585	0.00413	0.00847	0.00846	0.690664809	554218	557475	1.999374742	0.053064607	0.999948201	1.944943367	2.101353244	2.19682445	1.709525438	NON	A1
MvSl-1064-A1-R4_MC01-1g02445	Auto	Auto	0.00236	0.00166	0.00342	0.00338	0.690038303	1302704	1302922	6.001652602	0.005547427	0.999948201	5.994247286	6.014518815	6.08078864	5.912052597	NON	A1
MvSl-1064-A1-R4_MC04-1g05793	Auto	Auto	0.02257	0.00992	0.03272	0.01763	0.689790068	1237345	1237580	4.331138916	-0.007545489	0.999948201	4.132744767	4.498415386	4.494157419	4.155751802	NON	A1
MvSl-1064-A1-R4_MC06g07510	Auto	Auto	0.00344	0.0014	0.00499	0.00248	0.689364943	1690395	1690741	7.311479471	0.044677347	0.999948201	7.364761214	7.301864325	7.220589773	7.354302767	NON	A1
MvSl-1064-A1-R4_MC03g04489	Auto	Auto	0.0056	0.00398	0.00813	0.00823	0.688798416	596672	597765	2.094559476	-0.962353197	0.315947457	1.708726229	1.351650818	1.806008355	2.938910297	NON	A1
MvSl-1064-A1-R4_MC01-1g02326	Auto	Auto	0.00386	0.00104	0.00561	0.00083	0.688044776	1018630	1020127	7.599748909	0.063544835	0.999948201	7.809245518	7.428061712	7.442848325	7.682521998	NON	A1
MvSl-1064-A1-R4_MC09-2g09396	Auto	Auto	0.00207	0.00145	0.00301	0.00297	0.687684795	1214893	1216040	7.513271138	-0.048252972	0.999948201	7.592443272	7.377479925	7.486534504	7.586079103	NON	A1
MvSl-1064-A1-R4_MC07g07828	Auto	Auto	0.29987	0.04768	0.43611	0.10264	0.687601594	709534	712504	4.923840115	0.003999547	0.999948201	5.043448353	4.798040613	4.847581776	4.992472757	NON	A1
MvSl-1064-A1-R4_A1g00053	PAR	PAR	0.0122	0.0055	0.01775	0.01038	0.687320071	108409	108819	6.558249881	0.092697131	0.999948201	6.499759321	6.700887876	6.607541516	6.408105154	NON	A1
MvSl-1064-A1-R4_MC02g03546	Auto	Auto	0.00867	0.00573	0.01262	0.01093	0.686999311	916381	917322	6.130732346	0.32140439	0.832332494	5.977399261	6.534141932	6.244135154	5.609850296	NON	A1
MvSl-1064-A1-R4_MC10-2g10045	Auto	Auto	0.00488	0.00217	0.00712	0.00406	0.685383632	583323	583724	10.23420975	-0.180390806	0.999948201	10.47866882	9.69988939	10.03682358	10.5592818	NON	A1
MvSl-1064-A1-R4_MC07g07887	Auto	Auto	0.00933	0.00512	0.01362	0.01019	0.685016997	850323	853298	2.541668869	-0.319548834	0.999948201	2.147870734	2.567520039	3.099945399	2.108794187	NON	A1
MvSl-1064-A1-R4_MC01-1g02356	Auto	Auto	0.01629	0.00801	0.02387	0.01629	0.682443727	1083933	1084786	5.192716737	0.111903541	0.999948201	5.163218455	5.327213011	5.164441519	5.106979715	NON	A1
MvSl-1064-A1-R4_MC08g08766	Auto	Auto	0.00618	0.00418	0.00907	0.00823	0.681359632	1284543	1285151	6.39336368	0.141452428	0.999948201	6.21153175	6.675845351	6.444402508	6.186243646	NON	A1
MvSl-1064-A1-R4_MC04-1g06036	Auto	Auto	0.0057	0.00569	0.00839	0.0084	0.679372117	1800266	1801278	4.395449795	-0.118734696	0.999948201	4.398072574	4.268873817	4.338000728	4.559611626	NON	A1
MvSl-1064-A1-R4_MC12g10828	Auto	Auto	0.04303	0.0142	0.06336	0.02967	0.679134029	237181	242991	2.605724316	-0.207534488	0.999948201	2.778940932	2.152042229	2.225075556	3.061497786	NON	A1
MvSl-1064-A1-R4_MC13g11664	Auto	Auto	0.26349	0.03331	0.38897	0.08228	0.677404253	897254	900204	7.116703188	0.453614015	0.403838488	7.050658779	7.556699619	6.998207361	6.734779639	NON	A1
MvSl-1064-A1-R4_MC06g07393	Auto	Auto	0.03175	0.01101	0.04704	0.021	0.674956048	1412673	1413143	7.416135067	0.176462067	0.999948201	7.05525366	7.842038951	7.680403589	6.853223557	NON	A1
MvSl-1064-A1-R4_MC12g10938	Auto	Auto	0.00288	0.00166	0.00427	0.00303	0.674457273	505365	506762	3.827263552	0.186656178	0.999948201	3.850305055	3.981826756	3.603484165	3.85036753	NON	A1
MvSl-1064-A1-R4_MC09-2g09302	Auto	Auto	0.00608	0.00361	0.00902	0.00574	0.674050177	974646	978811	6.053885353	0.584984129	0.214582913	5.964022101	6.600282441	5.889955733	5.556645367	NON	A1
MvSl-1064-A1-R4_MC05-2g06324	Auto	Auto	0.00405	0.00293	0.00602	0.0042	0.6727463	198100	200113	6.397568144	-0.074697734	0.999948201	6.451774518	6.261503906	6.420932911	6.447609857	NON	A1
MvSl-1064-A1-R4_MC02g03688	Auto	Auto	0.10478	0.0317	0.15577	0.069	0.672657975	1271764	1271913	7.753483629	-0.125487777	0.999948201	7.647113029	7.73041303	7.918778452	7.702756763	NON	A1
MvSl-1064-A1-R4_MC01-2g03137	Auto	Auto	0.00589	0.0036	0.00876	0.00617	0.672366754	2985415	2985567	6.080849437	0.104583691	0.999948201	6.21153175	6.048362776	5.891058174	6.152620001	NON	A1
MvSl-1064-A1-R4_MC09-2g09556	Auto	Auto	0.00443	0.00256	0.00659	0.00466	0.672220452	1589632	1590186	5.664834568	0.348264475	0.603491436	5.843019334	5.814007819	5.49540914	5.466325319	NON	A1
MvSl-1064-A1-R4_MC08g08849	Auto	Auto	0.00371	0.00141	0.00552	0.00278	0.672089274	1516203	1518284	6.528888033	0.039345353	0.999948201	6.591981826	6.503563177	6.543079983	6.474339067	NON	A1
MvSl-1064-A1-R4_MC15g12015	Auto	Auto	0.00207	0.00095	0.00308	0.00147	0.672056102	2704	5072	9.17884048	0.329162976	0.844210755	9.305910397	9.361674641	9.075469631	8.930809702	NON	A1
MvSl-1064-A1-R4_MC04-1g05939	Auto	Auto	0.01225	0.0074	0.01825	0.01301	0.671229199	1566706	1567641	6.1283141	0.385516963	0.42129794	6.300335949	6.316240438	6.005421331	5.836229195	NON	A1
MvSl-1064-A1-R4_MC07g08193	Auto	Auto	0.26451	0.05183	0.39534	0.12954	0.669069492	1607633	1608491	5.015501449	-0.161530814	0.999948201	4.925431263	4.939422728	5.116232061	5.07046049	NON	A1
MvSl-1064-A1-R4_MC01-1g02665	Auto	Auto	0.00299	0.00209	0.00447	0.00435	0.668888839	1825173	1827009	8.622994784	-0.10728431	0.999948201	8.675774356	8.452303802	8.708481546	8.641977137	NON	A1
MvSl-1064-A1-R4_MC01-1g01726	Auto	Auto	0.00301	0.00152	0.0045	0.00262	0.668874025	50663	51012	6.738474407	-0.000994991	0.999948201	6.766044244	6.709374783	6.759535423	6.718101874	NON	A1
MvSl-1064-A1-R4_MC01-1g01743	Auto	Auto	0.79915	0.09625	1.19477	0.30779	0.668873451	64173	65414	6.183435235	-0.087544688	0.999948201	6.075656704	6.199596993	6.362520544	6.076156015	NON	A1
MvSl-1064-A1-R4_MC09-2g09415	Auto	Auto	0.75018	0.12842	1.12289	0.34038	0.668079628	1267622	1269251	4.106471554	0.040872101	0.999948201	4.019740866	4.226140736	4.041027836	4.129832432	NON	A1
MvSl-1064-A1-R4_MC03g04878	Auto	Auto	0.01249	0.00316	0.01871	0.00601	0.667553888	1530511	1536809	0.679309879	-1.236357185	0.154427937	-0.451579696	0.28942985	1.064509097	1.184658705	NON	A1
MvSl-1064-A1-R4_MC04-1g05717	Auto	Auto	0.0013	0.00065	0.00195	0.00137	0.66663248	1030197	1032404	5.827012736	0.116980677	0.999948201	5.864122687	5.904253809	5.727886083	5.806151153	NON	A1
MvSl-1064-A1-R4_MC17g12225	Auto	Auto	0.00605	0.00353	0.00911	0.00655	0.664098089	28187	29703	7.182722694	-0.084275987	0.999948201	7.067246052	7.209156866	7.287840752	7.157605361	NON	A1
MvSl-1064-A1-R4_MC04-1g05583	Auto	Auto	0.0133	0.00567	0.02004	0.00572	0.663669343	687809	689278	2.194777036	0.070628703	0.999948201	2.601820333	1.730870221	2.225075556	2.093549477	NON	A1
MvSl-1064-A1-R4_MC01-1g02232	Auto	Auto	0.01895	0.00728	0.02861	0.0115	0.662353505	800709	803695	0.911560251	-0.315543805	0.999948201	0.557130509	0.916169717	1.268301815	0.789971317	NON	A1
MvSl-1064-A1-R4_MC01-1g02349	Auto	Auto	0.00714	0.00262	0.01078	0.00415	0.662331518	1067438	1069937	7.740475585	-0.146137234	0.999948201	7.734579619	7.593079549	7.67753137	7.934308499	NON	A1
MvSl-1064-A1-R4_MC09-2g09186	Auto	Auto	0.00634	0.00368	0.00958	0.00979	0.661788499	684272	686005	3.460683303	0.17779842	0.999948201	3.272812009	3.776377109	3.351316996	3.389467002	NON	A1
MvSl-1064-A1-R4_MC02g04206	Auto	Auto	0.00568	0.00402	0.00861	0.00862	0.659690364	2492649	2493498	1.382745705	-1.302755265	0.037085981	0.608055998	0.612638576	1.768108815	1.948573304	Down	A1
MvSl-1064-A1-R4_MC05-1g06222	Auto	Auto	0.00728	0	0.01104	0	0.659414317	113532	114952	6.551719276	-0.020687989	0.999948201	6.568870573	6.513289827	6.485125073	6.634986735	NON	A1
MvSl-1064-A1-R4_MC12g11129	Auto	Auto	0.24135	0.03253	0.36611	0.08624	0.659227921	985207	991308	5.375023986	-0.029234651	0.999948201	4.998825299	5.648812456	5.546678109	5.213062749	NON	A1
MvSl-1064-A1-R4_MC02g03489	Auto	Auto	0.00715	0.00412	0.01086	0.00627	0.658373311	796532	799982	8.349740957	0.433892705	0.634498296	8.264947514	8.788658584	8.295117803	7.913027187	NON	A1
MvSl-1064-A1-R4_MC11g10695	Auto	Auto	0.00283	0.00163	0.0043	0.00426	0.65812423	1331312	1332641	10.3804685	0.099888257	0.999948201	10.47588678	10.38167549	10.21609049	10.43495289	NON	A1
MvSl-1064-A1-R4_MC03g04852	Auto	Auto	0.25224	0.04429	0.38448	0.10507	0.656054761	1466539	1468340	6.21339935	-0.082810828	0.999948201	5.988252696	6.333729048	6.380686401	6.115366342	NON	A1
MvSl-1064-A1-R4_MC06g07482	Auto	Auto	0.53554	0.06581	0.81663	0.16075	0.655792629	1621156	1622824	6.934328634	0.0339617	0.999948201	6.736309054	7.138116431	7.05734378	6.7621545	NON	A1
MvSl-1064-A1-R4_MC14g11949	Auto	Auto	0.1434	0.03075	0.21868	0.07184	0.655752398	522775	526162	5.624991629	0.022516119	0.999948201	5.456847307	5.795526605	5.776419806	5.430373544	NON	A1
MvSl-1064-A1-R4_MC06g06924	Auto	Auto	0.00156	0.00064	0.00238	0.001	0.655434646	203306	204014	7.263524232	0.134445491	0.999948201	7.453588921	7.193109448	7.02657451	7.345481704	NON	A1
MvSl-1064-A1-R4_A1g01272	Black	OldStrata	0.16406	0.03915	0.25049	0.11647	0.654956024	2573298	2575010	9.234925229	-0.127223861	0.999948201	8.90099254	9.39647239	9.542031248	9.001938313	NON	A1
MvSl-1064-A1-R4_MC03g04673	Auto	Auto	0.00087	0.00062	0.00133	0.00137	0.654086159	1022916	1026474	8.796347647	-0.229124856	0.978970856	8.826847798	8.510321702	8.807994947	8.998361636	NON	A1
MvSl-1064-A1-R4_MC01-1g02045	Auto	Auto	0.70655	0.09975	1.08107	0.28347	0.653565389	438290	439102	5.585458943	-0.025865237	0.999948201	6.023852211	4.912723096	5.310022863	5.838517124	NON	A1
MvSl-1064-A1-R4_MC02g03649	Auto	Auto	0.02823	0.01021	0.04329	0.01645	0.652112146	1188735	1189265	3.683178097	-0.252087154	0.999948201	3.140689803	3.870195215	4.05683242	3.491855798	NON	A1
MvSl-1064-A1-R4_MC02g04056	Auto	Auto	0.07889	0.01815	0.12099	0.03446	0.65203682	2117997	2118939	6.580995604	0.092664895	0.999948201	6.483657008	6.756546422	6.646577908	6.411951037	NON	A1
MvSl-1064-A1-R4_MC02g03702	Auto	Auto	0.0067	0.00341	0.01028	0.00595	0.651744633	1305314	1305730	4.455179096	0.025341846	0.999948201	4.519427741	4.414395633	4.36998113	4.511671213	NON	A1
MvSl-1064-A1-R4_MC03g04320	Auto	Auto	0.00363	0.00363	0.00557	0.00558	0.651693865	177974	179242	4.906292534	0.475274731	0.432527161	5.003587989	5.236172276	4.709427776	4.589804011	NON	A1
MvSl-1064-A1-R4_MC07g07970	Auto	Auto	0.56769	0.12075	0.87131	0.32463	0.651536118	1064564	1065718	10.17179173	-0.206669204	0.999948201	9.834399987	10.26334179	10.467771	10.0440484	NON	A1
MvSl-1064-A1-R4_MC03g04794	Auto	Auto	0.72455	0.12339	1.11339	0.35954	0.650760232	1334194	1338318	7.307876104	0.205731215	0.935935113	7.297995836	7.508477697	7.276496231	7.122360919	NON	A1
MvSl-1064-A1-R4_MC05-2g06435	Auto	Auto	0.0045	0.00261	0.00692	0.00401	0.65027962	280577	280846	5.442883966	0.059889808	0.999948201	4.834801462	5.912853049	5.658368731	5.116438349	NON	A1
MvSl-1064-A1-R4_MC09-2g09458	Auto	Auto	0.0073	0.00363	0.01123	0.00906	0.650038735	1379520	1380922	4.715087535	0.562142999	0.30863717	4.740949355	5.165968331	4.36998113	4.44716763	NON	A1
MvSl-1064-A1-R4_MC10-1g09600	Auto	Auto	0.00489	0.0022	0.00753	0.00338	0.649393766	36452	38265	6.32291971	-0.092233861	0.999948201	6.31573683	6.235296965	6.330372474	6.405021049	NON	A1
MvSl-1064-A1-R4_MC05-1g06228	Auto	Auto	0.00326	0.00139	0.00502	0.00236	0.649389454	119018	120135	6.87926718	-0.058862172	0.999948201	6.916306191	6.779566184	6.899224696	6.917399726	NON	A1
MvSl-1064-A1-R4_MC01-2g03153	Auto	Auto	0.00275	0.00275	0.00425	0.00427	0.647043599	3045216	3050255	4.024160337	-0.042675893	0.999948201	4.132744767	3.860067227	3.656309538	4.351083966	NON	A1
MvSl-1064-A1-R4_MC09-2g09092	Auto	Auto	0.0095	0.00426	0.01471	0.0067	0.64581478	429935	430540	4.545368946	-0.301087039	0.885854954	4.50941669	4.253480569	4.479573922	4.868087703	NON	A1
MvSl-1064-A1-R4_MC04-1g06003	Auto	Auto	0.00696	0.00311	0.01078	0.00622	0.645634085	1710051	1710215	3.257781959	0.249391694	0.999948201	3.371909693	3.382533999	3.331963532	2.895618404	NON	A1
MvSl-1064-A1-R4_MC01-1g02653	Auto	Auto	0.93795	0.18225	1.45522	0.69159	0.644541674	1799921	1802713	3.061304709	-0.200955266	0.999948201	2.975979006	2.938657068	3.107553085	3.203171528	NON	A1
MvSl-1064-A1-R4_A1g01494	PAR	PAR	0.00568	0.00172	0.00882	0.00362	0.643983628	3345781	3348549	6.254357338	-0.077778718	0.999948201	6.326230366	6.094448886	6.084648343	6.474339067	NON	A1
MvSl-1064-A1-R4_MC12g10814	Auto	Auto	0.00718	0.00324	0.01115	0.00565	0.643940413	200216	201090	5.856679182	-0.134683728	0.999948201	5.715292386	5.85665621	5.91293191	5.931473875	NON	A1
MvSl-1064-A1-R4_MC03g04627	Auto	Auto	0.07608	0.0222	0.11832	0.04651	0.643001485	909061	910260	6.097785206	-0.350200082	0.593097692	5.728298417	6.074877684	6.194098643	6.32650974	NON	A1
MvSl-1064-A1-R4_MC07g07557	Auto	Auto	0.09431	0.02198	0.1467	0.04789	0.642876181	57539	59325	5.728246193	-0.197977194	0.962085862	5.708015825	5.538827254	5.925898712	5.713208255	NON	A1
MvSl-1064-A1-R4_MC02g04111	Auto	Auto	0.19112	0.02765	0.29731	0.06436	0.642830499	2263929	2264953	7.269976296	0.212832313	0.921693388	7.351746422	7.392929351	7.255677373	7.057059388	NON	A1
MvSl-1064-A1-R4_MC06g07326	Auto	Auto	0.00269	0.0012	0.00419	0.00242	0.641989451	1260935	1263229	6.718858794	-0.026263301	0.999948201	6.691262777	6.719913688	6.767361006	6.695560642	NON	A1
MvSl-1064-A1-R4_MC09-2g09212	Auto	Auto	0.00156	0.0011	0.00243	0.00242	0.641948891	745720	746885	4.740581095	0.190424992	0.999948201	5.231799291	4.280311918	4.517188659	4.758782043	NON	A1
MvSl-1064-A1-R4_MC08g08572	Auto	Auto	0.00798	0.0051	0.01245	0.00992	0.640958707	828204	831405	4.951883163	-0.074163249	0.999948201	4.932940982	4.895471489	5.006578339	4.969691907	NON	A1
MvSl-1064-A1-R4_MC09-2g08949	Auto	Auto	0.00953	0.00678	0.01487	0.01496	0.640883383	106938	107973	4.496255761	-0.095429403	0.999948201	4.628281702	4.241826881	4.416660569	4.65875215	NON	A1
MvSl-1064-A1-R4_MC04-1g05744	Auto	Auto	0.00442	0.00313	0.00691	0.00696	0.639643421	1105888	1106877	5.29678562	-0.650199004	0.071497547	4.962594951	4.90781508	5.496858158	5.666323751	NON	A1
MvSl-1064-A1-R4_MC09-2g09318	Auto	Auto	0.0017	0.00118	0.00266	0.00259	0.639073719	1015469	1018279	7.240739377	-0.059333585	0.999948201	7.366610922	7.03610497	7.136634345	7.392175751	NON	A1
