gene	youngold		dn	dnse	ds	dsse	dnds	start	end	logCPM	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	haploid 
MvSl-1064-A1-R4_MC11g10247	Auto	Auto	0.00379	0.00381	0.00004	0.00045	94.5137	222331	224365	6.756741326	0.04084226	0.999948201	6.817664716	6.735232807	6.760742125	6.711251565	NON	A1
MvSl-1064-A1-R4_MC11g10251	Auto	Auto	0.00245	0.00093	0.01214	0.00403	0.201811	227427	227917	6.534241222	-0.135456724	0.999948201	6.390367627	6.535733526	6.642001318	6.557245133	NON	A1
MvSl-1064-A1-R4_MC11g10252	Auto	Auto	0.00589	0.00421	0.02233	0.01605	0.26377	229072	231316	2.743602425	-0.259562855	0.999948201	2.936674776	2.184871749	2.604220918	3.084813112	NON	A1
MvSl-1064-A1-R4_MC11g10260	Auto	Auto	0.00466	0.00466	0.01099	0.01101	0.424018	242804	244837	4.237028855	0.121389882	0.999948201	4.188185333	4.396988131	4.30859942	4.029265367	NON	A1
MvSl-1064-A1-R4_MC11g10270	Auto	Auto	0.0059	0.00264	0.00784	0.00452	0.752541	257655	263242	4.869937081	0.143786052	0.999948201	5.352445417	4.361530051	4.479573922	5.056769547	NON	A1
MvSl-1064-A1-R4_MC11g10280	Auto	Auto	0.00069	0.00062	0.01687	0.00364	0.0409008	282495	284618	7.345306183	-0.159352137	0.999948201	6.972043547	7.505638059	7.527873889	7.309235646	NON	A1
MvSl-1064-A1-R4_MC11g10293	Auto	Auto	0.00962	0.00483	0.01411	0.01002	0.681781	311208	313451	5.503819068	0.122418796	0.999948201	5.499618123	5.625085675	5.596187487	5.268415674	NON	A1
MvSl-1064-A1-R4_MC11g10295	Auto	Auto	0.00199	0.00195	0.00651	0.00638	0.305679	315681	317856	6.929832405	0.122314384	0.999948201	7.095962028	6.875070909	6.892634872	6.841864306	NON	A1
MvSl-1064-A1-R4_MC11g10304	Auto	Auto	0.00295	0.00132	0.00832	0.00341	0.354563	348779	349204	6.248478271	-0.068300714	0.999948201	6.295489262	6.127544719	6.372026915	6.186243646	NON	A1
MvSl-1064-A1-R4_MC11g10305	Auto	Auto	0.0071	0.00412	0.02335	0.01179	0.304067	350171	350565	6.062242651	-0.046543085	0.999948201	6.214615899	5.838716695	5.995204892	6.169984057	NON	A1
MvSl-1064-A1-R4_MC11g10308	Auto	Auto	0	0	0.00432	0	0	355491	355826	6.984308696	-0.028144806	0.999948201	6.799293403	7.12284351	7.147745812	6.831563944	NON	A1
MvSl-1064-A1-R4_MC11g10311	Auto	Auto	0.00305	0.00215	0.0038	0.00379	0.80261	357965	358742	7.301267485	-0.092647236	0.999948201	7.394075681	7.099357578	7.391579575	7.300548764	NON	A1
MvSl-1064-A1-R4_MC11g10323	Auto	Auto	0.00001	0	0.00652	0.00031	0.00153372	395275	395941	5.358469994	-0.002154524	0.999948201	5.312700931	5.400671819	5.402602891	5.315166377	NON	A1
MvSl-1064-A1-R4_MC11g10324	Auto	Auto	0.0035	0.00352	0.02728	0.01592	0.128299	396265	398470	4.819824074	0.02965238	0.999948201	4.735233808	4.927347751	4.933555773	4.66392184	NON	A1
MvSl-1064-A1-R4_MC11g10327	Auto	Auto	0	0	0	0	0	406527	407230	6.996615973	-0.058267677	0.999948201	6.991353529	6.9426167	7.219712525	6.800800906	NON	A1
MvSl-1064-A1-R4_MC11g10328	Auto	Auto	0.00001	0	0.0103	0	0.000970864	407357	408007	7.141786017	0.022634432	0.999948201	7.105962139	7.198645905	7.213116103	7.042744061	NON	A1
MvSl-1064-A1-R4_MC11g10332	Auto	Auto	0.00655	0.00294	0.00806	0.00467	0.812645	413049	415809	6.501596372	-0.027412769	0.999948201	6.478534501	6.497042119	6.563967408	6.46474388	NON	A1
MvSl-1064-A1-R4_MC11g10334	Auto	Auto	0.0104	0.00279	0.01397	0.00468	0.744447	416544	418506	6.412651463	-0.127812957	0.999948201	6.491306827	6.187497953	6.330372474	6.606406219	NON	A1
MvSl-1064-A1-R4_MC11g10336	Auto	Auto	0.00231	0.00162	0.00288	0.00285	0.802055	421333	421740	5.328040434	-0.098462186	0.999948201	5.324168662	5.23028687	5.285080445	5.461880038	NON	A1
MvSl-1064-A1-R4_MC11g10352	Auto	Auto	0.00764	0.00442	0.00008	0.00025	95.3808	470305	473195	7.842044435	-0.106384357	0.999948201	7.530266483	8.006310692	7.896719452	7.891702694	NON	A1
MvSl-1064-A1-R4_MC11g10354	Auto	Auto	0.00342	0.00338	0.00758	0.00752	0.451181	477769	480112	6.512265282	0.05438397	0.999948201	6.744867544	6.299474407	6.508299802	6.461036364	NON	A1
MvSl-1064-A1-R4_MC11g10356	Auto	Auto	0.00444	0.00318	0.04852	0.02019	0.0915085	484809	488305	6.826339945	-0.038580829	0.999948201	6.833131924	6.780237707	6.820404272	6.870096477	NON	A1
MvSl-1064-A1-R4_MC11g10373	Auto	Auto	0.00537	0.00204	0.00914	0.00412	0.587521	535207	536036	6.433122232	-0.075306332	0.999948201	6.487911915	6.295722013	6.453385988	6.486791093	NON	A1
MvSl-1064-A1-R4_MC11g10374	Auto	Auto	0.00002	0	0.02207	0.00175	0.000906203	536673	539120	6.607412345	0.175178982	0.999948201	6.205343601	7.055651002	6.716652105	6.286010648	NON	A1
MvSl-1064-A1-R4_MC11g10381	Auto	Auto	0.00001	0	0.01016	0	0.000984242	566417	566773	5.14317128	-0.162646821	0.999948201	5.135280551	4.979737747	5.21813692	5.22535398	NON	A1
MvSl-1064-A1-R4_MC11g10388	Auto	Auto	0.00822	0.00414	0.00008	0.00042	102.622	586334	587108	4.422422783	0.08215759	0.999948201	4.171352488	4.704912447	4.621830093	4.091977826	NON	A1
MvSl-1064-A1-R4_MC11g10392	Auto	Auto	0.00001	0	0.00661	0.00071	0.00151284	591246	592186	5.596674159	-0.092920968	0.999948201	5.58947543	5.5083487	5.680215762	5.603137806	NON	A1
MvSl-1064-A1-R4_MC11g10396	Auto	Auto	0	0	0.00001	0	0	597526	598953	8.907640067	0.093563222	0.999948201	8.95777344	8.949546611	8.812802169	8.905935352	NON	A1
MvSl-1064-A1-R4_MC11g10401	Auto	Auto	0.01233	0.00466	0.00649	0.00447	1.89982	607907	608940	6.340796671	-0.133144872	0.999948201	6.22178671	6.321786094	6.554953296	6.239155733	NON	A1
MvSl-1064-A1-R4_MC11g10406	Auto	Auto	0.0051	0.00229	0.01113	0.00563	0.458217	618602	621913	6.972888527	0.003897802	0.999948201	6.973258023	6.976412041	6.941340129	6.999947962	NON	A1
MvSl-1064-A1-R4_MC11g10410	Auto	Auto	0.00584	0.0026	0.0028	0.00272	2.08564	634144	634476	4.111005375	-0.199144747	0.999948201	4.304681588	3.635041639	3.741898668	4.556835271	NON	A1
MvSl-1064-A1-R4_MC11g10416	Auto	Auto	0.013	0.00759	0.00013	0.00111	99.9231	649882	651812	4.923460311	-0.024940207	0.999948201	4.871739345	4.949010466	4.907643712	4.963416005	NON	A1
MvSl-1064-A1-R4_MC11g10421	Auto	Auto	0.00513	0.00256	0.01269	0.00636	0.404252	662933	664265	6.189442552	0.069518158	0.999948201	6.263086155	6.183442286	6.136698001	6.171799754	NON	A1
MvSl-1064-A1-R4_MC11g10424	Auto	Auto	0.00766	0.00441	0.00535	0.00524	1.43175	668606	670940	6.848867972	-0.130848816	0.999948201	6.810887773	6.752445706	6.845643534	6.976766564	NON	A1
MvSl-1064-A1-R4_MC11g10426	Auto	Auto	0.00445	0.00258	0.01854	0.00935	0.24002	672954	673790	7.131312056	0.012460714	0.999948201	7.210073496	7.061187285	7.118393672	7.13171957	NON	A1
MvSl-1064-A1-R4_MC11g10433	Auto	Auto	0.00378	0.00379	0.00715	0.00718	0.528664	688699	690197	7.628324772	0.011440643	0.999948201	7.442231923	7.803250932	7.736065477	7.499448674	NON	A1
MvSl-1064-A1-R4_MC11g10443	Auto	Auto	0.00342	0.00198	0.00975	0.00566	0.350766	710940	714453	5.071299266	0.11544443	0.999948201	5.150391231	5.105094408	5.093426294	4.927327465	NON	A1
MvSl-1064-A1-R4_MC11g10447	Auto	Auto	0.00369	0.00213	0.00518	0.00367	0.712341	720330	723248	0.198045466	-0.303582552	0.999948201	-0.006416232	0.095869339	0.129830326	0.497407017	NON	A1
MvSl-1064-A1-R4_MC11g10453	Auto	Auto	0.0052	0.00302	0.00005	0.00093	103.792	734379	736597	8.289883396	0.06917413	0.999948201	8.589905545	7.997963728	8.092957195	8.400496708	NON	A1
MvSl-1064-A1-R4_MC11g10455	Auto	Auto	0.00587	0.0024	0.0103	0.00518	0.569897	738826	740641	4.290239416	-0.010557854	0.999948201	4.029114147	4.501676497	4.449957084	4.122340555	NON	A1
MvSl-1064-A1-R4_MC11g10457	Auto	Auto	0.00353	0.00353	0.00004	0.00015	88.0299	743416	743734	1.096910076	0.233891685	0.999948201	1.39744767	0.992331312	0.789776042	1.155592611	NON	A1
MvSl-1064-A1-R4_MC11g10459	Auto	Auto	0.0049	0.00199	0.00378	0.00262	1.29626	745786	749930	6.849945139	0.049334867	0.999948201	6.740594645	6.996777972	6.952999889	6.684792494	NON	A1
MvSl-1064-A1-R4_MC11g10463	Auto	Auto	0.00414	0.00295	0.01461	0.00852	0.283366	758116	759642	5.988462679	0.036913688	0.999948201	5.88492179	6.119076273	6.107592192	5.81779396	NON	A1
MvSl-1064-A1-R4_MC11g10474	Auto	Auto	0.00533	0.00169	0.01363	0.00413	0.391046	782841	783597	7.588446759	-0.174236229	0.999948201	7.680583959	7.290596491	7.571160043	7.767826813	NON	A1
MvSl-1064-A1-R4_MC11g10477	Auto	Auto	0.00233	0.00234	0.00566	0.00568	0.411654	787870	789366	0.093643567	0.058115896	0.999948201	0.504341425	-0.392490783	-0.451044639	0.450312356	NON	A1
MvSl-1064-A1-R4_MC11g10491	Auto	Auto	0.00254	0.0018	0.00674	0.00479	0.376849	817350	818143	5.498869916	-0.067353091	0.999948201	5.416345842	5.51158746	5.549473659	5.514340215	NON	A1
MvSl-1064-A1-R4_MC11g10497	Auto	Auto	0	0	0.00001	0	0	833371	837664	11.63290143	-0.073864692	0.999948201	12.05824669	10.91010568	11.04002202	12.1060845	NON	A1
MvSl-1064-A1-R4_MC11g10501	Auto	Auto	0.00562	0.00326	0.00006	0.00035	93.5108	852276	856226	3.629366004	0.127220536	0.999948201	3.927519054	3.410562811	3.357710884	3.746984	NON	A1
MvSl-1064-A1-R4_MC11g10506	Auto	Auto	0.00692	0.00345	0.01192	0.00829	0.580532	868154	868867	4.507829692	0.166579232	0.999948201	4.475535728	4.693550211	4.505718997	4.334969222	NON	A1
MvSl-1064-A1-R4_MC11g10507	Auto	Auto	0.00363	0.0021	0.0054	0.00547	0.67221	872160	872744	4.635381222	-0.108340501	0.999948201	4.408883851	4.732932596	4.706925863	4.66907307	NON	A1
MvSl-1064-A1-R4_MC11g10511	Auto	Auto	0.00258	0.00129	0.0123	0.00505	0.209754	882326	882690	7.269772971	0.002004001	0.999948201	7.264658013	7.276862721	7.302000708	7.234760416	NON	A1
MvSl-1064-A1-R4_MC11g10535	Auto	Auto	0.00905	0.00643	0.00904	0.00907	1.0011	939587	942983	6.63902948	-0.066648559	0.999948201	6.520676406	6.685197679	6.739477721	6.601025875	NON	A1
MvSl-1064-A1-R4_MC11g10537	Auto	Auto	0.02371	0.00974	0.00902	0.00895	2.62857	946941	947303	6.526415691	0.085688295	0.999948201	6.481098028	6.651094867	6.438382293	6.526356186	NON	A1
MvSl-1064-A1-R4_MC11g10538	Auto	Auto	0.00073	0.00073	0.00424	0.00301	0.172166	948464	952451	7.157662774	0.119171063	0.999948201	7.297511113	7.129709994	6.981226031	7.204036878	NON	A1
MvSl-1064-A1-R4_MC11g10545	Auto	Auto	0.00001	0	0.01505	0.00072	0.000664447	976602	978972	7.142082656	-0.03476946	0.999948201	7.176197693	7.071099371	7.147745812	7.170830157	NON	A1
MvSl-1064-A1-R4_MC11g10546	Auto	Auto	0.00144	0.00144	0.00001	0.00005	142.574	979265	980114	5.002748249	0.195566762	0.999948201	5.031838604	5.15978882	5.11434529	4.653563869	NON	A1
MvSl-1064-A1-R4_MC11g10547	Auto	Auto	0.00724	0.00325	0.01142	0.00663	0.63397	980226	980612	7.900222333	-0.071319214	0.999948201	7.899848578	7.827493556	7.898639156	7.971267932	NON	A1
MvSl-1064-A1-R4_MC11g10552	Auto	Auto	0.00423	0.00245	0.01615	0.00813	0.261918	985137	987292	7.605192953	0.180378614	0.999948201	7.341907694	7.974390677	7.794380676	7.161265705	NON	A1
MvSl-1064-A1-R4_MC11g10553	Auto	Auto	0.00733	0.0052	0.00007	0.00023	104.565	989147	993328	4.568832387	-0.009063364	0.999948201	4.697520397	4.41785207	4.491252489	4.650962715	NON	A1
MvSl-1064-A1-R4_MC11g10560	Auto	Auto	0.00804	0.00469	0.00501	0.00509	1.60476	1001817	1003534	6.473057117	-0.045151547	0.999948201	6.423620601	6.476471735	6.552865093	6.435569373	NON	A1
MvSl-1064-A1-R4_MC11g10562	Auto	Auto	0	0.00905	0.00001	0.02257	0	1009432	1010174	1.432937643	-0.029692949	0.999948201	1.50883821	1.322441863	1.422646186	1.470830551	NON	A1
MvSl-1064-A1-R4_MC11g10563	Auto	Auto	0.00002	0	0.01707	0	0.00117164	1010236	1012246	3.79390064	0.007843548	0.999948201	4.010306288	3.549394397	3.52043224	4.017197135	NON	A1
MvSl-1064-A1-R4_MC11g10579	Auto	Auto	0.00452	0.00454	0.00733	0.0074	0.616636	1051956	1052279	7.214572991	0.095344462	0.999948201	7.205946839	7.314899858	7.137099036	7.194690765	NON	A1
MvSl-1064-A1-R4_MC11g10589	Auto	Auto	0.00321	0.00326	0.01593	0.01148	0.201505	1075327	1075626	5.983925953	0.088058246	0.999948201	5.759605894	6.252821047	6.186935016	5.640331743	NON	A1
MvSl-1064-A1-R4_MC11g10590	Auto	Auto	0.00654	0.0019	0.01285	0.00432	0.508945	1077263	1077753	6.940511137	-0.079193824	0.999948201	6.788985118	7.003694915	7.070540877	6.882345727	NON	A1
MvSl-1064-A1-R4_MC11g10593	Auto	Auto	0	0	0.00001	0	0	1081456	1081871	5.847155592	0.08595355	0.999948201	5.749717924	6.016799948	5.872201133	5.731789779	NON	A1
MvSl-1064-A1-R4_MC11g10606	Auto	Auto	0	0	0.00001	0	0	1104547	1107363	9.663280329	-0.098072713	0.999948201	9.871755094	9.298507067	9.572070146	9.838584998	NON	A1
MvSl-1064-A1-R4_MC11g10608	Auto	Auto	0	0.00187	0.00001	0.00343	0	1108752	1110309	8.595177247	0.054595667	0.999948201	8.910374836	8.261820875	8.353068948	8.754388786	NON	A1
MvSl-1064-A1-R4_MC11g10614	Auto	Auto	0.00354	0.00157	0.00186	0.00177	1.90312	1130938	1132475	5.574158151	0.093096671	0.999948201	5.62236031	5.617590312	5.573019636	5.479579566	NON	A1
MvSl-1064-A1-R4_MC11g10620	Auto	Auto	0.0058	0.00413	0.00752	0.00758	0.771266	1139725	1141353	4.703732078	-0.087507343	0.999948201	5.020134669	4.178032267	4.824686351	4.66392184	NON	A1
MvSl-1064-A1-R4_MC11g10641	Auto	Auto	0.00206	0.00146	0.01319	0.00936	0.156178	1207136	1213124	9.232981963	0.063385242	0.999948201	9.444040016	9.059019356	9.097126458	9.297806726	NON	A1
MvSl-1064-A1-R4_MC11g10663	Auto	Auto	0.00375	0.00187	0.00686	0.00396	0.546639	1260942	1264874	8.032001573	0.060476537	0.999948201	8.085096827	8.038382032	8.000217203	8.002721017	NON	A1
MvSl-1064-A1-R4_MC11g10697	Auto	Auto	0.00001	0	0.01298	0.00113	0.00077041	1334632	1339511	7.066039413	-0.029784693	0.999948201	7.159757044	6.933590025	7.107527238	7.053616948	NON	A1
MvSl-1064-A1-R4_MC11g10706	Auto	Auto	0.00398	0.00283	0.011	0.00784	0.361815	1363530	1364064	7.218884539	0.129229209	0.999948201	7.285828648	7.278289534	7.166076837	7.139626969	NON	A1
MvSl-1064-A1-R4_MC11g10707	Auto	Auto	0.00468	0.0021	0.00005	0.0001	93.4132	1365431	1367006	8.147669527	-0.037694341	0.999948201	8.190148522	8.064528132	8.128679617	8.203119045	NON	A1
MvSl-1064-A1-R4_MC11g10708	Auto	Auto	0.00357	0.00358	0.00004	0.00016	89.0274	1367301	1369764	7.058689353	0.146103518	0.999948201	7.079139579	7.178920023	7.120745148	6.832712067	NON	A1
MvSl-1064-A1-R4_MC11g10710	Auto	Auto	0.00352	0.00176	0.00431	0.00305	0.816686	1372711	1373667	8.435150968	0.098060327	0.999948201	8.496279214	8.470309214	8.332319481	8.436436258	NON	A1
MvSl-1064-A1-R4_MC11g10721	Auto	Auto	0.00518	0.00367	0.00005	0.00026	103.393	1401440	1403678	3.074944231	-0.012093909	0.999948201	3.087848398	3.049764019	3.061293321	3.100149928	NON	A1
MvSl-1064-A1-R4_MC11g10724	Auto	Auto	0.00833	0.00416	0.00504	0.00494	1.65274	1413489	1415549	5.944158705	0.106608631	0.999948201	5.9281487	6.061681143	5.959917667	5.816633898	NON	A1
MvSl-1064-A1-R4_MC12g10751	Auto	Auto	0.0037	0.00263	0.00443	0.00446	0.835196	31299	33907	5.768047804	0.184300065	0.999948201	6.057449703	5.625085675	5.360243171	5.930401747	NON	A1
MvSl-1064-A1-R4_MC12g10753	Auto	Auto	0.00423	0.00422	0.00004	0	105.486	36388	38635	6.73003829	0.098711507	0.999948201	7.019842375	6.488849128	6.495309854	6.843573906	NON	A1
MvSl-1064-A1-R4_MC12g10755	Auto	Auto	0.00298	0.00169	0.00228	0.00216	1.30696	40297	41912	7.164380886	0.053951605	0.999948201	7.182511852	7.199650254	7.28238971	6.975727584	NON	A1
MvSl-1064-A1-R4_MC12g10767	Auto	Auto	0.00467	0.00466	0.00005	0	93.2136	69487	69812	7.248929674	0.001333066	0.999948201	7.219315541	7.27923996	7.336804244	7.153935706	NON	A1
MvSl-1064-A1-R4_MC12g10769	Auto	Auto	0	0.00781	0.00001	0.02263	0	80667	81550	5.501075026	-0.072955027	0.999948201	5.312700931	5.600962145	5.604276351	5.466325319	NON	A1
MvSl-1064-A1-R4_MC12g10785	Auto	Auto	0.00452	0.00228	0.00962	0.00486	0.46985	126850	130076	3.690153172	-0.112228902	0.999948201	3.907329345	3.295024238	3.45036687	3.988639024	NON	A1
MvSl-1064-A1-R4_MC12g10794	Auto	Auto	0.00472	0.00211	0.0048	0.00485	0.983313	152681	157088	8.541510545	-0.204685411	0.999948201	8.673721449	8.150143069	8.317635719	8.903615388	NON	A1
MvSl-1064-A1-R4_MC12g10813	Auto	Auto	0.00396	0.00228	0.00676	0.00477	0.58579	197697	199833	1.110270042	0.032955572	0.999948201	1.481786447	0.660109451	0.712061354	1.398241003	NON	A1
MvSl-1064-A1-R4_MC12g10815	Auto	Auto	0.01732	0.0055	0.00789	0.00551	2.19516	201483	204387	6.718332956	0.135173735	0.999948201	6.814280224	6.753813907	6.620892871	6.677142765	NON	A1
MvSl-1064-A1-R4_MC12g10818	Auto	Auto	0.00424	0.00425	0.01261	0.01267	0.336238	208098	208738	1.244622219	0.244171619	0.999948201	1.42611192	1.292629299	1.155394741	1.095642352	NON	A1
MvSl-1064-A1-R4_MC12g10819	Auto	Auto	0.00473	0.00473	0.01958	0.01391	0.241572	208941	209560	2.224953813	0.159302249	0.999948201	2.310448842	2.294226366	1.768108815	2.445397364	NON	A1
MvSl-1064-A1-R4_MC12g10828	Auto	Auto	0.01345	0.00783	0.02626	0.01882	0.512184	237181	242991	2.605724316	-0.207534488	0.999948201	2.778940932	2.152042229	2.225075556	3.061497786	NON	A1
MvSl-1064-A1-R4_MC12g10833	Auto	Auto	0.0027	0.00156	0.00352	0.00355	0.767024	258175	260640	1.901777107	0.10227197	0.999948201	2.02207773	1.878656708	1.470630915	2.153584981	NON	A1
MvSl-1064-A1-R4_MC12g10835	Auto	Auto	0.00496	0.00344	0.00972	0.00927	0.510283	264468	265894	5.565059585	0.096203491	0.999948201	5.518042903	5.700812617	5.69922159	5.306928377	NON	A1
MvSl-1064-A1-R4_MC12g10839	Auto	Auto	0.00367	0.00149	0.00546	0.00272	0.672149	275752	278071	7.063521563	-0.06870446	0.999948201	7.100970748	6.952779118	6.943998361	7.23606263	NON	A1
MvSl-1064-A1-R4_MC12g10846	Auto	Auto	0.00106	0.00105	0.00758	0.00438	0.13984	291402	293605	6.720827399	0.09639096	0.999948201	6.795865485	6.740073156	6.671813649	6.672020318	NON	A1
MvSl-1064-A1-R4_MC12g10856	Auto	Auto	0.00214	0.00151	0.00715	0.00359	0.299297	308991	310020	7.381151016	0.018894119	0.999948201	7.42990049	7.350151892	7.355694075	7.387495644	NON	A1
MvSl-1064-A1-R4_MC12g10858	Auto	Auto	0.00002	0	0.0216	0.00153	0.000925922	311206	312801	5.591115229	-0.029511316	0.999948201	5.654512285	5.493683626	5.616325243	5.595041373	NON	A1
MvSl-1064-A1-R4_MC12g10859	Auto	Auto	0.00554	0.00392	0.00513	0.00512	1.0799	312945	314717	2.777219072	-0.194842634	0.999948201	2.767785944	2.579915051	2.823326182	2.913091359	NON	A1
MvSl-1064-A1-R4_MC12g10866	Auto	Auto	0.02165	0.00771	0.05821	0.02103	0.371929	325323	327043	6.188075478	0.035320568	0.999948201	6.276921911	6.130707615	5.933409207	6.373811862	NON	A1
MvSl-1064-A1-R4_MC12g10867	Auto	Auto	0.00443	0.00314	0.00004	0.00016	110.474	327317	330593	6.128785511	0.074858998	0.999948201	5.950519741	6.352815072	6.177930169	5.99848398	NON	A1
MvSl-1064-A1-R4_MC12g10868	Auto	Auto	0	0.00133	0.00001	0.00266	0	330898	335863	4.620505007	0.149985907	0.999948201	4.45829212	4.895471489	4.661133237	4.416866496	NON	A1
MvSl-1064-A1-R4_MC12g10878	Auto	Auto	0.00051	0.00051	0.00195	0.00138	0.261525	356385	360472	5.462832905	0.049803034	0.999948201	5.439377509	5.534057452	5.414918733	5.460395229	NON	A1
MvSl-1064-A1-R4_MC12g10882	Auto	Auto	0.00767	0.00385	0.01216	0.00867	0.630751	364585	366185	6.338933618	-0.158276199	0.999948201	6.469095736	6.009945701	6.246721191	6.566936343	NON	A1
MvSl-1064-A1-R4_MC12g10887	Auto	Auto	0.00165	0.00117	0.00686	0.004	0.240521	377315	379044	5.642751704	-0.077745888	0.999948201	5.571946135	5.634029008	5.74383933	5.615197892	NON	A1
MvSl-1064-A1-R4_MC12g10888	Auto	Auto	0.00173	0.00173	0.00002	0.00016	86.0697	379463	380133	5.481347963	-0.077133375	0.999948201	5.430562635	5.453831945	5.600237588	5.433403982	NON	A1
MvSl-1064-A1-R4_MC12g10902	Auto	Auto	0	0	0.00001	0	0	411669	412601	4.156012583	0.190099586	0.999948201	4.273472835	4.222192406	4.072465741	4.045200895	NON	A1
MvSl-1064-A1-R4_MC12g10911	Auto	Auto	0	0	0.00454	0	0	437332	438813	8.528981784	-0.1596812	0.999948201	8.528649849	8.360316083	8.585338319	8.627495986	NON	A1
MvSl-1064-A1-R4_MC12g10917	Auto	Auto	0.00004	0	0.03801	0.00296	0.00105235	447023	447334	4.505419876	0.138697534	0.999948201	4.46175737	4.676337291	4.573207791	4.282158053	NON	A1
MvSl-1064-A1-R4_MC12g10919	Auto	Auto	0.00002	0	0.01514	0.00182	0.001321	454369	457003	8.712061434	-0.072036767	0.999948201	8.789933563	8.55141955	8.639312198	8.848348619	NON	A1
MvSl-1064-A1-R4_MC12g10925	Auto	Auto	0.00952	0.00427	0.0113	0.00804	0.84247	469485	473908	4.70766838	-0.160337703	0.999948201	4.6857151	4.562276862	4.701908983	4.863601266	NON	A1
MvSl-1064-A1-R4_MC12g10927	Auto	Auto	0.00164	0.00164	0.00429	0.0043	0.382275	476820	480348	6.491604204	-0.007609872	0.999948201	6.395812339	6.574188964	6.603511896	6.378536497	NON	A1
MvSl-1064-A1-R4_MC12g10939	Auto	Auto	0.00268	0.0019	0.00286	0.00287	0.93703	507641	510428	6.147049273	-0.021116601	0.999948201	5.935644324	6.312531455	6.303300182	5.995411444	NON	A1
MvSl-1064-A1-R4_MC12g10959	Auto	Auto	0.00424	0.00425	0.0259	0.01517	0.163706	556570	558515	5.809585513	0.03872784	0.999948201	5.685963312	5.9586608	5.867728132	5.708212494	NON	A1
MvSl-1064-A1-R4_MC12g10962	Auto	Auto	0.00585	0.00262	0.00532	0.00378	1.0996	564119	564938	5.427938388	0.135805268	0.999948201	5.084486484	5.812695555	5.437731333	5.275187817	NON	A1
MvSl-1064-A1-R4_MC12g10968	Auto	Auto	0.00522	0.00264	0.00824	0.00484	0.633487	581837	584741	3.960327085	0.172211082	0.999948201	4.158597701	3.919795331	3.881561628	3.86390827	NON	A1
MvSl-1064-A1-R4_MC12g10976	Auto	Auto	0.00376	0.00267	0.00974	0.00694	0.386033	602160	602441	6.055630618	-0.017601774	0.999948201	6.093636791	5.99844909	6.076918584	6.051713522	NON	A1
MvSl-1064-A1-R4_MC12g10979	Auto	Auto	0	0	0.00001	0	0	606770	607644	6.740399556	-0.058396572	0.999948201	6.687567976	6.733846862	6.961420915	6.547488382	NON	A1
MvSl-1064-A1-R4_MC12g10981	Auto	Auto	0.00002	0	0.01795	0.0011	0.0011142	610583	611894	6.890086241	-0.074373827	0.999948201	6.897238051	6.806186232	7.035575329	6.808990957	NON	A1
MvSl-1064-A1-R4_MC12g11003	Auto	Auto	0.00003	0	0.02955	0.00299	0.00101522	671048	671840	10.04197607	-0.239606208	0.999948201	9.870533529	9.962407698	10.15974697	10.15382337	NON	A1
MvSl-1064-A1-R4_MC12g11019	Auto	Auto	0.00001	0	0.00772	0.00026	0.00129532	713602	717815	6.468486419	0.115791607	0.999948201	6.700091881	6.326391245	6.294162004	6.516387554	NON	A1
MvSl-1064-A1-R4_MC12g11029	Auto	Auto	0.00192	0.00193	0.02567	0.01298	0.0747952	738415	739146	6.131474937	-0.091239311	0.999948201	6.359119994	5.746886997	5.774031509	6.490433094	NON	A1
MvSl-1064-A1-R4_MC12g11032	Auto	Auto	0.00209	0.00209	0.01215	0.00861	0.172015	744272	746373	6.108016794	-0.035502878	0.999948201	6.121289618	6.05836306	6.141337979	6.109694385	NON	A1
MvSl-1064-A1-R4_MC12g11033	Auto	Auto	0.00203	0.00143	0.00698	0.00404	0.290827	746940	748306	3.270181344	0.023166945	0.999948201	3.379257933	3.177599688	3.099945399	3.401896783	NON	A1
MvSl-1064-A1-R4_MC12g11035	Auto	Auto	0.01865	0.00767	0.00601	0.00588	3.10311	751644	752741	4.753791928	0.007217271	0.999948201	4.426724534	5.02576842	4.881257722	4.606010091	NON	A1
MvSl-1064-A1-R4_MC12g11052	Auto	Auto	0.0095	0.00389	0.0001	0.00026	94.9051	793643	793861	5.07546475	-0.044399801	0.999948201	5.148242228	4.951397478	5.104874241	5.089796313	NON	A1
MvSl-1064-A1-R4_MC12g11053	Auto	Auto	0.00114	0.00115	0.01894	0.00961	0.0601898	794061	796584	7.547863942	-0.183987996	0.999948201	7.759078808	7.063947481	7.297018931	7.911669646	NON	A1
MvSl-1064-A1-R4_MC12g11057	Auto	Auto	0.00304	0.00305	0.00003	0.00014	100.997	808409	810761	4.521587466	0.129236827	0.999948201	4.162861839	4.910271175	4.564942338	4.338206603	NON	A1
MvSl-1064-A1-R4_MC12g11058	Auto	Auto	0.00409	0.00238	0.00952	0.00685	0.429617	810817	811434	4.194339183	-0.088978096	0.999948201	3.967070113	4.31037746	4.373140523	4.088137158	NON	A1
MvSl-1064-A1-R4_MC12g11059	Auto	Auto	0.00379	0.00143	0.01285	0.00373	0.294939	811501	813766	5.661806818	0.084494976	0.999948201	5.822950593	5.573332107	5.555048562	5.680422236	NON	A1
