gene	dn	dnse	ds	dsse	dnds
MvSl-1064-A1-R4_MC05-2g06458	0	0.00319	0.00001	0.00702	0
MvSl-1064-A1-R4_MC05-2g06461	0.00169	0.00169	0.00002	0.00006	84.07960199
MvSl-1064-A1-R4_MC05-2g06462	0	0.0251	0.00001	0.05532	0
MvSl-1064-A1-R4_MC05-2g06464	0	0	0.00002	0.00277	0
MvSl-1064-A1-R4_A1g00656	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-2g06466	0.00555	0.00558	0.00006	0.0003	92.34608985
MvSl-1064-A1-R4_MC05-2g06467	0.00001	0	0.00852	0.00059	0.001173695
MvSl-1064-A1-R4_MC05-2g06468	0.00228	0.00228	0.00002	0	113.4328358
MvSl-1064-A1-R4_MC05-2g06470	0.00195	0.00137	0.00238	0.00235	0.819293307
MvSl-1064-A1-R4_MC05-2g06471	0.61943	0.0826	1.57551	0.47341	0.393161554
MvSl-1064-A1-R4_MC05-2g06472	0.0016	0.0016	0.00509	0.0051	0.314335671
MvSl-1064-A1-R4_MC05-2g06473	0	0.00007	0.00001	0.02119	0
MvSl-1064-A1-R4_MC05-2g06474	0.00171	0.00121	0.0062	0.0036	0.275802003
MvSl-1064-A1-R4_MC05-2g06475	0.00447	0.00316	0.00005	0.00023	89.22155689
MvSl-1064-A1-R4_A1g00659	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-2g06477	0.00089	0.00089	0.00186	0.00186	0.4784689
MvSl-1064-A1-R4_MC05-2g06478	0	0	0.00279	0.00054	0
MvSl-1064-A1-R4_MC05-2g06479	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-2g06480	0.00001	0	0.01288	0.00099	0.000776391
MvSl-1064-A1-R4_MC05-2g06481	0.00144	0.001	0.00184	0.00176	0.782566165
MvSl-1064-A1-R4_MC05-2g06484	0.06974	0.01771	0.26015	0.07031	0.268076007
MvSl-1064-A1-R4_MC05-2g06485	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06505	0.00403	0.00233	0.00445	0.00314	0.905597627
MvSl-1064-A1-R4_A1g00660	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06506	0.00284	0.00142	0.00392	0.00277	0.724471315
MvSl-1064-A1-R4_MC05-3g06507	0	0	0.00247	0	0
MvSl-1064-A1-R4_MC05-3g06508	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06509	0.00626	0.00444	0.00006	0.00005	104.1597338
MvSl-1064-A1-R4_MC05-3g06510	0.00001	0	0.00529	0	0.001890323
MvSl-1064-A1-R4_MC05-3g06512	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06513	0.0019	0.0019	0.00002	0.00002	94.52736318
MvSl-1064-A1-R4_MC05-3g06514	0.00078	0.00077	0.00173	0.00171	0.450840992
MvSl-1064-A1-R4_MC05-3g06515	0.00001	0	0.00667	0.00019	0.001499228
MvSl-1064-A1-R4_A1g00663	0.00379	0.00269	0.00749	0.00753	0.506001255
MvSl-1064-A1-R4_MC05-3g06516	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06518	0	0.00529	0.00001	0.01426	0
MvSl-1064-A1-R4_MC05-3g06520	0.00546	0.00315	0.00749	0.00529	0.72896223
MvSl-1064-A1-R4_MC05-3g06524	0.00175	0.00176	0.00336	0.00338	0.520817833
MvSl-1064-A1-R4_MC05-3g06525	0.00189	0.00097	0.00754	0.00289	0.250659806
MvSl-1064-A1-R4_MC05-3g06526	0.00078	0.00078	0.00001	0	77.22772277
MvSl-1064-A1-R4_MC05-3g06527	0.00203	0.00141	0.00224	0.00216	0.906209544
MvSl-1064-A1-R4_MC05-3g06529	0.00166	0.00083	0.00367	0.00185	0.452303752
MvSl-1064-A1-R4_MC05-3g06530	0.00213	0.00214	0.00666	0.00672	0.319815018
MvSl-1064-A1-R4_MC05-3g06531	0.00417	0.00295	0.00004	0.00003	103.9900249
MvSl-1064-A1-R4_MC05-3g06532	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06535	0.0014	0.0014	0.00294	0.00294	0.47617428
MvSl-1064-A1-R4_MC05-3g06537	0.01745	0.0088	0.01255	0.0126	1.390427168
MvSl-1064-A1-R4_A1g00666	0.0019	0.0019	0.00531	0.00533	0.357808704
MvSl-1064-A1-R4_MC05-3g06539	0	0	0.00001	0.00557	0
MvSl-1064-A1-R4_MC05-3g06540	0.62209	0.0761	1.16467	0.29918	0.534134087
MvSl-1064-A1-R4_MC05-3g06541	0.00516	0.00517	0.01934	0.01943	0.266803171
MvSl-1064-A1-R4_MC05-3g06542	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06543	0.01169	0.00397	0.03046	0.01039	0.383780749
MvSl-1064-A1-R4_MC05-3g06544	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06545	0.04359	0.01753	0.03593	0.02833	1.213188942
MvSl-1064-A1-R4_MC05-3g06546	0.00001	0	0.00615	0	0.00162599
MvSl-1064-A1-R4_MC05-3g06547	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06548	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g00667	0.00778	0.00349	0.00008	0.00034	97.12858926
MvSl-1064-A1-R4_MC05-3g06549	0.00675	0.00391	0.00007	0.00016	96.29101284
MvSl-1064-A1-R4_MC05-3g06550	0.00001	0	0.00632	0.00048	0.001582253
MvSl-1064-A1-R4_MC05-3g06551	0.00002	0.00009	0.02348	0.01668	0.000851785
MvSl-1064-A1-R4_MC05-3g06552	0.29129	0.04807	0.47002	0.1241	0.619739454
MvSl-1064-A1-R4_MC05-3g06553	0.00537	0.0021	0.00668	0.00413	0.803880181
MvSl-1064-A1-R4_MC05-3g06555	0.00097	0.00098	0.00845	0.00493	0.114791541
MvSl-1064-A1-R4_MC05-3g06556	0.09775	0.02204	0.22774	0.06391	0.42921734
MvSl-1064-A1-R4_MC05-3g06557	0	0	0.00333	0.00073	0
MvSl-1064-A1-R4_MC05-3g06558	0	0	0	0	0
MvSl-1064-A1-R4_A1g00668	0.002	0.002	0.00002	0.0001	99.50248756
MvSl-1064-A1-R4_MC05-3g06559	0.00001	0	0.00942	0	0.00106156
MvSl-1064-A1-R4_MC05-3g06560	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06561	0.00253	0.00254	0.00003	0.00003	84.05315615
MvSl-1064-A1-R4_MC05-3g06563	0.01244	0.00551	0.02659	0.0118	0.467843295
MvSl-1064-A1-R4_MC05-3g06564	0.00083	0.00084	0.00529	0.00378	0.156896845
MvSl-1064-A1-R4_MC05-3g06565	0	0.00002	0.00001	0.00397	0
MvSl-1064-A1-R4_MC05-3g06566	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06567	0.00001	0	0.01421	0	0.000703725
MvSl-1064-A1-R4_MC05-3g06568	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g00669	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06569	0.00145	0.00157	0.00896	0.0066	0.161828551
MvSl-1064-A1-R4_MC05-3g06570	0	0.00003	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06571	0.00001	0	0.00577	0	0.001733072
MvSl-1064-A1-R4_MC05-3g06572	0.002	0.00142	0.00002	0.00007	99.50248756
MvSl-1064-A1-R4_MC05-3g06573	0.68422	0.09768	7.88739	6.67274	0.086748594
MvSl-1064-A1-R4_MC05-3g06575	0.00486	0.00488	0.00005	0	97.00598802
MvSl-1064-A1-R4_MC05-3g06577	0.00575	0.00407	0.00006	0	95.67387687
MvSl-1064-A1-R4_MC05-3g06578	0.00888	0.00633	0.01093	0.011	0.812435385
MvSl-1064-A1-R4_A1g00057	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g00670	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06579	0.00156	0.00157	0.01068	0.00762	0.146066048
MvSl-1064-A1-R4_MC05-3g06580	0.00776	0.0047	0.01251	0.00851	0.620298799
MvSl-1064-A1-R4_MC05-3g06581	0.00743	0.0043	0.00471	0.00274	1.5774612
MvSl-1064-A1-R4_MC05-3g06582	0.76762	0.10608	2.11521	0.7203	0.362904848
MvSl-1064-A1-R4_MC05-3g06583	0	0.00008	0.00001	0.01117	0
MvSl-1064-A1-R4_MC05-3g06584	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06585	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06586	0.00533	0.00268	0.00677	0.00482	0.787285269
MvSl-1064-A1-R4_MC05-3g06587	0.00789	0.00249	0.00335	0.0023	2.355153578
MvSl-1064-A1-R4_MC05-3g06588	0.00998	0.00578	0.01653	0.01176	0.603747104
MvSl-1064-A1-R4_A1g00671	0.0008	0.0008	0.00001	0.00003	79.20792079
MvSl-1064-A1-R4_MC05-3g06589	0.00789	0.00457	0.01325	0.00941	0.595467204
MvSl-1064-A1-R4_MC05-3g06591	0.00138	0.00138	0.00001	0.00003	136.6336634
MvSl-1064-A1-R4_MC05-3g06592	0.00554	0.00211	0.00873	0.00433	0.634586087
MvSl-1064-A1-R4_MC05-3g06596	0.99281	0.1626	2.20721	0.88962	0.449803125
MvSl-1064-A1-R4_A1g00672	0.00243	0.00181	0.00375	0.00315	0.64798272
MvSl-1064-A1-R4_MC05-3g06601	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06602	0.01681	0.00844	0.00017	0.00065	98.82422105
MvSl-1064-A1-R4_MC05-3g06606	0.00401	0.00406	0.00962	0.00977	0.416835584
MvSl-1064-A1-R4_MC05-3g06607	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06609	0.00127	0.00127	0.00283	0.00283	0.448747394
MvSl-1064-A1-R4_MC05-3g06610	0	0	0.00491	0	0
MvSl-1064-A1-R4_MC05-3g06611	0.00461	0.00462	0.00005	0	92.01596806
MvSl-1064-A1-R4_MC05-3g06612	0.02138	0.00634	0.04524	0.01358	0.472589583
MvSl-1064-A1-R4_MC05-3g06613	0.00293	0.00294	0.01205	0.00859	0.243151509
MvSl-1064-A1-R4_MC05-3g06614	0.00658	0.00439	0.03087	0.02074	0.213151237
MvSl-1064-A1-R4_MC05-3g06615	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06616	0.02198	0.00911	0.00022	0.0001	99.86369832
MvSl-1064-A1-R4_MC05-3g06620	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06621	0.00482	0.00483	0.01262	0.01269	0.381930413
MvSl-1064-A1-R4_MC05-3g06622	0.00569	0.00207	0.04135	0.015	0.137605471
MvSl-1064-A1-R4_MC05-3g06623	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06624	0.00669	0.00171	0.00801	0.00204	0.835195566
MvSl-1064-A1-R4_MC05-3g06625	0.00001	0	0.01063	0.00086	0.000940725
MvSl-1064-A1-R4_MC05-3g06626	0	0	0.00002	0	0
MvSl-1064-A1-R4_MC05-3g06627	0.00149	0.00149	0.00002	0.00003	74.12935323
MvSl-1064-A1-R4_MC05-3g06628	0.85569	0.12287	4.35141	4.90298	0.1966466
MvSl-1064-A1-R4_MC05-3g06629	0.00356	0.00356	0.00004	0.00016	88.77805486
MvSl-1064-A1-R4_MC05-3g06630	0.00129	0.00091	0.00203	0.00204	0.635436678
MvSl-1064-A1-R4_MC05-3g06632	0	0	0.00404	0	0
MvSl-1064-A1-R4_MC05-3g06633	0.00912	0.00456	0.01661	0.00966	0.549063522
MvSl-1064-A1-R4_MC05-3g06634	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06635	0.00001	0	0.01364	0.00132	0.000733132
MvSl-1064-A1-R4_MC05-3g06637	0	0.00002	0.00002	0	0
MvSl-1064-A1-R4_MC05-3g06639	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06640	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06641	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g00677	0.00372	0.00263	0.00004	0.00003	92.7680798
MvSl-1064-A1-R4_MC05-3g06646	0.01084	0.00629	0.01208	0.01217	0.897343565
MvSl-1064-A1-R4_MC05-3g06647	0.74709	0.11787	57.954	435.68211	0.012891086
MvSl-1064-A1-R4_MC05-3g06648	0.03861	0.01043	0.07115	0.02224	0.542655597
MvSl-1064-A1-R4_MC05-3g06649	0.00182	0.00181	0.00368	0.00368	0.494551778
MvSl-1064-A1-R4_MC05-3g06650	0.24554	0.04279	0.70295	0.19102	0.349299331
MvSl-1064-A1-R4_MC05-3g06652	0.00248	0.00177	0.00627	0.00447	0.395527982
MvSl-1064-A1-R4_MC05-3g06653	0.42191	0.06538	1.82798	0.76552	0.23080667
MvSl-1064-A1-R4_A1g00678	0.00001	0	0.00545	0.00142	0.001834829
MvSl-1064-A1-R4_MC05-3g06654	0.00129	0.00092	0.00203	0.00148	0.635436678
MvSl-1064-A1-R4_MC05-3g06655	0.00142	0.00101	0.00001	0.00006	140.5940594
MvSl-1064-A1-R4_MC05-3g06656	0	0	0.00375	0.00019	0
MvSl-1064-A1-R4_MC05-3g06657	0.00066	0.00066	0.00146	0.00146	0.452023834
MvSl-1064-A1-R4_MC05-3g06658	0	0.00624	0.00001	0.01284	0
MvSl-1064-A1-R4_MC05-3g06660	0.00277	0.00166	0.00391	0.00257	0.708421779
MvSl-1064-A1-R4_MC05-3g06661	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06662	0.00001	0	0.00915	0.00158	0.001092884
MvSl-1064-A1-R4_MC05-3g06663	1.04791	0.16687	14.91995	11.12807	0.07023549
MvSl-1064-A1-R4_MC05-3g06664	0.00384	0.00385	0.00004	0	95.7605985
MvSl-1064-A1-R4_MC05-3g06668	0.00001	0	0.00687	0	0.001455583
MvSl-1064-A1-R4_MC05-3g06669	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06670	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06671	0.0009	0.00091	0.00592	0.00422	0.152024459
MvSl-1064-A1-R4_MC05-3g06672	0.0023	0.00163	0.00002	0.00005	114.4278607
MvSl-1064-A1-R4_MC05-3g06673	0.45502	0.06207	57.24796	291.35574	0.007948231
MvSl-1064-A1-R4_MC05-3g06674	0	0	0.00303	0	0
MvSl-1064-A1-R4_MC05-3g06676	0	0	0.00134	0.00029	0
MvSl-1064-A1-R4_MC05-3g06677	0.00433	0	0.00004	0	107.9800499
MvSl-1064-A1-R4_MC05-3g06678	0.00001	0.00001	0.00666	0.00668	0.001501479
MvSl-1064-A1-R4_MC05-3g06679	0.0019	0.00191	0.00002	0	94.52736318
MvSl-1064-A1-R4_MC05-3g06680	0.00092	0.00092	0.00619	0.00358	0.148624416
MvSl-1064-A1-R4_MC05-3g06681	0.00209	0.00209	0.00002	0	103.9800995
MvSl-1064-A1-R4_MC05-3g06682	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06683	0.00254	0.00257	0.01148	0.01187	0.221252428
MvSl-1064-A1-R4_MC05-3g06684	0.00066	0.00066	0.00856	0.00497	0.077101903
MvSl-1064-A1-R4_A1g00689	0.00001	0	0.01349	0.00107	0.000741284
MvSl-1064-A1-R4_MC05-3g06685	0.0036	0.00181	0.00231	0.00234	1.558374096
MvSl-1064-A1-R4_MC05-3g06686	0.00424	0.00245	0.00004	0.0001	105.7356608
MvSl-1064-A1-R4_MC05-3g06687	0	0.00001	0.00263	0.00262	0
MvSl-1064-A1-R4_MC05-3g06688	0.00297	0.0011	0.00284	0.00158	1.045737826
MvSl-1064-A1-R4_MC05-3g06689	0	0	0.00499	0	0
MvSl-1064-A1-R4_MC05-3g06690	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06691	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06692	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06694	0.02002	0.01008	0.0002	0.00108	100.049975
MvSl-1064-A1-R4_MC05-3g06698	0.14158	0.02939	0.18603	0.0589	0.761059635
MvSl-1064-A1-R4_MC05-3g06699	0	0.03653	0.00001	0.08471	0
MvSl-1064-A1-R4_MC05-3g06700	0.00329	0.00233	0.00003	0.00012	109.3023256
MvSl-1064-A1-R4_MC05-3g06701	0.00001	0	0.0072	0.00053	0.00138887
MvSl-1064-A1-R4_MC05-3g06702	0.01302	0.00502	0.01671	0.00963	0.779169484
MvSl-1064-A1-R4_MC05-3g06703	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06705	0.00236	0.00167	0.00002	0.00007	117.4129353
MvSl-1064-A1-R4_MC05-3g06706	0.00329	0.00146	0.00569	0.00326	0.57819722
MvSl-1064-A1-R4_MC05-3g06708	0.00128	0.00136	0.00237	0.00252	0.540061601
MvSl-1064-A1-R4_MC05-3g06709	0	0	0.00366	0	0
MvSl-1064-A1-R4_MC05-3g06710	0	0	0.0029	0.00016	0
MvSl-1064-A1-R4_MC05-3g06711	0.00313	0.00222	0.00003	0.00008	103.986711
MvSl-1064-A1-R4_MC05-3g06712	0.00593	0.00596	0.00006	0.00032	98.66888519
MvSl-1064-A1-R4_MC05-3g06713	0	0.00002	0.00001	0.00307	0
MvSl-1064-A1-R4_MC05-3g06714	0.00137	0.00137	0.00777	0.00551	0.176316907
MvSl-1064-A1-R4_MC05-3g06715	0.52053	0.05993	1.32926	0.32052	0.39159379
MvSl-1064-A1-R4_MC05-3g06716	0.00616	0.00433	0.00006	0	102.4958403
MvSl-1064-A1-R4_MC05-3g06717	0.00384	0.00222	0.00004	0.00011	95.7605985
MvSl-1064-A1-R4_MC05-3g06719	0.00102	0.00102	0.00001	0	100.990099
MvSl-1064-A1-R4_A1g00694	0	0.00007	0.00002	0	0
MvSl-1064-A1-R4_MC05-3g06720	0	0	0.00002	0.00363	0
MvSl-1064-A1-R4_MC05-3g06721	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06723	0.00161	0.00113	0.00906	0.00453	0.177702233
MvSl-1064-A1-R4_MC05-3g06724	0.00077	0.00077	0.00229	0.00228	0.336229859
MvSl-1064-A1-R4_MC05-3g06725	0.00001	0	0.00788	0	0.001269019
MvSl-1064-A1-R4_MC05-3g06727	0.00001	0	0	0.00006	100
MvSl-1064-A1-R4_MC05-3g06728	0.0016	0.0016	0.00704	0.005	0.227269499
MvSl-1064-A1-R4_MC05-3g06729	0.00609	0.00387	0.02386	0.01291	0.255237824
MvSl-1064-A1-R4_A1g00695	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06730	0.01232	0.00653	0.00761	0.009	1.618901197
MvSl-1064-A1-R4_MC05-3g06731	0.01232	0.0044	0.02298	0.01044	0.536116031
MvSl-1064-A1-R4_MC05-3g06734	0.8345	0.1028	6.00761	4.37485	0.13890715
MvSl-1064-A1-R4_MC05-3g06737	0.00266	0.00266	0.00003	0.00012	88.37209302
MvSl-1064-A1-R4_MC05-3g06738	0.00298	0.00299	0.01042	0.01056	0.285985739
MvSl-1064-A1-R4_MC05-3g06739	0	0.00006	0.00003	0.00715	0
MvSl-1064-A1-R4_MC05-3g06740	0.00001	0.00002	0.00626	0.00624	0.001597419
MvSl-1064-A1-R4_MC05-3g06748	0.00248	0.00161	0.00593	0.00382	0.418205427
MvSl-1064-A1-R4_MC05-3g06749	0.00164	0.00165	0.00802	0.0057	0.204486228
MvSl-1064-A1-R4_MC05-3g06750	0.00621	0.00441	0.00654	0.00659	0.949526766
MvSl-1064-A1-R4_MC05-3g06751	0.00129	0.00074	0.00402	0.00201	0.32088754
MvSl-1064-A1-R4_MC05-3g06752	0.00298	0.00299	0.01129	0.01135	0.263948061
MvSl-1064-A1-R4_MC05-3g06753	0.00001	0	0.0069	0	0.001449254
MvSl-1064-A1-R4_MC05-3g06754	0.00001	0	0.00719	0	0.001390801
MvSl-1064-A1-R4_MC05-3g06755	0.00439	0.00181	0.00329	0	1.334305948
MvSl-1064-A1-R4_MC05-3g06756	0.00498	0.00245	0.00477	0.00326	1.04400327
MvSl-1064-A1-R4_MC05-3g06757	0.00104	0.00101	0.00537	0.00509	0.193664922
MvSl-1064-A1-R4_MC05-3g06758	0.00541	0.00382	0.00632	0.00629	0.855999114
MvSl-1064-A1-R4_MC05-3g06764	0.00358	0.00254	0.00004	0.00017	89.27680798
MvSl-1064-A1-R4_MC05-3g06765	0.00282	0.00164	0.00138	0.0014	2.043330193
MvSl-1064-A1-R4_MC05-3g06766	0.00156	0.00111	0.01213	0.0061	0.1286057
MvSl-1064-A1-R4_MC05-3g06767	0.00089	0.00063	0.0057	0.00286	0.156137612
MvSl-1064-A1-R4_A1g00699	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06768	0.00343	0.00202	0.00457	0.00282	0.750530623
MvSl-1064-A1-R4_MC05-3g06769	0.03856	0.01303	0.28429	0.09219	0.135636098
MvSl-1064-A1-R4_MC05-3g06772	0.00698	0.00349	0.00739	0.00521	0.94450684
MvSl-1064-A1-R4_MC05-3g06773	0.00587	0.0026	0.00407	0.0028	1.442225007
MvSl-1064-A1-R4_MC05-3g06774	0.00081	0.00081	0.00686	0.0049	0.118074081
MvSl-1064-A1-R4_MC05-3g06775	0.02443	0.00765	0.06796	0.02261	0.359475633
MvSl-1064-A1-R4_MC05-3g06776	0.00303	0.00087	0.00573	0.00101	0.528786583
MvSl-1064-A1-R4_A1g00700	0.00288	0.00144	0.00003	0.00009	95.68106312
MvSl-1064-A1-R4_MC05-3g06778	0.00339	0.00345	0.00003	0.00115	112.6245847
MvSl-1064-A1-R4_MC05-3g06779	0.0014	0.00141	0.01053	0.00611	0.132952204
MvSl-1064-A1-R4_MC05-3g06782	0	0	0.00147	0	0
MvSl-1064-A1-R4_MC05-3g06784	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06787	0.01434	0.00545	0.03432	0.01391	0.41783095
MvSl-1064-A1-R4_MC05-3g06792	0.00219	0.00219	0.01461	0.00852	0.149896305
MvSl-1064-A1-R4_MC05-3g06797	0.00302	0.00305	0.00643	0.00651	0.469666102
MvSl-1064-A1-R4_MC05-3g06799	0.00113	0.00113	0.0041	0.00412	0.275603034
MvSl-1064-A1-R4_A1g00061	0	0.00269	0.00001	0.00507	0
MvSl-1064-A1-R4_A1g00702	0.00262	0.00262	0.00003	0	87.04318937
MvSl-1064-A1-R4_MC05-3g06801	0.22681	0.04009	0.31844	0.09059	0.712253262
MvSl-1064-A1-R4_MC05-3g06802	0.76828	0.13524	2.0324	0.98822	0.37801612
MvSl-1064-A1-R4_MC05-3g06806	0.2656	0.04737	0.64374	0.17281	0.412588869
MvSl-1064-A1-R4_MC05-3g06808	0	0	0.00316	0	0
MvSl-1064-A1-R4_MC05-3g06811	0.00377	0.00268	0.01033	0.00735	0.364952905
MvSl-1064-A1-R4_MC05-3g06813	0.00474	0.00474	0.00005	0	94.61077844
MvSl-1064-A1-R4_MC05-3g06820	0.00001	0	0.00641	0.00053	0.001560038
MvSl-1064-A1-R4_MC05-3g06821	0	0.00172	0.00001	0.01353	0
MvSl-1064-A1-R4_MC05-3g06822	0.00084	0.00084	0.00331	0.00336	0.253768768
MvSl-1064-A1-R4_MC05-3g06824	0	0.00893	0.00001	0.01698	0
MvSl-1064-A1-R4_MC05-3g06825	0.00001	0	0.00575	0.00053	0.0017391
MvSl-1064-A1-R4_MC05-3g06826	0.00354	0.00334	0.02855	0.01976	0.12399256
MvSl-1064-A1-R4_MC05-3g06827	0.0005	0.0005	0.00305	0.00176	0.163929052
MvSl-1064-A1-R4_A1g00705	0.00287	0.0029	0.0223	0.01598	0.128698974
MvSl-1064-A1-R4_MC05-3g06833	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-3g06834	0.0028	0.00107	0.00553	0.0021	0.506319958
MvSl-1064-A1-R4_MC05-3g06836	0.00149	0.00149	0.00002	0.00008	74.12935323
MvSl-1064-A1-R4_MC05-3g06837	0.60849	0.08961	65.41251	106.42116	0.009302349
MvSl-1064-A1-R4_MC05-3g06839	0	0.01722	0.00001	0.03304	0
MvSl-1064-A1-R4_MC05-3g06840	0.80056	0.17018	62.66024	121.23431	0.012776204
MvSl-1064-A1-R4_MC05-3g06841	0.00946	0.00297	0.01906	0.00593	0.496324783
MvSl-1064-A1-R4_MC06g06861	0.00858	0.00404	0.05539	0.019	0.154901327
MvSl-1064-A1-R4_MC06g06862	0.6138	0.08727	13.26208	17.66889	0.046282332
MvSl-1064-A1-R4_MC06g06863	0	0.00081	0.00001	0	0
MvSl-1064-A1-R4_MC06g06864	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC06g06865	0.00803	0.00326	0.00311	0.00293	2.58191055
MvSl-1064-A1-R4_MC06g06870	0.00871	0.00401	0.02611	0.01235	0.333587386
MvSl-1064-A1-R4_MC06g06871	0.29172	0.03848	0.53863	0.10806	0.541596171
MvSl-1064-A1-R4_A1g00707	0.69848	0.09095	2.24127	0.91591	0.311644723
MvSl-1064-A1-R4_MC06g06872	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC06g06875	0	0	0.00458	0	0
MvSl-1064-A1-R4_MC06g06885	0.02257	0.00849	0.02508	0.01692	0.899916667
MvSl-1064-A1-R4_MC06g06886	0	0	0.00462	0	0
MvSl-1064-A1-R4_MC06g06887	0.0026	0.00184	0.00003	0.00007	86.37873754
MvSl-1064-A1-R4_MC06g06888	0.00189	0.00095	0.00338	0.00197	0.559155055
MvSl-1064-A1-R4_MC06g06895	0.00241	0.00242	0.00002	0.00006	119.9004975
MvSl-1064-A1-R4_MC06g06896	0.00706	0.00502	0.01224	0.01235	0.576792673
MvSl-1064-A1-R4_MC06g06899	0.00216	0.00216	0.00002	0.00007	107.4626866
MvSl-1064-A1-R4_MC06g06900	0.00406	0.00234	0.00316	0.00312	1.284769469
MvSl-1064-A1-R4_MC06g06901	0.00002	0	0.01601	0.00024	0.001249211
MvSl-1064-A1-R4_MC06g06902	0.00381	0.0027	0.00004	0	95.01246883
MvSl-1064-A1-R4_MC06g06903	0.00001	0	0.00833	0	0.001200466
MvSl-1064-A1-R4_MC06g06904	0.00399	0.0016	0.00917	0.00368	0.435109759
MvSl-1064-A1-R4_A1g00711	0.00539	0.00312	0.00005	0.00014	107.5848303
MvSl-1064-A1-R4_MC06g06910	0.00498	0.00165	0.0027	0.00185	1.844376134
MvSl-1064-A1-R4_MC06g06913	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC06g06914	0.00119	0.00119	0.00001	0.00004	117.8217822
MvSl-1064-A1-R4_MC06g06918	0.00295	0	0.00003	0	98.00664452
MvSl-1064-A1-R4_MC06g06919	0.00228	0.00116	0.00475	0.00247	0.479989895
MvSl-1064-A1-R4_MC06g06921	0.00748	0.00433	0.00692	0.00693	1.080909235
MvSl-1064-A1-R4_MC06g06923	0.00001	0	0.01188	0	0.000841744
MvSl-1064-A1-R4_MC06g06924	0.00156	0.00064	0.00238	0.001	0.655434646
MvSl-1064-A1-R4_MC06g06926	0.00001	0	0.01104	0	0.000905789
MvSl-1064-A1-R4_MC06g06927	0.00311	0.00311	0.00003	0	103.3222591
MvSl-1064-A1-R4_A1g00723	0.01562	0.00636	0.02184	0.00895	0.71519819
MvSl-1064-A1-R4_MC06g06930	0.00001	0	0.00616	0	0.00162335
MvSl-1064-A1-R4_MC06g06931	0.00312	0.00312	0.00003	0.00019	103.654485
MvSl-1064-A1-R4_MC06g06933	0.01557	0.00644	0.02538	0.01036	0.61347276
MvSl-1064-A1-R4_MC06g06934	0.00003	0	0.02743	0.00651	0.001093689
MvSl-1064-A1-R4_MC06g06935	0.00271	0.00186	0.01327	0.00665	0.204218506
MvSl-1064-A1-R4_MC06g06936	0.00228	0.00228	0.00002	0	113.4328358
MvSl-1064-A1-R4_MC06g06937	0	0	0.00002	0	0
