gene	dn	dnse	ds	dsse	dnds
MvSl-1064-A1-R4_MC04-1g05869	0.00085	0.00085	0.00907	0.00525	0.093714513
MvSl-1064-A1-R4_MC04-1g05870	0.0024	0.0024	0.00002	0.00008	119.4029851
MvSl-1064-A1-R4_MC04-1g05872	0.00001	0.00001	0.00563	0.0033	0.001776167
MvSl-1064-A1-R4_MC04-1g05873	0.001	0.00057	0.00202	0.0014	0.495024999
MvSl-1064-A1-R4_A1g00603	0.03591	0.01297	0.08079	0.03082	0.444485154
MvSl-1064-A1-R4_MC04-1g05874	0	0.00011	0.00001	0.01563	0
MvSl-1064-A1-R4_MC04-1g05875	0.00188	0.00188	0.00002	0	93.53233831
MvSl-1064-A1-R4_MC04-1g05876	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g05878	0	0	0.0033	0	0
MvSl-1064-A1-R4_MC04-1g05879	0.0028	0.00195	0.00341	0.00331	0.821090291
MvSl-1064-A1-R4_MC04-1g05880	0.73077	0.10592	1.68907	0.85211	0.432646342
MvSl-1064-A1-R4_MC04-1g05881	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05883	0.01341	0.00776	0.00014	0	95.71734475
MvSl-1064-A1-R4_A1g00605	0.0026	0.00145	0.0021	0.00185	1.238036284
MvSl-1064-A1-R4_MC04-1g05884	0.92859	0.13672	2.67598	0.91812	0.347009307
MvSl-1064-A1-R4_MC04-1g05886	0	0.00242	0.00001	0.00556	0
MvSl-1064-A1-R4_MC04-1g05887	0.00001	0	0.00788	0.00145	0.001269019
MvSl-1064-A1-R4_MC04-1g05888	0.00138	0.00099	0.00591	0.003	0.233498587
MvSl-1064-A1-R4_MC04-1g05889	0.0094	0.00345	0.02083	0.00802	0.451270037
MvSl-1064-A1-R4_MC04-1g05905	0.00501	0.00166	0.00155	0.0015	3.232049545
MvSl-1064-A1-R4_MC04-1g05908	0.00366	0.00332	0.0202	0.01368	0.181187222
MvSl-1064-A1-R4_MC04-1g05912	0.00001	0.00008	0.0068	0.00701	0.001470567
MvSl-1064-A1-R4_MC04-1g05914	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g05915	0	0.00037	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g05917	0.00258	0.00258	0.00003	0.00009	85.71428571
MvSl-1064-A1-R4_MC04-1g05919	0.03581	0.01101	0.0195	0.00761	1.836400839
MvSl-1064-A1-R4_MC04-1g05921	0.00145	0.00145	0.00001	0	143.5643564
MvSl-1064-A1-R4_MC04-1g05922	0	0	0.0028	0	0
MvSl-1064-A1-R4_MC04-1g05924	0.00001	0	0.00652	0	0.001533719
MvSl-1064-A1-R4_MC04-1g05927	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g05928	0.00278	0.00139	0.00003	0.00007	92.35880399
MvSl-1064-A1-R4_MC04-1g05930	0.01216	0.00547	0.01379	0.00982	0.88179201
MvSl-1064-A1-R4_MC04-1g05931	0.00002	0	0.01953	0.00141	0.00102406
MvSl-1064-A1-R4_MC04-1g05932	0.00001	0	0.01323	0.00152	0.000755852
MvSl-1064-A1-R4_MC04-1g05933	0.54247	0.06774	6.11287	4.68239	0.088742275
MvSl-1064-A1-R4_MC04-1g05934	0.00211	0.00211	0.00002	0.00004	104.9751244
MvSl-1064-A1-R4_MC04-1g05935	0.04004	0.01466	0.05095	0.02677	0.785866956
MvSl-1064-A1-R4_MC04-1g05937	0.00195	0.00113	0.00792	0.00398	0.246209013
MvSl-1064-A1-R4_MC04-1g05938	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g05939	0.01225	0.0074	0.01825	0.01301	0.671229199
MvSl-1064-A1-R4_MC04-1g05940	0.00201	0.00202	0.00002	0.00004	100
MvSl-1064-A1-R4_MC04-1g05942	0	0	0.00002	0.00509	0
MvSl-1064-A1-R4_A1g00610	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g05943	0.00311	0.0022	0.00003	0.0001	103.3222591
MvSl-1064-A1-R4_MC04-1g05944	1.07353	0.16278	1.27406	0.34204	0.842605463
MvSl-1064-A1-R4_MC04-1g05946	0.08487	0.02027	0.23997	0.06625	0.353669061
MvSl-1064-A1-R4_MC04-1g05948	0.00731	0.00518	0.00007	0.00005	104.2796006
MvSl-1064-A1-R4_MC04-1g05949	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g05950	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g05951	0.00116	0.00083	0.00677	0.0028	0.171341635
MvSl-1064-A1-R4_MC04-1g05952	0.00179	0.00101	0.00135	0.00124	1.325827716
MvSl-1064-A1-R4_A1g00614	0.0017	0.0012	0.00512	0.00364	0.332024765
MvSl-1064-A1-R4_MC04-1g05954	0	0.00004	0.00002	0	0
MvSl-1064-A1-R4_MC04-1g05955	0.00003	0	0.02761	0	0.001086559
MvSl-1064-A1-R4_MC04-1g05956	0.7441	0.09308	1.70959	0.6092	0.435250532
MvSl-1064-A1-R4_MC04-1g05958	0.00001	0	0	0	100
MvSl-1064-A1-R4_MC04-1g05959	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05960	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g05962	0.00001	0	0.00577	0.00034	0.001733072
MvSl-1064-A1-R4_MC04-1g05963	0.00518	0.003	0.00382	0.00384	1.355985445
MvSl-1064-A1-R4_MC04-1g05964	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g05965	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g05967	0.07629	0.01698	0.18282	0.05186	0.417295472
MvSl-1064-A1-R4_MC04-1g05968	0.64839	0.08629	1.74648	0.53653	0.371255304
MvSl-1064-A1-R4_MC04-1g05969	0.00001	0	0.00602	0.00101	0.001661102
MvSl-1064-A1-R4_MC04-1g05970	0.73067	0.09901	1.28075	0.36896	0.570501615
MvSl-1064-A1-R4_MC04-1g05972	0.00279	0.00198	0.00402	0.00404	0.694012587
MvSl-1064-A1-R4_MC04-1g05974	0.00114	0.00114	0.00001	0	112.8712871
MvSl-1064-A1-R4_MC04-1g05975	0.00325	0.00325	0.00003	0	107.9734219
MvSl-1064-A1-R4_MC04-1g05977	0	0	0.00367	0.00029	0
MvSl-1064-A1-R4_MC04-1g05990	0	0	0.00002	0	0
MvSl-1064-A1-R4_MC04-1g05991	0.00001	0	0.00937	0	0.001067224
MvSl-1064-A1-R4_MC04-1g05992	0.0044	0.0044	0.00004	0	109.7256858
MvSl-1064-A1-R4_MC04-1g05993	0.00078	0.00078	0.00751	0.00377	0.103860135
MvSl-1064-A1-R4_A1g00621	0.00002	0.00002	0.02372	0.02403	0.000843167
MvSl-1064-A1-R4_MC04-1g05995	0.0039	0.00276	0.00004	0.00017	97.25685786
MvSl-1064-A1-R4_MC04-1g05996	0.00186	0.00131	0.00581	0.00411	0.320132184
MvSl-1064-A1-R4_MC04-1g05997	0.02327	0.00887	0.02137	0.00801	1.088904591
MvSl-1064-A1-R4_MC04-1g05998	0.00089	0.00089	0.00237	0.00237	0.375511582
MvSl-1064-A1-R4_MC04-1g06001	0.00058	0.00058	0.00465	0.00269	0.1247285
MvSl-1064-A1-R4_MC04-1g06002	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g06003	0.00696	0.00311	0.01078	0.00622	0.645634085
MvSl-1064-A1-R4_A1g00622	0.00339	0.0034	0.00003	0.00029	112.6245847
MvSl-1064-A1-R4_MC04-1g06006	0.00555	0.00278	0.00479	0.00476	1.158639694
MvSl-1064-A1-R4_MC04-1g06009	0.00171	0.00172	0.00553	0.00555	0.309216832
MvSl-1064-A1-R4_MC04-1g06010	0.00638	0.00639	0.00006	0	106.156406
MvSl-1064-A1-R4_MC04-1g06011	0.00241	0.0014	0.00002	0.00009	119.9004975
MvSl-1064-A1-R4_MC04-1g06012	0.00294	0.00137	0.00467	0.00228	0.629536841
MvSl-1064-A1-R4_MC04-1g06013	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g06014	0.24005	0.04114	0.44999	0.11407	0.53345618
MvSl-1064-A1-R4_MC04-1g06015	0.00369	0.00261	0.00004	0.0002	92.01995012
MvSl-1064-A1-R4_MC04-1g06016	0.00311	0.00312	0.00003	0	103.3222591
MvSl-1064-A1-R4_MC04-1g06017	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g00053	0.0122	0.0055	0.01775	0.01038	0.687320071
MvSl-1064-A1-R4_MC04-1g06019	0.00833	0.00594	0.00008	0.00107	103.9950062
MvSl-1064-A1-R4_MC04-1g06020	0.00566	0.00568	0.00006	0.00031	94.17637271
MvSl-1064-A1-R4_MC04-1g06030	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g06031	0.00038	0.00038	0.00469	0.00273	0.081021727
MvSl-1064-A1-R4_MC04-1g06033	0.00243	0.00243	0.00002	0.00011	120.8955224
MvSl-1064-A1-R4_MC04-1g06034	0.0043	0.00152	0.00476	0.00238	0.903342367
MvSl-1064-A1-R4_MC04-1g06035	0.00002	0	0.01889	0.00135	0.001058756
MvSl-1064-A1-R4_MC04-1g06036	0.0057	0.00569	0.00839	0.0084	0.679372117
MvSl-1064-A1-R4_MC04-1g06037	0.01231	0.00719	0.00012	0.00062	102.4979184
MvSl-1064-A1-R4_MC04-1g06038	0.00193	0.00185	0.00718	0.00685	0.268798485
MvSl-1064-A1-R4_MC04-1g06039	0	0	0.00483	0.00029	0
MvSl-1064-A1-R4_MC04-1g06040	0.01585	0.00799	0.03396	0.01726	0.466724185
MvSl-1064-A1-R4_MC04-1g06041	0.00003	0	0.02521	0	0.001189999
MvSl-1064-A1-R4_MC04-1g06042	0.00193	0.00194	0.00002	0.00012	96.0199005
MvSl-1064-A1-R4_MC04-1g06043	0.00163	0.00163	0.00002	0.00008	81.09452736
MvSl-1064-A1-R4_MC04-1g06044	0	0.01871	0.00001	0.04414	0
MvSl-1064-A1-R4_MC04-1g06045	0.08362	0.01807	0.09997	0.02957	0.836450099
MvSl-1064-A1-R4_MC04-1g06048	0.00272	0.00193	0.00003	0.00009	90.3654485
MvSl-1064-A1-R4_MC04-1g06049	0.00542	0.00222	0.02394	0.00975	0.226398386
MvSl-1064-A1-R4_MC04-1g06050	0.00001	0	0.0052	0	0.00192304
MvSl-1064-A1-R4_MC04-1g06052	0.00137	0.00085	0.00651	0.00237	0.210442236
MvSl-1064-A1-R4_MC04-1g06053	0	0	0.00001	0.00233	0
MvSl-1064-A1-R4_MC04-1g06054	0.00499	0.00353	0.00005	0.00003	99.6007984
MvSl-1064-A1-R4_MC04-1g06055	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC04-1g06056	0	0	0.00329	0.00025	0
MvSl-1064-A1-R4_A1g00626	0.00461	0.00327	0.00005	0	92.01596806
MvSl-1064-A1-R4_MC04-1g06057	0.00001	0	0.01102	0	0.000907433
MvSl-1064-A1-R4_MC04-1g06058	0.00919	0.00458	0.00476	0.00465	1.930631709
MvSl-1064-A1-R4_MC04-1g06062	0.15869	0.0382	0.43562	0.1342	0.364285303
MvSl-1064-A1-R4_MC04-1g06065	0.00294	0.00295	0.00003	0	97.6744186
MvSl-1064-A1-R4_MC04-1g06066	0.00001	0	0.0087	0	0.001149412
MvSl-1064-A1-R4_A1g00627	0.00267	0.00131	0.00169	0.00156	1.579788178
MvSl-1064-A1-R4_MC04-1g06067	0.00947	0.00446	0.0064	0.00301	1.47966438
MvSl-1064-A1-R4_MC04-1g06069	0.00511	0.00513	0.00005	0.00045	101.996008
MvSl-1064-A1-R4_MC04-2g06092	0.00551	0.00319	0.00006	0.00035	91.68053245
MvSl-1064-A1-R4_MC04-2g06093	0.00128	0.00091	0.00001	0.00003	126.7326733
MvSl-1064-A1-R4_MC04-2g06094	0.00383	0.00268	0.00662	0.00644	0.57854111
MvSl-1064-A1-R4_MC04-2g06095	0.00002	0.00007	0.0161	0.01167	0.001242228
MvSl-1064-A1-R4_MC04-2g06098	0.00552	0.00555	0.00006	0.00069	91.8469218
MvSl-1064-A1-R4_MC04-2g06099	0.03817	0.01209	0.12068	0.04201	0.316290755
MvSl-1064-A1-R4_MC04-2g06100	0.00001	0	0.01192	0.00023	0.000838919
MvSl-1064-A1-R4_MC04-2g06102	0.00286	0.00286	0.01351	0.00959	0.211693474
MvSl-1064-A1-R4_MC04-2g06103	0	0	0.00428	0.0006	0
MvSl-1064-A1-R4_MC04-2g06104	0.00182	0.00182	0.00002	0.00011	90.54726368
MvSl-1064-A1-R4_MC04-2g06105	0.00242	0.00243	0.01099	0.00781	0.220198178
MvSl-1064-A1-R4_MC04-2g06106	0.00363	0.00257	0.00004	0.00013	90.52369077
MvSl-1064-A1-R4_MC04-2g06107	0.83467	0.14315	1.28886	0.42926	0.647603258
MvSl-1064-A1-R4_MC04-2g06108	0.00276	0.00159	0.00003	0	91.69435216
MvSl-1064-A1-R4_MC05-1g06112	0.0084	0.00423	0.0162	0.00946	0.518515318
MvSl-1064-A1-R4_A1g00629	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-1g06117	0.00179	0.00154	0.00603	0.00519	0.296844165
MvSl-1064-A1-R4_MC05-1g06118	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-1g06119	0.00631	0.00365	0.00483	0.00483	1.306391172
MvSl-1064-A1-R4_MC05-1g06120	0	0.00001	0.00333	0.00331	0
MvSl-1064-A1-R4_MC05-1g06122	0.83058	0.10173	1.18732	0.30136	0.699541766
MvSl-1064-A1-R4_MC05-1g06123	0.81151	0.10544	1.60141	0.48779	0.506747147
MvSl-1064-A1-R4_MC05-1g06124	0	0.00011	0.00001	0.06333	0
MvSl-1064-A1-R4_MC05-1g06126	0.00263	0.00152	0.00003	0	87.37541528
MvSl-1064-A1-R4_A1g00630	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-1g06129	0.00477	0.00193	0.01062	0.00427	0.449148313
MvSl-1064-A1-R4_MC05-1g06130	0.00132	0.00133	0.01221	0.00614	0.108107223
MvSl-1064-A1-R4_MC05-1g06131	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-1g06133	0.00298	0.00307	0.01019	0.01067	0.292440702
MvSl-1064-A1-R4_MC05-1g06134	0.00522	0.00371	0.01883	0.01098	0.277215734
MvSl-1064-A1-R4_MC05-1g06136	0.00156	0.0011	0.00002	0.00003	77.6119403
MvSl-1064-A1-R4_A1g00631	0	0.00495	0	0	0
MvSl-1064-A1-R4_MC05-1g06139	0.0006	0.0006	0.01129	0.00464	0.053143905
MvSl-1064-A1-R4_MC05-1g06141	0.0077	0.00451	0.02011	0.01323	0.382892179
MvSl-1064-A1-R4_MC05-1g06142	0.0041	0.00198	0.01162	0.00634	0.352836895
MvSl-1064-A1-R4_MC05-1g06146	0.0125	0.00627	0.00013	0.00044	96.07993851
MvSl-1064-A1-R4_MC05-1g06147	0	0.00003	0.00002	0.00368	0
MvSl-1064-A1-R4_MC05-1g06148	0.00122	0.0012	0.00744	0.00519	0.163976291
MvSl-1064-A1-R4_A1g00632	0.005	0.005	0.00005	0.00043	99.8003992
MvSl-1064-A1-R4_MC05-1g06149	0.00001	0	0.00881	0.00097	0.001135061
MvSl-1064-A1-R4_MC05-1g06150	0.00282	0.00283	0.00568	0.00571	0.496470133
MvSl-1064-A1-R4_MC05-1g06151	0	0.00001	0.00334	0.00334	0
MvSl-1064-A1-R4_MC05-1g06153	0.00297	0.00297	0.00003	0	98.67109635
MvSl-1064-A1-R4_MC05-1g06154	0.00002	0	0.02465	0.00204	0.000811356
MvSl-1064-A1-R4_MC05-1g06155	0.00409	0.00237	0.00328	0.00191	1.246913204
MvSl-1064-A1-R4_MC05-1g06158	0.00133	0.00095	0.00699	0.00353	0.190269095
MvSl-1064-A1-R4_A1g00633	0.00001	0	0.00708	0	0.001412409
MvSl-1064-A1-R4_MC05-1g06160	0.00451	0.00263	0.0113	0.0081	0.399111512
MvSl-1064-A1-R4_MC05-1g06161	0.00231	0.00132	0.00159	0.00154	1.452738821
MvSl-1064-A1-R4_MC05-1g06162	0.00174	0.00124	0.00283	0.00285	0.614819264
MvSl-1064-A1-R4_MC05-1g06164	0.00519	0.00372	0.01356	0.00974	0.38274054
MvSl-1064-A1-R4_MC05-1g06168	0.009	0.00319	0.00528	0.00372	1.704513172
MvSl-1064-A1-R4_MC05-1g06170	0.00193	0.00096	0.00937	0.00313	0.205974323
MvSl-1064-A1-R4_MC05-1g06171	0.00222	0.00222	0.00002	0	110.4477612
MvSl-1064-A1-R4_MC05-1g06172	0	0.00745	0.00001	0.01551	0
MvSl-1064-A1-R4_MC05-1g06175	0.00601	0.00246	0.0073	0.00423	0.823276393
MvSl-1064-A1-R4_MC05-1g06176	0.00106	0.00106	0.00623	0.00443	0.170141731
MvSl-1064-A1-R4_MC05-1g06178	0.00001	0	0.00593	0	0.001686312
MvSl-1064-A1-R4_MC05-1g06179	0.00258	0.00184	0.0029	0.00294	0.889624496
MvSl-1064-A1-R4_MC05-1g06180	0.00219	0.00125	0.00384	0.00268	0.570297648
MvSl-1064-A1-R4_MC05-1g06181	0.04535	0.01762	0.08228	0.04747	0.551166078
MvSl-1064-A1-R4_A1g00635	0.75592	0.11397	54.11274	58.34802	0.013969354
MvSl-1064-A1-R4_MC05-1g06183	0.00001	0	0.01128	0.00061	0.000886517
MvSl-1064-A1-R4_MC05-1g06185	0.01482	0.00399	0.01584	0.00445	0.935600154
MvSl-1064-A1-R4_MC05-1g06186	0.00316	0.00317	0.01439	0.01026	0.219595416
MvSl-1064-A1-R4_MC05-1g06189	0.00002	0	0.0163	0.001	0.001226986
MvSl-1064-A1-R4_MC05-1g06191	0.00003	0	0.02523	0.00206	0.001189056
MvSl-1064-A1-R4_MC05-1g06192	0.00001	0	0.00675	0	0.00148146
MvSl-1064-A1-R4_MC05-1g06193	0	0.00002	0.00002	0.00151	0
MvSl-1064-A1-R4_MC05-1g06195	0.00001	0	0.01367	0.00076	0.000731524
MvSl-1064-A1-R4_MC05-1g06196	0	0.00006	0.00002	0.00503	0
MvSl-1064-A1-R4_MC05-1g06197	0.00277	0.00278	0.00626	0.00631	0.442484944
MvSl-1064-A1-R4_MC05-1g06202	0.00002	0	0.01856	0.0013	0.00107758
MvSl-1064-A1-R4_MC05-1g06203	0.00196	0.00099	0.00902	0.00345	0.217292491
MvSl-1064-A1-R4_MC05-1g06205	0.00443	0.00223	0.02459	0.00882	0.180153802
MvSl-1064-A1-R4_MC05-1g06206	0	0	0.00002	0.0052	0
MvSl-1064-A1-R4_MC05-1g06218	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-1g06219	0.03119	0.00776	0.03722	0.01011	0.837988076
MvSl-1064-A1-R4_MC05-1g06220	0.00085	0.00086	0.00191	0.00194	0.445002879
MvSl-1064-A1-R4_MC05-1g06222	0.00728	0	0.01104	0	0.659414317
MvSl-1064-A1-R4_MC05-1g06224	0.00243	0.00243	0.0059	0.00592	0.411857426
MvSl-1064-A1-R4_MC05-1g06225	0.00088	0.00067	0.00092	0.00105	0.956417781
MvSl-1064-A1-R4_MC05-1g06226	0.0045	0.00451	0.00005	0	89.82035928
MvSl-1064-A1-R4_MC05-1g06227	0.00001	0	0.00609	0.00017	0.001642009
MvSl-1064-A1-R4_MC05-1g06228	0.00326	0.00139	0.00502	0.00236	0.649389454
MvSl-1064-A1-R4_MC05-1g06229	0	0.00356	0.00001	0.01005	0
MvSl-1064-A1-R4_MC05-1g06230	0.00229	0.00224	0.01138	0.01098	0.20122846
MvSl-1064-A1-R4_A1g00639	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-1g06233	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-1g06234	0.00249	0.0025	0.00003	0.00021	82.72425249
MvSl-1064-A1-R4_MC05-1g06235	0.00058	0.00058	0.00001	0.00001	57.42574257
MvSl-1064-A1-R4_MC05-1g06236	0	0.00003	0.00001	0	0
MvSl-1064-A1-R4_MC05-1g06237	0.00733	0.0038	0.03603	0.0186	0.203441012
MvSl-1064-A1-R4_MC05-1g06241	0.00116	0.00067	0.00197	0.00138	0.588802599
MvSl-1064-A1-R4_MC05-1g06242	0.00252	0.00252	0.00003	0.00025	83.72093023
MvSl-1064-A1-R4_MC05-1g06243	0	0.06931	0.00001	0.13781	0
MvSl-1064-A1-R4_MC05-1g06245	0.00182	0.00184	0.00355	0.00359	0.512661615
MvSl-1064-A1-R4_MC05-1g06246	0.00799	0.004	0.00008	0.00005	99.75031211
MvSl-1064-A1-R4_MC05-1g06247	0.00754	0.00382	0.00531	0.00292	1.419935594
MvSl-1064-A1-R4_MC05-1g06249	0.0101	0.00585	0.0001	0.00039	100.8991009
MvSl-1064-A1-R4_MC05-1g06251	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-1g06253	0	0	0.00295	0	0
MvSl-1064-A1-R4_MC05-1g06255	0.00001	0.00001	0.00687	0.00693	0.001455583
MvSl-1064-A1-R4_MC05-2g06307	0.01492	0.01221	0.00872	0.02282	1.710989553
MvSl-1064-A1-R4_MC05-2g06309	0.02345	0.0075	0.02255	0.01319	1.039906697
MvSl-1064-A1-R4_MC05-2g06311	0.00539	0.00313	0.02854	0.01182	0.188857082
MvSl-1064-A1-R4_MC05-2g06312	0.01296	0.00461	0.02576	0.00981	0.503103637
MvSl-1064-A1-R4_MC05-2g06320	0.00112	0.00104	0.0037	0.00337	0.302694522
MvSl-1064-A1-R4_MC05-2g06321	0.00226	0.00226	0.00002	0.00009	112.4378109
MvSl-1064-A1-R4_MC05-2g06322	0.00002	0	0.01533	0	0.001304623
MvSl-1064-A1-R4_MC05-2g06324	0.00405	0.00293	0.00602	0.0042	0.6727463
MvSl-1064-A1-R4_MC05-2g06325	0	0.00663	0.00001	0.014	0
MvSl-1064-A1-R4_MC05-2g06326	0	0.00001	0.00439	0.00444	0
MvSl-1064-A1-R4_A1g00055	0.00215	0.00215	0.0041	0.0041	0.524377454
MvSl-1064-A1-R4_MC05-2g06330	0.00948	0.00673	0.0001	0.00035	94.70529471
MvSl-1064-A1-R4_MC05-2g06333	0.00627	0.00359	0.00683	0.00669	0.917995344
MvSl-1064-A1-R4_MC05-2g06335	0.00285	0.00143	0.00003	0.00006	94.68438538
MvSl-1064-A1-R4_MC05-2g06339	0.00001	0	0.00558	0	0.001792083
MvSl-1064-A1-R4_MC05-2g06341	0.00251	0.00252	0.00587	0.0059	0.427590671
MvSl-1064-A1-R4_A1g00644	0.00197	0.00114	0.00002	0.00003	98.00995025
MvSl-1064-A1-R4_MC05-2g06354	0.00431	0.00214	0.00204	0.00195	2.112641537
MvSl-1064-A1-R4_MC05-2g06355	0	0.00003	0.00002	0	0
MvSl-1064-A1-R4_MC05-2g06356	0.18085	0.03281	0.30577	0.0843	0.591457438
MvSl-1064-A1-R4_MC05-2g06357	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-2g06358	0.00231	0.00134	0.00458	0.00326	0.5043558
MvSl-1064-A1-R4_MC05-2g06360	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-2g06361	0.00315	0.00317	0.03762	0.02708	0.083731835
MvSl-1064-A1-R4_A1g00645	0	0	0.00225	0	0
MvSl-1064-A1-R4_MC05-2g06363	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06364	0.00614	0.00354	0.00014	0.00008	43.82583869
MvSl-1064-A1-R4_MC05-2g06366	0.04706	0.0089	0.06011	0.01377	0.782896718
MvSl-1064-A1-R4_MC05-2g06370	0.01965	0.00656	0.00854	0.00248	2.300909825
MvSl-1064-A1-R4_MC05-2g06371	0.0058	0.00343	0.02049	0.01216	0.283063528
MvSl-1064-A1-R4_MC05-2g06373	0.01039	0.00776	0.0001	0.00501	103.7962038
MvSl-1064-A1-R4_MC05-2g06375	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-2g06376	0.00289	0.00295	0.00851	0.00874	0.339596479
MvSl-1064-A1-R4_A1g00646	0.0009	0.00089	0.00503	0.00356	0.178922884
MvSl-1064-A1-R4_MC05-2g06377	0.00735	0.00738	0.00669	0.00673	1.098638286
MvSl-1064-A1-R4_MC05-2g06378	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-2g06379	0.00076	0.00076	0.00654	0.00379	0.116206174
MvSl-1064-A1-R4_MC05-2g06380	0.00221	0.00222	0.00385	0.00387	0.574011065
MvSl-1064-A1-R4_MC05-2g06381	0.01168	0.00589	0.01481	0.00751	0.788650988
MvSl-1064-A1-R4_MC05-2g06382	0.00212	0.00213	0.02057	0.01201	0.103062212
MvSl-1064-A1-R4_MC05-2g06385	0.00004	0.00056	0.0358	0.02366	0.001117315
MvSl-1064-A1-R4_A1g00647	0.00648	0.00617	0.01339	0.01279	0.483939627
MvSl-1064-A1-R4_MC05-2g06389	0	0.01148	0.00001	0.02625	0
MvSl-1064-A1-R4_MC05-2g06390	0.00522	0.00525	0.00005	0.00052	104.1916168
MvSl-1064-A1-R4_MC05-2g06391	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-2g06392	0.00132	0.00131	0.00289	0.00285	0.456731601
MvSl-1064-A1-R4_MC05-2g06394	0.00409	0.0029	0.00004	0	101.9950125
MvSl-1064-A1-R4_MC05-2g06396	0.00001	0.00005	0.00778	0.00794	0.001285331
MvSl-1064-A1-R4_MC05-2g06397	0.00605	0.00428	0.00006	0	100.6655574
MvSl-1064-A1-R4_A1g00648	0.00115	0.00115	0.00331	0.00334	0.347421528
MvSl-1064-A1-R4_MC05-2g06399	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06400	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-2g06401	0.00001	0	0.01181	0	0.000846733
MvSl-1064-A1-R4_MC05-2g06403	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06408	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-2g06409	0.00093	0.00093	0.00001	0.00003	92.07920792
MvSl-1064-A1-R4_MC05-2g06416	0.00425	0.00301	0.00004	0.00003	105.9850374
MvSl-1064-A1-R4_MC05-2g06417	0.00001	0	0.00813	0	0.001229997
MvSl-1064-A1-R4_MC05-2g06418	0.07311	0.01983	0.09603	0.0399	0.761323793
MvSl-1064-A1-R4_MC05-2g06420	0.0462	0.01078	0.03196	0.00829	1.445552423
MvSl-1064-A1-R4_MC05-2g06426	1.01448	0.14971	10.82797	13.26911	0.093690691
MvSl-1064-A1-R4_MC05-2g06427	0	0.07902	0.00001	0.15462	0
MvSl-1064-A1-R4_MC05-2g06429	0.00343	0.00351	0.01051	0.01083	0.326352746
MvSl-1064-A1-R4_MC05-2g06434	0.86849	0.11272	1.39488	0.43625	0.622626991
MvSl-1064-A1-R4_MC05-2g06435	0.0045	0.00261	0.00692	0.00401	0.65027962
MvSl-1064-A1-R4_MC05-2g06436	0.85468	0.13285	3.88075	2.00918	0.220235773
MvSl-1064-A1-R4_MC05-2g06437	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-2g06438	0	0	0.00387	0.00037	0
MvSl-1064-A1-R4_MC05-2g06440	0.00358	0.00358	0.00004	0.00012	89.27680798
MvSl-1064-A1-R4_MC05-2g06443	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC05-2g06445	0.00845	0.0044	0.04206	0.0219	0.200902994
MvSl-1064-A1-R4_MC05-2g06446	0	0.00001	0.00001	0	0
MvSl-1064-A1-R4_MC05-2g06448	0.27665	0.04229	0.64665	0.14042	0.427820238
MvSl-1064-A1-R4_MC05-2g06449	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g00056	0.00425	0.00269	0.02314	0.01251	0.183663856
MvSl-1064-A1-R4_MC05-2g06453	0.00001	0	0.01063	0	0.000940725
MvSl-1064-A1-R4_MC05-2g06454	0.00763	0	0.00008	0	95.25593009
