gida1	a1GC0	a1GC3	gencomp	youngold	DE	haploid
MvSl-1064-A2-R4_MC03g05255	57.26	62.46	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07382	60.34	68.97	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08736	48.25	44.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC18g12507	59.35	68.57	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g09929	53.4	57.66	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g06142	57.05	71.39	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02426	59.94	67.03	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08799	61.16	75.91	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09632	59.16	67.11	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11397	64.38	75.71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC15g12347	55.9	65.14	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06932	57.23	66.31	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-1g07184	53.3	61.46	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10877	56.09	63.29	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC15g12326	52.49	62.13	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08009	60.25	65.28	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03418	52.14	63.28	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11706	56.3	62.91	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g01506	51.22	58.35	Black	OldStrata	NON	A2
MvSl-1064-A2-R4_A2g01265	57.36	64.11	Black	OldStrata	NON	A2
MvSl-1064-A2-R4_MC03g04857	55.77	54.17	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03821	53.02	62.5	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05229	61.73	72.22	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10994	56.25	69.71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05986	56.28	60.52	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03491	56.53	66.49	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04178	56.04	65.57	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05013	49.86	55.93	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g06245	54.6	56.95	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-1g07231	55.08	72.88	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03430	54.05	63.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04031	60.4	78.45	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03376	57.52	60.78	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06409	57.89	62.42	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08386	55.83	64.48	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02707	58.06	64.22	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04396	54.39	69.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC15g12280	52.85	59.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05102	58.17	59.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07946	57.99	62.83	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09688	56.78	72.09	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08134	58.52	72.73	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05448	58.29	71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05960	53.42	58.9	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC14g12061	56.91	61.92	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04680	53.23	72.58	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09322	54.08	67.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04450	53.77	55.47	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06908	52.09	53.99	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02895	56.27	67.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05743	57.84	58.82	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05916	54.39	61.36	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05956	54.54	72.95	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07551	55.76	65.73	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07439	54.18	60.19	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g07083	55.2	62.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02077	56.51	74.58	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02213	58.07	60.68	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02605	63.16	68.89	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11281	53.02	62.99	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11654	54.85	57.27	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11850	59.77	80.83	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08203	57.55	69.8	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06985	54.31	63.12	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06881	57.82	62.68	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09523	63.06	72.39	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC16g12434	56.03	63.83	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04070	58.72	62.26	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10716	54.5	64.48	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07889	52.26	59.29	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03367	58.04	71.65	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g00993	54.18	59.89	Black	OldStrata	NON	A2
MvSl-1064-A2-R4_MC03g05451	55.65	69.09	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07720	57.09	68.6	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09492	57.91	66.89	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09700	52.69	57.22	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11444	56.06	62.75	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05938	54	60.33	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08095	61.67	71.48	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g00116	51.73	55.19	Black	OldStrata	NON	A2
MvSl-1064-A2-R4_MC04-2g06335	58.11	68.92	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02240	56.52	62.02	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02547	55.87	65.11	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06599	56.13	60.33	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08602	51.67	57.5	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g09871	56.64	58.79	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g09965	56.98	74.52	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11698	59.95	65.23	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03904	52.55	54.47	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08629	60.37	75.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05742	55.47	60.48	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07438	57.54	59.72	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08008	56.17	74.48	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10673	56.22	65.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11626	56.73	64.68	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03441	55.12	61.61	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10690	57.98	69.45	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02421	55.84	62.94	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03486	58.92	70.69	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03797	50.41	55.37	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04824	51.69	62.92	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05352	59.4	62.31	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-2g06293	58.37	62.84	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-2g06326	54.39	58.79	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08206	55.96	64.42	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08285	51.39	51.39	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08785	59.51	66.95	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10330	59.11	68.05	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11351	57.1	71.37	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-2g06280	60.89	68.17	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11849	61.56	62.1	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06825	53.74	68.71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04621	59.97	66.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07400	56.99	56.45	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05629	54.56	64.79	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10869	56.22	66.27	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g01778	54.27	63.46	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_MC01g02522	53.24	51.85	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07744	59.71	68.59	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g09980	56.36	67.01	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10977	54.28	62.26	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05572	60.43	84.68	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08814	63.52	73.23	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09738	55.12	70.97	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10139	57.65	69.68	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02212	55.42	56.5	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04123	56.07	66.23	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10829	54.03	68.17	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04167	60.06	66.81	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04643	58.34	60.09	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g06059	58.23	61.02	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06522	55.61	60.2	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11526	58.88	70.78	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-2g06272	59.15	73.81	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06739	53.48	75.82	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03648	59.92	66.82	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06542	55.37	63.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09505	55.8	68.89	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09836	58.79	73.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11907	56.23	66.54	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g01809	55.11	58.67	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_MC05g06594	58.1	59.66	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-1g07281	52.49	62.73	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08355	57.22	68.11	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08894	55.59	67.32	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09192	57.66	63.71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11643	53.42	52.32	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08847	61	66.57	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11123	57.55	66.07	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02429	56.72	68.45	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02846	57.86	54.72	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10251	55.81	69.89	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04061	54.5	66.77	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02355	53.24	68.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06414	58.11	64.26	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10903	58.03	66.38	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g00569	56.17	60.91	Black	OldStrata	NON	A2
MvSl-1064-A2-R4_MC01g02415	65.78	65.33	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02600	44.44	40.48	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02984	57.3	65.3	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03445	55.33	63	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04318	55.49	73.52	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04799	57.21	61.94	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04854	60.64	66.8	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g07018	53.54	66.52	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g07067	59.05	56.85	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08270	56.67	60	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08523	52.46	50.82	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09436	53.88	59.2	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10518	62.81	70.85	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC15g12333	55.62	60.57	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11412	55.56	68.18	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02388	56.81	72.54	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02520	56.03	62.77	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03365	50	70.37	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03683	58.91	67.17	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04678	58.82	66.18	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05503	50.49	53.68	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05951	61.5	61.97	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g06087	55.94	65.4	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07923	56.08	65.31	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08702	54.4	56.6	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08810	60.84	70.28	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-2g09041	50.26	47.62	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09486	56.72	75.31	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09618	58.41	63.69	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10743	49.77	53.42	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC15g12349	52.73	63.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC17g12483	53.83	61.49	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g06213	58.15	66.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02586	60.26	71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03274	55.88	71.5	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04591	56.51	74.01	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06830	57.56	67.4	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-1g07200	53.9	67.02	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07598	56.67	67.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09208	57	63.17	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC14g12060	57.57	73.03	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02159	59.91	67.91	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02398	57.87	57.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02677	58.85	65.12	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03085	57.69	65.32	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03275	61.03	68.95	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06426	58.23	68.2	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07902	56.77	63.28	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08726	58.43	64.5	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08838	57.34	70.31	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08871	62.44	76.03	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08928	57.67	68.59	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10260	55.95	57.91	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10714	55.14	69.16	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11433	58.75	69.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC15g12397	55.49	65.27	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04280	50.26	51.3	Auto	Auto	NON	A2
MvSl-1064-A2-R4_C25g01885	54.5	54.37	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06914	58.53	68.11	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08339	57.87	75.54	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g01736	60.39	64.71	Black	OldStrata	NON	A2
MvSl-1064-A2-R4_A2g00923	58.01	69.62	Black	OldStrata	NON	A2
MvSl-1064-A2-R4_MC02g03977	57.75	68.6	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g09993	53.26	56.68	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11461	58.95	70.12	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11731	54.47	65.19	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-2g06270	59.38	51.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03852	54.36	63.72	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05167	56.68	65.96	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10614	56.38	58.02	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11715	65.57	68.4	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02879	55.46	64.45	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03064	56.74	73.58	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04507	54.94	61.2	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10343	53.98	56.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11197	54.5	68.42	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11790	57.75	68.66	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11854	56	64.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03526	53.76	67.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09564	57.86	67.08	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06820	55.02	65.46	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10446	53.83	60.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03451	58.4	71.95	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02711	56.53	76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g09859	61.73	74.07	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g00867	52.69	61.64	Black	OldStrata	NON	A2
MvSl-1064-A2-R4_MC01g02789	49.46	62.9	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07664	57.18	64.62	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09378	58.91	71.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10421	55.1	63.5	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-2g06276	48.85	43.1	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08939	58.17	65	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09266	54.23	64.14	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04283	56.41	66.72	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02696	61.51	63.1	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03135	55.27	57.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03323	57.19	77.31	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03389	57.33	56.55	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08479	54.34	60.27	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08488	52.52	61.87	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04564	58.21	71.15	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07450	55.26	64.12	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07790	58.67	72.59	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g09874	59.18	63.22	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10122	59.89	66.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10967	52.15	57.92	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05543	58.29	66.49	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04291	54.32	57.81	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC15g12287	55.87	60.93	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02473	57.94	64.05	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02771	57.54	67.83	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03419	50.55	56.2	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05455	56.98	62.94	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05651	55.7	57.42	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07788	55.69	63.53	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07793	56.65	64.29	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07952	52.17	67.39	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08219	60.31	77.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09307	59.6	63.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10220	56.75	63.58	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11187	54.72	62.93	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11365	63.49	83.33	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC14g12007	47.59	52.41	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07696	53.62	59.05	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09835	58.51	59.52	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11380	57.55	70.9	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11020	53.44	52.38	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04750	52.28	50.21	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g00328	55.1	56.23	Black	OldStrata	NON	A2
MvSl-1064-A2-R4_MC01g02923	54.81	58.63	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02966	60.31	70.52	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05536	54.09	58.42	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06673	58.58	66.89	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g07031	58.68	73	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07958	53.77	63.85	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08023	60.91	66.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10609	60.78	61.03	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10859	58.96	67.57	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC18g12503	55.78	60	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02242	51.52	63.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04791	56.18	62.92	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11284	55.12	61.71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02653	56.69	67.45	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05108	60.17	64.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07945	59.66	72.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09525	61.1	69.39	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10644	55.34	55.42	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10701	60.8	73.37	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11237	56.02	61.45	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC17g12478	53.25	68.46	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05624	53.65	60.38	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC16g12427	61.19	62.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02427	60.16	64.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11578	56.72	63.88	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10328	58.96	59.27	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g01186	53.92	63.45	Black	OldStrata	NON	A2
MvSl-1064-A2-R4_MC02g03606	55.32	65.52	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04145	56.71	65.13	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05172	60	69.63	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g06010	56.84	60	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07719	53.39	66.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08970	53.11	61.44	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09686	58.96	61.51	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10168	55	58.24	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11379	58.93	63.29	Auto	Auto	NON	A2
