gida1	a1GC0	a1GC3	gencomp	youngold	DE	haploid
MvSl-1064-A2-R4_MC04-1g05924	56.96	66.6	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g09909	59.41	73.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11680	56.48	67.9	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05716	58.05	56.46	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08033	55.96	65.55	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08440	57.44	70.98	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09668	55.89	66.38	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10542	53.16	58.42	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g00775	55.5	58.42	Black	OldStrata	NON	A2
MvSl-1064-A2-R4_MC01g02755	56.15	68.15	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08109	56.82	70.91	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03640	50.88	57.83	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g06121	54.32	59.26	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g06200	59.17	64.71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06797	57.07	66.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07987	56.37	62.5	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08937	54.35	69.57	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02050	52.94	56.86	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04489	55.13	63.68	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07961	55.5	65.6	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09765	57.08	61.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03896	55.11	61.19	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06434	58.09	66.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08402	54.23	53.61	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08866	58.29	68.83	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC15g12374	57.55	61.47	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03293	58.24	66.48	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11529	59.55	62.78	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02897	54.23	56.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC14g12084	56.89	59.7	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09663	56.54	67.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05749	55.48	60.4	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03434	49.46	45.99	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10564	48.97	45.68	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10689	56.84	68.25	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC14g12145	55.61	63.18	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g01154	56.13	73.16	Blue	OldStrata	NON	A2
MvSl-1064-A2-R4_MC01g02354	56.62	66.44	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02723	55.21	60.16	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05884	58.47	64.86	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06601	54.32	58.5	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06679	59.77	68.4	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08923	58.33	61.61	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g01759	61.67	67.5	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_MC02g03550	61.32	75.85	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03986	55.87	60.23	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05351	55.56	62.09	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03255	57.6	69.98	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02256	55.82	60.36	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04325	60.51	60	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08895	57.54	70.41	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10015	59.55	71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11113	53.57	61.07	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04228	54.2	56.46	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06857	64.07	63.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08016	57.64	64.58	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC15g12265	57.14	65.36	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02281	56	64.18	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02392	54.7	67.94	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04566	54.63	64.35	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05186	53.18	61.89	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07504	54.64	60.66	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10025	62.3	73.81	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10180	53.76	64.85	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04447	57.04	72.01	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11799	56.51	66.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04202	58.71	64.4	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05969	56.12	66.07	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g01580	62.49	70.06	Black	OldStrata	NON	A2
MvSl-1064-A2-R4_MC06-2g07483	55.51	62.94	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05251	53.72	66.38	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-1g07234	52.9	56.6	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05610	56.45	61.18	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-1g07166	63.71	72.52	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09442	56.05	62.12	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11247	56.91	67.94	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06446	56.81	64.79	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08094	56.21	64.95	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08450	54.53	58.94	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03959	56.15	63.39	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g00011	54.51	60.22	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_MC02g04348	59.37	70.36	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10229	57.48	50.69	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10629	55.52	66.47	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11902	56.09	54.68	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11927	56.57	68.63	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06475	57.11	71.01	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10080	56.72	55.22	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03918	58.4	60.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g00186	56.5	73.22	Black	OldStrata	NON	A2
MvSl-1064-A2-R4_MC02g03768	57.11	68.25	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03863	56.54	64.07	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04602	52.9	55.45	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05018	63.68	60.2	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06630	57.55	62.92	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06809	56.56	80.18	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08041	58.37	65.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08297	58.31	70.41	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11149	52.5	60.62	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02052	60.19	70.7	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10172	46.62	50.33	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02490	58.95	61.02	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02943	57.75	67.99	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08735	60.58	70.07	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04102	59.75	60.37	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10752	57.4	64.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07525	55.06	66.07	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g07017	56.69	58.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-1g07246	52.31	60.58	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04945	61.23	66.31	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05921	63.01	78.05	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05975	55.92	69.48	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g06247	51.4	48.6	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04371	53.74	68.37	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04018	47.33	38	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04580	57.27	67.93	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07434	54.97	68.55	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04256	52	62	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04413	58.58	63.24	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08979	53.06	74.49	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-2g06287	56.13	65.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09563	55.13	62.69	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02937	58.43	62.03	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03009	52.84	48.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05799	55.99	67.96	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g00010	56.02	62.72	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_MC06-1g07230	47.73	45.45	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01993	59.36	73.63	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02812	57.57	65.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04161	53.52	58.78	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06938	57.35	67.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07794	57.83	59.8	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07883	48.74	52.71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g06058	58.24	63.4	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03847	60.15	75.32	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03592	56.43	61.93	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06730	53.16	55.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03841	60.6	70.79	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07983	53.82	66.41	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08314	57.48	69.23	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02510	49.77	52.05	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC14g12128	56.83	66.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05312	58.24	63.19	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05996	56.1	68.29	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07478	59.01	71.19	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07666	59.27	69.9	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06885	59.95	82.66	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09731	57.42	66.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03501	56.1	66.73	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g06212	53.14	63.04	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09258	58.44	62.66	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02362	57.56	70.77	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03519	59.05	55.71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06788	58.24	63.03	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07307	57.47	65.28	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10703	59.62	65.38	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11029	53.45	58.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02329	54.73	49.38	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05828	57.84	62.86	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10944	59.15	75.78	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02730	59.52	62.98	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06733	59.32	77.4	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08695	55.84	70.62	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03981	56.89	63.28	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08037	55.91	66.31	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10017	56.13	66.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05396	53.44	58.68	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g00130	61.03	68.73	Red	ColorStrata	NON	A2
MvSl-1064-A2-R4_MC07g08223	61.29	67.73	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11824	60.93	69.33	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02528	55.79	63.2	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02728	57.27	73.32	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05364	52.79	57.98	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06491	59.95	63.15	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09609	55	59.94	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05854	57.36	55.84	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07849	56.27	63.24	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04151	58.9	63.01	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04969	55.65	62.73	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05728	48.63	62.35	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05931	55.53	64.44	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06652	55.77	58.79	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-2g09065	56.49	71.3	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11100	57.05	74.16	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11629	54.61	59.57	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11909	52.04	50.68	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC14g12216	55.94	55.48	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g01799	55.3	64.45	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_MC11g10805	57.16	72.28	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04332	57.18	67.97	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04988	53.6	67.2	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g00835	58.14	61.38	Blue	OldStrata	NON	A2
MvSl-1064-A2-R4_MC08-1g08832	51.9	55.02	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10313	55.84	63.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03244	53	55.41	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02127	55.13	64.45	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02321	53.88	54.79	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-2g06341	55.1	61.22	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07505	55.47	64.04	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07717	58.69	65.71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09615	61.34	75.26	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07339	59.1	68.26	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08460	52.71	63.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10021	54.74	58.95	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11193	60.14	60.29	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11885	56.51	60.95	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC14g12186	56.49	61.92	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g00065	51.44	54.92	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_MC01g02165	56.21	59.96	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02365	59.28	66.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02651	55.45	64.16	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03814	56.94	68.94	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g06192	58.95	71.07	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-2g06332	59.44	66.62	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06396	58.3	62.23	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06892	57.92	65.57	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07312	58.08	68.04	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09446	58.93	72.14	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11814	60.16	56.91	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC16g12432	56.94	69.19	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06661	56.35	56.55	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04476	54.2	62.59	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05090	57.8	61.29	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g06002	53.21	68.08	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06469	56.26	69.36	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07641	59.31	70.52	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08593	54.35	56.59	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08831	56.07	67.84	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08931	57.99	67.84	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC10g10342	51.75	56.84	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10637	55.85	64.49	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11273	55.95	70.51	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11784	57.48	66.94	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11817	55.5	58.71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08242	59.61	61.95	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07606	59.88	72.22	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06942	56.19	72.14	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07473	58.39	62.41	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08965	53.56	58.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC14g12146	57.43	69.13	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08809	61.41	76.29	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04664	57.22	67.66	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04976	59.52	68.57	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05285	59.69	66.34	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11803	54.83	67.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06967	55.69	68.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03106	62.34	75.32	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-2g06277	61.66	75.6	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08648	55.17	71.1	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11536	54.53	63.09	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC14g12212	55.29	62.46	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07613	55.41	51.71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06478	57.17	63.17	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05476	55.87	65.92	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06952	56.05	66.78	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07816	52.79	62.39	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08834	56.48	75.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07384	57.11	57.45	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07705	56.76	69.37	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09683	62.61	69.41	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11155	51.47	53.82	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g00039	54.08	66.34	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_MC02g04330	56.1	61.79	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10417	58.29	67.15	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11821	54.8	68.86	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06784	59.92	69.13	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09373	59.58	73.23	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04991	58.38	66.32	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC05g06897	59.47	72.07	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10747	59.09	70.08	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02387	58.14	56.03	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05614	55.87	56.03	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07920	52.74	51.23	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08813	58.8	68.32	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02585	58.82	60.78	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04000	56.68	63.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07704	47.06	45.1	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09454	53.07	63.2	Auto	Auto	NON	A2
MvSl-1064-A2-R4_A2g00118	63.1	75	Black	OldStrata	NON	A2
MvSl-1064-A2-R4_A2g01775	55.67	65.24	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_MC01g02095	55.79	57.55	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02328	58.65	55.7	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02722	52.92	56.35	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03122	49.66	57.14	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03346	56.28	67.09	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03555	59.29	67.19	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g03970	57.28	65.13	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04073	56.47	66.02	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04733	55.49	64.82	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04772	57.61	73.36	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05206	57.59	75.12	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05474	55.9	67.69	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05881	58.05	64.3	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g06107	54.87	59.59	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07841	58	63.33	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07993	54.8	55.93	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07996	56.77	72.84	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08533	62.2	68.2	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08540	52.67	64.2	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08591	52.17	53.62	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC08-1g08855	59.65	76.38	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09189	56.94	64.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC09g09333	55.11	65.32	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC11g10720	57.6	66.89	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11144	54.92	64.75	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11148	56.46	66.08	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC12g11311	55.45	68.2	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11659	56.96	77.8	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC13g11926	56.63	52.17	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC15g12360	57.32	69.75	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC16g12424	57.22	65.3	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03402	54.45	66.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g03443	64.75	82.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04239	53.71	63.6	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC02g04410	58.69	75.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g04585	57.89	55.79	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC03g05033	55.99	56.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g05748	58.83	64.16	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC04-1g06075	58.53	59.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07309	56.81	59.82	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07607	55.56	57.55	Auto	Auto	NON	A2
