target_id	est_counts	est_counts	tpm	tpm
MvSl-1064-A1-R4_MC05-1g06259	10	9	2.59831	2.35256
MvSl-1064-A1-R4_MC05-1g06260	160.962	219.799	0.742188	1.00238
MvSl-1064-A1-R4_MC05-1g06261	14	18.1233	0.23711	0.300866
MvSl-1064-A1-R4_MC05-1g06262	1.22273	0.666667	0.0915568	0.0464714
MvSl-1064-A1-R4_MC05-1g06263	156.034	129.143	0.416798	0.341408
MvSl-1064-A1-R4_MC05-1g06264	9.93174	7.66043	0.0328397	0.0250631
MvSl-1064-A1-R4_MC05-1g06265	45.2738	49.3275	0.181548	0.195676
MvSl-1064-A1-R4_MC05-1g06266	461.421	626.236	0.961784	1.29212
MvSl-1064-A1-R4_MC05-1g06267	0	3.01507	0	0.0163923
MvSl-1064-A1-R4_MC05-1g06268	1	0	0.266186	0
MvSl-1064-A1-R4_MC05-1g06269	34.1633	13.0752	0.214808	0.0812665
MvSl-1064-A1-R4_MC05-1g06270	6.06631	1.2282	0.0301832	0.00604329
MvSl-1064-A1-R4_MC05-1g06271	7.44023	9.06567	0.03172	0.0382308
MvSl-1064-A1-R4_MC05-1g06272	0	1.00837	0	0.00328877
MvSl-1064-A1-R4_MC05-1g06273	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06274	38.3165	55.3032	0.0893467	0.127641
MvSl-1064-A1-R4_MC05-1g06275	2.52141	4.79198	0.00706676	0.0132914
MvSl-1064-A1-R4_MC05-1g06276	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06277	30.6361	16.2969	0.0705916	0.0371688
MvSl-1064-A1-R4_MC05-1g06278	0	1.10714	0	0.0323702
MvSl-1064-A1-R4_MC05-1g06279	47.2064	75.3528	0.106832	0.168794
MvSl-1064-A1-R4_MC05-1g06280	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06281	0	1.88447	0	0.0052427
MvSl-1064-A1-R4_MC05-1g06282	6.75067	8.25478	0.0169503	0.0205144
MvSl-1064-A1-R4_MC05-1g06283	3.75547	4.51601	0.018073	0.0214937
MvSl-1064-A1-R4_MC05-1g06284	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06285	5.01E-06	7.70203	1.05E-08	0.0159393
MvSl-1064-A1-R4_MC05-1g06286	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06287	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06288	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06289	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06290	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06291	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06292	248.853	338.433	0.302662	0.407565
MvSl-1064-A1-R4_MC05-1g06293	7.77547	0	0.00897045	0
MvSl-1064-A1-R4_MC05-1g06294	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06295	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06296	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06297	0.000145333	17.7991	1.17E-07	0.0142388
MvSl-1064-A1-R4_MC05-2g06298	27.1108	32.15	0.168564	0.1976
MvSl-1064-A1-R4_MC05-2g06299	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06300	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06301	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06302	3.34281	5.50923	0.00704672	0.011496
MvSl-1064-A1-R4_MC05-2g06303	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06304	0	1.01022	0	0.00454948
MvSl-1064-A1-R4_MC05-2g06305	25.0278	10.0034	0.0359824	0.0142395
MvSl-1064-A1-R4_MC05-2g06306	28.1857	13.1198	0.0437953	0.0201832
MvSl-1064-A1-R4_MC05-2g06307	1	0	0.0499226	0
MvSl-1064-A1-R4_MC05-2g06308	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06309	21	13	0.207985	0.127117
MvSl-1064-A1-R4_MC05-2g06310	4.01044	5.05109	0.122437	0.148588
MvSl-1064-A1-R4_MC05-2g06311	191.677	108.358	0.276285	0.154642
MvSl-1064-A1-R4_MC05-2g06312	79	52	0.226806	0.147741
MvSl-1064-A1-R4_MC05-2g06313	8.3902	4.02785	1.5068	0.695656
MvSl-1064-A1-R4_MC05-2g06314	470.866	414.363	0.924374	0.805255
MvSl-1064-A1-R4_MC05-2g06315	1.04378	10.724	0.205407	2.03349
MvSl-1064-A1-R4_MC05-2g06316	16	16	4.03542	4.06853
MvSl-1064-A1-R4_MC05-2g06317	2873.95	3015.17	12.1842	12.6445
MvSl-1064-A1-R4_MC05-2g06318	410.189	347.053	0.554842	0.464807
MvSl-1064-A1-R4_MC05-2g06319	3037	3301	68.9925	72.9558
MvSl-1064-A1-R4_MC05-2g06320	1531	1780	4.70883	5.41749
MvSl-1064-A1-R4_MC05-2g06321	1841	1777	42.5975	39.9874
MvSl-1064-A1-R4_MC05-2g06322	1137	1077	14.4174	13.4679
MvSl-1064-A1-R4_MC05-2g06323	1348	1441	13.2877	14.0243
MvSl-1064-A1-R4_MC05-2g06324	1654.49	1498	6.47625	5.80082
MvSl-1064-A1-R4_MC05-2g06325	784	726	4.12136	3.77385
MvSl-1064-A1-R4_MC05-2g06326	656.219	567.564	5.42135	4.63192
MvSl-1064-A1-R4_MC05-2g06327	1095.68	1419.33	4.87746	6.24932
MvSl-1064-A1-R4_MC05-2g06328	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06329	2	2.01427	0.0800847	0.0764646
MvSl-1064-A1-R4_MC05-2g06330	21.484	9.71636	1.2481	0.5289
MvSl-1064-A1-R4_MC05-2g06331	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06332	1.62547	0	0.157751	0
MvSl-1064-A1-R4_MC05-2g06333	149.59	113.677	0.93286	0.700759
MvSl-1064-A1-R4_MC05-2g06334	180	216.976	2.6873	3.18789
MvSl-1064-A1-R4_MC05-2g06335	64.2118	51.1815	0.111236	0.0877764
MvSl-1064-A1-R4_MC05-2g06336	8.37772	29.0159	0.27835	0.924446
MvSl-1064-A1-R4_MC05-2g06337	2.04152	2.03515	0.329498	0.308059
MvSl-1064-A1-R4_MC05-2g06338	32.0373	16.0095	0.371869	0.183364
MvSl-1064-A1-R4_MC05-2g06339	2842	2799	12.6378	12.3109
MvSl-1064-A1-R4_MC05-2g06340	4760	4487	22.5061	20.9822
MvSl-1064-A1-R4_MC05-2g06341	4122	4941	43.8889	51.9281
MvSl-1064-A1-R4_MC05-2g06342	558.222	493.851	10.5545	9.13358
MvSl-1064-A1-R4_MC05-2g06343	1936.9	1647.53	5.99025	5.04207
MvSl-1064-A1-R4_MC05-2g06344	206.876	197.14	1.87373	1.76337
MvSl-1064-A1-R4_MC05-2g06345	1	2	0.317217	0.641784
MvSl-1064-A1-R4_MC05-2g06346	14.6786	12.8967	0.437148	0.370617
MvSl-1064-A1-R4_MC05-2g06347	121.265	190.904	2.21194	3.40744
MvSl-1064-A1-R4_MC05-2g06348	109.233	97.7594	0.862418	0.762538
MvSl-1064-A1-R4_MC05-2g06349	3438.97	3888.75	6.16674	6.90343
MvSl-1064-A1-R4_MC05-2g06350	0	1.21602	0	0.00438522
MvSl-1064-A1-R4_MC05-2g06351	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06352	187.643	175.412	3.15374	2.89091
MvSl-1064-A1-R4_MC05-2g06353	983	1134	15.7835	17.8821
MvSl-1064-A1-R4_MC05-2g06354	2848.03	3139.82	3.0703	3.35175
MvSl-1064-A1-R4_MC05-2g06355	6679	7376	43.7027	47.704
MvSl-1064-A1-R4_MC05-2g06356	1984.61	1902	13.2554	12.5558
MvSl-1064-A1-R4_MC05-2g06357	5634	4954	12.0619	10.4986
MvSl-1064-A1-R4_MC05-2g06358	3230	2638	7.24702	5.85859
MvSl-1064-A1-R4_MC05-2g06359	26	49	3.694	6.59893
MvSl-1064-A1-R4_MC05-2g06360	3030	3854	35.2192	44.2027
MvSl-1064-A1-R4_MC05-2g06361	7492	7389	58.1631	56.6754
MvSl-1064-A1-R4_MC05-2g06362	735	899	8.36893	10.1013
MvSl-1064-A1-R4_MC05-2g06363	1295	1504	9.23931	10.604
MvSl-1064-A1-R4_MC05-2g06364	7105	7318	19.807	20.1897
MvSl-1064-A1-R4_MC05-2g06365	218.155	264.32	17.8401	20.0168
MvSl-1064-A1-R4_MC05-2g06366	230.069	259.667	0.949885	1.06051
MvSl-1064-A1-R4_MC05-2g06367	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06368	1.10069	0	0.0512185	0
MvSl-1064-A1-R4_MC05-2g06369	0	1	0	0.0284218
MvSl-1064-A1-R4_MC05-2g06370	315	278	9.4354	8.03789
MvSl-1064-A1-R4_MC05-2g06371	209	193	14.2933	12.2899
MvSl-1064-A1-R4_MC05-2g06372	50.8566	37.498	5.86868	4.06262
MvSl-1064-A1-R4_MC05-2g06373	1981.9	1726.63	8.67028	7.47139
MvSl-1064-A1-R4_MC05-2g06374	13.7122	21.0256	0.617234	0.893843
MvSl-1064-A1-R4_MC05-2g06375	144.65	154.039	4.5255	4.64108
MvSl-1064-A1-R4_MC05-2g06376	25	46	0.844431	1.48872
MvSl-1064-A1-R4_MC05-2g06377	1834	2242	20.1425	24.302
MvSl-1064-A1-R4_MC05-2g06378	753	1101	8.29184	11.9655
MvSl-1064-A1-R4_MC05-2g06379	4587	4476	11.3272	10.9399
MvSl-1064-A1-R4_MC05-2g06380	814.128	914.429	9.81756	10.8792
MvSl-1064-A1-R4_MC05-2g06381	2486	1523	14.25	8.63115
MvSl-1064-A1-R4_MC05-2g06382	920.416	784.565	5.37909	4.53306
MvSl-1064-A1-R4_MC05-2g06383	582.552	687.328	9.49376	10.9926
MvSl-1064-A1-R4_MC05-2g06384	3204	4361	77.6165	102.773
MvSl-1064-A1-R4_MC05-2g06385	4566	10707	32.0036	74.1652
MvSl-1064-A1-R4_MC05-2g06386	49	33	1.25648	0.821586
MvSl-1064-A1-R4_MC05-2g06387	1642	2236	7.934	10.685
MvSl-1064-A1-R4_MC05-2g06388	141.981	263.22	23.8542	42.4741
MvSl-1064-A1-R4_MC05-2g06389	519	561	8.31818	8.83141
MvSl-1064-A1-R4_MC05-2g06390	177	206	19.0353	20.7185
MvSl-1064-A1-R4_MC05-2g06391	153.422	127.361	0.598864	0.491812
MvSl-1064-A1-R4_MC05-2g06392	1769	2149	8.13883	9.77889
MvSl-1064-A1-R4_MC05-2g06393	510.841	486.571	16.0785	14.742
MvSl-1064-A1-R4_MC05-2g06394	595	678.507	5.20868	5.86652
MvSl-1064-A1-R4_MC05-2g06395	28.6867	10.9167	2.525	0.891361
MvSl-1064-A1-R4_MC05-2g06396	149	112	6.17986	4.3998
MvSl-1064-A1-R4_MC05-2g06397	18	14	0.830666	0.610392
MvSl-1064-A1-R4_MC05-2g06398	4	2	0.146619	0.0699327
MvSl-1064-A1-R4_MC05-2g06399	1027	1448	3.57076	4.98128
MvSl-1064-A1-R4_MC05-2g06400	744	863	2.7381	3.14224
MvSl-1064-A1-R4_MC05-2g06401	1216	934	4.01441	3.051
MvSl-1064-A1-R4_MC05-2g06402	43.8352	47.6647	5.21197	5.30846
MvSl-1064-A1-R4_MC05-2g06403	1301	1602	8.33047	10.1394
MvSl-1064-A1-R4_MC05-2g06404	146.063	106.827	1.27332	0.919809
MvSl-1064-A1-R4_MC05-2g06405	7522.32	8811.09	6.38145	7.40222
MvSl-1064-A1-R4_MC05-2g06406	1642	2026	16.7787	20.4375
MvSl-1064-A1-R4_MC05-2g06407	3	0	1.16885	0
MvSl-1064-A1-R4_MC05-2g06408	15410	6476	42.4363	17.6494
MvSl-1064-A1-R4_MC05-2g06409	2703	2376	5.23877	4.55864
MvSl-1064-A1-R4_MC05-2g06410	18	11	2.86617	1.63393
MvSl-1064-A1-R4_MC05-2g06411	27.3372	49.3627	7.55329	13.7161
MvSl-1064-A1-R4_MC05-2g06412	174	148	45.2107	38.6865
MvSl-1064-A1-R4_MC05-2g06413	10.4227	11.6231	2.31356	2.58012
MvSl-1064-A1-R4_MC05-2g06414	5.7394	6.02144	0.185445	0.187193
MvSl-1064-A1-R4_MC05-2g06415	1617	2467	16.8946	25.4434
MvSl-1064-A1-R4_MC05-2g06416	1829	1909	4.60211	4.75413
MvSl-1064-A1-R4_MC05-2g06417	2917	3016	8.62004	8.81987
MvSl-1064-A1-R4_MC05-2g06418	129.688	134.399	1.19664	1.22463
MvSl-1064-A1-R4_MC05-2g06419	60.1282	71.3755	0.441023	0.517313
MvSl-1064-A1-R4_MC05-2g06420	94.7097	95.3689	0.454741	0.452862
MvSl-1064-A1-R4_MC05-2g06421	6.67449	0	1.48156	0
MvSl-1064-A1-R4_MC05-2g06422	36.8424	93.2961	1.12478	2.7445
MvSl-1064-A1-R4_MC05-2g06423	2	7	0.133036	0.434671
MvSl-1064-A1-R4_MC05-2g06424	0	1.01163	0	0.202755
MvSl-1064-A1-R4_MC05-2g06425	286.124	294.05	3.78132	3.82971
MvSl-1064-A1-R4_MC05-2g06426	288	394	6.06065	8.0791
MvSl-1064-A1-R4_MC05-2g06427	968	1172	17.582	20.8336
MvSl-1064-A1-R4_MC05-2g06428	38	46	6.82444	7.94472
MvSl-1064-A1-R4_MC05-2g06429	174.164	177.19	1.1764	1.18288
MvSl-1064-A1-R4_MC05-2g06430	1644.93	2449.62	13.3913	19.7006
MvSl-1064-A1-R4_MC05-2g06431	3.20419	2	1.2484	0.760958
MvSl-1064-A1-R4_MC05-2g06432	3632.92	5660.67	24.4009	37.5776
MvSl-1064-A1-R4_MC05-2g06433	8.02172	20.6194	2.54463	6.61658
MvSl-1064-A1-R4_MC05-2g06434	558	946	13.877	22.8643
MvSl-1064-A1-R4_MC05-2g06435	538	1176	1.96871	4.25758
MvSl-1064-A1-R4_MC05-2g06436	804	877	5.28977	5.70311
MvSl-1064-A1-R4_MC05-2g06437	177.119	209.335	6.1084	6.90988
MvSl-1064-A1-R4_MC05-2g06438	451.17	506.995	4.07754	4.52518
MvSl-1064-A1-R4_MC05-2g06439	872.099	850.084	12.4139	11.9144
MvSl-1064-A1-R4_MC05-2g06440	3501.97	4042.85	27.0365	30.8385
MvSl-1064-A1-R4_MC05-2g06441	106.214	101.994	0.957864	0.908392
MvSl-1064-A1-R4_MC05-2g06442	16.2466	15.1058	0.268292	0.244799
MvSl-1064-A1-R4_MC05-2g06443	262	263	1.11755	1.10966
MvSl-1064-A1-R4_MC05-2g06444	13.4335	15.6044	0.38897	0.436944
MvSl-1064-A1-R4_MC05-2g06445	1012	1103	5.09585	5.49246
MvSl-1064-A1-R4_MC05-2g06446	3462	2518	4.48914	3.23289
MvSl-1064-A1-R4_MC05-2g06447	0	2	0	0.0387524
MvSl-1064-A1-R4_MC05-2g06448	7344.06	8497.07	20.9837	24.0264
MvSl-1064-A1-R4_MC05-2g06449	81.4542	64.2388	0.618025	0.481587
MvSl-1064-A1-R4_MC05-2g06450	484.588	560.529	8.0966	9.18591
MvSl-1064-A1-R4_MC05-2g06451	408.032	412.146	4.89225	4.87543
MvSl-1064-A1-R4_MC05-2g06452	52	35	3.34483	2.09707
MvSl-1064-A1-R4_MC05-2g06453	1204	1285	3.72224	3.93115
MvSl-1064-A1-R4_MC05-2g06454	3118	3002	19.9649	19.0003
MvSl-1064-A1-R4_MC05-2g06455	12	16.521	1.14365	1.46465
MvSl-1064-A1-R4_MC05-2g06456	280.434	262.598	1.88811	1.74742
MvSl-1064-A1-R4_MC05-2g06457	64	105.091	2.96541	4.60024
MvSl-1064-A1-R4_MC05-2g06458	2761	2611	16.2037	15.1492
MvSl-1064-A1-R4_MC05-2g06459	7657	7372	101.352	96.1639
MvSl-1064-A1-R4_MC05-2g06460	1	0.333333	0.2763	0.0926215
MvSl-1064-A1-R4_MC05-2g06461	59.6749	75.7967	0.458598	0.575521
MvSl-1064-A1-R4_MC05-2g06462	67.6128	76.6876	1.26153	1.40042
MvSl-1064-A1-R4_MC05-2g06463	3123	4142	14.3525	18.8272
MvSl-1064-A1-R4_MC05-2g06464	949	1539	7.13574	11.4342
MvSl-1064-A1-R4_MC05-2g06465	5478	10618	206.23	380.683
MvSl-1064-A1-R4_MC05-2g06466	784	987	3.35439	4.17716
MvSl-1064-A1-R4_MC05-2g06467	2361	2390	8.20211	8.21505
MvSl-1064-A1-R4_MC05-2g06468	4772	7125	43.838	64.6381
MvSl-1064-A1-R4_MC05-2g06469	904	1220	193.192	258.145
MvSl-1064-A1-R4_MC05-2g06470	468	625	3.44169	4.54177
MvSl-1064-A1-R4_MC05-2g06471	776.049	773.615	5.40772	5.32751
MvSl-1064-A1-R4_MC05-2g06472	380	343	4.8622	4.3271
MvSl-1064-A1-R4_MC05-2g06473	645	1289	3.56064	7.03568
MvSl-1064-A1-R4_MC05-2g06474	1038	1015	6.4876	6.27093
MvSl-1064-A1-R4_MC05-2g06475	1035	1114	5.13139	5.46194
MvSl-1064-A1-R4_MC05-2g06476	174	152	13.6577	11.0664
MvSl-1064-A1-R4_MC05-2g06477	3153	3180	5.95105	5.9417
MvSl-1064-A1-R4_MC05-2g06478	2723	2248	7.18423	5.86993
MvSl-1064-A1-R4_MC05-2g06479	4395	4467	12.4093	12.4819
MvSl-1064-A1-R4_MC05-2g06480	8510	9166	49.6301	52.8488
MvSl-1064-A1-R4_MC05-2g06481	382.108	300.545	1.29939	1.01125
MvSl-1064-A1-R4_MC05-2g06482	7.45691	3.41719	1.36017	0.59943
MvSl-1064-A1-R4_MC05-2g06483	615.339	745.39	0.983889	1.17997
MvSl-1064-A1-R4_MC05-2g06484	104	99	0.221128	0.208365
MvSl-1064-A1-R4_MC05-2g06485	26.5078	16.7353	0.0607779	0.0379806
MvSl-1064-A1-R4_MC05-2g06486	288.413	292.883	2.12661	2.13394
MvSl-1064-A1-R4_MC05-2g06487	1	0.333333	0.2763	0.0926215
MvSl-1064-A1-R4_MC05-2g06488	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06489	2	3	0.0296533	0.0437756
MvSl-1064-A1-R4_MC05-2g06490	11	12.5	1.09374	1.15767
MvSl-1064-A1-R4_MC05-2g06491	394.5	494.5	4.86236	6.01263
MvSl-1064-A1-R4_MC05-2g06492	571	535.5	3.15213	2.92289
MvSl-1064-A1-R4_MC05-2g06493	121.5	155	3.28456	4.07107
MvSl-1064-A1-R4_MC05-2g06494	0.351086	126.326	0.00148469	0.528427
MvSl-1064-A1-R4_MC05-3g06495	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06496	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06497	288.413	292.883	2.12661	2.13394
MvSl-1064-A1-R4_MC05-3g06498	1	0.333333	0.2763	0.0926215
MvSl-1064-A1-R4_MC05-3g06499	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06500	2	3	0.0296533	0.0437756
MvSl-1064-A1-R4_MC05-3g06501	11	12.5	1.09374	1.15767
MvSl-1064-A1-R4_MC05-3g06502	394.5	494.5	4.86236	6.01263
MvSl-1064-A1-R4_MC05-3g06503	571	535.5	3.15213	2.92289
MvSl-1064-A1-R4_MC05-3g06504	121.5	155	3.28456	4.07107
MvSl-1064-A1-R4_MC05-3g06505	1278.65	1193.67	2.92292	2.70089
MvSl-1064-A1-R4_MC05-3g06506	5644	4692	7.72803	6.36105
MvSl-1064-A1-R4_MC05-3g06507	227	100	0.942328	0.410639
MvSl-1064-A1-R4_MC05-3g06508	980	866	6.23689	5.44782
MvSl-1064-A1-R4_MC05-3g06509	4285	3274	26.1566	19.7565
MvSl-1064-A1-R4_MC05-3g06510	684	543	2.29155	1.80001
MvSl-1064-A1-R4_MC05-3g06511	305	224	6.8092	4.86392
MvSl-1064-A1-R4_MC05-3g06512	60	67	0.28958	0.3198
MvSl-1064-A1-R4_MC05-3g06513	1407	921	24.4436	15.6854
MvSl-1064-A1-R4_MC05-3g06514	11152	10132	26.9271	24.2141
MvSl-1064-A1-R4_MC05-3g06515	21475	24860	44.1141	50.5516
MvSl-1064-A1-R4_MC05-3g06516	893	761	8.43503	7.09799
MvSl-1064-A1-R4_MC05-3g06517	6302	7383	141.041	160.702
MvSl-1064-A1-R4_MC05-3g06518	6839	5579	21.0809	17.0174
MvSl-1064-A1-R4_MC05-3g06519	6259	7410	42.2086	49.388
MvSl-1064-A1-R4_MC05-3g06520	9973	11750	165.344	191.124
MvSl-1064-A1-R4_MC05-3g06521	23179.5	27139	37.1904	43.1098
MvSl-1064-A1-R4_MC05-3g06522	103	67	1.87081	1.191
MvSl-1064-A1-R4_MC05-3g06523	17	10	0.365691	0.209331
MvSl-1064-A1-R4_MC05-3g06524	14	8	0.0691642	0.0390853
MvSl-1064-A1-R4_MC05-3g06525	991	840	2.44719	2.05306
MvSl-1064-A1-R4_MC05-3g06526	1314	802	3.52006	2.12631
MvSl-1064-A1-R4_MC05-3g06527	1554	1346	4.45994	3.82291
MvSl-1064-A1-R4_MC05-3g06528	3332	3565	7.45788	7.89827
MvSl-1064-A1-R4_MC05-3g06529	4833	4318	8.95629	7.92159
MvSl-1064-A1-R4_MC05-3g06530	789	970	6.87104	8.34333
MvSl-1064-A1-R4_MC05-3g06531	1243	1799	4.31281	6.17594
MvSl-1064-A1-R4_MC05-3g06532	2.10542	0	0.016406	0
MvSl-1064-A1-R4_MC05-3g06533	145.619	135.758	1.63143	1.50098
MvSl-1064-A1-R4_MC05-3g06534	16.5066	21.8593	4.09188	5.42192
MvSl-1064-A1-R4_MC05-3g06535	524	503	4.06423	3.85456
MvSl-1064-A1-R4_MC05-3g06536	45	29	0.972413	0.610016
MvSl-1064-A1-R4_MC05-3g06537	2	1	0.0153699	0.00759296
MvSl-1064-A1-R4_MC05-3g06538	474.044	446.215	0.939649	0.875571
MvSl-1064-A1-R4_MC05-3g06539	3859	4357	5.3065	5.93211
MvSl-1064-A1-R4_MC05-3g06540	939	911	4.07592	3.91142
MvSl-1064-A1-R4_MC05-3g06541	394	492	11.2608	13.6172
MvSl-1064-A1-R4_MC05-3g06542	1888	2068	14.878	16.1004
MvSl-1064-A1-R4_MC05-3g06543	546	613	13.6527	14.8904
MvSl-1064-A1-R4_MC05-3g06544	278	432	1.0801	1.66046
MvSl-1064-A1-R4_MC05-3g06545	1282	1714	6.63506	8.77209
MvSl-1064-A1-R4_MC05-3g06546	12954	11031	27.6627	23.3175
MvSl-1064-A1-R4_MC05-3g06547	34622	24496	301.194	210.481
MvSl-1064-A1-R4_MC05-3g06548	1019	1105	3.45818	3.71048
MvSl-1064-A1-R4_MC05-3g06549	493	362	1.67309	1.21556
MvSl-1064-A1-R4_MC05-3g06550	2291	1989	9.99118	8.57986
MvSl-1064-A1-R4_MC05-3g06551	1081	1228	6.51784	7.3196
MvSl-1064-A1-R4_MC05-3g06552	2293	3122	20.4148	27.4516
MvSl-1064-A1-R4_MC05-3g06553	1105	835	3.28394	2.4557
MvSl-1064-A1-R4_MC05-3g06554	1822	2189	66.2982	76.0096
MvSl-1064-A1-R4_MC05-3g06555	1043	924	5.72376	5.01371
MvSl-1064-A1-R4_MC05-3g06556	1207	792	3.91065	2.53912
MvSl-1064-A1-R4_MC05-3g06557	70	49	0.362513	0.250932
MvSl-1064-A1-R4_MC05-3g06558	11	5	0.049045	0.0220502
MvSl-1064-A1-R4_MC05-3g06559	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06560	748	820	5.90003	6.39011
MvSl-1064-A1-R4_MC05-3g06561	1024	1201	6.90551	8.00473
MvSl-1064-A1-R4_MC05-3g06562	3308	2995	37.462	33.4707
MvSl-1064-A1-R4_MC05-3g06563	2137.82	2118.79	5.51344	5.40818
MvSl-1064-A1-R4_MC05-3g06564	494.939	336.723	0.857927	0.577839
MvSl-1064-A1-R4_MC05-3g06565	233	95	4.59824	1.82848
MvSl-1064-A1-R4_MC05-3g06566	1515.36	835.691	2.30704	1.25966
MvSl-1064-A1-R4_MC05-3g06567	2855	2223	11.454	8.82259
MvSl-1064-A1-R4_MC05-3g06568	469	457	3.19626	3.0781
MvSl-1064-A1-R4_MC05-3g06569	1029.15	1000.09	2.1017	2.02174
MvSl-1064-A1-R4_MC05-3g06570	806	834	7.11534	7.27162
MvSl-1064-A1-R4_MC05-3g06571	1744	1626	12.0225	11.0778
MvSl-1064-A1-R4_MC05-3g06572	2677	2326	11.2978	9.71019
MvSl-1064-A1-R4_MC05-3g06573	5427	4605	58.9081	49.3351
MvSl-1064-A1-R4_MC05-3g06574	11837	11459	2780.6	2682.2
MvSl-1064-A1-R4_MC05-3g06575	20708	20610	1248.7	1160.01
MvSl-1064-A1-R4_MC05-3g06576	183	199	4.17825	4.42033
MvSl-1064-A1-R4_MC05-3g06577	1704.66	1868.74	8.69884	9.43011
MvSl-1064-A1-R4_MC05-3g06578	2496.38	2679.24	7.20906	7.65679
MvSl-1064-A1-R4_MC05-3g06579	16	14	0.0427664	0.0370348
MvSl-1064-A1-R4_MC05-3g06580	577	724	20.4539	24.567
MvSl-1064-A1-R4_MC05-3g06581	2915	3021	22.218	22.7508
MvSl-1064-A1-R4_MC05-3g06582	283	289	2.05234	2.07107
MvSl-1064-A1-R4_MC05-3g06583	1767	1981	8.71922	9.66709
MvSl-1064-A1-R4_MC05-3g06584	217	159	1.30557	0.945694
MvSl-1064-A1-R4_MC05-3g06585	139	125	1.46509	1.30052
MvSl-1064-A1-R4_MC05-3g06586	362	259	2.20812	1.56176
MvSl-1064-A1-R4_MC05-3g06587	1078	740	3.15773	2.14511
MvSl-1064-A1-R4_MC05-3g06588	1314	701	9.0137	4.75244
MvSl-1064-A1-R4_MC05-3g06589	706	428	24.8594	14.4239
MvSl-1064-A1-R4_MC05-3g06590	568	528	54.45	47.0989
MvSl-1064-A1-R4_MC05-3g06591	960	1069	2.18436	2.40762
MvSl-1064-A1-R4_MC05-3g06592	2254	2136	5.36807	5.03508
MvSl-1064-A1-R4_MC05-3g06593	36	39	5.3265	5.45071
MvSl-1064-A1-R4_MC05-3g06594	8426	7736	283.645	249.606
MvSl-1064-A1-R4_MC05-3g06595	69	55	4.47988	3.32881
MvSl-1064-A1-R4_MC05-3g06596	18	19	0.902611	0.899822
MvSl-1064-A1-R4_MC05-3g06597	31	25	0.383216	0.30487
MvSl-1064-A1-R4_MC05-3g06598	82.4307	77.6859	0.143152	0.133563
MvSl-1064-A1-R4_MC05-3g06599	516.494	482	34.0011	29.593
MvSl-1064-A1-R4_MC05-3g06600	128	162	9.47426	11.1891
MvSl-1064-A1-R4_MC05-3g06601	442	456	3.11893	3.17988
MvSl-1064-A1-R4_MC05-3g06602	499	494	5.06807	4.95315
MvSl-1064-A1-R4_MC05-3g06603	1860	1771	14.4265	13.5714
MvSl-1064-A1-R4_MC05-3g06604	729	888	62.2991	70.3279
MvSl-1064-A1-R4_MC05-3g06605	226	230	32.9305	31.5956
MvSl-1064-A1-R4_MC05-3g06606	643	585	51.6121	43.5148
MvSl-1064-A1-R4_MC05-3g06607	1356	1748	12.8084	16.3039
MvSl-1064-A1-R4_MC05-3g06608	462.395	432.69	3.29901	3.05069
MvSl-1064-A1-R4_MC05-3g06609	1763	2164	7.64076	9.27682
MvSl-1064-A1-R4_MC05-3g06610	18110	12978	18.6811	13.2565
MvSl-1064-A1-R4_MC05-3g06611	1979	1130	11.8047	6.6636
MvSl-1064-A1-R4_MC05-3g06612	642	772	6.0505	7.18442
MvSl-1064-A1-R4_MC05-3g06613	571	592	1.62704	1.66939
MvSl-1064-A1-R4_MC05-3g06614	1273	1551	10.8933	13.1095
MvSl-1064-A1-R4_MC05-3g06615	698	812	9.86952	11.3075
MvSl-1064-A1-R4_MC05-3g06616	1487	1385	13.4827	12.4019
MvSl-1064-A1-R4_MC05-3g06617	17	18	3.03224	3.08982
