target_id	est_counts	est_counts	mean_oldcounts	tpm	tpm	target_id	est_counts	est_counts	mean_newcounts	tpm	tpm	ratio_a2_oldnew
MvSl-1064-A2-R4_MC07g08411	659	544	601.5	5.793	6.51061	MvSl-1064-A2-R4_MC07g08411	659	544	601.5	5.2952	5.79074	1
MvSl-1064-A2-R4_MC02g04063	617	585	601	11.0954	10.8616	MvSl-1064-A2-R4_MC02g04063	617	585	601	10.3289	9.80227	1
MvSl-1064-A2-R4_MC03g05420	511	691	601	6.62753	4.54676	MvSl-1064-A2-R4_MC03g05420	511	691	601	5.11505	3.41814	1
MvSl-1064-A2-R4_MC02g03988	559	639	599	3.50308	2.84233	MvSl-1064-A2-R4_MC02g03988	559	639	599	2.63018	2.08211	1
MvSl-1064-A2-R4_MC01g02466	661	535	598	7.53228	8.63544	MvSl-1064-A2-R4_MC01g02466	661	535	598	5.34797	5.96421	1
MvSl-1064-A2-R4_MC03g04942	626	568	597	5.74997	5.8791	MvSl-1064-A2-R4_MC03g04942	626	568	597	4.68107	4.66029	1
MvSl-1064-A2-R4_MC03g05321	640	552	596	20.8989	22.4704	MvSl-1064-A2-R4_MC03g05321	640	552	596	13.802	14.39	1
MvSl-1064-A2-R4_MC11g10810	651	541	596	4.16441	4.64838	MvSl-1064-A2-R4_MC11g10810	651	541	596	3.24652	3.53232	1
MvSl-1064-A2-R4_MC04-1g05807	651	540	595.5	18.3908	20.5626	MvSl-1064-A2-R4_MC04-1g05807	651	540	595.5	22.1097	23.9832	1
MvSl-1064-A2-R4_MC05g06869	574	611	592.5	101.377	88.5484	MvSl-1064-A2-R4_MC05g06869	574	611	592.5	67.4404	57.175	1
MvSl-1064-A2-R4_MC12g11298	648	535	591.5	43.4668	49.1218	MvSl-1064-A2-R4_MC12g11298	648	535	591.5	28.6595	31.2918	1
MvSl-1064-A2-R4_MC01g02678	652	530	591	114.518	132.173	MvSl-1064-A2-R4_MC01g02678	652	530	591	76.4772	86.5006	1
MvSl-1064-A2-R4_MC12g11026	545	633	589	4.64033	3.70593	MvSl-1064-A2-R4_MC12g11026	545	633	589	3.37776	2.63028	1
MvSl-1064-A2-R4_MC10g09901	563	608	585.5	331.414	300.619	MvSl-1064-A2-R4_MC10g09901	563	608	585.5	225.645	198.188	1
MvSl-1064-A2-R4_MC14g12197	549	620	584.5	4.4354	3.64305	MvSl-1064-A2-R4_MC14g12197	549	620	584.5	3.7086	2.96928	1
MvSl-1064-A2-R4_MC13g11931	551	613	582	9.82089	8.19212	MvSl-1064-A2-R4_MC13g11931	551	613	582	7.50285	6.0816	1
MvSl-1064-A2-R4_MC01g02412	552	610	581	4.97939	4.17985	MvSl-1064-A2-R4_MC01g02412	552	610	581	3.73924	3.05933	1
MvSl-1064-A2-R4_MC10g09933	420	741	580.5	2.19984	1.15632	MvSl-1064-A2-R4_MC10g09933	420	741	580.5	1.59493	0.818741	1
MvSl-1064-A2-R4_MC02g04242	529	629	579	7.02233	5.47935	MvSl-1064-A2-R4_MC02g04242	529	629	579	5.71741	4.34199	1
MvSl-1064-A2-R4_MC10g10004	625	533	579	5.96258	6.48681	MvSl-1064-A2-R4_MC10g10004	625	533	579	4.17903	4.42735	1
MvSl-1064-A2-R4_MC07g08080	559	597	578	10.7696	9.35916	MvSl-1064-A2-R4_MC07g08080	559	597	578	11.8183	9.95199	1
MvSl-1064-A2-R4_MC07g08097	505	651	578	2.81527	2.02543	MvSl-1064-A2-R4_MC07g08097	505	651	578	2.22516	1.56246	1
MvSl-1064-A2-R4_MC07g08128	593	559	576	5.33071	5.24607	MvSl-1064-A2-R4_MC07g08128	593	559	576	4.12969	3.95877	1
MvSl-1064-A2-R4_MC01g02803	602	547	574.5	5.04536	5.15111	MvSl-1064-A2-R4_MC01g02803	602	547	574.5	3.70183	3.68248	1
MvSl-1064-A2-R4_MC04-1g05585	602	544	573	4.92203	5.05285	MvSl-1064-A2-R4_MC04-1g05585	602	544	573	3.43108	3.43265	1
MvSl-1064-A2-R4_MC06-2g07717	651	495	573	11.7836	14.3875	MvSl-1064-A2-R4_MC06-2g07717	651	495	573	7.81169	9.25052	1
MvSl-1064-A2-R4_MC09g09515	773	372	572.5	146.334	299.115	MvSl-1064-A2-R4_MC09g09515	773	372	572.5	98.0369	199.276	1
MvSl-1064-A2-R4_MC13g11764	481	663	572	5.41469	3.64402	MvSl-1064-A2-R4_MC13g11764	481	663	572	4.098	2.68799	1
MvSl-1064-A2-R4_MC03g05198	631	511	571	4.11863	4.71774	MvSl-1064-A2-R4_MC03g05198	631	511	571	3.12206	3.48568	1
MvSl-1064-A2-R4_MC09g09408	595	546	570.5	8.63915	8.73666	MvSl-1064-A2-R4_MC09g09408	595	546	570.5	6.13603	6.03251	1
MvSl-1064-A2-R4_MC11g10614	525	611	568	206.931	175.353	MvSl-1064-A2-R4_MC11g10614	525	611	568	138.968	116.873	1
MvSl-1064-A2-R4_MC09g09514	564	571	567.5	4.41992	4.0497	MvSl-1064-A2-R4_MC09g09514	564	571	567.5	3.48291	3.11046	1
MvSl-1064-A2-R4_MC11g10769	574	559	566.5	13.481	12.8517	MvSl-1064-A2-R4_MC11g10769	574	559	566.5	8.93576	8.26113	1
MvSl-1064-A2-R4_MC09g09367	490	642	566	5.8727	4.15811	MvSl-1064-A2-R4_MC09g09367	490	642	566	4.77138	3.29076	1
MvSl-1064-A2-R4_MC06-2g07622	606	523	564.5	4.58225	4.92536	MvSl-1064-A2-R4_MC06-2g07622	606	523	564.5	4.33914	4.54157	1
MvSl-1064-A2-R4_MC05g06779	520	606	563	11.5068	9.1645	MvSl-1064-A2-R4_MC05g06779	520	606	563	9.56341	7.38905	1
MvSl-1064-A2-R4_MC13g11712	524	602	563	4.45238	3.59488	MvSl-1064-A2-R4_MC13g11712	524	602	563	3.23562	2.54721	1
MvSl-1064-A2-R4_MC01g03437	624	498	561	10.0294	11.6648	MvSl-1064-A2-R4_MC01g03437	624	498	561	15.2743	17.1927	1
MvSl-1064-A2-R4_MC07g07875	581	541	561	19.5775	19.4978	MvSl-1064-A2-R4_MC07g07875	581	541	561	12.9339	12.5	1
MvSl-1064-A2-R4_MC02g04439	586	533	559.5	14.226	14.5333	MvSl-1064-A2-R4_MC02g04439	586	533	559.5	11.0724	10.9514	1
MvSl-1064-A2-R4_MC02g04314	534	584	559	2.22334	1.88543	MvSl-1064-A2-R4_MC02g04314	534	584	559	1.53496	1.27089	1
MvSl-1064-A2-R4_MC16g12424	622	495	558.5	3.37404	3.9326	MvSl-1064-A2-R4_MC16g12424	622	495	558.5	2.39342	2.72069	1
MvSl-1064-A2-R4_MC14g12039	488	628	558	15.4592	11.1532	MvSl-1064-A2-R4_MC14g12039	488	628	558	11.4658	8.01401	1
MvSl-1064-A2-R4_MC01g02859	467	644	555.5	6.37935	4.29163	MvSl-1064-A2-R4_MC01g02859	467	644	555.5	4.81519	3.15521	1
MvSl-1064-A2-R4_MC07g08031	642	469	555.5	12.6179	16.0482	MvSl-1064-A2-R4_MC07g08031	642	469	555.5	8.36039	10.2957	1
MvSl-1064-A2-R4_MC01g02842	617	491	554	9.29132	10.8368	MvSl-1064-A2-R4_MC01g02842	619	489	554	7.61973	8.68568	1
MvSl-1064-A2-R4_MC05g06984	596	511	553.5	7.74592	8.38365	MvSl-1064-A2-R4_MC05g06984	596	511	553.5	6.89123	7.24422	1
MvSl-1064-A2-R4_MC08-1g08948	560	547	553.5	15.4522	14.7059	MvSl-1064-A2-R4_MC08-1g08948	560	547	553.5	13.9508	12.836	1
MvSl-1064-A2-R4_MC09g09487	503	595	549	3.28681	2.57716	MvSl-1064-A2-R4_MC09g09487	503	595	549	2.60214	1.99041	1
MvSl-1064-A2-R4_MC02g03542	579	518	548.5	3.94169	4.0869	MvSl-1064-A2-R4_MC02g03542	580	517	548.5	3.95328	4.00726	1
MvSl-1064-A2-R4_MC09g09259	611	486	548.5	19.0671	22.2069	MvSl-1064-A2-R4_MC09g09259	611	486	548.5	15.0229	16.9667	1
MvSl-1064-A2-R4_MC14g12183	623	471	547	6.30012	7.73232	MvSl-1064-A2-R4_MC14g12183	623	471	547	4.60883	5.50317	1
MvSl-1064-A2-R4_MC13g11723	608	485	546.5	392.1	464.16	MvSl-1064-A2-R4_MC13g11723	608	485	546.5	267.094	306.02	1
MvSl-1064-A2-R4_MC14g12055	573	520	546.5	17.5761	17.9552	MvSl-1064-A2-R4_MC14g12055	573	520	546.5	19.24	19.0679	1
MvSl-1064-A2-R4_MC02g03981	509	583	546	10.1319	8.20965	MvSl-1064-A2-R4_MC02g03981	509	583	546	6.73553	5.30456	1
MvSl-1064-A2-R4_MC01g02426	616	475	545.5	5.05175	6.078	MvSl-1064-A2-R4_MC01g02426	616	475	545.5	3.97648	4.65804	1
MvSl-1064-A2-R4_MC04-1g05950	550	541	545.5	392.355	382.827	MvSl-1064-A2-R4_MC04-1g05950	550	541	545.5	267.149	252.858	1
MvSl-1064-A2-R4_MC09g09682	596	495	545.5	7.0167	7.83946	MvSl-1064-A2-R4_MC09g09682	596	495	545.5	5.30564	5.7645	1
MvSl-1064-A2-R4_MC15g12340	451	639	545	10.4697	6.85762	MvSl-1064-A2-R4_MC15g12340	451	639	545	8.2571	5.25385	1
MvSl-1064-A2-R4_MC03g05380	466	623	544.5	2.23697	1.55177	MvSl-1064-A2-R4_MC03g05380	466	623	544.5	1.57818	1.06895	1
MvSl-1064-A2-R4_MC09g09823	488	593	540.5	116.322	89.9703	MvSl-1064-A2-R4_MC09g09823	488	593	540.5	77.4974	58.5621	1
MvSl-1064-A2-R4_MC01g02034	546	534	540	32.6359	31.0087	MvSl-1064-A2-R4_MC01g02034	546	534	540	21.4407	19.7366	1
MvSl-1064-A2-R4_MC05g06433	586	490	538	2.20634	2.44717	MvSl-1064-A2-R4_MC05g06433	586	490	538	1.53611	1.66308	1
MvSl-1064-A2-R4_MC01g02078	621	447	534	7.2951	9.40538	MvSl-1064-A2-R4_MC01g02078	620	448	534	6.43971	8.02945	1
MvSl-1064-A2-R4_MC04-1g06194	486	580	533	142.647	113.421	MvSl-1064-A2-R4_MC04-1g06194	486	580	533	95.7694	74.949	1
MvSl-1064-A2-R4_MC05g07062	564	497	530.5	191.554	211.148	MvSl-1064-A2-R4_MC05g07062	564	497	530.5	128.344	140.958	1
MvSl-1064-A2-R4_A2g00079	448	611	529.5	2.17834	1.48126	MvSl-1064-A2-R4_A2g00079	448	611	529.5	1.77444	1.17796	1
MvSl-1064-A2-R4_MC12g11270	557	501	529	6.44699	6.65054	MvSl-1064-A2-R4_MC12g11270	557	501	529	4.4988	4.51668	1
MvSl-1064-A2-R4_MC03g04980	523	530	526.5	27.1045	24.882	MvSl-1064-A2-R4_MC03g04980	523	530	526.5	27.7296	24.6507	1
MvSl-1064-A2-R4_MC02g03741	462	589	525.5	34.5811	25.2058	MvSl-1064-A2-R4_MC02g03741	462	589	525.5	26.652	18.8258	1
MvSl-1064-A2-R4_MC03g05166	515	534	524.5	4.3061	3.85233	MvSl-1064-A2-R4_MC03g05166	515	534	524.5	3.18903	2.78092	1
MvSl-1064-A2-R4_MC09g09307	492	556	524	263.568	223.394	MvSl-1064-A2-R4_MC09g09307	492	556	524	178.544	148.156	1
MvSl-1064-A2-R4_MC11g10815	494	552	523	82.9052	68.1899	MvSl-1064-A2-R4_MC11g10815	494	552	523	55.0734	43.8425	1
MvSl-1064-A2-R4_A2g00916	509	529	519	75.3479	66.5822	MvSl-1064-A2-R4_A2g00916	512	526	519	110.918	103.868	1
MvSl-1064-A2-R4_MC08-1g08974	605	433	519	3.39442	4.39947	MvSl-1064-A2-R4_MC08-1g08974	605	433	519	3.50616	4.42555	1
MvSl-1064-A2-R4_MC09g09433	442	590	516	2.93598	2.03998	MvSl-1064-A2-R4_MC09g09433	442	590	516	2.24648	1.52313	1
MvSl-1064-A2-R4_MC14g12196	528	501	514.5	11.419	11.1721	MvSl-1064-A2-R4_MC14g12196	528	501	514.5	11.3386	10.7516	1
MvSl-1064-A2-R4_MC13g11683	531	496	513.5	10.4186	10.3536	MvSl-1064-A2-R4_MC13g11683	532	495	513.5	9.21718	8.908	1
MvSl-1064-A2-R4_MC12g11131	556	469	512.5	11.3435	12.485	MvSl-1064-A2-R4_MC12g11131	556	469	512.5	9.68961	10.3333	1
MvSl-1064-A2-R4_MC01g02010	424	600	512	3.90697	2.56089	MvSl-1064-A2-R4_MC01g02010	424	600	512	2.77106	1.77163	1
MvSl-1064-A2-R4_MC08-1g08814	482	542	512	81.4033	66.5334	MvSl-1064-A2-R4_MC08-1g08814	482	542	512	54.0757	42.7775	1
MvSl-1064-A2-R4_MC08-1g09004	531	492	511.5	3.04154	3.04476	MvSl-1064-A2-R4_MC08-1g09004	532	491	511.5	2.85411	2.79636	1
MvSl-1064-A2-R4_MC04-1g06089	542	479	510.5	3.42523	3.59505	MvSl-1064-A2-R4_MC04-1g06089	542	479	510.5	2.35912	2.41474	1
MvSl-1064-A2-R4_MC04-1g05732	608	409	508.5	21.4608	29.6536	MvSl-1064-A2-R4_MC04-1g05732	608	409	508.5	14.134	18.8878	1
MvSl-1064-A2-R4_MC02g03919	523	491	507	10.595	10.4762	MvSl-1064-A2-R4_MC02g03919	523	491	507	7.84877	7.52713	1
MvSl-1064-A2-R4_MC06-2g07667	516	496	506	4.80441	4.63679	MvSl-1064-A2-R4_MC06-2g07667	516	496	506	3.66427	3.44473	1
MvSl-1064-A2-R4_MC07g07983	548	462	505	11.5266	12.694	MvSl-1064-A2-R4_MC07g07983	548	462	505	11.3272	12.0863	1
MvSl-1064-A2-R4_MC07g08336	540	470	505	11.7971	12.5844	MvSl-1064-A2-R4_MC07g08336	540	470	505	8.8855	9.17819	1
MvSl-1064-A2-R4_MC08-1g08674	586	420	503	3.88258	5.02537	MvSl-1064-A2-R4_MC08-1g08674	586	420	503	3.36417	4.24043	1
MvSl-1064-A2-R4_MC03g04713	515	489	502	4.7784	4.66867	MvSl-1064-A2-R4_MC03g04713	515	489	502	3.875	3.68698	1
MvSl-1064-A2-R4_MC03g05116	443	561	502	4.44824	3.25836	MvSl-1064-A2-R4_MC03g05116	443	561	502	3.37747	2.41149	1
MvSl-1064-A2-R4_MC06-2g07660	535	469	502	9.87648	10.4581	MvSl-1064-A2-R4_MC06-2g07660	535	469	502	8.05161	8.26519	1
MvSl-1064-A2-R4_MC12g11267	528	476	502	2.83704	2.91888	MvSl-1064-A2-R4_MC12g11267	528	476	502	2.15017	2.15791	1
MvSl-1064-A2-R4_A2g01789	463	538	500.5	5.13045	4.096	MvSl-1064-A2-R4_A2g01789	463	538	500.5	3.5629	2.77169	1
MvSl-1064-A2-R4_MC14g12168	550	451	500.5	4.40708	4.98595	MvSl-1064-A2-R4_MC14g12168	550	451	500.5	3.05773	3.37053	1
MvSl-1064-A2-R4_MC04-1g05643	517	478	497.5	20.0904	20.1605	MvSl-1064-A2-R4_MC04-1g05643	517	478	497.5	16.6497	16.1956	1
MvSl-1064-A2-R4_MC07g07829	517	477	497	9.64154	9.69994	MvSl-1064-A2-R4_MC07g07829	516	478	497	10.8769	10.5712	1
MvSl-1064-A2-R4_MC04-1g05911	603	389	496	3.27851	4.71438	MvSl-1064-A2-R4_MC04-1g05911	603	389	496	2.56242	3.5906	1
MvSl-1064-A2-R4_MC04-1g05646	552	438	495	4.09455	4.78711	MvSl-1064-A2-R4_MC04-1g05646	552	438	495	3.5622	4.05551	1
MvSl-1064-A2-R4_MC08-1g08728	499	487	493	4.8098	4.57206	MvSl-1064-A2-R4_MC08-1g08728	499	487	493	3.56934	3.30499	1
MvSl-1064-A2-R4_MC05g06983	439	545	492	3.69665	2.76198	MvSl-1064-A2-R4_MC05g06983	439	545	492	2.74618	2.00093	1
MvSl-1064-A2-R4_MC12g11186	426	550	488	8.02227	5.76589	MvSl-1064-A2-R4_MC12g11186	426	550	488	5.33959	3.73357	1
MvSl-1064-A2-R4_MC09g09352	383	580	481.5	57.5629	35.3078	MvSl-1064-A2-R4_MC09g09352	383	580	481.5	38.0141	22.5298	1
MvSl-1064-A2-R4_MC12g11046	456	506	481	2.71921	2.27283	MvSl-1064-A2-R4_MC12g11046	456	506	481	2.6356	2.14832	1
MvSl-1064-A2-R4_MC02g03918	530	430	480	18.2765	20.9175	MvSl-1064-A2-R4_MC02g03918	530	430	480	12.0631	13.3751	1
MvSl-1064-A2-R4_MC02g03980	454	501	477.5	7.32686	6.16111	MvSl-1064-A2-R4_MC02g03980	454	501	477.5	5.1755	4.23277	1
MvSl-1064-A2-R4_MC08-2g09079	510	443	476.5	4.75097	5.07437	MvSl-1064-A2-R4_MC08-2g09079	510	443	476.5	3.48812	3.62801	1
MvSl-1064-A2-R4_MC03g05054	479	472	475.5	3.78775	3.56572	MvSl-1064-A2-R4_MC03g05054	479	472	475.5	2.6442	2.42671	1
MvSl-1064-A2-R4_MC13g11965	532	418	475	3.63545	4.2922	MvSl-1064-A2-R4_MC13g11965	532	418	475	3.14441	3.61617	1
MvSl-1064-A2-R4_MC06-2g07499	468	481	474.5	5.59961	5.05491	MvSl-1064-A2-R4_MC06-2g07499	468	481	474.5	5.79166	5.08208	1
MvSl-1064-A2-R4_MC14g12031	511	436	473.5	6.4501	7.015	MvSl-1064-A2-R4_MC14g12031	511	436	473.5	6.59976	6.9667	1
MvSl-1064-A2-R4_MC02g04199	469	470	469.5	4.56054	4.22184	MvSl-1064-A2-R4_MC02g04199	469	470	469.5	3.63133	3.274	1
MvSl-1064-A2-R4_MC10g10295	382	550	466	12.6225	8.13876	MvSl-1064-A2-R4_MC10g10295	382	550	466	10.8311	6.765	1
MvSl-1064-A2-R4_MC10g09909	534	395	464.5	3.18832	3.99833	MvSl-1064-A2-R4_MC10g09909	534	395	464.5	2.29968	2.81127	1
MvSl-1064-A2-R4_MC03g04814	466	461	463.5	7.58319	7.11379	MvSl-1064-A2-R4_MC03g04814	466	461	463.5	7.00679	6.37906	1
MvSl-1064-A2-R4_MC13g11742	511	415	463	8.18903	9.35933	MvSl-1064-A2-R4_MC13g11742	511	415	463	6.63389	7.35442	1
MvSl-1064-A2-R4_MC02g03512	511	412	461.5	8.62148	9.92596	MvSl-1064-A2-R4_MC02g03512	511	412	461.5	8.11351	9.04951	1
MvSl-1064-A2-R4_MC11g10832	470	451	460.5	5.98441	5.78674	MvSl-1064-A2-R4_MC11g10832	470	451	460.5	4.58239	4.31022	1
MvSl-1064-A2-R4_A2g00365	477	442	459.5	4.30646	4.31149	MvSl-1064-A2-R4_A2g00365	477	442	459.5	3.75102	3.6563	1
MvSl-1064-A2-R4_A2g01517	312	607	459.5	85.4148	40.4258	MvSl-1064-A2-R4_A2g01517	312	607	459.5	56.6077	25.9802	1
MvSl-1064-A2-R4_MC07g07832	346	570	458	4.44741	2.50424	MvSl-1064-A2-R4_MC07g07832	346	570	458	4.68713	2.57012	1
MvSl-1064-A2-R4_MC02g04387	376	539	457.5	94.1487	61.2242	MvSl-1064-A2-R4_MC02g04387	376	539	457.5	62.6061	39.6051	1
MvSl-1064-A2-R4_MC11g10650	541	374	457.5	5.03508	6.75816	MvSl-1064-A2-R4_MC11g10650	541	374	457.5	5.66126	7.37571	1
MvSl-1064-A2-R4_MC11g10576	407	507	457	211.825	168.325	MvSl-1064-A2-R4_MC11g10576	407	507	457	141.889	111.534	1
MvSl-1064-A2-R4_MC04-1g05908	411	501	456	21.9722	16.74	MvSl-1064-A2-R4_MC04-1g05908	411	501	456	17.3133	12.7679	1
MvSl-1064-A2-R4_MC02g04253	449	461	455	22.0978	20	MvSl-1064-A2-R4_MC02g04253	449	461	455	14.5884	12.7679	1
MvSl-1064-A2-R4_MC04-1g06203	444	464	454	9.44776	8.39166	MvSl-1064-A2-R4_MC04-1g06203	444	464	454	7.78634	6.70593	1
MvSl-1064-A2-R4_MC10g09958	462	446	454	9.20539	8.85135	MvSl-1064-A2-R4_MC10g09958	462	446	454	8.43177	7.85245	1
MvSl-1064-A2-R4_MC11g10568	482	425	453.5	3.85163	4.05226	MvSl-1064-A2-R4_MC11g10568	482	425	453.5	2.92965	3.00307	1
MvSl-1064-A2-R4_MC04-1g05735	462	442	452	7.10184	6.88885	MvSl-1064-A2-R4_MC04-1g05735	462	442	452	4.72391	4.45563	1
MvSl-1064-A2-R4_MC02g04186	476	425	450.5	9.96016	10.3564	MvSl-1064-A2-R4_MC02g04186	476	425	450.5	9.23452	9.3021	1
MvSl-1064-A2-R4_MC06-2g07483	438	463	450.5	2.89895	2.5437	MvSl-1064-A2-R4_MC06-2g07483	438	463	450.5	2.05638	1.76013	1
MvSl-1064-A2-R4_MC06-2g07797	464	433	448.5	3.55201	3.53086	MvSl-1064-A2-R4_MC06-2g07797	464	433	448.5	2.65425	2.57161	1
MvSl-1064-A2-R4_MC13g11710	405	486	445.5	6.92458	5.35459	MvSl-1064-A2-R4_MC13g11710	405	486	445.5	4.60965	3.46815	1
MvSl-1064-A2-R4_MC08-1g08885	403	481	442	4.75054	3.69247	MvSl-1064-A2-R4_MC08-1g08885	403	481	442	3.89483	2.94793	1
MvSl-1064-A2-R4_MC03g05266	472	410	441	3.90086	4.16605	MvSl-1064-A2-R4_MC03g05266	472	410	441	3.22145	3.3506	1
MvSl-1064-A2-R4_MC08-1g08857	447	429	438	1.98771	1.92087	MvSl-1064-A2-R4_MC08-1g08857	447	429	438	1.6022	1.51094	1
MvSl-1064-A2-R4_MC09g09482	436	436	436	4.17213	3.87048	MvSl-1064-A2-R4_MC09g09482	436	436	436	3.03937	2.74702	1
MvSl-1064-A2-R4_MC02g04176	465	406	435.5	4.37961	4.65369	MvSl-1064-A2-R4_MC02g04176	465	406	435.5	4.32669	4.47174	1
MvSl-1064-A2-R4_MC12g11183	346	518	432	3.60328	2.2325	MvSl-1064-A2-R4_MC12g11183	346	518	432	3.19112	1.92716	1
MvSl-1064-A2-R4_MC04-1g06100	509	354	431.5	27.4264	36.7854	MvSl-1064-A2-R4_MC04-1g06100	509	354	431.5	24.469	31.5096	1
MvSl-1064-A2-R4_MC04-1g05937	456	406	431	2.93226	3.05488	MvSl-1064-A2-R4_MC04-1g05937	456	406	431	2.497	2.53563	1
MvSl-1064-A2-R4_MC01g03390	464	397	430.5	254.873	275.121	MvSl-1064-A2-R4_MC01g03390	464	397	430.5	173.287	181.851	1
MvSl-1064-A2-R4_MC08-1g08762	425	435	430	6.20858	5.62868	MvSl-1064-A2-R4_MC08-1g08762	425	435	430	6.42723	5.65659	1
MvSl-1064-A2-R4_MC02g04409	341	516	428.5	8.31497	5.09944	MvSl-1064-A2-R4_MC02g04409	341	516	428.5	7.90756	4.70627	1
MvSl-1064-A2-R4_MC09g09716	473	383	428	6.56678	7.52653	MvSl-1064-A2-R4_MC09g09716	473	383	428	5.3198	5.92043	1
MvSl-1064-A2-R4_MC06-2g07781	382	473	427.5	9.84833	7.38294	MvSl-1064-A2-R4_MC06-2g07781	382	473	427.5	10.2197	7.42272	1
MvSl-1064-A2-R4_MC01g02092	446	408	427	4.65835	4.7245	MvSl-1064-A2-R4_MC01g02092	446	408	427	3.261	3.22043	1
MvSl-1064-A2-R4_MC04-1g05857	439	415	427	91.1566	90.7863	MvSl-1064-A2-R4_MC04-1g05857	439	415	427	60.8936	59.4842	1
MvSl-1064-A2-R4_MC08-1g08978	459	394	426.5	2.53772	2.74218	MvSl-1064-A2-R4_MC08-1g08978	459	394	426.5	1.85902	1.95928	1
MvSl-1064-A2-R4_MC10g09967	377	475	426	8.15259	6.00515	MvSl-1064-A2-R4_MC10g09967	377	475	426	5.42024	3.88079	1
MvSl-1064-A2-R4_MC04-1g05840	355	491	423	2.65751	1.78211	MvSl-1064-A2-R4_MC04-1g05840	355	491	423	2.237	1.46332	1
MvSl-1064-A2-R4_MC07g08106	406	439	422.5	2.90183	2.48927	MvSl-1064-A2-R4_MC07g08106	406	439	422.5	2.11713	1.77127	1
MvSl-1064-A2-R4_MC13g11922	433	411	422	4.21978	4.12438	MvSl-1064-A2-R4_MC13g11922	433	411	422	3.55299	3.3807	1
MvSl-1064-A2-R4_MC10g10278	293	546	419.5	3.95715	1.96975	MvSl-1064-A2-R4_MC10g10278	293	546	419.5	2.79296	1.35569	1
MvSl-1064-A2-R4_MC01g02779	433	405	419	5.92291	5.87612	MvSl-1064-A2-R4_MC01g02779	433	405	419	5.17923	4.99226	1
MvSl-1064-A2-R4_MC01g02095	360	474	417	3.73168	2.62904	MvSl-1064-A2-R4_MC01g02095	360	474	417	2.97945	2.04581	1
MvSl-1064-A2-R4_MC03g05129	446	388	417	3.59276	3.83117	MvSl-1064-A2-R4_MC03g05129	446	388	417	3.03573	3.15272	1
MvSl-1064-A2-R4_MC08-1g08870	348	484	416	9.21133	6.14723	MvSl-1064-A2-R4_MC08-1g08870	348	484	416	8.12196	5.256	1
MvSl-1064-A2-R4_MC03g04649	397	433	415	6.22282	5.29427	MvSl-1064-A2-R4_MC03g04649	397	433	415	4.89579	4.04947	1
MvSl-1064-A2-R4_MC04-1g05972	429	395	412	9.00303	9.07733	MvSl-1064-A2-R4_MC04-1g05972	429	395	412	7.50511	7.32861	1
MvSl-1064-A2-R4_MC02g04437	402	416	409	5.96817	5.35168	MvSl-1064-A2-R4_MC02g04437	402	416	409	5.5099	4.79944	1
MvSl-1064-A2-R4_MC02g03965	426	391	408.5	2.64561	2.67363	MvSl-1064-A2-R4_MC02g03965	426	391	408.5	1.936	1.90805	1
MvSl-1064-A2-R4_MC02g04210	409	404	406.5	6.50386	6.1104	MvSl-1064-A2-R4_MC02g04210	409	404	406.5	5.33192	4.86574	1
MvSl-1064-A2-R4_MC04-1g06233	485	327	406	109.621	159.169	MvSl-1064-A2-R4_MC04-1g06233	485	327	406	73.532	106.246	1
MvSl-1064-A2-R4_MC06-1g07162	438	364	401	6.67512	7.45486	MvSl-1064-A2-R4_MC06-1g07162	438	364	401	4.94478	5.36255	1
MvSl-1064-A2-R4_MC07g08355	434	363	398.5	8.97575	9.9634	MvSl-1064-A2-R4_MC07g08355	434	363	398.5	9.38239	10.0803	1
MvSl-1064-A2-R4_MC03g04587	443	352	397.5	6.6383	7.7542	MvSl-1064-A2-R4_MC03g04587	443	352	397.5	4.41021	5.00458	1
MvSl-1064-A2-R4_MC13g11705	311	484	397.5	2.53136	1.50861	MvSl-1064-A2-R4_MC13g11705	311	484	397.5	2.2409	1.30272	1
MvSl-1064-A2-R4_MC06-2g07568	315	477	396	2.75981	1.69041	MvSl-1064-A2-R4_MC06-2g07568	315	477	396	2.1135	1.26283	1
MvSl-1064-A2-R4_MC08-1g08949	510	281	395.5	145.473	255.974	MvSl-1064-A2-R4_MC08-1g08949	510	281	395.5	98.3436	169.079	1
MvSl-1064-A2-R4_MC01g02885	525	259	392	4.26886	8.03038	MvSl-1064-A2-R4_MC01g02885	525	259	392	4.12241	7.5237	1
MvSl-1064-A2-R4_MC03g04849	392	389	390.5	4.33998	4.05759	MvSl-1064-A2-R4_MC03g04849	392	389	390.5	3.24919	2.95756	1
MvSl-1064-A2-R4_MC07g08223	347	431	389	5.59389	4.1788	MvSl-1064-A2-R4_MC07g08223	348	430	389	4.44204	3.2445	1
MvSl-1064-A2-R4_MC08-1g08996	407	365	386	6.71571	6.95028	MvSl-1064-A2-R4_MC08-1g08996	407	365	386	5.54767	5.57142	1
MvSl-1064-A2-R4_MC13g11697	392	380	386	2.76977	2.65034	MvSl-1064-A2-R4_MC13g11697	392	380	386	2.53465	2.36349	1
MvSl-1064-A2-R4_MC06-1g07160	397	371	384	27.8219	27.7704	MvSl-1064-A2-R4_MC06-1g07160	397	371	384	18.325	17.6845	1
MvSl-1064-A2-R4_MC06-1g07210	347	412	379.5	311.451	255.717	MvSl-1064-A2-R4_MC06-1g07210	347	412	379.5	211.261	169.027	1
