gida1	part8	youngold	genea10k	up5k	upk10	upk15	upk20	down5k	down10k	down15k	down20k	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	DE2	gida2	genea20k	a2up5k	a2upk10	a2upk15	a2upk20	a2down5k	a2down10k	a2down15k	a2down20k	genediff	upk5diff	upk10diff	upk15diff	upk20diff	down5kdiff	down10kdiff	down15kdiff	down20kdiff
MvSl-1064-A1-R4_MC01-1g02600	Auto	Auto	0	0	1	0	0	0	1	1	0	3.894656297	-0.214109136	0.214109136	0.441083886	0.968252114	3.782372513	3.787912417	3.879465486	4.10764673	NON	NON	MvSl-1064-A2-R4_MC01g02882	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07765	Auto	Auto	0	0	0	0	0	0	0	0	0	6.158757005	-0.159808864	0.159808864	0.441484003	0.968252114	5.93126428	6.209150629	6.377195517	6.080380301	NON	NON	MvSl-1064-A2-R4_MC07g08030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10599	Auto	Auto	0	0	0	0	0	0	0	0	0	6.832028035	0.144479052	0.144479052	0.440811038	0.968252114	6.777456423	7.017238471	6.739889486	6.775841051	NON	NON	MvSl-1064-A2-R4_MC11g10863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04725	Auto	Auto	0	0	0	0	0	0	4	0	0	4.264019463	0.204233064	0.204233064	0.441694096	0.968464434	4.248368445	4.466344206	4.265696884	4.041809105	NON	NON	MvSl-1064-A2-R4_MC03g05003	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g08114	Auto	Auto	0	0	0	0	0	0	0	0	0	5.719833898	-0.159047072	0.159047072	0.442046885	0.968492778	5.565700279	5.707698263	5.85093673	5.741320289	NON	NON	MvSl-1064-A2-R4_MC07g08379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11546	Auto	Auto	0	0	0	0	0	0	2	0	2	7.674857854	-0.167285064	0.167285064	0.441942281	0.968492778	7.467259188	7.701044337	7.904185321	7.590975087	NON	NON	MvSl-1064-A2-R4_MC13g11807	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07760	Auto	Auto	0	0	0	0	0	0	0	0	0	6.266923757	0.147522635	0.147522635	0.442356311	0.968922395	6.230866775	6.43885699	6.246951825	6.13327287	NON	NON	MvSl-1064-A2-R4_MC07g08025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04461	Auto	Auto	0	0	0	0	0	0	0	0	0	3.631346327	-0.234604751	0.234604751	0.442590187	0.969097007	3.492460422	3.529926858	3.465982638	3.977861207	NON	NON	MvSl-1064-A2-R4_MC03g04739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06159	Auto	Auto	0	0	0	0	0	0	0	0	0	3.69590582	0.219419503	0.219419503	0.442681342	0.969097007	3.747260393	3.850514486	3.67253008	3.485040309	NON	NON	MvSl-1064-A2-R4_MC05g06431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09028	Auto	Auto	0	0	0	0	0	0	0	0	0	6.739523221	-0.148842784	0.148842784	0.442776104	0.969097007	6.749212078	6.571998718	6.657211894	6.951953597	NON	NON	MvSl-1064-A2-R4_MC09g09303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02442	Auto	Auto	0	0	0	0	0	0	0	0	0	6.307197718	-0.143809508	0.143809508	0.442962309	0.969206827	6.256957113	6.21006917	6.415429415	6.338167243	NON	NON	MvSl-1064-A2-R4_MC01g02724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07558	Auto	Auto	0	0	0	0	3	0	0	0	0	12.21499507	0.312669901	0.312669901	0.443053021	0.969206827	12.20019664	12.50904392	12.14059155	11.95377554	NON	NON	MvSl-1064-A2-R4_MC07g07823	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03926	Auto	Auto	0	0	0	0	0	0	0	0	0	7.075914837	-0.143591885	0.143591885	0.443700057	0.969295367	6.947855667	7.055047675	7.145588841	7.146291228	NON	NON	MvSl-1064-A2-R4_MC02g04204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04652	Auto	Auto	0	0	0	0	0	0	2	0	0	5.671826024	0.154180157	0.154180157	0.44323155	0.969295367	5.789299045	5.702485918	5.558887528	5.625699141	NON	NON	MvSl-1064-A2-R4_MC03g04930	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04781	Auto	Auto	0	0	0	0	0	0	0	0	0	8.465186878	-0.179553067	0.179553067	0.443395613	0.969295367	8.382323075	8.362960678	8.481134033	8.619901323	NON	NON	MvSl-1064-A2-R4_MC03g05059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g08196	Auto	Auto	0	0	0	0	0	1	2	0	0	6.36131052	0.142947313	0.142947313	0.443499529	0.969295367	6.444787225	6.416747962	6.287765003	6.288339769	NON	NON	MvSl-1064-A2-R4_MC07g08461	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g05169	Auto	Auto	0	0	0	0	0	0	0	0	0	4.705522813	-0.199283054	0.199283054	0.444075659	0.969437086	4.436462706	4.752694838	4.987601884	4.58802879	NON	NON	MvSl-1064-A2-R4_MC03g05446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09656	Auto	Auto	0	0	0	0	0	0	0	0	0	5.521979984	0.171090681	0.171090681	0.444178859	0.969437086	5.546862691	5.660095009	5.21932282	5.620875867	NON	NON	MvSl-1064-A2-R4_MC10g09923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03389	Auto	Auto	0	0	0	0	0	0	2	2	4	5.011115638	-0.199108512	0.199108512	0.444295085	0.969443257	4.757047504	5.046029953	5.351033428	4.813320684	NON	NON	MvSl-1064-A2-R4_MC02g03669	0	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06547	Auto	Auto	0	0	0	0	0	0	0	0	0	10.52140783	-0.262685348	0.262685348	0.445057921	0.969478601	10.32896507	10.43723627	10.34757914	10.89447365	NON	NON	MvSl-1064-A2-R4_MC05g06810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06620	Auto	Auto	0	0	0	0	0	0	0	0	0	6.524018683	-0.150957654	0.150957654	0.445061958	0.969478601	6.342628767	6.543860185	6.713827693	6.470958257	NON	NON	MvSl-1064-A2-R4_MC05g06883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09310	Auto	Auto	0	0	0	0	0	0	0	0	0	5.320752008	-0.169097134	0.169097134	0.445105101	0.969478601	5.19514158	5.272198117	5.490602859	5.309311625	NON	NON	MvSl-1064-A2-R4_MC09g09584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC14g11844	Auto	Auto	0	2	0	0	0	0	0	0	0	6.877473144	-0.141751429	0.141751429	0.445084828	0.969478601	6.72556743	6.880266889	6.994421672	6.897157017	NON	NON	MvSl-1064-A2-R4_MC14g12105	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05515	Auto	Auto	0	0	0	0	0	0	0	0	0	5.951324069	-0.161896173	0.161896173	0.445842404	0.969520632	5.715955782	6.006248908	6.162760073	5.883686347	NON	NON	MvSl-1064-A2-R4_MC04-1g05791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07228	Auto	Auto	0	0	0	0	0	0	0	0	0	7.48687255	-0.154232676	0.154232676	0.446083258	0.969520632	7.469953922	7.342820883	7.466661469	7.651350497	NON	NON	MvSl-1064-A2-R4_MC06-2g07493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07907	Auto	Auto	0	0	0	0	0	0	0	0	0	6.281289592	-0.171212159	0.171212159	0.446145065	0.969520632	5.912142523	6.428634204	6.526068342	6.182113441	NON	NON	MvSl-1064-A2-R4_MC07g08172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08288	Auto	Auto	0	0	0	0	0	0	0	0	0	10.16641331	-0.243263975	0.243263975	0.446016659	0.969520632	9.906329387	10.16174518	10.42246254	10.12843022	NON	NON	MvSl-1064-A2-R4_MC08-1g08553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10278	Auto	Auto	0	1	1	0	0	0	0	0	0	5.402873083	-0.19468669	0.19468669	0.44564086	0.969520632	5.017081499	5.541043877	5.698327624	5.26259434	NON	NON	MvSl-1064-A2-R4_MC11g10539	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC12g11075	Auto	Auto	0	0	0	0	0	0	0	0	0	4.307916894	-0.198783768	0.198783768	0.44655845	0.970172348	4.182301427	4.229600588	4.524142432	4.272539874	NON	NON	MvSl-1064-A2-R4_MC12g11338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01896	Auto	Auto	0	0	0	0	0	0	0	0	0	5.347281131	0.168603193	0.168603193	0.446940997	0.970510181	5.521851848	5.329110536	5.175436488	5.340940788	NON	NON	MvSl-1064-A2-R4_MC01g02177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02250	Auto	Auto	0	1	0	0	0	0	0	2	0	4.435628453	-0.260056055	0.260056055	0.448227062	0.971334409	4.577359853	3.959401453	3.984930159	4.970715904	NON	NON	MvSl-1064-A2-R4_MC01g02532	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03181	Auto	Auto	0	0	0	0	0	0	1	0	0	9.439479594	-0.208436888	0.208436888	0.447830222	0.971334409	9.389647362	9.27098002	9.521143605	9.558499234	NON	NON	MvSl-1064-A2-R4_MC02g03461	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07503	Auto	Auto	0	0	0	0	0	0	0	0	0	7.512174767	-0.153218204	0.153218204	0.448236415	0.971334409	7.499268468	7.364846312	7.514416074	7.655680159	NON	NON	MvSl-1064-A2-R4_MC06-2g07768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g08142	Auto	Auto	0	0	0	0	0	0	0	1	0	4.668561019	-0.185532913	0.185532913	0.448241242	0.971334409	4.449004364	4.688236463	4.737510578	4.779093753	NON	NON	MvSl-1064-A2-R4_MC07g08407	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11379	Auto	Auto	0	0	0	0	0	0	0	0	0	5.813189256	0.193160521	0.193160521	0.448316079	0.971334409	6.033692439	5.766324584	5.311029848	6.02790569	NON	NON	MvSl-1064-A2-R4_MC13g11640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11531	Auto	Auto	0	0	0	0	0	0	0	0	0	6.040150591	-0.16633537	0.16633537	0.447717944	0.971334409	5.785595495	6.106338769	6.297546716	5.919479363	NON	NON	MvSl-1064-A2-R4_MC13g11792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11693	Auto	Auto	0	0	0	0	0	0	0	0	0	6.866492612	0.138545848	0.138545848	0.447746346	0.971334409	6.903550119	6.963782148	6.805799982	6.78521235	NON	NON	MvSl-1064-A2-R4_MC13g11954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02183	Auto	Auto	0	0	0	0	3	0	1	0	0	4.24891987	-0.197664238	0.197664238	0.448604694	0.971654808	4.105160774	4.189179969	4.431232003	4.251890312	NON	NON	MvSl-1064-A2-R4_MC01g02465	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02740	Auto	Auto	0	2	0	0	1	0	0	0	2	6.398649491	0.141323047	0.141323047	0.448729606	0.971679179	6.452593479	6.482083842	6.367940888	6.283261047	NON	NON	MvSl-1064-A2-R4_MC01g03022	0	2	0	0	2	0	0	0	2	0	0	0	0	-1	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02321	Auto	Auto	0	0	0	0	0	0	0	0	0	8.073428922	-0.190598507	0.190598507	0.448851161	0.971696272	7.813326373	8.120474122	8.405131769	7.878138032	NON	NON	MvSl-1064-A2-R4_MC01g02603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-2g03140	Auto	Auto	0	0	0	0	0	0	0	2	0	8.473557657	-0.181546082	0.181546082	0.449878081	0.972208156	8.276132825	8.476862425	8.66560421	8.449241733	NON	NON	MvSl-1064-A2-R4_MC01g03420	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03825	Auto	Auto	0	0	0	0	0	0	0	0	0	5.405536774	-0.181618946	0.181618946	0.450948548	0.972208156	5.142062711	5.464592874	5.695370965	5.258459559	NON	NON	MvSl-1064-A2-R4_MC02g04103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g05045	Auto	Auto	0	0	0	0	0	0	0	0	0	5.220369904	0.166002377	0.166002377	0.449459842	0.972208156	5.300975293	5.300072493	5.060647963	5.205749366	NON	NON	MvSl-1064-A2-R4_MC03g05322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05774	Auto	Auto	0	0	0	0	0	0	0	2	0	6.857892583	-0.164014872	0.164014872	0.450041705	0.972208156	6.54603703	6.970302475	7.121560621	6.726553189	NON	NON	MvSl-1064-A2-R4_MC04-1g06050	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06141	Auto	Auto	0	0	0	0	0	0	0	0	0	4.427984638	-0.224283323	0.224283323	0.450011819	0.972208156	4.101193311	4.496773059	4.832075244	4.161782189	NON	NON	MvSl-1064-A2-R4_MC05g06413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06610	Auto	Auto	0	0	2	0	4	0	0	0	0	9.84970713	0.250921839	0.250921839	0.45071558	0.972208156	10.20960459	9.681771092	9.430480437	9.95899043	NON	NON	MvSl-1064-A2-R4_MC05g06873	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07358	Auto	Auto	0	0	0	0	0	0	0	0	0	2.461027123	-0.257253727	0.257253727	0.450279762	0.972208156	2.366772009	2.294831804	2.4652582	2.694402553	NON	NON	MvSl-1064-A2-R4_MC06-2g07623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07837	Auto	Auto	0	0	0	0	0	0	0	0	0	7.511643594	-0.151829691	0.151829691	0.450744713	0.972208156	7.372508198	7.492638965	7.636976792	7.532249816	NON	NON	MvSl-1064-A2-R4_MC07g08102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08621	Auto	Auto	0	0	0	0	0	0	0	0	0	5.551175497	-0.163728428	0.163728428	0.450969493	0.972208156	5.348608372	5.577090121	5.751960434	5.498245883	NON	NON	MvSl-1064-A2-R4_MC08-1g08886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC12g10751	Auto	Auto	0	1	0	0	0	0	0	0	0	5.824014983	-0.187199407	0.187199407	0.450982745	0.972208156	5.982848221	5.41765342	5.681990496	6.115094571	NON	NON	MvSl-1064-A2-R4_MC12g11014	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11562	Auto	Auto	0	0	2	2	0	0	0	0	0	5.077736075	-0.203839595	0.203839595	0.449917912	0.972208156	4.665976114	5.225721181	5.388127723	4.927098277	NON	NON	MvSl-1064-A2-R4_MC13g11823	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC14g11773	Auto	Auto	0	0	0	0	0	0	0	0	0	6.330618466	-0.142257454	0.142257454	0.450408757	0.972208156	6.276439743	6.239157879	6.327455288	6.469170347	NON	NON	MvSl-1064-A2-R4_MC14g12034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC14g11856	Auto	Auto	0	0	0	0	0	0	0	0	0	5.875522508	0.155901784	0.155901784	0.45055884	0.972208156	5.843740809	6.051023121	5.870728985	5.715913078	NON	NON	MvSl-1064-A2-R4_MC14g12117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10282	Auto	Auto	0	0	0	2	0	0	0	0	0	8.310086404	0.190578343	0.190578343	0.451400623	0.972545704	8.606345478	8.164260114	8.037991351	8.366657318	NON	NON	MvSl-1064-A2-R4_MC11g10543	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03596	Auto	Auto	0	0	0	0	0	0	0	0	0	5.639822275	-0.176083976	0.176083976	0.451541916	0.972595575	5.330082486	5.739855571	5.917151101	5.503496289	NON	NON	MvSl-1064-A2-R4_MC02g03874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04675	Auto	Auto	0	0	0	0	0	0	0	0	2	1.159091736	0.317423688	0.317423688	0.451792876	0.972646008	1.027525212	1.526479497	0.932003429	1.055407329	NON	NON	MvSl-1064-A2-R4_MC03g04953	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC12g11077	Auto	Auto	0	0	0	0	0	0	0	0	0	5.138599919	-0.180511429	0.180511429	0.451732813	0.972646008	4.993730634	5.096575257	5.422505267	4.998252231	NON	NON	MvSl-1064-A2-R4_MC12g11340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g08193	Auto	Auto	0	0	0	0	0	0	0	1	2	5.072573588	0.169362726	0.169362726	0.452306526	0.97326164	5.13431805	5.173935751	4.992427797	4.978278085	NON	NON	MvSl-1064-A2-R4_MC07g08458	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06633	Auto	Auto	0	0	0	0	0	0	1	0	3	5.981240867	0.14898647	0.14898647	0.453132395	0.974434754	5.950135906	6.1500708	5.897989752	5.911601749	NON	NON	MvSl-1064-A2-R4_MC05g06896	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01968	Auto	Auto	0	0	0	0	0	0	0	0	0	6.401426057	-0.141521619	0.141521619	0.457806339	0.975083115	6.358504463	6.299090122	6.388223272	6.548357164	NON	NON	MvSl-1064-A2-R4_MC01g02249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02245	Auto	Auto	0	0	0	0	0	1	0	0	0	6.716497898	-0.195967933	0.195967933	0.45667377	0.975083115	6.359335206	6.832752236	7.163885819	6.343056632	NON	NON	MvSl-1064-A2-R4_MC01g02527	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-2g03110	Auto	Auto	0	0	0	0	0	0	0	0	0	4.458061628	-0.207556515	0.207556515	0.454980802	0.975083115	4.237565247	4.457088976	4.815831423	4.243547013	NON	NON	MvSl-1064-A2-R4_MC01g03390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03301	Auto	Auto	0	8	0	0	0	0	0	0	0	6.048956332	-0.16004869	0.16004869	0.456931585	0.975083115	5.869627211	6.058182211	6.319796106	5.903680884	NON	NON	MvSl-1064-A2-R4_MC02g03581	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03322	Auto	Auto	0	1	1	0	0	0	0	0	0	7.091388835	-0.143519024	0.143519024	0.455016154	0.975083115	7.089263632	6.942937858	7.067131806	7.249892593	NON	NON	MvSl-1064-A2-R4_MC02g03602	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04439	Auto	Auto	0	0	0	0	0	0	1	0	0	1.591394295	-0.298348843	0.298348843	0.458632987	0.975083115	1.577139689	1.296746649	1.435736964	1.98038708	NON	NON	MvSl-1064-A2-R4_MC03g04717	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04466	Auto	Auto	0	0	0	0	0	0	0	0	0	6.250441442	-0.147615898	0.147615898	0.454310566	0.975083115	6.123471856	6.224686837	6.448292114	6.184294659	NON	NON	MvSl-1064-A2-R4_MC03g04744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04744	Auto	Auto	0	0	0	0	0	0	0	0	0	5.591949472	-0.161891154	0.161891154	0.455328593	0.975083115	5.410836188	5.601097033	5.813248585	5.512204727	NON	NON	MvSl-1064-A2-R4_MC03g05022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g05164	Auto	Auto	0	0	0	2	0	0	0	0	0	4.611764851	0.193847308	0.193847308	0.455488953	0.975083115	4.560120808	4.835977917	4.316612205	4.683641468	NON	NON	MvSl-1064-A2-R4_MC03g05441	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g05166	Auto	Auto	0	0	0	0	2	0	0	0	0	5.984743936	0.159640903	0.159640903	0.455947674	0.975083115	5.847298243	6.249023184	5.985309193	5.814962741	NON	NON	MvSl-1064-A2-R4_MC03g05443	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g05250	Auto	Auto	0	0	0	2	1	0	0	0	0	6.66052229	-0.141096843	0.141096843	0.454102787	0.975083115	6.591997325	6.584802915	6.771116402	6.686335226	NON	NON	MvSl-1064-A2-R4_MC03g05527	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05342	Auto	Auto	0	1	0	0	0	0	0	0	0	5.607502336	-0.153294334	0.153294334	0.458741875	0.975083115	5.442540454	5.610867282	5.730457134	5.632105192	NON	NON	MvSl-1064-A2-R4_MC04-1g05619	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05366	Auto	Auto	0	0	6	0	0	0	0	0	8	4.653269063	-0.180886828	0.180886828	0.457153275	0.975083115	4.504130483	4.61522619	4.818551459	4.658757908	NON	NON	MvSl-1064-A2-R4_MC04-1g05643	0	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05372	Auto	Auto	0	0	0	0	6	6	2	0	2	6.57463396	-0.142262786	0.142262786	0.454009528	0.975083115	6.426670909	6.573427032	6.702091815	6.583488764	NON	NON	MvSl-1064-A2-R4_MC04-1g05649	0	0	0	0	6	6	2	0	1	0	0	0	0	0	0	0	0	1
MvSl-1064-A1-R4_MC04-1g05701	Auto	Auto	0	0	0	0	0	0	0	0	0	6.841166596	0.135864502	0.135864502	0.458406582	0.975083115	6.931749231	6.882573229	6.705769542	6.834652748	NON	NON	MvSl-1064-A2-R4_MC04-1g05977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05970	Auto	Auto	0	0	0	0	0	0	0	0	3	4.975788396	-0.179751581	0.179751581	0.458486784	0.975083115	4.804179799	4.959099213	5.227532852	4.876735855	NON	NON	MvSl-1064-A2-R4_MC04-1g06246	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	-1	0
MvSl-1064-A1-R4_MC05-3g06560	Auto	Auto	0	0	0	0	0	0	1	2	0	5.335875037	-0.161846298	0.161846298	0.457018039	0.975083115	5.257074659	5.2491468	5.459572094	5.368058669	NON	NON	MvSl-1064-A2-R4_MC05g06823	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06764	Auto	Auto	0	0	0	0	0	0	0	0	0	5.805484784	-0.151585097	0.151585097	0.454815764	0.975083115	5.74039505	5.715481639	5.865477543	5.893051626	NON	NON	MvSl-1064-A2-R4_MC05g07028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07237	Auto	Auto	0	0	0	0	0	0	0	0	0	6.610658851	0.139285619	0.139285619	0.457349812	0.975083115	6.621382103	6.733392834	6.55571557	6.52272884	NON	NON	MvSl-1064-A2-R4_MC06-2g07502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07290	Auto	Auto	0	0	0	0	0	0	0	0	0	5.419828591	-0.174674784	0.174674784	0.458539156	0.975083115	5.222793264	5.430320689	5.71448182	5.258459559	NON	NON	MvSl-1064-A2-R4_MC06-2g07555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07834	Auto	Auto	0	0	0	0	0	0	0	0	0	5.630780274	-0.160090473	0.160090473	0.454515876	0.975083115	5.406019879	5.678794479	5.600573118	5.809320784	NON	NON	MvSl-1064-A2-R4_MC07g08099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08490	Auto	Auto	0	0	0	0	0	0	0	0	0	6.478701268	0.142604188	0.142604188	0.456212314	0.975083115	6.445569754	6.643777667	6.41632751	6.394832364	NON	NON	MvSl-1064-A2-R4_MC08-1g08755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08495	Auto	Auto	0	0	0	0	0	0	0	0	1	7.044452206	0.138595268	0.138595268	0.457271131	0.975083115	7.162960437	7.05913154	6.986582216	6.960251082	NON	NON	MvSl-1064-A2-R4_MC08-1g08760	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08542	Auto	Auto	0	0	0	0	0	0	0	0	0	3.825160012	0.212898326	0.212898326	0.454132721	0.975083115	3.959365478	3.892316038	3.847860321	3.567567658	NON	NON	MvSl-1064-A2-R4_MC08-1g08807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
