gida1	part8	youngold	genea10k	up5k	upk10	upk15	upk20	down5k	down10k	down15k	down20k	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	DE2	gida2	genea20k	a2up5k	a2upk10	a2upk15	a2upk20	a2down5k	a2down10k	a2down15k	a2down20k	genediff	upk5diff	upk10diff	upk15diff	upk20diff	down5kdiff	down10kdiff	down15kdiff	down20kdiff
MvSl-1064-A1-R4_MC10-2g09989	Auto	Auto	0	0	0	0	0	5	0	0	0	5.158182455	0.573721899	0.573721899	0.011242627	0.128150956	5.508433161	5.31551835	4.866655046	4.818947051	NON	NON	MvSl-1064-A2-R4_MC10g10253	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09407	Auto	Auto	0	0	0	2	0	0	0	0	0	6.435014756	0.581257537	0.581257537	0.011787863	0.133299524	6.339264138	6.981642615	6.197655566	6.02790569	NON	NON	MvSl-1064-A2-R4_MC09g09681	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10319	Auto	Auto	0	0	0	0	0	0	0	0	0	6.710423041	0.492493154	0.492493154	0.011907671	0.134299047	7.025796208	6.838703617	6.278904395	6.590906938	NON	NON	MvSl-1064-A2-R4_MC11g10580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03613	Auto	Auto	0	0	1	0	4	0	0	0	0	7.104073747	-0.565015558	0.565015558	0.011952424	0.13462618	6.681075288	6.899754247	7.61171613	7.052690712	NON	NON	MvSl-1064-A2-R4_MC02g03891	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0
MvSl-1064-A1-R4_MC06g07202	Auto	Auto	0	0	0	0	0	0	0	0	0	6.939900665	-0.517471055	0.517471055	0.011992402	0.134867618	6.486447895	6.812331908	7.332271372	6.999799498	NON	NON	MvSl-1064-A2-R4_MC06-2g07467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04188	Auto	Auto	1	0	0	0	0	0	0	0	2	8.061526112	0.733469462	0.733469462	0.01205345	0.13505235	8.635270903	8.074309011	7.211745226	7.983661011	NON	NON	MvSl-1064-A2-R4_MC02g04466	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04653	Auto	Auto	0	0	0	0	0	0	2	0	0	6.435975261	-0.558954498	0.558954498	0.012139014	0.135833026	5.981769676	6.2650223	6.927963015	6.401410009	NON	NON	MvSl-1064-A2-R4_MC03g04931	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-2g03063	Auto	Auto	0	0	0	0	0	0	0	5	0	7.465056566	-0.643923019	0.643923019	0.01242316	0.138468829	6.875369696	7.308067091	8.048456462	7.376905144	NON	NON	MvSl-1064-A2-R4_MC01g03345	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04141	Auto	Auto	0	0	0	0	0	0	0	0	0	6.962034105	-0.469565556	0.469565556	0.012499926	0.139077869	6.601156734	6.808698125	7.17241652	7.183294865	NON	NON	MvSl-1064-A2-R4_MC02g04419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07242	Auto	Auto	0	0	0	0	0	2	0	0	0	6.954671065	-0.474864445	0.474864445	0.012525693	0.139077869	6.60746397	6.783619254	7.265562617	7.07343363	NON	NON	MvSl-1064-A2-R4_MC06-2g07507	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09716	Auto	Auto	0	0	0	0	0	0	0	0	0	6.119081334	0.511310439	0.511310439	0.012617518	0.139724299	6.166824408	6.515161897	5.838929718	5.842846241	NON	NON	MvSl-1064-A2-R4_MC10g09983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05871	Auto	Auto	0	0	0	0	0	3	0	0	0	6.829762498	-0.657897079	0.657897079	0.012664216	0.139879043	6.12932802	6.735946121	7.438204122	6.715284039	NON	NON	MvSl-1064-A2-R4_MC04-1g06147	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04656	Auto	Auto	0	0	0	0	0	2	0	0	0	1.576979416	0.982859454	0.982859454	0.012918802	0.142506885	2.058435178	1.861850355	0.932003429	1.093044126	NON	NON	MvSl-1064-A2-R4_MC03g04934	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08496	Auto	Auto	0	0	0	0	0	0	0	1	0	6.1785055	0.610508	0.610508	0.013036118	0.14343085	6.742222977	6.085467782	5.634928504	6.021820076	NON	NON	MvSl-1064-A2-R4_MC08-1g08761	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC15g12083	Auto	Auto	0	0	0	0	1	0	0	0	0	7.654437677	-0.821199535	0.821199535	0.013113281	0.143736654	6.780560821	7.503169253	8.449677398	7.36637739	NON	NON	MvSl-1064-A2-R4_MC15g12332	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC12g11089	Auto	Auto	0	0	0	0	0	0	0	0	0	5.643570407	-0.513197938	0.513197938	0.01322692	0.144784809	5.294040345	5.433470204	5.967037668	5.782215983	NON	NON	MvSl-1064-A2-R4_MC12g11352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02316	Auto	Auto	0	0	0	0	1	0	0	0	0	6.706237462	-0.470872508	0.470872508	0.013613753	0.148634146	6.340106031	6.556193229	7.015318585	6.823500533	NON	NON	MvSl-1064-A2-R4_MC01g02598	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02516	Auto	Auto	0	0	0	0	0	0	0	0	0	5.858876983	0.573273684	0.573273684	0.013675575	0.148743623	6.345985567	5.84293693	5.413537666	5.663715593	NON	NON	MvSl-1064-A2-R4_MC01g02798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08319	Auto	Auto	0	0	0	3	0	0	0	0	0	7.401593086	-0.605540181	0.605540181	0.013915705	0.150971272	6.905826443	7.213216102	7.964065943	7.307560429	NON	NON	MvSl-1064-A2-R4_MC08-1g08584	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01903	Auto	Auto	0	0	0	0	0	0	0	0	0	0.387701895	1.24605743	1.24605743	0.013941704	0.151061634	0.410975968	1.151302869	-0.336915477	-0.295355899	NON	NON	MvSl-1064-A2-R4_MC01g02184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01926	Auto	Auto	0	0	0	0	0	0	0	4	0	4.541009399	0.617004752	0.617004752	0.014152491	0.152957837	4.919068937	4.701360594	4.114533205	4.280717646	NON	NON	MvSl-1064-A2-R4_MC01g02207	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01905	Auto	Auto	0	0	0	0	0	0	0	0	0	6.747847309	-0.457399353	0.457399353	0.014197358	0.153249009	6.459583174	6.542402282	7.061976036	6.847096799	NON	NON	MvSl-1064-A2-R4_MC01g02186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07870	Auto	Auto	0	0	0	0	0	0	0	0	0	7.465763485	0.535755663	0.535755663	0.014430852	0.155377025	7.484114494	7.90284274	7.240427007	7.10255839	NON	NON	MvSl-1064-A2-R4_MC07g08135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10088	Auto	Auto	0	0	0	0	0	0	0	0	0	3.559124701	0.744947337	0.744947337	0.014501015	0.155740169	3.994012766	3.753043559	2.955059885	3.304311598	NON	NON	MvSl-1064-A2-R4_MC10g10352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07613	Auto	Auto	0	0	0	7	0	0	0	0	0	4.228159297	0.693474628	0.693474628	0.014925009	0.159492376	4.560120808	4.499780941	3.527124191	4.098423315	NON	NON	MvSl-1064-A2-R4_MC07g07878	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11490	Auto	Auto	0	3	4	0	0	1	0	0	0	6.529020625	-0.493731716	0.493731716	0.015006711	0.16016526	6.167773155	6.349979975	6.914677245	6.575201363	NON	NON	MvSl-1064-A2-R4_MC13g11751	0	3	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC12g11240	Auto	Auto	0	0	0	0	0	0	2	0	0	7.131344824	0.60434592	0.60434592	0.015178072	0.161189239	7.126826518	7.63246924	7.075115448	6.45388298	NON	NON	MvSl-1064-A2-R4_MC12g11503	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04738	Auto	Auto	0	0	0	0	0	0	0	0	0	7.396126658	-0.851696688	0.851696688	0.015594162	0.164789231	7.213912449	6.521835429	6.987791062	8.260569915	NON	NON	MvSl-1064-A2-R4_MC03g05016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC15g12106	Auto	Auto	0	0	0	0	0	0	0	0	0	7.174317255	0.511959588	0.511959588	0.01562686	0.164811973	7.572022367	7.221438852	6.740606747	7.035878933	NON	NON	MvSl-1064-A2-R4_MC15g12355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09054	Auto	Auto	0	0	0	0	0	0	0	0	0	7.452026932	-0.581526528	0.581526528	0.015937445	0.167435989	6.861949896	7.360302567	7.920735662	7.471925392	NON	NON	MvSl-1064-A2-R4_MC09g09329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10016	Auto	Auto	0	0	0	0	0	0	0	0	0	5.910981804	0.482615851	0.482615851	0.015942554	0.167435989	6.058458009	6.20085734	5.622530088	5.67616834	NON	NON	MvSl-1064-A2-R4_MC10g10280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02141	Auto	Auto	0	0	0	0	0	0	0	0	0	6.716657964	-0.449405124	0.449405124	0.015983453	0.167659553	6.412332513	6.535090589	7.011163347	6.831176932	NON	NON	MvSl-1064-A2-R4_MC01g02422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07232	Auto	Auto	0	0	0	0	0	0	0	0	0	5.39805463	-0.565036979	0.565036979	0.016058762	0.168243087	4.936987177	5.227536718	5.821407911	5.4627462	NON	NON	MvSl-1064-A2-R4_MC06-2g07497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g05177	Auto	Auto	0	0	0	0	0	0	5	0	0	6.611575179	0.453837866	0.453837866	0.016182718	0.169293629	6.825140393	6.815353085	6.292664149	6.437517824	NON	NON	MvSl-1064-A2-R4_MC03g05454	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05551	Auto	Auto	0	0	0	1	0	0	0	0	0	2.838464927	-1.122030699	1.122030699	0.016198642	0.169293629	2.706745819	1.377457876	2.742351425	3.695417116	NON	NON	MvSl-1064-A2-R4_MC04-1g05827	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05336	Auto	Auto	0	0	0	0	0	0	1	0	0	9.819548701	-0.797523867	0.797523867	0.016362887	0.170385289	9.294802903	9.434740398	10.48174084	9.755645638	NON	NON	MvSl-1064-A2-R4_MC04-1g05613	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09112	Auto	Auto	0	0	0	0	0	0	0	0	0	5.799752574	0.492408365	0.492408365	0.016350256	0.170385289	6.022197898	6.02620441	5.592649647	5.469916362	NON	NON	MvSl-1064-A2-R4_MC09g09387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08713	Auto	Auto	0	0	0	0	0	0	0	0	0	4.65960765	-0.588615428	0.588615428	0.01638497	0.170407673	4.226680541	4.441530415	4.970582914	4.876735855	NON	NON	MvSl-1064-A2-R4_MC08-1g08978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07806	Auto	Auto	0	0	2	0	0	0	0	0	0	5.628290887	0.501558769	0.501558769	0.016696542	0.173016655	5.922297369	5.787401796	5.461313647	5.2418009	NON	NON	MvSl-1064-A2-R4_MC07g08071	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03751	Auto	Auto	0	0	0	0	0	0	0	0	0	6.144202503	0.465277092	0.465277092	0.016821744	0.174103019	6.317200671	6.396717312	5.811884199	5.969661351	NON	NON	MvSl-1064-A2-R4_MC02g04029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10400	Auto	Auto	0	0	0	0	2	0	0	0	0	5.5409486	0.506144543	0.506144543	0.016926509	0.17497548	5.705540406	5.833430928	5.3603968	5.164360766	NON	NON	MvSl-1064-A2-R4_MC11g10662	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10570	Auto	Auto	0	0	0	0	0	2	1	0	0	4.772647098	-0.590367328	0.590367328	0.017093103	0.175635739	4.42063074	4.478592869	5.208994139	4.843997649	NON	NON	MvSl-1064-A2-R4_MC11g10832	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g09950	Auto	Auto	0	0	0	1	0	0	0	0	0	4.633628736	-0.651317093	0.651317093	0.017440326	0.178559701	4.159589211	4.380828634	5.188112255	4.597880292	NON	NON	MvSl-1064-A2-R4_MC10g10214	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06196	Auto	Auto	0	0	0	0	0	0	0	0	0	5.390240447	-0.648873345	0.648873345	0.017774765	0.181548939	4.823573374	5.212948045	5.998562755	5.266717306	NON	NON	MvSl-1064-A2-R4_MC05g06468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g09964	Auto	Auto	0	0	0	0	0	0	0	0	0	0.930214123	1.091458381	1.091458381	0.017980676	0.183196393	1.554104671	1.088755239	-0.072197335	0.612575144	NON	NON	MvSl-1064-A2-R4_MC10g10228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09302	Auto	Auto	0	0	0	0	0	0	0	0	0	6.096242941	-0.572798718	0.572798718	0.018041703	0.183398955	5.609652329	5.936924088	6.637321787	6.002171791	NON	NON	MvSl-1064-A2-R4_MC09g09576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g08016	Auto	Auto	0	0	0	0	0	0	0	3	0	5.094917879	0.551326355	0.551326355	0.018085141	0.183602004	5.197001606	5.475329107	4.82938061	4.755816193	NON	NON	MvSl-1064-A2-R4_MC07g08281	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11583	Auto	Auto	0	0	0	0	0	0	0	0	0	6.14149813	-0.477900792	0.477900792	0.018104631	0.183602004	5.848482107	5.917935669	6.50848853	6.196232768	NON	NON	MvSl-1064-A2-R4_MC13g11844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03754	Auto	Auto	0	0	0	0	0	0	0	0	0	7.024355528	0.4403619	0.4403619	0.018315478	0.185520168	7.208851376	7.245829589	6.732697198	6.840196693	NON	NON	MvSl-1064-A2-R4_MC02g04032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07235	Auto	Auto	0	0	0	0	0	0	0	0	0	3.210126661	0.863243515	0.863243515	0.018375132	0.185556746	3.923865594	3.101365299	2.451304939	2.94136146	NON	NON	MvSl-1064-A2-R4_MC06-2g07500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01962	Auto	Auto	0	0	0	0	0	0	0	0	0	6.038044732	-0.537996649	0.537996649	0.018663849	0.187493827	5.630448156	5.85120361	6.528562347	5.984757254	NON	NON	MvSl-1064-A2-R4_MC01g02243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11576	Auto	Auto	0	0	0	2	0	0	0	0	0	4.930808063	0.54509078	0.54509078	0.018783653	0.188475876	5.14976602	5.201908905	4.67284387	4.591320104	NON	NON	MvSl-1064-A2-R4_MC13g11837	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08392	Auto	Auto	0	0	0	4	0	0	0	0	0	7.44780328	-0.487479612	0.487479612	0.019292069	0.192898125	7.323969332	7.028737699	7.610147086	7.729605393	NON	NON	MvSl-1064-A2-R4_MC08-1g08657	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01957	Auto	Auto	0	0	0	0	0	0	0	0	0	7.581258903	0.482540707	0.482540707	0.019357173	0.193097399	7.917681393	7.676664661	7.291247247	7.348010155	NON	NON	MvSl-1064-A2-R4_MC01g02238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04480	Auto	Auto	0	0	0	0	0	0	0	0	0	7.143301784	-0.458702199	0.458702199	0.019529572	0.194590106	6.856076038	6.935181827	7.48518324	7.210839035	NON	NON	MvSl-1064-A2-R4_MC03g04758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06940	Auto	Auto	0	1	0	0	0	0	0	0	0	3.088678207	0.944300363	0.944300363	0.01955829	0.194649385	3.959365478	2.74362635	2.546257243	2.539450147	NON	NON	MvSl-1064-A2-R4_MC06-1g07203	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07704	Auto	Auto	0	1	0	0	0	0	0	0	0	4.899008337	-0.60185587	0.60185587	0.019654384	0.194965628	4.368768339	4.745110182	5.35291097	4.95802351	NON	NON	MvSl-1064-A2-R4_MC07g07969	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07706	Auto	Auto	0	0	1	0	0	0	0	0	0	6.953370852	-0.469930722	0.469930722	0.019754663	0.195692481	6.769978499	6.625992894	6.957261807	7.354320033	NON	NON	MvSl-1064-A2-R4_MC07g07971	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05679	Auto	Auto	0	0	0	0	0	0	0	0	0	5.888123661	0.621783911	0.621783911	0.019784574	0.195761952	6.527678444	5.678794479	5.624085729	5.459147711	NON	NON	MvSl-1064-A2-R4_MC04-1g05955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03992	Auto	Auto	0	0	0	0	0	0	0	2	1	4.869609926	-0.624592236	0.624592236	0.01982122	0.195866468	4.801737168	4.185448586	5.039819327	5.250154274	NON	NON	MvSl-1064-A2-R4_MC02g04270	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04493	Auto	Auto	0	0	0	0	0	0	0	0	0	7.53614406	-0.496855967	0.496855967	0.019840959	0.195866468	7.140422603	7.382879526	7.897768906	7.615025084	NON	NON	MvSl-1064-A2-R4_MC03g04771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02301	Auto	Auto	0	0	0	0	0	0	0	0	0	6.23982447	0.444878027	0.444878027	0.019886076	0.196085426	6.479587459	6.408769044	6.041105937	5.95823485	NON	NON	MvSl-1064-A2-R4_MC01g02583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC12g11122	Auto	Auto	0	0	0	0	0	0	0	0	0	6.765194999	-0.477078119	0.477078119	0.020413525	0.200361908	6.428255303	6.582676758	7.197187632	6.734017349	NON	NON	MvSl-1064-A2-R4_MC12g11385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08857	Auto	Auto	0	0	0	0	0	0	0	0	0	0.09640007	-1.219054381	1.219054381	0.02090547	0.204019246	-0.304547654	-0.806029471	0.151396553	0.894198711	NON	NON	MvSl-1064-A2-R4_MC08-2g09138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC12g11004	Auto	Auto	0	0	0	0	0	0	0	0	0	4.875182104	-0.556798822	0.556798822	0.020881788	0.204019246	4.498108353	4.642699688	5.261913461	4.978278085	NON	NON	MvSl-1064-A2-R4_MC12g11267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09472	Auto	Auto	0	0	3	0	0	0	0	0	0	6.797799555	-0.419739533	0.419739533	0.021029271	0.204993433	6.59552706	6.550402575	6.951697268	7.032250778	NON	NON	MvSl-1064-A2-R4_MC09g09746	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10465	Auto	Auto	0	0	0	0	0	0	0	0	0	8.517653431	0.549373998	0.549373998	0.021433837	0.20775269	8.681673946	8.84604719	8.256841045	8.175960303	NON	NON	MvSl-1064-A2-R4_MC11g10727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04131	Auto	Auto	0	0	1	0	0	0	0	0	0	3.984300594	0.856822787	0.856822787	0.021573374	0.208868371	4.614019113	4.015121096	2.831232093	3.947362795	NON	NON	MvSl-1064-A2-R4_MC02g04409	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04377	Auto	Auto	0	0	0	0	0	0	0	0	0	1.893123829	1.004956066	1.004956066	0.021601154	0.20890075	2.664351658	1.785030108	0.932003429	1.616865351	NON	NON	MvSl-1064-A2-R4_MC03g04655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05473	Auto	Auto	0	0	2	0	2	0	0	0	0	5.947892406	-0.465454769	0.465454769	0.021775257	0.210346518	5.604055772	5.784938047	6.258015525	6.059143588	NON	NON	MvSl-1064-A2-R4_MC04-1g05750	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11386	Auto	Auto	0	0	0	0	0	0	1	0	0	8.334106726	-0.542868216	0.542868216	0.022029838	0.21235882	8.185823359	7.872125408	8.5465803	8.613035982	NON	NON	MvSl-1064-A2-R4_MC13g11647	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02514	Auto	Auto	0	0	0	0	0	0	0	0	0	5.813675623	0.476259946	0.476259946	0.022276448	0.214460981	5.956737977	6.102386552	5.457828435	5.647996966	NON	NON	MvSl-1064-A2-R4_MC01g02796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11516	Auto	Auto	0	0	0	0	0	0	0	0	0	6.535336058	-0.43711275	0.43711275	0.022732416	0.218358905	6.294794535	6.306838982	6.840338619	6.626634428	NON	NON	MvSl-1064-A2-R4_MC13g11777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC12g11111	Auto	Auto	0	0	0	0	0	0	0	0	0	6.244878252	-0.436962968	0.436962968	0.02292247	0.219690799	6.021148384	5.999889389	6.36422235	6.525312257	NON	NON	MvSl-1064-A2-R4_MC12g11374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05672	Auto	Auto	0	0	0	0	0	0	0	0	0	6.485100792	0.73711932	0.73711932	0.023067332	0.220831599	7.312433288	6.019932442	5.948531765	6.182113441	NON	NON	MvSl-1064-A2-R4_MC04-1g05948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05676	Auto	Auto	0	0	0	0	0	0	0	0	0	6.845906457	0.666628067	0.666628067	0.023224504	0.221340504	7.602514471	6.456767886	6.448292114	6.5001433	NON	NON	MvSl-1064-A2-R4_MC04-1g05952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07885	Auto	Auto	0	0	0	0	0	0	0	0	0	4.905658785	0.570911472	0.570911472	0.023249944	0.221340504	5.343579404	4.952527939	4.462871657	4.71113185	NON	NON	MvSl-1064-A2-R4_MC07g08150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02812	Auto	Auto	0	0	0	0	9	0	0	0	0	5.721661812	0.494347826	0.494347826	0.023384676	0.222128439	5.934612556	5.958948069	5.253897306	5.628905722	NON	NON	MvSl-1064-A2-R4_MC01g03094	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09439	Auto	Auto	0	0	0	0	0	0	0	0	0	7.149740715	-0.430313416	0.430313416	0.02347956	0.222782194	6.935653487	6.902029668	7.284868831	7.410366351	NON	NON	MvSl-1064-A2-R4_MC09g09713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC12g10812	Auto	Auto	0	0	0	0	0	0	0	0	1	2.33896738	0.803813992	0.803813992	0.023581287	0.223499358	2.836507544	2.488968301	1.872607629	1.897729043	NON	NON	MvSl-1064-A2-R4_MC12g11075	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09068	Auto	Auto	0	0	0	0	0	0	0	0	0	6.397896194	0.423387722	0.423387722	0.023915628	0.225540117	6.540187661	6.645136689	6.169167811	6.17225694	NON	NON	MvSl-1064-A2-R4_MC09g09343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10258	Auto	Auto	0	0	0	0	0	0	0	0	0	6.526878662	-0.477910778	0.477910778	0.024048314	0.226170138	6.16492504	6.365727921	6.949217233	6.509741907	NON	NON	MvSl-1064-A2-R4_MC11g10519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC12g11013	Auto	Auto	0	2	0	0	0	0	0	0	0	3.838285942	-0.661772896	0.661772896	0.024074725	0.226170138	3.443160492	3.506191765	3.905284313	4.328834097	NON	NON	MvSl-1064-A2-R4_MC12g11276	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
