genea1	dNa1	dNa1se	dSa1	dSa1se	dNdSa1	chr	chrom	DE	a1expmean	haploid
MvSl-1064-A2-R4_MC03g04647	0.00443	0.00437	0.0257	0.01814	0.172367	aAutosome	aAutosome	NON	3.58714	A2
MvSl-1064-A2-R4_MC03g04650	0.01637	0.0062	0.00683	0.0067	2.39643	aAutosome	aAutosome	NON	2.75365	A2
MvSl-1064-A2-R4_MC03g04655	0.00168	0.00168	0.00501	0.005	0.335262	aAutosome	aAutosome	NON	2.17756	A2
MvSl-1064-A2-R4_MC03g04657	0.00435	0.00252	0.00389	0.00389	1.11796	aAutosome	aAutosome	NON	9.55682	A2
MvSl-1064-A2-R4_MC03g04660	0.00002	0	0.0209	0.00141	0.000956892	aAutosome	aAutosome	NON	6.51216	A2
MvSl-1064-A2-R4_MC03g04661	0.0071	0.00412	0.02436	0.01234	0.291449	aAutosome	aAutosome	NON	5.61365	A2
MvSl-1064-A2-R4_MC03g04665	0.01015	0.00254	0.00901	0.00366	1.1264	aAutosome	aAutosome	NON	5.9691	A2
MvSl-1064-A2-R4_MC03g04666	0.00261	0.00131	0.00393	0.0028	0.663953	aAutosome	aAutosome	NON	8.90938	A2
MvSl-1064-A2-R4_MC03g04667	0.0059	0.00419	0.00006	0	96.7213	aAutosome	aAutosome	NON	5.0309	A2
MvSl-1064-A2-R4_MC03g04668	0.00217	0.00218	0.00002	0.00011	103.333	aAutosome	aAutosome	NON	4.74354	A2
MvSl-1064-A2-R4_MC03g04672	0.01198	0.00602	0.01235	0.01246	0.969962	aAutosome	aAutosome	NON	1.11638	A2
MvSl-1064-A2-R4_MC03g04673	0.00001	0	0.00531	0	0.00188288	aAutosome	aAutosome	NON	3.97798	A2
MvSl-1064-A2-R4_MC03g04674	0.00155	0.00155	0.00002	0.00005	73.8095	aAutosome	aAutosome	NON	3.3317	A2
MvSl-1064-A2-R4_MC03g04677	0.00148	0.00148	0.0082	0.00476	0.180466	aAutosome	aAutosome	NON	7.26306	A2
MvSl-1064-A2-R4_MC03g04678	0.00883	0.0051	0.00009	0	97.033	aAutosome	aAutosome	NON	6.04932	A2
MvSl-1064-A2-R4_MC03g04684	0.00002	0	0.01879	0.00284	0.00106434	aAutosome	aAutosome	NON	5.67414	A2
MvSl-1064-A2-R4_MC03g04685	0.00331	0.0033	0.00565	0.00564	0.585737	aAutosome	aAutosome	NON	4.42361	A2
MvSl-1064-A2-R4_MC03g04686	0.00731	0.00423	0.00007	0.00023	102.958	aAutosome	aAutosome	NON	2.7185	A2
MvSl-1064-A2-R4_MC03g04687	0.00429	0.00163	0.00811	0.00365	0.528911	aAutosome	aAutosome	NON	5.77029	A2
MvSl-1064-A2-R4_MC03g04690	0.00496	0.00291	0.01784	0.01058	0.278011	aAutosome	aAutosome	NON	4.8467	A2
MvSl-1064-A2-R4_MC03g04696	0.00331	0.00234	0.00815	0.00578	0.406085	aAutosome	aAutosome	NON	4.64442	A2
MvSl-1064-A2-R4_MC03g04711	0.00207	0.00208	0.00002	0	98.5714	aAutosome	aAutosome	NON	7.37084	A2
MvSl-1064-A2-R4_MC03g04714	0.00002	0	0.01997	0.00428	0.00100145	aAutosome	aAutosome	NON	4.09124	A2
MvSl-1064-A2-R4_MC03g04726	0.01002	0.00243	0.00696	0.00345	1.43945	aAutosome	aAutosome	NON	7.53046	A2
MvSl-1064-A2-R4_MC03g04727	0.00466	0.00182	0.0101	0.0043	0.46134	aAutosome	aAutosome	NON	3.92081	A2
MvSl-1064-A2-R4_MC03g04731	0.00001	0	0.00677	0.00018	0.00147689	aAutosome	aAutosome	NON	5.81507	A2
MvSl-1064-A2-R4_MC03g04732	0.00479	0.0034	0.01321	0.0094	0.362577	aAutosome	aAutosome	NON	5.03618	A2
MvSl-1064-A2-R4_MC03g04736	0.00058	0.00058	0.01106	0.0042	0.0524365	aAutosome	aAutosome	NON	7.10219	A2
MvSl-1064-A2-R4_MC03g04741	0	0.00006	0.00002	0	0	aAutosome	aAutosome	NON	2.3083	A2
MvSl-1064-A2-R4_MC03g04746	0	0	0.00263	0	0	aAutosome	aAutosome	NON	6.02588	A2
MvSl-1064-A2-R4_MC03g04747	0	0	0.00001	0	0	aAutosome	aAutosome	NON	8.81589	A2
MvSl-1064-A2-R4_MC03g04748	0.00145	0.00144	0.0034	0.00339	0.426345	aAutosome	aAutosome	NON	7.78162	A2
MvSl-1064-A2-R4_MC03g04749	0.00903	0.00523	0.00009	0.00025	99.2308	aAutosome	aAutosome	NON	7.81825	A2
MvSl-1064-A2-R4_MC03g04750	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.47129	A2
MvSl-1064-A2-R4_MC03g04754	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.8721	A2
MvSl-1064-A2-R4_MC03g04759	0.00069	0.00069	0.00369	0.00362	0.186941	aAutosome	aAutosome	NON	7.54406	A2
MvSl-1064-A2-R4_MC03g04761	0.01	0.00502	0.0001	0.00062	99.0099	aAutosome	aAutosome	NON	5.01712	A2
MvSl-1064-A2-R4_MC03g04762	0.00079	0.00079	0.00451	0.00319	0.175127	aAutosome	aAutosome	NON	7.96968	A2
MvSl-1064-A2-R4_MC03g04764	0.00707	0.0041	0.00007	0.00004	99.5775	aAutosome	aAutosome	NON	6.29326	A2
MvSl-1064-A2-R4_MC03g04767	0.01053	0.00528	0.00011	0.00035	94.8649	aAutosome	aAutosome	NON	2.38321	A2
MvSl-1064-A2-R4_MC03g04768	0	0	0.00487	0	0	aAutosome	aAutosome	NON	6.63074	A2
MvSl-1064-A2-R4_MC03g04771	0	0.00007	0.00001	0.00769	0	aAutosome	aAutosome	NON	7.23728	A2
MvSl-1064-A2-R4_MC03g04777	0.0018	0.00181	0.00247	0.00249	0.72845	aAutosome	aAutosome	NON	8.62894	A2
MvSl-1064-A2-R4_MC03g04778	0.00002	0	0.01585	0.00076	0.00126175	aAutosome	aAutosome	NON	6.12457	A2
MvSl-1064-A2-R4_MC03g04779	0.00172	0.001	0.0092	0.0035	0.186936	aAutosome	aAutosome	NON	5.70694	A2
MvSl-1064-A2-R4_MC03g04782	0.00669	0.00474	0.00007	0.00044	94.2254	aAutosome	aAutosome	NON	6.53812	A2
MvSl-1064-A2-R4_MC03g04784	0.00217	0.00188	0.00891	0.00592	0.243519	aAutosome	aAutosome	NON	4.92156	A2
MvSl-1064-A2-R4_MC03g04785	0.00374	0.00376	0.0074	0.00746	0.505337	aAutosome	aAutosome	NON	7.05355	A2
MvSl-1064-A2-R4_MC03g04786	0.0169	0.00697	0.03206	0.01628	0.52712	aAutosome	aAutosome	NON	2.15685	A2
MvSl-1064-A2-R4_MC03g04790	0.00432	0.00306	0.00543	0.00544	0.795434	aAutosome	aAutosome	NON	7.32499	A2
MvSl-1064-A2-R4_MC03g04791	0.00336	0.00238	0.00003	0	108.387	aAutosome	aAutosome	NON	5.39898	A2
MvSl-1064-A2-R4_MC03g04792	0	0	0.00001	0	0	aAutosome	aAutosome	NON	2.20764	A2
MvSl-1064-A2-R4_MC03g04794	0.0038	0.00171	0.01044	0.0043	0.36395	aAutosome	aAutosome	NON	7.39036	A2
MvSl-1064-A2-R4_MC03g04796	0.0058	0.00221	0.01061	0.00438	0.546603	aAutosome	aAutosome	NON	9.86198	A2
MvSl-1064-A2-R4_MC03g04797	0.0153	0.00769	0.008	0.00793	1.91226	aAutosome	aAutosome	NON	5.55681	A2
MvSl-1064-A2-R4_MC03g04799	0.00366	0.00368	0.00835	0.0084	0.438271	aAutosome	aAutosome	NON	2.69587	A2
MvSl-1064-A2-R4_MC03g04802	0.00246	0.00246	0.00761	0.00763	0.323216	aAutosome	aAutosome	NON	6.13905	A2
MvSl-1064-A2-R4_MC03g04806	0.00399	0.00399	0.01551	0.01562	0.257237	aAutosome	aAutosome	NON	5.43941	A2
MvSl-1064-A2-R4_MC03g04813	0.00414	0.00169	0.00915	0.0041	0.45241	aAutosome	aAutosome	NON	7.27449	A2
MvSl-1064-A2-R4_MC03g04814	0	0	0	0	0	aAutosome	aAutosome	NON	4.41055	A2
MvSl-1064-A2-R4_MC03g04818	0.00332	0.00192	0.00003	0.00014	107.097	aAutosome	aAutosome	NON	12.0606	A2
MvSl-1064-A2-R4_MC03g04819	0.00001	0	0.01049	0.00137	0.000953198	aAutosome	aAutosome	NON	5.33723	A2
MvSl-1064-A2-R4_MC03g04822	0.00392	0.00394	0.02646	0.01891	0.148143	aAutosome	aAutosome	NON	5.64328	A2
MvSl-1064-A2-R4_MC03g04829	0.00514	0.00364	0.00005	0.00016	100.784	aAutosome	aAutosome	NON	1.15891	A2
MvSl-1064-A2-R4_MC03g04830	0	0.00008	0.00002	0	0	aAutosome	aAutosome	NON	7.44086	A2
MvSl-1064-A2-R4_MC03g04832	0.0088	0.00624	0.00009	0.00048	96.7033	aAutosome	aAutosome	NON	4.18765	A2
MvSl-1064-A2-R4_MC03g04837	0.00593	0.00266	0.00943	0.00548	0.628777	aAutosome	aAutosome	NON	7.94446	A2
MvSl-1064-A2-R4_MC03g04838	0.00466	0.00233	0.00005	0.00007	91.3725	aAutosome	aAutosome	NON	6.0394	A2
MvSl-1064-A2-R4_MC03g04839	0.00534	0.00379	0.00005	0	104.706	aAutosome	aAutosome	NON	6.09699	A2
MvSl-1064-A2-R4_MC03g04840	0.00002	0.00014	0.02406	0.01465	0.000831221	aAutosome	aAutosome	NON	5.76496	A2
MvSl-1064-A2-R4_MC03g04848	0.0079	0.00458	0.01723	0.01003	0.458476	aAutosome	aAutosome	NON	7.30093	A2
MvSl-1064-A2-R4_MC03g04850	0.00308	0.0031	0.00966	0.00973	0.318808	aAutosome	aAutosome	NON	7.89074	A2
MvSl-1064-A2-R4_MC03g04851	0.00364	0.00258	0.02576	0.01165	0.141299	aAutosome	aAutosome	NON	5.45984	A2
MvSl-1064-A2-R4_MC03g04852	0.00504	0.00507	0.01029	0.01037	0.489748	aAutosome	aAutosome	NON	5.63852	A2
MvSl-1064-A2-R4_MC03g04853	0.00681	0.00483	0.03239	0.02326	0.210244	aAutosome	aAutosome	NON	5.99799	A2
MvSl-1064-A2-R4_MC03g04855	0.00692	0.00194	0.0102	0.00364	0.678365	aAutosome	aAutosome	NON	6.54185	A2
MvSl-1064-A2-R4_MC03g04867	0.00223	0.00068	0.0323	0.01568	0.0690381	aAutosome	aAutosome	NON	6.1496	A2
MvSl-1064-A2-R4_MC03g04875	0.00473	0.00334	0.00665	0.00664	0.711171	aAutosome	aAutosome	NON	5.58827	A2
MvSl-1064-A2-R4_MC03g04876	0.00322	0.00186	0.01394	0.00702	0.230973	aAutosome	aAutosome	NON	6.72978	A2
MvSl-1064-A2-R4_MC03g04877	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.96138	A2
MvSl-1064-A2-R4_MC03g04878	0.00639	0.00453	0.02495	0.01459	0.256102	aAutosome	aAutosome	NON	3.80744	A2
MvSl-1064-A2-R4_MC03g04881	0.00368	0.00154	0.01223	0.00478	0.300875	aAutosome	aAutosome	NON	6.03101	A2
MvSl-1064-A2-R4_MC03g04884	0.00292	0.00131	0.01031	0.00424	0.283193	aAutosome	aAutosome	NON	4.37689	A2
MvSl-1064-A2-R4_MC03g04885	0.00001	0.00001	0.0108	0.00773	0.00092584	aAutosome	aAutosome	NON	4.9888	A2
MvSl-1064-A2-R4_MC03g04888	0.00348	0.00349	0.02206	0.01581	0.157744	aAutosome	aAutosome	NON	8.70576	A2
MvSl-1064-A2-R4_MC03g04891	0.005	0.00354	0.00673	0.00673	0.742832	aAutosome	aAutosome	NON	5.18801	A2
MvSl-1064-A2-R4_MC03g04894	0	0.00003	0.00002	0	0	aAutosome	aAutosome	NON	7.12889	A2
MvSl-1064-A2-R4_MC03g04895	0.00003	0	0.02622	0.00386	0.00114412	aAutosome	aAutosome	NON	6.25439	A2
MvSl-1064-A2-R4_MC03g04897	0.00182	0.00183	0.01039	0.00738	0.175152	aAutosome	aAutosome	NON	5.21434	A2
MvSl-1064-A2-R4_MC03g04898	0.00553	0.00555	0.01776	0.01272	0.311356	aAutosome	aAutosome	NON	5.70701	A2
MvSl-1064-A2-R4_MC03g04904	0.00354	0.00252	0.00683	0.00486	0.518226	aAutosome	aAutosome	NON	5.16581	A2
MvSl-1064-A2-R4_MC03g04910	0.00001	0	0.01183	0.00079	0.000845237	aAutosome	aAutosome	NON	7.94248	A2
MvSl-1064-A2-R4_MC03g04912	0.00588	0.00223	0.0074	0.00373	0.794487	aAutosome	aAutosome	NON	4.74471	A2
MvSl-1064-A2-R4_MC03g04913	0.00573	0.00406	0.00503	0.00504	1.13894	aAutosome	aAutosome	NON	4.41723	A2
MvSl-1064-A2-R4_MC03g04914	0.00384	0.00224	0.01135	0.00821	0.338296	aAutosome	aAutosome	NON	8.26884	A2
MvSl-1064-A2-R4_MC03g04915	0.00994	0.00708	0.0001	0.00054	98.4158	aAutosome	aAutosome	NON	3.16832	A2
MvSl-1064-A2-R4_MC03g04916	0.00424	0.00213	0.00922	0.00464	0.45982	aAutosome	aAutosome	NON	5.31079	A2
MvSl-1064-A2-R4_MC03g04921	0.00917	0.00532	0.00009	0.00062	100.769	aAutosome	aAutosome	NON	7.19055	A2
MvSl-1064-A2-R4_MC03g04922	0.00729	0.00517	0.0094	0.00945	0.775449	aAutosome	aAutosome	NON	6.14566	A2
MvSl-1064-A2-R4_MC03g04931	0.00416	0.00242	0.00564	0.00402	0.737458	aAutosome	aAutosome	NON	6.07625	A2
MvSl-1064-A2-R4_MC03g04932	0.00401	0.00284	0.00435	0.00434	0.921627	aAutosome	aAutosome	NON	5.36789	A2
MvSl-1064-A2-R4_MC03g04933	0.00002	0.00016	0.01855	0.01299	0.00107811	aAutosome	aAutosome	NON	6.21104	A2
MvSl-1064-A2-R4_MC03g04934	0.01993	0.00709	0.00693	0.00702	2.87549	aAutosome	aAutosome	NON	1.93045	A2
MvSl-1064-A2-R4_MC03g04937	0.00001	0	0.0051	0	0.0019604	aAutosome	aAutosome	NON	7.44608	A2
MvSl-1064-A2-R4_MC03g04938	0.00083	0.00084	0.01191	0.0049	0.0696835	aAutosome	aAutosome	NON	7.5227	A2
MvSl-1064-A2-R4_MC03g04941	0.01397	0.0051	0.02667	0.01138	0.52379	aAutosome	aAutosome	NON	1.66747	A2
MvSl-1064-A2-R4_MC03g04946	0.00558	0.00397	0.00967	0.00976	0.576983	aAutosome	aAutosome	NON	4.97217	A2
MvSl-1064-A2-R4_MC03g04948	0.00202	0.00116	0.0041	0.00288	0.492563	aAutosome	aAutosome	NON	8.10956	A2
MvSl-1064-A2-R4_MC03g04956	0.00137	0.00089	0.00839	0.00452	0.16327	aAutosome	aAutosome	NON	7.93253	A2
MvSl-1064-A2-R4_MC03g04963	0.00561	0.00403	0.00006	0.00135	91.9672	aAutosome	aAutosome	NON	6.74538	A2
MvSl-1064-A2-R4_MC03g04967	0.00796	0.00213	0.00567	0.00251	1.40363	aAutosome	aAutosome	NON	7.5569	A2
MvSl-1064-A2-R4_MC03g04970	0.00638	0.00203	0.00911	0.00376	0.700252	aAutosome	aAutosome	NON	7.22317	A2
MvSl-1064-A2-R4_MC03g04975	0.00001	0.00007	0.01065	0.00747	0.000938879	aAutosome	aAutosome	NON	2.05182	A2
MvSl-1064-A2-R4_MC03g04977	0.00517	0.00196	0.00963	0.00484	0.536808	aAutosome	aAutosome	NON	6.83092	A2
MvSl-1064-A2-R4_MC03g04980	0.00385	0.00383	0.01315	0.01317	0.292753	aAutosome	aAutosome	NON	4.59362	A2
MvSl-1064-A2-R4_MC03g04981	0	0	0.00001	0	0	aAutosome	aAutosome	NON	3.27542	A2
MvSl-1064-A2-R4_MC03g04986	0.00453	0.0016	0.00422	0.00244	1.07321	aAutosome	aAutosome	NON	6.31689	A2
MvSl-1064-A2-R4_MC03g04989	0.00667	0.00273	0.00429	0.00432	1.55442	aAutosome	aAutosome	NON	2.37858	A2
MvSl-1064-A2-R4_MC03g04990	0.00558	0.00281	0.01809	0.00819	0.308441	aAutosome	aAutosome	NON	8.14009	A2
MvSl-1064-A2-R4_MC03g04994	0.00694	0.00494	0.00781	0.00787	0.888491	aAutosome	aAutosome	NON	3.88349	A2
MvSl-1064-A2-R4_MC03g04995	0	0	0.00001	0	0	aAutosome	aAutosome	NON	3.15108	A2
MvSl-1064-A2-R4_MC03g04996	0.00347	0.0035	0.01009	0.01021	0.343871	aAutosome	aAutosome	NON	3.47801	A2
MvSl-1064-A2-R4_MC03g04997	0.0032	0.00321	0.01284	0.00914	0.249202	aAutosome	aAutosome	NON	5.43975	A2
MvSl-1064-A2-R4_MC03g05001	0.00152	0.00152	0.00002	0.00004	72.381	aAutosome	aAutosome	NON	5.15537	A2
MvSl-1064-A2-R4_MC03g05002	0.00238	0.00138	0.01029	0.00464	0.23127	aAutosome	aAutosome	NON	7.38853	A2
MvSl-1064-A2-R4_MC03g05003	0.0055	0.00276	0.00948	0.00551	0.580108	aAutosome	aAutosome	NON	4.27282	A2
MvSl-1064-A2-R4_MC03g05004	0.00289	0.00289	0.02412	0.01223	0.119813	aAutosome	aAutosome	NON	5.74119	A2
MvSl-1064-A2-R4_MC03g05007	0.01007	0.00587	0.0335	0.01701	0.300588	aAutosome	aAutosome	NON	0.938519	A2
MvSl-1064-A2-R4_MC03g05011	0.00522	0.00524	0.00005	0.00048	102.353	aAutosome	aAutosome	NON	3.42726	A2
MvSl-1064-A2-R4_MC03g05015	0.00304	0.00215	0.00718	0.00511	0.423339	aAutosome	aAutosome	NON	3.05918	A2
MvSl-1064-A2-R4_MC03g05017	0.02138	0.00958	0.00996	0.00977	2.14637	aAutosome	aAutosome	NON	4.87573	A2
MvSl-1064-A2-R4_MC03g05018	0.00352	0.00353	0.00004	0.00043	85.8537	aAutosome	aAutosome	NON	8.10161	A2
MvSl-1064-A2-R4_MC03g05026	0.00001	0	0.00891	0.00088	0.00112221	aAutosome	aAutosome	NON	7.68014	A2
MvSl-1064-A2-R4_MC03g05034	0.00318	0.00319	0.00789	0.00792	0.402991	aAutosome	aAutosome	NON	7.45541	A2
MvSl-1064-A2-R4_MC03g05035	0.00805	0.00405	0.00008	0.00021	99.3827	aAutosome	aAutosome	NON	8.32403	A2
MvSl-1064-A2-R4_MC03g05041	0.0008	0.0008	0.01918	0.00791	0.0417079	aAutosome	aAutosome	NON	9.06314	A2
MvSl-1064-A2-R4_MC03g05042	0.0047	0.00471	0.00005	0	92.1569	aAutosome	aAutosome	NON	4.07042	A2
MvSl-1064-A2-R4_MC03g05044	0.00001	0	0.01405	0.0016	0.000711693	aAutosome	aAutosome	NON	6.35154	A2
MvSl-1064-A2-R4_MC03g05046	0.00328	0.0033	0.01283	0.01302	0.255631	aAutosome	aAutosome	NON	6.55744	A2
MvSl-1064-A2-R4_MC03g05048	0.00269	0.0029	0.02113	0.01094	0.127301	aAutosome	aAutosome	NON	0.937995	A2
MvSl-1064-A2-R4_MC03g05050	0.00984	0.0057	0.00626	0.00628	1.57163	aAutosome	aAutosome	NON	4.72028	A2
MvSl-1064-A2-R4_MC03g05051	0.0029	0.00204	0.00315	0.00312	0.920343	aAutosome	aAutosome	NON	4.07794	A2
MvSl-1064-A2-R4_MC03g05052	0.00001	0	0.00889	0.00028	0.00112473	aAutosome	aAutosome	NON	5.71465	A2
MvSl-1064-A2-R4_MC03g05054	0.00498	0.00223	0.01036	0.00465	0.480649	aAutosome	aAutosome	NON	4.44725	A2
MvSl-1064-A2-R4_MC03g05056	0.00439	0.00219	0.0061	0.00429	0.719554	aAutosome	aAutosome	NON	7.20932	A2
MvSl-1064-A2-R4_MC03g05059	0.00506	0.00291	0.00447	0.00438	1.13174	aAutosome	aAutosome	NON	8.32519	A2
MvSl-1064-A2-R4_MC03g05062	0.00001	0	0.00707	0.00104	0.00141423	aAutosome	aAutosome	NON	3.55881	A2
MvSl-1064-A2-R4_MC03g05063	0.00093	0.00094	0.01928	0.00795	0.048234	aAutosome	aAutosome	NON	9.44987	A2
MvSl-1064-A2-R4_MC03g05065	0.00361	0.00256	0.00855	0.00862	0.422173	aAutosome	aAutosome	NON	7.10285	A2
MvSl-1064-A2-R4_MC03g05066	0.00844	0.00598	0.00009	0.00046	92.7473	aAutosome	aAutosome	NON	6.77258	A2
MvSl-1064-A2-R4_MC03g05067	0.00001	0	0.00632	0.00002	0.00158203	aAutosome	aAutosome	NON	7.36277	A2
MvSl-1064-A2-R4_MC03g05073	0.00001	0	0.0139	0.00259	0.000719373	aAutosome	aAutosome	NON	5.97353	A2
MvSl-1064-A2-R4_MC03g05074	0.0015	0.00106	0.01432	0.00588	0.104741	aAutosome	aAutosome	NON	6.75374	A2
MvSl-1064-A2-R4_MC03g05075	0.00607	0.00431	0.00006	0.00023	99.5082	aAutosome	aAutosome	NON	7.10098	A2
MvSl-1064-A2-R4_MC03g05079	0.00373	0.00374	0.00004	0.00024	90.9756	aAutosome	aAutosome	NON	4.89189	A2
MvSl-1064-A2-R4_MC03g05087	0.00759	0.00269	0.00602	0.00347	1.26059	aAutosome	aAutosome	NON	5.6503	A2
MvSl-1064-A2-R4_MC03g05088	0.0038	0.00269	0.00528	0.0053	0.719561	aAutosome	aAutosome	NON	5.69682	A2
MvSl-1064-A2-R4_MC03g05091	0.00001	0	0.01194	0.00058	0.000837451	aAutosome	aAutosome	NON	5.28049	A2
MvSl-1064-A2-R4_MC03g05092	0.00578	0.00289	0.00969	0.00559	0.59643	aAutosome	aAutosome	NON	6.62471	A2
MvSl-1064-A2-R4_MC03g05094	0.00505	0.00193	0.01494	0.00505	0.337996	aAutosome	aAutosome	NON	5.89495	A2
MvSl-1064-A2-R4_MC03g05096	0.00542	0.00384	0.01443	0.01024	0.37558	aAutosome	aAutosome	NON	5.43664	A2
MvSl-1064-A2-R4_MC03g05099	0.00134	0.00134	0.01438	0.00835	0.0931785	aAutosome	aAutosome	NON	6.78992	A2
MvSl-1064-A2-R4_MC03g05105	0.00555	0.00211	0.01176	0.00531	0.471899	aAutosome	aAutosome	NON	5.24782	A2
MvSl-1064-A2-R4_MC03g05108	0.00922	0.00372	0.00797	0.0041	1.15669	aAutosome	aAutosome	NON	4.54772	A2
MvSl-1064-A2-R4_MC03g05113	0.00003	0	0.0281	0.00558	0.00106758	aAutosome	aAutosome	NON	1.65829	A2
MvSl-1064-A2-R4_MC03g05114	0.00342	0.00242	0.00539	0.00382	0.634391	aAutosome	aAutosome	NON	4.43787	A2
MvSl-1064-A2-R4_MC03g05115	0.00181	0.0018	0.00448	0.00447	0.403928	aAutosome	aAutosome	NON	6.22161	A2
MvSl-1064-A2-R4_MC03g05127	0.00386	0.00386	0.00004	0.00014	94.1463	aAutosome	aAutosome	NON	1.38983	A2
MvSl-1064-A2-R4_MC03g05129	0.00711	0.00237	0.01393	0.00625	0.510373	aAutosome	aAutosome	NON	4.25533	A2
MvSl-1064-A2-R4_MC03g05130	0.00003	0	0.02611	0.00192	0.00114894	aAutosome	aAutosome	NON	6.25878	A2
MvSl-1064-A2-R4_MC03g05132	0.00899	0.00451	0.00482	0.00482	1.86476	aAutosome	aAutosome	NON	6.52846	A2
MvSl-1064-A2-R4_MC03g05134	0	0.00002	0.00002	0.00183	0	aAutosome	aAutosome	NON	7.67113	A2
MvSl-1064-A2-R4_MC03g05141	0.01385	0.00628	0.02233	0.0132	0.620214	aAutosome	aAutosome	NON	1.89538	A2
MvSl-1064-A2-R4_MC03g05143	0.00901	0.00404	0.00406	0.00405	2.21867	aAutosome	aAutosome	NON	3.74916	A2
MvSl-1064-A2-R4_MC03g05147	0.00298	0.00211	0.00617	0.00438	0.482904	aAutosome	aAutosome	NON	6.52506	A2
MvSl-1064-A2-R4_MC03g05170	0.0083	0.0048	0.00958	0.0096	0.866298	aAutosome	aAutosome	NON	5.99376	A2
MvSl-1064-A2-R4_MC03g05172	0.00002	0	0.01512	0	0.00132266	aAutosome	aAutosome	NON	4.77241	A2
MvSl-1064-A2-R4_MC03g05194	0.00345	0.00245	0.01263	0.00908	0.273138	aAutosome	aAutosome	NON	5.77641	A2
MvSl-1064-A2-R4_MC03g05198	0.00426	0.00302	0.00813	0.00815	0.523921	aAutosome	aAutosome	NON	4.7023	A2
MvSl-1064-A2-R4_MC03g05199	0.00259	0.00149	0.00689	0.00399	0.375853	aAutosome	aAutosome	NON	7.67998	A2
MvSl-1064-A2-R4_MC03g05200	0.01286	0.00747	0.01655	0.01179	0.776992	aAutosome	aAutosome	NON	5.17499	A2
MvSl-1064-A2-R4_MC03g05201	0.00904	0.00203	0.01066	0.00406	0.84795	aAutosome	aAutosome	NON	7.95995	A2
MvSl-1064-A2-R4_MC03g05205	0	0.00004	0.00002	0	0	aAutosome	aAutosome	NON	5.25981	A2
MvSl-1064-A2-R4_MC03g05242	0.00328	0.0019	0.01099	0.00553	0.298426	aAutosome	aAutosome	NON	5.71084	A2
MvSl-1064-A2-R4_MC03g05245	0.00276	0.00197	0.00768	0.00542	0.359328	aAutosome	aAutosome	NON	4.83966	A2
MvSl-1064-A2-R4_MC03g05247	0.00293	0.00295	0.03789	0.0277	0.0773271	aAutosome	aAutosome	NON	6.94824	A2
MvSl-1064-A2-R4_MC03g05248	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.6374	A2
MvSl-1064-A2-R4_MC03g05251	0.00669	0.00474	0.00887	0.00893	0.754143	aAutosome	aAutosome	NON	2.77767	A2
MvSl-1064-A2-R4_MC03g05253	0.00481	0.00356	0.01072	0.01213	0.448652	aAutosome	aAutosome	NON	3.70163	A2
MvSl-1064-A2-R4_MC03g05254	0.00956	0.00302	0.01231	0.00516	0.776541	aAutosome	aAutosome	NON	6.741	A2
MvSl-1064-A2-R4_MC03g05257	0.00126	0.00125	0.00891	0.0063	0.141398	aAutosome	aAutosome	NON	8.45784	A2
MvSl-1064-A2-R4_MC03g05266	0.00883	0.00289	0.00227	0.00184	3.88815	aAutosome	aAutosome	NON	4.33558	A2
MvSl-1064-A2-R4_MC03g05270	0.01539	0.00773	0.00016	0.00093	95.5901	aAutosome	aAutosome	NON	4.98995	A2
MvSl-1064-A2-R4_MC03g05275	0.00629	0.00209	0.00909	0.00396	0.691893	aAutosome	aAutosome	NON	8.00223	A2
MvSl-1064-A2-R4_MC03g05281	0.00396	0.00229	0.00881	0.00512	0.449438	aAutosome	aAutosome	NON	3.87798	A2
MvSl-1064-A2-R4_MC03g05282	0.00248	0.00249	0.01565	0.01572	0.158456	aAutosome	aAutosome	NON	5.52328	A2
MvSl-1064-A2-R4_MC03g05286	0.00235	0.00141	0.01417	0.00807	0.165832	aAutosome	aAutosome	NON	5.93371	A2
MvSl-1064-A2-R4_MC03g05287	0.0029	0.00078	0.0159	0.00401	0.182378	aAutosome	aAutosome	NON	6.61962	A2
MvSl-1064-A2-R4_MC03g05298	0.00915	0.00533	0.01759	0.01266	0.520152	aAutosome	aAutosome	NON	4.63182	A2
MvSl-1064-A2-R4_MC03g05300	0.00218	0.00218	0.01028	0.0073	0.212042	aAutosome	aAutosome	NON	5.61077	A2
MvSl-1064-A2-R4_MC03g05302	0.00218	0.00218	0.00481	0.00483	0.453128	aAutosome	aAutosome	NON	5.68596	A2
MvSl-1064-A2-R4_MC03g05307	0.00001	0	0.01351	0.00057	0.000740138	aAutosome	aAutosome	NON	7.5926	A2
MvSl-1064-A2-R4_MC03g05325	0.0047	0.00272	0.00529	0.00531	0.888301	aAutosome	aAutosome	NON	5.34947	A2
MvSl-1064-A2-R4_MC03g05326	0.00457	0.00208	0.02194	0.00792	0.208286	aAutosome	aAutosome	NON	6.8616	A2
MvSl-1064-A2-R4_MC03g05344	0.00512	0.00296	0.00832	0.00591	0.615311	aAutosome	aAutosome	NON	5.00438	A2
