genea1	dNa1	dNa1se	dSa1	dSa1se	dNdSa1	chr	chrom	DE	a1expmean	haploid
MvSl-1064-A2-R4_MC03g05353	0.00588	0.00432	0.00597	0.0064	0.98476	aAutosome	aAutosome	NON	3.48674	A2
MvSl-1064-A2-R4_MC03g05357	0.00186	0.00186	0.00002	0.00006	88.5714	aAutosome	aAutosome	NON	4.06868	A2
MvSl-1064-A2-R4_MC03g05360	0.00335	0.00107	0.01398	0.00382	0.239611	aAutosome	aAutosome	NON	8.21757	A2
MvSl-1064-A2-R4_MC03g05363	0.00743	0.00332	0.00594	0.00416	1.25063	aAutosome	aAutosome	NON	6.14661	A2
MvSl-1064-A2-R4_MC03g05366	0.01235	0.00392	0.00818	0.0047	1.5096	aAutosome	aAutosome	NON	9.12823	A2
MvSl-1064-A2-R4_MC03g05378	0.00422	0.00149	0.00399	0.00229	1.05738	aAutosome	aAutosome	NON	4.19026	A2
MvSl-1064-A2-R4_MC03g05381	0.01228	0.00503	0.0035	0.00344	3.50757	aAutosome	aAutosome	NON	6.14452	A2
MvSl-1064-A2-R4_MC03g05383	0	0	0	0	0	aAutosome	aAutosome	NON	2.94709	A2
MvSl-1064-A2-R4_MC03g05391	0.00318	0.00225	0.00857	0.00609	0.371019	aAutosome	aAutosome	NON	6.13104	A2
MvSl-1064-A2-R4_MC03g05396	0.01612	0.00817	0.02886	0.017	0.558539	aAutosome	aAutosome	NON	5.3829	A2
MvSl-1064-A2-R4_MC03g05401	0.00399	0.00399	0.00004	0	97.3171	aAutosome	aAutosome	NON	0.398564	A2
MvSl-1064-A2-R4_MC03g05412	0	0	0.00001	0	0	aAutosome	aAutosome	NON	3.51213	A2
MvSl-1064-A2-R4_MC03g05414	0.00001	0	0.00928	0	0.00107747	aAutosome	aAutosome	NON	3.62316	A2
MvSl-1064-A2-R4_MC03g05421	0.00198	0.00199	0.00461	0.00463	0.429408	aAutosome	aAutosome	NON	5.48133	A2
MvSl-1064-A2-R4_MC03g05422	0.00327	0.00236	0.01404	0.00834	0.232889	aAutosome	aAutosome	NON	3.24995	A2
MvSl-1064-A2-R4_MC03g05425	0.00455	0.00322	0.00005	0	89.2157	aAutosome	aAutosome	NON	6.52986	A2
MvSl-1064-A2-R4_MC03g05430	0.00237	0.00237	0.01395	0.00994	0.16988	aAutosome	aAutosome	NON	7.11938	A2
MvSl-1064-A2-R4_MC03g05432	0.0041	0.00411	0.00004	0	100	aAutosome	aAutosome	NON	3.43627	A2
MvSl-1064-A2-R4_MC03g05437	0.00349	0.00351	0.01037	0.01045	0.336515	aAutosome	aAutosome	NON	4.42719	A2
MvSl-1064-A2-R4_MC03g05438	0.00317	0.00318	0.00003	0.00027	102.258	aAutosome	aAutosome	NON	6.19313	A2
MvSl-1064-A2-R4_MC03g05440	0.00645	0.00457	0.00007	0.00042	90.8451	aAutosome	aAutosome	NON	0.670135	A2
MvSl-1064-A2-R4_MC03g05443	0.00458	0.0046	0.00005	0.00005	89.8039	aAutosome	aAutosome	NON	6.12721	A2
MvSl-1064-A2-R4_MC03g05446	0.00406	0.00235	0.00689	0.00488	0.589174	aAutosome	aAutosome	NON	4.54744	A2
MvSl-1064-A2-R4_MC03g05447	0.00877	0.00507	0.00736	0.00731	1.19141	aAutosome	aAutosome	NON	4.27191	A2
MvSl-1064-A2-R4_MC03g05461	0.00883	0.00395	0.00704	0.00494	1.25408	aAutosome	aAutosome	NON	4.93353	A2
MvSl-1064-A2-R4_MC03g05463	0.01299	0.00756	0.04041	0.02052	0.321447	aAutosome	aAutosome	NON	4.67844	A2
MvSl-1064-A2-R4_MC03g05469	0.00404	0.00288	0.01415	0.0083	0.285492	aAutosome	aAutosome	NON	5.61557	A2
MvSl-1064-A2-R4_MC03g05472	0.00195	0.00088	0.02039	0.00485	0.0956304	aAutosome	aAutosome	NON	8.04114	A2
MvSl-1064-A2-R4_MC03g05494	0.00475	0.00134	0.01757	0.0048	0.270332	aAutosome	aAutosome	NON	8.1276	A2
MvSl-1064-A2-R4_MC03g05500	0.00195	0.00195	0.02749	0.01249	0.0709323	aAutosome	aAutosome	NON	7.67358	A2
MvSl-1064-A2-R4_MC03g05502	0.00542	0.00389	0.01435	0.01033	0.377674	aAutosome	aAutosome	NON	6.02469	A2
MvSl-1064-A2-R4_MC03g05506	0.01188	0.00487	0.01205	0.007	0.98581	aAutosome	aAutosome	NON	6.00162	A2
MvSl-1064-A2-R4_MC03g05513	0.00186	0.00186	0.00002	0.00007	88.5714	aAutosome	aAutosome	NON	5.67881	A2
MvSl-1064-A2-R4_MC03g05515	0.00002	0.00003	0.01653	0.00971	0.00120985	aAutosome	aAutosome	NON	5.85117	A2
MvSl-1064-A2-R4_MC03g05516	0.00771	0.0055	0.00008	0.00076	95.1852	aAutosome	aAutosome	NON	6.13883	A2
MvSl-1064-A2-R4_MC03g05522	0.00323	0.00327	0.03575	0.02588	0.0903471	aAutosome	aAutosome	NON	5.06808	A2
MvSl-1064-A2-R4_MC03g05527	0.00261	0.00262	0.00003	0.00026	84.1935	aAutosome	aAutosome	NON	6.54267	A2
MvSl-1064-A2-R4_MC03g05529	0.00433	0.00435	0.00856	0.00863	0.505782	aAutosome	aAutosome	NON	6.47308	A2
MvSl-1064-A2-R4_MC03g05532	0.00432	0.00435	0.01449	0.01472	0.298116	aAutosome	aAutosome	NON	6.30536	A2
MvSl-1064-A2-R4_MC03g05537	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.60433	A2
MvSl-1064-A2-R4_MC03g05538	0.00188	0.00188	0.00002	0	89.5238	aAutosome	aAutosome	NON	7.27639	A2
MvSl-1064-A2-R4_MC04-1g05547	0.00422	0.00422	0.00004	0	102.927	aAutosome	aAutosome	NON	1.26968	A2
MvSl-1064-A2-R4_MC04-1g05563	0.0155	0.00636	0.00016	0.00009	96.2733	aAutosome	aAutosome	NON	1.16895	A2
MvSl-1064-A2-R4_MC04-1g05570	0.00617	0.00356	0.00521	0.00517	1.18403	aAutosome	aAutosome	NON	5.05778	A2
MvSl-1064-A2-R4_MC04-1g05572	0.0021	0.00149	0.0127	0.0074	0.165341	aAutosome	aAutosome	NON	7.46962	A2
MvSl-1064-A2-R4_MC04-1g05573	0.00342	0.00198	0.01175	0.00528	0.291039	aAutosome	aAutosome	NON	4.98327	A2
MvSl-1064-A2-R4_MC04-1g05594	0.0241	0.00992	0.00784	0.00761	3.07359	aAutosome	aAutosome	NON	0.792649	A2
MvSl-1064-A2-R4_MC04-1g05602	0.00857	0.0061	0.00009	0.0002	94.1758	aAutosome	aAutosome	NON	3.8563	A2
MvSl-1064-A2-R4_MC04-1g05613	0.00416	0.00418	0.00004	0.00022	101.463	aAutosome	aAutosome	NON	9.31669	A2
MvSl-1064-A2-R4_MC04-1g05614	0.00441	0.00221	0.00869	0.00436	0.507421	aAutosome	aAutosome	NON	5.52912	A2
MvSl-1064-A2-R4_MC04-1g05618	0	0	0.00001	0	0	aAutosome	aAutosome	NON	7.66985	A2
MvSl-1064-A2-R4_MC04-1g05619	0.00624	0.00362	0.00006	0.00051	102.295	aAutosome	aAutosome	NON	5.47878	A2
MvSl-1064-A2-R4_MC04-1g05623	0.0113	0.00296	0.0252	0.0069	0.448395	aAutosome	aAutosome	NON	7.92139	A2
MvSl-1064-A2-R4_MC04-1g05624	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.78844	A2
MvSl-1064-A2-R4_MC04-1g05644	0.00152	0.00153	0.00002	0	72.381	aAutosome	aAutosome	NON	6.02727	A2
MvSl-1064-A2-R4_MC04-1g05715	0	0	0.00001	0	0	aAutosome	aAutosome	NON	7.09057	A2
MvSl-1064-A2-R4_MC04-1g05716	0.00941	0.00475	0.00568	0.00585	1.6564	aAutosome	aAutosome	NON	4.2814	A2
MvSl-1064-A2-R4_MC04-1g05717	0.00271	0.00271	0.00956	0.00679	0.283443	aAutosome	aAutosome	NON	5.82756	A2
MvSl-1064-A2-R4_MC04-1g05728	0	0.0105	0.00001	0.02861	0	aAutosome	aAutosome	NON	5.44884	A2
MvSl-1064-A2-R4_MC04-1g05729	0.00308	0.00308	0.00003	0	99.3548	aAutosome	aAutosome	NON	3.85602	A2
MvSl-1064-A2-R4_MC04-1g05730	0.0008	0.00082	0.00652	0.0038	0.122681	aAutosome	aAutosome	NON	8.03375	A2
MvSl-1064-A2-R4_MC04-1g05731	0.00556	0.00324	0.02458	0.01246	0.226191	aAutosome	aAutosome	NON	5.57491	A2
MvSl-1064-A2-R4_MC04-1g05733	0.004	0.00402	0.01026	0.01033	0.389826	aAutosome	aAutosome	NON	2.68261	A2
MvSl-1064-A2-R4_MC04-1g05734	0	0.00732	0.00001	0.01486	0	aAutosome	aAutosome	NON	2.93031	A2
MvSl-1064-A2-R4_MC04-1g05735	0.00618	0.00252	0.00262	0.00255	2.35788	aAutosome	aAutosome	NON	4.37415	A2
MvSl-1064-A2-R4_MC04-1g05736	0.00355	0.00356	0.00004	0.00016	86.5854	aAutosome	aAutosome	NON	5.47843	A2
MvSl-1064-A2-R4_MC04-1g05741	0.00335	0.00336	0.00003	0	108.065	aAutosome	aAutosome	NON	6.69937	A2
MvSl-1064-A2-R4_MC04-1g05744	0.01073	0.00771	0.00854	0.00872	1.25629	aAutosome	aAutosome	NON	3.53657	A2
MvSl-1064-A2-R4_MC04-1g05749	0.00469	0.0047	0.00005	0	91.9608	aAutosome	aAutosome	NON	4.12077	A2
MvSl-1064-A2-R4_MC04-1g05763	0.00338	0.00339	0.00003	0.00029	109.032	aAutosome	aAutosome	NON	4.92186	A2
MvSl-1064-A2-R4_MC04-1g05766	0.00472	0.00335	0.00554	0.00557	0.851832	aAutosome	aAutosome	NON	6.25369	A2
MvSl-1064-A2-R4_MC04-1g05767	0.01319	0.00663	0.00013	0.00008	100.687	aAutosome	aAutosome	NON	5.07218	A2
MvSl-1064-A2-R4_MC04-1g05768	0.00263	0.00264	0.00704	0.00707	0.373526	aAutosome	aAutosome	NON	4.80891	A2
MvSl-1064-A2-R4_MC04-1g05773	0.00001	0	0.00726	0.00022	0.00137722	aAutosome	aAutosome	NON	6.85929	A2
MvSl-1064-A2-R4_MC04-1g05792	0.00605	0.00349	0.00419	0.00416	1.44357	aAutosome	aAutosome	NON	5.08405	A2
MvSl-1064-A2-R4_MC04-1g05795	0.01103	0.0064	0.00706	0.00706	1.5621	aAutosome	aAutosome	NON	4.30124	A2
MvSl-1064-A2-R4_MC04-1g05796	0	0	0	0	0	aAutosome	aAutosome	NON	6.19503	A2
MvSl-1064-A2-R4_MC04-1g05806	0.01133	0.00572	0.00708	0.00723	1.60006	aAutosome	aAutosome	NON	4.74575	A2
MvSl-1064-A2-R4_MC04-1g05811	0.01155	0.00672	0.00012	0.00075	95.4545	aAutosome	aAutosome	NON	5.70163	A2
MvSl-1064-A2-R4_MC04-1g05817	0.00001	0	0.00638	0.00057	0.00156715	aAutosome	aAutosome	NON	3.48446	A2
MvSl-1064-A2-R4_MC04-1g05823	0	0	0.00413	0	0	aAutosome	aAutosome	NON	2.17355	A2
MvSl-1064-A2-R4_MC04-1g05824	0.00148	0.00148	0.00732	0.0052	0.202158	aAutosome	aAutosome	NON	1.72929	A2
MvSl-1064-A2-R4_MC04-1g05826	0.0032	0.00225	0.00379	0.00373	0.844104	aAutosome	aAutosome	NON	4.06057	A2
MvSl-1064-A2-R4_MC04-1g05831	0.00398	0.00282	0.00571	0.00572	0.696901	aAutosome	aAutosome	NON	6.87837	A2
MvSl-1064-A2-R4_MC04-1g05832	0.00529	0.00264	0.00382	0.00378	1.38445	aAutosome	aAutosome	NON	5.57842	A2
MvSl-1064-A2-R4_MC04-1g05833	0.00336	0.00238	0.0147	0.00852	0.228556	aAutosome	aAutosome	NON	7.01247	A2
MvSl-1064-A2-R4_MC04-1g05834	0.00208	0.0012	0.01214	0.00461	0.17132	aAutosome	aAutosome	NON	7.83196	A2
MvSl-1064-A2-R4_MC04-1g05835	0.00992	0.00335	0.00296	0.00139	3.35022	aAutosome	aAutosome	NON	7.39118	A2
MvSl-1064-A2-R4_MC04-1g05840	0.00109	0.00115	0.0043	0.00461	0.253429	aAutosome	aAutosome	NON	4.2606	A2
MvSl-1064-A2-R4_MC04-1g05842	0.00424	0.00427	0.01486	0.015	0.285311	aAutosome	aAutosome	NON	7.06032	A2
MvSl-1064-A2-R4_MC04-1g05843	0.00844	0.00491	0.00889	0.00635	0.949275	aAutosome	aAutosome	NON	7.01664	A2
MvSl-1064-A2-R4_MC04-1g05844	0.00245	0.00123	0.00531	0.00266	0.461307	aAutosome	aAutosome	NON	6.63127	A2
MvSl-1064-A2-R4_MC04-1g05849	0.00542	0.00383	0.00005	0	106.275	aAutosome	aAutosome	NON	5.90142	A2
MvSl-1064-A2-R4_MC04-1g05850	0.00001	0	0.00943	0.0007	0.00106033	aAutosome	aAutosome	NON	7.8685	A2
MvSl-1064-A2-R4_MC04-1g05853	0.00139	0.0014	0.01508	0.00761	0.092169	aAutosome	aAutosome	NON	5.40334	A2
MvSl-1064-A2-R4_MC04-1g05854	0.00702	0.00247	0.00342	0.00234	2.05203	aAutosome	aAutosome	NON	5.38042	A2
MvSl-1064-A2-R4_MC04-1g05855	0.01013	0.00511	0.0001	0.0005	100.297	aAutosome	aAutosome	NON	8.52537	A2
MvSl-1064-A2-R4_MC04-1g05856	0.01009	0.0072	0.01043	0.01055	0.967309	aAutosome	aAutosome	NON	4.75774	A2
MvSl-1064-A2-R4_MC04-1g05857	0.00478	0.00479	0.00005	0	93.7255	aAutosome	aAutosome	NON	4.29224	A2
MvSl-1064-A2-R4_MC04-1g05859	0.00409	0.0041	0.0205	0.01469	0.199502	aAutosome	aAutosome	NON	2.17007	A2
MvSl-1064-A2-R4_MC04-1g05860	0.0032	0.0032	0.00003	0.00017	103.226	aAutosome	aAutosome	NON	6.25209	A2
MvSl-1064-A2-R4_MC04-1g05861	0.00003	0	0.02593	0.00181	0.00115692	aAutosome	aAutosome	NON	8.07532	A2
MvSl-1064-A2-R4_MC04-1g05863	0.00621	0.00437	0.00582	0.00575	1.06683	aAutosome	aAutosome	NON	5.32013	A2
MvSl-1064-A2-R4_MC04-1g05865	0.00342	0.00344	0.02035	0.0145	0.168051	aAutosome	aAutosome	NON	5.62042	A2
MvSl-1064-A2-R4_MC04-1g05869	0.00144	0.00083	0.01402	0.00446	0.102703	aAutosome	aAutosome	NON	8.24333	A2
MvSl-1064-A2-R4_MC04-1g05875	0.00384	0.00385	0.00857	0.00861	0.448022	aAutosome	aAutosome	NON	5.47027	A2
MvSl-1064-A2-R4_MC04-1g05881	0.00731	0.0026	0.00763	0.00386	0.957935	aAutosome	aAutosome	NON	6.91272	A2
MvSl-1064-A2-R4_MC04-1g05884	0.00001	0	0.00738	0	0.00135483	aAutosome	aAutosome	NON	5.63888	A2
MvSl-1064-A2-R4_MC04-1g05889	0.00736	0.00429	0.0123	0.00882	0.598325	aAutosome	aAutosome	NON	5.84294	A2
MvSl-1064-A2-R4_MC04-1g05890	0.00375	0.00264	0.00476	0.00475	0.78765	aAutosome	aAutosome	NON	5.99438	A2
MvSl-1064-A2-R4_MC04-1g05891	0.00185	0.0007	0.01043	0.00396	0.177356	aAutosome	aAutosome	NON	7.18767	A2
MvSl-1064-A2-R4_MC04-1g05894	0.00474	0.00476	0.00005	0.0002	92.9412	aAutosome	aAutosome	NON	5.85206	A2
MvSl-1064-A2-R4_MC04-1g05896	0.00315	0.00226	0.01236	0.00733	0.254834	aAutosome	aAutosome	NON	4.73581	A2
MvSl-1064-A2-R4_MC04-1g05897	0.00695	0.00243	0.00166	0.00147	4.18423	aAutosome	aAutosome	NON	6.99336	A2
MvSl-1064-A2-R4_MC04-1g05898	0.00132	0.00131	0.00377	0.00374	0.35004	aAutosome	aAutosome	NON	5.50236	A2
MvSl-1064-A2-R4_MC04-1g05899	0.00001	0	0.01091	0.00061	0.000916506	aAutosome	aAutosome	NON	7.79217	A2
MvSl-1064-A2-R4_MC04-1g05900	0.00596	0.00346	0.00976	0.00696	0.610593	aAutosome	aAutosome	NON	5.83108	A2
MvSl-1064-A2-R4_MC04-1g05905	0.00003	0	0.02636	0.00182	0.00113804	aAutosome	aAutosome	NON	3.5335	A2
MvSl-1064-A2-R4_MC04-1g05907	0.00256	0.00258	0.0081	0.00818	0.31601	aAutosome	aAutosome	NON	5.98487	A2
MvSl-1064-A2-R4_MC04-1g05908	0.0088	0.00624	0.00009	0.00049	96.7033	aAutosome	aAutosome	NON	4.38016	A2
MvSl-1064-A2-R4_MC04-1g05911	0.00651	0.00377	0.03584	0.0148	0.181636	aAutosome	aAutosome	NON	4.47384	A2
MvSl-1064-A2-R4_MC04-1g05913	0.00161	0.00093	0.00563	0.00281	0.285917	aAutosome	aAutosome	NON	3.30577	A2
MvSl-1064-A2-R4_MC04-1g05914	0	0.01213	0.00001	0.02326	0	aAutosome	aAutosome	NON	8.15349	A2
MvSl-1064-A2-R4_MC04-1g05915	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.40451	A2
MvSl-1064-A2-R4_MC04-1g05916	0.00568	0.00403	0.01899	0.01103	0.299089	aAutosome	aAutosome	NON	7.70505	A2
MvSl-1064-A2-R4_MC04-1g05918	0	0	0.00002	0	0	aAutosome	aAutosome	NON	5.64795	A2
MvSl-1064-A2-R4_MC04-1g05926	0.00001	0	0.00996	0.00084	0.00100392	aAutosome	aAutosome	NON	6.78747	A2
MvSl-1064-A2-R4_MC04-1g05927	0.00282	0.00199	0.00003	0.00007	90.9677	aAutosome	aAutosome	NON	4.71645	A2
MvSl-1064-A2-R4_MC04-1g05929	0.00652	0.00462	0.01603	0.0114	0.406712	aAutosome	aAutosome	NON	5.82393	A2
MvSl-1064-A2-R4_MC04-1g05930	0	0	0.00001	0	0	aAutosome	aAutosome	NON	7.01197	A2
MvSl-1064-A2-R4_MC04-1g05931	0	0	0.00308	0	0	aAutosome	aAutosome	NON	6.09986	A2
MvSl-1064-A2-R4_MC04-1g05937	0.00176	0.00171	0.00746	0.00717	0.235893	aAutosome	aAutosome	NON	4.30379	A2
MvSl-1064-A2-R4_MC04-1g05939	0.00419	0.0042	0.00004	0.00026	102.195	aAutosome	aAutosome	NON	5.18394	A2
MvSl-1064-A2-R4_MC04-1g05940	0.00001	0	0.0063	0	0.00158705	aAutosome	aAutosome	NON	3.60752	A2
MvSl-1064-A2-R4_MC04-1g05943	0.00414	0.00206	0.00731	0.00421	0.56627	aAutosome	aAutosome	NON	7.05947	A2
MvSl-1064-A2-R4_MC04-1g05945	0.00394	0.00131	0.00382	0.0019	1.03114	aAutosome	aAutosome	NON	7.51447	A2
MvSl-1064-A2-R4_MC04-1g05948	0.00802	0.0057	0.00008	0.0004	99.0123	aAutosome	aAutosome	NON	6.62085	A2
MvSl-1064-A2-R4_MC04-1g05954	0.00752	0.00435	0.00008	0.00029	92.8395	aAutosome	aAutosome	NON	5.47781	A2
MvSl-1064-A2-R4_MC04-1g05956	0.0029	0.00207	0.01763	0.01029	0.164483	aAutosome	aAutosome	NON	10.1141	A2
MvSl-1064-A2-R4_MC04-1g05957	0.00627	0.00363	0.01728	0.01005	0.362826	aAutosome	aAutosome	NON	7.83589	A2
MvSl-1064-A2-R4_MC04-1g05961	0.00436	0.00217	0.00622	0.00434	0.700852	aAutosome	aAutosome	NON	7.50383	A2
MvSl-1064-A2-R4_MC04-1g05966	0.00484	0.00278	0.00808	0.00568	0.598936	aAutosome	aAutosome	NON	7.81338	A2
MvSl-1064-A2-R4_MC04-1g05971	0.00498	0.00499	0.00005	0	97.6471	aAutosome	aAutosome	NON	5.82643	A2
MvSl-1064-A2-R4_MC04-1g05972	0.00866	0.00434	0.01384	0.00801	0.625677	aAutosome	aAutosome	NON	4.24026	A2
MvSl-1064-A2-R4_MC04-1g05974	0.00245	0.00243	0.00665	0.00659	0.368366	aAutosome	aAutosome	NON	6.62139	A2
MvSl-1064-A2-R4_MC04-1g05975	0.00471	0.00336	0.04042	0.02055	0.116524	aAutosome	aAutosome	NON	6.31659	A2
MvSl-1064-A2-R4_MC04-1g05976	0.00001	0	0.01028	0.00074	0.000972668	aAutosome	aAutosome	NON	5.34444	A2
MvSl-1064-A2-R4_MC04-1g05977	0.00402	0.00196	0.0039	0.00147	1.0305	aAutosome	aAutosome	NON	6.86513	A2
MvSl-1064-A2-R4_MC04-1g05978	0.00208	0.00146	0.00356	0.00351	0.584106	aAutosome	aAutosome	NON	6.92894	A2
MvSl-1064-A2-R4_MC04-1g05981	0.00333	0.00234	0.00674	0.00483	0.493992	aAutosome	aAutosome	NON	6.21146	A2
MvSl-1064-A2-R4_MC04-1g05985	0.00426	0.00422	0.01506	0.01496	0.28285	aAutosome	aAutosome	NON	6.30315	A2
MvSl-1064-A2-R4_MC04-1g05986	0.00281	0.00162	0.00721	0.00418	0.389682	aAutosome	aAutosome	NON	5.5556	A2
MvSl-1064-A2-R4_MC04-1g05987	0.00462	0.00463	0.00005	0.00019	90.5882	aAutosome	aAutosome	NON	5.62202	A2
MvSl-1064-A2-R4_MC04-1g05989	0.00223	0.00222	0.01215	0.00861	0.183524	aAutosome	aAutosome	NON	5.70538	A2
MvSl-1064-A2-R4_MC04-1g05997	0.00332	0.00332	0.00003	0	107.097	aAutosome	aAutosome	NON	3.60749	A2
MvSl-1064-A2-R4_MC04-1g06002	0.00282	0.00285	0.02843	0.02042	0.0991875	aAutosome	aAutosome	NON	6.21485	A2
MvSl-1064-A2-R4_MC04-1g06008	0.00395	0.00278	0.00471	0.00468	0.838463	aAutosome	aAutosome	NON	5.6745	A2
MvSl-1064-A2-R4_MC04-1g06012	0.00619	0.00235	0.00825	0.00417	0.750212	aAutosome	aAutosome	NON	7.13955	A2
MvSl-1064-A2-R4_MC04-1g06013	0.00002	0	0.01798	0.00259	0.00111229	aAutosome	aAutosome	NON	7.60147	A2
MvSl-1064-A2-R4_MC04-1g06014	0.00001	0	0.00603	0.00118	0.0016581	aAutosome	aAutosome	NON	6.44992	A2
MvSl-1064-A2-R4_MC04-1g06017	0.00481	0.00322	0.01139	0.00766	0.422263	aAutosome	aAutosome	NON	6.54569	A2
MvSl-1064-A2-R4_MC04-1g06020	0.01129	0.00505	0.00011	0	101.712	aAutosome	aAutosome	NON	5.59234	A2
MvSl-1064-A2-R4_MC04-1g06024	0.00375	0.00266	0.00004	0.00015	91.4634	aAutosome	aAutosome	NON	7.87395	A2
MvSl-1064-A2-R4_MC04-1g06027	0.00292	0.00292	0.00003	0	94.1935	aAutosome	aAutosome	NON	6.5806	A2
MvSl-1064-A2-R4_MC04-1g06035	0.00001	0	0.01253	0.00081	0.000798021	aAutosome	aAutosome	NON	3.80767	A2
MvSl-1064-A2-R4_MC04-1g06036	0.00605	0.00202	0.00687	0.00345	0.880512	aAutosome	aAutosome	NON	6.83972	A2
MvSl-1064-A2-R4_MC04-1g06037	0.00431	0.00306	0.00004	0	105.122	aAutosome	aAutosome	NON	6.5668	A2
MvSl-1064-A2-R4_MC04-1g06043	0.01056	0.00474	0.00011	0.00047	95.1351	aAutosome	aAutosome	NON	5.99515	A2
MvSl-1064-A2-R4_MC04-1g06045	0	0.02207	0.00001	0.04516	0	aAutosome	aAutosome	NON	7.81597	A2
MvSl-1064-A2-R4_MC04-1g06057	0.00125	0.00125	0.01462	0.00737	0.0854935	aAutosome	aAutosome	NON	5.79018	A2
MvSl-1064-A2-R4_MC04-1g06058	0.00375	0.00264	0.00875	0.00616	0.428522	aAutosome	aAutosome	NON	6.39136	A2
MvSl-1064-A2-R4_MC04-1g06063	0.0082	0.00584	0.02591	0.0186	0.316468	aAutosome	aAutosome	NON	4.86387	A2
MvSl-1064-A2-R4_MC04-1g06064	0.00002	0	0.01648	0	0.00121352	aAutosome	aAutosome	NON	5.49935	A2
MvSl-1064-A2-R4_MC04-1g06069	0.00414	0.00414	0.00889	0.0089	0.465639	aAutosome	aAutosome	NON	4.33571	A2
MvSl-1064-A2-R4_MC04-1g06071	0.01012	0.00716	0.0107	0.01067	0.945706	aAutosome	aAutosome	NON	3.33108	A2
MvSl-1064-A2-R4_MC04-1g06081	0.00001	0	0.00643	0	0.00155497	aAutosome	aAutosome	NON	4.55061	A2
MvSl-1064-A2-R4_MC04-1g06083	0.00897	0.0064	0.01031	0.01045	0.869945	aAutosome	aAutosome	NON	5.92015	A2
MvSl-1064-A2-R4_MC04-1g06096	0.00283	0	0.00003	0	91.2903	aAutosome	aAutosome	NON	5.94818	A2
MvSl-1064-A2-R4_MC04-1g06099	0.00657	0.0033	0.01549	0.00781	0.424117	aAutosome	aAutosome	NON	7.04878	A2
MvSl-1064-A2-R4_MC04-1g06100	0.00355	0.00358	0.01525	0.01087	0.232772	aAutosome	aAutosome	NON	4.28444	A2
MvSl-1064-A2-R4_MC04-1g06113	0.00331	0.00191	0.00003	0.00008	106.774	aAutosome	aAutosome	NON	0.408253	A2
MvSl-1064-A2-R4_MC04-1g06114	0.00273	0.00273	0.01268	0.00902	0.215283	aAutosome	aAutosome	NON	8.33178	A2
MvSl-1064-A2-R4_MC04-1g06116	0.00446	0.00447	0.01963	0.01398	0.227192	aAutosome	aAutosome	NON	7.11729	A2
MvSl-1064-A2-R4_MC04-1g06119	0.00328	0.00298	0.01041	0.00948	0.315051	aAutosome	aAutosome	NON	1.96469	A2
MvSl-1064-A2-R4_MC04-1g06123	0.0058	0.00411	0.00006	0.00017	95.082	aAutosome	aAutosome	NON	3.93583	A2
MvSl-1064-A2-R4_MC04-1g06125	0.00386	0.0039	0.01136	0.01158	0.339759	aAutosome	aAutosome	NON	5.07103	A2
MvSl-1064-A2-R4_MC04-1g06130	0.00315	0.00315	0.00003	0	101.613	aAutosome	aAutosome	NON	6.21066	A2
MvSl-1064-A2-R4_MC04-1g06131	0.0055	0.00225	0.01165	0.00524	0.472062	aAutosome	aAutosome	NON	7.62899	A2
MvSl-1064-A2-R4_MC04-1g06132	0.00571	0.00412	0.00549	0.00568	1.03988	aAutosome	aAutosome	NON	5.63352	A2
MvSl-1064-A2-R4_MC04-1g06135	0.00003	0	0.03298	0.00235	0.000909615	aAutosome	aAutosome	NON	5.79369	A2
MvSl-1064-A2-R4_MC04-1g06136	0.00162	0.00162	0.00002	0	77.1429	aAutosome	aAutosome	NON	2.04688	A2
MvSl-1064-A2-R4_MC04-1g06145	0.00079	0.0008	0.0055	0.00392	0.14361	aAutosome	aAutosome	NON	7.09139	A2
MvSl-1064-A2-R4_MC04-1g06148	0.00285	0.00142	0.00621	0.00358	0.458863	aAutosome	aAutosome	NON	5.9545	A2
MvSl-1064-A2-R4_MC04-1g06152	0	0	0.00429	0.00099	0	aAutosome	aAutosome	NON	7.76948	A2
MvSl-1064-A2-R4_MC04-1g06154	0.00217	0.00152	0.00647	0.00456	0.335342	aAutosome	aAutosome	NON	6.61099	A2
MvSl-1064-A2-R4_MC04-1g06156	0.00397	0.00398	0.00004	0	96.8293	aAutosome	aAutosome	NON	7.10541	A2
MvSl-1064-A2-R4_MC04-1g06159	0.00413	0.00413	0.00004	0	100.732	aAutosome	aAutosome	NON	5.64525	A2
MvSl-1064-A2-R4_MC04-1g06160	0.00436	0.00436	0.00611	0.00612	0.713468	aAutosome	aAutosome	NON	6.8702	A2
MvSl-1064-A2-R4_MC04-1g06162	0.00001	0	0.01401	0.00224	0.000713725	aAutosome	aAutosome	NON	6.57771	A2
MvSl-1064-A2-R4_MC04-1g06165	0.00892	0.0037	0.00639	0.00348	1.39571	aAutosome	aAutosome	NON	6.81847	A2
MvSl-1064-A2-R4_MC04-1g06191	0.00151	0.00151	0.00002	0.00006	71.9048	aAutosome	aAutosome	NON	5.45194	A2
MvSl-1064-A2-R4_MC04-1g06193	0.00259	0.00255	0.00787	0.00775	0.329056	aAutosome	aAutosome	NON	3.8433	A2
