gida1	a1prot	a1cds	part8	youngold	intron_nr_a1	intron_nr_byprota1	intron_nr_byprota1_transf	intron_mean_a1	intron_total_a1	intron_total_byprota1	intron_total_byprota1_trans	DE	DE2	haploid
MvSl-1064-A1-R4_MC03g05124	380	1143	Auto	Auto	6	0.015789474	0.125656172	90.8333	545	1.434210526	1.19758529	NON	NON	A1
MvSl-1064-A1-R4_MC03g05126	109	330	Auto	Auto	4	0.036697248	0.191565257	82.75	331	3.036697248	1.742612191	NON	NON	A1
MvSl-1064-A1-R4_MC03g05127	128	387	Auto	Auto	1	0.0078125	0.088388348	58	58	0.453125	0.673145601	NON	NON	A1
MvSl-1064-A1-R4_MC03g05131	267	804	Auto	Auto	1	0.003745318	0.061199006	54	54	0.202247191	0.449719013	NON	NON	A1
MvSl-1064-A1-R4_MC03g05134	94	285	Auto	Auto	2	0.021276596	0.145864991	170	340	3.617021277	1.901846807	Up	DE	A1
MvSl-1064-A1-R4_MC03g05135	366	1101	Auto	Auto	4	0.010928962	0.104541675	94.5	378	1.032786885	1.016261229	NON	NON	A1
MvSl-1064-A1-R4_MC03g05136	386	1161	Auto	Auto	5	0.012953368	0.113812863	81.4	407	1.054404145	1.026841831	NON	NON	A1
MvSl-1064-A1-R4_MC03g05137	393	1182	Auto	Auto	6	0.015267176	0.123560413	84	504	1.282442748	1.132449888	NON	NON	A1
MvSl-1064-A1-R4_MC03g05138	565	1698	Auto	Auto	6	0.010619469	0.103050808	127.5	765	1.353982301	1.163607451	NON	NON	A1
MvSl-1064-A1-R4_MC03g05139	336	1011	Auto	Auto	3	0.008928571	0.094491118	100.333	301	0.895833333	0.946484724	NON	NON	A1
MvSl-1064-A1-R4_MC03g05140	1607	4824	Auto	Auto	11	0.006845053	0.082734835	86.8182	955	0.594275047	0.77089237	NON	NON	A1
MvSl-1064-A1-R4_MC03g05141	1846	5541	Auto	Auto	6	0.003250271	0.057011147	92.5	555	0.300650054	0.548315652	Down	DE	A1
MvSl-1064-A1-R4_MC03g05143	612	1839	Auto	Auto	2	0.003267974	0.057166195	118	236	0.385620915	0.620983828	NON	NON	A1
MvSl-1064-A1-R4_MC03g05144	575	1728	Auto	Auto	3	0.005217391	0.072231512	92.6667	278	0.483478261	0.69532601	NON	NON	A1
MvSl-1064-A1-R4_MC03g05145	278	837	Auto	Auto	1	0.003597122	0.059976014	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC03g05146	202	609	Auto	Auto	3	0.014851485	0.12186667	77.6667	233	1.153465347	1.07399504	NON	NON	A1
MvSl-1064-A1-R4_MC03g05147	239	720	Auto	Auto	6	0.025104603	0.15844432	101	606	2.535564854	1.592345708	NON	NON	A1
MvSl-1064-A1-R4_MC03g05148	452	1359	Auto	Auto	2	0.004424779	0.066519011	79	158	0.349557522	0.591233898	NON	NON	A1
MvSl-1064-A1-R4_MC03g05149	896	2691	Auto	Auto	3	0.003348214	0.057863756	82.3333	247	0.275669643	0.525042515	Up	DE	A1
MvSl-1064-A1-R4_MC03g05151	418	1257	Auto	Auto	5	0.011961722	0.10936966	92.8	464	1.110047847	1.053588082	NON	NON	A1
MvSl-1064-A1-R4_MC03g05152	41	126	Auto	Auto	1	0.024390244	0.156173762	159	159	3.87804878	1.969276207	NON	NON	A1
MvSl-1064-A1-R4_MC03g05153	399	1200	Auto	Auto	8	0.020050125	0.141598465	96.875	775	1.94235589	1.393684286	NON	NON	A1
MvSl-1064-A1-R4_MC03g05154	448	1347	Auto	Auto	9	0.020089286	0.141736677	162.333	1461	3.261160714	1.80586841	Down	DE	A1
MvSl-1064-A1-R4_MC03g05155	386	1161	Auto	Auto	6	0.015544041	0.124675745	74.3333	446	1.155440415	1.074914143	NON	NON	A1
MvSl-1064-A1-R4_MC03g05158	444	1335	Auto	Auto	6	0.013513514	0.116247639	105.667	634	1.427927928	1.194959383	NON	NON	A1
MvSl-1064-A1-R4_MC03g05159	1224	3675	Auto	Auto	1	0.000816993	0.028583098	0	0	0	0	Down	DE	A1
MvSl-1064-A1-R4_MC03g05160	418	1257	Auto	Auto	5	0.011961722	0.10936966	74.6	373	0.892344498	0.944639877	NON	NON	A1
MvSl-1064-A1-R4_MC03g05161	218	657	Auto	Auto	3	0.013761468	0.117309283	92.3333	277	1.270642202	1.127227662	NON	NON	A1
MvSl-1064-A1-R4_MC03g05162	53	162	Auto	Auto	1	0.018867925	0.137360564	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC03g05163	369	1110	Auto	Auto	6	0.016260163	0.127515343	62.3333	374	1.013550136	1.006752271	NON	NON	A1
MvSl-1064-A1-R4_MC03g05164	390	1173	Auto	Auto	1	0.002564103	0.050636968	67	67	0.171794872	0.414481449	NON	NON	A1
MvSl-1064-A1-R4_MC03g05165	262	789	Auto	Auto	1	0.003816794	0.061780206	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC03g05166	186	561	Auto	Auto	6	0.032258065	0.179605302	117.833	707	3.801075269	1.94963465	NON	NON	A1
MvSl-1064-A1-R4_MC03g05167	805	2418	Auto	Auto	4	0.004968944	0.070490738	75	300	0.372670807	0.610467696	NON	NON	A1
MvSl-1064-A1-R4_MC03g05168	817	2454	Auto	Auto	2	0.00244798	0.04947707	76	152	0.186046512	0.431331093	NON	NON	A1
MvSl-1064-A1-R4_MC03g05169	849	2550	Auto	Auto	3	0.003533569	0.05944383	113	339	0.399293286	0.631896579	NON	NON	A1
MvSl-1064-A1-R4_MC03g05170	154	465	Auto	Auto	1	0.006493506	0.080582296	445	445	2.88961039	1.699885405	NON	NON	A1
MvSl-1064-A1-R4_MC03g05171	699	2100	Auto	Auto	3	0.004291845	0.065512178	66	198	0.283261803	0.532223452	NON	NON	A1
MvSl-1064-A1-R4_MC03g05172	48	147	Auto	Auto	1	0.020833333	0.144337567	76	76	1.583333333	1.258305739	NON	NON	A1
MvSl-1064-A1-R4_MC03g05173	609	1830	Auto	Auto	6	0.009852217	0.099258333	84.6667	508	0.834154351	0.913320509	NON	NON	A1
MvSl-1064-A1-R4_MC03g05174	562	1689	Auto	Auto	14	0.024911032	0.157832291	95.8571	1342	2.387900356	1.545283261	NON	NON	A1
MvSl-1064-A1-R4_MC03g05175	348	1047	Auto	Auto	3	0.00862069	0.092847669	89	267	0.767241379	0.875923158	NON	NON	A1
MvSl-1064-A1-R4_MC03g05176	525	1578	Auto	Auto	12	0.022857143	0.151185789	88	1056	2.011428571	1.418248417	NON	NON	A1
MvSl-1064-A1-R4_MC03g05177	736	2211	Auto	Auto	6	0.008152174	0.09028939	93.6667	562	0.763586957	0.873834628	NON	NON	A1
MvSl-1064-A1-R4_MC03g05178	849	2550	Auto	Auto	8	0.00942285	0.097071368	71.25	570	0.671378092	0.819376648	NON	NON	A1
MvSl-1064-A1-R4_MC03g05183	707	2124	Auto	Auto	2	0.002828854	0.053186975	71	142	0.200848656	0.448161418	NON	NON	A1
MvSl-1064-A1-R4_MC03g05184	1267	3804	Auto	Auto	19	0.014996054	0.122458375	74.2105	1410	1.112865036	1.054924185	NON	NON	A1
MvSl-1064-A1-R4_MC03g05185	94	285	Auto	Auto	1	0.010638298	0.103142125	131	131	1.393617021	1.180515574	NON	NON	A1
MvSl-1064-A1-R4_MC03g05186	359	1080	Auto	Auto	6	0.016713092	0.129279124	83	498	1.38718663	1.177788873	NON	NON	A1
MvSl-1064-A1-R4_MC03g05187	160	483	Auto	Auto	2	0.0125	0.111803399	137.5	275	1.71875	1.31101106	Up	DE	A1
MvSl-1064-A1-R4_MC03g05188	138	417	Auto	Auto	3	0.02173913	0.147441956	92	276	2	1.414213562	NON	NON	A1
MvSl-1064-A1-R4_MC03g05190	284	855	Auto	Auto	5	0.017605634	0.132686223	85.8	429	1.51056338	1.229049788	NON	NON	A1
MvSl-1064-A1-R4_MC03g05191	230	693	Auto	Auto	2	0.008695652	0.093250481	123	246	1.069565217	1.034197862	NON	NON	A1
MvSl-1064-A1-R4_MC03g05192	605	1818	Auto	Auto	4	0.00661157	0.081311563	100.25	401	0.662809917	0.814131388	NON	NON	A1
MvSl-1064-A1-R4_MC03g05193	244	735	Auto	Auto	3	0.012295082	0.110883191	70.3333	211	0.864754098	0.929921555	NON	NON	A1
MvSl-1064-A1-R4_MC03g05194	558	1677	Auto	Auto	5	0.008960573	0.094660306	82.6	413	0.740143369	0.860315854	NON	NON	A1
MvSl-1064-A1-R4_MC03g05195	2281	6846	Auto	Auto	8	0.003507234	0.059221902	75.125	601	0.263480929	0.513303935	NON	NON	A1
MvSl-1064-A1-R4_MC03g05196	283	852	Auto	Auto	2	0.007067138	0.08406627	172.5	345	1.219081272	1.104120135	NON	NON	A1
MvSl-1064-A1-R4_MC03g05197	129	390	Auto	Auto	1	0.007751938	0.088045091	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC03g05198	371	1116	Auto	Auto	2	0.005390836	0.07342231	55	110	0.296495957	0.544514423	NON	NON	A1
MvSl-1064-A1-R4_MC03g05199	533	1602	Auto	Auto	3	0.005628518	0.075023448	157.333	472	0.885553471	0.941038507	NON	NON	A1
MvSl-1064-A1-R4_MC03g05200	142	429	Auto	Auto	1	0.007042254	0.083918136	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC03g05205	85	258	Auto	Auto	3	0.035294118	0.187867287	65.6667	197	2.317647059	1.522382034	NON	NON	A1
MvSl-1064-A1-R4_MC03g05217	1297	3894	Auto	Auto	1	0.00077101	0.027767067	128	128	0.098689283	0.314148505	NON	NON	A1
MvSl-1064-A1-R4_MC03g05218	352	1059	Auto	Auto	5	0.014204545	0.119182824	97.2	486	1.380681818	1.175024178	NON	NON	A1
MvSl-1064-A1-R4_MC03g05221	432	1299	Auto	Auto	6	0.013888889	0.11785113	88.8333	534	1.236111111	1.111805339	NON	NON	A1
MvSl-1064-A1-R4_MC03g05222	82	249	Auto	Auto	2	0.024390244	0.156173762	132.5	265	3.231707317	1.797695001	Up	DE	A1
MvSl-1064-A1-R4_MC03g05223	1291	3876	Auto	Auto	9	0.00697134	0.083494551	90.6667	816	0.632068164	0.795027147	NON	NON	A1
MvSl-1064-A1-R4_MC03g05224	88	267	Auto	Auto	2	0.022727273	0.150755672	65	130	1.477272727	1.215431087	NON	NON	A1
MvSl-1064-A1-R4_MC03g05225	404	1215	Auto	Auto	3	0.007425743	0.086172748	80.3333	241	0.596534653	0.772356559	NON	NON	A1
MvSl-1064-A1-R4_MC03g05226	543	1632	Auto	Auto	3	0.005524862	0.074329415	86.3333	259	0.476979742	0.6906372	NON	NON	A1
MvSl-1064-A1-R4_MC03g05227	352	1059	Auto	Auto	8	0.022727273	0.150755672	95.125	761	2.161931818	1.470350917	NON	NON	A1
MvSl-1064-A1-R4_MC03g05228	292	879	Auto	Auto	1	0.003424658	0.058520574	94	94	0.321917808	0.567378012	NON	NON	A1
MvSl-1064-A1-R4_MC03g05229	794	2385	Auto	Auto	4	0.005037783	0.070977344	98.5	394	0.496221662	0.704430027	NON	NON	A1
MvSl-1064-A1-R4_MC03g05230	221	666	Auto	Auto	2	0.009049774	0.095130299	69	138	0.624434389	0.79021161	NON	NON	A1
MvSl-1064-A1-R4_MC03g05231	143	432	Auto	Auto	1	0.006993007	0.083624201	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC03g05232	857	2574	Auto	Auto	5	0.005834306	0.076382627	101.4	507	0.5915986	0.769154471	NON	NON	A1
MvSl-1064-A1-R4_MC03g05233	1230	3693	Auto	Auto	11	0.008943089	0.094567909	112.636	1239	1.007317073	1.003651869	Up	DE	A1
MvSl-1064-A1-R4_MC03g05234	156	471	Auto	Auto	3	0.019230769	0.138675049	97.3333	292	1.871794872	1.368135546	NON	NON	A1
MvSl-1064-A1-R4_MC03g05235	632	1899	Auto	Auto	7	0.011075949	0.105242336	99.2857	695	1.099683544	1.048657973	Down	DE	A1
MvSl-1064-A1-R4_MC03g05236	324	975	Auto	Auto	2	0.00617284	0.07856742	75.5	151	0.466049383	0.682678096	NON	NON	A1
MvSl-1064-A1-R4_MC03g05237	409	1230	Auto	Auto	1	0.002444988	0.049446818	69	69	0.168704156	0.410736115	NON	NON	A1
MvSl-1064-A1-R4_MC03g05238	441	1326	Auto	Auto	1	0.002267574	0.047619048	86	86	0.195011338	0.441600881	NON	NON	A1
MvSl-1064-A1-R4_MC03g05239	311	936	Auto	Auto	5	0.01607717	0.126795782	102.2	511	1.643086817	1.28182948	NON	NON	A1
MvSl-1064-A1-R4_MC03g05240	91	276	Auto	Auto	3	0.032967033	0.18156826	82.3333	247	2.714285714	1.647508942	NON	NON	A1
MvSl-1064-A1-R4_MC03g05241	509	1530	Auto	Auto	5	0.009823183	0.099111971	60.2	301	0.591355599	0.768996488	NON	NON	A1
MvSl-1064-A1-R4_MC03g05242	454	1365	Auto	Auto	6	0.013215859	0.11496025	102.333	614	1.352422907	1.16293719	NON	NON	A1
MvSl-1064-A1-R4_MC03g05244	456	1371	Auto	Auto	6	0.013157895	0.114707867	64.1667	385	0.844298246	0.918857032	Up	DE	A1
MvSl-1064-A1-R4_MC03g05245	403	1212	Auto	Auto	6	0.014888337	0.122017775	71.1667	427	1.05955335	1.029346079	NON	NON	A1
MvSl-1064-A1-R4_MC03g05246	369	1110	Auto	Auto	2	0.005420054	0.073621017	71	142	0.384823848	0.620341719	NON	NON	A1
MvSl-1064-A1-R4_MC03g05247	1134	3405	Auto	Auto	7	0.00617284	0.07856742	74	518	0.456790123	0.675862503	NON	NON	A1
MvSl-1064-A1-R4_MC03g05248	210	633	Auto	Auto	3	0.014285714	0.119522861	124	372	1.771428571	1.330950251	NON	NON	A1
MvSl-1064-A1-R4_MC03g05249	266	801	Auto	Auto	3	0.011278195	0.106198849	79.6667	239	0.898496241	0.947890416	NON	NON	A1
MvSl-1064-A1-R4_MC03g05250	457	1374	Auto	Auto	4	0.008752735	0.093556054	113	452	0.989059081	0.994514495	NON	NON	A1
MvSl-1064-A1-R4_MC03g05251	119	360	Auto	Auto	1	0.008403361	0.09166985	139	139	1.168067227	1.080771589	NON	NON	A1
MvSl-1064-A1-R4_MC03g05252	410	1233	Auto	Auto	4	0.009756098	0.09877296	80.5	322	0.785365854	0.886208696	NON	NON	A1
MvSl-1064-A1-R4_MC03g05253	446	1341	Auto	Auto	4	0.00896861	0.094702745	89.25	357	0.80044843	0.894677836	NON	NON	A1
MvSl-1064-A1-R4_MC03g05254	471	1416	Auto	Auto	4	0.008492569	0.092155136	73.5	294	0.624203822	0.790065707	NON	NON	A1
MvSl-1064-A1-R4_MC03g05255	302	909	Auto	Auto	4	0.013245033	0.115087068	91.5	366	1.21192053	1.100872622	NON	NON	A1
MvSl-1064-A1-R4_MC03g05256	590	1773	Auto	Auto	5	0.008474576	0.092057462	80.8	404	0.684745763	0.827493663	NON	NON	A1
MvSl-1064-A1-R4_MC03g05257	719	2160	Auto	Auto	8	0.011126565	0.105482533	77.875	623	0.866481224	0.930849732	NON	NON	A1
MvSl-1064-A1-R4_MC03g05258	417	1254	Auto	Auto	2	0.004796163	0.069254336	77.5	155	0.371702638	0.609674206	NON	NON	A1
MvSl-1064-A1-R4_MC03g05259	492	1479	Auto	Auto	2	0.004065041	0.063757671	116.5	233	0.473577236	0.688169482	NON	NON	A1
MvSl-1064-A1-R4_MC03g05260	181	546	Auto	Auto	2	0.011049724	0.105117666	167.5	335	1.850828729	1.360451664	Up	DE	A1
MvSl-1064-A1-R4_MC03g05261	1278	3837	Auto	Auto	14	0.010954617	0.104664304	74	1036	0.810641628	0.900356389	NON	NON	A1
MvSl-1064-A1-R4_MC03g05262	890	2673	Auto	Auto	2	0.002247191	0.047404546	69	138	0.15505618	0.393771736	NON	NON	A1
MvSl-1064-A1-R4_MC03g05263	74	225	Auto	Auto	1	0.013513514	0.116247639	43	43	0.581081081	0.762286745	NON	NON	A1
MvSl-1064-A1-R4_MC03g05268	731	2196	Auto	Auto	3	0.004103967	0.064062213	78	234	0.320109439	0.565782148	NON	NON	A1
MvSl-1064-A1-R4_MC03g05269	124	377	Auto	Auto	1	0.008064516	0.089802651	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05272	762	2289	Auto	Auto	4	0.005249344	0.072452356	98	392	0.514435696	0.717241727	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05273	230	693	Auto	Auto	4	0.017391304	0.131876095	66.75	267	1.160869565	1.077436571	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05275	762	2289	Auto	Auto	4	0.005249344	0.072452356	86	344	0.45144357	0.671895505	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05278	62	189	Auto	Auto	1	0.016129032	0.127000127	175	175	2.822580645	1.680053763	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05279	123	372	Auto	Auto	3	0.024390244	0.156173762	163.333	490	3.983739837	1.99593082	Down	DE	A1
MvSl-1064-A1-R4_MC04-1g05282	125	378	Auto	Auto	1	0.008	0.089442719	103	103	0.824	0.907744457	Up	DE	A1
MvSl-1064-A1-R4_MC04-1g05283	791	2376	Auto	Auto	3	0.003792668	0.061584637	89.3333	268	0.338811631	0.582075279	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05284	763	2292	Auto	Auto	4	0.005242464	0.072404861	86	344	0.4508519	0.671455062	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05285	321	966	Auto	Auto	4	0.012461059	0.111629114	76	304	0.947040498	0.973160058	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05287	1310	3933	Auto	Auto	1	0.000763359	0.027628948	54	54	0.041221374	0.203030476	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05289	761	2286	Auto	Auto	4	0.005256242	0.072499943	86	344	0.452036794	0.672336816	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05290	1601	4806	Auto	Auto	14	0.008744535	0.093512217	75.9286	1063	0.663960025	0.814837422	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05293	758	2277	Auto	Auto	4	0.005277045	0.072643271	86	344	0.453825858	0.673665984	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05294	126	381	Auto	Auto	6	0.047619048	0.21821789	106.167	637	5.055555556	2.248456261	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05295	469	1410	Auto	Auto	4	0.008528785	0.092351419	167.25	669	1.426439232	1.194336315	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05296	535	1608	Auto	Auto	1	0.001869159	0.04323377	73	73	0.136448598	0.369389494	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05298	414	1245	Auto	Auto	8	0.019323671	0.139009609	91.375	731	1.765700483	1.32879663	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05305	325	978	Auto	Auto	1	0.003076923	0.05547002	168	170	0.523076923	0.723240571	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05306	524	1575	Auto	Auto	1	0.001908397	0.043685203	97	97	0.185114504	0.430249351	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05307	530	1593	Auto	Auto	8	0.01509434	0.122859023	118.625	948	1.788679245	1.337415136	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05308	699	2100	Auto	Auto	1	0.001430615	0.037823474	79	79	0.113018598	0.336182388	Up	DE	A1
MvSl-1064-A1-R4_MC04-1g05309	143	432	Auto	Auto	1	0.006993007	0.083624201	104	104	0.727272727	0.852802865	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05310	91	276	Auto	Auto	1	0.010989011	0.104828484	0	0	0	0	Down	DE	A1
MvSl-1064-A1-R4_MC04-1g05311	886	2661	Auto	Auto	4	0.004514673	0.067191314	81.5	326	0.367945824	0.606585381	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05312	704	2115	Auto	Auto	5	0.007102273	0.084274983	216.4	1082	1.536931818	1.239730543	Up	DE	A1
MvSl-1064-A1-R4_MC04-1g05313	474	1425	Auto	Auto	6	0.012658228	0.11250879	108	648	1.367088608	1.169225644	Up	DE	A1
MvSl-1064-A1-R4_MC04-1g05315	185	558	Auto	Auto	1	0.005405405	0.073521462	190	190	1.027027027	1.013423419	Up	DE	A1
MvSl-1064-A1-R4_MC04-1g05319	209	630	Auto	Auto	2	0.009569378	0.097823198	87.5	175	0.837320574	0.915052225	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05322	57	174	Auto	Auto	1	0.01754386	0.132453236	78	78	1.368421053	1.169795304	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05323	929	2790	Auto	Auto	3	0.003229279	0.056826744	89.3333	268	0.288482239	0.537105426	Up	DE	A1
MvSl-1064-A1-R4_MC04-1g05324	283	852	Auto	Auto	4	0.014134276	0.11888766	74.25	297	1.049469965	1.024436413	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05325	466	1401	Auto	Auto	3	0.006437768	0.080235704	83	249	0.534334764	0.730982054	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05328	259	780	Auto	Auto	5	0.019305019	0.138942504	94.8	474	1.83011583	1.352817737	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05329	292	879	Auto	Auto	7	0.023972603	0.154830884	111.857	783	2.681506849	1.637530717	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05332	1182	3549	Auto	Auto	3	0.002538071	0.050379272	163.667	491	0.415397631	0.644513484	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05333	831	2496	Auto	Auto	2	0.002406739	0.049058525	85.5	171	0.205776173	0.453625587	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05334	552	1659	Auto	Auto	10	0.018115942	0.134595476	96.2	962	1.742753623	1.320133941	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05336	457	1374	Auto	Auto	6	0.013129103	0.114582297	80.8333	485	1.061269147	1.030179182	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05337	638	1917	Auto	Auto	4	0.006269592	0.079180758	82.25	329	0.515673981	0.718104436	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05339	67	204	Auto	Auto	1	0.014925373	0.122169444	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05340	1389	4170	Auto	Auto	2	0.001439885	0.037945814	61.5	123	0.088552916	0.29757842	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05341	344	1035	Auto	Auto	7	0.020348837	0.142649351	83.5714	585	1.700581395	1.304063417	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05342	244	735	Auto	Auto	1	0.004098361	0.06401844	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05343	165	498	Auto	Auto	9	0.054545455	0.233549683	98.7778	889	5.387878788	2.321180473	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05344	170	513	Auto	Auto	7	0.041176471	0.202919862	97.4286	682	4.011764706	2.002939017	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05345	1014	3045	Auto	Auto	2	0.001972387	0.044411559	103	206	0.203155819	0.450728098	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05346	1007	3024	Auto	Auto	2	0.001986097	0.044565652	68	136	0.135054618	0.367497779	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05347	529	1590	Auto	Auto	2	0.003780718	0.061487546	48.5	97	0.183364839	0.428211209	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05351	276	831	Auto	Auto	2	0.007246377	0.085125653	146.5	293	1.061594203	1.030336937	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05352	266	801	Auto	Auto	2	0.007518797	0.086710997	117.5	235	0.883458647	0.939924809	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05354	261	786	Auto	Auto	3	0.011494253	0.107211253	96.3333	289	1.107279693	1.052273583	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05356	711	2136	Auto	Auto	3	0.004219409	0.06495698	84.3333	253	0.35583685	0.59652062	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05357	516	1551	Auto	Auto	9	0.01744186	0.132067636	163.111	1468	2.84496124	1.68670129	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05358	51	156	Auto	Auto	1	0.019607843	0.140028008	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05359	1561	4686	Auto	Auto	8	0.00512492	0.071588546	107.375	859	0.550288277	0.741814179	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05366	213	642	Auto	Auto	1	0.004694836	0.068518871	89	89	0.417840376	0.646405736	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05367	695	2088	Auto	Auto	4	0.005755396	0.075864324	82.5	330	0.474820144	0.689071944	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05368	227	684	Auto	Auto	7	0.030837004	0.175604682	90.1429	631	2.779735683	1.667253935	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05369	567	1704	Auto	Auto	5	0.008818342	0.093906028	83.2	416	0.733686067	0.856554766	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05370	261	786	Auto	Auto	5	0.019157088	0.138409133	82	410	1.570881226	1.253348007	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05371	91	276	Auto	Auto	3	0.032967033	0.18156826	99	297	3.263736264	1.806581375	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05372	321	966	Auto	Auto	3	0.009345794	0.096673649	90	270	0.841121495	0.917126761	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05373	818	2457	Auto	Auto	9	0.011002445	0.10489254	110.444	994	1.215158924	1.102342471	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05374	154	465	Auto	Auto	1	0.006493506	0.080582296	126	126	0.818181818	0.904534034	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05376	3004	9015	Auto	Auto	7	0.002330226	0.048272418	70.4286	493	0.164114514	0.405110496	Up	DE	A1
MvSl-1064-A1-R4_MC04-1g05378	522	1569	Auto	Auto	5	0.009578544	0.097870037	70	350	0.670498084	0.818839474	Up	DE	A1
MvSl-1064-A1-R4_MC04-1g05379	443	1332	Auto	Auto	2	0.004514673	0.067191314	89.5	179	0.404063205	0.635659662	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05380	1276	3831	Auto	Auto	5	0.003918495	0.062597886	199	995	0.779780564	0.883051847	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05382	208	627	Auto	Auto	2	0.009615385	0.098058068	136	272	1.307692308	1.14354375	Up	DE	A1
MvSl-1064-A1-R4_MC04-1g05384	957	2874	Auto	Auto	4	0.004179728	0.064650818	200.25	801	0.836990596	0.914871901	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05388	761	2286	Auto	Auto	2	0.002628121	0.051265202	77.5	155	0.203679369	0.451308508	Up	DE	A1
MvSl-1064-A1-R4_MC04-1g05389	120	363	Auto	Auto	1	0.008333333	0.091287093	0	0	0	0	Up	DE	A1
MvSl-1064-A1-R4_MC04-1g05390	1430	4293	Auto	Auto	2	0.001398601	0.03739788	174.5	349	0.244055944	0.494020186	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05392	1928	5787	Auto	Auto	8	0.004149378	0.064415663	101.5	812	0.421161826	0.648969819	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05394	2006	6021	Auto	Auto	4	0.001994018	0.044654428	145.75	583	0.290628116	0.539099356	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05402	2845	8538	Auto	Auto	7	0.002460457	0.049602993	115.429	808	0.28400703	0.532923099	NON	NON	A1
MvSl-1064-A1-R4_MC04-1g05411	2346	7041	Auto	Auto	2	0.000852515	0.029197858	57	114	0.04859335	0.220438995	Up	DE	A1
