gida1	a1prot	a1cds	part8	youngold	intron_nr_a1	intron_nr_byprota1	intron_nr_byprota1_transf	intron_mean_a1	intron_total_a1	intron_total_byprota1	intron_total_byprota1_trans	DE	DE2	haploid
MvSl-1064-A1-R4_MC09-2g09441	350	1053	Auto	Auto	2	0.005714286	0.075592895	64.5	129	0.368571429	0.607100839	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09442	378	1137	Auto	Auto	2	0.005291005	0.072739297	87.5	175	0.462962963	0.680413817	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09443	1096	3291	Auto	Auto	4	0.003649635	0.060412209	74.25	297	0.270985401	0.520562582	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09444	438	1317	Auto	Auto	3	0.006849315	0.082760589	79.3333	238	0.543378995	0.737142453	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09445	129	390	Auto	Auto	1	0.007751938	0.088045091	49	49	0.379844961	0.616315634	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09446	98	297	Auto	Auto	1	0.010204082	0.101015254	155	155	1.581632653	1.257629776	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09447	364	1095	Auto	Auto	3	0.008241758	0.09078413	85	255	0.700549451	0.836988322	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09448	442	1329	Auto	Auto	4	0.009049774	0.095130299	83.25	333	0.753393665	0.867982526	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09449	319	960	Auto	Auto	6	0.018808777	0.137145096	86	516	1.617554859	1.271831301	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09450	186	561	Auto	Auto	4	0.021505376	0.146647115	113.75	455	2.446236559	1.564044935	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09454	499	1500	Auto	Auto	1	0.002004008	0.044766148	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09455	645	1938	Auto	Auto	4	0.00620155	0.078749923	79.5	318	0.493023256	0.702156148	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09456	727	2184	Auto	Auto	2	0.002751032	0.052450278	110	220	0.30261348	0.550103154	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09457	345	1038	Auto	Auto	3	0.008695652	0.093250481	90.6667	272	0.788405797	0.88792218	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09458	547	1644	Auto	Auto	7	0.012797075	0.113124157	102.857	720	1.316270567	1.147288354	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09459	355	1068	Auto	Auto	4	0.011267606	0.106148978	77.25	309	0.870422535	0.93296438	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09460	87	264	Auto	Auto	2	0.022988506	0.151619609	88	176	2.022988506	1.422318004	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09461	375	1128	Auto	Auto	2	0.005333333	0.073029674	100	200	0.533333333	0.730296743	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09462	413	1242	Auto	Auto	1	0.002421308	0.049206783	91	91	0.220338983	0.469402794	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09463	366	1101	Auto	Auto	4	0.010928962	0.104541675	91.5	366	1	1	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09464	588	1767	Auto	Auto	5	0.008503401	0.092213889	95.2	476	0.80952381	0.899735411	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09465	399	1200	Auto	Auto	3	0.007518797	0.086710997	81.6667	245	0.614035088	0.78360391	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09466	517	1554	Auto	Auto	2	0.003868472	0.062197041	97.5	195	0.377176015	0.614146575	Up	DE	A1
MvSl-1064-A1-R4_MC09-2g09469	99	300	Auto	Auto	1	0.01010101	0.100503782	53	53	0.535353535	0.731678574	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09470	326	981	Auto	Auto	5	0.015337423	0.123844351	85.2	426	1.306748466	1.143130993	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09471	1091	3276	Auto	Auto	9	0.008249313	0.090825726	80.8889	728	0.667277727	0.816870692	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09472	421	1266	Auto	Auto	4	0.009501188	0.097474036	79.25	317	0.752969121	0.867737933	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09473	164	495	Auto	Auto	1	0.006097561	0.078086881	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09474	727	2184	Auto	Auto	5	0.006877579	0.082931171	71.8	359	0.493810179	0.702716286	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09475	414	1245	Auto	Auto	2	0.004830918	0.069504805	79	158	0.381642512	0.617772217	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09477	76	231	Auto	Auto	1	0.013157895	0.114707867	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09478	369	1110	Auto	Auto	1	0.002710027	0.052057921	50	50	0.135501355	0.368105087	Up	DE	A1
MvSl-1064-A1-R4_MC09-2g09479	426	1281	Auto	Auto	2	0.004694836	0.068518871	117	234	0.549295775	0.741144908	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09480	79	240	Auto	Auto	2	0.025316456	0.159111457	73.5	147	1.860759494	1.364096585	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09482	430	1293	Auto	Auto	3	0.006976744	0.083526907	74	222	0.51627907	0.718525622	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09483	438	1317	Auto	Auto	2	0.00456621	0.067573738	88	176	0.401826484	0.63389785	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09484	172	519	Auto	Auto	6	0.034883721	0.186771842	100.333	602	3.5	1.870828693	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09485	741	2226	Auto	Auto	9	0.012145749	0.110207754	79.8889	719	0.970310391	0.985043345	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09488	98	297	Auto	Auto	1	0.010204082	0.101015254	208	208	2.12244898	1.456862718	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09490	201	606	Auto	Auto	1	0.004975124	0.070534562	55	55	0.273631841	0.523098309	Up	DE	A1
MvSl-1064-A1-R4_MC09-2g09491	145	438	Auto	Auto	1	0.006896552	0.08304548	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09492	115	348	Auto	Auto	3	0.026086957	0.161514571	102.667	308	2.67826087	1.636539297	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09493	445	1338	Auto	Auto	4	0.008988764	0.094809093	69.5	278	0.624719101	0.790391739	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09494	288	867	Auto	Auto	3	0.010416667	0.102062073	73.6667	221	0.767361111	0.875991502	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09495	217	654	Auto	Auto	1	0.004608295	0.067884423	220	220	1.013824885	1.006888715	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09496	1188	3567	Auto	Auto	8	0.006734007	0.082060994	87.5	700	0.589225589	0.767610311	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09497	843	2532	Auto	Auto	10	0.011862396	0.108914628	77.1	771	0.914590747	0.95634238	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09498	1253	3762	Auto	Auto	14	0.011173184	0.105703285	72.0714	1009	0.805267358	0.897366903	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09500	74	225	Auto	Auto	1	0.013513514	0.116247639	88	88	1.189189189	1.090499514	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09501	1692	5079	Auto	Auto	3	0.00177305	0.042107596	73	219	0.129432624	0.359767458	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09502	941	2826	Auto	Auto	8	0.008501594	0.092204089	76.125	609	0.647183847	0.804477375	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09503	651	1956	Auto	Auto	1	0.001536098	0.03919309	79	79	0.121351767	0.348355804	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09505	105	318	Auto	Auto	1	0.00952381	0.097590007	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09506	124	375	Auto	Auto	1	0.008064516	0.089802651	80	80	0.64516129	0.803219329	Up	DE	A1
MvSl-1064-A1-R4_MC09-2g09508	270	813	Auto	Auto	6	0.022222222	0.149071198	139.833	839	3.107407407	1.762783993	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09509	453	1362	Auto	Auto	3	0.006622517	0.081378846	89	267	0.589403974	0.767726497	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09510	573	1722	Auto	Auto	9	0.015706806	0.125326798	106.444	958	1.671902269	1.293020599	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09511	133	402	Auto	Auto	2	0.015037594	0.122627868	188	376	2.827067669	1.681388613	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09512	410	1233	Auto	Auto	2	0.004878049	0.06984303	78.5	157	0.382926829	0.618810819	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09513	1538	4617	Auto	Auto	9	0.005851756	0.076496768	84.4444	760	0.494148244	0.702956787	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09514	413	1242	Auto	Auto	5	0.012106538	0.110029712	65.6	328	0.794188862	0.891172745	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09515	188	567	Auto	Auto	1	0.005319149	0.072932496	278	278	1.478723404	1.216027715	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09516	56	171	Auto	Auto	1	0.017857143	0.133630621	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09517	404	1215	Auto	Auto	2	0.004950495	0.070359754	100	200	0.495049505	0.703597545	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09518	361	1086	Auto	Auto	7	0.019390582	0.139250069	77.1429	540	1.495844875	1.223047372	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09519	1020	3063	Auto	Auto	7	0.006862745	0.082841687	114.714	803	0.787254902	0.88727386	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09520	347	1044	Auto	Auto	2	0.005763689	0.075918962	79.5	159	0.458213256	0.676914512	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09521	580	1743	Auto	Auto	6	0.010344828	0.101709526	78.6667	472	0.813793103	0.902104818	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09522	105	318	Auto	Auto	3	0.028571429	0.169030851	101	303	2.885714286	1.698739028	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09523	97	294	Auto	Auto	1	0.010309278	0.101534617	207	207	2.134020619	1.460828744	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09524	425	1278	Auto	Auto	7	0.016470588	0.12833779	99.7143	698	1.642352941	1.281543187	Up	DE	A1
MvSl-1064-A1-R4_MC09-2g09525	547	1644	Auto	Auto	2	0.003656307	0.060467406	76.5	153	0.279707495	0.528873799	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09526	76	231	Auto	Auto	3	0.039473684	0.198679854	111.333	334	4.394736842	2.096362765	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09527	327	984	Auto	Auto	4	0.012232416	0.110600253	80.75	323	0.987767584	0.993864973	Up	DE	A1
MvSl-1064-A1-R4_MC09-2g09528	971	2916	Auto	Auto	1	0.001029866	0.032091527	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09529	643	1932	Auto	Auto	5	0.00777605	0.088181913	71	355	0.552099533	0.743034006	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09530	876	2631	Auto	Auto	4	0.00456621	0.067573738	93.75	375	0.428082192	0.654279903	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09531	774	2325	Auto	Auto	4	0.005167959	0.071888515	68	272	0.351421189	0.592807885	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09532	741	2226	Auto	Auto	3	0.004048583	0.063628476	75.3333	226	0.304993252	0.552261942	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09533	178	537	Auto	Auto	2	0.011235955	0.105999788	74.5	149	0.837078652	0.914920025	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09534	243	732	Auto	Auto	5	0.020576132	0.143443828	72.6	363	1.49382716	1.222222222	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09536	58	177	Auto	Auto	1	0.017241379	0.131306433	139	139	2.396551724	1.548080012	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09537	71	216	Auto	Auto	1	0.014084507	0.118678166	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09539	421	1266	Auto	Auto	2	0.004750594	0.068924552	116.5	233	0.553444181	0.743938291	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09540	604	1815	Auto	Auto	4	0.006622517	0.081378846	109.5	438	0.725165563	0.851566535	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09541	540	1623	Auto	Auto	5	0.009259259	0.096225045	101.8	509	0.942592593	0.970872078	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09542	702	2109	Auto	Auto	8	0.011396011	0.106752103	74.5	596	0.849002849	0.921413506	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09543	259	780	Auto	Auto	2	0.007722008	0.087874955	62.5	125	0.482625483	0.694712518	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09545	739	2220	Auto	Auto	2	0.00270636	0.052022687	85.5	171	0.231393775	0.481034069	Up	DE	A1
MvSl-1064-A1-R4_MC09-2g09546	58	177	Auto	Auto	1	0.017241379	0.131306433	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09547	99	300	Auto	Auto	1	0.01010101	0.100503782	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09549	110	333	Auto	Auto	1	0.009090909	0.095346259	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09550	478	1437	Auto	Auto	3	0.006276151	0.07922216	78	234	0.489539749	0.699671172	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09551	489	1470	Auto	Auto	6	0.012269939	0.110769755	87.1667	523	1.069529652	1.034180667	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09552	376	1131	Auto	Auto	6	0.015957447	0.126322788	117.667	706	1.877659574	1.370277189	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09553	302	909	Auto	Auto	5	0.016556291	0.128671253	143.2	716	2.370860927	1.539760023	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09554	148	447	Auto	Auto	2	0.013513514	0.116247639	101	202	1.364864865	1.168274311	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09555	233	702	Auto	Auto	2	0.008583691	0.092648211	58.5	117	0.502145923	0.708622553	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09556	558	1677	Auto	Auto	4	0.007168459	0.084666751	83.5	334	0.598566308	0.773670672	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09557	920	2763	Auto	Auto	1	0.001086957	0.032969024	101	101	0.109782609	0.331334587	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09558	153	462	Auto	Auto	4	0.026143791	0.161690417	75.25	301	1.967320261	1.402611943	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09559	173	522	Auto	Auto	1	0.005780347	0.076028592	53	53	0.306358382	0.553496505	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09560	388	1167	Auto	Auto	5	0.012886598	0.113519152	157.8	789	2.033505155	1.426010222	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09561	461	1386	Auto	Auto	1	0.002169197	0.046574643	146	146	0.31670282	0.562763556	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09562	270	813	Auto	Auto	4	0.014814815	0.121716124	116.5	466	1.725925926	1.313745	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09563	214	645	Auto	Auto	4	0.018691589	0.136717185	90.25	361	1.686915888	1.298813261	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09564	333	1002	Auto	Auto	5	0.015015015	0.12253577	98	490	1.471471471	1.213042238	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09565	353	1062	Auto	Auto	2	0.005665722	0.075270993	165	330	0.934844193	0.966873411	NON	NON	A1
MvSl-1064-A1-R4_MC09-2g09566	220	663	Auto	Auto	2	0.009090909	0.095346259	104	208	0.945454545	0.97234487	Up	DE	A1
MvSl-1064-A1-R4_MC09-2g09569	1426	4281	Auto	Auto	5	0.003506311	0.059214115	140.6	703	0.492987377	0.702130598	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09587	725	2178	Auto	Auto	3	0.004137931	0.064326752	89	267	0.368275862	0.606857366	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09590	440	1323	Auto	Auto	5	0.011363636	0.106600358	75.8	379	0.861363636	0.928096782	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09591	729	2190	Auto	Auto	3	0.004115226	0.06415003	85	255	0.349794239	0.591434053	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09593	183	552	Auto	Auto	1	0.005464481	0.073922127	92	92	0.50273224	0.709036135	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09595	331	996	Auto	Auto	3	0.009063444	0.095202122	101.333	304	0.918429003	0.958347016	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09596	169	510	Auto	Auto	2	0.01183432	0.108785659	181.5	363	2.147928994	1.465581453	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09597	665	1998	Auto	Auto	4	0.006015038	0.077556673	69	276	0.415037594	0.644234114	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09598	745	2238	Auto	Auto	4	0.005369128	0.073274331	99.75	399	0.53557047	0.731826803	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09600	414	1245	Auto	Auto	5	0.012077295	0.109896746	113.8	569	1.374396135	1.172346423	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09601	840	2523	Auto	Auto	3	0.003571429	0.05976143	84	252	0.3	0.547722558	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09602	475	1428	Auto	Auto	2	0.004210526	0.064888568	216	432	0.909473684	0.953663297	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09603	559	1680	Auto	Auto	6	0.010733453	0.103602377	138.333	830	1.484794275	1.218521348	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09604	790	2373	Auto	Auto	2	0.002531646	0.050315461	78	156	0.197468354	0.444374115	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09605	49	150	Auto	Auto	1	0.020408163	0.142857143	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09606	291	876	Auto	Auto	5	0.017182131	0.131080626	108.8	544	1.869415808	1.367265815	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09607	551	1656	Auto	Auto	1	0.001814882	0.042601432	54	54	0.09800363	0.313055314	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09608	282	849	Auto	Auto	2	0.007092199	0.084215192	93	186	0.659574468	0.812141901	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09609	582	1749	Auto	Auto	5	0.008591065	0.092688	108	540	0.927835052	0.963241949	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09610	1063	3192	Auto	Auto	4	0.003762935	0.061342767	75.25	301	0.283160865	0.532128617	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09611	213	642	Auto	Auto	1	0.004694836	0.068518871	46	46	0.215962441	0.464717593	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09612	763	2292	Auto	Auto	4	0.005242464	0.072404861	76.25	305	0.399737877	0.632248271	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09613	272	819	Auto	Auto	1	0.003676471	0.060633906	164	164	0.602941176	0.77649287	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09615	536	1611	Auto	Auto	5	0.009328358	0.096583426	63.8	319	0.595149254	0.771459172	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09617	1497	4494	Auto	Auto	3	0.002004008	0.044766148	59	177	0.118236473	0.343855308	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09618	2090	6273	Auto	Auto	1	0.000478469	0.021873932	44	44	0.021052632	0.14509525	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09620	115	348	Auto	Auto	2	0.017391304	0.131876095	139.5	279	2.426086957	1.557590112	Down	DE	A1
MvSl-1064-A1-R4_MC10-1g09621	769	2310	Auto	Auto	3	0.00390117	0.06245935	144.667	434	0.564369311	0.751245174	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09627	1440	4323	Auto	Auto	2	0.001388889	0.0372678	81	162	0.1125	0.335410197	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09628	562	1689	Auto	Auto	4	0.007117438	0.084364908	101.5	406	0.722419929	0.849952898	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09629	445	1338	Auto	Auto	2	0.004494382	0.067040152	82.5	165	0.370786517	0.608922423	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09630	493	1482	Auto	Auto	1	0.002028398	0.045037735	65	65	0.131845842	0.363105827	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09631	107	324	Auto	Auto	1	0.009345794	0.096673649	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09632	213	642	Auto	Auto	1	0.004694836	0.068518871	71	71	0.333333333	0.577350269	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09633	890	2673	Auto	Auto	7	0.007865169	0.088685785	131.714	922	1.035955056	1.017818774	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09634	60	183	Auto	Auto	1	0.016666667	0.129099445	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09635	587	1764	Auto	Auto	7	0.011925043	0.109201843	118	826	1.407155026	1.186235653	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09636	293	882	Auto	Auto	1	0.003412969	0.058420624	270	270	0.921501706	0.959948804	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09637	129	390	Auto	Auto	1	0.007751938	0.088045091	67	67	0.519379845	0.720680127	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09638	385	1158	Auto	Auto	1	0.002597403	0.050964719	121	121	0.314285714	0.560611911	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09639	264	795	Auto	Auto	9	0.034090909	0.184637236	77.7778	700	2.651515152	1.628347368	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09640	1013	3042	Auto	Auto	5	0.004935834	0.070255492	76.4	382	0.37709773	0.614082836	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09641	464	1395	Auto	Auto	6	0.012931034	0.113714707	74.1667	445	0.959051724	0.979311863	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09642	748	2247	Auto	Auto	2	0.002673797	0.051708769	77	154	0.205882353	0.453742606	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09643	132	399	Auto	Auto	1	0.007575758	0.087038828	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09644	344	1035	Auto	Auto	5	0.014534884	0.120560706	178	890	2.587209302	1.608480433	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09645	898	2697	Auto	Auto	3	0.003340757	0.057799284	89	267	0.297327394	0.545277355	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09646	382	1149	Auto	Auto	4	0.010471204	0.102328902	108.5	434	1.136125654	1.065891953	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09647	356	1071	Auto	Auto	4	0.011235955	0.105999788	132.5	530	1.488764045	1.22014919	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09648	1268	3807	Auto	Auto	7	0.005520505	0.074300099	120.286	842	0.664037855	0.814885179	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09649	275	828	Auto	Auto	3	0.010909091	0.104446594	80.6667	242	0.88	0.938083152	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09650	160	483	Auto	Auto	1	0.00625	0.079056942	62	62	0.3875	0.62249498	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09651	63	192	Auto	Auto	1	0.015873016	0.125988158	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09652	212	639	Auto	Auto	2	0.009433962	0.097128586	97	194	0.91509434	0.956605634	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09655	1038	3117	Auto	Auto	3	0.002890173	0.053760333	234	702	0.676300578	0.822374962	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09656	581	1746	Auto	Auto	5	0.008605852	0.092767731	106.2	531	0.91394148	0.956002866	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09657	1191	3576	Auto	Auto	7	0.005877414	0.076664294	136.286	954	0.801007557	0.894990255	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09658	177	534	Auto	Auto	7	0.039548023	0.198866846	110	770	4.350282486	2.085733081	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09659	174	525	Auto	Auto	3	0.017241379	0.131306433	132.333	397	2.281609195	1.510499651	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09660	178	537	Auto	Auto	3	0.016853933	0.129822697	92.6667	278	1.561797753	1.24971907	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09661	979	2940	Auto	Auto	5	0.005107252	0.071465042	76.6	383	0.391215526	0.625472242	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09662	469	1410	Auto	Auto	9	0.019189765	0.138527129	80.8889	728	1.552238806	1.245888761	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09663	598	1797	Auto	Auto	1	0.001672241	0.040893041	79	79	0.132107023	0.363465299	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09664	113	342	Auto	Auto	1	0.008849558	0.094072087	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09665	188	567	Auto	Auto	3	0.015957447	0.126322788	307.667	923	4.909574468	2.215755959	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09666	1834	5505	Auto	Auto	6	0.003271538	0.057197357	72.1667	433	0.236095965	0.485897073	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09667	124	375	Auto	Auto	3	0.024193548	0.155542754	113.667	341	2.75	1.658312395	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09668	211	636	Auto	Auto	1	0.004739336	0.068842839	68	68	0.322274882	0.567692594	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09669	876	2631	Auto	Auto	2	0.002283105	0.047781848	74.5	149	0.170091324	0.412421295	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09670	978	2937	Auto	Auto	6	0.006134969	0.078326045	75.3333	452	0.462167689	0.679829162	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09671	828	2487	Auto	Auto	1	0.001207729	0.034752402	64	64	0.077294686	0.278019219	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09673	104	315	Auto	Auto	3	0.028846154	0.169841555	150.333	451	4.336538462	2.082435704	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09674	207	624	Auto	Auto	1	0.004830918	0.069504805	47	47	0.22705314	0.476500934	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09675	369	1110	Auto	Auto	3	0.008130081	0.090166963	85.6667	257	0.696476965	0.834551955	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09676	406	1221	Auto	Auto	1	0.002463054	0.049629167	76	76	0.187192118	0.432657045	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09677	300	903	Auto	Auto	7	0.023333333	0.152752523	82.7143	579	1.93	1.389244399	NON	NON	A1
